datetime,D21Z,D22Z,V23Z,V24Z,D50Z,D51Z,D52Z,V53Z,V54Z,D81Z,D82Z,V83Z,V84Z,V85Z,D110Z,D111Z,D112Z,V113Z,V114Z,V115Z,Total
2024-03-21 01:10:00,4,7,2,0,1,1,0,3,0,181,0,7,0,0,0,5,0,7,0,0,218
2024-03-21 01:20:00,6,3,1,0,0,1,2,2,0,111,1,4,1,2,0,1,1,2,0,0,138
2024-03-21 01:30:00,4,7,1,0,0,2,1,3,0,57,0,5,0,0,0,5,0,4,0,0,89
2024-03-21 01:40:00,4,6,0,0,0,0,1,1,0,49,2,7,0,0,0,0,1,1,2,1,75
2024-03-21 01:50:00,1,5,0,0,0,1,0,1,0,153,0,1,0,0,0,2,0,3,0,0,167
2024-03-21 02:00:00,3,0,0,0,0,1,1,1,1,89,1,5,0,0,0,2,0,3,0,0,107
2024-03-21 02:10:00,4,2,0,0,0,0,2,0,1,133,1,1,0,1,0,1,2,1,2,2,153
2024-03-21 02:20:00,2,1,0,0,0,0,1,0,1,119,0,2,0,0,0,0,0,0,0,0,126
2024-03-21 02:30:00,2,2,0,0,0,0,1,0,1,87,3,2,0,0,0,3,1,2,1,1,106
2024-03-21 02:40:00,3,2,1,0,0,2,3,0,3,314,3,2,1,0,0,1,1,1,2,1,340
2024-03-21 02:50:00,2,4,1,0,1,1,1,1,0,71,0,2,0,0,0,2,1,3,1,1,92
2024-03-21 03:00:00,4,1,0,0,1,1,1,2,1,115,0,8,0,0,0,1,0,1,0,0,136
2024-03-21 03:10:00,1,1,0,0,0,0,0,0,0,173,0,1,0,0,0,0,2,0,1,1,180
2024-03-21 03:20:00,1,0,0,0,0,2,1,2,0,107,0,2,0,0,0,0,0,0,0,0,115
2024-03-21 03:30:00,3,2,1,0,0,1,0,1,0,96,1,5,0,1,0,0,0,0,0,0,111
2024-03-21 03:40:00,4,1,0,0,0,0,0,0,0,65,2,4,3,1,0,0,0,0,0,0,80
2024-03-21 03:50:00,3,7,1,0,0,1,0,1,0,128,1,2,0,0,0,2,0,8,0,0,154
2024-03-21 04:00:00,5,2,1,0,0,1,1,1,1,75,1,6,1,1,0,2,0,3,0,0,101
2024-03-21 04:10:00,3,3,0,0,0,0,0,0,0,86,1,4,0,0,0,4,0,4,0,0,105
2024-03-21 04:20:00,3,2,0,0,0,8,2,6,1,73,0,3,0,0,0,3,1,4,1,1,108
2024-03-21 04:30:00,4,3,0,0,0,3,0,2,0,77,0,6,2,1,0,1,0,1,0,0,100
2024-03-21 04:40:00,4,10,0,0,0,3,0,2,0,117,3,4,1,2,0,2,0,2,0,0,150
2024-03-21 04:50:00,7,7,0,0,1,3,0,2,0,125,3,7,1,2,0,3,3,3,3,4,174
2024-03-21 05:00:00,12,13,1,0,1,4,2,6,1,167,4,14,2,6,0,5,4,6,1,2,251
2024-03-21 05:10:00,12,8,0,0,1,2,0,2,0,144,7,21,1,4,0,4,3,4,0,0,213
2024-03-21 05:20:00,13,17,0,1,3,10,1,11,1,112,1,13,1,1,0,4,5,6,3,2,205
2024-03-21 05:30:00,20,29,0,0,1,5,1,6,1,117,2,22,3,3,0,7,4,6,1,2,230
2024-03-21 05:40:00,15,20,1,0,1,12,3,12,4,220,6,27,4,9,0,10,11,10,6,5,376
2024-03-21 05:50:00,19,37,1,0,3,5,2,6,0,120,6,30,4,6,0,9,5,11,2,2,268
2024-03-21 06:00:00,21,26,0,0,5,19,4,17,2,195,2,30,1,4,0,6,4,7,3,3,349
2024-03-21 06:10:00,22,16,1,1,6,17,6,16,6,98,9,39,5,9,0,10,14,9,5,6,295
2024-03-21 06:20:00,30,25,3,0,9,26,5,16,5,108,7,19,4,8,0,8,10,8,6,6,303
2024-03-21 06:30:00,29,22,1,1,6,15,6,12,4,124,6,32,6,7,0,15,8,17,3,3,317
2024-03-21 06:40:00,60,29,15,1,10,34,9,18,8,100,8,23,9,8,0,10,9,8,10,9,378
2024-03-21 06:50:00,40,34,11,0,14,35,10,18,9,88,12,10,21,11,0,24,11,13,3,4,368
2024-03-21 07:00:00,37,20,1,1,8,33,6,16,6,96,13,35,9,9,0,21,13,12,12,12,360
2024-03-21 07:10:00,23,23,3,1,13,49,12,14,11,119,10,25,6,7,0,29,11,14,8,6,384
2024-03-21 07:20:00,26,20,2,3,20,37,13,18,10,102,10,17,9,11,0,30,17,14,13,11,383
2024-03-21 07:30:00,20,19,1,5,21,45,15,24,14,112,13,7,8,9,0,30,18,15,15,13,404
2024-03-21 07:40:00,10,19,2,2,32,66,16,16,12,105,14,9,11,11,0,54,15,13,10,10,427
2024-03-21 07:50:00,24,16,3,3,37,59,22,14,15,105,14,16,10,15,0,33,20,15,12,17,450
2024-03-21 08:00:00,21,25,2,1,26,61,22,14,16,110,18,15,12,20,0,30,18,16,10,10,447
2024-03-21 08:10:00,25,22,4,3,34,60,22,15,20,113,12,7,9,11,0,43,19,13,7,11,450
2024-03-21 08:20:00,28,31,7,2,27,54,15,12,12,96,13,12,11,12,0,41,21,16,8,13,431
2024-03-21 08:30:00,19,22,3,2,21,47,11,11,10,109,13,23,12,15,0,40,20,74,9,10,471
2024-03-21 08:40:00,22,19,4,1,18,57,6,16,4,96,11,15,8,11,0,28,18,27,9,7,377
2024-03-21 08:50:00,27,23,8,1,26,49,15,12,10,97,11,33,8,11,0,37,15,19,13,13,428
2024-03-21 09:00:00,13,18,2,3,11,29,12,14,12,93,14,18,12,13,0,25,20,17,15,12,353
2024-03-21 09:10:00,20,20,4,1,14,32,14,18,11,86,12,25,10,10,0,34,20,15,18,18,382
2024-03-21 09:20:00,17,21,7,1,14,31,14,26,13,92,12,19,9,12,0,44,14,14,15,16,391
2024-03-21 09:30:00,26,24,7,2,15,35,11,20,9,106,9,28,5,8,0,35,21,14,14,17,406
2024-03-21 09:40:00,17,21,3,0,8,33,7,25,4,87,18,20,13,14,0,32,22,23,13,17,377
2024-03-21 09:50:00,16,29,1,1,7,21,12,14,8,91,12,23,10,11,0,37,17,21,14,17,362
2024-03-21 10:00:00,23,17,3,2,3,19,10,16,7,78,13,31,10,11,0,35,11,22,13,19,343
2024-03-21 10:10:00,16,27,4,2,5,14,16,16,10,108,5,26,4,5,0,39,17,27,16,19,376
2024-03-21 10:20:00,28,22,2,3,4,27,11,23,13,88,10,17,10,10,0,36,24,26,20,18,392
2024-03-21 10:30:00,18,28,4,0,7,27,8,19,6,86,11,22,8,10,0,32,14,21,11,18,350
2024-03-21 10:40:00,35,22,3,1,7,18,11,18,11,94,11,11,12,12,0,33,15,16,17,17,364
2024-03-21 10:50:00,21,20,4,2,6,19,13,15,11,74,7,23,5,6,0,37,12,24,14,12,325
2024-03-21 11:00:00,22,14,1,4,6,23,18,15,10,107,15,6,10,10,0,34,19,25,16,11,366
2024-03-21 11:10:00,28,26,5,1,4,21,12,34,8,92,11,16,11,12,0,41,17,20,18,15,392
2024-03-21 11:20:00,23,29,3,0,6,17,11,16,5,110,12,15,11,12,0,34,16,17,10,18,365
2024-03-21 11:30:00,23,27,4,1,13,26,14,20,16,82,11,14,8,10,0,54,14,17,13,16,383
2024-03-21 11:40:00,29,19,2,2,6,23,10,16,9,110,4,17,4,5,0,42,20,21,18,16,373
2024-03-21 11:50:00,23,21,5,5,8,23,10,18,4,114,14,18,11,11,0,41,18,17,25,12,398
2024-03-21 12:00:00,15,18,2,2,5,14,12,12,10,69,11,25,8,8,0,55,14,24,8,16,328
2024-03-21 12:10:00,24,29,3,1,8,15,9,17,7,82,12,14,6,7,0,48,25,23,18,21,369
2024-03-21 12:20:00,52,24,3,0,3,19,11,16,6,71,8,18,8,13,0,58,16,23,15,13,377
2024-03-21 12:30:00,125,20,3,2,12,17,19,21,15,111,11,9,9,11,0,41,19,21,16,18,500
2024-03-21 12:40:00,136,23,3,1,8,24,9,18,8,86,20,11,14,18,0,50,14,29,8,10,490
2024-03-21 12:50:00,50,15,2,5,9,22,12,19,5,92,10,10,7,9,0,50,18,18,17,14,384
2024-03-21 13:00:00,20,31,6,0,7,21,8,19,8,116,12,7,9,13,0,50,18,21,16,14,396
2024-03-21 13:10:00,12,25,3,3,14,23,12,17,17,89,14,16,10,12,0,51,17,13,12,11,371
2024-03-21 13:20:00,23,16,5,3,6,17,16,18,9,96,12,9,8,9,0,66,17,16,12,10,368
2024-03-21 13:30:00,19,22,3,2,5,16,13,14,11,101,14,29,11,15,0,42,13,19,9,12,370
2024-03-21 13:40:00,18,18,4,4,4,22,7,16,6,85,9,8,8,8,0,54,31,21,18,17,358
2024-03-21 13:50:00,19,20,0,3,11,17,12,12,9,115,20,8,13,11,0,52,17,22,16,12,389
2024-03-21 14:00:00,18,29,3,4,5,17,9,12,7,109,9,8,9,9,0,41,12,27,14,9,351
2024-03-21 14:10:00,28,12,2,7,6,19,9,20,5,110,22,7,11,15,0,62,13,22,14,9,393
2024-03-21 14:20:00,21,24,4,4,10,21,7,18,6,112,15,6,13,10,0,57,13,23,12,13,389
2024-03-21 14:30:00,21,33,8,2,10,20,11,16,10,112,18,7,14,15,0,51,24,32,17,23,444
2024-03-21 14:40:00,29,18,7,4,7,24,9,19,7,98,12,3,9,11,0,58,22,27,17,12,393
2024-03-21 14:50:00,44,29,3,4,3,21,8,14,8,113,15,5,14,14,0,59,20,30,16,16,436
2024-03-21 15:00:00,26,29,3,0,14,22,13,14,9,88,13,15,11,14,0,65,10,17,7,12,382
2024-03-21 15:10:00,26,19,4,4,9,20,11,12,7,108,15,20,30,14,0,72,21,34,17,15,458
2024-03-21 15:20:00,62,23,6,3,7,22,13,16,9,108,14,10,7,10,0,66,26,18,15,19,454
2024-03-21 15:30:00,46,24,4,1,5,20,14,19,12,107,17,6,14,14,0,81,17,26,14,14,455
2024-03-21 15:40:00,169,35,3,3,10,21,12,16,12,107,16,17,15,15,0,67,19,15,19,15,586
2024-03-21 15:50:00,41,28,3,0,8,13,10,11,7,97,15,25,9,8,0,72,30,22,26,29,454
2024-03-21 16:00:00,69,23,3,2,7,20,15,20,14,99,14,6,10,9,0,102,35,15,26,25,514
2024-03-21 16:10:00,35,17,1,4,16,22,10,16,6,114,20,5,10,13,0,67,36,18,22,23,455
2024-03-21 16:20:00,34,22,6,3,9,28,13,15,10,113,15,5,9,8,0,87,28,14,27,21,467
2024-03-21 16:30:00,70,22,7,3,10,35,16,19,8,96,18,14,16,17,0,89,34,22,28,24,548
2024-03-21 16:40:00,98,24,6,4,8,19,14,15,7,119,15,12,10,10,0,70,35,17,26,25,534
2024-03-21 16:50:00,59,28,5,2,8,20,11,15,8,119,15,1,8,11,0,72,32,20,27,24,485
2024-03-21 17:00:00,29,19,6,4,7,23,10,19,10,100,12,18,7,7,0,70,23,25,14,13,416
2024-03-21 17:10:00,28,15,6,4,19,27,15,12,9,124,21,6,12,15,0,72,22,16,19,23,465
2024-03-21 17:20:00,48,19,4,2,4,25,10,16,7,105,14,4,11,12,0,87,36,23,18,23,468
2024-03-21 17:30:00,27,24,4,1,7,24,12,13,12,153,12,3,7,8,0,72,30,26,23,24,482
2024-03-21 17:40:00,29,24,4,4,8,29,10,20,10,121,10,2,5,5,0,61,23,23,19,18,425
2024-03-21 17:50:00,19,23,8,4,10,28,9,18,5,121,15,7,10,13,0,83,22,15,17,18,445
2024-03-21 18:00:00,30,34,4,0,8,17,13,14,11,98,8,24,7,7,0,57,31,21,24,20,428
2024-03-21 18:10:00,22,23,4,2,7,24,13,13,11,126,8,10,8,9,0,60,27,21,18,16,422
2024-03-21 18:20:00,25,21,6,5,16,32,11,20,9,120,13,8,9,9,0,70,37,12,19,24,466
2024-03-21 18:30:00,23,30,10,2,4,25,13,22,10,113,11,13,11,9,0,62,16,18,10,16,418
2024-03-21 18:40:00,20,21,5,2,5,26,12,21,14,127,14,8,12,11,0,58,22,16,19,14,427
2024-03-21 18:50:00,14,23,7,2,2,14,13,8,7,126,4,14,3,6,0,40,10,20,8,10,331
2024-03-21 19:00:00,20,27,6,2,4,22,15,25,9,100,14,30,8,10,0,60,19,20,15,16,422
2024-03-21 19:10:00,22,42,1,0,5,17,4,14,3,107,6,45,6,8,0,36,13,18,16,12,375
2024-03-21 19:20:00,26,28,3,1,5,13,12,10,4,64,9,37,7,9,0,36,12,17,12,8,313
2024-03-21 19:30:00,31,44,1,1,3,12,8,10,5,145,8,35,8,6,0,28,17,23,11,12,408
2024-03-21 19:40:00,58,31,2,1,3,12,9,12,4,102,11,52,5,12,0,37,15,15,14,9,404
2024-03-21 19:50:00,62,31,2,0,4,16,7,14,4,110,7,42,6,6,0,31,18,8,19,15,402
2024-03-21 20:00:00,30,30,0,0,5,20,8,19,8,177,6,26,6,5,0,49,15,28,17,12,461
2024-03-21 20:10:00,37,31,4,2,1,10,9,10,4,103,7,33,6,6,0,44,20,28,14,15,384
2024-03-21 20:20:00,60,25,3,0,1,16,9,15,8,126,4,29,4,4,0,33,9,27,10,8,391
2024-03-21 20:30:00,86,25,1,0,1,8,12,7,4,87,8,32,7,10,0,30,14,19,14,10,375
2024-03-21 20:40:00,36,21,0,0,6,11,5,12,4,147,5,39,2,3,0,26,10,18,12,12,369
2024-03-21 20:50:00,83,26,1,1,17,7,6,10,1,99,8,24,6,8,0,23,13,14,11,8,366
2024-03-21 21:00:00,19,34,1,0,5,13,5,12,3,138,6,31,4,6,0,61,9,14,8,5,374
2024-03-21 21:10:00,37,26,4,1,5,17,8,12,3,126,6,34,2,4,0,36,11,18,9,10,369
2024-03-21 21:20:00,35,32,2,1,4,14,13,10,8,85,2,28,1,2,0,18,6,19,5,4,289
2024-03-21 21:30:00,39,21,0,0,3,15,5,17,3,108,26,24,10,6,0,25,11,16,10,9,348
2024-03-21 21:40:00,16,24,5,0,4,16,5,19,5,90,20,28,2,4,0,20,9,10,9,5,291
2024-03-21 21:50:00,17,25,0,0,2,7,5,17,0,66,4,36,1,6,0,34,7,21,5,5,258
2024-03-21 22:00:00,18,28,1,0,1,9,6,10,0,106,5,27,4,6,0,25,9,18,12,9,294
2024-03-21 22:10:00,22,28,2,0,3,9,7,10,4,167,9,23,3,5,0,16,7,20,10,6,351
2024-03-21 22:20:00,21,21,0,0,2,9,4,11,3,150,7,30,2,2,0,20,9,19,5,6,321
2024-03-21 22:30:00,20,20,1,0,6,9,3,11,0,211,3,27,4,3,0,19,5,12,3,5,362
2024-03-21 22:40:00,14,13,2,0,2,4,5,4,2,227,3,24,2,4,0,15,7,17,6,5,356
2024-03-21 22:50:00,16,14,2,0,2,13,2,17,1,156,3,20,1,5,0,12,8,11,6,5,294
2024-03-21 23:00:00,16,17,0,0,2,3,6,3,2,75,5,34,2,5,0,21,9,14,4,6,224
2024-03-21 23:10:00,28,12,0,0,1,5,1,6,1,174,4,11,1,1,0,11,8,12,10,7,293
2024-03-21 23:20:00,13,17,1,0,0,4,2,5,0,102,1,24,1,1,0,10,4,12,4,4,205
2024-03-21 23:30:00,5,20,1,0,1,4,3,4,1,110,3,14,1,2,0,12,3,9,2,1,196
2024-03-21 23:40:00,9,11,3,0,1,3,1,4,0,115,3,21,1,1,0,9,3,7,6,4,202
2024-03-21 23:50:00,8,15,0,0,0,2,1,2,1,85,4,17,0,0,0,11,6,6,5,4,167
2024-03-22 00:00:00,14,11,2,0,0,3,5,2,3,83,3,17,2,3,0,7,7,5,3,3,173
2024-03-22 00:10:00,10,3,0,0,0,2,1,2,0,143,2,10,1,1,0,7,2,9,1,1,195
2024-03-22 00:20:00,9,11,0,0,0,4,0,5,0,173,3,7,2,2,0,5,3,6,3,2,235
2024-03-22 00:30:00,5,5,1,0,0,2,4,2,0,61,2,13,1,1,0,2,2,3,1,2,107
2024-03-22 00:40:00,7,11,1,0,0,0,0,0,0,171,2,8,0,0,0,8,2,11,3,2,226
2024-03-22 00:50:00,6,2,1,0,0,2,2,2,0,108,0,9,0,0,0,0,3,1,3,4,143
2024-03-22 01:00:00,2,4,0,0,0,4,1,4,2,118,1,2,1,1,0,5,0,6,0,0,151
2024-03-22 01:10:00,4,3,0,0,1,0,1,0,0,87,1,5,1,1,0,8,1,9,0,0,122
2024-03-22 01:20:00,5,1,1,0,0,0,0,0,0,156,4,5,2,3,0,0,4,0,4,3,188
2024-03-22 01:30:00,6,3,1,0,0,0,1,0,0,57,2,4,0,0,0,5,2,4,2,2,89
2024-03-22 01:40:00,2,5,0,0,0,0,2,0,0,64,0,4,0,0,0,1,1,1,1,1,82
2024-03-22 01:50:00,1,1,0,0,0,0,0,0,0,54,0,0,0,0,0,2,1,2,1,1,63
2024-03-22 02:00:00,3,1,2,0,1,1,0,3,0,145,0,4,0,0,0,3,1,5,1,1,171
2024-03-22 02:10:00,4,2,1,0,0,2,1,3,0,98,0,4,0,0,0,2,0,2,0,0,119
2024-03-22 02:20:00,1,2,0,0,0,1,0,1,0,72,1,1,0,0,0,1,0,1,0,0,81
2024-03-22 02:30:00,3,3,0,0,0,1,1,1,1,94,1,2,0,0,0,3,1,3,1,1,116
2024-03-22 02:40:00,5,0,0,0,0,1,0,2,0,48,0,5,0,0,0,1,2,2,2,2,70
2024-03-22 02:50:00,2,9,1,0,0,0,0,0,0,79,0,1,0,0,0,0,0,0,0,0,92
2024-03-22 03:00:00,6,3,0,0,0,1,1,0,1,50,1,4,0,0,0,2,2,1,2,3,77
2024-03-22 03:10:00,0,2,0,0,0,1,1,0,0,32,0,1,0,0,0,2,0,2,0,0,41
2024-03-22 03:20:00,3,4,1,0,0,3,1,5,0,54,0,4,0,0,0,1,0,1,0,0,77
2024-03-22 03:30:00,2,1,0,0,0,0,0,0,0,35,0,2,0,0,0,0,0,0,0,0,40
2024-03-22 03:40:00,2,2,1,0,0,0,1,0,0,55,1,2,2,2,0,1,2,2,0,0,73
2024-03-22 03:50:00,5,5,1,0,0,2,0,1,0,33,1,4,0,0,0,0,1,0,1,1,55
2024-03-22 04:00:00,2,1,0,0,1,2,1,5,0,146,1,6,0,0,0,3,0,9,0,0,177
2024-03-22 04:10:00,2,6,0,0,1,1,0,1,0,40,0,3,0,0,0,0,1,0,1,1,57
2024-03-22 04:20:00,0,0,0,0,0,0,3,0,1,176,2,2,0,0,0,5,0,10,0,0,199
2024-03-22 04:30:00,7,6,0,0,4,2,0,2,0,158,1,6,1,1,0,4,1,4,1,1,199
2024-03-22 04:40:00,3,4,0,0,0,3,1,4,0,78,3,10,2,2,0,2,1,3,0,0,116
2024-03-22 04:50:00,2,5,0,0,1,5,1,6,1,26,2,4,2,2,0,4,0,6,0,0,67
2024-03-22 05:00:00,12,7,1,0,1,2,2,2,1,46,3,17,4,3,0,0,5,0,3,2,111
2024-03-22 05:10:00,6,20,0,0,1,4,0,4,0,84,2,10,2,3,0,3,4,4,1,1,149
2024-03-22 05:20:00,5,16,1,0,5,7,0,7,0,136,2,11,2,2,0,5,3,6,3,1,212
2024-03-22 05:30:00,12,24,0,0,3,7,4,6,2,91,4,25,2,3,0,13,2,10,2,2,212
2024-03-22 05:40:00,15,21,0,0,2,7,5,9,5,93,5,21,3,7,0,10,6,10,3,5,227
2024-03-22 05:50:00,8,26,0,1,2,7,3,8,3,72,3,23,3,2,0,5,4,3,2,1,176
2024-03-22 06:00:00,9,28,0,0,4,10,1,15,0,58,4,24,2,4,0,9,6,10,1,2,187
2024-03-22 06:10:00,15,21,0,0,6,10,2,7,2,90,5,29,1,4,0,10,5,8,2,2,219
2024-03-22 06:20:00,17,18,2,0,7,18,7,19,7,62,10,27,7,7,0,13,7,10,10,8,256
2024-03-22 06:30:00,25,24,5,1,7,25,2,16,4,97,8,26,6,7,0,12,5,11,1,2,284
2024-03-22 06:40:00,13,23,0,1,4,19,5,14,4,89,7,29,7,7,0,21,11,15,8,8,285
2024-03-22 06:50:00,23,20,0,1,6,29,9,19,9,133,10,35,9,10,0,18,11,13,5,6,366
2024-03-22 07:00:00,11,27,0,0,12,28,9,17,8,96,9,22,5,9,0,11,9,12,6,7,298
2024-03-22 07:10:00,19,18,3,1,6,27,5,17,3,146,7,25,7,7,0,27,19,16,14,16,383
2024-03-22 07:20:00,19,21,2,1,11,40,3,19,3,103,10,30,5,8,0,36,22,12,11,11,367
2024-03-22 07:30:00,31,20,2,3,21,47,13,10,9,131,14,10,9,11,0,33,11,15,11,11,412
2024-03-22 07:40:00,21,22,5,2,26,38,12,18,9,118,13,23,10,12,0,33,28,20,15,13,438
2024-03-22 07:50:00,21,19,6,5,27,57,13,15,14,116,12,10,11,12,0,30,20,22,16,12,438
2024-03-22 08:00:00,25,29,6,2,10,34,10,14,9,107,19,15,14,19,0,28,17,14,8,12,392
2024-03-22 08:10:00,24,22,4,1,17,39,15,22,11,88,9,30,6,6,0,31,10,23,8,10,376
2024-03-22 08:20:00,20,27,1,0,20,27,6,14,5,86,13,22,10,13,0,31,12,15,8,10,340
2024-03-22 08:30:00,23,22,4,2,9,30,9,22,9,91,10,20,6,9,0,32,14,16,12,9,349
2024-03-22 08:40:00,16,25,2,0,14,30,15,18,9,102,10,18,6,12,0,31,16,20,7,8,359
2024-03-22 08:50:00,14,34,4,1,15,30,11,14,8,93,16,22,10,11,0,31,16,17,10,15,372
2024-03-22 09:00:00,17,12,2,2,14,20,10,12,7,106,17,14,13,15,0,37,21,13,65,17,414
2024-03-22 09:10:00,21,26,3,1,9,26,6,17,7,90,9,20,7,8,0,36,13,11,13,12,335
2024-03-22 09:20:00,29,21,6,3,6,12,12,9,9,89,7,24,6,5,0,26,21,15,15,13,328
2024-03-22 09:30:00,21,23,8,3,11,28,8,18,8,86,15,30,13,15,0,37,13,12,12,9,370
2024-03-22 09:40:00,16,25,2,4,16,24,25,18,20,93,13,14,9,12,0,35,19,26,21,18,410
2024-03-22 09:50:00,24,23,3,2,4,18,8,16,9,112,13,16,14,18,0,23,16,19,14,12,364
2024-03-22 10:00:00,26,20,2,2,0,16,5,13,5,99,10,29,9,10,0,38,18,21,14,15,352
2024-03-22 10:10:00,19,26,6,1,7,13,8,14,7,104,13,13,8,8,0,28,16,20,12,17,340
2024-03-22 10:20:00,18,15,3,1,7,21,12,16,9,104,8,12,6,11,0,35,13,21,11,8,331
2024-03-22 10:30:00,14,18,1,0,4,16,12,16,10,88,12,11,11,11,0,39,19,22,12,17,333
2024-03-22 10:40:00,24,29,5,2,16,31,14,22,10,95,14,25,9,11,0,78,16,27,13,13,454
2024-03-22 10:50:00,10,18,5,3,8,31,21,22,17,91,15,14,10,12,0,35,18,19,12,11,372
2024-03-22 11:00:00,22,15,10,2,6,19,9,14,8,105,15,6,11,13,0,39,18,21,14,17,364
2024-03-22 11:10:00,34,20,3,4,2,15,13,13,11,104,12,17,11,10,0,41,24,22,14,19,389
2024-03-22 11:20:00,20,26,5,0,9,25,10,19,8,98,11,19,9,11,0,50,22,25,14,18,399
2024-03-22 11:30:00,10,19,2,4,3,17,13,16,10,82,10,30,9,10,0,39,23,20,17,17,351
2024-03-22 11:40:00,19,18,6,2,11,22,10,12,9,110,17,2,10,15,0,43,178,19,17,19,539
2024-03-22 11:50:00,15,21,2,2,10,22,13,18,12,94,13,29,8,9,0,40,22,23,19,16,388
2024-03-22 12:00:00,17,13,8,4,9,16,13,11,10,92,14,17,7,8,0,52,17,22,14,15,359
2024-03-22 12:10:00,10,20,4,3,11,24,11,20,6,105,16,11,12,17,0,51,14,21,12,16,384
2024-03-22 12:20:00,23,26,5,3,9,19,11,17,7,99,66,7,11,13,0,48,21,27,15,15,442
2024-03-22 12:30:00,15,20,5,5,14,31,13,18,13,91,15,11,7,6,0,62,27,25,21,15,414
2024-03-22 12:40:00,19,36,3,2,14,23,14,18,8,114,17,19,15,14,0,46,18,21,15,15,431
2024-03-22 12:50:00,22,15,5,5,2,17,9,15,7,120,11,11,6,9,0,49,21,15,19,17,375
2024-03-22 13:00:00,18,19,5,4,9,23,11,18,13,107,19,11,11,15,0,61,23,13,17,16,413
2024-03-22 13:10:00,17,30,6,2,12,23,12,20,11,106,16,20,11,14,0,51,13,20,8,8,400
2024-03-22 13:20:00,20,23,3,5,7,20,8,13,8,114,14,23,9,14,0,57,16,19,15,16,404
2024-03-22 13:30:00,22,23,11,5,10,24,10,17,7,99,11,14,7,8,0,58,20,21,20,20,407
2024-03-22 13:40:00,17,19,5,5,8,21,12,15,9,94,10,19,8,7,0,59,15,15,15,16,369
2024-03-22 13:50:00,29,29,3,2,5,21,11,13,7,113,10,22,8,9,0,52,26,22,24,21,427
2024-03-22 14:00:00,110,26,6,3,5,18,10,13,9,112,12,14,9,12,0,59,24,15,16,22,495
2024-03-22 14:10:00,84,19,4,3,12,23,14,16,14,124,16,9,12,14,0,57,24,18,52,12,527
2024-03-22 14:20:00,38,24,2,5,19,22,11,15,6,110,10,6,6,9,0,56,36,28,21,25,449
2024-03-22 14:30:00,36,21,6,5,7,18,8,12,7,118,18,9,17,16,0,58,27,24,16,18,441
2024-03-22 14:40:00,39,15,1,5,5,25,11,13,8,116,17,5,11,15,0,62,42,17,22,24,453
2024-03-22 14:50:00,39,16,0,2,12,19,11,13,10,106,12,3,9,12,0,71,40,21,23,32,451
2024-03-22 15:00:00,47,14,2,4,7,28,12,17,7,106,15,5,11,11,0,63,39,14,22,27,451
2024-03-22 15:10:00,40,20,8,5,7,20,14,16,13,110,14,2,9,13,0,74,46,25,30,35,501
2024-03-22 15:20:00,58,14,7,6,8,19,9,17,5,118,9,13,5,7,0,60,46,17,20,31,469
2024-03-22 15:30:00,64,17,5,4,7,23,11,10,7,105,8,8,7,8,0,65,50,21,26,33,479
2024-03-22 15:40:00,86,31,4,2,5,18,13,16,5,125,22,6,18,21,0,60,42,17,22,29,542
2024-03-22 15:50:00,32,15,2,5,10,23,12,15,12,139,10,6,5,11,0,66,38,31,25,28,485
2024-03-22 16:00:00,12,25,4,5,11,28,11,19,5,101,10,7,6,6,0,71,31,19,17,19,407
2024-03-22 16:10:00,22,18,5,4,12,21,33,13,8,120,12,9,6,6,0,77,34,13,18,18,449
2024-03-22 16:20:00,27,25,5,4,9,23,11,16,8,118,15,12,7,10,0,58,24,15,15,16,418
2024-03-22 16:30:00,22,29,5,3,10,25,18,14,10,119,11,30,8,13,0,47,27,24,21,21,457
2024-03-22 16:40:00,37,21,3,6,8,14,13,11,9,110,13,16,9,11,0,52,36,20,19,25,433
2024-03-22 16:50:00,33,24,4,3,8,19,14,18,11,113,13,14,12,10,0,50,21,9,17,18,411
2024-03-22 17:00:00,17,28,3,4,14,28,11,16,11,113,17,13,7,8,0,55,20,31,17,13,426
2024-03-22 17:10:00,39,19,1,4,8,23,10,15,9,117,16,27,11,15,0,53,23,16,13,14,433
2024-03-22 17:20:00,21,17,1,4,6,21,10,11,7,107,13,14,24,13,0,49,20,19,15,15,387
2024-03-22 17:30:00,24,24,4,5,8,28,16,17,14,128,11,8,11,11,0,59,24,22,13,14,441
2024-03-22 17:40:00,228,14,3,2,5,21,8,18,4,126,12,22,7,11,0,51,17,16,17,15,597
2024-03-22 17:50:00,86,30,13,2,5,23,16,17,14,123,17,2,13,12,0,64,28,22,21,19,527
2024-03-22 18:00:00,49,18,4,5,8,22,13,14,12,121,10,11,9,8,0,53,20,21,15,19,432
2024-03-22 18:10:00,50,16,6,3,5,21,16,15,10,164,7,18,5,5,0,47,20,15,20,17,460
2024-03-22 18:20:00,44,31,8,3,5,21,11,9,8,101,7,19,5,7,0,56,18,20,16,15,404
2024-03-22 18:30:00,32,12,2,1,0,8,5,5,4,58,5,5,4,3,0,40,10,7,7,7,215
2024-03-22 18:40:00,4,9,1,0,4,10,4,4,4,37,4,8,3,5,0,15,7,11,5,3,138
2024-03-22 18:50:00,17,8,1,1,3,8,3,7,2,76,8,7,5,7,0,20,9,14,7,6,209
2024-03-22 19:00:00,22,39,4,2,3,15,18,17,10,103,7,28,5,6,0,43,16,15,14,14,381
