datetime,D1Z,D2Z,D3Z,D4Z,D5Z,D6Z,V21Z,V22Z,V51Z,V52Z,V81Z,V82Z,V211Z,V212Z,V811Z,V812Z,V1111Z,V1112Z,Total
2024-03-28 02:40:00,4,3,4,3,0,0,0,1,0,1,4,2,0,1,4,2,0,0,29
2024-03-28 02:50:00,2,0,2,1,0,1,1,2,1,3,4,0,1,1,0,3,0,0,22
2024-03-28 03:00:00,1,1,2,1,0,2,3,3,2,5,1,0,2,1,1,1,0,0,26
2024-03-28 03:10:00,0,1,1,0,0,1,0,3,0,3,0,0,0,3,1,4,0,0,17
2024-03-28 03:20:00,3,5,3,2,0,1,1,0,1,0,5,5,1,1,1,3,0,0,32
2024-03-28 03:30:00,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,0,0,7
2024-03-28 03:40:00,2,1,3,2,0,1,0,2,0,2,2,0,0,1,3,3,0,0,22
2024-03-28 03:50:00,0,2,0,2,0,0,0,1,0,0,0,2,0,1,0,2,0,0,10
2024-03-28 04:00:00,1,2,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,11
2024-03-28 04:10:00,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,7
2024-03-28 04:20:00,1,5,3,4,0,1,1,4,1,3,7,4,1,4,4,4,0,0,47
2024-03-28 04:30:00,3,1,3,1,0,0,3,2,4,2,8,1,3,2,1,2,0,0,36
2024-03-28 04:40:00,1,5,2,5,0,2,4,4,4,4,1,7,4,4,1,0,0,0,48
2024-03-28 04:50:00,0,0,0,0,0,3,5,8,6,6,6,0,2,5,0,1,0,0,42
2024-03-28 05:00:00,3,7,2,3,0,0,5,7,8,7,8,3,7,7,2,2,0,0,71
2024-03-28 05:10:00,5,3,4,3,0,3,10,8,13,11,11,3,9,7,1,1,0,0,92
2024-03-28 05:20:00,1,3,1,3,0,5,13,9,12,12,5,3,12,8,0,0,0,0,87
2024-03-28 05:30:00,4,4,5,5,0,2,11,13,18,16,8,7,11,12,3,3,0,0,122
2024-03-28 05:40:00,7,3,9,6,1,8,13,17,20,37,14,2,10,30,3,3,0,0,183
2024-03-28 05:50:00,4,4,4,7,0,6,12,17,17,17,16,11,11,14,1,0,0,0,141
2024-03-28 06:00:00,3,11,6,10,0,7,14,12,29,40,9,9,17,21,3,6,0,0,197
2024-03-28 06:10:00,7,11,8,12,2,9,12,15,23,31,10,13,16,25,1,4,0,0,199
2024-03-28 06:20:00,5,11,7,12,3,12,20,27,29,29,10,10,19,25,3,2,0,0,224
2024-03-28 06:30:00,8,9,8,9,0,9,30,22,44,46,9,10,28,26,3,3,0,0,264
2024-03-28 06:40:00,13,15,13,17,3,13,17,23,32,46,19,15,17,24,1,2,1,0,271
2024-03-28 06:50:00,18,15,20,18,3,12,23,19,35,41,14,11,22,23,10,10,0,0,294
2024-03-28 07:00:00,11,11,14,12,5,11,26,22,41,54,17,7,25,33,4,9,0,0,302
2024-03-28 07:10:00,7,17,9,19,1,13,19,23,36,46,14,14,20,28,3,6,1,0,276
2024-03-28 07:20:00,10,20,12,25,6,25,24,25,43,47,12,19,21,33,3,14,0,0,339
2024-03-28 07:30:00,22,28,25,33,4,16,19,23,37,46,24,22,25,25,8,6,2,0,365
2024-03-28 07:40:00,14,56,16,22,13,15,35,31,49,60,15,15,31,37,8,13,1,0,431
2024-03-28 07:50:00,15,21,21,22,9,17,27,26,36,46,86,14,27,28,8,14,0,0,417
2024-03-28 08:00:00,16,23,20,25,6,16,31,26,45,47,17,20,23,28,6,10,0,0,359
2024-03-28 08:10:00,15,15,18,18,6,12,24,19,38,35,17,10,26,19,7,8,0,0,287
2024-03-28 08:20:00,13,23,19,26,8,23,27,25,45,50,14,16,28,25,6,6,1,0,355
2024-03-28 08:30:00,11,25,15,25,10,12,28,36,47,54,15,19,32,32,7,10,0,0,378
2024-03-28 08:40:00,15,17,22,21,3,26,27,27,39,47,17,16,23,30,8,15,0,0,353
2024-03-28 08:50:00,18,19,18,21,2,25,27,36,48,55,19,19,30,34,5,7,0,0,383
2024-03-28 09:00:00,16,17,19,23,1,15,23,26,42,53,17,14,24,30,11,4,1,0,336
2024-03-28 09:10:00,21,24,23,26,1,22,19,30,36,45,25,20,24,29,4,6,0,0,355
2024-03-28 09:20:00,18,25,19,26,4,15,17,26,33,54,18,24,23,34,8,11,0,0,355
2024-03-28 09:30:00,37,30,29,29,3,20,23,27,36,40,20,20,18,28,9,14,0,0,383
2024-03-28 09:40:00,19,26,25,27,1,22,26,35,39,49,19,17,21,34,9,12,0,0,381
2024-03-28 09:50:00,23,25,32,35,3,21,25,29,37,50,16,18,23,25,13,12,1,0,388
2024-03-28 10:00:00,19,20,24,22,3,21,23,27,30,36,20,14,24,23,7,8,1,0,322
2024-03-28 10:10:00,17,23,21,25,2,28,17,25,39,46,24,19,27,29,5,9,3,0,359
2024-03-28 10:20:00,22,33,34,32,2,18,23,27,40,42,19,21,22,29,11,16,0,0,391
2024-03-28 10:30:00,23,18,28,24,0,20,20,21,41,52,26,15,23,27,5,7,1,0,351
2024-03-28 10:40:00,16,24,21,25,4,25,27,30,48,46,19,14,25,30,11,7,0,0,372
2024-03-28 10:50:00,20,33,30,36,0,14,21,28,45,63,18,26,26,32,9,11,0,0,412
2024-03-28 11:00:00,20,26,28,35,0,18,32,26,45,51,21,20,27,26,9,12,1,0,397
2024-03-28 11:10:00,22,28,29,33,2,20,26,31,38,58,25,21,22,35,6,9,0,0,405
2024-03-28 11:20:00,18,35,23,32,1,26,20,28,38,54,22,25,23,29,5,8,0,0,387
2024-03-28 11:30:00,21,26,25,25,1,23,27,29,35,45,16,13,27,29,10,9,0,0,361
2024-03-28 11:40:00,26,40,34,36,3,23,27,32,44,61,23,31,27,36,11,9,0,0,463
2024-03-28 11:50:00,27,32,32,31,0,25,26,27,43,53,27,20,27,32,10,9,0,0,421
2024-03-28 12:00:00,25,46,33,39,7,21,21,29,38,55,27,25,25,39,9,11,0,0,450
2024-03-28 12:10:00,21,24,29,34,10,28,19,24,39,55,21,16,26,37,11,19,1,0,414
2024-03-28 12:20:00,19,26,32,33,4,29,29,30,49,56,20,21,32,31,9,14,0,0,434
2024-03-28 12:30:00,24,30,30,32,0,27,31,33,51,55,19,31,29,32,10,11,0,0,445
2024-03-28 12:40:00,32,34,44,44,0,22,24,23,42,54,26,27,21,34,12,10,3,0,452
2024-03-28 12:50:00,28,34,38,40,6,25,27,26,38,43,27,31,25,32,9,14,1,0,444
2024-03-28 13:00:00,30,33,41,46,9,23,30,31,55,64,21,23,28,29,16,24,4,0,507
2024-03-28 13:10:00,32,41,40,46,4,30,23,19,37,41,31,27,28,24,11,9,0,0,443
2024-03-28 13:20:00,28,26,34,28,7,29,19,23,31,45,20,19,23,24,8,14,2,0,380
2024-03-28 13:30:00,37,41,43,48,5,31,25,25,45,47,32,31,24,29,9,13,1,0,486
2024-03-28 13:40:00,28,33,34,37,9,23,24,21,35,39,23,27,22,24,13,10,2,0,404
2024-03-28 13:50:00,25,33,35,35,14,35,32,29,45,50,23,27,26,31,9,10,2,0,461
2024-03-28 14:00:00,41,37,52,46,5,26,27,27,47,48,27,26,29,30,9,7,0,0,484
2024-03-28 14:10:00,24,36,36,45,6,33,25,31,46,57,25,27,25,36,10,8,2,0,472
2024-03-28 14:20:00,28,46,48,55,2,34,32,33,52,60,32,33,35,32,16,14,2,0,554
2024-03-28 14:30:00,24,26,52,45,5,38,23,27,39,44,29,28,25,24,16,14,0,0,459
2024-03-28 14:40:00,28,35,42,51,4,33,21,30,37,46,24,31,21,31,12,12,2,0,460
2024-03-28 14:50:00,36,38,51,55,7,26,26,33,55,59,39,39,27,33,12,11,0,0,547
2024-03-28 15:00:00,31,35,46,42,4,26,28,31,37,38,20,23,29,31,9,12,1,0,443
2024-03-28 15:10:00,42,49,61,60,3,24,32,42,43,54,35,27,37,35,11,8,0,0,563
2024-03-28 15:20:00,36,38,56,63,2,29,35,36,43,56,29,44,26,33,9,19,3,0,557
2024-03-28 15:30:00,39,43,65,57,3,22,41,39,54,52,42,34,41,36,11,16,0,0,595
2024-03-28 15:40:00,33,41,53,49,5,24,29,37,34,51,31,27,28,35,12,11,1,0,501
2024-03-28 15:50:00,31,37,57,57,5,35,25,41,38,54,29,31,28,31,7,15,0,0,521
2024-03-28 16:00:00,39,48,54,59,3,20,38,36,51,51,37,33,40,38,13,14,2,0,576
2024-03-28 16:10:00,26,26,63,54,3,24,36,42,52,64,30,30,33,38,13,16,2,0,552
2024-03-28 16:20:00,33,31,60,60,4,32,36,36,54,54,40,31,36,31,11,17,1,0,567
2024-03-28 16:30:00,41,41,54,54,1,31,29,29,37,41,33,31,30,27,13,22,0,0,514
2024-03-28 16:40:00,33,34,54,44,6,18,37,42,46,54,28,25,38,38,13,17,1,0,528
2024-03-28 16:50:00,44,39,58,58,5,21,20,35,37,47,39,33,20,36,14,12,1,0,519
2024-03-28 17:00:00,41,37,59,55,1,26,30,34,36,51,32,35,28,39,12,10,4,0,530
2024-03-28 17:10:00,39,37,55,51,4,22,31,41,43,55,28,25,29,40,14,10,5,0,529
2024-03-28 17:20:00,30,40,44,52,7,28,31,36,41,48,27,32,26,36,14,11,3,0,506
2024-03-28 17:30:00,39,37,58,53,5,20,34,30,43,45,42,30,30,29,22,25,1,0,543
2024-03-28 17:40:00,33,42,54,67,2,24,27,44,33,51,29,25,31,37,13,17,1,0,530
2024-03-28 17:50:00,34,31,43,39,3,26,33,38,41,41,78,26,30,36,11,8,0,0,518
2024-03-28 18:00:00,28,22,37,35,3,16,38,40,48,55,41,19,42,37,14,11,2,0,488
2024-03-28 18:10:00,26,34,37,52,5,33,39,43,51,60,26,25,34,38,7,11,0,0,521
2024-03-28 18:20:00,22,33,30,41,1,19,33,38,42,51,15,28,33,37,7,9,0,0,439
2024-03-28 18:30:00,24,33,35,40,2,20,35,44,47,48,24,24,36,40,14,19,0,0,485
2024-03-28 18:40:00,25,29,36,38,2,18,18,29,24,39,27,18,22,31,12,15,0,0,383
2024-03-28 18:50:00,36,30,36,37,0,20,25,24,30,35,29,17,24,26,25,19,1,0,414
2024-03-28 19:00:00,26,27,37,38,6,24,19,20,29,31,18,17,22,23,11,14,0,0,362
2024-03-28 19:10:00,26,25,35,30,0,11,22,19,41,45,39,20,30,29,26,15,0,0,413
2024-03-28 19:20:00,22,25,30,24,2,17,19,20,22,36,35,16,20,27,11,23,1,0,350
2024-03-28 19:30:00,20,22,28,29,1,21,16,23,19,45,30,19,18,26,14,22,0,0,353
2024-03-28 19:40:00,51,38,32,32,0,10,17,25,26,33,27,25,17,24,17,23,2,0,399
2024-03-28 19:50:00,25,28,33,30,0,18,16,21,27,33,26,19,17,22,12,16,0,0,343
2024-03-28 20:00:00,24,20,33,23,0,19,19,25,33,32,34,21,25,21,21,14,0,0,364
2024-03-28 20:10:00,26,20,26,22,1,18,16,19,26,31,24,19,15,23,8,19,2,0,315
2024-03-28 20:20:00,21,23,30,26,0,15,20,21,35,37,31,21,17,24,22,20,0,0,363
2024-03-28 20:30:00,11,13,15,19,0,12,13,13,19,29,19,14,9,22,11,30,0,0,249
2024-03-28 20:40:00,15,20,22,21,0,12,19,20,29,26,16,15,17,19,13,16,0,0,280
2024-03-28 20:50:00,23,13,27,16,0,12,15,18,23,16,16,14,15,12,13,16,0,0,249
2024-03-28 21:00:00,13,24,12,24,1,11,14,14,19,21,19,21,16,20,10,17,0,0,256
2024-03-28 21:10:00,14,18,21,18,0,12,13,12,15,22,23,15,7,16,12,15,0,0,233
2024-03-28 21:20:00,21,15,28,19,0,11,14,13,16,23,21,11,15,16,18,13,0,0,254
2024-03-28 21:30:00,17,21,24,21,0,19,16,18,17,21,22,14,11,15,17,13,0,0,266
2024-03-28 21:40:00,13,14,17,14,0,15,13,9,13,11,19,15,13,12,15,7,0,0,200
2024-03-28 21:50:00,22,20,31,17,0,14,16,16,15,15,20,14,12,8,20,25,0,0,265
2024-03-28 22:00:00,22,22,27,18,0,13,10,18,17,23,16,11,11,16,21,18,1,0,264
2024-03-28 22:10:00,13,17,18,17,2,11,20,21,18,19,28,15,13,12,9,22,0,0,255
2024-03-28 22:20:00,15,9,13,9,0,17,13,15,13,21,13,11,10,16,9,13,0,0,197
2024-03-28 22:30:00,18,11,19,13,1,11,11,13,10,10,15,7,6,9,16,16,0,0,186
2024-03-28 22:40:00,10,12,17,12,1,13,8,11,7,12,18,7,4,9,8,14,0,0,163
2024-03-28 22:50:00,9,12,12,12,0,5,8,17,9,16,16,8,9,9,8,18,1,0,169
2024-03-28 23:00:00,8,10,12,11,0,12,6,7,9,8,9,8,6,8,13,18,0,0,145
2024-03-28 23:10:00,12,18,29,13,0,8,8,15,7,18,9,5,6,13,30,18,1,0,210
2024-03-28 23:20:00,12,16,15,11,1,3,12,4,8,4,14,5,8,5,21,26,0,0,165
2024-03-28 23:30:00,7,10,10,8,1,8,9,6,9,5,6,4,7,4,9,7,0,0,110
2024-03-28 23:40:00,7,4,8,6,0,6,7,8,7,7,15,2,6,7,7,7,1,0,105
2024-03-28 23:50:00,5,4,9,4,1,5,8,7,6,12,15,4,6,6,4,11,0,0,107
2024-03-29 00:00:00,9,9,11,8,0,14,5,7,5,8,14,5,5,7,5,13,0,0,125
2024-03-29 00:10:00,6,3,7,4,0,4,3,9,2,9,17,2,2,5,4,12,0,0,89
2024-03-29 00:20:00,6,9,8,10,0,9,7,2,6,2,8,7,4,3,8,14,0,0,103
2024-03-29 00:30:00,1,6,10,6,0,1,14,7,8,7,2,1,7,5,8,7,0,0,90
2024-03-29 00:40:00,4,6,6,6,0,6,6,8,5,7,8,2,6,6,5,3,0,0,84
2024-03-29 00:50:00,7,6,8,4,0,5,1,2,1,3,2,5,2,3,5,13,0,0,67
2024-03-29 01:00:00,7,8,13,7,0,5,8,5,6,7,8,1,5,5,11,16,0,0,112
2024-03-29 01:10:00,4,3,3,3,2,5,4,6,5,5,8,3,3,7,2,5,0,0,68
2024-03-29 01:20:00,3,3,4,3,0,4,4,7,4,7,4,1,3,4,6,12,0,0,69
2024-03-29 01:30:00,5,2,4,2,0,3,4,5,4,6,3,1,5,6,3,6,0,0,59
2024-03-29 01:40:00,0,2,1,2,0,3,4,5,5,7,2,1,5,5,6,5,0,0,53
2024-03-29 01:50:00,0,5,1,5,0,3,3,4,2,5,2,5,2,2,2,4,0,0,45
2024-03-29 02:00:00,1,4,3,3,0,2,1,2,1,2,5,2,1,2,1,5,0,0,35
2024-03-29 02:10:00,2,1,2,2,2,2,3,4,2,4,2,1,2,2,2,2,0,0,35
2024-03-29 02:20:00,4,4,5,4,0,0,0,5,0,3,4,1,0,3,6,4,0,0,43
2024-03-29 02:30:00,2,0,2,1,0,2,0,8,0,5,1,0,1,3,3,2,0,0,30
2024-03-29 02:40:00,1,4,3,4,0,1,1,3,2,4,1,1,2,2,2,2,0,0,33
2024-03-29 02:50:00,2,3,3,1,0,2,2,2,2,1,7,2,2,2,1,6,0,0,38
2024-03-29 03:00:00,2,6,3,4,0,2,3,1,2,2,3,3,2,1,1,1,0,0,36
2024-03-29 03:10:00,2,5,3,5,0,1,2,0,2,1,7,3,1,0,1,0,0,0,33
2024-03-29 03:20:00,3,0,2,1,0,1,3,4,3,5,4,0,4,2,3,6,0,0,41
2024-03-29 03:30:00,0,1,0,1,0,2,0,3,0,2,2,2,0,2,0,6,0,0,21
2024-03-29 03:40:00,0,4,2,4,0,4,2,6,2,5,2,2,2,4,4,5,0,0,48
2024-03-29 03:50:00,1,3,2,1,0,1,1,1,1,1,3,2,1,1,1,0,0,0,20
2024-03-29 04:00:00,1,2,1,2,0,2,1,3,1,2,6,4,1,1,0,0,0,0,27
2024-03-29 04:10:00,3,3,4,2,0,1,0,0,0,0,5,0,0,1,4,5,0,0,28
2024-03-29 04:20:00,1,5,3,1,0,1,3,1,2,1,2,0,2,2,4,5,0,0,33
2024-03-29 04:30:00,0,0,0,0,1,0,0,3,0,3,4,0,0,1,0,2,1,0,15
2024-03-29 04:40:00,1,1,1,1,0,1,0,1,0,1,2,1,0,2,1,1,0,0,14
2024-03-29 04:50:00,0,0,0,0,0,1,6,3,5,3,2,0,4,3,0,0,1,0,28
2024-03-29 05:00:00,0,0,0,0,0,1,9,1,7,1,1,0,6,1,0,2,0,0,29
2024-03-29 05:10:00,2,3,2,2,0,0,8,3,9,6,6,1,6,4,1,5,0,0,58
2024-03-29 05:20:00,3,4,4,3,0,3,11,4,8,3,4,0,7,3,2,2,0,0,61
2024-03-29 05:30:00,1,3,2,3,0,5,7,5,6,6,2,2,7,4,5,6,0,0,64
2024-03-29 05:40:00,3,3,3,4,0,3,7,10,6,11,5,3,4,8,3,3,0,0,76
2024-03-29 05:50:00,2,5,2,3,1,1,6,7,5,7,1,3,4,6,55,3,0,0,111
2024-03-29 06:00:00,1,1,1,2,0,3,1,6,1,4,1,1,1,3,0,0,0,0,26
2024-03-29 06:10:00,2,0,2,1,0,4,2,2,3,2,2,0,3,2,1,2,0,0,28
2024-03-29 06:20:00,3,2,3,4,0,0,2,9,2,7,5,2,2,6,1,1,0,0,49
2024-03-29 06:30:00,0,4,0,2,0,3,5,6,7,6,4,3,5,4,1,1,0,0,51
2024-03-29 06:40:00,4,3,4,5,0,5,3,6,3,7,6,7,6,6,0,0,0,0,65
2024-03-29 06:50:00,4,3,6,3,0,4,6,3,5,3,4,2,4,5,1,0,0,0,53
2024-03-29 07:00:00,3,5,3,4,0,5,4,2,4,2,8,5,4,1,1,1,0,0,52
2024-03-29 07:10:00,0,2,0,2,0,3,2,5,2,5,0,2,1,6,2,1,0,0,33
2024-03-29 07:20:00,2,5,2,6,1,4,3,4,3,5,3,5,3,3,1,0,0,0,50
2024-03-29 07:30:00,2,2,3,2,0,3,4,6,4,6,1,1,4,6,3,5,0,0,52
2024-03-29 07:40:00,4,4,4,4,0,3,1,8,1,9,4,3,2,8,0,1,0,0,56
2024-03-29 07:50:00,4,1,4,1,0,6,2,5,2,5,2,1,3,6,3,3,0,0,48
2024-03-29 08:00:00,2,3,3,3,0,5,6,4,5,5,0,3,5,4,3,3,0,0,54
2024-03-29 08:10:00,8,11,9,8,0,10,5,3,5,3,12,4,5,4,4,3,0,0,94
2024-03-29 08:20:00,3,7,4,6,2,3,2,7,2,7,2,6,3,8,4,3,0,0,69
2024-03-29 08:30:00,1,3,4,3,2,8,3,6,3,6,14,0,3,6,2,2,1,0,67
2024-03-29 08:40:00,4,6,4,7,0,5,9,4,9,3,7,6,8,1,1,2,0,0,76
2024-03-29 08:50:00,6,4,8,5,1,3,6,7,7,9,9,1,6,9,3,3,0,0,87
2024-03-29 09:00:00,5,8,7,9,0,7,2,7,2,7,4,7,2,6,4,4,0,0,81
2024-03-29 09:10:00,3,4,3,5,1,4,10,5,11,6,3,5,10,3,2,5,0,0,80
2024-03-29 09:20:00,2,4,2,4,0,6,6,12,7,13,6,3,8,12,4,0,1,0,90
2024-03-29 09:30:00,2,3,2,3,3,4,9,15,14,14,2,2,11,12,3,4,0,0,103
2024-03-29 09:40:00,8,9,7,8,1,5,11,10,14,15,3,6,13,10,5,4,0,0,129
2024-03-29 09:50:00,6,5,6,11,0,8,9,12,12,13,8,5,7,10,3,4,0,0,119
2024-03-29 10:00:00,12,7,6,6,0,13,8,8,8,8,6,6,8,10,2,2,0,0,110
2024-03-29 10:10:00,8,8,11,10,0,9,12,10,15,13,13,12,13,11,8,9,0,0,162
2024-03-29 10:20:00,13,9,16,9,2,5,7,7,10,8,13,3,8,8,15,10,0,0,143
2024-03-29 10:30:00,9,8,10,7,0,13,9,7,9,6,12,8,6,5,4,5,0,0,118
2024-03-29 10:40:00,7,6,9,6,0,10,8,8,8,12,6,5,7,6,5,2,0,0,105
2024-03-29 10:50:00,9,4,9,6,0,13,10,9,16,14,10,4,11,10,2,1,0,0,128
2024-03-29 11:00:00,9,14,11,18,0,5,13,13,18,16,7,10,12,10,5,2,0,0,163
2024-03-29 11:10:00,13,13,14,14,0,14,14,12,17,13,13,10,11,11,4,5,0,0,178
2024-03-29 11:20:00,14,9,14,12,0,12,10,15,12,19,11,11,9,12,2,3,0,0,165
2024-03-29 11:30:00,9,13,10,14,0,13,9,15,13,19,8,14,9,12,4,6,0,0,168
2024-03-29 11:40:00,16,16,19,15,1,9,11,13,15,14,10,10,12,13,6,6,0,0,186
2024-03-29 11:50:00,16,14,21,16,2,16,11,10,14,23,15,10,12,12,6,5,0,0,203
2024-03-29 12:00:00,11,16,13,19,1,13,13,18,20,25,9,12,11,22,7,6,0,0,216
2024-03-29 12:10:00,16,16,20,16,2,18,15,13,22,27,19,14,17,14,6,6,1,0,242
2024-03-29 12:20:00,7,8,10,10,0,15,20,22,25,22,10,5,20,12,3,2,0,0,191
2024-03-29 12:30:00,11,12,14,13,0,16,22,24,43,32,17,9,26,22,9,4,1,0,275
2024-03-29 12:40:00,13,16,16,16,1,12,15,14,27,27,11,11,19,19,5,1,1,0,224
2024-03-29 12:50:00,11,15,14,17,0,12,13,13,24,19,13,14,13,14,3,1,0,0,196
2024-03-29 13:00:00,10,14,11,17,0,18,19,20,30,27,10,16,17,24,6,5,0,0,244
2024-03-29 13:10:00,16,15,17,17,0,15,17,17,21,21,13,11,17,18,7,4,0,0,226
2024-03-29 13:20:00,17,16,22,19,1,14,17,17,25,23,17,13,17,12,7,9,0,0,246
2024-03-29 13:30:00,17,16,20,22,1,18,20,17,22,25,14,13,20,14,7,10,0,0,256
2024-03-29 13:40:00,18,17,24,21,0,20,21,17,24,30,17,15,23,16,10,9,0,0,282
2024-03-29 13:50:00,18,25,15,21,1,24,18,15,24,23,10,14,19,19,8,9,0,0,263
2024-03-29 14:00:00,15,20,17,20,1,23,16,17,22,20,12,13,15,17,8,11,0,0,247
2024-03-29 14:10:00,16,18,21,19,0,10,15,14,20,24,14,17,15,13,5,5,1,0,227
2024-03-29 14:20:00,19,22,26,30,3,19,14,13,19,19,17,16,14,14,11,12,0,0,268
2024-03-29 14:30:00,19,27,34,32,0,18,18,13,25,23,14,10,16,13,17,15,1,0,295
2024-03-29 14:40:00,17,18,23,15,2,9,15,10,23,18,16,11,21,11,10,10,0,0,229
2024-03-29 14:50:00,16,17,20,20,1,12,9,15,18,17,14,13,15,15,7,4,0,0,213
2024-03-29 15:00:00,15,11,16,16,1,19,17,15,31,26,16,35,19,16,6,6,0,0,265
2024-03-29 15:10:00,13,12,15,13,1,10,14,14,24,23,11,8,16,14,6,7,0,0,201
2024-03-29 15:20:00,16,9,16,11,1,15,16,8,21,17,14,9,18,11,9,11,0,0,202
2024-03-29 15:30:00,11,15,16,16,1,8,8,8,17,11,9,9,9,10,11,12,0,0,171
2024-03-29 15:40:00,17,15,22,15,3,13,16,16,26,32,9,9,13,20,14,14,0,0,254
2024-03-29 15:50:00,11,11,19,10,0,13,13,13,20,22,9,4,13,12,11,13,0,0,194
2024-03-29 16:00:00,12,26,18,15,0,8,14,21,19,26,13,10,13,18,9,9,1,0,232
2024-03-29 16:10:00,15,16,25,17,0,12,10,12,17,16,15,7,11,16,10,16,0,0,215
2024-03-29 16:20:00,10,19,16,17,2,11,14,13,22,16,15,13,10,15,7,10,1,0,211
2024-03-29 16:30:00,14,19,19,21,2,13,16,15,19,19,17,14,13,18,10,14,0,0,243
2024-03-29 16:40:00,20,19,28,21,3,14,14,15,17,20,18,12,11,13,7,7,1,0,240
2024-03-29 16:50:00,15,13,18,15,0,13,16,19,21,22,16,12,16,15,7,3,1,0,222
2024-03-29 17:00:00,16,15,25,16,1,13,13,12,14,16,13,6,14,14,8,9,0,0,205
2024-03-29 17:10:00,21,15,26,14,0,14,16,12,22,26,16,9,15,12,14,16,1,0,249
2024-03-29 17:20:00,16,16,28,15,1,26,14,21,18,33,17,9,14,23,8,8,2,0,269
2024-03-29 17:30:00,14,18,18,17,2,13,17,11,21,16,13,11,15,12,11,7,1,0,217
2024-03-29 17:40:00,14,13,20,15,1,9,12,16,21,23,17,7,17,16,6,7,0,0,214
2024-03-29 17:50:00,15,11,16,13,1,13,10,11,19,18,14,10,14,12,3,5,0,0,185
2024-03-29 18:00:00,8,19,13,16,3,19,20,14,28,23,7,13,22,15,10,6,0,0,236
2024-03-29 18:10:00,18,20,22,20,1,17,16,12,22,15,10,13,19,14,8,10,0,0,237
2024-03-29 18:20:00,8,14,13,18,2,14,14,18,18,20,12,23,11,16,9,5,1,0,216
2024-03-29 18:30:00,14,20,19,22,0,10,17,18,25,27,12,11,15,15,7,6,0,0,238
2024-03-29 18:40:00,10,21,11,20,0,8,15,21,23,31,12,16,14,16,4,7,0,0,229
2024-03-29 18:50:00,19,16,16,20,0,17,15,12,17,21,13,16,14,15,10,6,2,0,229
2024-03-29 19:00:00,23,14,29,24,2,10,13,8,12,17,10,17,8,9,16,17,1,0,230
2024-03-29 19:10:00,24,17,33,20,2,18,17,13,15,21,20,8,10,13,14,14,1,0,260
2024-03-29 19:20:00,18,15,27,17,5,21,13,14,15,19,15,11,12,15,21,18,0,0,256
2024-03-29 19:30:00,10,16,18,11,2,17,14,13,18,17,10,9,7,9,14,9,0,0,194
2024-03-29 19:40:00,13,15,18,9,3,9,12,18,23,20,13,9,11,14,17,18,1,0,223
2024-03-29 19:50:00,11,11,14,11,4,12,9,15,15,29,18,12,12,14,12,6,0,0,205
2024-03-29 20:00:00,14,20,25,17,2,11,10,17,20,21,14,7,10,13,14,20,0,0,235
2024-03-29 20:10:00,21,24,25,19,3,13,16,17,23,22,18,14,12,14,20,13,1,0,275
2024-03-29 20:20:00,12,21,21,16,3,10,15,15,16,27,10,8,11,14,22,25,0,0,246
2024-03-29 20:30:00,21,20,24,19,2,11,17,13,19,24,11,10,13,16,28,20,2,0,270
2024-03-29 20:40:00,9,10,8,9,4,15,12,19,10,29,17,16,10,24,5,5,2,0,204
2024-03-29 20:50:00,18,11,17,11,4,10,12,16,10,16,13,9,8,10,10,11,0,0,186
2024-03-29 21:00:00,9,15,17,14,1,8,11,17,12,14,10,10,8,10,14,14,3,0,187
2024-03-29 21:10:00,10,9,9,12,2,5,13,12,14,17,9,10,11,11,18,18,0,0,180
2024-03-29 21:20:00,14,14,20,15,0,7,8,11,9,16,20,9,10,12,7,7,1,0,180
2024-03-29 21:30:00,11,14,18,16,0,12,12,9,13,17,10,10,12,10,14,13,1,0,192
2024-03-29 21:40:00,17,12,18,13,3,14,6,6,11,7,12,12,6,8,10,13,1,0,169
2024-03-29 21:50:00,12,11,12,12,1,10,15,12,17,19,8,9,10,8,13,15,0,0,184
2024-03-29 22:00:00,15,23,18,21,2,11,11,8,11,11,22,17,10,8,15,11,1,0,215
2024-03-29 22:10:00,17,11,24,16,1,4,4,11,4,14,14,5,8,12,14,25,1,0,185
2024-03-29 22:20:00,9,10,13,15,2,11,6,7,7,9,6,10,5,7,11,6,0,0,134
2024-03-29 22:30:00,10,12,12,13,3,6,10,6,11,8,12,9,7,6,6,8,0,0,139
2024-03-29 22:40:00,8,13,7,12,1,7,8,13,7,13,10,11,6,8,4,6,0,0,134
2024-03-29 22:50:00,15,8,14,10,0,4,11,7,7,12,7,7,7,9,13,11,0,0,142
2024-03-29 23:00:00,10,12,14,10,0,5,5,15,6,13,7,5,5,7,17,14,0,0,145
2024-03-29 23:10:00,14,15,19,13,0,3,7,4,6,6,7,4,6,5,18,22,0,0,149
2024-03-29 23:20:00,12,9,12,7,0,12,5,6,6,12,2,2,7,7,15,7,0,0,121
2024-03-29 23:30:00,12,10,13,7,1,3,4,5,4,8,5,3,3,5,17,16,0,0,116
2024-03-29 23:40:00,4,3,5,3,1,4,5,10,5,9,4,6,7,7,7,7,1,0,88
2024-03-29 23:50:00,11,7,13,11,2,5,3,4,4,4,9,5,4,3,13,16,2,0,116
