datetime,D21Z,V22Z,D51Z,V52Z,V53Z,D81Z,V82Z,D111Z,V112Z,V113Z,Total
2024-03-26 16:00:00,16,12,100,78,6,9,4,112,31,2,370
2024-03-26 16:10:00,13,6,109,72,6,8,8,116,36,3,377
2024-03-26 16:20:00,12,7,110,58,3,3,4,111,32,1,341
2024-03-26 16:30:00,14,14,119,69,3,7,6,111,45,20,408
2024-03-26 16:40:00,9,10,100,74,5,9,6,120,39,7,379
2024-03-26 16:50:00,8,12,88,65,5,9,8,117,31,6,349
2024-03-26 17:00:00,17,17,92,62,2,8,7,121,35,8,369
2024-03-26 17:10:00,19,11,109,69,6,4,4,123,24,9,378
2024-03-26 17:20:00,19,17,98,75,2,13,9,119,29,11,392
2024-03-26 17:30:00,17,14,116,83,2,6,8,124,25,7,402
2024-03-26 17:40:00,21,25,118,72,2,11,7,99,26,5,386
2024-03-26 17:50:00,24,9,98,74,2,15,9,117,23,6,377
2024-03-26 18:00:00,19,10,86,59,3,12,11,103,26,3,332
2024-03-26 18:10:00,18,12,87,65,2,10,8,113,26,12,353
2024-03-26 18:20:00,17,14,107,67,3,15,11,104,24,8,370
2024-03-26 18:30:00,11,12,101,61,11,5,5,111,29,16,362
2024-03-26 18:40:00,13,15,86,58,2,6,5,96,23,13,317
2024-03-26 18:50:00,14,12,66,38,1,18,9,80,28,3,269
2024-03-26 19:00:00,8,10,65,35,1,4,6,76,26,15,246
2024-03-26 19:10:00,21,9,62,47,3,6,5,77,40,11,281
2024-03-26 19:20:00,9,5,57,40,3,6,7,64,37,8,236
2024-03-26 19:30:00,10,5,54,34,6,5,3,83,40,21,261
2024-03-26 19:40:00,6,2,52,45,2,11,7,66,37,11,239
2024-03-26 19:50:00,7,3,54,38,2,2,1,56,45,9,217
2024-03-26 20:00:00,10,4,48,42,0,8,7,54,36,6,215
2024-03-26 20:10:00,6,3,48,39,2,6,4,45,27,2,182
2024-03-26 20:20:00,11,9,40,35,2,7,5,54,26,3,192
2024-03-26 20:30:00,11,8,33,23,0,7,7,47,40,1,177
2024-03-26 20:40:00,7,6,38,35,1,4,1,46,34,6,178
2024-03-26 20:50:00,8,1,45,41,0,3,4,32,36,11,181
2024-03-26 21:00:00,5,4,28,24,0,2,3,37,30,3,136
2024-03-26 21:10:00,7,4,38,29,0,3,1,47,37,5,171
2024-03-26 21:20:00,2,5,36,32,2,3,2,25,25,2,134
2024-03-26 21:30:00,4,7,33,34,0,1,1,28,25,2,135
2024-03-26 21:40:00,11,9,38,31,1,2,1,26,18,5,142
2024-03-26 21:50:00,6,4,25,18,1,3,0,49,26,16,148
2024-03-26 22:00:00,6,5,30,32,2,0,0,28,18,7,128
2024-03-26 22:10:00,3,1,39,38,1,3,4,41,24,1,155
2024-03-26 22:20:00,5,1,30,27,0,4,6,30,19,6,128
2024-03-26 22:30:00,10,6,26,20,1,3,3,29,26,0,124
2024-03-26 22:40:00,4,4,24,20,1,2,2,27,20,5,109
2024-03-26 22:50:00,5,3,24,22,0,2,1,27,24,4,112
2024-03-26 23:00:00,5,1,24,27,0,1,1,22,17,3,101
2024-03-26 23:10:00,1,1,16,21,1,2,1,16,20,7,86
2024-03-26 23:20:00,4,3,14,12,1,1,0,22,22,7,86
2024-03-26 23:30:00,2,2,13,12,0,1,0,15,11,3,59
2024-03-26 23:40:00,0,0,11,14,0,1,0,14,11,7,58
2024-03-26 23:50:00,0,0,11,9,0,2,3,10,10,3,48
2024-03-27 00:00:00,1,1,8,9,1,1,0,5,5,2,33
2024-03-27 00:10:00,2,2,6,10,0,0,0,10,10,2,42
2024-03-27 00:20:00,1,2,6,6,0,0,0,1,1,0,17
2024-03-27 00:30:00,4,2,8,14,0,0,0,10,7,3,48
2024-03-27 00:40:00,5,3,4,3,0,0,0,6,7,1,29
2024-03-27 00:50:00,1,1,10,13,0,1,0,10,9,3,48
2024-03-27 01:00:00,1,1,6,5,1,0,0,12,10,1,37
2024-03-27 01:10:00,1,1,5,6,0,0,0,2,1,1,17
2024-03-27 01:20:00,3,2,5,7,0,1,0,0,0,0,18
2024-03-27 01:30:00,2,1,6,7,0,1,2,12,13,3,47
2024-03-27 01:40:00,0,0,4,6,1,0,0,1,2,1,15
2024-03-27 01:50:00,0,0,5,5,1,0,0,1,1,2,15
2024-03-27 02:00:00,1,1,3,4,0,0,0,1,1,0,11
2024-03-27 02:10:00,0,0,2,2,0,0,0,3,3,0,10
2024-03-27 02:20:00,0,0,1,2,0,0,0,1,2,1,7
2024-03-27 02:30:00,0,0,0,0,0,0,0,6,5,3,14
2024-03-27 02:40:00,0,0,3,4,0,0,0,1,1,2,11
2024-03-27 02:50:00,0,0,5,6,0,0,0,3,4,0,18
2024-03-27 03:00:00,2,0,1,1,1,0,0,2,2,0,9
2024-03-27 03:10:00,1,0,2,5,0,0,0,1,1,1,11
2024-03-27 03:20:00,0,0,3,4,0,0,0,6,5,4,22
2024-03-27 03:30:00,2,1,1,0,0,0,0,2,2,2,10
2024-03-27 03:40:00,0,0,2,2,0,0,0,2,2,0,8
2024-03-27 03:50:00,2,2,3,3,1,0,0,2,2,0,15
2024-03-27 04:00:00,0,0,2,3,0,0,0,1,1,1,8
2024-03-27 04:10:00,0,0,5,6,1,0,0,2,3,2,19
2024-03-27 04:20:00,0,0,3,4,0,0,0,6,5,3,21
2024-03-27 04:30:00,1,1,4,6,1,1,1,2,2,3,22
2024-03-27 04:40:00,5,1,9,9,0,2,2,4,4,2,38
2024-03-27 04:50:00,1,0,10,11,2,0,0,6,4,3,37
2024-03-27 05:00:00,0,0,13,13,0,1,1,9,7,5,49
2024-03-27 05:10:00,0,0,12,15,3,0,0,9,8,6,53
2024-03-27 05:20:00,1,0,22,19,0,0,0,11,8,3,64
2024-03-27 05:30:00,2,2,42,24,1,0,0,17,15,3,106
2024-03-27 05:40:00,0,0,55,28,1,3,1,22,19,5,134
2024-03-27 05:50:00,1,2,45,29,0,0,0,17,14,4,112
2024-03-27 06:00:00,1,0,48,26,0,2,2,19,15,2,115
2024-03-27 06:10:00,2,1,72,31,4,4,4,36,13,1,168
2024-03-27 06:20:00,4,1,85,36,0,3,1,41,18,3,192
2024-03-27 06:30:00,1,0,96,49,0,0,0,38,22,3,209
2024-03-27 06:40:00,0,0,85,56,2,5,2,40,27,7,224
2024-03-27 06:50:00,5,4,107,66,1,1,1,59,36,4,284
2024-03-27 07:00:00,4,3,112,52,4,8,7,51,32,7,280
2024-03-27 07:10:00,6,3,108,68,4,7,5,53,28,1,283
2024-03-27 07:20:00,6,3,126,67,2,4,3,84,37,3,335
2024-03-27 07:30:00,6,3,125,59,1,14,10,80,43,7,348
2024-03-27 07:40:00,9,8,107,48,6,15,11,61,39,5,309
2024-03-27 07:50:00,8,7,96,65,5,12,13,63,44,0,313
2024-03-27 08:00:00,14,10,118,55,1,8,8,72,34,3,323
2024-03-27 08:10:00,13,7,116,61,0,15,9,67,30,3,321
2024-03-27 08:20:00,9,4,132,80,5,58,7,101,35,5,436
2024-03-27 08:30:00,7,8,132,52,2,9,7,89,38,5,349
2024-03-27 08:40:00,9,7,101,62,4,8,5,97,47,18,358
2024-03-27 08:50:00,10,9,132,69,5,11,9,86,44,14,389
2024-03-27 09:00:00,8,7,122,57,3,8,7,80,38,10,340
2024-03-27 09:10:00,3,6,98,40,3,4,4,93,43,3,297
2024-03-27 09:20:00,4,9,108,63,1,8,8,73,39,4,317
2024-03-27 09:30:00,14,12,111,53,4,16,5,80,32,10,337
2024-03-27 09:40:00,8,12,108,57,4,8,8,71,34,4,314
2024-03-27 09:50:00,13,12,93,51,1,9,8,69,30,5,291
2024-03-27 10:00:00,8,6,110,59,2,10,9,71,38,7,320
2024-03-27 10:10:00,13,21,91,53,2,11,10,71,26,3,301
2024-03-27 10:20:00,13,9,87,48,3,13,11,63,37,2,286
2024-03-27 10:30:00,6,8,98,56,0,4,4,76,33,2,287
2024-03-27 10:40:00,10,8,111,59,3,12,7,77,30,3,320
2024-03-27 10:50:00,10,6,91,46,1,7,8,77,34,9,289
2024-03-27 11:00:00,7,5,91,41,1,3,3,62,36,11,260
2024-03-27 11:10:00,10,15,78,53,0,7,10,64,21,5,263
2024-03-27 11:20:00,8,12,89,36,9,16,9,83,28,5,295
2024-03-27 11:30:00,9,7,90,46,7,5,4,61,37,4,270
2024-03-27 11:40:00,11,11,84,43,2,6,27,64,40,7,295
2024-03-27 11:50:00,16,6,80,38,1,8,15,79,34,8,285
2024-03-27 12:00:00,14,21,76,46,3,7,17,66,32,1,283
2024-03-27 12:10:00,11,7,95,53,6,4,7,73,40,4,300
2024-03-27 12:20:00,8,11,93,52,2,5,18,78,40,5,312
2024-03-27 12:30:00,13,9,84,45,2,11,17,88,20,7,296
2024-03-27 12:40:00,22,13,103,44,7,10,14,90,28,2,333
2024-03-27 12:50:00,16,12,93,64,5,13,10,81,29,2,325
2024-03-27 13:00:00,14,11,73,55,1,9,10,96,42,8,319
2024-03-27 13:10:00,11,17,90,46,4,11,8,81,38,9,315
2024-03-27 13:20:00,13,15,87,38,1,8,12,86,30,2,292
2024-03-27 13:30:00,8,7,92,47,5,13,13,69,28,4,286
2024-03-27 13:40:00,17,13,75,35,2,6,11,85,32,5,281
2024-03-27 13:50:00,11,19,78,48,3,10,10,80,32,7,298
2024-03-27 14:00:00,10,3,85,40,2,5,5,113,35,10,308
2024-03-27 14:10:00,7,3,95,48,3,6,7,106,26,3,304
2024-03-27 14:20:00,21,20,102,54,1,10,7,101,27,6,349
2024-03-27 14:30:00,12,6,95,39,4,8,7,107,23,5,306
2024-03-27 14:40:00,15,8,97,52,4,6,5,111,31,1,330
2024-03-27 14:50:00,10,9,75,44,8,7,6,103,23,9,294
2024-03-27 15:00:00,21,10,101,53,3,8,5,98,38,4,341
2024-03-27 15:10:00,8,8,89,59,2,6,4,102,30,6,314
2024-03-27 15:20:00,8,8,93,70,4,10,8,115,27,4,347
2024-03-27 15:30:00,11,9,101,70,5,4,10,117,26,4,357
2024-03-27 15:40:00,16,12,103,67,3,7,8,109,27,3,355
2024-03-27 15:50:00,11,10,93,67,2,8,17,110,32,5,355
2024-03-27 16:00:00,7,7,105,82,8,4,34,126,29,8,410
2024-03-27 16:10:00,18,16,97,64,0,5,39,113,38,4,394
2024-03-27 16:20:00,13,8,98,71,3,4,24,118,28,4,371
2024-03-27 16:30:00,9,9,91,65,2,9,7,112,32,6,342
2024-03-27 16:40:00,18,12,112,57,8,6,6,122,23,6,370
2024-03-27 16:50:00,10,9,109,33,0,8,11,125,27,8,340
2024-03-27 17:00:00,16,13,119,39,1,9,11,134,22,5,369
2024-03-27 17:10:00,15,7,110,41,2,5,3,103,23,0,309
2024-03-27 17:20:00,12,15,89,35,2,5,11,112,31,6,318
2024-03-27 17:30:00,11,12,99,30,3,15,13,103,24,6,316
2024-03-27 17:40:00,16,10,113,34,2,12,9,113,34,9,352
2024-03-27 17:50:00,10,8,81,35,3,7,7,104,32,11,298
2024-03-27 18:00:00,9,9,90,35,4,6,3,135,24,6,321
2024-03-27 18:10:00,13,12,106,26,2,15,11,131,23,10,349
2024-03-27 18:20:00,13,11,105,24,2,6,8,104,18,10,301
2024-03-27 18:30:00,13,10,110,23,2,4,4,99,22,8,295
2024-03-27 18:40:00,13,12,76,35,2,13,9,97,17,15,289
2024-03-27 18:50:00,11,7,70,31,31,15,11,80,19,51,326
2024-03-27 19:00:00,13,10,61,23,3,7,7,104,25,64,317
2024-03-27 19:10:00,12,9,79,25,4,7,5,65,32,48,286
2024-03-27 19:20:00,12,7,61,27,2,6,5,76,22,30,248
2024-03-27 19:30:00,8,5,53,28,4,3,3,63,25,9,201
2024-03-27 19:40:00,8,3,56,26,3,3,4,65,34,14,216
2024-03-27 19:50:00,4,4,51,23,2,5,4,56,28,3,180
2024-03-27 20:00:00,4,3,41,17,14,4,1,44,22,4,154
2024-03-27 20:10:00,7,9,51,26,1,10,3,56,20,2,185
2024-03-27 20:20:00,7,4,47,20,4,3,4,56,20,10,175
2024-03-27 20:30:00,5,1,36,22,1,6,5,54,25,8,163
2024-03-27 20:40:00,7,8,42,21,5,0,0,39,32,2,156
2024-03-27 20:50:00,10,8,26,24,3,2,0,52,36,8,169
2024-03-27 21:00:00,4,4,34,18,2,3,3,35,23,7,133
2024-03-27 21:10:00,9,5,37,31,0,4,4,34,39,8,171
2024-03-27 21:20:00,9,5,46,26,1,5,2,40,32,8,174
2024-03-27 21:30:00,8,4,25,23,1,0,0,43,28,6,138
2024-03-27 21:40:00,5,5,45,31,2,3,3,37,20,2,153
2024-03-27 21:50:00,6,2,34,22,2,2,2,33,28,5,136
2024-03-27 22:00:00,2,0,33,33,1,1,0,35,23,2,130
2024-03-27 22:10:00,6,2,28,28,2,1,1,28,29,8,133
2024-03-27 22:20:00,5,1,33,34,2,1,2,40,28,6,152
2024-03-27 22:30:00,7,5,27,22,1,1,0,21,19,5,108
2024-03-27 22:40:00,6,5,24,27,0,2,3,28,35,3,133
2024-03-27 22:50:00,6,2,32,32,3,0,0,24,23,6,128
2024-03-27 23:00:00,2,3,20,20,0,2,1,23,18,4,93
2024-03-27 23:10:00,7,0,15,17,0,1,0,22,19,7,88
2024-03-27 23:20:00,4,2,19,23,2,1,3,15,11,4,84
2024-03-27 23:30:00,2,1,14,18,0,0,0,13,14,6,68
2024-03-27 23:40:00,1,0,13,14,3,2,2,14,15,3,67
2024-03-27 23:50:00,2,1,13,14,0,0,0,13,12,4,59
2024-03-28 00:00:00,1,0,5,7,0,1,2,8,12,7,43
2024-03-28 00:10:00,4,0,11,9,0,0,0,11,10,4,49
2024-03-28 00:20:00,1,0,7,7,0,0,0,6,6,2,29
2024-03-28 00:30:00,1,0,7,9,0,1,2,12,11,0,43
2024-03-28 00:40:00,1,1,3,4,0,1,0,7,5,5,27
2024-03-28 00:50:00,0,0,8,8,1,1,0,10,8,5,41
2024-03-28 01:00:00,1,0,4,3,1,1,1,6,6,0,23
2024-03-28 01:10:00,0,0,2,2,0,0,0,7,6,3,20
2024-03-28 01:20:00,1,0,1,1,0,0,0,8,7,3,21
2024-03-28 01:30:00,1,1,3,6,0,3,2,6,4,0,26
2024-03-28 01:40:00,0,0,3,3,0,1,2,4,4,1,18
2024-03-28 01:50:00,2,1,5,7,0,0,0,8,9,1,33
2024-03-28 02:00:00,0,0,6,7,4,0,0,3,3,1,24
2024-03-28 02:10:00,1,0,2,3,0,0,0,1,1,4,12
2024-03-28 02:20:00,0,0,3,4,1,0,0,8,11,0,27
2024-03-28 02:30:00,1,1,0,0,0,0,0,3,3,1,9
2024-03-28 02:40:00,1,0,0,0,0,0,0,2,2,2,7
2024-03-28 02:50:00,0,0,1,1,0,0,0,5,6,2,15
2024-03-28 03:00:00,1,1,2,2,0,0,0,3,6,1,16
2024-03-28 03:10:00,1,1,1,3,0,0,0,2,0,4,12
2024-03-28 03:20:00,1,0,8,8,5,1,1,3,1,3,31
2024-03-28 03:30:00,1,0,1,1,0,0,0,2,2,1,8
2024-03-28 03:40:00,2,0,2,1,0,0,0,6,6,3,20
2024-03-28 03:50:00,0,0,2,3,0,0,0,3,2,3,13
2024-03-28 04:00:00,0,0,1,1,0,0,0,3,2,4,11
2024-03-28 04:10:00,1,1,2,1,1,0,0,2,2,1,11
2024-03-28 04:20:00,0,0,5,6,1,0,0,9,7,1,29
2024-03-28 04:30:00,1,1,7,9,1,1,1,2,3,3,29
2024-03-28 04:40:00,1,0,7,8,0,0,0,3,5,2,26
2024-03-28 04:50:00,0,0,12,13,1,0,0,4,3,0,33
2024-03-28 05:00:00,0,0,18,18,1,1,0,8,6,2,54
2024-03-28 05:10:00,0,1,14,15,2,0,0,10,10,1,53
2024-03-28 05:20:00,0,0,17,14,0,0,0,16,9,2,58
2024-03-28 05:30:00,3,0,47,24,0,2,2,14,15,1,108
2024-03-28 05:40:00,1,1,58,32,3,1,1,16,14,5,132
2024-03-28 05:50:00,3,0,40,18,0,1,1,17,13,1,94
2024-03-28 06:00:00,1,1,43,28,2,0,0,14,13,2,104
2024-03-28 06:10:00,2,0,51,23,0,5,5,31,18,2,137
2024-03-28 06:20:00,2,0,83,41,3,4,3,39,21,0,196
2024-03-28 06:30:00,3,1,85,38,1,2,2,30,17,1,180
2024-03-28 06:40:00,5,5,60,40,5,1,1,33,23,3,176
2024-03-28 06:50:00,9,4,111,63,5,8,4,51,26,4,285
2024-03-28 07:00:00,4,1,78,49,3,5,5,39,27,3,214
2024-03-28 07:10:00,8,5,82,78,4,6,4,55,25,5,272
2024-03-28 07:20:00,6,5,117,55,9,7,8,66,29,1,303
2024-03-28 07:30:00,5,3,117,67,5,9,5,60,37,6,314
2024-03-28 07:40:00,6,6,93,65,3,12,10,57,22,1,275
2024-03-28 07:50:00,4,3,126,68,9,12,9,57,33,4,325
2024-03-28 08:00:00,9,8,94,65,5,12,6,48,28,3,278
2024-03-28 08:10:00,12,8,109,53,3,14,12,75,37,3,326
2024-03-28 08:20:00,4,3,99,52,4,6,6,68,34,7,283
2024-03-28 08:30:00,11,7,101,33,6,9,9,65,29,6,276
2024-03-28 08:40:00,7,9,127,50,4,11,17,77,36,7,345
2024-03-28 08:50:00,7,6,122,41,7,15,17,77,31,3,326
2024-03-28 09:00:00,12,14,117,41,5,9,32,70,34,5,339
2024-03-28 09:10:00,8,6,124,62,5,6,9,68,32,6,326
2024-03-28 09:20:00,6,6,131,48,8,9,25,74,40,4,351
2024-03-28 09:30:00,14,11,115,34,5,10,21,55,25,4,294
2024-03-28 09:40:00,8,7,109,48,3,9,19,65,31,4,303
2024-03-28 09:50:00,8,6,97,50,3,6,22,74,25,3,294
2024-03-28 10:00:00,10,16,91,39,2,6,26,73,28,7,298
2024-03-28 10:10:00,6,21,100,44,2,5,49,77,26,6,336
2024-03-28 10:20:00,13,14,85,41,8,7,51,73,28,6,326
2024-03-28 10:30:00,10,4,96,48,3,7,41,62,28,5,304
2024-03-28 10:40:00,10,7,106,43,0,11,20,64,22,0,283
2024-03-28 10:50:00,11,9,120,50,6,8,18,53,27,0,302
2024-03-28 11:00:00,14,13,101,43,5,16,16,73,32,8,321
2024-03-28 11:10:00,13,19,84,51,2,12,38,76,23,4,322
2024-03-28 11:20:00,16,10,83,39,2,13,52,82,37,4,338
2024-03-28 11:30:00,14,8,79,43,1,11,31,66,23,5,281
2024-03-28 11:40:00,13,10,94,41,5,11,36,77,23,4,314
2024-03-28 11:50:00,15,11,80,42,5,5,33,64,24,7,286
2024-03-28 12:00:00,13,12,78,36,5,9,8,72,32,23,288
2024-03-28 12:10:00,18,16,82,44,4,8,49,89,33,7,350
2024-03-28 12:20:00,14,9,98,54,4,12,30,72,29,9,331
2024-03-28 12:30:00,16,10,73,41,4,6,40,79,29,7,305
2024-03-28 12:40:00,11,10,81,51,7,8,52,65,27,5,317
2024-03-28 12:50:00,15,12,106,60,4,8,41,90,36,26,398
2024-03-28 13:00:00,15,13,83,53,2,13,50,86,37,13,365
2024-03-28 13:10:00,10,7,106,57,9,8,42,96,21,17,373
2024-03-28 13:20:00,11,12,85,41,5,13,47,87,26,18,345
2024-03-28 13:30:00,8,6,93,54,3,3,46,89,20,4,326
2024-03-28 13:40:00,18,16,87,46,4,10,35,111,19,11,357
2024-03-28 13:50:00,15,13,73,29,5,5,53,94,26,12,325
2024-03-28 14:00:00,12,8,115,46,5,12,48,84,18,6,354
2024-03-28 14:10:00,14,9,98,55,5,14,80,97,29,13,414
2024-03-28 14:20:00,10,16,103,56,5,7,41,113,25,13,389
2024-03-28 14:30:00,19,15,100,61,3,7,40,110,38,14,407
2024-03-28 14:40:00,10,6,113,52,6,9,22,115,29,3,365
2024-03-28 14:50:00,13,9,108,64,4,5,28,117,32,6,386
2024-03-28 15:00:00,10,7,102,57,4,14,36,113,30,10,383
2024-03-28 15:10:00,15,6,105,70,3,8,34,123,32,14,410
2024-03-28 15:20:00,11,12,96,61,4,11,27,112,41,16,391
2024-03-28 15:30:00,14,12,115,74,4,5,54,117,32,21,448
2024-03-28 15:40:00,10,7,120,74,9,6,53,110,33,4,426
2024-03-28 15:50:00,16,10,123,60,7,14,31,90,28,10,389
2024-03-28 16:00:00,18,12,107,68,2,9,18,118,33,5,390
2024-03-28 16:10:00,7,5,94,66,3,9,55,109,39,6,393
2024-03-28 16:20:00,20,20,114,68,3,13,67,114,23,7,449
2024-03-28 16:30:00,18,10,99,56,3,10,23,115,36,10,380
2024-03-28 16:40:00,11,12,127,69,4,12,33,112,28,5,413
2024-03-28 16:50:00,12,10,104,85,4,10,17,118,25,3,388
2024-03-28 17:00:00,17,11,104,72,7,12,17,112,22,3,377
2024-03-28 17:10:00,12,11,103,78,3,11,14,125,28,12,397
2024-03-28 17:20:00,13,8,103,79,5,10,25,122,18,9,392
2024-03-28 17:30:00,13,7,117,87,6,9,21,145,23,13,441
2024-03-28 17:40:00,12,7,121,79,6,6,32,117,30,6,416
2024-03-28 17:50:00,16,12,93,67,4,14,19,98,32,3,358
2024-03-28 18:00:00,15,13,125,53,5,8,20,100,34,9,382
2024-03-28 18:10:00,16,11,95,68,6,8,25,100,33,4,366
2024-03-28 18:20:00,16,13,93,68,1,8,10,108,35,8,360
2024-03-28 18:30:00,16,12,108,61,2,12,9,117,31,6,374
2024-03-28 18:40:00,18,18,94,59,2,11,15,93,27,6,343
2024-03-28 18:50:00,11,7,86,55,3,8,17,83,29,8,307
2024-03-28 19:00:00,10,11,75,31,4,9,9,86,23,11,269
2024-03-28 19:10:00,11,9,65,34,2,8,8,81,31,30,279
2024-03-28 19:20:00,18,14,59,43,2,13,12,62,36,6,265
2024-03-28 19:30:00,11,8,74,39,2,4,4,53,44,10,249
2024-03-28 19:40:00,13,7,67,40,5,3,3,77,24,18,257
2024-03-28 19:50:00,4,3,45,37,0,4,3,59,34,11,200
2024-03-28 20:00:00,9,7,53,30,1,8,5,70,45,4,232
2024-03-28 20:10:00,6,4,63,48,4,6,0,51,35,6,223
2024-03-28 20:20:00,6,1,65,33,1,1,1,71,33,1,213
2024-03-28 20:30:00,6,5,40,35,0,5,2,56,37,4,190
2024-03-28 20:40:00,7,5,40,34,0,8,7,55,40,10,206
2024-03-28 20:50:00,6,3,34,29,1,2,1,53,22,6,157
2024-03-28 21:00:00,8,3,40,30,3,4,0,52,42,7,189
2024-03-28 21:10:00,5,3,54,55,2,2,3,52,40,4,220
2024-03-28 21:20:00,8,6,49,34,1,4,6,43,37,5,193
2024-03-28 21:30:00,8,7,48,34,4,5,4,47,34,8,199
2024-03-28 21:40:00,11,6,50,38,2,3,4,37,25,7,183
2024-03-28 21:50:00,11,7,41,30,3,3,2,43,37,8,185
2024-03-28 22:00:00,2,2,34,31,2,1,0,59,34,5,170
2024-03-28 22:10:00,4,4,37,33,1,3,3,46,43,8,182
2024-03-28 22:20:00,5,2,38,30,2,0,0,43,27,4,151
2024-03-28 22:30:00,6,8,33,33,3,0,0,37,37,9,166
2024-03-28 22:40:00,8,6,27,23,0,0,0,35,27,3,129
2024-03-28 22:50:00,4,1,31,24,4,4,4,33,25,5,135
2024-03-28 23:00:00,5,3,39,31,2,1,0,37,33,7,158
2024-03-28 23:10:00,5,3,23,31,0,3,2,29,23,7,126
2024-03-28 23:20:00,6,2,30,22,1,0,0,39,29,16,145
2024-03-28 23:30:00,4,5,28,21,0,1,0,24,23,8,114
2024-03-28 23:40:00,5,2,17,16,0,0,0,21,19,4,84
2024-03-28 23:50:00,5,3,12,17,0,2,3,17,19,4,82
2024-03-29 00:00:00,5,4,11,14,0,0,0,20,12,4,70
2024-03-29 00:10:00,0,0,24,21,2,0,0,12,12,4,75
2024-03-29 00:20:00,3,0,16,18,3,1,1,19,13,2,76
2024-03-29 00:30:00,3,0,15,15,1,2,1,12,11,9,69
2024-03-29 00:40:00,3,1,21,20,1,0,0,14,12,5,77
2024-03-29 00:50:00,1,1,15,13,1,0,0,6,4,1,42
2024-03-29 01:00:00,0,0,18,18,0,0,0,16,14,0,66
2024-03-29 01:10:00,3,0,11,13,1,0,0,9,10,3,50
2024-03-29 01:20:00,1,1,16,14,2,0,0,13,12,4,63
2024-03-29 01:30:00,0,0,13,10,4,0,0,7,3,5,42
2024-03-29 01:40:00,3,1,7,9,1,0,0,14,13,2,50
2024-03-29 01:50:00,0,0,5,6,0,0,0,9,6,2,28
2024-03-29 02:00:00,1,2,7,8,0,0,0,5,4,2,29
2024-03-29 02:10:00,1,2,6,7,0,0,0,9,6,5,36
2024-03-29 02:20:00,0,0,4,5,0,0,0,7,7,1,24
2024-03-29 02:30:00,1,2,3,4,0,0,0,7,3,4,24
2024-03-29 02:40:00,1,1,7,5,1,0,0,5,4,2,26
2024-03-29 02:50:00,0,0,4,5,0,0,0,5,8,3,25
2024-03-29 03:00:00,2,1,7,6,2,0,0,4,4,3,29
2024-03-29 03:10:00,0,0,3,3,0,0,0,8,7,1,22
2024-03-29 03:20:00,0,0,1,1,0,0,0,10,9,2,23
2024-03-29 03:30:00,0,0,4,4,1,0,0,6,7,1,23
2024-03-29 03:40:00,0,0,4,4,0,0,0,3,6,2,19
2024-03-29 03:50:00,0,0,2,3,0,0,0,1,1,1,8
2024-03-29 04:00:00,0,0,2,3,1,0,0,4,2,1,13
2024-03-29 04:10:00,0,0,5,6,1,0,0,3,2,0,17
2024-03-29 04:20:00,0,0,3,4,0,0,0,7,6,4,24
2024-03-29 04:30:00,1,1,1,1,0,0,0,1,1,1,7
2024-03-29 04:40:00,1,0,1,1,0,0,0,5,6,3,17
2024-03-29 04:50:00,0,0,3,4,0,0,0,7,5,1,20
2024-03-29 05:00:00,0,0,10,9,0,0,0,5,7,1,32
2024-03-29 05:10:00,1,0,7,6,1,0,0,8,8,2,33
2024-03-29 05:20:00,0,0,12,10,0,0,0,1,1,0,24
2024-03-29 05:30:00,1,1,19,11,0,0,0,7,7,3,49
2024-03-29 05:40:00,0,0,13,10,2,0,0,7,6,4,42
2024-03-29 05:50:00,0,0,6,6,2,0,1,8,6,6,35
2024-03-29 06:00:00,0,0,7,6,0,1,1,10,10,7,42
2024-03-29 06:10:00,0,0,11,7,1,1,1,10,10,4,45
2024-03-29 06:20:00,0,0,9,9,1,0,0,19,12,2,52
2024-03-29 06:30:00,0,0,10,8,3,0,0,8,7,0,36
2024-03-29 06:40:00,1,1,12,11,1,0,0,13,9,4,52
2024-03-29 06:50:00,0,0,8,7,3,1,1,5,4,2,31
2024-03-29 07:00:00,2,1,11,11,0,2,1,5,5,1,39
2024-03-29 07:10:00,0,0,4,5,0,2,2,9,9,0,31
2024-03-29 07:20:00,1,1,14,12,1,2,1,13,10,0,55
2024-03-29 07:30:00,1,0,12,10,0,2,2,4,4,1,36
2024-03-29 07:40:00,0,1,14,12,1,2,0,6,4,2,42
2024-03-29 07:50:00,2,1,11,11,0,0,0,11,11,0,47
2024-03-29 08:00:00,0,0,18,17,0,1,1,11,10,2,60
2024-03-29 08:10:00,2,4,20,14,1,1,1,10,10,0,63
2024-03-29 08:20:00,0,0,22,18,1,1,2,13,9,1,67
2024-03-29 08:30:00,1,1,21,19,2,3,3,18,15,2,85
2024-03-29 08:40:00,0,0,18,15,2,2,2,18,14,1,72
2024-03-29 08:50:00,3,2,30,22,1,2,0,19,14,1,94
2024-03-29 09:00:00,4,2,22,23,0,2,1,28,17,2,101
2024-03-29 09:10:00,3,2,37,28,2,4,3,33,23,3,138
2024-03-29 09:20:00,3,1,38,29,0,3,3,32,28,3,140
2024-03-29 09:30:00,4,3,38,30,5,2,1,33,21,0,137
2024-03-29 09:40:00,6,2,42,30,1,7,7,33,26,5,159
2024-03-29 09:50:00,2,1,56,36,2,4,4,47,34,9,195
2024-03-29 10:00:00,2,0,47,37,4,3,3,29,23,5,153
2024-03-29 10:10:00,1,1,40,22,1,3,4,48,32,9,161
