datetime,D31Z,D32Z,D41Z,D42Z,D43Z,Total
2024-03-18 14:00:00,17,24,44,8,42,135
2024-03-18 14:10:00,24,25,39,6,40,134
2024-03-18 14:20:00,29,32,42,0,44,147
2024-03-18 14:30:00,26,35,57,7,60,185
2024-03-18 14:40:00,27,40,66,7,67,207
2024-03-18 14:50:00,28,35,54,6,53,176
2024-03-18 15:00:00,22,32,42,3,41,140
2024-03-18 15:10:00,24,28,45,6,47,150
2024-03-18 15:20:00,30,34,46,3,46,159
2024-03-18 15:30:00,31,43,64,5,63,206
2024-03-18 15:40:00,32,45,60,3,62,202
2024-03-18 15:50:00,23,23,50,2,48,146
2024-03-18 16:00:00,28,28,62,4,67,189
2024-03-18 16:10:00,20,37,61,11,61,190
2024-03-18 16:20:00,19,32,48,4,47,150
2024-03-18 16:30:00,29,41,40,5,42,157
2024-03-18 16:40:00,32,28,58,3,60,181
2024-03-18 16:50:00,35,34,57,2,54,182
2024-03-18 17:00:00,31,33,44,3,46,157
2024-03-18 17:10:00,22,24,55,5,58,164
2024-03-18 17:20:00,28,31,44,8,43,154
2024-03-18 17:30:00,35,41,48,4,51,179
2024-03-18 17:40:00,37,40,62,7,61,207
2024-03-18 17:50:00,27,33,40,6,43,149
2024-03-18 18:00:00,35,42,30,3,31,141
2024-03-18 18:10:00,34,34,36,5,39,148
2024-03-18 18:20:00,21,23,34,1,34,113
2024-03-18 18:30:00,37,34,42,4,47,164
2024-03-18 18:40:00,21,25,31,5,34,116
2024-03-18 18:50:00,32,30,33,4,34,133
2024-03-18 19:00:00,17,29,26,2,31,105
2024-03-18 19:10:00,16,19,33,6,36,110
2024-03-18 19:20:00,18,23,38,0,37,116
2024-03-18 19:30:00,22,23,28,3,32,108
2024-03-18 19:40:00,12,14,25,5,26,82
2024-03-18 19:50:00,11,12,29,1,29,82
2024-03-18 20:00:00,25,23,24,3,24,99
2024-03-18 20:10:00,10,16,30,2,33,91
2024-03-18 20:20:00,12,12,30,3,27,84
2024-03-18 20:30:00,10,15,20,0,21,66
2024-03-18 20:40:00,11,14,17,3,17,62
2024-03-18 20:50:00,11,17,33,3,33,97
2024-03-18 21:00:00,12,17,16,5,16,66
2024-03-18 21:10:00,11,17,10,0,10,48
2024-03-18 21:20:00,12,13,19,3,24,71
2024-03-18 21:30:00,14,21,11,0,12,58
2024-03-18 21:40:00,10,10,11,1,11,43
2024-03-18 21:50:00,4,6,11,2,11,34
2024-03-18 22:00:00,7,11,8,3,10,39
2024-03-18 22:10:00,10,12,12,0,12,46
2024-03-18 22:20:00,5,5,12,1,16,39
2024-03-18 22:30:00,8,5,15,4,14,46
2024-03-18 22:40:00,8,7,7,0,7,29
2024-03-18 22:50:00,6,5,4,2,4,21
2024-03-18 23:00:00,7,6,7,2,8,30
2024-03-18 23:10:00,5,5,7,0,8,25
2024-03-18 23:20:00,8,8,8,0,10,34
2024-03-18 23:30:00,3,3,7,1,8,22
2024-03-18 23:40:00,1,0,3,2,3,9
2024-03-18 23:50:00,2,2,3,0,5,12
2024-03-19 00:00:00,2,2,11,3,11,29
2024-03-19 00:10:00,5,5,6,0,6,22
2024-03-19 00:20:00,2,2,6,1,7,18
2024-03-19 00:30:00,6,6,4,3,4,23
2024-03-19 00:40:00,4,3,2,0,2,11
2024-03-19 00:50:00,1,1,6,0,8,16
2024-03-19 01:00:00,3,2,1,0,2,8
2024-03-19 01:10:00,4,3,2,0,3,12
2024-03-19 01:20:00,3,3,3,0,2,11
2024-03-19 01:30:00,4,5,3,0,4,16
2024-03-19 01:40:00,2,3,1,0,1,7
2024-03-19 01:50:00,1,1,1,0,1,4
2024-03-19 02:00:00,0,0,2,0,2,4
2024-03-19 02:10:00,1,1,3,0,3,8
2024-03-19 02:20:00,2,2,0,0,0,4
2024-03-19 02:30:00,1,1,3,0,3,8
2024-03-19 02:40:00,0,0,1,0,1,2
2024-03-19 02:50:00,1,1,0,0,0,2
2024-03-19 03:00:00,3,3,1,0,1,8
2024-03-19 03:10:00,2,2,3,0,3,10
2024-03-19 03:20:00,0,1,0,0,0,1
2024-03-19 03:30:00,1,1,5,1,5,13
2024-03-19 03:40:00,1,1,2,0,2,6
2024-03-19 03:50:00,3,3,6,0,7,19
2024-03-19 04:00:00,2,1,5,0,5,13
2024-03-19 04:10:00,0,0,4,0,4,8
2024-03-19 04:20:00,1,2,3,0,3,9
2024-03-19 04:30:00,1,2,5,1,6,15
2024-03-19 04:40:00,4,5,4,0,4,17
2024-03-19 04:50:00,3,3,10,0,11,27
2024-03-19 05:00:00,3,2,16,0,19,40
2024-03-19 05:10:00,5,5,19,3,19,51
2024-03-19 05:20:00,5,6,17,0,19,47
2024-03-19 05:30:00,7,8,24,0,24,63
2024-03-19 05:40:00,11,10,26,3,28,78
2024-03-19 05:50:00,12,14,54,1,54,135
2024-03-19 06:00:00,16,17,32,3,34,102
2024-03-19 06:10:00,10,12,43,4,44,113
2024-03-19 06:20:00,15,19,48,0,48,130
2024-03-19 06:30:00,17,17,52,4,53,143
2024-03-19 06:40:00,20,27,61,3,59,170
2024-03-19 06:50:00,20,21,56,4,58,159
2024-03-19 07:00:00,16,22,74,6,73,191
2024-03-19 07:10:00,26,33,61,5,63,188
2024-03-19 07:20:00,23,27,68,5,69,192
2024-03-19 07:30:00,40,40,82,4,80,246
2024-03-19 07:40:00,32,34,84,9,81,240
2024-03-19 07:50:00,35,31,53,7,56,182
2024-03-19 08:00:00,29,38,62,7,62,198
2024-03-19 08:10:00,21,33,61,8,62,185
2024-03-19 08:20:00,27,35,84,5,85,236
2024-03-19 08:30:00,38,38,63,4,61,204
2024-03-19 08:40:00,29,32,71,11,75,218
2024-03-19 08:50:00,31,30,52,3,54,170
2024-03-19 09:00:00,31,38,44,6,46,165
2024-03-19 09:10:00,19,26,53,6,56,160
2024-03-19 09:20:00,22,29,56,3,53,163
2024-03-19 09:30:00,29,32,53,5,54,173
2024-03-19 09:40:00,22,27,48,3,51,151
2024-03-19 09:50:00,25,30,44,9,46,154
2024-03-19 10:00:00,20,26,52,7,48,153
2024-03-19 10:10:00,17,22,42,8,43,132
2024-03-19 10:20:00,22,23,37,1,40,123
2024-03-19 10:30:00,21,25,48,5,46,145
2024-03-19 10:40:00,16,20,57,10,59,162
2024-03-19 10:50:00,19,25,48,3,48,143
2024-03-19 11:00:00,19,23,40,6,39,127
2024-03-19 11:10:00,19,20,48,3,47,137
2024-03-19 11:20:00,14,20,41,1,40,116
2024-03-19 11:30:00,18,22,43,4,44,131
2024-03-19 11:40:00,16,25,33,5,33,112
2024-03-19 11:50:00,19,26,43,4,44,136
2024-03-19 12:00:00,18,26,45,6,46,141
2024-03-19 12:10:00,19,23,36,5,38,121
2024-03-19 12:20:00,17,24,33,8,34,116
2024-03-19 12:30:00,24,31,34,6,34,129
2024-03-19 12:40:00,20,22,40,5,40,127
2024-03-19 12:50:00,19,25,48,1,49,142
2024-03-19 13:00:00,20,23,51,6,55,155
2024-03-19 13:10:00,21,29,38,4,37,129
2024-03-19 13:20:00,16,21,45,6,44,132
2024-03-19 13:30:00,28,38,61,3,65,195
2024-03-19 13:40:00,17,30,50,9,50,156
2024-03-19 13:50:00,25,27,31,5,32,120
2024-03-19 14:00:00,19,23,30,5,33,110
2024-03-19 14:10:00,19,26,59,10,61,175
2024-03-19 14:20:00,22,31,40,5,43,141
2024-03-19 14:30:00,15,23,50,6,51,145
2024-03-19 14:40:00,23,27,47,6,44,147
2024-03-19 14:50:00,23,38,40,3,45,149
2024-03-19 15:00:00,25,30,51,8,51,165
2024-03-19 15:10:00,21,34,55,7,59,176
2024-03-19 15:20:00,28,34,46,4,48,160
2024-03-19 15:30:00,25,43,55,11,56,190
2024-03-19 15:40:00,30,31,60,10,60,191
2024-03-19 15:50:00,22,32,57,4,60,175
2024-03-19 16:00:00,23,30,57,5,61,176
2024-03-19 16:10:00,27,35,48,10,47,167
2024-03-19 16:20:00,24,28,40,1,44,137
2024-03-19 16:30:00,29,37,68,6,68,208
2024-03-19 16:40:00,34,46,64,6,66,216
2024-03-19 16:50:00,34,36,50,3,54,177
2024-03-19 17:00:00,33,44,65,5,63,210
2024-03-19 17:10:00,33,34,57,4,59,187
2024-03-19 17:20:00,35,40,54,7,59,195
2024-03-19 17:30:00,40,42,53,7,53,195
2024-03-19 17:40:00,26,28,56,9,58,177
2024-03-19 17:50:00,26,30,43,5,44,148
2024-03-19 18:00:00,30,33,45,4,49,161
2024-03-19 18:10:00,45,44,55,3,56,203
2024-03-19 18:20:00,32,34,55,5,54,180
2024-03-19 18:30:00,31,34,37,5,42,149
2024-03-19 18:40:00,25,27,48,8,48,156
2024-03-19 18:50:00,26,34,31,2,31,124
2024-03-19 19:00:00,21,20,35,4,38,118
2024-03-19 19:10:00,23,20,30,7,32,112
2024-03-19 19:20:00,25,27,35,3,36,126
2024-03-19 19:30:00,22,22,24,5,24,97
2024-03-19 19:40:00,18,22,34,8,36,118
2024-03-19 19:50:00,21,24,31,3,32,111
2024-03-19 20:00:00,28,30,28,4,30,120
2024-03-19 20:10:00,16,24,30,6,31,107
2024-03-19 20:20:00,7,11,26,2,26,72
2024-03-19 20:30:00,18,20,24,5,26,93
2024-03-19 20:40:00,16,16,30,0,33,95
2024-03-19 20:50:00,7,11,31,5,31,85
2024-03-19 21:00:00,17,19,24,2,25,87
2024-03-19 21:10:00,15,14,23,4,23,79
2024-03-19 21:20:00,10,13,10,2,10,45
2024-03-19 21:30:00,9,15,16,0,17,57
2024-03-19 21:40:00,8,11,22,3,22,66
2024-03-19 21:50:00,8,13,22,3,26,72
2024-03-19 22:00:00,12,12,18,2,17,61
2024-03-19 22:10:00,11,16,17,1,16,61
2024-03-19 22:20:00,8,8,7,0,9,32
2024-03-19 22:30:00,9,10,13,6,13,51
2024-03-19 22:40:00,9,7,16,2,16,50
2024-03-19 22:50:00,4,6,5,4,7,26
2024-03-19 23:00:00,9,11,11,2,11,44
2024-03-19 23:10:00,6,7,5,0,6,24
2024-03-19 23:20:00,6,8,5,1,5,25
2024-03-19 23:30:00,6,8,4,3,4,25
2024-03-19 23:40:00,4,5,6,0,7,22
2024-03-19 23:50:00,4,4,6,0,7,21
2024-03-20 00:00:00,2,4,11,2,11,30
2024-03-20 00:10:00,8,10,3,0,3,24
2024-03-20 00:20:00,5,4,4,0,4,17
2024-03-20 00:30:00,5,6,6,1,7,25
2024-03-20 00:40:00,5,5,3,0,3,16
2024-03-20 00:50:00,2,2,5,0,6,15
2024-03-20 01:00:00,1,1,1,0,2,5
2024-03-20 01:10:00,2,2,1,0,1,6
2024-03-20 01:20:00,3,3,4,1,4,15
2024-03-20 01:30:00,2,2,3,0,3,10
2024-03-20 01:40:00,6,5,4,0,4,19
2024-03-20 01:50:00,1,1,2,0,2,6
2024-03-20 02:00:00,1,1,1,0,1,4
2024-03-20 02:10:00,2,3,2,0,2,9
2024-03-20 02:20:00,0,0,5,0,5,10
2024-03-20 02:30:00,2,2,1,0,1,6
2024-03-20 02:40:00,1,1,2,0,2,6
2024-03-20 02:50:00,0,0,3,0,3,6
2024-03-20 03:00:00,2,2,4,0,4,12
2024-03-20 03:10:00,4,4,3,0,3,14
2024-03-20 03:20:00,4,4,4,0,4,16
2024-03-20 03:30:00,2,2,3,2,4,13
2024-03-20 03:40:00,2,3,4,0,4,13
2024-03-20 03:50:00,1,1,2,0,2,6
2024-03-20 04:00:00,1,1,1,0,1,4
2024-03-20 04:10:00,3,2,6,0,6,17
2024-03-20 04:20:00,3,4,2,0,4,13
2024-03-20 04:30:00,2,2,5,1,5,15
2024-03-20 04:40:00,6,9,8,0,8,31
2024-03-20 04:50:00,0,0,11,0,11,22
2024-03-20 05:00:00,7,6,8,0,8,29
2024-03-20 05:10:00,2,2,14,5,14,37
2024-03-20 05:20:00,6,7,19,1,20,53
2024-03-20 05:30:00,6,8,20,1,20,55
2024-03-20 05:40:00,12,11,35,7,35,100
2024-03-20 05:50:00,11,12,45,2,46,116
2024-03-20 06:00:00,14,13,31,4,31,93
2024-03-20 06:10:00,12,14,43,5,43,117
2024-03-20 06:20:00,17,18,51,1,55,142
2024-03-20 06:30:00,13,17,55,6,51,142
2024-03-20 06:40:00,18,26,68,5,71,188
2024-03-20 06:50:00,20,24,57,6,56,163
2024-03-20 07:00:00,19,21,64,7,61,172
2024-03-20 07:10:00,26,33,68,12,69,208
2024-03-20 07:20:00,21,24,56,9,56,166
2024-03-20 07:30:00,36,42,57,9,56,200
2024-03-20 07:40:00,35,37,68,4,70,214
2024-03-20 07:50:00,55,53,66,6,64,244
2024-03-20 08:00:00,30,29,56,5,56,176
2024-03-20 08:10:00,28,31,57,7,56,179
2024-03-20 08:20:00,29,36,60,3,65,193
2024-03-20 08:30:00,30,35,70,4,70,209
2024-03-20 08:40:00,20,30,70,10,69,199
2024-03-20 08:50:00,33,35,65,0,66,199
2024-03-20 09:00:00,19,25,51,5,53,153
2024-03-20 09:10:00,15,22,56,10,53,156
2024-03-20 09:20:00,20,31,57,2,57,167
2024-03-20 09:30:00,23,30,46,8,47,154
2024-03-20 09:40:00,29,27,50,3,52,161
2024-03-20 09:50:00,22,26,40,4,40,132
2024-03-20 10:00:00,15,19,49,6,52,141
2024-03-20 10:10:00,13,15,47,5,46,126
2024-03-20 10:20:00,16,23,50,4,49,142
2024-03-20 10:30:00,21,27,42,10,40,140
2024-03-20 10:40:00,15,26,45,6,49,141
2024-03-20 10:50:00,24,25,48,6,46,149
2024-03-20 11:00:00,27,28,57,4,58,174
2024-03-20 11:10:00,23,27,39,5,43,137
2024-03-20 11:20:00,19,21,51,10,54,155
2024-03-20 11:30:00,15,23,37,6,34,115
2024-03-20 11:40:00,23,24,37,6,39,129
2024-03-20 11:50:00,17,21,42,8,40,128
2024-03-20 12:00:00,32,37,50,8,52,179
2024-03-20 12:10:00,24,25,38,2,37,126
2024-03-20 12:20:00,25,30,47,5,47,154
2024-03-20 12:30:00,23,28,36,7,37,131
2024-03-20 12:40:00,32,30,43,5,43,153
2024-03-20 12:50:00,26,26,39,3,40,134
2024-03-20 13:00:00,17,23,45,3,41,129
2024-03-20 13:10:00,21,27,48,5,49,150
2024-03-20 13:20:00,21,26,43,4,42,136
2024-03-20 13:30:00,31,37,37,5,38,148
2024-03-20 13:40:00,18,21,66,5,65,175
2024-03-20 13:50:00,17,22,39,4,39,121
2024-03-20 14:00:00,20,23,39,6,41,129
2024-03-20 14:10:00,22,28,52,11,53,166
2024-03-20 14:20:00,21,33,48,5,50,157
2024-03-20 14:30:00,23,25,46,10,47,151
2024-03-20 14:40:00,24,31,63,9,65,192
2024-03-20 14:50:00,19,25,35,1,34,114
2024-03-20 15:00:00,30,36,41,5,41,153
2024-03-20 15:10:00,27,32,44,5,47,155
2024-03-20 15:20:00,27,27,50,5,52,161
2024-03-20 15:30:00,28,30,61,5,62,186
2024-03-20 15:40:00,31,35,52,5,51,174
2024-03-20 15:50:00,31,35,54,9,56,185
2024-03-20 16:00:00,30,36,61,9,58,194
2024-03-20 16:10:00,27,27,56,2,58,170
2024-03-20 16:20:00,28,29,68,7,60,192
2024-03-20 16:30:00,35,40,45,5,51,176
2024-03-20 16:40:00,41,37,51,7,51,187
2024-03-20 16:50:00,26,28,66,6,65,191
2024-03-20 17:00:00,30,34,52,4,51,171
2024-03-20 17:10:00,26,24,53,4,55,162
2024-03-20 17:20:00,32,36,51,7,52,178
2024-03-20 17:30:00,33,31,57,6,57,184
2024-03-20 17:40:00,30,32,56,8,59,185
2024-03-20 17:50:00,26,23,56,4,56,165
2024-03-20 18:00:00,24,28,53,3,55,163
2024-03-20 18:10:00,28,30,44,8,44,154
2024-03-20 18:20:00,27,29,53,2,51,162
2024-03-20 18:30:00,24,27,38,4,42,135
2024-03-20 18:40:00,31,29,53,8,52,173
2024-03-20 18:50:00,16,21,32,3,35,107
2024-03-20 19:00:00,19,18,36,3,34,110
2024-03-20 19:10:00,15,13,35,10,41,114
2024-03-20 19:20:00,23,29,28,2,27,109
2024-03-20 19:30:00,15,23,27,3,28,96
2024-03-20 19:40:00,13,20,40,6,37,116
2024-03-20 19:50:00,21,23,29,1,33,107
2024-03-20 20:00:00,20,26,31,4,31,112
2024-03-20 20:10:00,13,20,34,2,35,104
2024-03-20 20:20:00,15,16,32,5,32,100
2024-03-20 20:30:00,11,16,27,4,28,86
2024-03-20 20:40:00,19,21,22,2,24,88
2024-03-20 20:50:00,16,21,22,5,21,85
2024-03-20 21:00:00,11,16,25,2,25,79
2024-03-20 21:10:00,15,25,24,2,25,91
2024-03-20 21:20:00,11,15,26,2,28,82
2024-03-20 21:30:00,9,17,21,5,20,72
2024-03-20 21:40:00,9,11,11,0,11,42
2024-03-20 21:50:00,11,15,26,3,28,83
2024-03-20 22:00:00,10,13,15,0,14,52
2024-03-20 22:10:00,13,19,12,2,14,60
2024-03-20 22:20:00,12,14,16,1,17,60
2024-03-20 22:30:00,3,5,13,3,14,38
2024-03-20 22:40:00,8,10,6,1,6,31
2024-03-20 22:50:00,9,12,17,3,17,58
2024-03-20 23:00:00,6,7,13,0,13,39
2024-03-20 23:10:00,6,8,10,0,10,34
2024-03-20 23:20:00,4,6,8,0,10,28
2024-03-20 23:30:00,5,5,7,4,8,29
2024-03-20 23:40:00,6,7,4,0,5,22
2024-03-20 23:50:00,3,3,6,0,7,19
2024-03-21 00:00:00,6,9,7,3,7,32
2024-03-21 00:10:00,4,4,3,0,3,14
2024-03-21 00:20:00,3,3,7,1,9,23
2024-03-21 00:30:00,6,6,6,2,5,25
2024-03-21 00:40:00,4,6,8,0,9,27
2024-03-21 00:50:00,6,6,4,0,4,20
2024-03-21 01:00:00,5,7,2,0,4,18
2024-03-21 01:10:00,4,6,3,0,3,16
2024-03-21 01:20:00,3,4,4,0,4,15
2024-03-21 01:30:00,1,1,4,0,4,10
2024-03-21 01:40:00,4,5,4,0,5,18
2024-03-21 01:50:00,3,3,3,0,3,12
2024-03-21 02:00:00,3,3,4,0,4,14
2024-03-21 02:10:00,1,1,0,0,0,2
2024-03-21 02:20:00,1,1,3,0,3,8
2024-03-21 02:30:00,0,0,2,0,2,4
2024-03-21 02:40:00,1,1,2,0,2,6
2024-03-21 02:50:00,0,2,3,0,3,8
2024-03-21 03:00:00,2,2,0,0,0,4
2024-03-21 03:10:00,2,2,1,0,1,6
2024-03-21 03:20:00,4,4,0,0,0,8
2024-03-21 03:30:00,2,2,6,0,6,16
2024-03-21 03:40:00,3,3,3,0,3,12
2024-03-21 03:50:00,1,1,4,0,5,11
2024-03-21 04:00:00,3,3,4,2,4,16
2024-03-21 04:10:00,1,1,5,1,5,13
2024-03-21 04:20:00,1,1,4,0,4,10
2024-03-21 04:30:00,3,4,3,0,3,13
2024-03-21 04:40:00,2,2,3,0,3,10
2024-03-21 04:50:00,3,3,13,0,13,32
2024-03-21 05:00:00,5,3,8,0,9,25
2024-03-21 05:10:00,2,2,18,1,17,40
2024-03-21 05:20:00,5,7,14,0,16,42
2024-03-21 05:30:00,7,6,29,2,30,74
2024-03-21 05:40:00,12,15,36,4,37,104
2024-03-21 05:50:00,13,15,44,3,43,118
2024-03-21 06:00:00,15,15,43,4,43,120
2024-03-21 06:10:00,10,13,36,3,38,100
2024-03-21 06:20:00,14,19,41,1,41,116
2024-03-21 06:30:00,15,23,62,6,63,169
2024-03-21 06:40:00,20,28,75,6,76,205
2024-03-21 06:50:00,12,24,68,5,68,177
2024-03-21 07:00:00,19,21,61,6,64,171
2024-03-21 07:10:00,25,34,62,12,60,193
2024-03-21 07:20:00,20,20,70,8,70,188
2024-03-21 07:30:00,31,36,63,9,66,205
2024-03-21 07:40:00,43,45,71,9,69,237
2024-03-21 07:50:00,38,37,55,6,58,194
2024-03-21 08:00:00,21,25,72,7,71,196
2024-03-21 08:10:00,20,27,53,10,53,163
2024-03-21 08:20:00,24,28,72,4,75,203
2024-03-21 08:30:00,31,39,66,10,65,211
2024-03-21 08:40:00,21,23,70,7,70,191
2024-03-21 08:50:00,27,28,65,6,67,193
2024-03-21 09:00:00,22,25,43,10,43,143
2024-03-21 09:10:00,23,27,46,6,45,147
2024-03-21 09:20:00,26,31,34,3,38,132
2024-03-21 09:30:00,15,23,48,4,46,136
2024-03-21 09:40:00,21,27,45,6,47,146
2024-03-21 09:50:00,18,23,58,1,56,156
2024-03-21 10:00:00,19,24,46,3,47,139
2024-03-21 10:10:00,14,19,54,7,56,150
2024-03-21 10:20:00,26,23,39,7,39,134
2024-03-21 10:30:00,21,25,45,6,46,143
2024-03-21 10:40:00,29,26,45,6,44,150
2024-03-21 10:50:00,22,27,47,3,48,147
2024-03-21 11:00:00,21,22,36,11,35,125
2024-03-21 11:10:00,16,18,47,5,47,133
2024-03-21 11:20:00,18,24,43,6,43,134
2024-03-21 11:30:00,21,28,43,7,45,144
2024-03-21 11:40:00,16,18,36,7,35,112
2024-03-21 11:50:00,26,30,38,0,38,132
2024-03-21 12:00:00,28,27,45,4,45,149
2024-03-21 12:10:00,26,31,46,7,50,160
2024-03-21 12:20:00,24,26,41,8,40,139
2024-03-21 12:30:00,20,25,50,8,50,153
2024-03-21 12:40:00,19,35,39,7,39,139
2024-03-21 12:50:00,23,29,46,5,45,148
2024-03-21 13:00:00,21,24,37,8,36,126
2024-03-21 13:10:00,28,35,38,3,41,145
2024-03-21 13:20:00,24,27,47,6,46,150
2024-03-21 13:30:00,24,26,56,8,57,171
2024-03-21 13:40:00,28,35,34,2,32,131
2024-03-21 13:50:00,17,23,43,2,44,129
2024-03-21 14:00:00,22,27,43,3,45,140
2024-03-21 14:10:00,30,28,46,8,46,158
2024-03-21 14:20:00,18,24,48,5,49,144
2024-03-21 14:30:00,22,27,65,5,66,185
2024-03-21 14:40:00,28,35,54,6,54,177
2024-03-21 14:50:00,19,31,46,2,49,147
2024-03-21 15:00:00,25,35,42,8,49,159
2024-03-21 15:10:00,26,31,66,10,64,197
2024-03-21 15:20:00,34,39,51,3,54,181
2024-03-21 15:30:00,23,29,60,11,63,186
2024-03-21 15:40:00,24,29,54,6,54,167
2024-03-21 15:50:00,21,33,71,8,72,205
2024-03-21 16:00:00,25,33,46,4,46,154
2024-03-21 16:10:00,28,35,62,8,61,194
2024-03-21 16:20:00,32,39,48,5,51,175
2024-03-21 16:30:00,29,36,45,7,47,164
2024-03-21 16:40:00,35,35,57,10,59,196
2024-03-21 16:50:00,33,35,58,1,56,183
2024-03-21 17:00:00,29,31,46,11,47,164
2024-03-21 17:10:00,40,41,53,5,55,194
2024-03-21 17:20:00,35,44,49,2,49,179
2024-03-21 17:30:00,26,40,53,5,56,180
2024-03-21 17:40:00,27,30,61,8,59,185
2024-03-21 17:50:00,32,37,44,5,48,166
2024-03-21 18:00:00,26,35,58,5,57,181
2024-03-21 18:10:00,22,30,51,6,51,160
2024-03-21 18:20:00,31,38,50,2,49,170
2024-03-21 18:30:00,31,36,31,4,35,137
2024-03-21 18:40:00,21,30,31,4,35,121
2024-03-21 18:50:00,24,30,28,3,30,115
2024-03-21 19:00:00,31,31,45,4,44,155
2024-03-21 19:10:00,25,33,16,4,17,95
2024-03-21 19:20:00,18,22,33,4,33,110
2024-03-21 19:30:00,26,27,28,3,28,112
2024-03-21 19:40:00,22,33,35,4,35,129
2024-03-21 19:50:00,17,21,22,1,25,86
2024-03-21 20:00:00,12,15,42,3,43,115
2024-03-21 20:10:00,16,18,16,5,17,72
2024-03-21 20:20:00,13,13,25,2,28,81
2024-03-21 20:30:00,12,18,29,2,29,90
2024-03-21 20:40:00,17,23,27,3,33,103
2024-03-21 20:50:00,17,17,23,1,24,82
2024-03-21 21:00:00,15,19,29,5,32,100
2024-03-21 21:10:00,10,15,27,3,26,81
2024-03-21 21:20:00,13,18,15,2,15,63
2024-03-21 21:30:00,15,21,15,3,15,69
2024-03-21 21:40:00,10,15,23,1,25,74
2024-03-21 21:50:00,14,15,16,1,16,62
2024-03-21 22:00:00,4,8,18,4,20,54
2024-03-21 22:10:00,7,12,22,0,21,62
2024-03-21 22:20:00,11,14,15,0,15,55
2024-03-21 22:30:00,7,8,12,3,13,43
2024-03-21 22:40:00,10,15,12,5,12,54
2024-03-21 22:50:00,15,15,15,2,16,63
2024-03-21 23:00:00,9,11,15,4,14,53
2024-03-21 23:10:00,14,15,13,1,14,57
2024-03-21 23:20:00,6,9,15,0,16,46
2024-03-21 23:30:00,5,6,17,2,17,47
2024-03-21 23:40:00,7,8,11,3,12,41
2024-03-21 23:50:00,5,6,15,1,18,45
2024-03-22 00:00:00,3,4,12,4,12,35
2024-03-22 00:10:00,3,3,5,0,6,17
2024-03-22 00:20:00,1,3,5,0,6,15
2024-03-22 00:30:00,4,6,7,1,8,26
2024-03-22 00:40:00,1,2,4,0,4,11
2024-03-22 00:50:00,7,7,4,0,4,22
2024-03-22 01:00:00,5,5,6,0,6,22
2024-03-22 01:10:00,4,4,1,0,3,12
2024-03-22 01:20:00,3,3,4,0,4,14
2024-03-22 01:30:00,2,2,2,0,1,7
2024-03-22 01:40:00,0,0,2,0,3,5
2024-03-22 01:50:00,2,2,2,0,2,8
2024-03-22 02:00:00,1,1,5,0,6,13
2024-03-22 02:10:00,0,0,1,0,1,2
2024-03-22 02:20:00,2,2,0,0,0,4
2024-03-22 02:30:00,2,2,3,0,3,10
2024-03-22 02:40:00,3,3,3,0,4,13
2024-03-22 02:50:00,0,0,3,0,3,6
2024-03-22 03:00:00,2,3,1,0,1,7
2024-03-22 03:10:00,2,2,5,0,5,14
2024-03-22 03:20:00,1,1,4,0,4,10
2024-03-22 03:30:00,2,2,5,0,5,14
2024-03-22 03:40:00,0,0,6,0,6,12
2024-03-22 03:50:00,0,0,2,0,2,4
2024-03-22 04:00:00,0,1,2,0,2,5
2024-03-22 04:10:00,0,0,5,0,5,10
2024-03-22 04:20:00,5,8,5,0,5,23
2024-03-22 04:30:00,2,2,4,1,4,13
2024-03-22 04:40:00,5,5,3,0,4,17
2024-03-22 04:50:00,1,1,9,0,8,19
2024-03-22 05:00:00,4,4,10,1,12,31
2024-03-22 05:10:00,6,7,14,2,15,44
2024-03-22 05:20:00,1,2,14,2,15,34
2024-03-22 05:30:00,9,7,18,3,18,55
2024-03-22 05:40:00,9,10,29,3,33,84
2024-03-22 05:50:00,11,11,31,0,30,83
2024-03-22 06:00:00,14,15,42,2,42,115
2024-03-22 06:10:00,9,10,43,4,43,109
2024-03-22 06:20:00,12,17,41,2,41,113
2024-03-22 06:30:00,18,22,48,6,47,141
2024-03-22 06:40:00,15,19,70,6,71,181
2024-03-22 06:50:00,17,20,49,5,51,142
2024-03-22 07:00:00,20,23,58,7,56,164
2024-03-22 07:10:00,27,30,70,8,61,196
2024-03-22 07:20:00,22,25,48,5,47,147
2024-03-22 07:30:00,23,29,69,7,71,199
2024-03-22 07:40:00,39,37,77,17,77,247
2024-03-22 07:50:00,32,37,69,8,67,213
2024-03-22 08:00:00,24,34,50,7,54,169
2024-03-22 08:10:00,23,26,55,8,58,170
2024-03-22 08:20:00,36,36,47,5,48,172
2024-03-22 08:30:00,20,22,64,4,67,177
2024-03-22 08:40:00,31,30,59,12,57,189
2024-03-22 08:50:00,29,32,48,7,49,165
2024-03-22 09:00:00,24,28,58,6,58,174
2024-03-22 09:10:00,26,31,47,4,49,157
2024-03-22 09:20:00,27,30,49,5,48,159
2024-03-22 09:30:00,23,26,40,5,42,136
2024-03-22 09:40:00,21,23,51,10,52,157
2024-03-22 09:50:00,20,25,44,2,45,136
2024-03-22 10:00:00,27,28,49,5,48,157
2024-03-22 10:10:00,24,30,37,5,43,139
2024-03-22 10:20:00,14,19,58,3,57,151
2024-03-22 10:30:00,12,14,52,6,52,136
2024-03-22 10:40:00,22,26,42,9,43,142
2024-03-22 10:50:00,16,19,45,4,50,134
