datetime,D31Z,D32Z,D41Z,D42Z,D43Z,Total
2024-03-03 01:00:00,4,4,5,0,5,18
2024-03-03 01:10:00,5,7,6,0,7,25
2024-03-03 01:20:00,13,14,6,0,10,43
2024-03-03 01:30:00,5,6,6,2,5,24
2024-03-03 01:40:00,3,5,7,0,6,21
2024-03-03 01:50:00,8,7,4,0,3,22
2024-03-03 02:00:00,5,6,1,0,1,13
2024-03-03 02:10:00,5,5,3,0,3,16
2024-03-03 02:20:00,5,5,3,0,5,18
2024-03-03 02:30:00,2,4,4,3,5,18
2024-03-03 02:40:00,3,3,5,0,6,17
2024-03-03 02:50:00,6,5,3,0,3,17
2024-03-03 03:00:00,5,6,2,0,2,15
2024-03-03 03:10:00,8,9,5,0,5,27
2024-03-03 03:20:00,3,5,1,0,2,11
2024-03-03 03:30:00,7,9,4,0,4,24
2024-03-03 03:40:00,2,2,5,0,6,15
2024-03-03 03:50:00,2,2,2,0,2,8
2024-03-03 04:00:00,4,4,3,1,3,15
2024-03-03 04:10:00,5,5,2,0,3,15
2024-03-03 04:20:00,5,4,4,0,5,18
2024-03-03 04:30:00,5,4,5,0,4,18
2024-03-03 04:40:00,5,6,4,0,5,20
2024-03-03 04:50:00,4,3,4,0,4,15
2024-03-03 05:00:00,1,2,6,0,7,16
2024-03-03 05:10:00,7,7,8,1,8,31
2024-03-03 05:20:00,4,5,8,0,9,26
2024-03-03 05:30:00,6,5,11,1,11,34
2024-03-03 05:40:00,6,8,12,2,13,41
2024-03-03 05:50:00,5,5,11,0,11,32
2024-03-03 06:00:00,8,6,9,0,9,32
2024-03-03 06:10:00,4,3,6,2,6,21
2024-03-03 06:20:00,5,5,10,0,12,32
2024-03-03 06:30:00,4,5,9,2,10,30
2024-03-03 06:40:00,2,3,6,1,6,18
2024-03-03 06:50:00,4,5,4,0,4,17
2024-03-03 07:00:00,5,6,4,2,4,21
2024-03-03 07:10:00,4,5,6,1,6,22
2024-03-03 07:20:00,4,4,6,1,7,22
2024-03-03 07:30:00,6,6,11,3,11,37
2024-03-03 07:40:00,8,4,4,1,4,21
2024-03-03 07:50:00,8,8,7,0,10,33
2024-03-03 08:00:00,7,7,8,0,7,29
2024-03-03 08:10:00,7,9,6,6,6,34
2024-03-03 08:20:00,14,15,10,3,11,53
2024-03-03 08:30:00,10,8,18,4,19,59
2024-03-03 08:40:00,8,10,14,3,16,51
2024-03-03 08:50:00,10,13,18,0,19,60
2024-03-03 09:00:00,10,10,12,3,12,47
2024-03-03 09:10:00,17,21,20,2,22,82
2024-03-03 09:20:00,20,22,24,1,26,93
2024-03-03 09:30:00,14,14,27,3,29,87
2024-03-03 09:40:00,19,17,27,4,26,93
2024-03-03 09:50:00,12,13,28,1,28,82
2024-03-03 10:00:00,11,15,30,3,30,89
2024-03-03 10:10:00,13,19,22,6,24,84
2024-03-03 10:20:00,27,29,18,0,19,93
2024-03-03 10:30:00,24,23,24,2,25,98
2024-03-03 10:40:00,22,23,24,2,22,93
2024-03-03 10:50:00,20,25,24,0,25,94
2024-03-03 11:00:00,21,21,22,0,24,88
2024-03-03 11:10:00,14,20,29,4,28,95
2024-03-03 11:20:00,19,24,23,0,25,91
2024-03-03 11:30:00,19,19,22,1,21,82
2024-03-03 11:40:00,24,26,27,5,28,110
2024-03-03 11:50:00,14,18,28,2,30,92
2024-03-03 12:00:00,17,26,22,3,24,92
2024-03-03 12:10:00,20,24,42,2,39,127
2024-03-03 12:20:00,22,26,45,0,48,141
2024-03-03 12:30:00,22,27,32,2,32,115
2024-03-03 12:40:00,21,22,38,2,37,120
2024-03-03 12:50:00,21,25,28,2,29,105
2024-03-03 13:00:00,16,18,29,1,29,93
2024-03-03 13:10:00,27,31,32,3,33,126
2024-03-03 13:20:00,18,26,33,4,34,115
2024-03-03 13:30:00,22,26,24,5,25,102
2024-03-03 13:40:00,18,30,37,5,39,129
2024-03-03 13:50:00,21,24,39,3,40,127
2024-03-03 14:00:00,31,30,43,6,42,152
2024-03-03 14:10:00,26,26,36,5,37,130
2024-03-03 14:20:00,26,33,35,5,35,134
2024-03-03 14:30:00,26,31,36,4,35,132
2024-03-03 14:40:00,29,29,36,5,38,137
2024-03-03 14:50:00,23,27,42,6,40,138
2024-03-03 15:00:00,20,29,32,8,32,121
2024-03-03 15:10:00,21,20,33,4,34,112
2024-03-03 15:20:00,30,39,41,5,45,160
2024-03-03 15:30:00,20,25,37,5,38,125
2024-03-03 15:40:00,22,26,34,2,36,120
2024-03-03 15:50:00,21,23,34,2,33,113
2024-03-03 16:00:00,17,22,21,3,22,85
2024-03-03 16:10:00,22,26,48,5,50,151
2024-03-03 16:20:00,26,29,38,3,39,135
2024-03-03 16:30:00,28,29,32,3,33,125
2024-03-03 16:40:00,27,26,36,1,39,129
2024-03-03 16:50:00,22,23,50,4,47,146
2024-03-03 17:00:00,25,27,41,4,44,141
2024-03-03 17:10:00,20,23,47,3,50,143
2024-03-03 17:20:00,17,23,38,8,37,123
2024-03-03 17:30:00,26,33,35,1,34,129
2024-03-03 17:40:00,28,29,35,4,37,133
2024-03-03 17:50:00,18,25,34,5,33,115
2024-03-03 18:00:00,21,24,35,2,36,118
2024-03-03 18:10:00,20,28,34,3,29,114
2024-03-03 18:20:00,23,32,31,3,33,122
2024-03-03 18:30:00,18,28,29,1,29,105
2024-03-03 18:40:00,13,19,37,3,36,108
2024-03-03 18:50:00,17,18,20,3,21,79
2024-03-03 19:00:00,11,16,32,6,31,96
2024-03-03 19:10:00,20,30,31,5,31,117
2024-03-03 19:20:00,26,31,26,0,36,119
2024-03-03 19:30:00,17,22,33,2,34,108
2024-03-03 19:40:00,15,23,26,4,27,95
2024-03-03 19:50:00,25,26,24,1,25,101
2024-03-03 20:00:00,25,33,27,2,30,117
2024-03-03 20:10:00,15,19,20,1,19,74
2024-03-03 20:20:00,13,17,33,3,36,102
2024-03-03 20:30:00,13,17,17,0,18,65
2024-03-03 20:40:00,18,19,29,0,31,97
2024-03-03 20:50:00,8,12,23,2,22,67
2024-03-03 21:00:00,12,15,13,2,13,55
2024-03-03 21:10:00,11,16,18,0,19,64
2024-03-03 21:20:00,3,6,11,2,13,35
2024-03-03 21:30:00,2,5,18,5,19,49
2024-03-03 21:40:00,7,9,16,0,16,48
2024-03-03 21:50:00,8,9,13,3,13,46
2024-03-03 22:00:00,8,11,16,3,18,56
2024-03-03 22:10:00,6,13,7,2,7,35
2024-03-03 22:20:00,4,5,12,0,13,34
2024-03-03 22:30:00,6,7,10,2,11,36
2024-03-03 22:40:00,5,4,5,0,5,19
2024-03-03 22:50:00,2,7,6,2,5,22
2024-03-03 23:00:00,5,7,8,1,10,31
2024-03-03 23:10:00,4,6,10,2,7,29
2024-03-03 23:20:00,1,2,7,0,11,21
2024-03-03 23:30:00,3,3,5,1,5,17
2024-03-03 23:40:00,4,4,7,1,7,23
2024-03-03 23:50:00,3,3,10,0,10,26
2024-03-04 00:00:00,0,0,6,3,6,15
2024-03-04 00:10:00,0,0,1,1,1,3
2024-03-04 00:20:00,1,1,3,1,3,9
2024-03-04 00:30:00,6,6,7,0,8,27
2024-03-04 00:40:00,1,2,4,1,3,11
2024-03-04 00:50:00,2,2,4,2,4,14
2024-03-04 01:00:00,2,3,2,0,2,9
2024-03-04 01:10:00,1,1,3,0,3,8
2024-03-04 01:20:00,3,3,5,0,6,17
2024-03-04 01:30:00,2,2,3,0,4,11
2024-03-04 01:40:00,2,4,2,0,2,10
2024-03-04 01:50:00,1,1,2,0,2,6
2024-03-04 02:00:00,1,1,6,0,6,14
2024-03-04 02:10:00,3,3,2,0,2,10
2024-03-04 02:20:00,4,6,3,0,4,17
2024-03-04 02:30:00,0,1,1,0,1,3
2024-03-04 02:40:00,0,0,0,1,0,1
2024-03-04 02:50:00,3,2,2,0,2,9
2024-03-04 03:00:00,0,0,2,0,2,4
2024-03-04 03:10:00,0,0,2,0,2,4
2024-03-04 03:20:00,0,1,1,0,1,3
2024-03-04 03:30:00,1,1,4,0,4,10
2024-03-04 03:40:00,0,1,6,0,7,14
2024-03-04 03:50:00,3,3,3,1,2,12
2024-03-04 04:00:00,1,2,4,0,6,13
2024-03-04 04:10:00,2,2,4,0,4,12
2024-03-04 04:20:00,0,1,2,0,2,5
2024-03-04 04:30:00,0,1,4,1,3,9
2024-03-04 04:40:00,2,2,4,0,5,13
2024-03-04 04:50:00,4,4,7,1,7,23
2024-03-04 05:00:00,5,4,10,0,10,29
2024-03-04 05:10:00,1,2,8,2,8,21
2024-03-04 05:20:00,4,4,23,1,25,57
2024-03-04 05:30:00,3,2,21,2,22,50
2024-03-04 05:40:00,12,12,34,4,43,105
2024-03-04 05:50:00,4,7,43,2,41,97
2024-03-04 06:00:00,14,14,44,4,47,123
2024-03-04 06:10:00,10,10,46,2,51,119
2024-03-04 06:20:00,18,18,47,2,45,130
2024-03-04 06:30:00,10,16,44,4,43,117
2024-03-04 06:40:00,10,13,70,5,71,169
2024-03-04 06:50:00,15,17,51,4,52,139
2024-03-04 07:00:00,17,17,61,3,65,163
2024-03-04 07:10:00,23,27,71,9,69,199
2024-03-04 07:20:00,23,20,63,5,64,175
2024-03-04 07:30:00,34,38,60,7,64,203
2024-03-04 07:40:00,36,34,74,2,73,219
2024-03-04 07:50:00,36,36,73,6,69,220
2024-03-04 08:00:00,37,37,59,12,61,206
2024-03-04 08:10:00,21,31,75,2,73,202
2024-03-04 08:20:00,34,37,55,5,56,187
2024-03-04 08:30:00,33,36,63,3,64,199
2024-03-04 08:40:00,22,37,55,9,56,179
2024-03-04 08:50:00,18,29,60,5,60,172
2024-03-04 09:00:00,32,30,53,7,52,174
2024-03-04 09:10:00,15,26,56,10,62,169
2024-03-04 09:20:00,29,26,57,4,56,172
2024-03-04 09:30:00,28,31,43,5,45,152
2024-03-04 09:40:00,24,27,51,8,50,160
2024-03-04 09:50:00,19,23,50,5,51,148
2024-03-04 10:00:00,15,18,37,5,41,116
2024-03-04 10:10:00,21,24,49,5,49,148
2024-03-04 10:20:00,17,21,36,2,37,113
2024-03-04 10:30:00,15,26,37,6,35,119
2024-03-04 10:40:00,22,25,46,6,49,148
2024-03-04 10:50:00,11,15,57,7,58,148
2024-03-04 11:00:00,15,19,39,8,41,122
2024-03-04 11:10:00,20,25,48,7,47,147
2024-03-04 11:20:00,13,16,35,1,36,101
2024-03-04 11:30:00,28,20,45,5,48,146
2024-03-04 11:40:00,17,23,39,4,40,123
2024-03-04 11:50:00,24,27,44,1,44,140
2024-03-04 12:00:00,15,19,42,2,39,117
2024-03-04 12:10:00,25,38,42,6,43,154
2024-03-04 12:20:00,22,30,43,4,42,141
2024-03-04 12:30:00,17,20,52,4,54,147
2024-03-04 12:40:00,21,24,51,6,53,155
2024-03-04 12:50:00,12,12,49,5,50,128
2024-03-04 13:00:00,25,33,37,3,38,136
2024-03-04 13:10:00,23,31,52,3,54,163
2024-03-04 13:20:00,23,27,44,3,42,139
2024-03-04 13:30:00,27,29,52,4,53,165
2024-03-04 13:40:00,25,27,40,3,41,136
2024-03-04 13:50:00,30,32,46,4,47,159
2024-03-04 14:00:00,18,22,41,4,43,128
2024-03-04 14:10:00,17,26,51,7,52,153
2024-03-04 14:20:00,19,24,37,3,35,118
2024-03-04 14:30:00,24,31,58,4,63,180
2024-03-04 14:40:00,25,30,41,4,48,148
2024-03-04 14:50:00,21,28,51,2,50,152
2024-03-04 15:00:00,25,30,54,6,57,172
2024-03-04 15:10:00,22,39,45,6,47,159
2024-03-04 15:20:00,27,37,50,3,50,167
2024-03-04 15:30:00,26,34,48,3,51,162
2024-03-04 15:40:00,27,32,57,2,60,178
2024-03-04 15:50:00,29,31,50,5,54,169
2024-03-04 16:00:00,27,36,64,7,64,198
2024-03-04 16:10:00,25,39,53,8,56,181
2024-03-04 16:20:00,35,37,48,3,53,176
2024-03-04 16:30:00,28,37,43,4,42,154
2024-03-04 16:40:00,22,28,56,4,63,173
2024-03-04 16:50:00,31,37,45,2,46,161
2024-03-04 17:00:00,31,38,47,6,46,168
2024-03-04 17:10:00,33,44,56,1,60,194
2024-03-04 17:20:00,34,41,43,5,44,167
2024-03-04 17:30:00,39,46,36,7,36,164
2024-03-04 17:40:00,42,46,52,8,55,203
2024-03-04 17:50:00,33,41,45,1,49,169
2024-03-04 18:00:00,27,38,38,5,39,147
2024-03-04 18:10:00,32,38,38,7,39,154
2024-03-04 18:20:00,26,31,58,1,62,178
2024-03-04 18:30:00,24,33,33,6,31,127
2024-03-04 18:40:00,29,34,36,5,39,143
2024-03-04 18:50:00,28,36,35,1,38,138
2024-03-04 19:00:00,22,27,31,3,33,116
2024-03-04 19:10:00,26,31,31,8,31,127
2024-03-04 19:20:00,21,32,28,0,31,112
2024-03-04 19:30:00,19,27,26,0,31,103
2024-03-04 19:40:00,11,16,19,4,20,70
2024-03-04 19:50:00,19,19,25,3,27,93
2024-03-04 20:00:00,13,16,25,2,27,83
2024-03-04 20:10:00,13,17,15,3,17,65
2024-03-04 20:20:00,15,24,28,4,30,101
2024-03-04 20:30:00,14,22,22,3,23,84
2024-03-04 20:40:00,11,18,19,3,21,72
2024-03-04 20:50:00,16,15,15,1,18,65
2024-03-04 21:00:00,8,9,24,2,26,69
2024-03-04 21:10:00,15,17,18,2,15,67
2024-03-04 21:20:00,16,18,14,3,17,68
2024-03-04 21:30:00,10,13,10,0,16,49
2024-03-04 21:40:00,13,13,7,0,11,44
