datetime,D41Z,V42Z,D71Z,D81Z,D82Z,V83Z,V84Z,D811Z,D812Z,V813Z,V814Z,D111Z,D112Z,V113Z,V114Z,D115Z,D121Z,D122Z,V123Z,V124Z,D125Z,D126Z,V521Z,Total
2024-03-26 12:10:00,37,11,8,22,0,17,5,0,37,28,1,49,0,22,14,48,67,35,7,24,88,21,0,541
2024-03-26 12:20:00,19,13,6,19,0,18,2,0,34,26,0,52,0,17,21,54,73,38,5,19,93,26,2,537
2024-03-26 12:30:00,19,9,10,34,0,18,6,0,54,32,0,46,0,12,13,57,108,37,11,21,96,22,0,605
2024-03-26 12:40:00,13,14,9,25,0,21,3,0,37,26,0,43,1,18,16,43,66,39,10,17,78,21,2,502
2024-03-26 12:50:00,16,16,9,25,0,16,2,0,42,25,3,47,0,29,15,51,69,43,24,15,110,1,1,559
2024-03-26 13:00:00,12,9,13,31,0,13,0,0,45,30,6,39,0,15,14,40,61,32,14,20,91,0,2,487
2024-03-26 13:10:00,10,10,9,33,0,10,3,0,42,36,1,41,1,16,22,46,66,35,12,18,105,24,0,540
2024-03-26 13:20:00,43,14,10,23,0,14,5,0,41,29,2,43,0,26,23,39,82,28,13,24,94,19,2,574
2024-03-26 13:30:00,57,15,8,28,3,20,2,1,48,40,1,43,0,31,28,50,69,33,13,21,99,18,0,628
2024-03-26 13:40:00,22,9,13,20,0,15,7,0,43,24,2,45,0,16,19,53,82,47,8,16,100,30,1,572
2024-03-26 13:50:00,21,16,10,34,3,12,7,0,54,36,4,44,0,23,27,44,53,26,18,18,81,17,0,548
2024-03-26 14:00:00,80,20,9,28,0,14,3,0,50,35,0,46,0,18,18,46,71,31,6,22,90,17,0,604
2024-03-26 14:10:00,15,10,12,32,3,21,1,0,45,32,0,63,0,38,27,67,73,33,21,29,98,20,0,640
2024-03-26 14:20:00,19,13,14,29,0,12,5,1,51,37,5,59,0,28,34,64,75,75,12,26,109,28,0,696
2024-03-26 14:30:00,30,12,14,23,0,21,2,0,33,34,0,52,0,22,15,56,63,37,15,24,92,21,0,566
2024-03-26 14:40:00,71,16,14,19,1,10,9,0,42,25,1,46,0,18,26,52,80,55,13,25,110,36,0,669
2024-03-26 14:50:00,67,12,11,28,0,23,5,1,52,36,3,54,0,13,16,56,83,33,6,23,114,20,0,656
2024-03-26 15:00:00,69,11,11,19,0,14,2,1,35,31,3,61,0,27,17,61,76,47,10,20,91,36,0,642
2024-03-26 15:10:00,74,12,12,35,3,1,4,1,52,30,15,49,1,21,25,71,114,61,11,15,91,32,0,730
2024-03-26 15:20:00,42,13,21,23,0,11,4,0,37,31,10,74,0,20,24,82,99,190,11,22,112,33,0,859
2024-03-26 15:30:00,18,12,5,23,0,13,5,0,39,24,49,67,0,16,14,71,91,42,13,26,109,30,0,667
2024-03-26 15:40:00,14,16,12,32,0,11,0,1,46,28,1,68,0,31,18,67,89,56,8,23,114,40,0,675
2024-03-26 15:50:00,26,11,16,30,2,1,4,0,45,28,0,68,0,23,15,75,81,53,5,17,108,35,0,643
2024-03-26 16:00:00,87,8,11,20,0,15,1,1,39,28,2,60,0,24,11,62,88,44,16,23,107,30,0,677
2024-03-26 16:10:00,144,5,10,14,0,0,4,0,18,17,5,80,0,16,19,80,89,57,11,22,116,50,0,757
2024-03-26 16:20:00,16,13,16,23,0,9,9,1,34,27,10,75,0,18,20,79,78,77,7,16,97,46,1,672
2024-03-26 16:30:00,127,13,12,25,1,8,6,2,47,28,7,60,0,20,15,68,84,37,6,22,103,31,0,722
2024-03-26 16:40:00,14,12,13,15,0,20,3,1,30,23,3,81,0,17,19,76,93,68,5,18,113,51,1,676
2024-03-26 16:50:00,21,12,8,20,3,17,8,1,36,29,3,70,0,16,24,72,84,163,9,18,106,37,0,757
2024-03-26 17:00:00,34,7,18,15,0,5,3,0,30,27,5,63,0,15,11,67,72,33,11,15,108,27,0,566
2024-03-26 17:10:00,21,7,26,18,1,19,6,0,31,24,1,69,0,17,18,65,90,65,5,17,112,54,1,667
2024-03-26 17:20:00,14,12,20,30,1,19,6,1,43,35,4,79,0,24,18,62,83,63,1,15,76,48,0,654
2024-03-26 17:30:00,10,6,13,26,0,11,6,0,35,25,3,63,0,19,24,73,83,51,6,16,117,40,0,627
2024-03-26 17:40:00,18,13,14,22,0,12,3,0,40,28,0,78,0,25,26,74,91,58,12,19,108,30,0,671
2024-03-26 17:50:00,17,15,9,23,0,14,5,1,35,30,2,82,0,21,22,72,80,53,11,25,107,38,1,663
2024-03-26 18:00:00,159,14,16,25,2,19,4,0,36,33,0,61,0,20,20,61,71,47,7,15,112,36,3,761
2024-03-26 18:10:00,23,11,11,23,0,14,2,3,36,26,3,73,0,16,13,75,80,71,4,7,95,57,0,643
2024-03-26 18:20:00,15,11,5,26,2,13,4,1,39,30,1,58,0,24,18,63,81,49,5,20,101,32,1,599
2024-03-26 18:30:00,11,21,8,23,2,21,4,3,34,29,2,58,0,19,20,63,74,53,16,24,103,26,0,614
2024-03-26 18:40:00,12,13,5,16,0,21,2,0,28,21,2,60,1,17,15,59,76,57,15,16,109,28,0,573
2024-03-26 18:50:00,13,14,7,14,0,20,5,0,27,22,1,44,1,21,5,54,62,36,11,17,87,21,1,483
2024-03-26 19:00:00,9,14,8,17,1,17,6,0,23,18,3,45,0,33,3,54,65,30,13,18,77,22,0,476
2024-03-26 19:10:00,66,17,4,18,3,19,2,2,31,34,0,62,0,21,22,66,73,32,11,17,82,20,0,602
2024-03-26 19:20:00,50,8,5,17,0,17,3,1,27,23,0,39,0,19,14,44,45,14,23,15,52,8,0,424
2024-03-26 19:30:00,6,6,8,20,2,18,4,0,25,24,0,43,0,22,20,42,50,28,13,15,73,13,0,432
2024-03-26 19:40:00,8,8,6,11,0,19,2,0,18,18,0,36,0,17,11,35,51,20,15,12,66,7,0,360
2024-03-26 19:50:00,34,13,4,8,0,15,2,0,17,16,1,31,0,20,11,39,49,16,16,12,69,9,0,382
2024-03-26 20:00:00,9,14,6,15,0,19,3,0,18,16,0,33,0,20,13,33,46,12,20,10,45,8,0,340
2024-03-26 20:10:00,14,11,4,10,1,11,2,0,23,26,0,24,0,19,12,27,54,16,17,16,64,10,0,361
2024-03-26 20:20:00,8,6,10,12,1,17,2,0,21,16,0,32,0,21,15,33,51,18,18,14,60,12,2,369
2024-03-26 20:30:00,7,11,6,9,0,18,5,0,15,14,2,17,0,18,10,14,40,16,18,13,52,5,0,290
2024-03-26 20:40:00,4,4,7,12,0,15,1,0,17,19,0,27,1,21,8,24,35,8,17,10,42,4,0,276
2024-03-26 20:50:00,12,10,7,15,0,23,2,0,21,22,3,18,0,10,11,21,27,6,15,6,30,3,0,262
2024-03-26 21:00:00,6,7,3,17,0,15,6,0,23,19,0,16,0,11,7,20,27,11,14,10,29,5,0,246
2024-03-26 21:10:00,6,6,4,12,0,12,1,0,19,16,0,16,2,8,9,15,35,13,16,9,45,3,2,249
2024-03-26 21:20:00,6,6,5,11,0,17,0,0,17,16,0,21,0,15,6,17,32,14,13,15,43,7,0,261
2024-03-26 21:30:00,1,7,2,9,0,13,0,0,10,8,0,21,0,17,9,22,32,9,15,10,35,5,0,225
2024-03-26 21:40:00,2,3,6,8,0,13,2,0,8,10,0,17,0,17,4,19,24,7,17,7,30,4,2,200
2024-03-26 21:50:00,12,3,5,15,0,9,6,0,19,21,0,23,0,18,8,23,41,10,18,10,51,4,0,296
2024-03-26 22:00:00,4,6,2,7,0,8,3,0,10,9,0,15,0,17,4,17,34,10,15,11,40,4,3,219
2024-03-26 22:10:00,5,6,3,12,0,13,0,0,17,16,0,17,0,17,4,13,35,9,15,8,42,2,2,236
2024-03-26 22:20:00,4,5,5,9,2,16,4,0,15,13,0,23,0,19,8,23,30,7,17,9,38,2,0,249
2024-03-26 22:30:00,47,3,3,8,0,16,0,0,11,12,0,11,0,12,7,16,25,4,20,4,26,1,3,229
2024-03-26 22:40:00,5,5,5,10,0,11,0,0,15,16,0,9,0,10,3,10,25,3,19,3,25,1,2,177
2024-03-26 22:50:00,8,8,3,10,0,11,2,0,17,12,0,9,0,10,5,11,25,3,17,3,26,4,6,190
2024-03-26 23:00:00,4,7,2,4,0,12,2,0,8,7,0,10,0,9,1,10,19,6,14,5,26,4,1,151
2024-03-26 23:10:00,6,8,1,6,0,7,3,0,10,14,0,12,0,11,5,13,22,10,12,9,26,6,0,181
2024-03-26 23:20:00,5,3,4,3,0,6,5,0,8,4,0,10,0,10,4,9,19,3,14,3,20,2,1,133
2024-03-26 23:30:00,2,3,1,8,0,10,2,0,10,14,0,10,0,8,5,10,14,3,14,4,16,3,0,137
2024-03-26 23:40:00,5,5,0,6,0,6,0,0,10,12,0,8,0,9,6,9,11,0,10,0,9,0,0,106
2024-03-26 23:50:00,0,0,0,4,0,4,2,0,6,5,0,11,0,10,7,14,8,5,7,5,11,3,0,102
2024-03-27 00:00:00,1,1,3,3,0,6,1,0,4,6,0,7,0,3,5,6,12,1,13,2,15,0,0,89
2024-03-27 00:10:00,3,3,0,1,0,4,0,0,4,4,0,6,0,7,1,8,10,2,10,3,12,1,0,79
2024-03-27 00:20:00,3,3,2,3,0,5,3,0,6,6,0,7,0,7,3,7,14,0,13,0,14,0,0,96
2024-03-27 00:30:00,1,2,1,1,0,3,1,0,2,3,0,7,0,7,1,6,4,0,4,0,5,1,0,49
2024-03-27 00:40:00,4,4,2,1,0,3,1,0,5,5,0,3,0,3,1,4,9,2,9,2,12,2,0,72
2024-03-27 00:50:00,0,0,1,1,0,4,0,0,0,0,0,2,0,2,3,1,6,1,4,1,6,2,0,34
2024-03-27 01:00:00,1,1,0,0,0,3,0,0,1,1,0,6,0,6,4,7,11,1,10,1,11,0,0,64
2024-03-27 01:10:00,0,4,0,1,0,1,1,0,0,0,0,4,0,2,2,5,4,2,4,2,7,0,0,39
2024-03-27 01:20:00,0,1,0,2,0,2,1,0,3,3,0,5,0,5,2,4,8,1,9,2,8,1,0,57
2024-03-27 01:30:00,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,3,0,3,0,3,0,0,17
2024-03-27 01:40:00,1,1,0,1,0,1,0,0,2,4,0,4,0,5,1,3,5,0,5,0,6,0,1,40
2024-03-27 01:50:00,2,2,1,1,0,2,0,0,3,4,0,1,0,1,0,1,4,0,4,0,4,0,0,30
2024-03-27 02:00:00,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,5,0,5,0,0,18
2024-03-27 02:10:00,0,0,0,2,0,3,1,0,1,2,0,4,1,3,2,4,9,0,6,2,6,1,0,47
2024-03-27 02:20:00,0,0,0,1,0,1,0,0,2,1,0,1,0,1,1,1,4,0,4,0,4,0,0,21
2024-03-27 02:30:00,0,0,4,3,0,5,0,0,1,1,0,0,0,0,1,2,6,0,6,1,6,0,0,36
2024-03-27 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,6
2024-03-27 02:50:00,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,4,0,4,0,1,17
2024-03-27 03:00:00,1,1,0,2,0,2,0,0,3,4,0,0,0,0,1,0,4,1,4,2,5,0,0,30
2024-03-27 03:10:00,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,9
2024-03-27 03:20:00,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,2,0,2,0,1,0,0,13
2024-03-27 03:30:00,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,3,0,3,0,3,0,0,17
2024-03-27 03:40:00,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,3,1,4,0,0,15
2024-03-27 03:50:00,1,2,1,1,0,1,2,0,2,2,0,3,0,3,3,3,4,0,4,0,4,0,1,37
2024-03-27 04:00:00,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2,1,4,0,3,0,4,0,0,19
2024-03-27 04:10:00,1,0,0,2,0,2,0,0,3,4,0,2,0,4,2,4,2,0,2,1,2,0,0,31
2024-03-27 04:20:00,2,2,0,2,0,1,1,0,4,5,0,1,0,1,2,2,5,2,7,2,8,1,0,48
2024-03-27 04:30:00,0,0,0,1,0,1,0,0,1,1,0,1,0,2,2,1,7,0,6,1,7,0,0,31
2024-03-27 04:40:00,2,3,0,3,0,3,1,0,5,6,0,2,0,4,0,2,3,0,2,0,3,0,0,39
2024-03-27 04:50:00,2,2,1,5,0,5,1,0,5,7,0,0,0,0,1,0,5,1,4,1,6,0,0,46
2024-03-27 05:00:00,3,3,0,3,0,3,1,0,8,8,0,0,0,0,1,1,4,0,4,0,3,0,0,42
2024-03-27 05:10:00,3,3,1,3,0,4,0,0,5,7,0,4,0,4,4,4,8,1,9,2,9,1,0,72
2024-03-27 05:20:00,3,3,2,6,0,5,1,0,9,8,0,2,0,3,6,2,14,0,12,3,14,1,0,94
2024-03-27 05:30:00,4,1,2,6,0,6,2,0,7,10,0,3,0,3,9,5,24,3,17,1,25,2,0,130
2024-03-27 05:40:00,5,5,2,8,0,11,0,0,13,12,0,7,0,7,8,6,24,7,13,8,29,4,0,169
2024-03-27 05:50:00,4,4,4,5,4,6,4,0,8,8,0,4,0,6,9,8,26,6,15,6,29,5,1,162
2024-03-27 06:00:00,7,5,3,5,0,9,2,0,12,10,0,9,0,6,9,9,25,12,20,10,34,7,0,194
2024-03-27 06:10:00,3,5,4,4,3,9,3,0,5,4,1,11,0,10,13,13,36,11,15,13,39,8,0,210
2024-03-27 06:20:00,7,4,2,9,0,13,2,0,15,14,3,12,0,10,14,12,39,6,16,9,49,8,0,244
2024-03-27 06:30:00,7,5,3,9,0,11,2,0,16,10,5,11,0,10,10,12,44,18,19,13,60,16,1,282
2024-03-27 06:40:00,7,5,1,8,0,12,3,0,16,15,2,12,0,14,4,17,44,18,20,12,57,19,0,286
2024-03-27 06:50:00,15,10,8,16,2,13,6,0,30,21,0,20,0,18,18,22,41,24,15,24,54,20,0,377
2024-03-27 07:00:00,19,13,5,26,0,12,2,0,36,33,2,15,0,12,9,16,44,22,14,14,62,10,0,366
2024-03-27 07:10:00,13,9,4,15,0,9,2,0,27,17,0,15,1,12,11,14,55,22,17,17,70,18,0,348
2024-03-27 07:20:00,14,14,6,18,0,12,3,0,33,23,2,23,0,17,9,22,41,15,14,14,57,11,0,348
2024-03-27 07:30:00,25,11,8,21,0,17,2,0,30,19,0,19,0,15,11,24,74,25,13,15,92,14,2,437
2024-03-27 07:40:00,18,10,12,23,1,24,4,0,41,33,0,33,1,19,20,37,61,37,14,15,86,25,0,514
2024-03-27 07:50:00,29,12,8,24,1,27,4,0,46,30,3,23,0,17,14,22,65,28,11,15,76,18,0,473
2024-03-27 08:00:00,29,12,6,17,0,21,4,0,38,32,4,20,1,20,15,22,45,12,12,15,55,9,2,391
2024-03-27 08:10:00,10,8,6,21,0,15,4,0,32,25,0,18,0,13,12,27,36,17,20,15,58,9,1,347
2024-03-27 08:20:00,16,8,6,23,0,14,3,0,38,31,1,33,0,13,4,35,53,31,17,17,68,14,1,426
2024-03-27 08:30:00,37,10,7,32,2,17,6,0,52,23,3,28,0,16,5,27,46,22,16,13,64,12,0,438
2024-03-27 08:40:00,18,14,10,14,2,26,9,0,32,31,0,23,0,17,5,27,44,30,10,22,76,23,0,433
2024-03-27 08:50:00,17,12,10,25,0,11,1,0,42,35,0,30,1,16,9,31,59,29,12,15,65,19,2,441
2024-03-27 09:00:00,10,9,13,22,0,12,5,2,29,21,2,24,0,18,17,34,48,27,15,22,60,19,0,409
2024-03-27 09:10:00,9,10,10,34,2,11,8,0,43,26,0,26,0,16,7,25,55,26,6,17,74,17,0,422
2024-03-27 09:20:00,23,11,6,21,2,17,4,0,33,29,0,23,0,15,11,24,54,25,10,11,76,19,1,415
2024-03-27 09:30:00,328,13,9,27,0,24,0,1,43,36,0,24,0,19,12,30,46,24,8,16,63,14,2,739
2024-03-27 09:40:00,19,10,8,30,2,20,6,1,50,34,2,33,0,21,16,30,57,34,15,21,72,19,3,503
2024-03-27 09:50:00,24,17,7,26,0,17,4,1,44,25,1,26,0,20,12,28,55,143,14,16,80,22,0,582
2024-03-27 10:00:00,32,11,8,24,2,15,5,0,57,32,1,31,0,18,13,31,59,27,13,20,82,12,0,493
2024-03-27 10:10:00,20,8,3,29,0,25,1,1,48,30,5,35,0,21,10,38,55,29,10,16,79,13,1,477
2024-03-27 10:20:00,22,10,10,24,4,27,8,1,39,34,0,38,0,24,11,45,71,37,12,17,93,24,2,553
2024-03-27 10:30:00,16,15,10,27,0,26,6,0,45,30,1,25,0,22,8,28,62,33,8,21,83,22,0,488
2024-03-27 10:40:00,18,12,11,28,0,15,2,0,46,29,1,39,0,19,11,41,72,34,15,20,95,18,3,529
2024-03-27 10:50:00,58,11,14,32,0,15,7,0,52,27,0,38,0,26,10,39,53,31,14,22,86,17,1,553
2024-03-27 11:00:00,76,11,19,24,2,17,8,0,42,25,0,30,0,15,11,37,69,23,18,16,85,17,1,546
2024-03-27 11:10:00,13,11,11,25,1,12,5,0,38,27,3,34,1,20,14,35,56,33,10,18,76,19,0,462
2024-03-27 11:20:00,19,13,8,35,1,19,15,0,52,40,1,42,1,22,16,45,61,40,7,16,86,13,0,552
2024-03-27 11:30:00,37,13,12,26,0,17,7,0,46,30,0,41,0,19,9,42,56,32,14,10,85,20,0,516
2024-03-27 11:40:00,19,11,7,28,0,16,3,1,45,32,0,44,2,25,16,45,71,37,14,26,97,20,0,559
2024-03-27 11:50:00,12,9,11,30,0,17,6,2,39,26,0,33,0,10,6,37,64,32,13,17,88,15,1,468
2024-03-27 12:00:00,23,12,6,27,0,20,4,0,53,32,0,49,0,22,10,59,61,35,17,24,87,16,6,563
2024-03-27 12:10:00,42,10,9,29,0,12,9,0,53,27,0,54,0,18,19,55,68,43,12,14,87,25,0,586
2024-03-27 12:20:00,14,9,5,25,1,18,2,0,35,26,0,50,1,27,22,52,74,38,8,20,98,25,0,550
2024-03-27 12:30:00,17,12,3,26,0,23,6,2,45,30,2,48,0,26,13,47,59,27,16,12,87,17,0,518
2024-03-27 12:40:00,79,9,13,28,0,6,5,1,43,22,0,33,1,22,9,42,210,46,5,20,86,19,4,703
2024-03-27 12:50:00,47,16,15,26,1,15,17,2,45,29,2,39,1,18,20,50,67,39,11,21,110,18,2,611
2024-03-27 13:00:00,60,12,6,28,0,19,2,0,48,35,0,43,0,20,22,35,66,30,10,21,84,11,2,554
2024-03-27 13:10:00,16,12,8,24,0,11,3,2,42,23,0,49,0,19,20,52,61,42,12,25,100,23,0,544
2024-03-27 13:20:00,62,10,8,27,0,21,5,0,35,26,3,50,0,23,23,52,74,42,10,22,95,22,4,614
2024-03-27 13:30:00,143,10,6,33,2,12,4,0,52,33,2,44,0,20,16,50,74,46,8,18,98,32,1,704
2024-03-27 13:40:00,65,14,12,26,2,17,1,0,42,26,0,47,1,24,14,46,74,36,11,19,92,22,2,593
2024-03-27 13:50:00,54,11,11,29,5,22,6,1,51,32,3,49,1,22,20,52,75,39,11,16,103,16,0,629
2024-03-27 14:00:00,58,14,7,19,0,14,1,0,37,25,0,43,0,15,20,39,73,38,10,17,97,20,0,547
2024-03-27 14:10:00,15,9,10,26,1,19,1,0,41,33,1,52,0,16,19,60,71,33,6,22,96,19,1,551
2024-03-27 14:20:00,19,15,17,20,1,36,8,1,33,32,3,56,1,14,20,60,74,42,15,17,91,29,2,606
2024-03-27 14:30:00,22,13,10,35,0,14,5,0,56,46,3,38,0,23,19,43,76,49,7,20,105,30,1,615
2024-03-27 14:40:00,13,14,13,23,0,18,4,2,37,25,0,43,1,22,18,51,85,56,8,20,90,38,1,582
2024-03-27 14:50:00,21,7,15,27,2,14,3,0,48,25,0,51,0,21,26,55,135,49,11,23,114,35,3,685
2024-03-27 15:00:00,13,11,8,24,2,19,4,1,34,25,0,62,0,30,33,66,111,45,14,24,105,25,1,657
2024-03-27 15:10:00,41,10,7,29,4,18,2,2,44,36,1,93,0,18,21,62,83,49,9,17,91,35,0,672
2024-03-27 15:20:00,26,14,11,22,0,20,4,0,36,30,0,69,1,12,18,65,72,54,6,14,88,42,1,605
2024-03-27 15:30:00,17,11,8,26,1,8,3,2,32,29,1,77,0,25,29,79,74,49,15,20,99,37,1,643
2024-03-27 15:40:00,20,17,19,29,0,7,2,0,51,32,0,78,0,14,23,81,83,57,7,23,99,34,1,677
2024-03-27 15:50:00,17,8,15,29,0,5,3,0,48,34,3,71,0,8,19,74,80,46,5,16,95,39,2,617
2024-03-27 16:00:00,12,10,9,29,33,3,4,0,39,21,0,89,0,22,26,87,104,58,11,18,120,33,0,728
2024-03-27 16:10:00,22,10,13,22,0,12,6,0,37,27,0,79,0,23,27,87,98,49,13,27,127,29,2,710
2024-03-27 16:20:00,12,9,15,21,0,9,5,0,35,26,1,57,0,12,23,61,85,46,14,20,121,38,2,612
2024-03-27 16:30:00,20,12,11,20,0,23,6,2,39,38,1,89,1,8,31,90,94,61,6,27,116,35,0,730
2024-03-27 16:40:00,17,12,9,30,2,0,6,0,45,32,1,72,1,15,11,66,218,49,6,21,100,37,0,750
2024-03-27 16:50:00,17,15,15,33,0,2,3,0,50,32,4,69,0,11,4,88,70,57,3,13,95,52,2,635
2024-03-27 17:00:00,12,12,13,28,2,6,5,0,40,23,3,87,0,10,21,83,96,66,3,17,100,46,1,674
2024-03-27 17:10:00,14,9,8,32,3,19,7,2,46,23,1,79,1,17,15,72,78,53,15,21,97,47,1,660
2024-03-27 17:20:00,14,6,16,25,0,14,7,0,35,19,1,72,0,11,11,71,69,54,8,16,94,43,4,590
2024-03-27 17:30:00,17,10,14,17,0,23,5,0,31,16,2,70,0,40,23,72,104,58,12,32,124,37,3,710
2024-03-27 17:40:00,11,12,7,18,2,18,3,1,27,15,3,74,3,19,25,76,114,39,12,20,96,28,1,624
2024-03-27 17:50:00,17,13,8,46,0,14,9,4,46,23,0,69,1,18,19,70,89,59,7,18,123,41,1,695
2024-03-27 18:00:00,14,12,9,29,0,7,5,0,42,23,0,80,1,15,30,80,80,50,9,18,98,34,2,638
2024-03-27 18:10:00,20,9,17,21,0,22,2,1,43,17,0,67,0,27,18,73,79,55,7,13,115,43,3,652
2024-03-27 18:20:00,18,8,12,24,0,18,11,0,42,18,2,61,0,19,17,59,239,51,6,14,85,45,4,753
2024-03-27 18:30:00,49,14,10,24,1,19,3,0,35,22,1,53,0,22,21,62,92,53,18,27,113,29,5,673
2024-03-27 18:40:00,15,16,9,32,2,19,3,0,43,22,3,68,0,24,17,63,69,43,8,20,102,30,5,613
2024-03-27 18:50:00,15,11,8,23,3,19,5,1,37,20,0,50,0,21,15,51,59,28,13,15,82,16,3,495
2024-03-27 19:00:00,5,5,12,25,3,18,2,0,24,17,0,50,0,24,17,57,62,28,21,18,74,18,3,483
2024-03-27 19:10:00,8,7,4,12,0,17,7,0,19,14,0,39,0,26,11,36,64,22,21,17,78,11,0,413
2024-03-27 19:20:00,10,10,7,19,1,27,6,1,27,19,2,50,0,28,14,48,62,14,17,14,81,8,1,466
2024-03-27 19:30:00,10,13,4,11,1,13,1,0,23,18,1,30,0,24,9,36,39,16,18,16,56,8,2,349
2024-03-27 19:40:00,7,9,3,15,0,23,2,0,21,13,5,38,0,24,21,35,55,24,16,21,72,15,1,420
2024-03-27 19:50:00,8,10,6,18,0,14,1,0,26,15,1,36,0,23,15,39,53,27,14,20,71,18,0,415
2024-03-27 20:00:00,14,7,6,8,0,16,1,0,17,17,0,33,1,19,5,32,44,15,20,14,53,7,0,329
2024-03-27 20:10:00,14,10,12,8,0,13,1,0,22,16,1,36,0,17,10,36,59,18,16,14,71,8,0,382
2024-03-27 20:20:00,7,7,0,18,0,12,3,0,25,16,0,22,0,16,8,24,38,9,17,10,44,4,0,280
2024-03-27 20:30:00,8,8,4,15,0,13,4,0,24,17,0,26,0,19,9,28,37,8,13,7,39,2,0,281
2024-03-27 20:40:00,5,7,9,15,0,19,4,0,19,16,2,23,0,21,9,23,34,11,18,10,45,6,3,299
2024-03-27 20:50:00,8,4,4,16,0,15,2,0,23,16,0,19,0,13,9,24,50,12,23,9,54,7,0,308
2024-03-27 21:00:00,4,5,3,12,2,14,4,0,14,11,0,19,0,15,7,25,28,6,17,5,30,2,1,224
2024-03-27 21:10:00,9,10,6,11,0,16,2,0,20,18,0,28,0,18,5,29,29,8,21,8,35,6,1,280
2024-03-27 21:20:00,6,7,6,14,0,14,3,0,21,12,1,22,0,18,7,17,38,14,19,13,52,7,0,291
2024-03-27 21:30:00,6,6,4,12,0,17,2,0,19,15,2,19,0,20,2,20,37,12,15,10,46,8,0,272
2024-03-27 21:40:00,4,5,5,11,0,16,6,0,15,14,3,19,0,13,11,16,32,7,19,10,37,3,2,248
2024-03-27 21:50:00,4,3,3,15,2,11,1,0,19,13,1,26,0,14,8,26,33,8,14,8,41,7,2,259
2024-03-27 22:00:00,6,8,3,11,0,13,2,0,16,14,0,24,0,19,6,25,48,23,15,15,62,9,1,320
2024-03-27 22:10:00,9,4,1,11,1,7,2,0,21,12,0,20,0,16,12,27,132,6,17,7,48,4,0,357
2024-03-27 22:20:00,3,4,5,11,0,11,1,0,14,14,1,19,0,9,4,14,33,12,19,8,41,4,2,229
2024-03-27 22:30:00,3,4,3,5,0,10,1,0,8,7,0,18,0,14,4,15,23,8,16,9,36,4,2,190
2024-03-27 22:40:00,5,8,1,8,0,12,1,0,12,13,0,14,0,14,7,13,29,4,13,5,24,3,0,186
2024-03-27 22:50:00,2,2,2,3,0,9,2,0,6,7,0,17,0,17,5,17,23,5,20,5,30,1,1,174
2024-03-27 23:00:00,3,4,0,7,0,10,6,0,10,14,0,14,0,12,6,18,21,7,15,7,23,3,1,181
2024-03-27 23:10:00,1,0,3,10,0,11,2,0,11,10,0,14,0,12,2,16,16,6,13,7,23,4,0,161
2024-03-27 23:20:00,4,5,0,12,0,10,1,0,16,16,0,12,0,8,7,11,15,1,13,1,17,1,3,153
2024-03-27 23:30:00,1,2,2,8,0,11,2,0,8,6,0,10,0,9,6,11,11,2,11,2,13,0,0,115
2024-03-27 23:40:00,3,5,0,4,0,8,2,0,8,6,1,13,0,8,4,12,7,0,8,0,10,0,1,100
2024-03-27 23:50:00,2,1,1,5,0,11,2,0,5,6,0,7,0,9,3,10,16,1,12,1,12,1,1,106
2024-03-28 00:00:00,2,3,2,8,0,9,2,0,10,12,0,0,0,0,1,0,9,1,8,1,9,1,0,78
2024-03-28 00:10:00,2,1,1,2,0,9,1,0,5,7,0,8,0,9,3,6,10,1,9,1,13,1,0,89
2024-03-28 00:20:00,1,1,1,1,1,7,3,0,1,2,0,5,0,4,3,5,11,2,11,2,13,1,0,75
2024-03-28 00:30:00,1,2,2,4,0,7,1,0,6,7,1,4,0,4,4,5,10,3,10,3,13,2,0,89
2024-03-28 00:40:00,3,2,2,4,0,5,3,0,8,8,0,6,0,8,6,8,8,0,7,0,8,0,0,86
2024-03-28 00:50:00,2,3,1,3,0,4,0,0,4,5,0,2,0,1,2,1,6,1,6,1,7,1,0,50
2024-03-28 01:00:00,1,2,1,2,0,2,0,1,3,4,0,2,1,1,1,1,13,0,12,0,12,0,2,61
2024-03-28 01:10:00,1,3,1,1,0,2,0,0,2,2,0,2,0,3,4,4,9,0,9,0,8,1,0,52
2024-03-28 01:20:00,1,1,1,5,0,9,2,0,6,9,0,1,0,1,1,2,6,0,6,0,6,0,0,57
2024-03-28 01:30:00,1,1,0,1,0,4,0,0,2,1,0,3,0,3,1,3,6,0,5,0,6,0,0,37
2024-03-28 01:40:00,2,2,0,1,0,1,0,0,3,5,0,3,0,4,3,4,7,0,6,0,7,0,1,49
2024-03-28 01:50:00,0,0,0,3,0,3,1,0,3,4,0,1,0,0,0,0,2,0,2,0,2,0,0,21
