datetime,V51Z,V52Z,V111Z,V112Z,D53Z,D113Z,Total
2024-03-01 09:40:00,1,36,38,12,55,34,176
2024-03-01 09:50:00,1,37,37,18,46,33,172
2024-03-01 10:00:00,3,37,28,14,44,35,161
2024-03-01 10:10:00,2,34,32,16,43,37,164
2024-03-01 10:20:00,3,37,24,15,57,24,160
2024-03-01 10:30:00,2,26,41,9,30,45,153
2024-03-01 10:40:00,5,39,33,15,48,39,179
2024-03-01 10:50:00,3,40,33,14,48,43,181
2024-03-01 11:00:00,3,29,30,15,34,39,150
2024-03-01 11:10:00,2,35,40,11,41,39,168
2024-03-01 11:20:00,2,29,43,14,37,47,172
2024-03-01 11:30:00,3,28,39,13,30,53,166
2024-03-01 11:40:00,3,34,29,17,54,39,176
2024-03-01 11:50:00,2,34,39,11,42,49,177
2024-03-01 12:00:00,3,33,43,19,38,49,185
2024-03-01 12:10:00,7,33,32,14,39,53,178
2024-03-01 12:20:00,3,50,34,14,61,50,212
2024-03-01 12:30:00,4,26,49,17,27,60,183
2024-03-01 12:40:00,4,46,53,13,60,61,237
2024-03-01 12:50:00,2,40,43,20,58,63,226
2024-03-01 13:00:00,1,40,51,24,54,69,239
2024-03-01 13:10:00,1,21,33,12,23,41,131
2024-03-01 13:20:00,3,30,40,22,52,63,210
2024-03-01 13:30:00,1,36,48,20,44,66,215
2024-03-01 13:40:00,3,34,44,18,52,69,220
2024-03-01 13:50:00,2,40,49,15,48,60,214
2024-03-01 14:00:00,1,32,69,16,42,85,245
2024-03-01 14:10:00,1,32,56,12,48,86,235
2024-03-01 14:20:00,8,37,54,21,58,84,262
2024-03-01 14:30:00,3,37,53,15,47,88,243
2024-03-01 14:40:00,1,36,54,16,52,84,243
2024-03-01 14:50:00,5,55,59,19,58,70,266
2024-03-01 15:00:00,4,36,49,14,42,69,214
2024-03-01 15:10:00,0,37,69,18,46,85,255
2024-03-01 15:20:00,2,28,56,14,54,84,238
2024-03-01 15:30:00,1,44,72,16,60,94,287
2024-03-01 15:40:00,5,24,72,17,36,85,239
2024-03-01 15:50:00,1,34,41,13,43,50,182
2024-03-01 16:00:00,2,24,42,12,34,53,167
2024-03-01 16:10:00,3,39,67,23,51,82,265
2024-03-01 16:20:00,3,39,58,22,47,87,256
2024-03-01 16:30:00,7,45,56,18,66,81,273
2024-03-01 16:40:00,5,36,53,12,53,74,233
2024-03-01 16:50:00,4,44,45,16,58,63,230
2024-03-01 17:00:00,5,48,58,22,56,78,267
2024-03-01 17:10:00,4,45,73,17,52,95,286
2024-03-01 17:20:00,2,33,46,14,47,65,207
2024-03-01 17:30:00,2,47,50,17,50,62,228
2024-03-01 17:40:00,2,42,51,15,49,74,233
2024-03-01 17:50:00,1,39,52,12,53,75,232
2024-03-01 18:00:00,3,31,36,12,41,58,181
2024-03-01 18:10:00,3,29,51,8,36,75,202
2024-03-01 18:20:00,4,69,47,20,57,66,263
2024-03-01 18:30:00,4,83,59,18,56,64,284
2024-03-01 18:40:00,2,76,64,17,53,68,280
2024-03-01 18:50:00,3,63,60,14,39,65,244
2024-03-01 19:00:00,5,55,44,20,40,46,210
2024-03-01 19:10:00,5,52,40,11,31,46,185
2024-03-01 19:20:00,8,65,58,17,39,53,240
2024-03-01 19:30:00,7,65,41,17,51,40,221
2024-03-01 19:40:00,3,59,45,18,34,50,209
2024-03-01 19:50:00,4,48,53,14,28,45,192
2024-03-01 20:00:00,0,43,36,10,22,35,146
2024-03-01 20:10:00,3,37,49,12,21,38,160
2024-03-01 20:20:00,2,28,27,9,16,28,110
2024-03-01 20:30:00,3,23,34,7,14,32,113
2024-03-01 20:40:00,3,39,39,6,23,27,137
2024-03-01 20:50:00,0,30,27,9,16,22,104
2024-03-01 21:00:00,1,35,38,17,21,32,144
2024-03-01 21:10:00,8,49,28,9,34,31,159
2024-03-01 21:20:00,0,26,41,11,14,32,124
2024-03-01 21:30:00,2,25,28,8,15,19,97
2024-03-01 21:40:00,3,18,36,5,10,36,108
2024-03-01 21:50:00,3,31,23,6,17,17,97
2024-03-01 22:00:00,1,26,23,7,14,17,88
2024-03-01 22:10:00,3,39,37,11,22,30,142
2024-03-01 22:20:00,2,40,40,3,23,31,139
2024-03-01 22:30:00,2,35,31,5,22,25,120
2024-03-01 22:40:00,4,12,33,7,7,27,90
2024-03-01 22:50:00,1,27,26,4,17,25,100
2024-03-01 23:00:00,2,16,32,4,10,24,88
2024-03-01 23:10:00,1,14,20,5,9,14,63
2024-03-01 23:20:00,2,12,23,4,8,16,65
2024-03-01 23:30:00,2,25,30,3,13,21,94
2024-03-01 23:40:00,0,17,24,6,10,19,76
2024-03-01 23:50:00,0,17,21,6,10,14,68
2024-03-02 00:00:00,1,18,20,4,13,14,70
2024-03-02 00:10:00,0,15,16,4,10,10,55
2024-03-02 00:20:00,2,10,23,6,6,13,60
2024-03-02 00:30:00,0,4,18,1,2,15,40
2024-03-02 00:40:00,0,8,14,1,4,10,37
2024-03-02 00:50:00,0,13,14,1,7,11,46
2024-03-02 01:00:00,2,10,14,2,5,10,43
2024-03-02 01:10:00,1,10,12,2,5,7,37
2024-03-02 01:20:00,0,2,12,3,1,8,26
2024-03-02 01:30:00,1,4,9,5,2,4,25
2024-03-02 01:40:00,0,3,9,1,2,7,22
2024-03-02 01:50:00,0,8,7,1,4,8,28
2024-03-02 02:00:00,0,5,5,4,3,4,21
2024-03-02 02:10:00,2,2,9,1,1,4,19
2024-03-02 02:20:00,0,10,6,3,5,3,27
2024-03-02 02:30:00,0,4,6,2,2,4,18
2024-03-02 02:40:00,0,2,4,2,2,2,12
2024-03-02 02:50:00,0,2,12,1,2,8,25
2024-03-02 03:00:00,0,8,10,5,4,6,33
2024-03-02 03:10:00,0,5,5,1,3,4,18
2024-03-02 03:20:00,1,2,7,0,1,4,15
2024-03-02 03:30:00,0,8,0,0,4,0,12
2024-03-02 03:40:00,0,2,5,1,1,2,11
2024-03-02 03:50:00,0,8,5,1,4,4,22
2024-03-02 04:00:00,0,8,6,2,4,2,22
2024-03-02 04:10:00,0,4,7,3,2,3,19
2024-03-02 04:20:00,1,5,10,2,7,6,31
2024-03-02 04:30:00,0,4,4,2,2,2,14
2024-03-02 04:40:00,0,4,1,1,2,1,9
2024-03-02 04:50:00,0,8,2,0,5,2,17
2024-03-02 05:00:00,1,18,16,1,11,11,58
2024-03-02 05:10:00,1,17,7,3,10,4,42
2024-03-02 05:20:00,1,21,8,3,12,5,50
2024-03-02 05:30:00,0,17,10,3,9,4,43
2024-03-02 05:40:00,1,17,5,1,11,4,39
2024-03-02 05:50:00,1,11,8,0,9,7,36
2024-03-02 06:00:00,0,12,11,4,7,7,41
2024-03-02 06:10:00,1,10,20,5,5,10,51
2024-03-02 06:20:00,1,24,13,2,15,7,62
2024-03-02 06:30:00,2,21,7,1,12,5,48
2024-03-02 06:40:00,2,17,12,2,11,6,50
2024-03-02 06:50:00,1,17,13,3,12,11,57
2024-03-02 07:00:00,0,23,6,1,25,6,61
2024-03-02 07:10:00,1,20,6,6,15,6,54
2024-03-02 07:20:00,3,19,13,2,17,14,68
2024-03-02 07:30:00,0,20,16,5,18,20,79
2024-03-02 07:40:00,2,27,18,1,32,17,97
2024-03-02 07:50:00,1,24,17,3,31,14,90
2024-03-02 08:00:00,1,17,11,6,16,13,64
2024-03-02 08:10:00,1,31,17,2,29,20,100
2024-03-02 08:20:00,3,28,12,7,28,14,92
2024-03-02 08:30:00,1,24,17,5,27,19,93
2024-03-02 08:40:00,1,31,23,2,33,23,113
2024-03-02 08:50:00,3,25,27,4,29,29,117
2024-03-02 09:00:00,0,30,21,4,35,21,111
2024-03-02 09:10:00,3,36,19,5,42,25,130
2024-03-02 09:20:00,1,42,28,9,55,29,164
2024-03-02 09:30:00,1,36,30,6,48,33,154
2024-03-02 09:40:00,4,42,35,13,49,43,186
2024-03-02 09:50:00,7,37,34,16,43,35,172
2024-03-02 10:00:00,1,62,29,15,75,32,214
2024-03-02 10:10:00,1,40,31,12,54,34,172
2024-03-02 10:20:00,3,45,31,10,59,43,191
2024-03-02 10:30:00,0,38,30,17,54,35,174
2024-03-02 10:40:00,2,41,39,8,69,43,202
2024-03-02 10:50:00,2,45,37,13,72,45,214
2024-03-02 11:00:00,2,35,39,7,64,48,195
2024-03-02 11:10:00,1,48,30,11,58,38,186
2024-03-02 11:20:00,5,46,33,7,49,41,181
2024-03-02 11:30:00,2,37,28,18,42,34,161
2024-03-02 11:40:00,2,36,41,18,46,42,185
2024-03-02 11:50:00,2,43,32,10,46,58,191
2024-03-02 12:00:00,4,41,38,18,49,48,198
2024-03-02 12:10:00,4,39,45,13,49,65,215
2024-03-02 12:20:00,4,33,30,13,49,45,174
2024-03-02 12:30:00,16,14,47,11,20,56,164
2024-03-02 12:40:00,23,8,56,13,20,67,187
2024-03-02 12:50:00,2,36,32,13,56,53,192
2024-03-02 13:00:00,1,38,45,17,75,53,229
2024-03-02 13:10:00,2,41,45,8,41,57,194
2024-03-02 13:20:00,7,59,54,14,79,59,272
2024-03-02 13:30:00,0,29,38,12,46,34,159
2024-03-02 13:40:00,2,53,58,18,61,56,248
2024-03-02 13:50:00,5,57,48,9,80,59,258
2024-03-02 14:00:00,1,28,45,13,37,58,182
2024-03-02 14:10:00,1,50,43,19,74,54,241
2024-03-02 14:20:00,1,34,40,12,42,61,190
2024-03-02 14:30:00,1,42,42,12,51,52,200
2024-03-02 14:40:00,6,42,53,9,52,71,233
2024-03-02 14:50:00,4,38,62,8,46,80,238
2024-03-02 15:00:00,4,40,41,14,44,55,198
2024-03-02 15:10:00,2,34,44,16,59,56,211
2024-03-02 15:20:00,2,49,43,8,48,58,208
2024-03-02 15:30:00,3,41,40,12,45,54,195
2024-03-02 15:40:00,1,36,35,15,45,58,190
2024-03-02 15:50:00,2,24,38,14,39,62,179
2024-03-02 16:00:00,3,30,35,8,45,53,174
2024-03-02 16:10:00,1,40,23,8,47,51,170
2024-03-02 16:20:00,1,31,10,6,31,42,121
2024-03-02 16:30:00,6,30,22,6,36,51,151
2024-03-02 16:40:00,3,36,39,7,43,56,184
2024-03-02 16:50:00,1,43,56,15,53,74,242
2024-03-02 17:00:00,2,33,47,10,54,68,214
2024-03-02 17:10:00,3,27,34,14,42,57,177
2024-03-02 17:20:00,4,32,45,22,37,55,195
2024-03-02 17:30:00,1,41,42,12,47,65,208
2024-03-02 17:40:00,5,48,23,11,55,63,205
2024-03-02 17:50:00,4,43,42,13,42,69,213
2024-03-02 18:00:00,3,44,45,11,61,69,233
2024-03-02 18:10:00,4,40,37,15,51,58,205
2024-03-02 18:20:00,8,53,47,14,53,43,218
2024-03-02 18:30:00,2,81,60,9,50,55,257
2024-03-02 18:40:00,4,73,38,14,42,36,207
2024-03-02 18:50:00,1,47,43,7,28,42,168
2024-03-02 19:00:00,2,63,46,17,41,46,215
2024-03-02 19:10:00,6,64,49,12,36,48,215
2024-03-02 19:20:00,4,53,43,12,39,35,186
2024-03-02 19:30:00,1,36,35,11,21,45,149
2024-03-02 19:40:00,3,43,42,8,23,43,162
2024-03-02 19:50:00,1,33,42,14,23,43,156
2024-03-02 20:00:00,2,37,41,15,20,39,154
2024-03-02 20:10:00,4,39,41,6,21,44,155
2024-03-02 20:20:00,3,27,43,12,18,33,136
2024-03-02 20:30:00,2,23,33,4,14,28,104
2024-03-02 20:40:00,5,40,29,6,22,22,124
2024-03-02 20:50:00,3,30,32,8,18,28,119
2024-03-02 21:00:00,2,37,36,9,19,29,132
2024-03-02 21:10:00,6,33,31,10,22,20,122
2024-03-02 21:20:00,1,22,50,8,12,34,127
2024-03-02 21:30:00,2,13,32,11,7,22,87
2024-03-02 21:40:00,1,21,30,4,11,25,92
2024-03-02 21:50:00,1,20,35,6,10,27,99
2024-03-02 22:00:00,2,19,26,7,13,23,90
2024-03-02 22:10:00,4,16,31,4,10,19,84
2024-03-02 22:20:00,2,26,28,7,16,25,104
2024-03-02 22:30:00,1,27,31,9,18,27,113
2024-03-02 22:40:00,1,17,38,7,13,32,108
2024-03-02 22:50:00,3,29,22,10,16,18,98
2024-03-02 23:00:00,2,32,32,7,18,19,110
2024-03-02 23:10:00,3,15,21,3,8,16,66
2024-03-02 23:20:00,0,17,27,7,8,19,78
2024-03-02 23:30:00,2,16,30,6,10,20,84
2024-03-02 23:40:00,4,18,25,2,10,16,75
2024-03-02 23:50:00,3,13,28,7,11,23,85
2024-03-03 00:00:00,4,12,21,7,8,14,66
2024-03-03 00:10:00,2,25,25,1,13,15,81
2024-03-03 00:20:00,2,17,33,4,9,19,84
2024-03-03 00:30:00,3,16,14,3,10,8,54
2024-03-03 00:40:00,2,11,7,3,7,5,35
2024-03-03 00:50:00,0,8,10,8,4,6,36
2024-03-03 01:00:00,2,12,16,3,7,16,56
2024-03-03 01:10:00,0,10,22,3,5,13,53
2024-03-03 01:20:00,4,5,18,2,3,13,45
2024-03-03 01:30:00,0,7,18,4,4,11,44
2024-03-03 01:40:00,0,15,12,3,8,7,45
2024-03-03 01:50:00,2,5,10,1,3,5,26
2024-03-03 02:00:00,3,10,8,6,6,5,38
2024-03-03 02:10:00,0,10,11,3,6,9,39
2024-03-03 02:20:00,1,19,10,4,12,4,50
2024-03-03 02:30:00,0,8,12,2,4,6,32
2024-03-03 02:40:00,0,2,2,1,1,3,9
2024-03-03 02:50:00,0,3,11,1,2,6,23
2024-03-03 03:00:00,0,10,6,2,6,4,28
2024-03-03 03:10:00,2,7,8,0,4,6,27
2024-03-03 03:20:00,0,15,9,2,9,5,40
2024-03-03 03:30:00,2,11,8,2,6,6,35
2024-03-03 03:40:00,2,16,12,2,8,8,48
2024-03-03 03:50:00,0,8,4,0,4,4,20
2024-03-03 04:00:00,0,3,2,3,2,1,11
2024-03-03 04:10:00,0,4,4,1,2,1,12
2024-03-03 04:20:00,0,0,7,0,0,7,14
2024-03-03 04:30:00,0,2,6,2,1,3,14
2024-03-03 04:40:00,0,5,6,2,3,3,19
2024-03-03 04:50:00,0,9,3,1,5,2,20
2024-03-03 05:00:00,0,9,3,1,4,3,20
2024-03-03 05:10:00,0,10,11,4,5,7,37
2024-03-03 05:20:00,0,13,6,1,8,5,33
2024-03-03 05:30:00,2,11,4,2,7,2,28
2024-03-03 05:40:00,0,8,1,0,4,1,14
2024-03-03 05:50:00,0,6,6,0,3,3,18
2024-03-03 06:00:00,2,3,7,1,2,5,20
2024-03-03 06:10:00,0,6,7,3,3,3,22
2024-03-03 06:20:00,0,6,12,2,3,7,30
2024-03-03 06:30:00,1,0,5,2,0,4,12
2024-03-03 06:40:00,0,8,8,3,4,5,28
2024-03-03 06:50:00,0,4,4,0,3,7,18
2024-03-03 07:00:00,1,5,5,0,5,5,21
2024-03-03 07:10:00,0,5,5,1,5,5,21
2024-03-03 07:20:00,0,6,5,0,7,6,24
2024-03-03 07:30:00,2,10,2,4,12,3,33
2024-03-03 07:40:00,0,7,5,1,7,5,25
2024-03-03 07:50:00,0,5,6,2,5,5,23
2024-03-03 08:00:00,1,10,10,3,9,14,47
2024-03-03 08:10:00,0,9,15,2,9,15,50
2024-03-03 08:20:00,0,14,10,0,14,12,50
2024-03-03 08:30:00,1,9,9,1,8,7,35
2024-03-03 08:40:00,0,15,9,3,12,10,49
2024-03-03 08:50:00,0,23,13,4,22,12,74
2024-03-03 09:00:00,4,13,15,0,13,19,64
2024-03-03 09:10:00,1,20,14,2,20,13,70
2024-03-03 09:20:00,1,29,15,0,37,17,99
2024-03-03 09:30:00,1,35,14,9,39,17,115
2024-03-03 09:40:00,2,29,21,3,31,24,110
2024-03-03 09:50:00,1,26,22,6,30,27,112
2024-03-03 10:00:00,3,38,20,4,35,20,120
2024-03-03 10:10:00,1,18,22,6,18,29,94
2024-03-03 10:20:00,1,35,22,10,38,27,133
2024-03-03 10:30:00,4,28,26,13,26,25,122
2024-03-03 10:40:00,3,36,17,7,44,26,133
2024-03-03 10:50:00,0,22,22,7,26,23,100
2024-03-03 11:00:00,1,37,19,6,40,23,126
2024-03-03 11:10:00,1,39,38,7,41,38,164
2024-03-03 11:20:00,1,32,31,7,38,30,139
2024-03-03 11:30:00,4,35,42,8,41,48,178
2024-03-03 11:40:00,1,23,41,9,24,46,144
2024-03-03 11:50:00,3,38,46,13,38,45,183
2024-03-03 12:00:00,1,37,32,14,40,33,157
2024-03-03 12:10:00,4,30,45,10,38,49,176
2024-03-03 12:20:00,3,31,42,9,38,41,164
2024-03-03 12:30:00,5,27,37,8,32,49,158
2024-03-03 12:40:00,3,39,32,16,43,35,168
2024-03-03 12:50:00,2,33,35,9,37,34,150
2024-03-03 13:00:00,3,38,32,9,40,42,164
2024-03-03 13:10:00,2,35,36,12,40,40,165
2024-03-03 13:20:00,0,53,43,12,57,47,212
2024-03-03 13:30:00,3,47,43,12,52,50,207
2024-03-03 13:40:00,2,39,50,8,42,51,192
2024-03-03 13:50:00,3,35,40,7,49,41,175
2024-03-03 14:00:00,7,42,39,12,44,48,192
2024-03-03 14:10:00,3,39,40,5,45,44,176
2024-03-03 14:20:00,4,42,31,8,42,38,165
2024-03-03 14:30:00,7,38,38,10,49,49,191
2024-03-03 14:40:00,5,43,36,9,41,45,179
2024-03-03 14:50:00,8,41,25,9,51,41,175
2024-03-03 15:00:00,4,62,22,8,60,49,205
2024-03-03 15:10:00,4,30,24,6,44,38,146
2024-03-03 15:20:00,2,30,8,5,34,41,120
2024-03-03 15:30:00,4,35,17,9,46,42,153
2024-03-03 15:40:00,2,50,17,5,48,44,166
2024-03-03 15:50:00,4,45,8,2,42,47,148
2024-03-03 16:00:00,5,34,20,6,48,52,165
2024-03-03 16:10:00,3,27,7,0,26,37,100
2024-03-03 16:20:00,1,41,4,3,41,46,136
2024-03-03 16:30:00,5,33,6,0,31,43,118
2024-03-03 16:40:00,7,26,5,2,34,46,120
2024-03-03 16:50:00,5,38,29,8,40,44,164
2024-03-03 17:00:00,5,29,25,8,27,53,147
2024-03-03 17:10:00,6,55,23,12,51,50,197
2024-03-03 17:20:00,0,39,29,11,40,52,171
2024-03-03 17:30:00,4,36,24,7,32,57,160
2024-03-03 17:40:00,1,33,22,6,38,46,146
2024-03-03 17:50:00,2,26,43,17,32,52,172
2024-03-03 18:00:00,2,29,34,13,31,42,151
2024-03-03 18:10:00,3,22,43,13,20,52,153
2024-03-03 18:20:00,3,30,41,12,31,42,159
2024-03-03 18:30:00,2,48,35,12,32,34,163
2024-03-03 18:40:00,7,39,41,15,23,31,156
2024-03-03 18:50:00,6,35,44,13,21,41,160
2024-03-03 19:00:00,5,37,41,15,29,38,165
2024-03-03 19:10:00,1,63,39,11,36,28,178
2024-03-03 19:20:00,5,46,27,11,25,24,138
2024-03-03 19:30:00,3,33,27,4,19,23,109
2024-03-03 19:40:00,5,22,34,8,13,34,116
2024-03-03 19:50:00,8,38,34,12,26,25,143
2024-03-03 20:00:00,3,29,22,8,17,23,102
2024-03-03 20:10:00,7,26,42,7,17,37,136
2024-03-03 20:20:00,2,38,31,7,22,20,120
2024-03-03 20:30:00,9,34,26,4,23,24,120
2024-03-03 20:40:00,1,20,28,4,12,25,90
2024-03-03 20:50:00,1,26,41,5,17,24,114
2024-03-03 21:00:00,2,31,28,12,19,23,115
2024-03-03 21:10:00,6,30,45,5,18,31,135
2024-03-03 21:20:00,3,23,22,8,12,17,85
2024-03-03 21:30:00,1,14,23,5,9,15,67
2024-03-03 21:40:00,2,14,20,2,8,13,59
2024-03-03 21:50:00,0,12,25,5,6,17,65
2024-03-03 22:00:00,3,18,26,4,10,18,79
2024-03-03 22:10:00,2,15,32,7,8,21,85
2024-03-03 22:20:00,2,17,25,5,11,16,76
2024-03-03 22:30:00,2,13,21,9,7,14,66
2024-03-03 22:40:00,1,10,22,2,6,17,58
2024-03-03 22:50:00,0,4,24,4,3,14,49
2024-03-03 23:00:00,1,7,10,11,5,7,41
2024-03-03 23:10:00,2,11,22,5,6,12,58
2024-03-03 23:20:00,0,7,12,0,4,8,31
2024-03-03 23:30:00,1,6,13,3,3,9,35
2024-03-03 23:40:00,2,15,2,3,9,3,34
2024-03-03 23:50:00,0,7,10,1,5,5,28
2024-03-04 00:00:00,2,2,10,4,1,5,24
2024-03-04 00:10:00,2,11,0,4,6,2,25
2024-03-04 00:20:00,0,0,2,3,0,2,7
2024-03-04 00:30:00,0,1,11,3,1,6,22
2024-03-04 00:40:00,0,2,0,0,1,0,3
2024-03-04 00:50:00,0,3,3,0,2,2,10
2024-03-04 01:00:00,0,0,3,0,0,1,4
2024-03-04 01:10:00,0,0,4,1,0,1,6
2024-03-04 01:20:00,0,2,4,2,2,3,13
2024-03-04 01:30:00,0,4,5,1,2,2,14
2024-03-04 01:40:00,0,0,5,1,0,5,11
2024-03-04 01:50:00,0,0,3,1,0,2,6
2024-03-04 02:00:00,0,2,3,1,1,1,8
2024-03-04 02:10:00,0,0,3,1,0,1,5
2024-03-04 02:20:00,0,0,0,0,0,0,0
2024-03-04 02:30:00,0,0,2,0,0,1,3
2024-03-04 02:40:00,1,0,0,0,1,0,2
2024-03-04 02:50:00,0,2,0,1,2,0,5
2024-03-04 03:00:00,0,0,6,1,0,4,11
2024-03-04 03:10:00,0,6,0,1,3,0,10
2024-03-04 03:20:00,0,2,2,0,1,2,7
2024-03-04 03:30:00,0,4,0,1,2,0,7
2024-03-04 03:40:00,0,6,1,0,3,1,11
2024-03-04 03:50:00,0,4,4,1,2,2,13
2024-03-04 04:00:00,0,2,2,0,2,1,7
2024-03-04 04:10:00,1,4,1,0,2,1,9
2024-03-04 04:20:00,1,11,4,1,6,2,25
2024-03-04 04:30:00,1,5,3,0,3,3,15
2024-03-04 04:40:00,0,18,6,1,10,3,38
2024-03-04 04:50:00,3,19,5,1,10,3,41
2024-03-04 05:00:00,1,33,14,1,18,10,77
2024-03-04 05:10:00,1,19,12,6,10,6,54
2024-03-04 05:20:00,0,43,8,1,30,6,88
2024-03-04 05:30:00,5,49,12,2,26,9,103
2024-03-04 05:40:00,1,70,18,2,45,14,150
2024-03-04 05:50:00,0,76,24,5,42,11,158
2024-03-04 06:00:00,2,66,27,4,47,20,166
2024-03-04 06:10:00,5,78,24,2,53,18,180
2024-03-04 06:20:00,3,91,31,5,58,23,211
2024-03-04 06:30:00,1,115,35,2,76,27,256
2024-03-04 06:40:00,2,105,39,6,79,23,254
2024-03-04 06:50:00,3,75,20,9,91,45,243
2024-03-04 07:00:00,2,70,31,6,85,36,230
2024-03-04 07:10:00,7,57,32,6,79,45,226
2024-03-04 07:20:00,4,52,29,11,134,37,267
2024-03-04 07:30:00,3,61,34,7,94,48,247
2024-03-04 07:40:00,3,54,34,17,149,53,310
2024-03-04 07:50:00,3,67,39,13,108,44,274
2024-03-04 08:00:00,5,69,30,12,154,34,304
2024-03-04 08:10:00,3,51,28,14,88,37,221
2024-03-04 08:20:00,3,45,25,10,63,40,186
2024-03-04 08:30:00,5,79,29,7,136,38,294
2024-03-04 08:40:00,8,54,32,16,69,46,225
2024-03-04 08:50:00,2,50,38,13,77,38,218
2024-03-04 09:00:00,3,61,37,10,65,43,219
2024-03-04 09:10:00,3,44,23,8,54,32,164
2024-03-04 09:20:00,1,50,33,6,60,37,187
2024-03-04 09:30:00,3,43,24,13,65,25,173
2024-03-04 09:40:00,1,39,34,5,43,38,160
2024-03-04 09:50:00,2,40,33,12,60,43,190
2024-03-04 10:00:00,2,31,25,14,41,29,142
2024-03-04 10:10:00,2,30,28,14,36,32,142
2024-03-04 10:20:00,2,37,32,10,53,35,169
2024-03-04 10:30:00,1,40,28,13,54,30,166
2024-03-04 10:40:00,1,38,28,12,40,33,152
2024-03-04 10:50:00,3,24,27,10,26,26,116
2024-03-04 11:00:00,2,34,31,13,54,37,171
2024-03-04 11:10:00,3,30,30,8,41,39,151
2024-03-04 11:20:00,4,30,35,11,34,51,165
2024-03-04 11:30:00,3,27,43,12,43,50,178
2024-03-04 11:40:00,3,29,40,12,38,52,174
2024-03-04 11:50:00,3,26,50,20,30,54,183
2024-03-04 12:00:00,5,34,41,11,47,50,188
2024-03-04 12:10:00,6,19,37,13,24,49,148
2024-03-04 12:20:00,4,29,36,11,32,48,160
2024-03-04 12:30:00,2,37,37,10,50,57,193
2024-03-04 12:40:00,1,28,41,13,40,43,166
2024-03-04 12:50:00,4,27,40,7,37,45,160
2024-03-04 13:00:00,2,24,32,22,38,44,162
2024-03-04 13:10:00,7,34,41,12,41,64,199
2024-03-04 13:20:00,2,41,34,14,55,49,195
2024-03-04 13:30:00,4,31,35,11,54,40,175
2024-03-04 13:40:00,2,25,40,12,37,64,180
2024-03-04 13:50:00,1,32,33,17,49,41,173
2024-03-04 14:00:00,5,28,33,17,54,47,184
2024-03-04 14:10:00,3,29,33,6,32,59,162
2024-03-04 14:20:00,4,31,38,22,45,59,199
2024-03-04 14:30:00,3,35,39,15,50,62,204
2024-03-04 14:40:00,5,32,44,19,50,60,210
