datetime,D11Z,V111Z,D12Z,V121Z,D21Z,V211Z,D23Z,D22Z,V221Z,D31Z,V311Z,D32Z,V321Z,D41Z,V411Z,D43Z,D42Z,V421Z,D44Z,Total
2024-03-29 14:00:00,8,8,31,14,2,13,21,0,4,25,1,15,1,15,14,15,9,7,7,210
2024-03-29 14:10:00,14,12,57,19,0,16,32,0,10,39,2,24,5,22,22,18,15,16,9,332
2024-03-29 14:20:00,18,11,33,22,2,11,19,0,5,25,0,15,6,20,29,12,19,13,11,271
2024-03-29 14:30:00,9,9,37,24,0,15,21,0,4,36,4,19,5,17,21,13,16,18,12,280
2024-03-29 14:40:00,23,16,33,22,5,23,33,0,7,33,1,28,7,23,23,17,8,10,7,319
2024-03-29 14:50:00,16,14,36,19,3,15,20,0,7,40,2,16,2,13,17,12,18,18,14,282
2024-03-29 15:00:00,9,8,36,14,2,11,27,0,7,38,1,20,3,17,20,14,13,12,12,264
2024-03-29 15:10:00,12,11,28,16,0,13,19,0,4,31,1,23,4,24,30,16,14,16,11,273
2024-03-29 15:20:00,13,9,27,16,1,16,20,0,6,31,1,17,5,35,26,15,17,17,13,285
2024-03-29 15:30:00,14,13,40,25,1,14,25,0,6,37,0,17,6,14,16,12,9,8,6,263
2024-03-29 15:40:00,13,10,24,16,3,19,32,0,3,25,2,18,5,16,17,14,7,9,5,238
2024-03-29 15:50:00,13,10,22,18,1,15,22,0,5,29,0,18,3,12,15,11,9,9,6,218
2024-03-29 16:00:00,11,10,24,15,1,9,15,0,5,33,3,22,4,18,21,17,6,5,4,223
2024-03-29 16:10:00,17,8,27,17,1,15,24,0,14,33,3,24,7,20,19,11,12,14,9,275
2024-03-29 16:20:00,19,16,39,18,3,15,33,0,5,29,2,13,8,25,28,14,12,11,8,298
2024-03-29 16:30:00,16,13,32,18,0,14,22,0,7,37,0,17,10,27,26,15,15,10,7,286
2024-03-29 16:40:00,10,8,31,20,0,19,32,0,4,33,2,18,4,15,17,11,12,9,6,251
2024-03-29 16:50:00,9,7,32,19,1,9,16,0,6,38,1,17,3,13,17,11,10,12,14,235
2024-03-29 17:00:00,15,10,22,16,2,11,16,0,9,39,1,20,5,14,20,15,14,14,9,252
2024-03-29 17:10:00,16,13,31,22,0,14,28,0,10,29,1,19,2,20,28,18,14,16,16,297
2024-03-29 17:20:00,11,10,29,19,4,14,21,0,10,40,6,21,4,17,19,14,13,12,11,275
2024-03-29 17:30:00,8,6,29,19,4,18,24,0,8,30,1,19,3,13,14,11,15,15,10,247
2024-03-29 17:40:00,16,10,33,20,2,18,24,0,6,38,2,19,3,23,45,14,14,15,9,311
2024-03-29 17:50:00,10,8,32,22,5,12,18,0,6,32,2,18,4,19,23,19,15,12,17,274
2024-03-29 18:00:00,13,10,24,15,1,17,23,0,7,35,1,21,2,22,27,16,17,23,8,282
2024-03-29 18:10:00,13,11,29,18,1,18,27,0,12,38,2,18,4,16,17,11,15,10,8,268
2024-03-29 18:20:00,19,14,33,21,3,17,29,0,10,29,1,21,10,27,27,13,11,11,6,302
2024-03-29 18:30:00,20,15,53,25,2,10,21,0,12,35,3,18,1,15,22,11,15,16,9,303
2024-03-29 18:40:00,19,13,37,24,1,15,20,0,10,42,3,34,2,15,18,13,13,10,10,299
2024-03-29 18:50:00,7,6,17,14,2,15,19,0,6,25,5,21,5,18,21,16,7,7,4,215
2024-03-29 19:00:00,13,12,28,17,3,14,20,0,14,35,1,13,6,23,28,25,14,14,16,296
2024-03-29 19:10:00,8,8,23,8,1,20,23,0,9,26,3,21,3,52,35,25,13,17,8,303
2024-03-29 19:20:00,10,9,22,7,2,15,23,0,9,25,3,23,7,40,22,20,12,12,12,273
2024-03-29 19:30:00,9,7,20,6,2,11,14,0,8,26,1,21,3,12,16,16,8,7,5,192
2024-03-29 19:40:00,13,10,11,6,2,20,17,0,8,23,0,19,3,11,15,13,10,12,7,200
2024-03-29 19:50:00,12,5,31,10,2,9,11,0,3,25,1,20,4,18,22,24,10,12,15,234
2024-03-29 20:00:00,6,7,30,8,2,12,13,0,5,20,2,22,3,16,20,18,9,10,14,217
2024-03-29 20:10:00,10,12,21,8,4,10,20,0,7,30,1,22,6,12,16,19,14,16,15,243
2024-03-29 20:20:00,13,8,26,8,0,8,11,0,4,28,2,23,5,10,15,17,11,14,15,218
2024-03-29 20:30:00,11,12,17,7,2,12,17,0,4,27,2,20,6,17,23,18,12,9,10,226
2024-03-29 20:40:00,15,10,17,12,2,12,17,0,8,22,1,15,0,10,14,12,7,9,4,187
2024-03-29 20:50:00,10,10,25,9,1,10,10,0,6,18,0,15,7,10,11,14,16,11,9,192
2024-03-29 21:00:00,10,10,18,6,4,5,7,0,7,15,0,16,4,9,10,13,8,8,8,158
2024-03-29 21:10:00,9,9,14,5,0,9,11,0,3,20,0,17,1,16,21,11,8,10,10,174
2024-03-29 21:20:00,8,5,17,8,8,10,9,0,2,19,1,18,3,12,13,14,11,9,7,174
2024-03-29 21:30:00,8,8,26,8,2,14,14,0,7,13,2,12,3,6,12,14,11,11,11,182
2024-03-29 21:40:00,3,4,17,6,0,6,10,0,2,20,0,15,2,15,16,18,5,10,4,153
2024-03-29 21:50:00,13,13,18,6,2,7,8,0,1,16,0,13,2,16,17,17,10,8,7,174
2024-03-29 22:00:00,6,7,16,6,3,9,14,0,6,20,0,14,4,19,21,18,5,9,5,182
2024-03-29 22:10:00,7,8,27,10,2,9,10,0,6,21,2,18,3,7,9,14,11,16,11,191
2024-03-29 22:20:00,5,6,20,5,1,8,9,0,1,15,0,13,5,10,12,14,7,10,5,146
2024-03-29 22:30:00,10,10,17,7,2,5,5,0,2,17,2,16,1,10,10,12,4,7,5,142
2024-03-29 22:40:00,5,6,16,6,3,6,6,0,2,20,0,13,6,9,12,12,8,10,5,145
2024-03-29 22:50:00,5,6,17,3,1,10,10,0,1,17,1,17,0,4,10,13,11,10,9,145
2024-03-29 23:00:00,8,8,16,11,0,6,5,0,1,11,1,12,5,9,13,13,6,4,5,134
2024-03-29 23:10:00,7,6,16,6,1,7,8,0,1,10,2,13,3,5,7,8,7,6,5,118
2024-03-29 23:20:00,5,5,12,2,0,7,6,0,3,12,1,13,3,6,10,10,6,6,8,115
2024-03-29 23:30:00,2,2,9,4,1,5,7,0,3,11,0,12,1,6,10,8,6,5,6,98
2024-03-29 23:40:00,5,4,8,5,0,5,5,0,4,11,0,13,3,6,8,7,6,3,2,95
2024-03-29 23:50:00,1,1,7,4,0,2,2,0,0,11,2,13,0,2,5,7,5,7,5,74
2024-03-30 00:00:00,6,6,15,10,0,1,3,0,3,9,0,9,1,8,9,10,5,4,3,102
2024-03-30 00:10:00,4,4,12,6,0,2,2,0,2,6,0,9,2,3,6,8,8,8,6,88
2024-03-30 00:20:00,4,5,7,5,0,4,4,0,0,10,0,11,0,5,6,7,3,3,3,77
2024-03-30 00:30:00,13,5,7,2,1,8,8,0,2,10,1,10,1,2,5,7,7,6,5,100
2024-03-30 00:40:00,3,3,6,5,0,3,2,0,0,9,0,11,2,2,2,6,3,3,3,63
2024-03-30 00:50:00,3,4,8,3,0,2,4,0,1,7,2,9,1,6,6,6,3,3,4,72
2024-03-30 01:00:00,2,2,2,2,0,3,3,0,3,3,0,3,0,6,8,6,4,4,3,54
2024-03-30 01:10:00,7,6,12,5,0,0,5,0,2,7,0,8,2,7,10,8,4,5,3,91
2024-03-30 01:20:00,2,2,5,2,0,2,2,0,0,4,1,5,2,2,3,4,1,1,1,39
2024-03-30 01:30:00,3,3,4,2,0,2,2,0,0,3,0,3,1,1,1,2,1,1,1,30
2024-03-30 01:40:00,0,1,6,2,1,4,4,0,1,6,2,6,0,6,9,8,4,4,5,69
2024-03-30 01:50:00,2,1,6,2,0,2,2,0,0,2,0,4,1,4,5,2,5,3,4,45
2024-03-30 02:00:00,1,1,1,0,0,1,1,0,0,6,0,8,1,3,3,3,0,1,0,30
2024-03-30 02:10:00,3,3,3,1,0,1,1,0,1,2,0,2,0,0,0,0,1,1,0,19
2024-03-30 02:20:00,2,2,6,1,0,1,1,0,0,8,0,7,0,1,4,5,4,3,3,48
2024-03-30 02:30:00,0,0,2,2,0,1,1,0,1,3,0,4,0,5,6,5,3,3,1,37
2024-03-30 02:40:00,1,1,6,4,0,1,1,0,0,1,0,4,1,1,1,1,0,0,0,23
2024-03-30 02:50:00,1,1,3,1,0,0,0,0,0,1,0,2,0,6,5,8,0,0,0,28
2024-03-30 03:00:00,0,0,4,2,0,0,0,0,0,3,1,3,0,1,2,2,1,1,2,22
2024-03-30 03:10:00,2,2,3,3,0,2,2,0,0,1,0,1,0,1,1,2,1,1,1,23
2024-03-30 03:20:00,1,2,4,4,0,1,1,0,1,2,0,2,0,1,4,4,5,5,3,40
2024-03-30 03:30:00,2,1,4,1,0,1,1,0,0,4,0,3,0,0,1,2,4,0,1,25
2024-03-30 03:40:00,1,1,2,1,0,0,0,0,0,1,0,3,0,2,2,3,0,1,0,17
2024-03-30 03:50:00,0,1,3,2,1,1,1,0,0,2,0,3,0,2,2,1,1,1,2,23
2024-03-30 04:00:00,1,1,3,1,0,2,1,0,0,4,0,4,0,2,3,3,1,1,1,28
2024-03-30 04:10:00,2,1,6,2,0,1,1,0,0,2,0,4,1,2,1,2,1,1,1,28
2024-03-30 04:20:00,5,5,3,2,0,2,2,0,0,0,0,0,0,2,3,3,3,3,1,34
2024-03-30 04:30:00,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,3,3,4,16
2024-03-30 04:40:00,1,1,1,3,0,1,1,0,0,1,0,1,0,1,2,2,2,1,2,20
2024-03-30 04:50:00,2,2,2,1,0,3,2,0,0,4,0,3,0,1,2,2,3,3,4,34
2024-03-30 05:00:00,1,1,7,0,0,1,2,0,0,5,0,7,0,1,1,1,1,2,0,30
2024-03-30 05:10:00,6,10,9,2,1,3,3,0,0,8,0,7,0,3,5,9,4,4,2,76
2024-03-30 05:20:00,3,3,12,4,1,1,4,0,1,8,0,9,0,6,5,4,3,3,4,71
2024-03-30 05:30:00,6,7,6,5,0,3,3,0,1,6,0,6,0,13,7,7,7,5,6,88
2024-03-30 05:40:00,10,31,5,1,0,1,1,0,2,14,0,14,1,5,8,7,6,6,8,120
2024-03-30 05:50:00,3,4,6,3,0,5,4,0,4,5,0,5,0,5,7,5,5,1,1,63
2024-03-30 06:00:00,3,3,8,2,0,4,4,0,2,7,1,7,2,4,4,4,3,3,3,64
2024-03-30 06:10:00,3,2,12,5,0,3,7,0,3,3,1,7,2,7,9,7,4,6,4,85
2024-03-30 06:20:00,3,2,12,9,0,9,7,0,2,4,0,5,1,4,6,4,4,3,3,78
2024-03-30 06:30:00,3,3,8,4,0,7,9,0,3,3,0,3,1,3,4,3,2,2,2,60
2024-03-30 06:40:00,4,4,9,3,0,4,6,0,2,10,0,11,2,4,4,1,5,5,3,77
2024-03-30 06:50:00,4,4,12,10,0,2,1,0,3,22,1,17,0,4,2,2,4,2,2,92
2024-03-30 07:00:00,6,6,12,5,0,3,3,0,1,8,0,7,2,3,9,1,10,7,8,91
2024-03-30 07:10:00,3,4,11,5,2,4,5,0,7,13,0,12,1,4,3,1,5,4,3,87
2024-03-30 07:20:00,5,4,12,9,0,6,12,0,5,12,0,10,1,6,5,4,6,3,3,103
2024-03-30 07:30:00,7,8,13,12,1,4,4,0,0,10,0,10,2,4,9,5,8,9,7,113
2024-03-30 07:40:00,5,4,10,4,0,4,5,0,2,19,1,17,5,9,8,7,7,6,6,119
2024-03-30 07:50:00,7,4,11,6,1,6,12,0,5,16,1,13,0,4,6,5,4,4,2,107
2024-03-30 08:00:00,4,4,15,10,1,12,13,0,3,26,1,17,2,9,9,6,6,6,3,147
2024-03-30 08:10:00,3,2,16,8,0,12,16,0,4,17,0,17,4,10,13,9,7,7,6,151
2024-03-30 08:20:00,5,5,11,8,3,7,10,0,4,28,4,24,5,12,12,9,7,8,3,165
2024-03-30 08:30:00,8,7,18,14,0,11,13,0,3,27,2,19,3,6,9,7,6,3,4,160
2024-03-30 08:40:00,13,11,32,18,2,9,10,0,6,18,1,14,3,14,12,10,14,7,7,201
2024-03-30 08:50:00,12,9,16,14,3,10,17,0,3,14,1,13,2,6,5,3,5,5,2,140
2024-03-30 09:00:00,10,7,26,14,2,10,16,0,7,26,0,17,3,8,11,12,12,6,7,194
2024-03-30 09:10:00,11,10,20,21,6,12,21,0,11,36,0,28,7,8,10,6,7,6,7,227
2024-03-30 09:20:00,13,11,24,20,5,13,25,0,6,39,0,28,3,12,12,6,12,10,11,250
2024-03-30 09:30:00,20,13,24,17,5,15,31,0,9,27,0,21,3,13,15,10,11,13,10,257
2024-03-30 09:40:00,24,11,35,22,5,20,33,0,8,38,1,18,4,18,15,9,11,12,7,291
2024-03-30 09:50:00,25,13,30,32,7,15,20,0,8,46,5,26,9,14,18,14,15,12,8,317
2024-03-30 10:00:00,23,15,33,23,7,19,30,0,5,33,4,26,3,17,23,18,10,7,8,304
2024-03-30 10:10:00,14,14,30,17,3,22,34,0,5,41,3,19,3,16,22,14,16,14,10,297
2024-03-30 10:20:00,16,11,33,23,2,15,29,0,7,47,5,20,5,19,21,14,12,11,9,299
2024-03-30 10:30:00,23,16,23,20,3,23,42,0,6,30,0,14,5,23,25,14,14,14,11,306
2024-03-30 10:40:00,22,18,41,26,5,15,33,0,4,52,6,23,9,29,31,20,35,40,22,431
2024-03-30 10:50:00,25,15,43,24,5,21,34,0,13,46,3,14,7,17,20,16,9,10,5,327
2024-03-30 11:00:00,24,19,36,24,8,13,40,0,14,30,1,24,4,30,30,18,12,10,8,345
2024-03-30 11:10:00,25,12,35,18,5,17,27,0,5,54,6,28,8,25,22,15,15,18,8,343
2024-03-30 11:20:00,23,19,37,29,1,20,36,0,12,41,3,28,9,13,15,12,13,12,10,333
2024-03-30 11:30:00,24,15,42,25,6,19,33,0,12,41,4,29,8,32,31,20,23,24,13,401
2024-03-30 11:40:00,12,10,34,25,10,22,42,0,4,49,1,15,2,23,31,19,17,18,13,347
2024-03-30 11:50:00,24,6,35,22,10,23,44,0,11,44,6,25,9,19,22,18,17,12,8,355
2024-03-30 12:00:00,27,16,44,28,4,19,34,0,7,43,1,19,2,26,26,20,21,17,12,366
2024-03-30 12:10:00,23,12,39,31,4,17,44,0,9,47,3,18,4,30,32,15,15,17,11,371
2024-03-30 12:20:00,23,11,33,21,12,13,38,0,8,32,2,18,9,21,56,16,17,15,13,358
2024-03-30 12:30:00,20,11,43,17,8,24,46,0,10,42,2,25,2,37,41,21,23,25,12,409
2024-03-30 12:40:00,25,17,38,28,5,19,33,0,13,51,1,21,4,34,31,16,12,15,6,369
2024-03-30 12:50:00,21,14,30,27,7,19,30,0,4,50,6,30,9,24,32,19,14,13,10,359
2024-03-30 13:00:00,29,18,37,23,4,18,32,0,9,42,1,30,4,26,33,22,15,18,13,374
2024-03-30 13:10:00,34,16,42,26,2,15,35,0,5,57,2,18,7,30,33,16,10,8,7,363
2024-03-30 13:20:00,15,12,42,27,4,17,27,0,7,43,3,26,0,26,32,20,19,23,13,356
2024-03-30 13:30:00,28,19,47,24,3,17,31,0,6,40,3,24,3,21,28,14,19,17,14,358
2024-03-30 13:40:00,28,18,47,22,4,16,24,0,11,45,5,20,4,16,25,10,23,23,16,357
2024-03-30 13:50:00,24,14,59,32,7,16,21,0,11,50,2,16,6,25,27,19,20,17,13,379
2024-03-30 14:00:00,20,12,37,18,2,20,30,0,5,64,2,14,4,24,27,18,12,15,10,334
2024-03-30 14:10:00,16,12,44,26,4,15,36,0,9,44,2,24,5,32,33,20,23,19,16,380
2024-03-30 14:20:00,25,17,41,24,4,12,39,0,7,45,1,25,6,28,34,17,28,23,13,389
2024-03-30 14:30:00,20,14,31,19,2,18,38,0,8,52,4,26,9,25,27,20,16,14,6,349
2024-03-30 14:40:00,25,17,38,23,1,15,25,0,3,47,7,15,4,23,27,17,15,14,10,326
2024-03-30 14:50:00,23,14,41,29,6,16,30,0,12,53,7,20,5,24,31,18,13,15,10,367
2024-03-30 15:00:00,13,12,43,30,3,17,31,0,9,58,2,14,6,31,35,21,19,19,12,375
2024-03-30 15:10:00,20,15,44,23,4,18,27,0,10,44,3,26,5,33,35,23,16,16,8,370
2024-03-30 15:20:00,14,7,33,30,2,26,34,0,10,49,5,34,4,22,25,17,15,13,8,348
2024-03-30 15:30:00,23,15,36,23,5,12,21,0,6,35,1,23,7,30,36,17,16,23,17,346
2024-03-30 15:40:00,14,9,34,11,4,15,32,0,9,33,1,21,7,20,26,14,16,16,8,290
2024-03-30 15:50:00,15,10,39,18,3,20,35,0,7,37,1,22,3,19,25,16,13,11,10,304
2024-03-30 16:00:00,19,11,36,20,3,13,28,0,9,43,3,20,5,20,26,17,15,14,13,315
2024-03-30 16:10:00,14,10,32,20,8,17,32,0,6,46,2,17,7,26,25,18,13,10,5,308
2024-03-30 16:20:00,13,10,33,23,4,18,27,0,9,46,1,21,7,27,33,22,18,17,11,340
2024-03-30 16:30:00,20,12,36,25,7,22,33,0,9,34,2,24,1,27,31,19,15,11,10,338
2024-03-30 16:40:00,20,16,47,25,3,16,28,0,15,39,3,27,3,26,27,22,15,17,12,361
2024-03-30 16:50:00,19,13,44,33,3,15,31,0,14,42,1,22,4,26,27,19,15,13,9,350
2024-03-30 17:00:00,17,16,43,24,4,17,32,0,5,45,9,21,4,15,23,18,18,21,14,346
2024-03-30 17:10:00,16,10,40,29,5,15,25,0,5,47,3,22,5,19,22,10,19,17,13,322
2024-03-30 17:20:00,19,18,42,29,9,21,26,0,14,40,1,27,6,20,26,18,19,13,11,359
2024-03-30 17:30:00,22,15,49,29,6,20,28,0,12,41,7,21,2,29,31,20,15,15,11,373
2024-03-30 17:40:00,11,5,31,27,5,12,22,0,15,43,2,20,12,23,27,18,15,17,10,315
2024-03-30 17:50:00,25,19,42,24,3,16,22,0,10,38,4,31,8,31,33,22,16,14,10,368
2024-03-30 18:00:00,15,13,36,22,3,16,24,0,11,31,5,21,4,8,13,8,20,16,12,278
2024-03-30 18:10:00,18,16,34,24,5,20,28,0,9,35,4,23,2,21,23,12,17,19,12,322
2024-03-30 18:20:00,21,15,41,24,1,17,22,0,7,33,2,23,5,15,18,9,14,16,14,297
2024-03-30 18:30:00,17,12,34,17,4,16,22,0,6,42,6,24,6,25,31,14,17,19,10,322
2024-03-30 18:40:00,11,7,24,17,6,16,20,0,10,41,2,23,2,24,33,13,19,12,10,290
2024-03-30 18:50:00,16,12,32,17,3,17,25,0,11,27,4,19,6,27,32,21,18,18,12,317
2024-03-30 19:00:00,14,11,32,17,6,18,18,0,5,35,1,29,3,20,21,14,13,12,8,277
2024-03-30 19:10:00,19,14,28,14,6,12,28,0,9,23,0,16,5,17,23,22,20,21,16,293
2024-03-30 19:20:00,8,5,29,15,2,9,21,0,5,24,2,15,4,12,14,10,16,18,18,227
2024-03-30 19:30:00,8,11,21,12,0,6,14,0,11,28,4,24,7,25,28,23,16,15,24,277
2024-03-30 19:40:00,12,9,32,19,5,15,25,0,14,39,4,18,6,18,23,22,14,13,15,303
2024-03-30 19:50:00,11,11,21,11,1,7,10,0,2,14,6,15,6,14,22,17,9,8,8,193
2024-03-30 20:00:00,5,9,32,16,2,17,20,0,5,27,5,23,1,19,20,17,13,14,11,256
2024-03-30 20:10:00,10,15,20,11,5,11,21,0,2,26,3,21,5,14,19,17,11,15,10,236
2024-03-30 20:20:00,11,13,25,24,4,6,9,0,11,27,2,19,3,7,8,7,11,7,9,203
2024-03-30 20:30:00,12,11,28,9,1,17,27,0,3,15,2,13,4,6,12,15,10,11,11,207
2024-03-30 20:40:00,8,7,23,12,4,11,19,0,6,35,2,21,4,140,17,14,8,7,8,346
2024-03-30 20:50:00,10,13,22,11,2,12,15,0,5,31,1,18,5,17,22,20,10,10,11,235
2024-03-30 21:00:00,8,9,18,11,4,11,13,0,1,18,0,19,13,12,19,21,8,8,12,205
2024-03-30 21:10:00,6,8,21,13,2,8,12,0,8,18,3,22,4,12,15,12,9,11,13,197
2024-03-30 21:20:00,10,13,16,8,1,7,8,0,8,28,1,19,2,10,15,13,8,11,9,187
2024-03-30 21:30:00,8,11,26,13,2,9,12,0,3,14,2,13,7,12,15,12,5,7,8,179
2024-03-30 21:40:00,5,6,18,13,1,11,13,0,11,18,1,13,3,11,16,15,10,10,13,188
2024-03-30 21:50:00,7,12,18,10,2,11,12,0,8,26,0,21,2,11,12,15,6,5,5,183
2024-03-30 22:00:00,8,11,22,21,2,6,9,0,11,15,4,12,4,11,9,13,5,8,7,178
2024-03-30 22:10:00,12,11,22,15,2,12,15,0,6,23,1,18,11,5,12,13,17,12,18,225
2024-03-30 22:20:00,10,14,14,8,1,8,16,0,6,15,0,18,4,11,13,8,7,9,7,169
2024-03-30 22:30:00,15,17,21,13,2,6,13,0,9,16,1,14,1,11,12,16,12,11,8,198
2024-03-30 22:40:00,9,12,24,11,2,14,13,0,6,20,0,16,2,14,17,19,14,14,14,221
2024-03-30 22:50:00,7,13,18,10,2,8,9,0,9,13,2,15,2,7,12,13,6,6,7,159
2024-03-30 23:00:00,5,5,16,11,2,7,10,0,4,17,1,12,1,12,17,13,10,10,18,171
2024-03-30 23:10:00,9,8,24,18,0,7,10,0,8,10,1,7,1,10,13,19,9,8,6,168
2024-03-30 23:20:00,11,11,16,8,0,5,7,0,7,15,0,12,1,9,9,9,7,4,7,138
2024-03-30 23:30:00,5,7,14,10,0,7,8,0,4,11,0,10,5,8,12,11,3,6,6,127
2024-03-30 23:40:00,9,8,13,9,0,5,9,0,7,8,2,6,0,3,3,5,7,4,5,103
2024-03-30 23:50:00,5,8,10,6,1,8,10,0,2,11,0,14,1,13,13,16,13,12,3,146
2024-03-31 00:00:00,3,3,14,10,1,3,3,0,3,9,0,6,0,6,9,11,6,6,4,97
2024-03-31 00:10:00,3,3,14,10,1,5,7,0,8,13,0,13,0,11,13,12,11,8,11,143
2024-03-31 00:20:00,3,4,15,9,0,2,3,0,4,12,1,14,0,42,8,8,7,8,6,146
2024-03-31 00:30:00,7,6,9,6,0,3,3,0,1,8,0,9,1,10,11,11,4,5,4,98
2024-03-31 00:40:00,4,4,7,6,1,3,3,0,0,12,0,15,0,5,7,7,2,3,2,81
2024-03-31 00:50:00,5,5,5,3,0,1,2,0,6,12,1,14,1,7,16,11,12,8,11,120
2024-03-31 01:00:00,0,1,14,11,0,1,1,0,1,8,0,12,2,7,7,6,3,4,4,82
2024-03-31 01:10:00,3,6,9,6,0,1,1,0,0,11,3,12,0,4,8,9,5,5,6,89
2024-03-31 01:20:00,2,3,7,4,0,2,2,0,2,5,0,7,1,4,5,6,4,4,1,59
2024-03-31 01:30:00,2,2,6,3,0,3,3,0,0,4,0,3,1,3,4,7,4,3,3,51
2024-03-31 01:40:00,5,5,5,4,0,0,0,0,0,5,0,5,4,1,3,4,5,3,4,53
2024-03-31 01:50:00,3,3,8,5,1,3,3,0,2,6,0,10,0,3,4,5,2,4,2,64
2024-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 03:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 04:00:00,4,3,5,5,0,2,2,0,1,3,0,4,0,2,4,5,3,3,2,48
2024-03-31 04:10:00,2,2,6,2,0,3,3,0,0,7,0,10,1,3,4,4,2,3,2,54
2024-03-31 04:20:00,0,0,1,0,0,1,1,0,0,4,0,5,1,1,1,2,1,1,1,20
2024-03-31 04:30:00,5,5,3,4,0,0,0,0,0,0,0,1,1,2,4,5,1,1,1,33
2024-03-31 04:40:00,1,4,1,2,0,1,1,0,0,6,0,7,0,0,1,2,1,2,2,31
2024-03-31 04:50:00,1,2,2,0,0,0,1,0,1,3,0,3,1,0,0,0,0,0,0,14
2024-03-31 05:00:00,2,2,3,0,0,1,1,0,0,7,1,8,0,3,4,5,3,3,2,45
2024-03-31 05:10:00,3,2,5,5,1,1,1,0,0,3,1,4,0,2,4,5,3,4,3,47
2024-03-31 05:20:00,3,3,7,5,0,2,2,0,0,6,0,6,0,3,5,4,3,1,2,52
2024-03-31 05:30:00,2,2,8,6,1,5,5,0,2,3,0,4,0,7,7,7,0,1,0,60
2024-03-31 05:40:00,5,4,6,5,0,4,3,0,0,7,1,8,0,2,2,2,1,0,0,50
2024-03-31 05:50:00,2,2,4,3,2,5,3,0,1,8,1,7,0,7,10,10,3,3,5,76
2024-03-31 06:00:00,2,3,7,0,0,5,4,0,0,6,0,6,2,1,1,0,3,0,0,40
2024-03-31 06:10:00,0,0,10,5,0,5,7,0,3,3,1,4,0,3,3,4,3,4,5,60
2024-03-31 06:20:00,0,0,10,4,0,2,1,0,0,6,0,8,2,6,6,8,3,4,3,63
2024-03-31 06:30:00,2,2,6,5,0,4,3,0,2,6,0,6,0,1,3,3,2,2,2,49
2024-03-31 06:40:00,2,3,7,3,0,6,7,0,4,2,0,3,0,2,3,3,3,2,1,51
2024-03-31 06:50:00,1,1,1,0,0,2,2,0,0,2,0,2,0,2,1,3,2,2,3,24
2024-03-31 07:00:00,3,2,1,1,0,3,3,0,2,5,0,5,0,2,2,1,0,0,0,30
2024-03-31 07:10:00,2,2,5,3,0,2,1,0,2,4,0,5,1,2,3,2,3,3,1,41
2024-03-31 07:20:00,0,0,2,1,0,1,1,0,1,3,1,3,0,9,9,7,2,2,2,44
2024-03-31 07:30:00,2,2,9,3,0,3,3,0,0,9,0,9,1,2,3,4,2,2,1,55
2024-03-31 07:40:00,2,2,4,4,0,1,1,0,1,5,0,4,1,3,3,3,2,0,0,36
2024-03-31 07:50:00,1,1,5,5,1,5,5,0,1,13,0,9,0,7,6,6,2,2,2,71
2024-03-31 08:00:00,0,0,8,11,0,2,3,0,1,7,1,7,0,2,3,3,0,0,0,48
2024-03-31 08:10:00,4,4,10,7,0,3,7,0,2,7,0,7,0,1,1,2,2,0,0,57
2024-03-31 08:20:00,3,2,9,8,0,8,9,0,2,12,0,10,3,6,8,4,5,5,5,99
2024-03-31 08:30:00,1,1,8,6,0,8,11,0,5,6,1,6,4,5,7,6,3,3,3,84
2024-03-31 08:40:00,5,6,10,10,0,5,5,0,2,11,0,10,0,5,7,6,2,5,3,92
2024-03-31 08:50:00,6,5,7,7,1,9,9,0,0,9,1,8,1,6,8,8,4,4,2,95
2024-03-31 09:00:00,3,3,6,4,0,3,5,0,1,10,1,10,1,6,7,6,5,5,4,80
2024-03-31 09:10:00,4,4,15,10,1,10,12,0,2,13,1,11,2,7,10,6,4,5,3,120
2024-03-31 09:20:00,4,3,12,9,0,10,11,0,6,13,1,11,2,6,6,5,5,4,3,111
2024-03-31 09:30:00,4,4,13,10,1,15,18,0,5,15,2,12,1,14,16,11,5,4,3,153
