datetime,D11Z,D12Z,D13Z,D14Z,D15Z,D21Z,D22Z,D23Z,D24Z,D25Z,D26Z,D31Z,D32Z,D33Z,D34Z,D35Z,D36Z,D37Z,D41Z,D42Z,D43Z,D44Z,D45Z,D46Z,D47Z,D48Z,V10Z,V20Z,V30Z,V40Z,Total
2024-03-10 01:50:00,6,7,6,0,0,0,4,0,3,3,0,4,4,5,1,5,1,6,1,4,4,4,6,0,4,1,0,0,0,0,79
2024-03-10 02:00:00,1,8,0,0,0,0,0,0,5,6,0,2,2,4,0,4,3,4,1,3,3,3,5,0,6,3,0,0,0,0,63
2024-03-10 02:10:00,2,12,2,1,1,1,0,0,4,4,1,2,2,6,0,7,0,8,0,2,2,2,1,1,2,0,0,0,0,0,63
2024-03-10 02:20:00,3,9,2,2,2,2,0,0,4,4,0,2,2,3,1,5,2,3,1,3,3,3,2,0,2,1,0,0,0,0,61
2024-03-10 02:30:00,5,9,1,2,2,2,1,0,0,0,0,0,0,2,1,5,0,5,0,2,2,2,1,0,2,1,0,0,0,0,45
2024-03-10 02:40:00,7,10,4,1,1,1,1,0,3,3,1,1,1,4,2,5,0,5,0,4,3,4,3,0,2,2,0,0,0,0,68
2024-03-10 02:50:00,7,4,0,0,0,0,0,0,0,1,0,3,3,2,0,4,1,4,1,3,3,3,5,1,6,1,0,0,0,0,52
2024-03-10 03:00:00,5,5,0,0,0,0,0,0,1,1,0,2,2,2,1,0,0,0,0,1,1,1,1,0,1,4,0,0,0,0,28
2024-03-10 03:10:00,5,9,1,2,2,2,2,0,0,0,0,4,4,4,4,2,3,4,3,3,3,3,2,0,2,2,0,0,0,0,66
2024-03-10 03:20:00,4,5,0,0,0,0,0,0,4,4,0,0,0,6,1,1,0,2,0,4,4,4,2,1,2,1,0,0,0,0,45
2024-03-10 03:30:00,5,4,1,1,1,1,0,0,0,0,0,0,0,1,0,5,0,5,0,2,2,2,5,0,1,4,0,0,0,0,40
2024-03-10 03:40:00,4,4,0,1,1,1,2,0,2,2,0,3,3,1,0,3,0,3,0,1,1,1,2,0,4,2,0,0,0,0,41
2024-03-10 03:50:00,4,4,0,2,2,2,1,0,1,1,0,2,3,1,2,4,0,4,0,3,3,2,5,0,2,0,0,0,0,0,48
2024-03-10 04:00:00,3,7,2,1,1,0,0,0,1,1,0,1,1,3,0,1,0,1,0,2,2,2,5,0,1,5,0,0,0,0,40
2024-03-10 04:10:00,1,6,1,1,1,1,1,0,0,0,0,0,0,3,0,4,0,4,0,4,4,4,1,0,1,5,0,0,0,0,42
2024-03-10 04:20:00,3,4,0,0,0,0,0,0,0,0,0,2,2,1,0,4,0,4,0,1,1,1,7,0,1,0,0,0,0,0,31
2024-03-10 04:30:00,2,4,0,0,0,0,0,0,0,0,0,3,4,0,2,3,0,4,0,2,2,2,1,0,0,2,0,0,0,0,31
2024-03-10 04:40:00,1,2,0,0,0,0,2,0,4,1,1,4,4,1,0,2,0,2,0,0,0,0,6,0,2,3,0,0,0,0,35
2024-03-10 04:50:00,1,2,0,0,0,0,1,0,1,1,0,2,2,2,0,2,0,2,0,1,1,1,2,1,1,1,0,0,0,0,24
2024-03-10 05:00:00,4,3,3,0,0,0,0,1,1,1,1,1,2,5,0,3,2,4,2,4,4,4,4,0,0,2,0,0,0,0,51
2024-03-10 05:10:00,3,4,1,0,0,0,0,0,3,3,0,2,3,6,0,7,0,6,0,4,4,4,3,0,1,4,0,0,0,0,58
2024-03-10 05:20:00,2,1,0,1,1,1,0,0,0,0,0,5,5,2,2,12,2,12,2,5,5,5,2,0,3,6,0,0,0,0,74
2024-03-10 05:30:00,4,5,1,0,0,0,0,0,3,3,0,1,1,8,1,7,5,8,4,7,7,7,1,1,1,2,0,0,0,0,77
2024-03-10 05:40:00,5,6,1,1,1,1,3,0,0,0,1,4,4,6,0,14,1,14,1,8,8,8,8,0,0,3,0,0,0,0,98
2024-03-10 05:50:00,1,6,0,1,1,1,1,0,1,1,0,1,1,6,0,9,2,9,2,4,4,4,13,0,1,4,0,0,0,0,73
2024-03-10 06:00:00,5,11,2,1,1,1,2,1,0,0,1,1,1,3,1,3,1,3,1,7,7,7,2,1,1,3,0,0,0,0,67
2024-03-10 06:10:00,0,2,1,0,0,0,2,0,1,1,0,3,3,4,5,7,0,7,0,4,4,4,2,0,0,1,0,0,0,0,51
2024-03-10 06:20:00,1,7,1,2,2,2,2,0,1,1,0,4,5,2,3,11,2,11,2,1,1,1,4,0,0,2,0,0,0,0,68
2024-03-10 06:30:00,0,9,2,1,1,1,1,0,0,0,0,3,3,5,1,5,0,5,0,7,7,7,4,0,3,3,0,0,0,0,68
2024-03-10 06:40:00,9,12,2,1,1,1,1,3,1,1,1,2,2,2,3,4,0,4,0,1,1,1,4,0,5,0,0,0,0,0,62
2024-03-10 06:50:00,3,7,1,0,0,0,0,0,1,1,0,4,3,7,1,2,2,2,2,7,7,7,4,0,2,1,0,0,0,0,64
2024-03-10 07:00:00,1,11,0,2,2,2,0,1,3,3,1,4,4,5,0,2,1,2,1,3,4,4,3,0,2,3,0,0,0,0,64
2024-03-10 07:10:00,4,8,0,1,1,1,3,0,2,2,1,4,2,4,2,7,1,7,1,3,2,2,7,1,2,3,0,0,0,0,71
2024-03-10 07:20:00,4,15,1,0,0,0,1,0,4,4,0,7,8,8,3,11,1,12,1,8,6,8,5,1,5,3,0,0,0,0,116
2024-03-10 07:30:00,1,5,1,0,0,0,3,2,2,3,0,4,5,4,3,21,4,23,4,4,3,4,3,1,4,1,0,2,0,0,107
2024-03-10 07:40:00,7,13,2,1,1,1,2,4,6,6,1,4,4,8,3,19,3,19,3,7,6,7,4,0,0,2,0,1,0,0,134
2024-03-10 07:50:00,3,6,0,1,1,1,1,1,3,3,0,13,12,5,12,13,1,14,3,5,4,4,3,1,1,4,0,0,0,0,115
2024-03-10 08:00:00,3,8,0,1,1,1,0,2,0,0,1,9,9,4,1,21,8,23,8,5,5,5,4,0,3,3,0,0,0,0,125
2024-03-10 08:10:00,4,16,1,4,4,4,3,0,10,10,0,9,7,11,3,17,4,18,4,7,7,7,4,1,5,2,1,0,0,0,163
2024-03-10 08:20:00,2,14,3,2,2,2,3,0,8,9,0,9,9,8,2,15,4,14,4,10,10,10,7,1,6,2,0,0,0,0,156
2024-03-10 08:30:00,4,20,3,4,4,3,4,1,8,7,0,10,13,12,9,15,6,17,7,10,10,11,8,0,5,3,0,0,0,1,195
2024-03-10 08:40:00,5,15,0,1,1,1,3,1,6,6,2,12,12,15,9,15,5,14,5,18,17,18,14,3,8,7,0,5,0,0,218
2024-03-10 08:50:00,7,21,4,6,6,6,5,0,5,5,0,13,11,8,6,11,4,12,5,13,10,12,13,5,9,6,0,0,0,0,203
2024-03-10 09:00:00,7,13,4,2,1,1,6,1,5,6,1,17,19,11,12,15,7,17,6,11,11,11,12,3,8,5,0,0,0,1,213
2024-03-10 09:10:00,8,20,5,0,0,0,11,0,13,13,0,15,16,18,18,31,13,32,14,18,16,18,12,3,5,5,0,1,0,2,307
2024-03-10 09:20:00,13,24,6,3,3,3,8,1,12,13,2,18,18,20,21,32,17,33,17,19,16,19,22,2,11,11,1,0,0,1,366
2024-03-10 09:30:00,9,24,3,5,5,5,7,0,5,4,0,21,21,9,22,26,15,28,14,23,12,24,19,7,14,13,1,0,0,3,339
2024-03-10 09:40:00,16,26,3,8,8,8,7,5,10,10,1,27,28,19,35,37,35,40,16,31,18,31,38,3,11,13,0,6,0,0,490
2024-03-10 09:50:00,18,31,15,8,8,8,16,3,12,12,0,20,20,13,24,26,19,33,17,26,15,26,21,1,17,13,0,7,0,0,429
2024-03-10 10:00:00,13,35,12,6,6,7,21,1,18,17,1,25,26,23,22,32,18,31,18,21,13,18,17,2,10,8,2,3,0,0,426
2024-03-10 10:10:00,17,33,18,7,7,6,9,1,8,9,0,21,20,22,20,33,13,36,15,24,19,24,29,0,10,12,0,2,1,1,417
2024-03-10 10:20:00,23,31,11,5,6,6,14,2,11,10,0,32,33,17,15,27,9,27,10,29,23,28,26,4,11,10,1,1,0,5,427
2024-03-10 10:30:00,16,24,6,8,7,6,2,1,9,10,0,29,31,27,20,37,15,37,15,26,19,25,24,0,16,11,2,7,0,0,430
2024-03-10 10:40:00,22,29,6,0,0,0,7,5,9,9,1,22,20,28,29,33,14,35,13,30,18,30,34,5,8,19,1,2,0,3,432
2024-03-10 10:50:00,10,41,9,8,8,8,9,0,19,19,0,24,26,22,23,34,22,39,22,31,20,32,25,7,16,11,0,1,0,0,486
2024-03-10 11:00:00,22,34,15,2,2,1,12,4,16,17,2,45,45,35,26,27,11,25,12,30,20,27,34,2,14,8,0,0,0,2,490
2024-03-10 11:10:00,17,44,14,7,7,8,10,1,21,22,0,43,40,35,17,36,15,38,15,42,19,42,27,3,13,21,0,0,0,0,557
2024-03-10 11:20:00,20,44,18,8,8,6,5,3,9,10,0,41,40,21,14,29,22,30,22,35,22,35,36,2,12,12,4,0,0,4,512
2024-03-10 11:30:00,17,37,14,7,8,7,12,2,20,19,2,27,31,19,26,36,21,43,23,29,18,26,37,5,16,15,3,5,0,0,525
2024-03-10 11:40:00,14,49,27,4,3,3,7,5,21,23,2,35,33,30,23,36,19,37,16,26,21,27,28,4,14,17,2,0,0,1,527
2024-03-10 11:50:00,26,39,15,7,8,8,9,1,24,24,1,24,25,43,27,51,15,50,17,40,24,39,28,5,7,14,1,0,0,0,572
2024-03-10 12:00:00,12,35,21,5,4,4,10,7,16,16,2,20,19,30,16,46,26,49,26,34,24,37,28,8,27,11,4,8,0,0,545
2024-03-10 12:10:00,18,45,22,9,9,9,7,0,18,16,0,23,20,28,25,46,21,48,22,23,14,21,26,8,27,12,4,12,0,0,533
2024-03-10 12:20:00,29,47,24,15,15,14,11,2,27,29,0,30,32,25,26,35,13,37,14,26,21,27,34,2,12,18,2,0,0,5,572
2024-03-10 12:30:00,11,44,23,9,9,9,8,1,12,12,0,40,40,14,31,45,18,47,18,19,15,17,44,7,17,16,0,4,0,0,530
2024-03-10 12:40:00,21,55,22,11,12,11,11,1,19,19,2,46,44,32,23,57,30,60,28,35,24,36,37,3,21,13,1,1,0,4,679
2024-03-10 12:50:00,23,52,30,9,8,8,11,2,17,15,0,32,28,32,30,44,26,43,26,42,22,44,38,2,18,15,2,0,0,2,621
2024-03-10 13:00:00,20,41,32,9,9,9,11,7,19,20,1,28,30,30,23,36,16,38,16,88,21,37,30,4,15,13,3,9,0,0,615
2024-03-10 13:10:00,24,42,17,5,4,4,17,1,29,29,2,45,44,30,32,32,16,36,17,31,24,33,40,2,11,18,10,3,0,0,598
2024-03-10 13:20:00,24,44,20,12,12,12,13,3,12,13,2,31,31,24,27,48,23,47,24,41,29,36,33,4,19,18,2,5,2,1,612
2024-03-10 13:30:00,18,54,32,11,10,10,7,3,20,23,0,31,26,28,23,49,29,50,30,35,19,36,38,7,22,13,2,3,0,7,636
2024-03-10 13:40:00,20,61,21,9,9,9,13,3,25,23,1,37,35,31,36,44,28,51,33,34,15,39,38,8,14,19,5,0,4,1,666
2024-03-10 13:50:00,21,61,25,8,9,9,14,1,19,20,2,28,28,33,24,56,30,56,30,40,27,35,63,6,25,12,2,0,0,8,692
2024-03-10 14:00:00,25,51,25,10,11,11,8,3,21,24,1,29,29,31,27,55,33,53,31,39,16,39,84,4,24,15,0,1,0,0,700
2024-03-10 14:10:00,24,71,38,15,12,10,12,1,17,17,1,36,39,28,26,41,22,45,25,31,20,30,49,6,20,9,2,2,0,0,649
2024-03-10 14:20:00,20,56,31,7,6,6,16,2,13,14,0,47,44,34,43,55,39,56,37,43,21,42,58,7,19,25,0,0,0,10,751
2024-03-10 14:30:00,24,48,30,7,8,8,9,0,26,26,4,31,33,29,35,51,27,49,28,41,26,45,59,4,14,22,4,0,0,0,688
2024-03-10 14:40:00,19,46,22,6,5,5,9,3,26,25,3,26,26,42,24,56,32,57,34,41,21,40,41,8,22,17,4,1,0,3,664
2024-03-10 14:50:00,16,54,24,13,13,12,14,6,24,26,0,26,23,39,34,48,21,49,22,40,22,39,45,8,19,22,2,0,0,9,670
2024-03-10 15:00:00,32,49,18,15,16,15,10,3,26,26,1,166,41,41,38,44,29,50,31,40,21,42,55,7,25,16,3,0,0,3,863
2024-03-10 15:10:00,20,55,22,16,14,15,14,3,24,23,0,40,40,34,37,44,20,44,23,50,21,52,46,6,23,19,1,4,0,11,721
2024-03-10 15:20:00,22,49,18,16,16,15,17,5,13,14,2,37,33,27,31,50,27,53,24,35,20,31,44,3,14,17,6,2,0,2,643
2024-03-10 15:30:00,28,42,20,11,11,11,6,6,19,19,1,27,25,32,45,37,21,43,20,44,27,46,39,3,20,14,0,0,0,6,623
2024-03-10 15:40:00,19,40,17,14,14,14,16,5,22,22,1,35,36,25,44,48,36,51,38,36,22,38,41,6,25,16,1,1,0,1,684
2024-03-10 15:50:00,26,42,22,7,7,9,12,4,16,19,0,33,31,34,32,55,40,51,37,43,24,40,32,8,18,14,2,1,1,6,666
2024-03-10 16:00:00,17,57,17,15,17,14,9,9,32,31,0,36,37,36,34,38,24,39,26,27,19,28,38,3,15,16,12,1,0,0,647
2024-03-10 16:10:00,18,50,23,10,9,9,18,1,20,21,3,25,25,34,29,55,40,57,37,36,22,36,36,7,18,12,2,7,0,2,662
2024-03-10 16:20:00,30,50,33,14,16,15,8,1,20,20,0,22,20,45,32,35,22,41,21,38,22,39,40,8,28,12,1,2,0,0,635
2024-03-10 16:30:00,22,45,14,9,7,7,16,2,82,20,0,36,39,35,37,47,30,48,31,34,18,36,32,5,23,16,2,0,0,0,693
2024-03-10 16:40:00,20,51,16,7,7,7,9,3,32,33,1,25,23,41,40,49,31,50,31,39,21,37,36,9,50,17,5,12,0,1,703
2024-03-10 16:50:00,21,50,22,12,12,12,11,2,17,19,1,25,25,21,38,59,33,64,36,26,17,26,34,7,19,13,2,6,0,2,632
2024-03-10 17:00:00,18,42,20,14,14,11,12,2,22,21,1,32,29,30,41,57,39,53,37,42,27,43,37,5,20,18,3,1,0,0,691
2024-03-10 17:10:00,23,56,23,7,7,7,14,2,7,7,1,21,25,30,33,63,41,64,41,37,20,35,44,8,25,13,0,3,0,0,657
2024-03-10 17:20:00,20,47,23,10,10,10,15,3,24,25,0,26,22,26,39,48,37,50,37,33,21,39,45,8,30,9,4,8,0,8,677
2024-03-10 17:30:00,22,44,19,19,20,19,13,1,18,19,0,33,56,30,52,50,38,54,39,43,22,40,31,3,24,15,0,0,0,6,730
2024-03-10 17:40:00,19,47,23,11,10,10,15,0,18,19,2,37,35,39,34,60,46,64,64,40,17,41,33,8,30,22,1,2,0,3,750
2024-03-10 17:50:00,18,34,17,12,12,12,4,2,26,25,0,29,30,48,38,64,37,64,36,34,16,32,37,1,20,16,0,0,0,0,664
2024-03-10 18:00:00,16,38,11,8,11,10,10,1,25,26,2,30,37,32,47,44,23,49,25,34,25,38,47,2,20,11,2,3,0,2,629
2024-03-10 18:10:00,19,37,13,14,11,10,8,3,15,14,1,28,26,31,22,38,34,35,36,44,21,40,30,9,21,10,0,0,0,0,570
2024-03-10 18:20:00,19,50,20,4,4,4,12,1,17,17,0,17,15,31,39,51,36,53,36,38,27,41,75,10,26,27,1,5,0,32,708
2024-03-10 18:30:00,21,38,20,6,6,8,12,1,11,11,0,41,32,48,29,38,8,39,11,31,24,32,51,9,22,25,2,7,0,0,583
2024-03-10 18:40:00,15,40,21,13,12,11,11,4,15,16,1,23,24,26,37,39,23,38,21,37,18,37,41,8,22,27,0,2,0,1,583
2024-03-10 18:50:00,16,33,17,8,8,8,12,0,14,14,0,20,18,18,34,44,25,48,26,27,24,26,50,5,25,22,2,4,0,0,548
2024-03-10 19:00:00,14,39,12,14,15,14,17,0,24,23,1,26,26,30,37,39,19,37,19,32,17,30,44,8,24,21,0,0,0,3,585
2024-03-10 19:10:00,22,36,15,8,8,8,8,4,13,13,1,22,22,18,26,44,28,45,27,26,19,26,35,11,18,11,0,0,0,1,515
2024-03-10 19:20:00,18,43,10,9,9,9,13,0,18,20,1,22,26,28,25,37,21,43,22,26,19,26,28,5,24,15,1,3,0,0,521
2024-03-10 19:30:00,18,39,12,6,5,5,13,0,16,15,0,19,19,20,42,39,19,42,21,19,14,16,36,3,17,16,0,0,4,0,475
2024-03-10 19:40:00,19,36,8,7,7,7,13,1,14,16,1,22,22,33,22,35,41,37,22,27,20,29,30,3,18,14,5,0,0,7,516
2024-03-10 19:50:00,14,38,11,10,11,10,13,0,11,10,1,20,19,27,26,36,16,34,14,25,13,23,22,0,9,12,0,3,0,0,428
2024-03-10 20:00:00,15,27,6,7,7,7,1,0,4,4,0,15,14,8,31,32,18,34,18,16,15,16,19,6,16,16,0,0,0,0,352
2024-03-10 20:10:00,13,33,17,9,10,10,7,2,10,10,2,13,14,15,20,30,16,34,15,22,17,22,20,3,10,10,0,0,0,0,384
2024-03-10 20:20:00,9,32,11,8,7,7,2,0,15,16,0,16,16,20,30,31,18,34,19,13,13,15,21,1,8,10,0,0,0,0,372
2024-03-10 20:30:00,17,39,12,5,5,5,10,0,7,9,0,11,11,19,24,28,12,25,10,24,19,22,17,1,15,6,1,0,0,0,354
2024-03-10 20:40:00,19,31,11,3,3,3,7,1,11,10,2,16,17,14,17,19,11,19,11,15,13,15,11,3,10,9,0,4,0,3,308
2024-03-10 20:50:00,14,30,15,5,6,5,9,0,15,16,1,15,14,14,21,25,13,27,13,8,8,8,8,0,6,9,0,0,1,0,306
2024-03-10 21:00:00,5,22,8,5,3,4,13,0,11,11,0,14,13,27,13,22,5,23,5,23,19,22,21,3,10,18,0,0,0,0,320
2024-03-10 21:10:00,17,31,6,10,10,9,4,0,9,10,1,8,4,9,11,28,13,30,13,11,11,11,22,3,12,8,0,0,0,0,301
2024-03-10 21:20:00,12,27,15,10,11,11,0,1,6,5,0,14,12,17,22,20,6,20,5,20,18,23,11,2,10,3,0,0,0,3,304
2024-03-10 21:30:00,14,32,17,8,8,7,3,0,7,7,0,10,10,26,11,16,8,19,6,26,20,23,12,4,7,9,0,0,0,2,312
2024-03-10 21:40:00,5,28,8,7,7,7,5,4,4,5,1,7,7,11,7,20,6,20,6,6,5,6,12,2,13,9,2,0,0,4,224
2024-03-10 21:50:00,7,22,6,5,5,5,1,0,10,10,0,11,10,11,11,22,5,24,4,13,11,13,10,1,6,4,0,0,0,0,227
2024-03-10 22:00:00,10,19,6,4,4,4,6,0,4,4,0,16,15,12,14,22,9,23,9,14,12,14,10,1,1,9,0,0,0,0,242
2024-03-10 22:10:00,9,20,8,6,6,6,1,1,6,6,3,5,5,10,10,18,5,17,5,7,7,7,6,0,4,4,0,3,0,0,185
2024-03-10 22:20:00,4,11,5,6,6,6,4,0,2,2,0,11,11,5,11,13,5,13,5,8,8,8,5,0,4,2,0,0,0,0,155
2024-03-10 22:30:00,4,15,2,1,1,1,2,0,4,4,0,4,4,5,8,19,3,19,4,6,6,6,6,0,4,2,0,0,0,0,130
2024-03-10 22:40:00,5,11,4,5,5,5,1,2,5,5,1,4,3,8,1,16,0,18,2,7,7,7,6,1,5,3,0,0,0,0,137
2024-03-10 22:50:00,4,9,1,3,3,3,1,0,3,3,0,6,5,6,5,10,4,10,3,5,5,6,3,0,4,5,0,0,0,0,107
2024-03-10 23:00:00,5,12,0,2,2,2,4,0,1,1,0,7,4,3,3,11,3,11,3,3,2,2,8,0,2,4,0,0,0,0,95
2024-03-10 23:10:00,4,11,1,5,5,5,1,1,4,4,1,7,6,8,0,11,2,11,4,7,7,6,5,0,2,3,0,0,0,0,121
2024-03-10 23:20:00,7,12,1,1,1,1,0,0,2,2,0,4,3,3,3,9,2,9,2,1,1,1,4,1,5,2,0,0,0,0,77
2024-03-10 23:30:00,0,8,3,0,0,0,0,0,5,5,0,1,1,7,3,7,0,7,1,6,6,6,4,0,2,2,0,0,0,0,74
2024-03-10 23:40:00,6,7,2,1,1,1,0,2,0,0,1,1,1,4,2,4,2,6,2,3,3,3,7,1,3,1,0,0,0,1,65
2024-03-10 23:50:00,1,6,2,2,2,2,1,0,1,1,0,3,3,4,4,8,1,9,0,1,2,2,3,0,3,3,0,0,0,0,64
2024-03-11 00:00:00,4,4,0,2,2,2,0,0,0,0,1,4,4,3,1,7,1,7,1,3,3,3,2,0,1,1,0,0,0,0,56
2024-03-11 00:10:00,2,10,1,2,2,2,1,0,2,3,0,2,3,4,1,5,1,4,2,3,3,2,3,0,0,1,0,0,0,0,59
2024-03-11 00:20:00,3,1,1,2,2,2,0,0,3,3,0,5,4,4,1,5,0,6,0,2,2,2,4,0,2,3,0,0,0,0,57
2024-03-11 00:30:00,1,7,1,1,1,1,0,0,0,0,0,3,3,3,0,1,1,2,1,5,5,5,2,0,0,1,0,0,0,1,45
2024-03-11 00:40:00,3,4,1,2,2,2,0,0,2,2,1,2,2,5,1,3,1,3,2,2,2,1,1,1,0,2,0,0,0,1,48
2024-03-11 00:50:00,3,4,1,1,1,1,2,0,0,0,0,4,4,1,0,2,0,2,0,2,2,2,7,0,2,3,0,0,0,0,44
2024-03-11 01:00:00,1,3,0,1,2,2,1,2,0,0,1,0,0,2,0,2,0,2,0,1,1,1,4,0,0,3,0,0,0,0,29
2024-03-11 01:10:00,2,3,0,2,2,2,0,0,1,1,0,0,0,2,0,4,0,4,0,1,1,1,1,0,2,1,0,0,0,0,30
2024-03-11 01:20:00,3,4,0,0,0,0,0,0,2,2,0,0,0,3,0,2,0,2,0,1,1,1,3,0,1,0,0,0,0,0,25
2024-03-11 01:30:00,2,1,0,1,1,1,0,0,1,1,0,1,1,1,2,2,0,2,0,1,1,1,3,0,0,1,0,0,0,0,24
2024-03-11 01:40:00,2,2,0,1,1,1,0,0,0,0,0,3,2,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,18
2024-03-11 01:50:00,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,0,3,1,3,3,3,0,0,0,1,0,0,0,0,23
2024-03-11 02:00:00,2,3,0,1,1,1,1,0,2,2,0,0,0,2,2,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,23
2024-03-11 02:10:00,0,3,0,0,0,0,0,1,1,1,1,2,2,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,16
2024-03-11 02:20:00,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,2,0,3,3,3,0,0,0,0,0,0,0,0,17
2024-03-11 02:30:00,3,6,1,0,0,0,0,0,3,3,0,0,0,5,0,2,0,2,0,3,3,3,0,0,1,2,0,0,0,0,37
2024-03-11 02:40:00,0,2,2,1,1,2,0,0,0,0,0,1,1,2,0,1,0,1,0,2,2,2,2,1,2,1,0,0,0,0,26
2024-03-11 02:50:00,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,5,5,5,1,0,0,4,0,11,0,0,38
2024-03-11 03:00:00,0,1,1,0,0,0,0,0,1,1,0,0,1,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,14
2024-03-11 03:10:00,1,2,0,1,1,1,0,0,1,1,0,1,1,2,0,2,0,2,0,1,1,1,2,0,0,0,0,0,0,0,21
2024-03-11 03:20:00,0,1,0,0,0,0,0,0,1,1,0,5,5,2,1,3,0,3,0,2,2,2,2,0,0,0,0,0,0,0,30
2024-03-11 03:30:00,0,0,0,1,1,1,0,0,0,0,0,1,0,3,1,1,0,1,0,4,4,4,1,1,1,0,0,0,0,0,25
2024-03-11 03:40:00,0,3,1,2,2,2,0,0,1,1,0,2,1,6,0,4,0,5,3,7,6,8,2,0,1,1,0,0,0,0,58
2024-03-11 03:50:00,2,2,0,2,2,2,0,0,1,1,0,3,4,2,2,2,1,3,1,2,2,2,4,0,2,0,0,0,0,0,42
2024-03-11 04:00:00,0,4,0,0,0,0,0,2,0,0,1,5,5,1,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,25
2024-03-11 04:10:00,0,1,0,0,0,0,1,0,0,0,0,3,2,3,0,3,0,4,1,3,3,3,3,0,3,1,0,0,0,0,34
2024-03-11 04:20:00,0,3,1,0,0,0,2,0,2,2,0,7,7,1,0,5,0,5,0,2,3,2,3,1,2,5,0,0,0,0,53
2024-03-11 04:30:00,3,5,1,0,0,0,0,3,0,0,1,4,4,3,2,5,0,5,0,7,7,7,5,1,1,3,0,0,0,0,67
2024-03-11 04:40:00,0,3,0,0,0,0,2,2,1,1,1,5,6,3,0,3,0,3,0,3,3,3,7,1,0,4,0,0,0,8,59
2024-03-11 04:50:00,2,7,1,1,1,1,2,0,1,1,0,6,7,4,3,14,0,15,0,6,5,6,13,0,1,4,0,0,0,0,101
2024-03-11 05:00:00,1,3,0,2,2,2,2,0,1,1,1,8,9,4,1,14,6,14,6,7,7,7,12,3,5,11,0,0,0,0,129
2024-03-11 05:10:00,1,15,4,1,1,1,6,1,7,7,2,10,8,12,2,18,3,18,3,5,5,5,8,3,8,4,0,0,0,0,158
2024-03-11 05:20:00,5,9,1,1,1,1,12,0,2,2,0,7,8,14,8,26,6,26,6,18,17,18,15,1,3,21,0,0,0,3,231
2024-03-11 05:30:00,3,21,5,6,6,5,9,3,3,4,1,26,25,21,9,30,15,33,15,30,18,30,20,5,12,17,0,0,0,0,372
2024-03-11 05:40:00,10,20,4,0,0,0,12,0,10,9,2,14,15,31,15,41,19,42,20,37,21,36,27,3,11,14,0,1,0,0,414
2024-03-11 05:50:00,10,23,2,2,2,2,4,0,7,6,0,15,15,20,7,50,20,49,21,29,19,31,39,3,9,18,0,0,0,0,403
2024-03-11 06:00:00,6,26,9,2,2,2,7,5,4,4,2,25,24,17,11,37,20,40,17,30,23,28,28,1,4,10,4,19,0,1,408
2024-03-11 06:10:00,7,40,14,9,9,9,9,4,8,8,1,23,27,21,9,49,21,50,21,45,15,47,35,4,7,15,1,6,0,0,514
2024-03-11 06:20:00,17,28,8,2,2,2,15,0,16,16,0,35,31,23,8,50,31,49,32,44,12,46,29,7,15,19,0,0,0,8,545
2024-03-11 06:30:00,25,42,10,4,4,4,21,4,14,15,1,37,37,41,20,61,41,62,40,60,23,57,40,7,11,26,0,0,0,0,707
2024-03-11 06:40:00,31,38,18,8,9,10,14,3,21,20,2,26,27,40,19,58,60,60,59,58,7,57,43,8,10,22,2,0,0,2,732
2024-03-11 06:50:00,29,44,18,10,9,9,19,5,22,25,1,42,44,47,31,61,57,65,55,69,35,70,44,7,18,19,3,2,0,1,861
2024-03-11 07:00:00,13,48,26,4,4,4,22,3,27,26,3,54,53,40,27,61,66,67,69,52,31,49,48,10,21,22,1,10,0,0,861
2024-03-11 07:10:00,20,47,26,3,3,2,30,3,33,32,3,55,58,68,51,87,81,84,79,76,35,75,73,7,25,35,0,9,0,0,1100
2024-03-11 07:20:00,30,44,21,14,15,15,26,5,22,37,5,76,76,35,54,83,93,85,95,59,24,61,64,12,27,35,3,0,0,4,1120
2024-03-11 07:30:00,24,44,44,16,18,18,24,3,30,33,4,55,52,57,66,80,88,83,92,62,22,61,64,21,51,36,0,1,0,5,1154
2024-03-11 07:40:00,24,44,41,26,27,15,37,1,48,52,6,59,67,47,82,80,88,82,88,54,22,60,76,16,51,27,0,7,0,1,1228
2024-03-11 07:50:00,34,38,28,35,30,8,25,1,52,55,1,62,63,71,75,87,97,85,93,73,9,68,81,23,38,20,1,3,0,2,1258
2024-03-11 08:00:00,25,47,32,20,22,15,30,3,48,48,7,62,61,55,46,73,69,95,71,62,25,62,50,12,27,22,0,6,0,1,1096
2024-03-11 08:10:00,27,51,30,17,16,16,25,1,23,25,2,49,50,36,64,76,67,75,66,49,17,49,59,15,49,30,6,1,0,1,992
2024-03-11 08:20:00,33,45,38,15,14,14,28,1,37,35,1,61,59,59,65,57,71,61,70,50,5,50,66,19,38,24,0,2,0,6,1024
