datetime,D11Z,D12Z,D13Z,D14Z,D15Z,D21Z,D22Z,D23Z,D24Z,D25Z,D26Z,D31Z,D32Z,D33Z,D34Z,D35Z,D36Z,D37Z,D41Z,D42Z,D43Z,D44Z,D45Z,D46Z,D47Z,D48Z,V10Z,V20Z,V30Z,V40Z,Total
2024-03-11 08:30:00,29,52,34,12,17,15,17,5,28,29,2,45,46,49,57,62,76,67,73,69,32,69,40,13,34,24,0,3,0,2,1001
2024-03-11 08:40:00,23,50,32,23,19,10,27,4,29,29,2,37,37,43,59,65,65,62,66,43,19,42,45,8,30,19,0,0,0,1,889
2024-03-11 08:50:00,21,57,31,21,21,19,23,4,33,35,2,34,34,54,49,61,76,62,74,57,17,55,63,22,49,19,0,0,0,0,993
2024-03-11 09:00:00,28,37,18,13,15,16,21,5,38,36,1,50,48,56,48,47,54,47,56,66,26,67,44,10,33,20,0,0,0,0,900
2024-03-11 09:10:00,39,50,22,18,15,15,15,5,33,33,4,37,40,36,29,47,40,44,37,48,31,45,41,8,22,19,0,0,0,0,773
2024-03-11 09:20:00,20,49,31,11,10,9,17,1,33,32,2,40,37,40,35,44,52,45,50,46,40,46,45,15,30,19,2,0,0,1,802
2024-03-11 09:30:00,19,41,15,7,6,6,15,3,26,28,4,22,26,37,26,32,39,36,41,32,8,35,50,14,28,19,0,2,0,0,617
2024-03-11 09:40:00,37,33,20,16,16,15,13,2,38,39,2,33,34,55,43,42,37,41,36,48,15,54,51,10,32,18,1,7,0,4,792
2024-03-11 09:50:00,28,41,15,14,16,15,11,2,36,34,0,27,24,58,27,36,27,39,31,54,16,55,63,16,40,12,0,0,0,0,737
2024-03-11 10:00:00,30,39,27,21,19,17,10,1,42,52,2,32,31,45,42,34,29,37,26,43,19,41,50,11,25,16,2,0,0,0,743
2024-03-11 10:10:00,25,40,30,14,14,14,14,1,43,43,4,22,22,51,36,37,19,45,20,45,14,47,46,9,30,19,0,2,0,0,706
2024-03-11 10:20:00,23,57,16,7,6,6,15,0,38,39,2,33,32,48,35,51,21,54,17,40,20,33,50,17,33,18,0,1,0,3,715
2024-03-11 10:30:00,20,41,29,15,14,12,10,0,43,41,3,27,26,45,30,43,38,47,38,42,15,46,49,3,23,17,0,0,0,0,717
2024-03-11 10:40:00,31,41,19,16,15,14,13,3,37,38,1,33,29,48,25,42,33,51,31,43,18,41,42,10,38,18,0,3,0,3,736
2024-03-11 10:50:00,26,42,25,10,11,10,16,0,28,27,2,22,26,42,37,46,26,43,26,43,22,45,62,12,39,20,0,0,0,0,708
2024-03-11 11:00:00,35,37,11,12,12,11,14,0,34,35,4,40,37,36,31,39,17,44,17,42,20,39,49,17,36,22,3,3,0,0,697
2024-03-11 11:10:00,30,47,25,12,12,12,9,4,33,35,3,31,33,50,36,46,23,45,23,52,19,54,53,11,33,16,2,6,0,0,755
2024-03-11 11:20:00,44,33,17,14,15,14,11,1,33,41,0,32,32,38,36,40,23,45,22,36,12,37,43,8,37,24,0,8,0,3,699
2024-03-11 11:30:00,25,41,22,12,12,12,12,1,37,39,2,27,29,52,47,37,21,40,17,41,11,39,48,9,37,13,0,0,0,8,691
2024-03-11 11:40:00,33,38,27,10,10,10,18,2,27,31,1,39,36,43,44,43,28,49,28,38,8,35,41,10,43,20,0,3,0,5,720
2024-03-11 11:50:00,38,36,20,17,19,17,15,1,45,42,5,34,37,46,38,42,29,44,29,36,19,36,48,15,36,21,0,1,0,3,769
2024-03-11 12:00:00,28,44,26,14,13,13,14,2,36,36,1,46,43,46,26,42,30,42,26,41,14,41,46,9,31,14,1,1,0,3,729
2024-03-11 12:10:00,33,47,34,21,20,19,15,1,38,39,3,41,41,45,39,37,25,43,24,39,13,44,64,9,38,15,0,0,0,4,791
2024-03-11 12:20:00,26,55,32,13,14,12,14,5,33,35,3,35,40,42,40,46,21,49,20,35,8,33,60,8,36,20,5,0,0,1,741
2024-03-11 12:30:00,35,47,28,15,16,16,20,3,36,34,1,111,42,49,44,43,21,49,23,48,17,44,39,11,36,14,7,2,0,7,858
2024-03-11 12:40:00,36,58,30,19,18,18,17,1,33,35,3,33,37,44,44,43,33,47,31,45,14,44,50,10,37,18,1,8,0,2,809
2024-03-11 12:50:00,36,46,37,12,12,12,7,0,43,44,2,35,34,42,37,42,20,44,18,39,12,42,50,13,43,19,4,0,0,0,745
2024-03-11 13:00:00,32,48,31,11,13,12,14,5,40,39,2,33,35,34,46,36,26,42,23,43,15,44,52,10,27,27,2,3,0,0,745
2024-03-11 13:10:00,38,55,34,15,15,15,15,0,37,39,1,39,36,42,34,50,12,50,13,49,14,45,57,16,32,20,0,1,0,1,775
2024-03-11 13:20:00,42,62,51,22,21,19,14,2,34,32,4,44,44,45,49,38,26,46,24,44,15,44,50,10,34,19,0,7,0,0,842
2024-03-11 13:30:00,32,51,39,17,16,16,16,5,33,35,5,32,35,42,41,55,38,58,38,41,11,40,54,10,28,20,3,11,0,1,823
2024-03-11 13:40:00,28,50,31,18,16,16,14,5,34,37,2,32,30,42,38,43,27,46,30,43,12,44,50,11,35,18,2,0,7,0,761
2024-03-11 13:50:00,38,54,36,18,18,18,14,0,38,36,1,30,33,42,48,43,26,42,22,39,14,37,66,19,34,16,0,0,0,0,782
2024-03-11 14:00:00,36,48,32,12,12,13,18,3,39,42,1,39,38,35,29,36,15,37,14,38,7,46,45,17,35,19,0,3,0,2,711
2024-03-11 14:10:00,38,50,34,19,19,17,14,7,32,33,6,37,36,52,41,42,22,44,24,57,17,55,62,16,37,22,1,32,0,1,867
2024-03-11 14:20:00,46,61,49,20,17,17,14,3,46,46,0,46,47,46,55,33,23,37,22,49,19,186,54,10,40,12,0,4,0,2,1004
2024-03-11 14:30:00,48,45,55,16,19,17,10,5,46,48,6,41,42,44,42,48,22,58,22,44,18,50,64,16,40,18,2,5,0,0,891
2024-03-11 14:40:00,31,65,58,19,16,15,17,2,34,34,0,28,31,35,49,43,38,48,37,45,31,42,52,11,38,20,1,3,0,0,843
2024-03-11 14:50:00,53,53,50,21,21,20,13,2,38,39,4,44,41,41,48,36,21,41,19,49,43,47,52,10,38,20,0,0,0,2,866
2024-03-11 15:00:00,43,54,43,20,20,21,13,2,48,44,5,36,38,50,58,40,18,40,18,41,21,41,77,11,38,15,0,2,0,2,859
2024-03-11 15:10:00,40,47,50,16,18,16,17,4,41,43,2,49,48,59,48,41,32,44,30,49,14,52,74,21,43,21,2,6,0,0,927
2024-03-11 15:20:00,47,49,61,28,27,24,25,1,35,36,3,43,45,33,49,47,28,50,29,50,6,48,59,9,43,21,1,1,1,8,907
2024-03-11 15:30:00,46,41,63,28,21,15,18,12,55,56,1,54,52,56,39,40,30,49,35,48,14,50,58,11,28,17,1,2,1,2,943
2024-03-11 15:40:00,41,49,66,27,30,21,19,3,55,53,0,39,39,43,36,42,35,45,31,46,15,44,70,7,31,21,2,4,0,5,919
2024-03-11 15:50:00,66,55,65,21,19,19,22,2,39,41,2,37,37,50,43,44,33,46,32,49,14,41,60,13,45,21,8,5,0,1,930
2024-03-11 16:00:00,46,47,57,19,19,17,12,4,52,50,2,29,28,53,64,49,37,58,38,52,18,52,55,14,52,18,0,4,3,1,950
2024-03-11 16:10:00,58,55,78,16,18,19,21,6,44,43,2,40,41,43,48,65,42,67,41,56,19,49,57,10,50,20,7,18,0,7,1040
2024-03-11 16:20:00,60,44,69,33,33,19,16,3,40,41,1,34,36,44,46,57,38,55,37,61,20,56,70,12,39,19,1,4,6,0,994
2024-03-11 16:30:00,50,51,71,31,29,21,19,7,44,47,1,47,42,52,56,44,39,48,39,49,22,50,59,14,46,28,2,0,0,3,1011
2024-03-11 16:40:00,43,46,56,22,23,17,18,2,54,53,4,34,42,57,67,58,35,64,34,54,28,51,81,13,41,19,3,22,0,0,1041
2024-03-11 16:50:00,51,66,72,26,29,28,18,3,41,43,3,44,48,33,72,46,41,47,42,42,19,37,41,12,36,12,2,2,0,8,964
2024-03-11 17:00:00,55,46,63,29,25,14,20,9,48,48,3,37,37,26,68,42,39,47,52,45,21,52,61,17,52,22,4,7,0,2,991
2024-03-11 17:10:00,57,70,85,39,42,28,30,4,40,39,2,40,39,71,42,52,29,55,30,51,47,45,47,18,49,18,1,5,0,0,1075
2024-03-11 17:20:00,55,58,75,33,30,27,17,3,49,54,8,41,41,33,65,66,33,75,47,27,10,5,85,8,44,21,1,1,0,19,1031
2024-03-11 17:30:00,47,86,74,26,26,22,16,3,52,53,3,53,53,44,79,72,31,81,44,27,7,10,59,14,58,32,4,3,0,1,1080
2024-03-11 17:40:00,55,60,74,27,26,22,17,2,71,69,4,35,67,30,88,74,28,80,49,0,0,0,41,18,48,29,19,7,0,4,1044
2024-03-11 17:50:00,34,64,42,10,11,10,15,2,40,43,2,41,51,36,87,70,56,70,60,16,5,7,33,11,44,17,2,3,0,2,884
2024-03-11 18:00:00,39,57,43,24,23,20,23,2,56,59,2,42,42,42,70,72,25,71,37,0,0,0,50,16,41,17,6,10,0,4,893
2024-03-11 18:10:00,40,62,34,24,26,24,22,3,60,57,2,53,49,34,52,71,22,76,32,1,1,0,65,16,47,24,5,4,0,2,908
2024-03-11 18:20:00,39,79,46,21,21,19,16,3,49,54,1,29,29,34,76,80,5,80,100,0,0,0,45,9,39,16,1,1,0,1,893
2024-03-11 18:30:00,40,51,35,25,24,23,22,1,54,55,2,26,27,48,66,53,36,57,39,1,0,0,53,11,47,20,0,5,0,0,821
2024-03-11 18:40:00,38,52,27,26,27,20,19,0,55,52,1,32,32,29,55,53,32,54,37,0,0,0,39,9,43,11,2,0,0,4,749
2024-03-11 18:50:00,35,35,22,23,22,21,20,7,51,51,0,40,39,41,79,58,38,54,49,0,0,0,50,8,43,12,4,7,0,1,810
2024-03-11 19:00:00,26,49,19,11,10,11,13,4,39,39,2,36,33,34,47,36,24,43,29,5,4,2,38,5,35,12,0,1,0,5,612
2024-03-11 19:10:00,34,35,19,8,9,9,20,0,35,34,1,24,30,27,50,56,21,58,34,3,1,1,33,10,27,12,5,4,0,0,600
2024-03-11 19:20:00,32,53,23,8,8,7,15,3,27,24,0,33,35,25,51,47,29,44,32,0,0,0,29,9,25,14,1,2,0,3,579
2024-03-11 19:30:00,24,40,16,15,14,13,20,2,30,28,2,25,25,16,53,47,24,59,35,0,0,0,39,3,25,21,0,4,0,4,584
2024-03-11 19:40:00,29,29,6,8,8,8,15,0,30,29,2,23,22,24,41,46,21,43,20,1,2,1,36,7,24,12,0,0,0,3,490
2024-03-11 19:50:00,29,38,17,12,12,11,10,0,28,28,2,19,17,19,40,43,12,44,22,1,0,0,20,1,19,9,0,6,0,1,460
2024-03-11 20:00:00,17,41,20,6,6,6,14,0,38,28,4,10,11,25,36,49,3,60,3,0,0,0,30,3,20,16,0,4,0,6,456
2024-03-11 20:10:00,12,28,19,8,8,8,17,1,21,21,1,16,15,28,22,29,12,31,15,0,0,0,17,4,18,14,0,1,0,0,366
2024-03-11 20:20:00,17,42,15,6,5,5,8,1,20,19,0,17,18,19,38,32,10,38,16,1,2,0,22,1,22,13,0,1,0,11,399
2024-03-11 20:30:00,16,26,8,7,7,7,7,1,28,26,2,9,12,18,26,22,10,27,11,2,1,0,15,4,11,9,0,0,0,0,312
2024-03-11 20:40:00,17,34,16,5,5,5,12,4,17,13,2,12,11,15,14,25,11,28,12,0,0,0,17,4,13,5,0,2,0,0,299
2024-03-11 20:50:00,11,33,12,6,6,6,17,2,21,18,2,13,13,14,27,27,6,28,16,1,1,0,14,3,8,11,1,0,0,0,317
2024-03-11 21:00:00,9,21,14,8,8,8,13,0,20,17,2,21,20,10,7,17,4,18,7,0,0,0,15,4,8,10,1,2,0,0,264
2024-03-11 21:10:00,18,30,15,8,8,8,5,2,24,20,2,18,14,19,23,31,9,33,20,0,2,0,10,3,8,7,1,1,0,4,343
2024-03-11 21:20:00,15,33,14,9,9,9,7,0,33,29,3,13,13,15,38,25,6,29,7,3,3,0,16,4,16,7,0,1,0,3,360
2024-03-11 21:30:00,12,25,13,5,5,5,1,0,21,16,0,14,12,14,16,24,9,26,16,0,0,0,11,1,14,9,0,1,0,2,272
2024-03-11 21:40:00,14,17,11,3,3,3,2,1,15,14,2,18,18,20,19,17,16,21,19,0,2,0,20,8,12,3,0,0,0,0,278
2024-03-11 21:50:00,9,18,11,2,2,2,1,1,18,18,1,9,9,12,18,12,4,13,5,0,0,0,20,3,12,6,0,0,0,0,206
2024-03-11 22:00:00,14,21,6,8,7,7,6,0,17,13,1,4,4,14,16,20,7,23,13,2,0,0,12,3,8,6,0,0,0,0,232
2024-03-11 22:10:00,10,32,20,6,7,7,16,2,30,29,1,22,24,18,23,17,6,19,7,0,0,0,19,3,7,7,0,3,0,0,335
2024-03-11 22:20:00,10,34,13,5,4,4,0,1,20,16,1,18,15,6,17,11,6,12,12,0,0,0,11,2,4,4,0,0,0,2,228
2024-03-11 22:30:00,11,23,9,6,6,6,3,0,16,12,1,12,12,8,20,14,6,16,13,0,0,0,10,5,5,3,0,0,0,0,217
2024-03-11 22:40:00,8,20,3,4,4,4,2,1,12,11,1,16,16,11,10,10,6,13,4,0,0,0,14,2,6,7,0,2,0,0,187
2024-03-11 22:50:00,6,13,4,2,2,2,3,0,17,12,1,3,3,14,24,19,6,25,8,0,0,0,10,0,3,6,0,0,0,0,183
2024-03-11 23:00:00,7,13,4,4,4,4,2,0,7,6,0,7,6,3,3,12,3,12,2,1,0,0,4,0,4,5,0,0,0,0,113
2024-03-11 23:10:00,7,9,3,1,1,1,0,4,6,4,1,5,4,6,3,8,5,10,5,0,0,0,6,0,2,3,0,0,0,0,94
2024-03-11 23:20:00,6,12,3,2,2,2,3,0,7,1,0,3,3,5,8,16,2,17,2,0,0,0,6,1,3,1,0,0,0,1,106
2024-03-11 23:30:00,3,11,1,4,4,4,1,0,6,3,0,5,5,3,5,5,1,7,3,0,0,0,1,1,3,1,0,0,0,0,77
2024-03-11 23:40:00,1,12,3,3,3,3,1,0,8,8,1,4,3,6,3,7,4,6,4,0,0,0,2,1,4,4,2,0,0,4,97
2024-03-11 23:50:00,1,8,0,4,4,4,0,0,3,4,0,7,4,2,1,4,0,4,0,0,0,0,2,1,1,4,0,0,0,0,58
2024-03-12 00:00:00,4,1,2,0,0,0,0,2,2,0,1,3,3,3,2,3,1,6,2,0,0,0,3,1,0,1,0,0,0,0,40
2024-03-12 00:10:00,2,8,1,3,3,3,1,0,4,3,1,2,2,3,4,2,2,5,2,0,0,0,1,0,0,1,0,0,0,0,53
2024-03-12 00:20:00,1,6,0,3,3,3,0,0,2,1,0,4,3,2,1,2,1,1,1,0,0,0,1,0,0,0,0,2,0,0,37
2024-03-12 00:30:00,4,5,2,1,1,1,2,0,0,1,0,3,3,0,2,5,1,6,1,0,0,0,1,0,0,0,0,0,0,0,39
2024-03-12 00:40:00,0,6,2,1,1,1,0,2,2,4,1,1,1,6,1,5,3,4,4,0,0,0,3,0,1,0,0,0,0,0,49
2024-03-12 00:50:00,3,4,0,1,1,1,0,1,1,0,0,0,0,3,0,2,3,2,3,0,1,0,4,0,0,1,0,0,0,0,31
2024-03-12 01:00:00,1,3,0,0,0,0,0,2,3,3,1,1,1,4,0,10,2,10,2,0,0,0,3,0,1,0,0,0,0,0,47
2024-03-12 01:10:00,2,6,0,0,0,0,0,0,1,1,0,0,0,2,2,4,2,4,2,0,0,0,1,0,1,2,0,0,0,0,30
2024-03-12 01:20:00,1,1,0,0,0,0,0,0,3,1,0,0,0,3,3,2,0,5,0,0,0,0,1,0,0,3,0,0,0,0,23
2024-03-12 01:30:00,3,3,0,0,0,0,0,0,1,1,0,1,2,1,0,3,3,4,1,1,0,0,1,1,1,0,0,0,0,0,27
2024-03-12 01:40:00,2,0,0,0,0,0,0,0,3,2,0,3,3,2,1,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,24
2024-03-12 01:50:00,4,1,1,0,0,0,0,0,2,1,0,0,1,3,0,6,2,6,2,0,0,0,1,2,2,0,0,0,0,0,34
2024-03-12 02:00:00,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,6,0,6,0,0,0,0,4,0,0,1,0,0,0,0,24
2024-03-12 02:10:00,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,5,0,5,1,0,0,0,1,0,0,1,0,0,0,0,21
2024-03-12 02:20:00,2,3,0,0,0,0,0,0,3,1,0,0,0,1,3,3,0,5,1,0,0,0,0,0,0,2,0,0,0,0,24
2024-03-12 02:30:00,0,2,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,2,0,0,0,0,4,0,0,1,0,0,0,0,17
2024-03-12 02:40:00,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,2,1,0,0,3,2,2,1,0,0,0,0,22
2024-03-12 02:50:00,0,3,0,0,0,0,0,0,3,3,0,0,1,1,2,0,0,0,1,1,0,0,5,1,2,2,0,0,0,0,25
2024-03-12 03:00:00,1,2,1,0,0,0,0,0,1,1,0,1,0,1,0,3,2,4,2,0,0,0,2,1,0,3,0,1,0,0,26
2024-03-12 03:10:00,1,0,0,1,1,1,1,0,5,3,0,1,1,3,2,0,1,1,1,0,0,0,1,1,1,2,0,0,0,0,28
2024-03-12 03:20:00,0,1,3,0,0,0,4,0,6,6,0,0,1,4,4,2,0,4,2,0,0,0,0,0,0,1,0,0,0,0,38
2024-03-12 03:30:00,1,4,2,0,0,0,0,0,2,1,0,1,3,5,2,3,4,3,3,0,3,0,3,0,1,0,0,0,0,0,41
2024-03-12 03:40:00,1,3,1,0,0,0,0,2,4,0,1,2,2,3,5,3,0,6,0,0,0,0,1,0,2,1,0,0,0,0,37
2024-03-12 03:50:00,2,2,1,1,1,1,0,0,2,2,0,4,4,0,3,2,0,2,0,0,0,0,0,2,3,2,0,0,0,0,34
2024-03-12 04:00:00,1,0,1,0,0,0,0,3,1,1,1,3,3,2,0,1,1,1,1,0,0,0,6,0,0,2,0,0,0,0,28
2024-03-12 04:10:00,0,5,2,0,0,0,1,0,6,3,1,2,2,4,7,3,1,6,1,0,0,0,3,0,2,2,0,0,0,0,51
2024-03-12 04:20:00,1,2,1,0,0,0,1,0,2,2,0,4,6,5,3,2,4,2,4,0,0,0,4,1,1,2,0,0,0,0,47
2024-03-12 04:30:00,3,4,2,1,1,1,1,1,4,2,1,5,4,4,4,5,1,6,2,0,0,0,2,0,36,6,0,0,0,4,100
2024-03-12 04:40:00,1,1,0,0,0,0,3,2,3,3,1,2,2,4,4,6,3,6,5,2,2,0,3,1,1,2,0,0,0,0,57
2024-03-12 04:50:00,3,2,1,1,1,1,3,0,3,2,0,4,4,4,4,17,4,19,4,0,0,0,9,0,2,6,0,0,0,0,94
2024-03-12 05:00:00,3,4,2,0,0,0,2,2,10,5,2,5,4,8,5,12,4,15,5,1,0,0,14,4,4,6,0,0,0,0,117
2024-03-12 05:10:00,0,11,1,1,1,1,5,0,6,3,1,5,9,4,5,26,13,31,14,0,0,0,11,0,6,7,0,0,0,0,161
2024-03-12 05:20:00,4,6,3,3,3,3,9,0,9,6,0,11,12,6,11,38,10,35,15,0,0,0,20,4,9,16,0,0,0,2,235
2024-03-12 05:30:00,8,27,3,3,3,3,10,2,15,14,1,14,14,13,11,52,17,53,24,0,0,0,13,5,11,23,0,0,0,0,339
2024-03-12 05:40:00,10,21,4,0,0,0,13,1,24,21,3,16,17,19,22,53,28,59,33,0,0,0,22,0,3,8,5,6,0,0,388
2024-03-12 05:50:00,9,18,4,3,3,3,3,1,13,13,0,18,18,16,24,51,24,58,30,2,0,0,26,2,8,11,0,0,0,0,358
2024-03-12 06:00:00,13,17,10,2,2,2,7,2,19,17,2,27,26,15,22,56,16,55,31,3,2,1,35,2,12,12,2,0,0,1,411
2024-03-12 06:10:00,9,39,13,1,1,1,17,2,22,21,2,31,36,21,29,72,16,68,28,12,3,2,30,4,5,16,2,13,0,0,516
2024-03-12 06:20:00,20,39,14,4,6,6,12,1,38,33,2,27,24,22,40,65,26,70,41,1,26,0,30,7,15,18,0,7,0,0,594
2024-03-12 06:30:00,21,37,11,5,3,4,17,6,42,37,2,34,33,21,50,83,43,83,53,2,2,1,50,7,10,25,0,1,0,0,683
2024-03-12 06:40:00,33,49,14,6,6,6,19,6,42,44,2,43,44,40,38,91,74,96,80,7,3,1,46,7,15,16,2,2,0,3,835
2024-03-12 06:50:00,23,43,18,6,6,6,22,5,40,38,3,44,41,45,43,114,60,109,61,4,1,0,61,7,23,23,3,2,0,0,851
2024-03-12 07:00:00,16,53,25,3,3,3,13,8,34,35,1,56,57,35,57,103,68,110,78,5,3,0,50,11,24,27,9,1,0,0,888
2024-03-12 07:10:00,18,50,20,6,6,6,26,2,40,41,4,57,59,41,78,84,83,88,86,0,0,0,62,9,18,27,4,0,0,0,915
2024-03-12 07:20:00,22,66,37,14,14,14,32,2,77,52,2,67,64,34,47,86,40,83,41,0,0,0,54,8,31,25,4,2,0,7,925
2024-03-12 07:30:00,20,65,33,21,27,18,41,6,52,53,4,77,76,45,51,76,48,77,51,0,0,0,83,8,32,31,5,5,1,0,1006
2024-03-12 07:40:00,28,66,26,30,212,19,35,4,49,56,2,56,58,43,53,90,47,92,48,0,0,1,52,20,50,30,0,0,0,4,1171
2024-03-12 07:50:00,29,51,29,27,26,18,42,3,66,67,4,57,57,47,93,78,44,100,46,3,24,0,51,11,33,22,4,2,0,5,1039
2024-03-12 08:00:00,31,53,23,25,47,24,40,1,68,69,10,66,62,44,63,75,22,74,42,13,2,0,53,13,46,26,0,6,0,0,998
2024-03-12 08:10:00,25,64,21,22,22,17,42,4,45,121,3,62,69,53,53,80,47,77,53,2,1,1,75,13,23,36,0,9,0,3,1043
2024-03-12 08:20:00,31,44,26,17,17,16,27,2,41,38,1,58,56,37,67,85,50,80,58,7,1,0,58,13,43,29,1,5,0,3,911
2024-03-12 08:30:00,28,60,30,20,23,22,30,5,57,60,2,55,55,33,87,80,37,83,42,0,0,0,31,15,42,23,7,1,15,1,944
2024-03-12 08:40:00,31,46,19,28,26,20,28,4,35,37,1,47,49,32,56,65,46,65,52,0,0,0,51,9,37,23,3,2,0,11,823
2024-03-12 08:50:00,40,55,23,18,17,17,26,3,51,56,3,61,63,40,69,93,19,88,34,5,3,1,53,10,29,18,1,0,0,1,897
2024-03-12 09:00:00,36,52,25,10,11,12,25,1,40,37,2,50,48,51,72,90,45,91,47,4,2,2,48,4,34,16,1,0,0,2,858
2024-03-12 09:10:00,37,42,34,20,19,16,29,6,37,38,3,39,98,46,82,80,54,83,54,4,2,4,37,11,26,27,1,3,0,0,932
2024-03-12 09:20:00,28,43,26,19,17,14,24,3,43,46,3,61,69,53,62,82,46,78,49,4,1,1,43,9,25,23,0,1,0,3,876
2024-03-12 09:30:00,30,48,24,14,14,12,21,3,54,51,2,42,44,31,74,68,9,74,8,1,2,1,50,11,30,17,0,4,0,0,739
2024-03-12 09:40:00,27,50,31,12,13,13,12,0,35,35,5,46,47,20,65,81,20,74,20,2,0,0,52,10,33,20,0,0,0,4,727
2024-03-12 09:50:00,25,42,15,16,15,13,17,2,47,45,3,41,38,39,75,70,30,77,36,1,1,0,61,16,37,19,0,1,0,0,782
2024-03-12 10:00:00,31,51,22,15,15,13,10,2,45,48,9,29,31,38,51,70,34,67,40,0,0,0,33,10,30,23,0,4,0,0,721
2024-03-12 10:10:00,18,46,13,18,18,17,26,1,49,50,1,39,41,32,48,52,23,52,30,6,1,1,53,13,26,22,0,6,0,0,702
2024-03-12 10:20:00,25,49,22,11,12,11,19,1,56,52,0,30,29,43,45,70,31,71,40,4,0,0,45,10,32,19,0,3,0,1,731
2024-03-12 10:30:00,36,42,23,9,9,8,19,6,45,51,2,24,26,42,41,61,27,56,38,14,1,1,50,11,25,17,5,5,0,0,694
2024-03-12 10:40:00,20,36,24,10,10,10,13,3,46,43,2,44,41,39,39,64,37,70,36,1,0,0,44,14,31,24,9,0,5,4,719
2024-03-12 10:50:00,27,48,14,10,10,9,14,0,42,41,3,36,35,39,62,76,38,74,45,5,2,0,47,12,27,20,7,0,0,1,744
2024-03-12 11:00:00,29,48,25,8,8,8,8,0,42,40,3,27,27,44,37,59,33,66,36,6,4,2,55,6,29,18,4,0,0,0,672
2024-03-12 11:10:00,31,40,13,13,13,12,12,1,52,54,4,23,23,34,45,51,33,57,39,2,0,0,44,11,35,23,0,1,0,5,671
2024-03-12 11:20:00,32,57,15,7,8,8,18,0,53,54,3,35,34,39,45,74,22,76,27,1,0,0,46,19,42,16,0,1,0,1,733
2024-03-12 11:30:00,20,36,18,11,13,13,16,4,46,44,3,28,26,40,46,61,22,63,25,0,0,0,41,5,41,11,0,4,0,0,637
2024-03-12 11:40:00,32,59,22,19,17,15,21,0,55,57,2,32,31,23,61,64,11,63,9,0,1,0,53,12,39,20,0,2,3,0,723
2024-03-12 11:50:00,24,43,26,16,18,14,16,1,60,59,4,31,31,49,63,69,21,70,44,36,23,1,53,16,45,23,1,2,0,1,860
2024-03-12 12:00:00,29,40,28,14,12,10,15,3,47,47,1,26,28,45,37,45,20,46,42,29,19,0,53,11,40,13,1,5,0,0,706
2024-03-12 12:10:00,38,46,35,15,18,18,15,0,48,49,3,49,46,42,41,35,21,45,42,27,22,1,55,5,32,15,0,1,0,0,764
2024-03-12 12:20:00,38,48,36,16,17,16,18,0,46,47,1,36,37,55,42,52,27,58,52,33,20,0,55,15,29,16,0,0,0,5,815
2024-03-12 12:30:00,43,49,36,16,14,14,13,3,39,35,2,36,36,48,35,44,33,58,55,29,18,0,50,9,24,15,3,1,0,0,758
2024-03-12 12:40:00,39,39,31,6,8,8,19,3,45,42,4,39,43,60,44,60,23,62,53,43,21,0,46,9,45,19,0,2,0,15,828
2024-03-12 12:50:00,25,55,33,16,14,14,17,2,22,23,0,38,42,44,35,63,23,68,48,34,29,0,40,15,44,18,2,7,0,2,773
2024-03-12 13:00:00,28,59,45,15,16,13,7,2,38,35,1,35,36,37,45,56,34,63,48,23,16,0,49,12,35,25,7,2,0,1,783
2024-03-12 13:10:00,40,62,37,18,17,15,20,2,43,47,1,34,34,52,54,45,30,54,50,32,81,0,52,10,28,22,1,3,0,0,884
2024-03-12 13:20:00,28,52,35,20,20,18,21,1,37,35,3,48,45,49,61,49,32,58,58,39,32,0,63,15,45,26,4,4,0,0,898
2024-03-12 13:30:00,26,59,36,14,14,14,14,6,41,46,5,31,30,41,57,60,33,72,63,41,29,2,61,11,24,15,0,6,0,1,852
2024-03-12 13:40:00,42,53,31,13,13,13,15,1,41,42,3,44,44,35,48,46,27,43,51,33,26,0,51,10,32,25,0,6,4,0,792
2024-03-12 13:50:00,33,51,33,15,13,13,9,1,56,54,4,33,33,48,49,48,19,51,35,23,14,0,72,9,30,24,0,16,30,0,816
2024-03-12 14:00:00,31,56,38,13,13,13,19,2,49,49,1,44,47,45,48,49,22,59,37,21,11,0,56,13,41,14,0,0,0,9,800
2024-03-12 14:10:00,43,59,49,13,13,11,18,2,48,51,4,35,34,45,58,57,27,66,53,41,25,0,54,12,36,20,0,3,3,0,880
2024-03-12 14:20:00,45,61,37,21,22,22,18,1,47,47,1,44,43,44,73,68,42,67,68,26,32,0,52,13,37,20,0,27,0,6,984
2024-03-12 14:30:00,43,62,41,20,21,20,14,3,52,50,4,41,41,53,55,45,22,53,50,35,21,1,41,12,29,19,1,0,0,4,853
2024-03-12 14:40:00,54,71,69,25,23,19,24,2,42,45,2,45,45,47,70,65,38,70,65,36,25,1,50,10,37,18,0,3,0,0,1001
2024-03-12 14:50:00,58,66,60,22,32,21,19,3,44,42,1,41,47,23,60,55,13,63,13,4,3,0,51,13,42,26,0,5,0,0,827
2024-03-12 15:00:00,47,62,40,22,22,17,15,4,49,52,2,62,65,31,80,54,20,61,37,0,4,1,80,16,33,24,1,3,0,0,904
