datetime,D21Z,D22Z,V23Z,V24Z,D31Z,V32Z,D33Z,D51Z,D52Z,V53Z,D61Z,D62Z,V63Z,V64Z,D81Z,D82Z,V83Z,V84Z,D91Z,V92Z,D111Z,D112Z,V113Z,V114Z,D121Z,V122Z,Total
2024-03-28 18:30:00,10,69,9,9,23,5,16,21,24,15,28,0,11,3,0,88,36,33,28,7,9,24,8,0,7,7,490
2024-03-28 18:40:00,14,65,17,22,15,8,14,28,24,14,28,1,12,2,0,80,36,23,15,11,5,24,5,0,9,8,480
2024-03-28 18:50:00,8,69,6,14,21,11,16,22,20,14,24,0,17,2,0,73,30,36,11,8,11,21,16,0,6,6,462
2024-03-28 19:00:00,10,69,13,9,14,13,19,19,20,15,22,0,19,10,0,55,24,26,11,10,8,24,9,0,6,12,437
2024-03-28 19:10:00,20,57,22,19,23,13,20,17,16,11,14,0,19,11,0,59,27,26,14,7,8,33,14,0,6,25,481
2024-03-28 19:20:00,6,59,10,18,9,7,10,15,15,18,19,0,18,3,0,53,22,26,10,7,2,19,2,0,3,11,362
2024-03-28 19:30:00,6,71,7,19,37,7,13,10,11,11,15,0,13,3,0,49,25,25,33,7,4,14,7,0,4,11,402
2024-03-28 19:40:00,4,57,7,21,14,17,16,13,12,19,15,0,18,5,0,44,17,17,8,2,1,14,5,0,2,7,335
2024-03-28 19:50:00,5,57,10,23,11,13,9,12,12,13,9,0,11,4,0,42,21,20,12,6,2,20,5,0,6,14,337
2024-03-28 20:00:00,4,57,8,21,5,10,10,14,12,17,16,0,20,4,0,73,30,18,13,5,3,22,7,0,4,8,381
2024-03-28 20:10:00,9,61,11,26,7,11,9,17,13,18,19,0,22,4,0,76,24,29,11,21,3,11,9,0,5,11,427
2024-03-28 20:20:00,9,54,11,23,21,13,14,13,12,18,19,0,25,6,0,50,15,24,57,7,83,14,8,0,7,9,512
2024-03-28 20:30:00,7,36,3,14,6,8,6,12,10,15,16,0,19,2,0,64,17,18,15,8,4,7,5,0,1,7,300
2024-03-28 20:40:00,9,39,15,19,10,10,12,5,5,9,11,0,11,3,0,49,18,26,13,7,5,7,7,0,8,16,314
2024-03-28 20:50:00,8,35,10,10,227,7,8,4,4,5,10,0,13,0,0,50,20,13,9,7,5,12,12,0,3,7,479
2024-03-28 21:00:00,3,37,8,23,58,10,10,8,7,7,17,0,18,9,0,47,13,23,16,7,5,10,3,0,4,3,346
2024-03-28 21:10:00,7,40,13,17,33,4,9,26,23,21,19,0,21,2,0,52,19,27,26,12,5,15,10,0,5,4,410
2024-03-28 21:20:00,3,39,5,10,69,10,8,12,12,14,11,0,12,2,0,40,14,15,9,9,2,9,6,0,2,5,318
2024-03-28 21:30:00,5,38,3,18,9,5,16,11,10,14,11,0,18,6,0,40,18,27,12,8,3,14,4,0,6,7,303
2024-03-28 21:40:00,5,49,5,19,13,3,7,21,13,16,10,0,14,6,0,31,19,23,8,7,3,13,3,0,3,3,294
2024-03-28 21:50:00,8,50,7,20,7,6,7,10,9,13,6,0,10,6,0,47,15,26,50,8,3,10,5,0,2,9,334
2024-03-28 22:00:00,5,56,9,19,8,14,7,10,12,15,15,0,13,7,0,42,12,20,10,8,3,12,10,0,4,10,321
2024-03-28 22:10:00,2,39,3,20,11,5,7,10,8,8,5,0,7,3,0,44,17,27,14,6,6,13,9,0,5,9,278
2024-03-28 22:20:00,7,45,9,19,13,5,8,6,6,8,10,0,13,6,0,31,12,17,14,7,3,13,4,0,5,8,269
2024-03-28 22:30:00,4,39,7,13,7,3,4,6,7,10,7,0,11,4,0,36,7,25,11,7,2,9,1,0,1,1,222
2024-03-28 22:40:00,5,24,11,11,4,4,4,11,9,7,9,0,17,4,0,28,13,19,11,5,2,10,3,0,2,4,217
2024-03-28 22:50:00,6,36,8,18,7,4,6,13,10,17,11,0,14,5,0,30,15,27,7,3,4,5,5,0,2,4,257
2024-03-28 23:00:00,5,34,3,14,10,5,6,7,7,7,8,0,11,1,0,30,12,26,5,3,4,7,7,0,0,2,214
2024-03-28 23:10:00,6,26,9,18,3,5,2,2,2,2,6,0,9,0,0,32,10,25,11,4,2,4,2,0,3,8,191
2024-03-28 23:20:00,1,32,1,17,7,5,14,4,5,7,5,0,8,0,0,31,13,16,9,8,5,5,9,0,1,1,204
2024-03-28 23:30:00,1,22,2,19,7,4,5,3,3,4,4,0,6,1,0,31,12,26,14,3,0,7,0,0,1,3,178
2024-03-28 23:40:00,2,17,7,21,1,0,0,5,5,6,9,0,14,5,0,15,9,12,14,0,4,3,5,0,2,2,158
2024-03-28 23:50:00,1,23,2,17,3,2,1,3,4,7,4,0,5,1,0,22,14,18,7,3,2,9,3,0,2,7,160
2024-03-29 00:00:00,1,24,4,15,6,5,4,6,5,6,2,0,4,1,0,20,5,15,8,2,1,5,2,0,1,4,146
2024-03-29 00:10:00,1,16,2,17,5,5,3,5,5,5,7,0,13,3,0,13,4,9,14,5,2,3,2,0,1,3,143
2024-03-29 00:20:00,1,15,1,17,4,1,1,3,3,4,0,0,2,2,0,16,9,19,10,4,1,4,0,0,1,0,118
2024-03-29 00:30:00,5,20,12,17,1,1,2,2,1,3,4,0,8,1,0,25,12,20,11,3,0,3,0,0,2,0,153
2024-03-29 00:40:00,2,17,4,14,0,0,0,3,3,4,3,0,4,2,0,16,6,15,14,0,1,3,0,0,0,0,111
2024-03-29 00:50:00,1,16,2,16,10,1,5,1,1,1,3,0,3,6,0,14,7,15,7,2,0,3,0,0,1,1,116
2024-03-29 01:00:00,1,23,2,20,3,4,2,1,1,2,4,0,3,1,0,16,8,16,2,1,0,5,0,0,3,6,124
2024-03-29 01:10:00,3,12,4,11,1,1,1,3,3,4,3,0,5,0,0,16,9,13,2,2,2,4,7,0,0,1,107
2024-03-29 01:20:00,1,7,0,9,7,1,2,2,2,2,3,0,3,2,0,12,10,8,2,1,1,4,2,0,1,0,82
2024-03-29 01:30:00,0,13,0,11,4,4,3,3,3,5,3,0,6,5,0,7,2,5,4,3,2,3,2,0,1,0,89
2024-03-29 01:40:00,2,14,3,13,3,2,1,2,2,3,1,0,2,1,0,4,1,3,3,1,0,2,1,0,1,2,67
2024-03-29 01:50:00,0,7,1,8,11,4,17,1,1,1,2,0,3,1,0,9,3,10,4,1,0,2,0,0,1,2,89
2024-03-29 02:00:00,1,10,1,6,2,0,2,2,1,2,2,0,2,0,0,7,0,6,5,1,2,2,7,0,2,2,65
2024-03-29 02:10:00,1,7,0,8,2,0,0,2,2,2,2,0,3,1,0,10,4,7,5,0,1,1,2,0,0,0,60
2024-03-29 02:20:00,0,9,0,15,2,1,2,1,1,1,2,0,4,2,0,8,2,7,5,2,2,1,4,0,1,0,72
2024-03-29 02:30:00,1,10,1,12,6,1,5,1,1,1,4,0,7,1,0,5,4,4,1,0,0,0,0,0,0,0,65
2024-03-29 02:40:00,2,4,3,5,4,0,0,2,2,2,1,0,3,1,0,11,4,7,5,2,1,2,1,0,0,0,62
2024-03-29 02:50:00,1,12,2,11,1,1,2,1,1,1,3,0,5,4,0,9,5,9,2,0,1,3,1,0,0,0,75
2024-03-29 03:00:00,1,3,4,2,2,4,3,2,2,3,1,0,4,2,0,12,5,11,7,2,2,4,2,0,2,1,81
2024-03-29 03:10:00,2,8,1,12,1,1,1,2,1,1,1,0,1,1,0,9,5,10,9,0,3,1,0,0,1,0,71
2024-03-29 03:20:00,2,3,4,2,1,0,0,1,2,2,2,0,3,0,0,7,3,6,5,0,1,2,0,0,0,0,46
2024-03-29 03:30:00,1,3,1,4,0,0,0,3,3,4,1,0,2,1,0,7,8,5,3,2,1,2,0,0,1,2,54
2024-03-29 03:40:00,1,8,2,9,2,2,2,0,0,0,0,0,0,0,0,9,9,11,6,0,0,2,0,0,0,0,63
2024-03-29 03:50:00,0,5,0,4,1,2,2,0,0,0,0,0,0,0,0,5,1,4,2,1,0,2,0,0,0,1,30
2024-03-29 04:00:00,0,2,0,2,0,0,0,3,3,3,1,0,6,1,0,9,1,6,5,2,0,1,0,0,1,3,49
2024-03-29 04:10:00,0,2,2,3,2,3,2,0,0,1,2,0,2,1,0,8,0,9,8,1,0,0,0,0,0,5,51
2024-03-29 04:20:00,1,2,1,2,3,0,3,1,1,1,0,0,1,0,0,6,0,7,4,1,0,0,0,0,0,0,34
2024-03-29 04:30:00,0,5,0,6,0,0,1,0,0,0,2,0,3,0,0,8,4,6,4,1,0,1,0,0,0,0,41
2024-03-29 04:40:00,0,4,0,7,0,0,0,1,1,1,0,0,1,0,0,10,3,9,22,2,0,1,0,0,0,0,62
2024-03-29 04:50:00,1,4,3,3,3,0,0,1,0,1,3,0,4,7,0,1,0,1,1,0,0,1,0,0,0,0,34
2024-03-29 05:00:00,0,4,0,4,4,1,3,2,2,2,0,0,2,0,0,9,2,9,5,0,0,0,0,0,0,0,49
2024-03-29 05:10:00,0,2,1,2,5,2,5,0,0,1,2,0,2,1,0,4,1,5,9,0,2,2,4,0,0,5,55
2024-03-29 05:20:00,0,9,2,8,1,2,1,1,1,2,3,0,5,3,0,9,10,11,3,0,0,4,3,0,0,7,85
2024-03-29 05:30:00,0,8,0,7,5,1,2,1,0,6,6,0,8,10,0,14,8,14,2,0,0,3,3,0,0,6,104
2024-03-29 05:40:00,0,4,0,3,2,2,2,2,3,5,2,0,7,10,0,6,3,7,14,0,1,3,5,0,1,3,85
2024-03-29 05:50:00,0,3,0,3,5,0,4,1,1,4,3,0,4,4,0,9,6,10,3,2,0,4,3,0,0,11,80
2024-03-29 06:00:00,0,6,1,9,3,0,2,0,0,2,2,0,2,2,0,6,4,6,1,0,0,0,0,0,0,0,46
2024-03-29 06:10:00,1,3,2,3,0,0,0,4,3,4,1,0,4,5,0,5,1,4,14,2,0,4,5,0,2,5,72
2024-03-29 06:20:00,0,5,0,3,3,0,0,1,1,7,4,0,4,4,0,12,7,11,4,2,1,3,2,0,0,4,78
2024-03-29 06:30:00,1,10,1,10,1,1,2,2,2,2,0,0,2,1,0,7,7,6,0,0,0,2,5,0,0,2,64
2024-03-29 06:40:00,0,10,1,7,1,15,1,1,1,4,3,0,4,3,0,9,2,11,7,1,0,2,1,0,0,3,87
2024-03-29 06:50:00,1,4,1,4,3,0,8,2,2,4,1,0,4,1,0,8,3,8,3,0,0,3,2,0,1,5,68
2024-03-29 07:00:00,0,6,2,6,2,0,2,0,0,0,0,0,0,0,0,8,4,7,2,1,0,1,1,0,2,2,46
2024-03-29 07:10:00,3,4,7,5,1,1,2,3,3,4,2,0,5,2,0,6,5,7,5,0,0,2,3,0,2,1,73
2024-03-29 07:20:00,1,8,4,6,4,1,0,0,0,0,2,0,2,0,0,8,4,7,4,2,3,4,1,0,1,5,67
2024-03-29 07:30:00,4,8,3,7,1,0,1,1,1,1,1,0,2,2,0,10,2,7,3,0,0,1,0,0,0,1,56
2024-03-29 07:40:00,0,12,0,5,5,5,5,1,1,1,2,0,3,3,0,15,4,14,17,1,0,2,0,0,1,3,100
2024-03-29 07:50:00,0,6,0,6,3,1,2,0,0,0,1,0,1,0,0,9,3,9,3,0,1,3,1,0,0,1,50
2024-03-29 08:00:00,2,6,3,6,3,3,4,2,2,2,2,0,3,2,0,8,4,8,3,0,1,4,0,0,3,1,72
2024-03-29 08:10:00,1,4,4,3,0,0,0,3,2,2,3,0,5,0,0,14,6,14,16,4,0,7,2,0,2,1,93
2024-03-29 08:20:00,0,8,1,9,3,0,0,0,0,0,0,0,1,0,0,9,6,9,3,1,1,6,0,0,0,0,57
2024-03-29 08:30:00,1,13,1,13,2,3,2,1,1,1,1,0,0,0,0,12,7,14,3,0,0,1,0,0,0,0,76
2024-03-29 08:40:00,0,12,0,11,4,4,4,1,1,2,3,0,4,0,0,17,7,14,13,4,2,2,1,0,0,2,108
2024-03-29 08:50:00,2,11,5,8,23,3,11,1,3,3,2,0,1,0,0,18,10,17,10,1,1,5,1,0,3,1,140
2024-03-29 09:00:00,1,9,5,9,1,1,2,5,5,5,5,0,5,0,0,7,7,7,3,0,1,5,0,0,1,4,88
2024-03-29 09:10:00,2,13,2,13,1,0,0,2,1,1,5,0,5,1,0,15,9,14,7,0,1,6,0,0,2,3,103
2024-03-29 09:20:00,1,15,4,10,5,4,11,3,3,3,7,0,8,0,0,20,8,16,17,1,0,3,0,0,1,1,141
2024-03-29 09:30:00,1,9,3,9,10,2,7,5,5,5,5,0,4,0,0,26,13,23,6,3,0,8,0,0,0,0,144
2024-03-29 09:40:00,3,30,7,15,4,5,5,6,6,6,5,0,6,1,0,31,16,22,11,5,2,9,2,0,2,1,200
2024-03-29 09:50:00,0,20,3,10,7,5,6,7,6,3,8,0,6,0,0,30,18,21,8,3,0,9,0,0,3,2,175
2024-03-29 10:00:00,0,21,5,15,6,3,4,5,5,6,4,0,11,1,0,29,9,21,7,1,0,10,1,0,1,1,166
2024-03-29 10:10:00,1,17,4,14,5,5,5,0,0,0,7,0,7,1,0,40,15,26,16,5,2,12,1,0,2,3,188
2024-03-29 10:20:00,1,25,1,2,5,2,3,3,3,2,6,0,8,4,0,30,16,32,13,3,2,11,2,0,3,8,185
2024-03-29 10:30:00,0,25,4,14,8,3,11,3,4,5,5,0,7,3,0,28,20,20,11,7,1,9,5,0,2,5,200
2024-03-29 10:40:00,2,17,7,14,7,6,6,9,9,7,10,0,10,0,0,34,19,28,7,1,2,19,2,0,3,4,223
2024-03-29 10:50:00,2,25,5,17,4,3,3,7,7,7,8,0,7,2,0,50,19,29,11,4,0,6,0,0,0,1,217
2024-03-29 11:00:00,2,24,5,10,8,4,9,8,7,6,7,0,14,0,0,33,12,22,9,2,3,11,5,0,1,1,203
2024-03-29 11:10:00,2,23,6,12,0,0,0,4,4,3,11,0,8,3,0,45,17,36,10,6,2,14,2,0,3,8,219
2024-03-29 11:20:00,3,27,7,13,11,7,4,7,7,7,10,0,13,2,0,43,21,31,12,3,2,9,2,0,5,8,254
2024-03-29 11:30:00,4,22,5,10,7,4,3,7,7,6,13,0,15,1,0,34,10,25,9,4,5,17,4,0,1,10,223
2024-03-29 11:40:00,4,27,12,12,13,9,14,5,4,5,11,0,18,1,0,34,13,22,5,2,3,15,3,0,2,2,236
2024-03-29 11:50:00,1,27,4,14,9,6,10,7,7,7,15,0,14,0,0,48,14,31,26,5,2,13,2,0,4,7,273
2024-03-29 12:00:00,4,35,7,10,11,7,8,7,7,8,9,0,11,0,0,46,11,18,12,5,6,14,3,0,8,5,252
2024-03-29 12:10:00,2,35,2,17,5,3,7,7,8,7,4,0,4,0,0,50,16,37,16,7,2,18,2,0,2,4,255
2024-03-29 12:20:00,2,27,5,12,8,7,9,10,9,16,6,0,5,0,0,47,13,22,17,4,1,16,2,0,0,0,238
2024-03-29 12:30:00,4,34,8,13,5,3,5,8,9,11,6,0,5,0,0,51,18,30,10,5,4,18,3,0,3,5,258
2024-03-29 12:40:00,2,34,5,18,9,7,4,12,10,7,7,0,9,0,0,43,21,29,9,6,3,11,3,0,3,5,257
2024-03-29 12:50:00,2,52,5,13,6,5,5,12,12,13,9,0,6,1,0,66,20,27,17,8,2,18,2,0,3,4,308
2024-03-29 13:00:00,4,46,34,23,5,5,7,7,8,6,7,0,7,2,0,41,7,35,10,5,3,14,4,0,2,4,286
2024-03-29 13:10:00,3,28,11,18,4,6,6,8,7,8,13,0,11,0,0,52,18,34,14,5,4,8,3,0,2,4,267
2024-03-29 13:20:00,6,39,10,14,9,6,6,11,9,8,10,0,8,1,0,59,22,31,11,6,4,8,3,0,3,3,287
2024-03-29 13:30:00,4,39,9,17,15,6,6,9,9,8,10,0,9,2,0,46,16,27,10,3,3,9,2,0,2,5,266
2024-03-29 13:40:00,1,33,6,15,2,2,5,8,9,6,13,0,6,0,0,58,18,35,10,11,4,9,4,0,3,8,266
2024-03-29 13:50:00,2,51,8,12,10,4,7,7,8,7,13,0,13,1,0,42,17,21,12,5,2,24,2,0,2,2,272
2024-03-29 14:00:00,2,45,7,16,12,7,9,6,7,7,14,0,13,1,0,44,25,39,8,2,2,15,1,0,4,5,291
2024-03-29 14:10:00,7,44,14,21,13,15,13,16,14,13,8,0,9,1,0,56,29,36,16,3,2,16,3,0,3,4,356
2024-03-29 14:20:00,5,52,8,14,8,8,8,13,13,13,13,0,9,0,0,55,20,33,22,4,5,19,3,0,9,9,343
2024-03-29 14:30:00,3,53,11,17,7,6,16,6,6,7,10,0,13,1,0,61,20,35,15,5,4,26,2,0,3,2,329
2024-03-29 14:40:00,3,35,7,14,5,3,4,8,8,6,7,0,8,3,0,48,11,31,12,6,4,17,4,0,5,5,254
2024-03-29 14:50:00,2,41,7,13,7,6,6,15,15,16,12,0,8,3,0,45,20,27,15,1,2,12,1,0,5,5,284
2024-03-29 15:00:00,3,44,3,18,10,4,6,9,8,8,10,0,7,0,0,46,16,33,9,3,4,18,3,0,7,10,279
2024-03-29 15:10:00,3,48,6,8,6,5,6,9,8,10,14,0,13,0,0,57,19,36,11,4,1,5,1,0,0,0,270
2024-03-29 15:20:00,2,24,6,14,8,8,10,12,12,12,5,0,15,0,0,45,14,26,19,5,1,10,1,0,1,4,254
2024-03-29 15:30:00,7,47,16,19,11,6,10,10,10,9,13,0,25,0,0,49,20,28,11,1,5,12,8,0,6,12,335
2024-03-29 15:40:00,3,33,9,12,3,3,4,12,12,9,9,0,13,0,0,60,11,24,26,1,2,13,0,0,4,4,267
2024-03-29 15:50:00,3,39,8,17,7,6,3,6,5,5,11,0,12,0,0,46,11,32,27,4,0,21,1,0,2,3,269
2024-03-29 16:00:00,4,38,6,13,9,10,10,10,9,8,13,0,15,0,0,52,23,33,11,5,3,19,2,0,8,5,306
2024-03-29 16:10:00,0,23,7,14,22,3,7,8,7,8,13,0,10,0,0,51,24,32,12,5,2,23,2,0,1,5,279
2024-03-29 16:20:00,1,29,10,10,6,6,3,10,10,11,9,0,7,0,0,54,21,27,12,8,0,14,1,0,3,1,253
2024-03-29 16:30:00,2,44,5,14,12,5,6,5,6,6,8,0,9,3,0,54,24,34,13,1,2,20,2,0,3,3,281
2024-03-29 16:40:00,6,37,12,20,9,5,11,16,15,12,7,0,10,0,0,38,21,27,9,4,4,19,2,0,2,2,288
2024-03-29 16:50:00,1,33,5,14,4,4,5,14,13,10,10,0,15,1,0,42,19,23,19,5,2,14,0,0,2,4,259
2024-03-29 17:00:00,1,47,6,11,5,2,5,8,7,7,16,0,15,2,0,40,18,25,7,4,2,17,1,0,3,10,259
2024-03-29 17:10:00,1,41,8,12,6,7,9,11,12,11,14,0,8,1,0,56,23,26,13,2,2,23,34,0,1,9,330
2024-03-29 17:20:00,3,39,10,16,8,4,10,6,6,7,9,0,9,0,0,47,21,26,12,3,1,20,70,0,1,6,334
2024-03-29 17:30:00,2,49,5,11,4,4,4,8,9,7,12,0,12,0,0,54,19,29,18,5,2,14,6,0,3,4,281
2024-03-29 17:40:00,1,38,0,9,9,6,5,6,7,9,10,0,11,0,0,48,24,31,22,5,3,12,10,0,1,1,268
2024-03-29 17:50:00,7,35,10,7,6,5,6,10,9,8,19,0,15,0,0,54,21,26,52,6,5,16,6,0,0,0,323
2024-03-29 18:00:00,4,35,5,22,12,8,7,12,9,10,15,0,12,0,0,53,23,33,14,8,3,19,0,0,3,2,309
2024-03-29 18:10:00,3,47,1,10,5,6,6,7,7,9,11,0,7,0,0,55,24,32,20,4,2,22,5,0,7,5,295
2024-03-29 18:20:00,0,38,17,20,8,8,9,21,22,15,14,0,11,0,0,55,20,31,15,5,2,16,5,0,5,4,341
2024-03-29 18:30:00,5,44,11,9,13,6,11,10,10,12,12,0,13,4,0,57,20,30,15,7,4,14,71,0,7,5,390
2024-03-29 18:40:00,6,41,7,10,10,7,7,14,12,12,9,0,13,11,0,46,14,24,18,4,1,8,0,0,2,4,280
2024-03-29 18:50:00,3,45,6,9,6,4,4,13,14,11,11,0,28,10,0,46,21,28,13,5,2,20,6,0,4,23,332
2024-03-29 19:00:00,6,45,9,17,14,10,17,12,10,19,17,0,21,20,0,29,20,24,5,21,6,12,14,0,0,16,364
2024-03-29 19:10:00,6,31,13,15,10,8,9,15,12,13,15,0,20,18,0,34,18,19,14,4,3,13,13,0,6,22,331
2024-03-29 19:20:00,1,30,7,14,10,10,8,16,14,16,12,0,23,20,0,40,16,22,19,7,4,10,12,0,1,28,340
2024-03-29 19:30:00,2,34,13,13,10,12,8,9,9,11,10,0,17,12,0,47,20,20,12,6,8,12,15,0,2,30,332
2024-03-29 19:40:00,3,25,6,12,13,11,13,6,6,10,9,0,15,10,0,41,19,17,8,4,3,17,19,0,4,35,306
2024-03-29 19:50:00,5,38,6,11,7,14,8,16,16,19,11,0,23,18,0,48,25,22,14,4,1,9,13,0,5,23,356
2024-03-29 20:00:00,3,37,3,12,7,5,4,5,6,8,9,0,17,11,0,54,20,17,21,3,8,16,11,0,8,42,327
2024-03-29 20:10:00,3,31,4,18,5,6,5,7,7,12,7,0,13,9,0,47,17,18,17,6,2,19,18,0,4,38,313
2024-03-29 20:20:00,2,44,2,9,15,8,12,8,8,12,7,0,21,13,0,49,17,22,17,4,1,10,15,0,5,20,321
2024-03-29 20:30:00,7,33,12,23,9,6,8,5,4,10,8,0,13,12,0,34,8,22,12,9,4,11,8,0,2,23,283
2024-03-29 20:40:00,3,35,5,17,12,7,19,6,6,8,11,0,21,15,0,57,22,18,19,3,1,6,6,0,4,14,315
2024-03-29 20:50:00,2,26,6,14,4,4,7,14,14,17,17,0,22,18,0,28,15,19,10,5,3,7,3,0,1,10,266
2024-03-29 21:00:00,4,25,10,15,6,9,8,6,6,8,5,0,11,6,0,28,10,17,9,7,2,12,9,0,5,27,245
2024-03-29 21:10:00,5,26,6,12,6,4,6,16,14,18,13,0,25,23,0,31,7,15,7,1,2,16,10,0,3,33,299
2024-03-29 21:20:00,2,41,3,17,9,6,14,10,10,12,6,0,15,9,0,31,11,19,13,3,1,7,8,0,2,24,273
2024-03-29 21:30:00,5,23,5,15,10,4,5,11,12,15,6,0,17,9,0,49,13,18,16,8,3,7,8,0,2,16,277
2024-03-29 21:40:00,1,32,4,20,5,6,6,10,10,11,7,0,18,7,0,24,17,20,8,1,3,5,9,0,2,23,249
2024-03-29 21:50:00,2,21,2,13,8,7,6,19,19,20,8,0,22,19,0,31,17,25,11,7,4,13,12,0,5,28,319
2024-03-29 22:00:00,1,41,2,19,10,8,10,13,13,12,10,0,27,22,0,48,19,21,6,2,0,9,7,0,1,19,320
2024-03-29 22:10:00,1,21,5,16,6,5,4,11,10,7,8,0,13,13,0,31,13,15,8,5,2,5,7,0,2,16,224
2024-03-29 22:20:00,2,31,3,12,6,8,7,12,12,9,13,0,17,13,0,30,20,22,6,1,4,6,8,0,3,14,259
2024-03-29 22:30:00,2,31,5,10,9,3,6,6,7,11,12,0,15,12,0,29,9,12,3,6,2,8,7,0,2,22,229
2024-03-29 22:40:00,1,33,2,17,3,5,4,5,6,6,3,0,9,6,0,19,8,20,8,11,2,7,10,0,0,9,194
2024-03-29 22:50:00,0,22,1,14,11,12,7,6,6,4,6,0,10,8,0,19,14,16,4,18,0,4,3,0,1,10,196
2024-03-29 23:00:00,0,21,2,14,5,2,10,7,6,6,3,0,10,6,0,23,10,22,6,7,2,6,11,0,1,17,197
2024-03-29 23:10:00,2,28,2,16,0,0,0,7,7,10,4,0,10,10,0,28,11,22,12,3,1,4,3,0,2,10,192
2024-03-29 23:20:00,2,17,6,12,6,4,4,3,2,5,7,0,9,11,0,13,5,13,6,2,6,6,10,0,2,22,173
2024-03-29 23:30:00,3,28,3,23,2,1,2,3,4,8,7,0,12,8,0,27,9,22,8,3,1,4,7,0,0,12,197
2024-03-29 23:40:00,2,17,2,15,11,5,5,3,2,7,4,0,8,10,0,20,5,14,12,2,1,8,5,0,2,13,173
2024-03-29 23:50:00,0,18,3,10,10,3,11,1,1,3,2,0,4,5,0,17,6,15,3,0,0,7,9,0,1,19,148
2024-03-30 00:00:00,3,20,11,14,9,2,3,8,6,13,7,0,10,8,0,21,9,18,6,1,2,5,6,0,0,9,191
2024-03-30 00:10:00,1,16,2,12,2,3,3,0,0,1,3,0,2,2,0,13,5,14,10,2,1,2,4,0,2,8,108
2024-03-30 00:20:00,0,18,3,16,9,7,6,3,3,5,2,0,5,3,0,13,8,15,17,0,1,7,4,0,1,11,157
2024-03-30 00:30:00,3,13,7,12,2,6,4,3,2,2,0,0,2,0,0,21,3,20,6,1,0,3,3,0,1,10,124
2024-03-30 00:40:00,1,16,4,11,0,1,1,1,0,3,3,0,4,4,0,9,3,8,6,0,2,3,1,0,1,2,84
2024-03-30 00:50:00,1,15,2,13,7,3,7,0,0,0,1,0,0,1,0,13,4,13,5,3,0,3,4,0,1,7,103
2024-03-30 01:00:00,3,17,3,14,2,2,3,2,2,4,0,0,2,2,0,7,3,9,3,0,1,4,5,0,2,9,99
2024-03-30 01:10:00,2,18,4,9,5,4,4,0,0,3,3,0,3,4,0,6,2,5,8,0,0,1,1,0,1,6,89
2024-03-30 01:20:00,1,15,2,12,3,1,1,2,2,4,2,0,4,4,0,14,3,14,4,1,0,1,0,0,2,5,97
2024-03-30 01:30:00,1,8,3,13,0,0,1,0,0,0,3,0,6,7,0,12,4,13,5,0,2,4,4,0,2,7,95
2024-03-30 01:40:00,1,7,1,5,1,1,1,1,1,2,2,0,3,0,0,9,3,9,8,1,2,0,2,0,1,2,63
2024-03-30 01:50:00,0,11,3,8,5,1,1,1,1,5,5,0,8,5,0,6,3,7,0,0,2,1,2,0,1,6,82
2024-03-30 02:00:00,0,9,1,8,6,2,3,1,1,1,0,0,1,0,0,5,0,4,2,2,1,4,2,0,0,2,55
2024-03-30 02:10:00,0,3,0,3,2,0,0,3,3,3,0,0,4,2,0,9,4,4,3,1,2,1,0,0,0,0,47
2024-03-30 02:20:00,1,9,2,10,3,0,2,1,1,3,2,0,3,1,0,7,4,7,1,0,0,0,0,0,0,0,57
2024-03-30 02:30:00,1,11,1,8,2,0,0,0,0,3,3,0,3,5,0,5,1,4,2,2,2,1,2,0,0,4,60
2024-03-30 02:40:00,2,3,1,3,3,1,1,0,0,1,0,0,0,1,0,7,3,9,5,1,0,1,2,0,2,5,51
2024-03-30 02:50:00,1,11,4,10,1,1,2,3,3,2,4,0,5,2,0,9,4,8,3,0,2,3,1,0,3,3,85
2024-03-30 03:00:00,0,8,0,7,1,0,0,0,0,1,2,0,3,2,0,3,3,3,1,0,0,0,0,0,0,0,34
2024-03-30 03:10:00,1,8,1,13,1,1,0,2,1,4,3,0,5,2,0,10,2,9,12,1,0,2,2,0,3,8,91
2024-03-30 03:20:00,1,1,0,1,0,0,0,1,0,1,2,0,3,2,0,9,3,7,12,2,1,1,3,0,0,4,54
2024-03-30 03:30:00,0,7,1,8,1,0,0,1,1,1,0,0,1,0,0,7,6,6,2,0,2,4,3,0,1,9,61
2024-03-30 03:40:00,0,6,2,6,2,2,3,0,0,0,2,0,2,2,0,2,1,3,5,0,0,1,1,0,0,0,40
2024-03-30 03:50:00,1,8,3,13,3,3,3,0,0,0,0,0,0,0,0,7,1,6,11,1,0,4,4,0,0,12,80
2024-03-30 04:00:00,0,4,0,4,1,1,1,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,1,1,21
2024-03-30 04:10:00,0,4,0,3,5,0,2,0,0,0,0,0,0,0,0,8,3,11,7,2,1,4,7,0,0,9,66
2024-03-30 04:20:00,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,9,2,6,6,2,0,1,0,0,1,2,37
2024-03-30 04:30:00,0,6,0,8,2,0,1,0,0,1,1,0,1,1,0,8,1,11,11,1,0,1,1,0,0,1,56
2024-03-30 04:40:00,0,2,0,2,1,0,0,2,2,3,3,0,4,7,0,5,1,5,3,2,1,1,4,0,0,4,52
