datetime,D11Z,D12Z,D21Z,D41Z,D42Z,Total
2024-03-02 16:10:00,7,19,0,78,13,117
2024-03-02 16:20:00,8,11,0,88,6,113
2024-03-02 16:30:00,9,11,0,87,8,115
2024-03-02 16:40:00,2,14,0,85,10,111
2024-03-02 16:50:00,10,23,0,87,7,127
2024-03-02 17:00:00,7,14,0,74,14,109
2024-03-02 17:10:00,8,11,0,92,9,120
2024-03-02 17:20:00,6,11,0,91,11,119
2024-03-02 17:30:00,5,13,0,92,10,120
2024-03-02 17:40:00,7,14,0,83,11,115
2024-03-02 17:50:00,7,14,0,84,8,113
2024-03-02 18:00:00,7,13,0,89,10,119
2024-03-02 18:10:00,11,12,0,95,6,124
2024-03-02 18:20:00,5,20,0,89,2,116
2024-03-02 18:30:00,6,19,0,77,14,116
2024-03-02 18:40:00,7,14,0,78,12,111
2024-03-02 18:50:00,3,14,0,76,9,102
2024-03-02 19:00:00,2,11,0,85,11,109
2024-03-02 19:10:00,4,11,0,89,11,115
2024-03-02 19:20:00,5,10,0,77,12,104
2024-03-02 19:30:00,2,14,0,66,13,95
2024-03-02 19:40:00,1,9,0,58,15,83
2024-03-02 19:50:00,6,13,0,65,10,94
2024-03-02 20:00:00,5,11,0,64,7,87
2024-03-02 20:10:00,2,5,0,64,11,82
2024-03-02 20:20:00,3,9,0,54,9,75
2024-03-02 20:30:00,2,5,0,50,14,71
2024-03-02 20:40:00,1,10,0,46,13,70
2024-03-02 20:50:00,2,5,0,49,2,58
2024-03-02 21:00:00,6,8,0,41,9,64
2024-03-02 21:10:00,2,6,0,43,6,57
2024-03-02 21:20:00,3,9,0,42,13,67
2024-03-02 21:30:00,3,7,0,44,12,66
2024-03-02 21:40:00,3,7,0,40,8,58
2024-03-02 21:50:00,2,7,0,46,9,64
2024-03-02 22:00:00,3,5,0,34,7,49
2024-03-02 22:10:00,1,5,0,42,8,56
2024-03-02 22:20:00,1,4,0,39,10,54
2024-03-02 22:30:00,1,3,0,44,9,57
2024-03-02 22:40:00,1,1,0,36,4,42
2024-03-02 22:50:00,0,5,0,35,9,49
2024-03-02 23:00:00,2,5,0,38,7,52
2024-03-02 23:10:00,1,2,0,28,6,37
2024-03-02 23:20:00,1,4,0,29,7,41
2024-03-02 23:30:00,0,3,0,20,8,31
2024-03-02 23:40:00,3,3,0,29,4,39
2024-03-02 23:50:00,2,5,0,27,10,44
2024-03-03 00:00:00,4,2,0,26,9,41
2024-03-03 00:10:00,3,2,0,30,6,41
2024-03-03 00:20:00,0,1,0,13,10,24
2024-03-03 00:30:00,1,3,0,18,4,26
2024-03-03 00:40:00,0,6,0,22,5,33
2024-03-03 00:50:00,0,5,0,22,10,37
2024-03-03 01:00:00,1,3,0,18,9,31
2024-03-03 01:10:00,0,5,0,21,4,30
2024-03-03 01:20:00,0,3,0,18,11,32
2024-03-03 01:30:00,1,1,0,15,8,25
2024-03-03 01:40:00,3,1,0,14,6,24
2024-03-03 01:50:00,1,0,0,13,5,19
2024-03-03 02:00:00,2,1,0,18,7,28
2024-03-03 02:10:00,0,3,0,17,3,23
2024-03-03 02:20:00,0,1,0,19,6,26
2024-03-03 02:30:00,2,4,0,10,4,20
2024-03-03 02:40:00,1,1,0,7,2,11
2024-03-03 02:50:00,0,0,0,8,1,9
2024-03-03 03:00:00,0,0,0,9,3,12
2024-03-03 03:10:00,0,0,0,10,3,13
2024-03-03 03:20:00,1,3,0,11,2,17
2024-03-03 03:30:00,0,1,0,11,4,16
2024-03-03 03:40:00,2,2,0,8,8,20
2024-03-03 03:50:00,0,0,0,7,3,10
2024-03-03 04:00:00,0,0,0,10,6,16
2024-03-03 04:10:00,3,2,0,7,2,14
2024-03-03 04:20:00,1,2,0,5,9,17
2024-03-03 04:30:00,1,1,0,8,5,15
2024-03-03 04:40:00,1,1,0,8,8,18
2024-03-03 04:50:00,0,2,0,9,5,16
2024-03-03 05:00:00,0,1,0,7,4,12
2024-03-03 05:10:00,0,0,0,12,7,19
2024-03-03 05:20:00,0,0,0,9,5,14
2024-03-03 05:30:00,0,1,0,17,5,23
2024-03-03 05:40:00,0,2,0,17,4,23
2024-03-03 05:50:00,0,1,0,9,5,15
2024-03-03 06:00:00,0,1,0,10,8,19
2024-03-03 06:10:00,0,1,0,8,4,13
2024-03-03 06:20:00,0,0,0,5,2,7
2024-03-03 06:30:00,0,1,0,6,2,9
2024-03-03 06:40:00,0,0,0,4,3,7
2024-03-03 06:50:00,0,1,0,6,1,8
2024-03-03 07:00:00,0,0,0,9,7,16
2024-03-03 07:10:00,1,2,0,3,1,7
2024-03-03 07:20:00,0,0,0,5,3,8
2024-03-03 07:30:00,0,1,0,8,3,12
2024-03-03 07:40:00,1,0,0,13,2,16
2024-03-03 07:50:00,0,1,0,6,4,11
2024-03-03 08:00:00,0,1,0,10,3,14
2024-03-03 08:10:00,0,1,0,8,3,12
2024-03-03 08:20:00,0,0,0,13,7,20
2024-03-03 08:30:00,2,1,0,19,5,27
2024-03-03 08:40:00,1,2,0,12,3,18
2024-03-03 08:50:00,0,4,0,18,6,28
2024-03-03 09:00:00,1,2,0,19,9,31
2024-03-03 09:10:00,0,3,0,29,15,47
2024-03-03 09:20:00,3,7,0,38,25,73
2024-03-03 09:30:00,2,7,0,43,27,79
2024-03-03 09:40:00,3,11,0,48,25,87
2024-03-03 09:50:00,1,5,0,38,12,56
2024-03-03 10:00:00,1,5,0,38,5,49
2024-03-03 10:10:00,3,1,0,31,7,42
2024-03-03 10:20:00,1,2,0,34,11,48
2024-03-03 10:30:00,0,4,0,37,6,47
2024-03-03 10:40:00,3,5,0,53,4,65
2024-03-03 10:50:00,5,2,0,43,13,63
2024-03-03 11:00:00,1,5,0,34,3,43
2024-03-03 11:10:00,1,5,0,30,10,46
2024-03-03 11:20:00,3,8,0,26,6,43
2024-03-03 11:30:00,4,10,0,51,8,73
2024-03-03 11:40:00,3,6,0,41,7,57
2024-03-03 11:50:00,3,3,0,43,8,57
2024-03-03 12:00:00,13,14,0,57,5,89
2024-03-03 12:10:00,25,16,0,53,6,100
2024-03-03 12:20:00,15,12,0,59,11,97
2024-03-03 12:30:00,12,10,0,56,5,83
2024-03-03 12:40:00,4,7,0,54,4,69
2024-03-03 12:50:00,4,4,0,52,12,72
2024-03-03 13:00:00,3,10,0,54,14,81
2024-03-03 13:10:00,2,4,0,58,10,74
2024-03-03 13:20:00,4,4,0,61,10,79
2024-03-03 13:30:00,4,4,0,69,11,88
2024-03-03 13:40:00,8,7,0,52,7,74
2024-03-03 13:50:00,3,4,0,43,11,61
2024-03-03 14:00:00,2,5,0,52,10,69
2024-03-03 14:10:00,6,6,0,54,13,79
2024-03-03 14:20:00,0,4,0,54,11,69
2024-03-03 14:30:00,3,7,0,54,7,71
2024-03-03 14:40:00,2,4,0,61,8,75
2024-03-03 14:50:00,1,5,0,77,11,94
2024-03-03 15:00:00,6,8,0,75,18,107
2024-03-03 15:10:00,5,8,0,59,12,84
2024-03-03 15:20:00,4,5,0,63,10,82
2024-03-03 15:30:00,0,4,0,62,7,73
2024-03-03 15:40:00,1,4,0,65,10,80
2024-03-03 15:50:00,3,7,0,53,11,74
2024-03-03 16:00:00,2,7,0,57,5,71
2024-03-03 16:10:00,1,3,0,62,19,85
2024-03-03 16:20:00,0,6,0,84,20,110
2024-03-03 16:30:00,7,13,0,64,26,110
2024-03-03 16:40:00,3,9,0,55,18,85
2024-03-03 16:50:00,5,7,0,58,17,87
2024-03-03 17:00:00,2,4,0,60,4,70
2024-03-03 17:10:00,1,4,0,71,5,81
2024-03-03 17:20:00,4,8,0,49,10,71
2024-03-03 17:30:00,1,7,0,68,6,82
2024-03-03 17:40:00,3,5,0,58,5,71
2024-03-03 17:50:00,3,4,0,53,10,70
2024-03-03 18:00:00,1,5,0,61,7,74
2024-03-03 18:10:00,3,8,0,54,8,73
2024-03-03 18:20:00,6,8,0,48,11,73
2024-03-03 18:30:00,20,17,0,62,11,110
2024-03-03 18:40:00,13,11,0,81,7,112
2024-03-03 18:50:00,7,7,0,56,3,73
2024-03-03 19:00:00,8,7,0,46,5,66
2024-03-03 19:10:00,4,8,0,55,10,77
2024-03-03 19:20:00,6,10,0,42,15,73
2024-03-03 19:30:00,2,3,0,52,9,66
2024-03-03 19:40:00,4,5,0,50,8,67
2024-03-03 19:50:00,3,6,0,50,7,66
2024-03-03 20:00:00,2,3,0,37,10,52
2024-03-03 20:10:00,2,4,0,42,8,56
2024-03-03 20:20:00,5,6,0,39,14,64
2024-03-03 20:30:00,2,5,0,29,9,45
2024-03-03 20:40:00,4,6,0,35,6,51
2024-03-03 20:50:00,1,6,0,30,6,43
2024-03-03 21:00:00,2,6,0,36,4,48
2024-03-03 21:10:00,1,3,0,27,5,36
2024-03-03 21:20:00,2,6,0,34,10,52
2024-03-03 21:30:00,3,10,0,31,5,49
2024-03-03 21:40:00,2,2,0,27,9,40
2024-03-03 21:50:00,1,2,0,30,7,40
2024-03-03 22:00:00,5,3,0,29,6,43
2024-03-03 22:10:00,1,2,0,23,7,33
2024-03-03 22:20:00,1,2,0,24,11,38
2024-03-03 22:30:00,1,3,0,26,4,34
2024-03-03 22:40:00,1,5,0,12,6,24
2024-03-03 22:50:00,1,3,0,22,13,39
2024-03-03 23:00:00,2,3,0,21,5,31
2024-03-03 23:10:00,0,7,0,12,3,22
2024-03-03 23:20:00,0,4,0,19,7,30
2024-03-03 23:30:00,1,0,0,12,2,15
2024-03-03 23:40:00,2,3,0,12,3,20
2024-03-03 23:50:00,0,0,0,9,11,20
2024-03-04 00:00:00,0,1,0,7,4,12
2024-03-04 00:10:00,1,1,0,10,2,14
2024-03-04 00:20:00,0,0,0,9,1,10
2024-03-04 00:30:00,0,1,0,8,5,14
2024-03-04 00:40:00,0,0,0,5,0,5
2024-03-04 00:50:00,0,1,0,9,5,15
2024-03-04 01:00:00,0,2,0,5,5,12
2024-03-04 01:10:00,3,1,0,7,4,15
2024-03-04 01:20:00,0,0,0,1,4,5
2024-03-04 01:30:00,0,0,0,2,3,5
2024-03-04 01:40:00,1,2,0,1,2,6
2024-03-04 01:50:00,0,3,0,3,4,10
2024-03-04 02:00:00,0,0,0,4,1,5
2024-03-04 02:10:00,0,0,0,2,0,2
2024-03-04 02:20:00,0,0,0,4,0,4
2024-03-04 02:30:00,0,1,0,7,2,10
2024-03-04 02:40:00,0,0,0,1,3,4
2024-03-04 02:50:00,0,0,0,2,3,5
2024-03-04 03:00:00,0,0,0,4,0,4
2024-03-04 03:10:00,0,0,0,3,2,5
2024-03-04 03:20:00,0,0,0,2,1,3
2024-03-04 03:30:00,0,1,0,3,4,8
2024-03-04 03:40:00,0,2,0,4,2,8
2024-03-04 03:50:00,0,0,0,4,0,4
2024-03-04 04:00:00,0,0,0,5,0,5
2024-03-04 04:10:00,0,0,0,9,4,13
2024-03-04 04:20:00,0,1,0,10,2,13
2024-03-04 04:30:00,0,0,0,3,1,4
2024-03-04 04:40:00,0,2,0,9,6,17
2024-03-04 04:50:00,0,0,0,3,6,9
2024-03-04 05:00:00,0,0,0,8,4,12
2024-03-04 05:10:00,0,2,0,12,6,20
2024-03-04 05:20:00,0,0,0,19,3,22
2024-03-04 05:30:00,2,1,0,33,12,48
2024-03-04 05:40:00,0,2,0,44,9,55
2024-03-04 05:50:00,1,4,0,38,9,52
2024-03-04 06:00:00,0,4,0,33,11,48
2024-03-04 06:10:00,0,2,0,42,8,52
2024-03-04 06:20:00,2,4,0,44,19,69
2024-03-04 06:30:00,2,2,0,62,11,77
2024-03-04 06:40:00,3,4,0,59,7,73
2024-03-04 06:50:00,1,6,0,59,9,75
2024-03-04 07:00:00,4,8,0,81,10,103
2024-03-04 07:10:00,3,10,0,84,12,109
2024-03-04 07:20:00,2,7,0,100,6,115
2024-03-04 07:30:00,4,10,0,96,13,123
2024-03-04 07:40:00,3,4,0,111,15,133
2024-03-04 07:50:00,6,10,0,85,17,118
2024-03-04 08:00:00,10,7,0,79,13,109
2024-03-04 08:10:00,3,13,0,87,16,119
2024-03-04 08:20:00,6,11,0,82,13,112
2024-03-04 08:30:00,9,13,0,94,13,129
2024-03-04 08:40:00,9,10,0,88,19,126
2024-03-04 08:50:00,11,12,0,99,15,137
2024-03-04 09:00:00,7,8,0,76,19,110
2024-03-04 09:10:00,8,6,0,90,16,120
2024-03-04 09:20:00,2,10,0,82,9,103
2024-03-04 09:30:00,5,9,0,75,15,104
2024-03-04 09:40:00,7,11,0,88,18,124
2024-03-04 09:50:00,4,9,0,71,12,96
2024-03-04 10:00:00,11,6,0,68,15,100
2024-03-04 10:10:00,6,15,0,64,12,97
2024-03-04 10:20:00,5,9,0,73,12,99
2024-03-04 10:30:00,5,16,0,73,13,107
2024-03-04 10:40:00,6,9,0,91,14,120
2024-03-04 10:50:00,4,10,0,49,11,74
2024-03-04 11:00:00,4,13,0,62,8,87
2024-03-04 11:10:00,9,13,0,72,12,106
2024-03-04 11:20:00,6,12,0,62,11,91
2024-03-04 11:30:00,5,13,0,65,16,99
2024-03-04 11:40:00,6,19,0,72,11,108
2024-03-04 11:50:00,8,13,0,69,17,107
2024-03-04 12:00:00,3,15,0,67,18,103
2024-03-04 12:10:00,7,19,0,72,16,114
2024-03-04 12:20:00,13,24,0,90,15,142
2024-03-04 12:30:00,13,25,0,86,10,134
2024-03-04 12:40:00,6,19,0,70,13,108
2024-03-04 12:50:00,5,20,0,82,17,124
2024-03-04 13:00:00,7,13,0,67,16,103
2024-03-04 13:10:00,4,14,0,86,19,123
2024-03-04 13:20:00,3,10,0,76,9,98
2024-03-04 13:30:00,8,16,0,81,11,116
2024-03-04 13:40:00,5,10,0,80,17,112
2024-03-04 13:50:00,7,17,0,78,23,125
2024-03-04 14:00:00,3,7,0,70,15,95
2024-03-04 14:10:00,5,8,0,77,9,99
2024-03-04 14:20:00,4,8,0,89,12,113
2024-03-04 14:30:00,11,10,0,76,10,107
2024-03-04 14:40:00,7,17,0,75,16,115
2024-03-04 14:50:00,8,18,0,88,12,126
2024-03-04 15:00:00,13,15,0,96,13,137
2024-03-04 15:10:00,10,21,0,79,14,124
2024-03-04 15:20:00,5,12,0,92,20,129
2024-03-04 15:30:00,6,14,0,84,8,112
2024-03-04 15:40:00,10,12,0,89,15,126
2024-03-04 15:50:00,6,17,0,85,10,118
2024-03-04 16:00:00,5,13,0,90,17,125
2024-03-04 16:10:00,12,18,0,98,14,142
2024-03-04 16:20:00,6,16,0,86,12,120
2024-03-04 16:30:00,9,9,0,93,17,128
2024-03-04 16:40:00,12,11,0,105,12,140
2024-03-04 16:50:00,10,14,0,85,15,124
2024-03-04 17:00:00,7,23,0,105,16,151
2024-03-04 17:10:00,12,19,0,98,15,144
2024-03-04 17:20:00,10,13,0,99,21,143
2024-03-04 17:30:00,6,18,0,105,21,150
2024-03-04 17:40:00,8,13,0,96,14,131
2024-03-04 17:50:00,4,17,0,89,16,126
2024-03-04 18:00:00,9,14,0,80,15,118
2024-03-04 18:10:00,5,9,0,82,11,107
2024-03-04 18:20:00,4,12,0,85,15,116
2024-03-04 18:30:00,3,14,0,88,13,118
2024-03-04 18:40:00,5,13,0,79,15,112
2024-03-04 18:50:00,9,11,0,71,12,103
2024-03-04 19:00:00,10,12,0,59,13,94
2024-03-04 19:10:00,5,18,0,71,8,102
2024-03-04 19:20:00,7,9,0,64,14,94
2024-03-04 19:30:00,2,9,0,48,8,67
2024-03-04 19:40:00,2,6,0,45,11,64
2024-03-04 19:50:00,2,12,0,49,5,68
2024-03-04 20:00:00,7,6,0,46,5,64
2024-03-04 20:10:00,5,12,0,49,8,74
2024-03-04 20:20:00,2,7,0,47,11,67
2024-03-04 20:30:00,1,8,0,50,9,68
2024-03-04 20:40:00,4,5,0,32,16,57
2024-03-04 20:50:00,0,6,0,31,4,41
2024-03-04 21:00:00,1,5,0,30,8,44
2024-03-04 21:10:00,3,12,0,33,7,55
2024-03-04 21:20:00,4,4,0,31,10,49
2024-03-04 21:30:00,1,5,0,46,7,59
2024-03-04 21:40:00,2,7,0,28,9,46
