datetime,D21Z,D22Z,V23Z,V24Z,V51Z,D81Z,V82Z,V111Z,V112Z,Total
2024-03-17 18:40:00,9,12,10,19,23,1,3,14,1,92
2024-03-17 18:50:00,6,8,8,11,27,9,8,17,2,96
2024-03-17 19:00:00,5,13,4,17,26,6,9,4,4,88
2024-03-17 19:10:00,4,3,4,4,29,2,2,0,0,48
2024-03-17 19:20:00,4,9,3,13,29,2,0,3,5,68
2024-03-17 19:30:00,7,8,6,15,26,7,6,1,1,77
2024-03-17 19:40:00,5,10,7,13,32,2,0,2,5,76
2024-03-17 19:50:00,4,4,4,11,28,3,4,2,2,62
2024-03-17 20:00:00,5,5,3,10,35,3,0,0,4,65
2024-03-17 20:10:00,5,7,6,11,27,1,2,0,1,60
2024-03-17 20:20:00,2,4,2,7,23,4,4,0,1,47
2024-03-17 20:30:00,1,5,2,4,24,4,4,0,2,46
2024-03-17 20:40:00,1,6,2,8,24,0,0,0,3,44
2024-03-17 20:50:00,4,10,7,12,24,5,5,0,4,71
2024-03-17 21:00:00,0,4,0,6,31,5,7,0,0,53
2024-03-17 21:10:00,2,8,1,10,20,2,2,0,1,46
2024-03-17 21:20:00,2,3,2,5,28,4,0,0,3,47
2024-03-17 21:30:00,3,0,4,4,21,2,4,0,9,47
2024-03-17 21:40:00,5,1,5,10,20,4,8,0,3,56
2024-03-17 21:50:00,1,3,2,6,20,2,2,0,1,37
2024-03-17 22:00:00,3,6,4,9,32,5,4,0,2,65
2024-03-17 22:10:00,1,1,0,1,16,2,1,0,2,24
2024-03-17 22:20:00,0,3,0,3,19,0,0,0,0,25
2024-03-17 22:30:00,0,0,0,2,24,1,3,0,1,31
2024-03-17 22:40:00,0,2,0,3,11,1,0,0,2,19
2024-03-17 22:50:00,3,1,4,5,13,3,3,0,1,33
2024-03-17 23:00:00,5,5,6,4,10,2,1,0,0,33
2024-03-17 23:10:00,1,0,1,1,9,0,0,0,3,15
2024-03-17 23:20:00,1,1,2,2,12,0,0,0,1,19
2024-03-17 23:30:00,0,0,0,0,8,0,0,0,1,9
2024-03-17 23:40:00,0,0,0,1,11,2,2,0,0,16
2024-03-17 23:50:00,0,0,0,0,4,0,0,0,0,4
2024-03-18 00:00:00,0,1,1,2,4,0,0,0,1,9
2024-03-18 00:10:00,0,0,0,0,8,1,0,0,1,10
2024-03-18 00:20:00,0,1,0,1,5,0,0,0,0,7
2024-03-18 00:30:00,0,0,0,0,6,0,0,0,0,6
2024-03-18 00:40:00,0,1,0,3,5,2,2,0,1,14
2024-03-18 00:50:00,1,1,1,2,6,0,0,0,0,11
2024-03-18 01:00:00,0,0,0,0,4,0,0,0,0,4
2024-03-18 01:10:00,0,0,0,0,1,0,0,0,0,1
2024-03-18 01:20:00,0,0,0,0,8,0,0,0,2,10
2024-03-18 01:30:00,0,0,0,0,2,0,0,0,0,2
2024-03-18 01:40:00,0,1,0,1,5,0,0,0,1,8
2024-03-18 01:50:00,0,1,0,1,2,0,0,0,0,4
2024-03-18 02:00:00,1,1,0,0,4,0,0,0,0,6
2024-03-18 02:10:00,0,1,0,1,0,0,0,0,0,2
2024-03-18 02:20:00,0,0,0,1,7,0,0,0,1,9
2024-03-18 02:30:00,0,0,0,0,2,0,0,0,1,3
2024-03-18 02:40:00,0,0,0,0,3,0,0,0,0,3
2024-03-18 02:50:00,0,1,0,2,5,0,0,0,2,10
2024-03-18 03:00:00,0,0,0,0,1,0,0,0,0,1
2024-03-18 03:10:00,0,0,0,1,6,0,0,0,0,7
2024-03-18 03:20:00,0,0,0,0,4,0,0,0,0,4
2024-03-18 03:30:00,1,0,1,1,3,0,0,0,0,6
2024-03-18 03:40:00,0,0,0,0,4,0,0,0,2,6
2024-03-18 03:50:00,0,1,0,1,5,0,0,0,1,8
2024-03-18 04:00:00,0,0,0,0,8,0,0,0,2,10
2024-03-18 04:10:00,0,0,0,0,12,0,0,0,0,12
2024-03-18 04:20:00,0,0,0,0,10,0,0,0,1,11
2024-03-18 04:30:00,0,0,0,0,14,0,0,0,1,15
2024-03-18 04:40:00,0,0,0,0,21,0,0,0,2,23
2024-03-18 04:50:00,0,0,1,1,16,0,0,0,2,20
2024-03-18 05:00:00,2,0,1,1,26,1,1,0,0,32
2024-03-18 05:10:00,1,1,2,3,24,1,1,0,6,39
2024-03-18 05:20:00,3,0,4,3,22,2,2,0,2,38
2024-03-18 05:30:00,0,2,0,1,23,2,1,0,4,33
2024-03-18 05:40:00,0,1,0,0,31,2,1,0,6,41
2024-03-18 05:50:00,2,4,1,4,22,5,3,0,2,43
2024-03-18 06:00:00,3,3,6,9,32,1,1,0,6,61
2024-03-18 06:10:00,1,3,3,6,24,3,2,0,3,45
2024-03-18 06:20:00,1,5,4,8,23,2,2,0,3,48
2024-03-18 06:30:00,1,6,2,9,15,4,5,0,7,49
2024-03-18 06:40:00,0,4,0,9,12,4,3,0,7,39
2024-03-18 06:50:00,0,5,0,13,23,6,9,0,6,62
2024-03-18 07:00:00,5,8,5,37,22,8,9,0,15,109
2024-03-18 07:10:00,6,8,7,13,19,11,11,0,13,88
2024-03-18 07:20:00,8,11,3,10,29,8,7,3,8,87
2024-03-18 07:30:00,8,17,6,10,20,8,13,11,18,111
2024-03-18 07:40:00,12,16,9,12,22,14,14,1,20,120
2024-03-18 07:50:00,14,13,10,13,18,18,8,9,12,115
2024-03-18 08:00:00,9,13,6,15,16,16,15,0,8,98
2024-03-18 08:10:00,9,11,8,18,0,10,12,1,12,81
2024-03-18 08:20:00,10,12,7,17,24,11,13,1,9,104
2024-03-18 08:30:00,7,15,8,9,10,7,8,10,10,84
2024-03-18 08:40:00,8,12,9,15,24,6,8,4,7,93
2024-03-18 08:50:00,4,12,3,18,26,14,9,2,13,101
2024-03-18 09:00:00,9,9,7,11,17,8,12,1,4,78
2024-03-18 09:10:00,9,13,7,12,34,12,13,0,8,108
2024-03-18 09:20:00,6,15,5,25,21,11,4,0,16,103
2024-03-18 09:30:00,7,13,7,14,27,9,8,3,8,96
2024-03-18 09:40:00,10,18,11,30,32,10,9,5,6,131
2024-03-18 09:50:00,11,10,10,14,22,5,7,14,12,105
2024-03-18 10:00:00,6,15,5,13,25,5,11,2,10,92
2024-03-18 10:10:00,8,22,8,10,26,3,6,5,4,92
2024-03-18 10:20:00,10,24,12,9,22,2,4,14,6,103
2024-03-18 10:30:00,6,20,5,14,24,6,11,10,5,101
2024-03-18 10:40:00,9,17,6,52,19,6,13,9,10,141
2024-03-18 10:50:00,7,14,7,15,23,6,10,9,7,98
2024-03-18 11:00:00,10,16,7,18,22,4,6,11,8,102
2024-03-18 11:10:00,24,18,8,10,28,7,7,3,12,117
2024-03-18 11:20:00,9,9,8,12,22,5,5,4,5,79
2024-03-18 11:30:00,10,100,8,16,23,8,10,0,10,185
2024-03-18 11:40:00,18,19,8,26,18,5,7,0,10,111
2024-03-18 11:50:00,10,11,8,16,25,6,6,0,6,88
2024-03-18 12:00:00,5,15,6,12,30,9,12,0,16,105
2024-03-18 12:10:00,16,14,14,19,13,7,5,2,5,95
2024-03-18 12:20:00,8,18,7,23,26,7,12,0,6,107
2024-03-18 12:30:00,10,16,9,17,23,5,6,0,16,102
2024-03-18 12:40:00,15,19,14,22,25,10,9,0,9,123
2024-03-18 12:50:00,21,27,13,13,27,8,7,1,8,125
2024-03-18 13:00:00,19,33,8,3,18,6,7,7,8,109
2024-03-18 13:10:00,26,26,2,17,31,12,14,1,10,139
2024-03-18 13:20:00,7,19,7,17,17,8,9,7,4,95
2024-03-18 13:30:00,8,16,9,13,27,12,13,0,6,104
2024-03-18 13:40:00,15,13,10,16,32,10,6,10,5,117
2024-03-18 13:50:00,13,12,9,22,20,9,13,9,10,117
2024-03-18 14:00:00,12,30,11,12,29,8,9,5,6,122
2024-03-18 14:10:00,23,32,14,5,23,10,13,0,5,125
2024-03-18 14:20:00,8,18,7,29,31,7,5,0,3,108
2024-03-18 14:30:00,9,24,9,14,18,11,8,0,5,98
2024-03-18 14:40:00,12,30,10,11,28,9,6,0,5,111
2024-03-18 14:50:00,20,35,15,6,27,9,10,0,7,129
2024-03-18 15:00:00,31,27,9,17,37,12,14,0,4,151
2024-03-18 15:10:00,29,32,16,15,22,16,17,0,7,154
2024-03-18 15:20:00,17,22,11,18,27,16,14,0,6,131
2024-03-18 15:30:00,13,22,10,15,24,12,12,0,15,123
2024-03-18 15:40:00,23,34,11,16,31,12,17,0,6,150
2024-03-18 15:50:00,12,33,11,4,28,8,10,0,9,115
2024-03-18 16:00:00,14,15,13,16,34,5,6,0,3,106
2024-03-18 16:10:00,19,29,10,19,36,7,12,0,4,136
2024-03-18 16:20:00,14,27,13,20,25,10,10,0,6,125
2024-03-18 16:30:00,24,25,11,17,29,8,19,0,3,136
2024-03-18 16:40:00,20,25,26,19,23,7,14,0,3,137
2024-03-18 16:50:00,21,32,12,11,28,8,12,0,10,134
2024-03-18 17:00:00,11,29,13,6,27,14,18,0,3,121
2024-03-18 17:10:00,22,34,14,10,27,12,11,0,3,133
2024-03-18 17:20:00,16,24,15,20,26,19,13,0,9,142
2024-03-18 17:30:00,15,18,12,19,25,7,8,0,4,108
2024-03-18 17:40:00,18,33,11,4,31,15,17,0,6,135
2024-03-18 17:50:00,18,25,9,16,28,8,15,0,3,122
2024-03-18 18:00:00,22,24,11,20,33,8,9,0,5,132
2024-03-18 18:10:00,17,22,10,22,26,6,9,0,3,115
2024-03-18 18:20:00,19,12,11,29,29,10,13,0,3,126
2024-03-18 18:30:00,7,14,6,16,21,10,9,0,1,84
2024-03-18 18:40:00,9,17,9,14,24,7,8,0,9,97
2024-03-18 18:50:00,14,11,11,17,27,10,16,0,6,112
2024-03-18 19:00:00,10,13,8,12,33,4,4,14,3,101
2024-03-18 19:10:00,12,24,11,21,33,2,3,6,4,116
2024-03-18 19:20:00,7,23,7,14,34,7,7,0,8,107
2024-03-18 19:30:00,10,14,9,16,28,1,0,3,4,85
2024-03-18 19:40:00,11,17,10,20,27,7,9,6,2,109
2024-03-18 19:50:00,6,15,7,18,25,4,2,0,4,81
2024-03-18 20:00:00,19,13,17,23,18,4,3,0,2,99
2024-03-18 20:10:00,12,15,11,16,31,1,2,0,6,94
2024-03-18 20:20:00,9,10,8,14,17,12,9,0,5,84
2024-03-18 20:30:00,7,8,9,15,25,18,7,0,19,108
2024-03-18 20:40:00,13,7,14,17,20,7,3,0,3,84
2024-03-18 20:50:00,18,10,16,22,26,3,5,0,2,102
2024-03-18 21:00:00,7,7,8,12,35,4,5,0,2,80
2024-03-18 21:10:00,6,7,4,12,27,1,1,0,2,60
2024-03-18 21:20:00,3,11,5,12,21,3,4,0,3,62
2024-03-18 21:30:00,6,9,7,12,21,2,0,0,2,59
2024-03-18 21:40:00,2,5,2,5,19,3,2,0,2,40
2024-03-18 21:50:00,2,4,2,9,15,5,3,0,1,41
2024-03-18 22:00:00,4,7,4,7,24,3,2,0,1,52
2024-03-18 22:10:00,4,4,4,6,15,2,1,0,4,40
2024-03-18 22:20:00,7,6,9,15,18,1,0,0,1,57
2024-03-18 22:30:00,3,5,3,7,16,0,0,0,3,37
2024-03-18 22:40:00,2,1,2,3,24,4,0,0,1,37
2024-03-18 22:50:00,0,2,0,2,12,0,0,0,0,16
2024-03-18 23:00:00,1,7,1,6,14,2,2,0,2,35
2024-03-18 23:10:00,1,0,2,2,17,0,0,0,2,24
2024-03-18 23:20:00,0,1,1,1,10,2,0,0,1,16
2024-03-18 23:30:00,0,0,0,0,15,1,2,0,3,21
2024-03-18 23:40:00,1,3,1,4,9,1,0,0,0,19
2024-03-18 23:50:00,1,0,1,2,9,0,0,0,3,16
2024-03-19 00:00:00,2,4,2,5,8,0,0,0,4,25
2024-03-19 00:10:00,1,1,1,2,10,0,0,0,0,15
2024-03-19 00:20:00,1,0,1,1,7,0,0,0,1,11
2024-03-19 00:30:00,1,0,1,1,9,1,0,0,0,13
2024-03-19 00:40:00,0,0,0,0,5,0,0,0,1,6
2024-03-19 00:50:00,0,1,0,2,4,0,0,0,1,8
2024-03-19 01:00:00,0,0,0,0,1,0,0,0,1,2
2024-03-19 01:10:00,0,0,0,0,2,0,0,0,1,3
2024-03-19 01:20:00,0,0,0,0,6,0,0,0,0,6
2024-03-19 01:30:00,0,0,0,0,5,0,0,0,0,5
2024-03-19 01:40:00,0,0,0,0,6,1,1,0,1,9
2024-03-19 01:50:00,1,1,1,3,2,0,0,0,0,8
2024-03-19 02:00:00,0,0,0,0,6,0,0,0,1,7
2024-03-19 02:10:00,0,0,0,0,1,0,0,0,2,3
2024-03-19 02:20:00,1,1,1,1,4,1,0,0,0,9
2024-03-19 02:30:00,2,0,2,2,3,0,0,0,2,11
2024-03-19 02:40:00,1,0,1,1,2,0,0,0,3,8
2024-03-19 02:50:00,1,1,2,2,3,0,0,0,0,9
2024-03-19 03:00:00,0,0,0,0,5,0,0,0,0,5
2024-03-19 03:10:00,0,0,0,0,7,0,0,0,1,8
2024-03-19 03:20:00,0,0,0,0,2,0,0,0,0,2
2024-03-19 03:30:00,0,1,0,2,4,0,0,0,0,7
2024-03-19 03:40:00,0,0,0,0,8,0,0,0,1,9
2024-03-19 03:50:00,0,0,0,0,3,0,0,0,2,5
2024-03-19 04:00:00,0,0,0,0,3,1,2,0,2,8
2024-03-19 04:10:00,0,0,0,0,11,0,0,0,1,12
2024-03-19 04:20:00,0,2,0,1,9,0,0,0,0,12
2024-03-19 04:30:00,0,0,0,0,11,0,0,0,1,12
2024-03-19 04:40:00,0,0,0,0,21,0,0,0,3,24
2024-03-19 04:50:00,1,1,1,2,18,1,0,0,0,24
2024-03-19 05:00:00,0,1,0,1,20,1,1,0,4,28
2024-03-19 05:10:00,1,0,3,1,23,1,0,0,4,33
2024-03-19 05:20:00,2,1,3,4,23,4,4,0,3,44
2024-03-19 05:30:00,0,3,0,4,24,3,4,0,0,38
2024-03-19 05:40:00,1,4,1,7,13,2,2,0,4,34
2024-03-19 05:50:00,3,0,1,1,31,1,0,0,0,37
2024-03-19 06:00:00,1,1,1,5,28,5,7,0,7,55
2024-03-19 06:10:00,1,3,1,3,26,5,6,0,5,50
2024-03-19 06:20:00,2,7,2,8,27,6,9,3,12,76
2024-03-19 06:30:00,4,5,8,13,18,6,6,6,9,75
2024-03-19 06:40:00,1,4,1,6,26,6,7,11,6,68
2024-03-19 06:50:00,4,11,4,16,23,9,12,0,8,87
2024-03-19 07:00:00,1,7,7,11,22,10,9,0,9,76
2024-03-19 07:10:00,7,14,7,11,19,7,6,0,10,81
2024-03-19 07:20:00,18,11,8,12,23,12,9,5,21,119
2024-03-19 07:30:00,10,12,10,12,13,10,13,5,13,98
2024-03-19 07:40:00,19,16,10,17,11,16,12,1,14,116
2024-03-19 07:50:00,20,18,7,0,16,49,15,0,15,140
2024-03-19 08:00:00,18,12,10,0,23,14,16,0,17,110
2024-03-19 08:10:00,5,12,6,13,24,14,11,9,9,103
2024-03-19 08:20:00,17,16,10,14,8,12,13,5,8,103
2024-03-19 08:30:00,9,12,11,19,18,6,7,6,12,100
2024-03-19 08:40:00,17,19,9,11,18,12,11,3,10,110
2024-03-19 08:50:00,16,13,11,10,24,22,18,8,10,132
2024-03-19 09:00:00,6,18,3,7,13,7,8,4,7,73
2024-03-19 09:10:00,9,12,5,16,22,9,11,11,7,102
2024-03-19 09:20:00,16,10,14,16,9,8,8,3,8,92
2024-03-19 09:30:00,8,17,9,12,16,8,13,8,15,106
2024-03-19 09:40:00,17,13,10,9,30,8,6,14,10,117
2024-03-19 09:50:00,15,14,10,21,24,10,8,9,17,128
2024-03-19 10:00:00,6,12,3,13,23,6,9,0,11,83
2024-03-19 10:10:00,10,12,10,13,31,5,12,6,5,104
2024-03-19 10:20:00,10,14,8,14,34,5,9,4,13,111
2024-03-19 10:30:00,9,18,11,22,18,5,8,9,7,107
2024-03-19 10:40:00,8,15,6,15,23,6,10,0,8,91
2024-03-19 10:50:00,11,19,12,6,25,7,5,1,6,92
2024-03-19 11:00:00,7,9,7,20,29,9,6,4,13,104
2024-03-19 11:10:00,13,15,10,18,38,16,13,11,11,145
2024-03-19 11:20:00,12,16,8,43,22,5,8,11,10,135
2024-03-19 11:30:00,10,17,6,19,20,7,11,8,13,111
2024-03-19 11:40:00,9,11,9,13,27,4,7,2,16,98
2024-03-19 11:50:00,11,14,11,15,30,8,7,12,5,113
2024-03-19 12:00:00,17,13,10,17,22,9,18,17,12,135
2024-03-19 12:10:00,13,12,8,15,33,6,8,0,12,107
2024-03-19 12:20:00,14,20,9,19,22,6,4,3,9,106
2024-03-19 12:30:00,9,18,7,13,24,8,8,1,10,98
2024-03-19 12:40:00,14,16,11,19,29,12,13,11,6,131
2024-03-19 12:50:00,18,24,8,20,27,16,15,4,8,140
2024-03-19 13:00:00,29,33,19,14,22,5,6,0,16,144
2024-03-19 13:10:00,21,28,11,10,30,7,13,0,16,136
2024-03-19 13:20:00,15,22,13,9,25,11,16,0,10,121
2024-03-19 13:30:00,16,28,10,5,35,21,12,0,3,130
2024-03-19 13:40:00,12,17,9,16,25,3,6,0,9,97
2024-03-19 13:50:00,11,26,22,24,30,4,6,0,8,131
2024-03-19 14:00:00,5,18,7,16,28,5,8,0,4,91
2024-03-19 14:10:00,16,24,12,10,19,10,9,0,4,104
2024-03-19 14:20:00,10,19,7,15,35,10,7,0,5,108
2024-03-19 14:30:00,18,27,15,16,33,6,8,0,7,130
2024-03-19 14:40:00,11,28,11,4,29,9,13,0,3,108
2024-03-19 14:50:00,28,33,11,9,31,13,15,0,5,145
2024-03-19 15:00:00,23,34,8,5,27,21,17,0,5,140
2024-03-19 15:10:00,28,33,12,6,32,11,10,0,3,135
2024-03-19 15:20:00,19,35,13,6,27,15,6,0,4,125
2024-03-19 15:30:00,29,40,18,12,18,10,9,0,5,141
2024-03-19 15:40:00,14,34,10,13,21,3,4,0,6,105
2024-03-19 15:50:00,16,21,10,12,25,13,14,0,5,116
2024-03-19 16:00:00,14,30,8,14,28,13,12,0,3,122
2024-03-19 16:10:00,17,28,12,10,22,4,9,0,8,110
2024-03-19 16:20:00,20,28,11,11,30,7,9,0,3,119
2024-03-19 16:30:00,18,27,12,18,26,8,12,0,4,125
2024-03-19 16:40:00,24,29,15,14,23,12,14,0,9,140
2024-03-19 16:50:00,23,23,13,16,23,27,10,0,10,145
2024-03-19 17:00:00,15,30,14,20,27,12,14,0,4,136
2024-03-19 17:10:00,21,24,9,15,27,16,17,0,6,135
2024-03-19 17:20:00,15,24,11,14,35,16,7,0,6,128
2024-03-19 17:30:00,11,27,9,15,37,8,7,0,8,122
2024-03-19 17:40:00,23,31,11,17,16,8,9,0,6,121
2024-03-19 17:50:00,13,31,8,7,26,9,12,0,3,109
2024-03-19 18:00:00,22,23,18,19,27,9,10,0,7,135
2024-03-19 18:10:00,19,39,10,10,18,13,15,0,4,128
2024-03-19 18:20:00,15,32,9,3,21,8,13,0,2,103
2024-03-19 18:30:00,18,24,10,13,25,16,17,0,4,127
2024-03-19 18:40:00,18,15,18,24,24,7,8,0,4,118
2024-03-19 18:50:00,14,21,17,17,31,10,12,0,12,134
2024-03-19 19:00:00,9,19,8,21,28,11,8,0,12,116
2024-03-19 19:10:00,17,22,15,29,29,2,5,0,0,119
2024-03-19 19:20:00,7,13,9,47,23,9,13,0,8,129
2024-03-19 19:30:00,10,18,14,20,28,6,9,1,10,116
2024-03-19 19:40:00,19,19,18,27,21,5,5,10,2,126
2024-03-19 19:50:00,11,15,12,18,36,7,6,5,9,119
2024-03-19 20:00:00,8,11,6,15,34,2,2,0,6,84
2024-03-19 20:10:00,9,11,10,14,32,7,5,5,11,104
2024-03-19 20:20:00,14,17,12,19,29,4,4,10,12,121
2024-03-19 20:30:00,10,16,11,20,28,1,1,7,0,94
2024-03-19 20:40:00,8,13,7,17,26,5,6,4,0,86
2024-03-19 20:50:00,9,6,7,13,29,3,1,4,0,72
2024-03-19 21:00:00,4,7,6,12,26,4,3,0,0,62
2024-03-19 21:10:00,7,8,5,15,26,4,2,0,0,67
2024-03-19 21:20:00,7,11,4,19,23,3,1,0,1,69
2024-03-19 21:30:00,6,13,5,19,23,2,3,4,0,75
2024-03-19 21:40:00,3,9,4,14,26,2,2,4,1,65
2024-03-19 21:50:00,3,8,3,9,21,2,2,2,1,51
2024-03-19 22:00:00,6,8,5,15,28,2,2,4,3,73
2024-03-19 22:10:00,6,7,3,12,15,7,11,16,0,77
2024-03-19 22:20:00,2,4,3,4,14,1,2,1,3,34
2024-03-19 22:30:00,2,3,1,4,19,2,1,0,3,35
2024-03-19 22:40:00,0,2,0,3,12,0,0,0,4,21
2024-03-19 22:50:00,2,2,2,6,15,4,3,0,0,34
2024-03-19 23:00:00,0,3,0,5,11,1,0,0,0,20
2024-03-19 23:10:00,1,10,0,8,14,3,6,0,2,44
2024-03-19 23:20:00,2,3,1,4,14,0,0,0,0,24
2024-03-19 23:30:00,1,1,1,2,9,1,0,0,4,19
2024-03-19 23:40:00,4,3,1,5,10,1,0,0,0,24
2024-03-19 23:50:00,4,3,3,4,9,0,0,0,0,23
2024-03-20 00:00:00,0,1,0,1,3,0,0,0,1,6
2024-03-20 00:10:00,0,0,0,0,9,0,0,0,1,10
2024-03-20 00:20:00,0,1,0,0,9,0,0,0,4,14
2024-03-20 00:30:00,2,2,2,4,7,1,0,0,1,19
2024-03-20 00:40:00,0,0,0,0,10,1,1,0,2,14
2024-03-20 00:50:00,0,0,0,0,4,0,0,0,0,4
2024-03-20 01:00:00,1,2,1,3,2,2,1,0,0,12
2024-03-20 01:10:00,0,0,0,0,2,0,0,0,0,2
2024-03-20 01:20:00,0,0,0,0,4,0,0,0,1,5
2024-03-20 01:30:00,0,2,0,3,6,1,2,0,0,14
2024-03-20 01:40:00,0,0,0,0,6,1,3,0,2,12
2024-03-20 01:50:00,0,0,0,0,8,1,1,0,0,10
2024-03-20 02:00:00,0,0,0,0,9,0,0,0,0,9
2024-03-20 02:10:00,1,0,2,0,4,0,0,0,0,7
2024-03-20 02:20:00,0,1,1,2,3,0,0,0,2,9
2024-03-20 02:30:00,1,0,0,1,3,0,0,0,0,5
2024-03-20 02:40:00,0,0,0,0,3,0,0,0,0,3
2024-03-20 02:50:00,0,1,0,1,2,0,0,0,0,4
2024-03-20 03:00:00,0,0,0,1,5,0,0,0,0,6
2024-03-20 03:10:00,0,0,0,0,7,0,0,0,1,8
2024-03-20 03:20:00,0,1,0,1,8,0,0,0,0,10
2024-03-20 03:30:00,0,0,0,0,3,0,0,0,0,3
2024-03-20 03:40:00,1,0,1,2,3,1,0,0,3,11
2024-03-20 03:50:00,0,0,0,0,2,0,0,0,4,6
2024-03-20 04:00:00,0,0,0,0,10,0,0,0,0,10
2024-03-20 04:10:00,0,0,0,0,8,0,0,0,2,10
2024-03-20 04:20:00,0,0,0,0,9,0,0,0,1,10
2024-03-20 04:30:00,0,0,0,0,13,0,0,0,0,13
2024-03-20 04:40:00,0,0,0,0,14,0,0,0,1,15
2024-03-20 04:50:00,2,0,2,2,20,2,1,0,1,30
2024-03-20 05:00:00,2,0,1,1,24,1,0,0,3,32
2024-03-20 05:10:00,2,4,2,5,22,1,1,0,2,39
2024-03-20 05:20:00,1,1,1,3,23,2,1,0,4,36
2024-03-20 05:30:00,1,0,1,2,26,5,8,0,3,46
2024-03-20 05:40:00,2,3,1,2,26,2,1,0,4,41
2024-03-20 05:50:00,2,0,1,1,22,2,2,0,3,33
2024-03-20 06:00:00,0,2,0,2,30,4,10,0,2,50
2024-03-20 06:10:00,1,3,1,5,26,2,3,0,7,48
2024-03-20 06:20:00,1,7,1,12,30,5,4,0,11,71
2024-03-20 06:30:00,6,6,11,11,17,10,10,0,8,79
2024-03-20 06:40:00,3,7,4,10,22,7,7,0,13,73
2024-03-20 06:50:00,3,9,6,13,21,7,6,0,7,72
2024-03-20 07:00:00,2,7,7,13,27,3,3,3,9,74
2024-03-20 07:10:00,4,14,5,14,18,10,7,3,9,84
2024-03-20 07:20:00,6,21,6,6,28,10,8,9,12,106
2024-03-20 07:30:00,12,13,6,20,20,18,6,3,15,113
2024-03-20 07:40:00,11,14,10,25,1,17,16,16,11,121
2024-03-20 07:50:00,12,13,6,16,22,23,12,1,16,121
2024-03-20 08:00:00,15,20,11,4,13,20,14,0,15,112
2024-03-20 08:10:00,10,13,7,11,23,19,16,0,14,113
2024-03-20 08:20:00,16,21,21,15,17,15,12,0,20,137
2024-03-20 08:30:00,11,16,7,10,18,14,9,0,12,97
2024-03-20 08:40:00,18,28,17,22,25,11,11,0,12,144
2024-03-20 08:50:00,10,16,11,19,24,16,11,3,8,118
2024-03-20 09:00:00,9,12,10,16,18,11,9,3,9,97
2024-03-20 09:10:00,6,14,7,11,34,162,6,23,13,276
2024-03-20 09:20:00,10,19,10,11,27,13,6,12,14,122
2024-03-20 09:30:00,9,20,6,12,28,6,8,2,12,103
2024-03-20 09:40:00,8,15,8,19,26,6,6,12,15,115
2024-03-20 09:50:00,13,17,13,20,16,9,11,9,20,128
2024-03-20 10:00:00,15,14,12,17,28,6,7,4,11,114
2024-03-20 10:10:00,8,11,7,14,27,10,11,0,20,108
2024-03-20 10:20:00,2,12,2,12,27,6,6,0,8,75
2024-03-20 10:30:00,4,14,3,15,36,8,9,0,6,95
2024-03-20 10:40:00,7,17,5,21,31,9,13,0,13,116
2024-03-20 10:50:00,6,16,10,14,32,9,8,2,6,103
2024-03-20 11:00:00,11,22,9,20,30,8,10,0,4,114
2024-03-20 11:10:00,10,25,11,55,29,4,1,0,8,143
2024-03-20 11:20:00,6,17,5,14,30,2,0,0,8,82
2024-03-20 11:30:00,8,22,7,9,31,5,6,0,16,104
2024-03-20 11:40:00,10,17,12,16,35,5,11,0,18,124
2024-03-20 11:50:00,14,23,11,20,36,7,6,0,4,121
2024-03-20 12:00:00,16,16,17,20,27,8,13,0,8,125
2024-03-20 12:10:00,14,16,6,20,32,6,9,0,10,113
2024-03-20 12:20:00,13,20,13,16,38,7,8,0,10,125
2024-03-20 12:30:00,16,15,6,23,24,11,15,0,11,121
2024-03-20 12:40:00,12,16,11,14,38,10,11,0,10,122
2024-03-20 12:50:00,22,26,10,12,29,6,9,0,12,126
2024-03-20 13:00:00,30,33,6,1,29,8,15,0,9,131
2024-03-20 13:10:00,22,30,12,4,31,11,15,0,14,139
2024-03-20 13:20:00,18,20,11,13,32,11,11,0,14,130
2024-03-20 13:30:00,14,49,13,12,24,7,10,0,9,138
2024-03-20 13:40:00,13,25,8,17,24,3,3,0,7,100
2024-03-20 13:50:00,14,25,5,14,20,12,12,0,6,108
2024-03-20 14:00:00,12,18,15,21,34,6,9,0,5,120
2024-03-20 14:10:00,17,22,12,29,32,12,13,0,9,146
2024-03-20 14:20:00,14,22,15,17,35,12,14,0,5,134
2024-03-20 14:30:00,20,28,15,13,39,4,5,0,4,128
2024-03-20 14:40:00,76,33,14,0,28,10,11,0,3,175
2024-03-20 14:50:00,25,20,13,17,29,11,10,0,5,130
2024-03-20 15:00:00,28,36,10,20,32,13,14,0,3,156
2024-03-20 15:10:00,24,30,13,10,32,9,6,0,14,138
2024-03-20 15:20:00,17,28,10,28,29,10,13,0,3,138
2024-03-20 15:30:00,20,24,10,11,31,11,11,0,2,120
2024-03-20 15:40:00,18,25,14,20,32,9,9,0,8,135
2024-03-20 15:50:00,15,28,10,10,32,9,13,0,5,122
2024-03-20 16:00:00,21,31,9,10,23,7,12,0,6,119
2024-03-20 16:10:00,25,36,13,13,28,8,5,0,7,135
2024-03-20 16:20:00,17,22,12,12,27,3,6,0,4,103
2024-03-20 16:30:00,25,20,14,17,40,6,7,0,4,133
2024-03-20 16:40:00,27,26,17,19,22,15,12,0,6,144
2024-03-20 16:50:00,22,17,16,20,23,9,10,0,6,123
