datetime,V21Z,V22Z,D51Z,D81Z,D82Z,D91Z,D41Z,V83Z,V84Z,V92Z,V43Z,V44Z,Total
2024-03-19 01:00:00,7,8,0,3,4,0,0,10,6,6,0,2,46
2024-03-19 01:10:00,5,6,0,2,1,1,0,10,3,1,1,1,31
2024-03-19 01:20:00,3,3,0,4,7,0,0,9,15,8,2,0,51
2024-03-19 01:30:00,12,1,0,3,3,0,0,8,10,4,1,0,42
2024-03-19 01:40:00,14,5,1,4,4,3,0,9,4,8,1,2,55
2024-03-19 01:50:00,9,5,0,3,0,0,0,3,0,0,2,0,22
2024-03-19 02:00:00,7,4,0,2,3,0,0,5,4,3,0,0,28
2024-03-19 02:10:00,5,3,0,3,2,0,0,4,3,4,0,0,24
2024-03-19 02:20:00,14,4,0,4,3,0,0,7,5,4,0,1,42
2024-03-19 02:30:00,7,3,0,1,3,0,0,5,5,4,0,0,28
2024-03-19 02:40:00,8,3,0,7,6,0,0,11,6,7,0,1,49
2024-03-19 02:50:00,3,0,0,3,2,0,0,4,5,3,0,0,20
2024-03-19 03:00:00,8,8,0,2,3,0,0,6,6,4,1,0,38
2024-03-19 03:10:00,6,6,0,4,2,0,0,12,5,3,0,2,40
2024-03-19 03:20:00,1,2,0,0,2,0,0,1,4,2,3,0,15
2024-03-19 03:30:00,0,4,0,3,2,0,0,3,3,3,0,1,19
2024-03-19 03:40:00,3,1,1,4,3,0,0,7,7,3,0,0,29
2024-03-19 03:50:00,1,6,3,2,4,0,0,5,8,5,0,2,36
2024-03-19 04:00:00,9,4,0,3,4,1,0,5,5,6,1,1,39
2024-03-19 04:10:00,6,5,0,3,2,0,0,7,3,3,0,2,31
2024-03-19 04:20:00,5,3,0,2,1,0,0,2,2,1,0,0,16
2024-03-19 04:30:00,8,3,1,6,9,0,0,9,6,6,2,0,50
2024-03-19 04:40:00,9,1,0,7,10,0,0,11,18,12,0,1,69
2024-03-19 04:50:00,14,3,0,8,8,1,0,12,15,7,0,0,68
2024-03-19 05:00:00,14,5,0,11,19,0,0,30,25,23,0,3,130
2024-03-19 05:10:00,18,9,0,7,15,9,0,13,23,19,0,2,115
2024-03-19 05:20:00,20,11,1,10,8,3,0,19,16,10,1,1,100
2024-03-19 05:30:00,21,24,1,15,24,3,0,24,19,12,5,4,152
2024-03-19 05:40:00,30,14,1,23,30,8,0,27,39,20,1,3,196
2024-03-19 05:50:00,22,11,4,20,32,7,0,30,46,23,2,4,201
2024-03-19 06:00:00,28,18,2,22,30,15,0,19,29,16,4,10,193
2024-03-19 06:10:00,29,28,5,21,34,18,0,27,41,26,2,3,234
2024-03-19 06:20:00,25,19,2,30,35,21,0,27,44,26,4,6,239
2024-03-19 06:30:00,21,16,3,33,41,14,0,21,24,30,3,4,210
2024-03-19 06:40:00,21,16,5,44,50,21,0,21,21,10,9,2,220
2024-03-19 06:50:00,30,16,7,37,48,18,0,23,20,3,4,4,210
2024-03-19 07:00:00,29,31,11,42,74,27,0,6,31,11,7,10,279
2024-03-19 07:10:00,27,23,11,48,74,19,0,14,23,8,8,8,263
2024-03-19 07:20:00,22,25,13,42,55,20,0,19,24,9,12,15,256
2024-03-19 07:30:00,20,25,12,61,65,36,0,30,20,11,13,10,303
2024-03-19 07:40:00,17,23,26,71,84,23,0,23,20,9,19,14,329
2024-03-19 07:50:00,20,28,18,68,73,15,0,28,29,8,12,9,308
2024-03-19 08:00:00,22,33,19,40,66,21,0,16,21,11,17,10,276
2024-03-19 08:10:00,24,21,13,51,54,23,0,26,25,11,13,3,264
2024-03-19 08:20:00,18,26,9,59,68,18,0,24,23,8,15,14,282
2024-03-19 08:30:00,27,34,21,53,59,22,0,28,25,9,25,12,315
2024-03-19 08:40:00,15,31,10,57,54,21,0,28,27,10,12,6,271
2024-03-19 08:50:00,27,23,19,51,53,24,0,21,26,8,14,9,275
2024-03-19 09:00:00,31,29,15,42,59,11,0,23,22,6,8,7,253
2024-03-19 09:10:00,24,29,6,38,51,15,0,19,26,11,10,10,239
2024-03-19 09:20:00,20,26,8,40,57,19,0,31,24,13,20,11,269
2024-03-19 09:30:00,16,22,5,37,47,36,0,21,28,8,14,8,242
2024-03-19 09:40:00,14,16,10,39,45,29,0,22,20,9,14,12,230
2024-03-19 09:50:00,11,18,10,48,47,13,0,19,20,11,9,6,212
2024-03-19 10:00:00,15,24,3,47,48,15,0,26,20,8,10,9,225
2024-03-19 10:10:00,19,16,5,41,57,25,0,22,24,8,10,9,236
2024-03-19 10:20:00,19,26,9,41,53,14,0,19,21,6,9,7,224
2024-03-19 10:30:00,25,29,8,28,36,8,0,17,22,4,13,5,195
2024-03-19 10:40:00,20,24,4,32,46,8,0,24,27,6,9,11,211
2024-03-19 10:50:00,23,22,3,43,48,16,0,25,22,8,10,5,225
2024-03-19 11:00:00,17,25,5,41,59,20,0,23,26,9,15,11,251
2024-03-19 11:10:00,15,20,9,42,50,22,0,19,25,10,15,15,242
2024-03-19 11:20:00,19,24,6,46,51,8,0,29,24,7,11,8,233
2024-03-19 11:30:00,19,35,7,50,50,10,0,18,29,4,9,16,247
2024-03-19 11:40:00,18,21,5,39,54,12,0,23,28,5,8,11,224
2024-03-19 11:50:00,25,21,7,50,58,20,0,24,31,7,15,16,274
2024-03-19 12:00:00,25,20,1,38,54,15,0,16,24,10,11,10,224
2024-03-19 12:10:00,14,20,4,27,92,14,0,15,24,8,14,12,244
2024-03-19 12:20:00,18,19,11,39,54,11,0,26,26,7,17,13,241
2024-03-19 12:30:00,20,18,11,41,90,24,0,15,24,12,12,13,280
2024-03-19 12:40:00,22,21,8,45,53,18,0,21,24,7,16,12,247
2024-03-19 12:50:00,32,23,7,63,62,17,0,26,23,10,7,21,291
2024-03-19 13:00:00,26,37,15,36,57,15,0,25,33,9,11,11,275
2024-03-19 13:10:00,23,33,23,48,53,18,0,24,22,8,22,20,294
2024-03-19 13:20:00,23,24,11,42,55,26,0,29,26,7,9,16,268
2024-03-19 13:30:00,20,31,11,44,49,13,0,23,28,2,21,14,256
2024-03-19 13:40:00,23,30,6,38,57,14,0,19,25,5,11,11,239
2024-03-19 13:50:00,25,33,10,44,56,11,0,23,24,2,19,18,265
2024-03-19 14:00:00,24,22,14,54,65,12,0,23,27,7,19,17,284
2024-03-19 14:10:00,19,28,9,60,56,19,0,28,27,6,20,12,284
2024-03-19 14:20:00,25,37,13,45,61,17,0,28,27,5,17,17,292
2024-03-19 14:30:00,35,23,10,41,80,11,0,24,29,5,20,15,293
2024-03-19 14:40:00,19,27,16,48,64,26,0,23,20,11,19,16,289
2024-03-19 14:50:00,24,31,6,56,72,18,0,30,27,8,16,17,305
2024-03-19 15:00:00,25,27,10,49,66,15,0,21,16,9,17,13,268
2024-03-19 15:10:00,20,24,13,49,58,27,0,19,16,11,17,18,272
2024-03-19 15:20:00,18,32,10,49,59,18,0,21,30,5,17,15,274
2024-03-19 15:30:00,23,24,9,74,69,23,0,20,20,7,18,14,301
2024-03-19 15:40:00,22,28,4,64,69,14,0,13,21,7,16,11,269
2024-03-19 15:50:00,27,37,14,61,63,12,0,30,31,4,17,21,317
2024-03-19 16:00:00,17,21,11,58,69,17,0,18,19,8,23,16,277
2024-03-19 16:10:00,32,23,5,51,57,18,0,29,33,9,17,15,289
2024-03-19 16:20:00,34,38,12,64,70,20,0,28,29,10,16,9,330
2024-03-19 16:30:00,53,29,5,55,60,10,0,23,20,2,12,15,284
2024-03-19 16:40:00,37,25,7,59,64,22,0,28,23,9,15,13,302
2024-03-19 16:50:00,23,32,18,51,59,19,0,22,22,5,10,17,278
2024-03-19 17:00:00,25,28,7,58,71,19,0,27,25,9,13,18,300
2024-03-19 17:10:00,31,30,9,52,69,14,0,23,26,8,15,18,295
2024-03-19 17:20:00,29,29,9,62,59,26,0,25,24,7,12,10,292
2024-03-19 17:30:00,25,33,12,65,63,11,0,22,27,5,12,18,293
2024-03-19 17:40:00,28,25,9,68,66,21,0,16,25,4,5,18,285
2024-03-19 17:50:00,25,25,16,49,93,23,0,6,16,12,16,23,304
2024-03-19 18:00:00,23,26,11,69,60,24,0,17,18,9,10,19,286
2024-03-19 18:10:00,23,25,7,70,74,18,0,12,12,6,19,12,278
2024-03-19 18:20:00,28,34,7,38,61,23,0,11,14,8,9,5,238
2024-03-19 18:30:00,32,29,15,57,64,14,0,22,25,5,10,16,289
2024-03-19 18:40:00,29,29,8,54,58,12,0,20,19,22,6,10,267
2024-03-19 18:50:00,28,30,12,34,44,16,0,33,31,21,24,16,289
2024-03-19 19:00:00,27,25,6,50,48,14,0,38,44,51,9,11,323
2024-03-19 19:10:00,31,27,5,44,42,9,0,32,33,50,25,32,330
2024-03-19 19:20:00,39,37,6,45,47,10,0,45,37,41,8,14,329
2024-03-19 19:30:00,32,36,7,40,39,3,0,31,35,46,18,8,295
2024-03-19 19:40:00,45,34,3,50,53,1,0,34,33,23,12,6,294
2024-03-19 19:50:00,38,22,3,43,55,8,0,33,42,16,16,10,286
2024-03-19 20:00:00,36,34,3,36,46,10,0,35,47,25,14,13,299
2024-03-19 20:10:00,27,30,2,46,49,3,0,30,40,24,21,8,280
2024-03-19 20:20:00,33,27,3,37,42,7,0,32,49,37,18,17,302
2024-03-19 20:30:00,44,47,1,21,29,2,0,36,38,22,10,13,263
2024-03-19 20:40:00,38,29,4,27,40,6,0,35,43,23,5,11,261
2024-03-19 20:50:00,34,26,5,31,44,6,0,44,47,25,5,6,273
2024-03-19 21:00:00,41,26,3,27,34,5,0,38,39,18,7,6,244
2024-03-19 21:10:00,36,35,0,31,42,0,0,33,45,19,7,6,254
2024-03-19 21:20:00,29,30,2,27,28,5,0,37,41,24,4,15,242
2024-03-19 21:30:00,34,31,1,29,33,3,0,35,43,27,2,10,248
2024-03-19 21:40:00,28,25,0,24,30,4,0,41,42,21,4,12,231
2024-03-19 21:50:00,35,21,3,20,23,5,0,33,25,22,7,15,209
2024-03-19 22:00:00,38,35,3,16,16,6,0,34,26,16,9,10,209
2024-03-19 22:10:00,30,26,1,25,18,3,0,33,26,11,7,1,181
2024-03-19 22:20:00,32,20,2,34,30,2,0,35,44,39,4,3,245
2024-03-19 22:30:00,30,28,1,20,21,0,0,28,23,13,8,8,180
2024-03-19 22:40:00,31,14,1,24,31,1,0,32,53,25,0,7,219
2024-03-19 22:50:00,14,12,0,13,17,5,0,24,35,13,8,3,144
2024-03-19 23:00:00,24,20,2,20,21,3,0,32,24,22,2,5,175
2024-03-19 23:10:00,17,18,0,13,17,0,0,21,31,15,0,1,133
2024-03-19 23:20:00,14,20,1,14,17,10,0,18,28,9,2,4,137
2024-03-19 23:30:00,21,14,0,6,9,0,0,10,20,9,3,1,93
2024-03-19 23:40:00,27,15,0,6,4,0,0,17,7,5,0,1,82
2024-03-19 23:50:00,15,13,0,11,7,0,0,17,8,7,3,3,84
2024-03-20 00:00:00,6,11,2,9,9,0,0,16,14,6,0,3,76
2024-03-20 00:10:00,10,15,0,6,9,0,0,13,12,8,0,1,74
2024-03-20 00:20:00,12,7,2,9,9,0,0,19,15,9,0,6,88
2024-03-20 00:30:00,12,7,0,5,7,0,0,10,16,9,0,1,67
2024-03-20 00:40:00,4,5,1,5,10,0,0,20,18,11,3,0,77
2024-03-20 00:50:00,4,6,0,5,5,3,0,7,12,8,0,0,50
2024-03-20 01:00:00,6,3,0,6,6,0,0,16,16,5,1,2,61
2024-03-20 01:10:00,9,5,0,2,5,1,0,9,10,5,2,0,48
2024-03-20 01:20:00,7,9,0,4,2,0,0,13,6,2,1,0,44
2024-03-20 01:30:00,4,3,0,3,4,0,0,7,6,6,0,0,33
2024-03-20 01:40:00,3,3,0,4,2,1,0,5,2,5,0,2,27
2024-03-20 01:50:00,2,0,0,2,2,4,0,3,3,4,0,1,21
2024-03-20 02:00:00,3,2,0,3,3,0,0,5,3,4,0,0,23
2024-03-20 02:10:00,5,1,0,6,6,0,0,9,12,5,0,0,44
2024-03-20 02:20:00,8,6,0,3,3,0,0,5,2,3,0,1,31
2024-03-20 02:30:00,5,2,0,4,3,0,0,8,7,4,0,0,33
2024-03-20 02:40:00,4,2,0,3,0,0,0,6,0,0,0,2,17
2024-03-20 02:50:00,0,1,0,2,2,0,0,2,3,1,0,0,11
2024-03-20 03:00:00,4,3,0,0,3,0,0,1,6,5,0,0,22
2024-03-20 03:10:00,5,8,2,2,1,0,0,3,3,1,0,1,26
2024-03-20 03:20:00,9,0,0,2,3,0,0,4,5,2,0,6,31
2024-03-20 03:30:00,9,4,0,0,0,0,0,0,0,0,2,0,15
2024-03-20 03:40:00,3,5,0,1,2,0,0,3,7,3,0,2,26
2024-03-20 03:50:00,7,5,0,6,4,2,0,9,7,8,5,1,54
2024-03-20 04:00:00,6,1,0,1,1,0,0,3,2,0,2,2,18
2024-03-20 04:10:00,4,1,0,1,3,1,0,6,8,4,0,0,28
2024-03-20 04:20:00,7,1,1,4,5,0,0,6,9,7,0,1,41
2024-03-20 04:30:00,7,1,0,2,5,2,0,5,9,6,0,2,39
2024-03-20 04:40:00,12,0,0,6,5,0,0,11,7,5,0,1,47
2024-03-20 04:50:00,9,5,0,7,9,5,0,16,14,11,0,0,76
2024-03-20 05:00:00,16,9,0,9,19,0,0,22,29,19,0,1,124
2024-03-20 05:10:00,17,11,0,9,19,1,0,18,29,13,0,0,117
2024-03-20 05:20:00,10,7,0,14,15,9,0,25,21,19,1,3,124
2024-03-20 05:30:00,22,22,0,18,24,6,0,34,43,34,3,3,209
2024-03-20 05:40:00,25,14,2,24,22,13,0,17,32,15,3,3,170
2024-03-20 05:50:00,14,10,1,26,35,8,0,36,37,42,5,0,214
2024-03-20 06:00:00,24,25,2,17,26,4,0,18,32,14,3,5,170
2024-03-20 06:10:00,27,33,2,28,31,11,0,31,27,26,3,6,225
2024-03-20 06:20:00,22,13,2,31,47,18,0,19,23,26,4,4,209
2024-03-20 06:30:00,15,14,6,30,46,19,0,17,29,8,3,2,189
2024-03-20 06:40:00,19,27,5,34,54,11,0,15,23,8,15,8,219
2024-03-20 06:50:00,17,30,8,37,65,19,0,16,27,6,4,4,233
2024-03-20 07:00:00,21,23,9,45,72,21,0,9,27,9,10,4,250
2024-03-20 07:10:00,26,25,8,38,65,26,0,23,23,10,11,11,266
2024-03-20 07:20:00,29,22,11,42,59,36,0,30,19,12,10,11,281
2024-03-20 07:30:00,19,36,15,61,63,25,0,31,27,14,19,10,320
2024-03-20 07:40:00,19,21,17,66,78,37,0,23,26,14,24,13,338
2024-03-20 07:50:00,26,22,17,67,83,38,0,25,30,9,12,21,350
2024-03-20 08:00:00,22,29,11,62,81,24,0,32,23,9,21,15,329
2024-03-20 08:10:00,24,20,16,63,76,18,0,19,31,12,15,7,301
2024-03-20 08:20:00,22,22,14,60,78,17,0,25,31,11,17,14,311
2024-03-20 08:30:00,20,29,7,55,78,23,0,20,26,11,18,10,297
2024-03-20 08:40:00,27,32,9,44,56,17,0,26,32,6,10,8,267
2024-03-20 08:50:00,21,28,14,43,57,19,0,20,23,16,13,8,262
2024-03-20 09:00:00,27,32,9,55,68,8,0,25,30,5,15,7,281
2024-03-20 09:10:00,26,23,11,40,50,24,0,21,24,17,16,9,261
2024-03-20 09:20:00,28,21,11,39,46,14,0,19,22,14,11,16,241
2024-03-20 09:30:00,31,25,11,43,53,14,0,18,23,13,14,13,258
2024-03-20 09:40:00,24,19,7,37,53,17,0,20,24,8,15,9,233
2024-03-20 09:50:00,24,21,6,47,48,20,0,22,25,11,11,7,242
2024-03-20 10:00:00,18,21,6,32,36,10,0,20,26,10,9,9,197
2024-03-20 10:10:00,16,31,11,40,44,23,0,25,26,7,11,10,244
2024-03-20 10:20:00,21,23,3,40,49,13,0,22,23,6,8,7,215
2024-03-20 10:30:00,22,19,6,40,54,13,0,22,28,8,11,19,242
2024-03-20 10:40:00,18,26,4,50,50,22,0,28,20,9,8,15,250
2024-03-20 10:50:00,16,42,3,49,47,13,0,23,23,12,12,11,251
2024-03-20 11:00:00,30,22,4,43,54,26,0,16,30,8,15,10,258
2024-03-20 11:10:00,25,29,4,42,50,10,0,19,23,4,7,9,222
2024-03-20 11:20:00,22,29,6,53,56,14,0,22,28,7,13,14,264
2024-03-20 11:30:00,23,20,11,55,61,17,0,24,37,11,16,17,292
2024-03-20 11:40:00,38,26,13,40,59,29,0,18,23,11,12,10,279
2024-03-20 11:50:00,25,30,4,34,54,39,0,19,28,5,12,16,266
2024-03-20 12:00:00,22,27,5,47,67,29,0,18,28,11,13,11,278
2024-03-20 12:10:00,28,28,9,53,65,21,0,21,19,9,13,14,280
2024-03-20 12:20:00,19,37,7,47,65,7,0,26,24,4,9,12,257
2024-03-20 12:30:00,24,30,8,57,55,29,0,32,28,9,12,15,299
2024-03-20 12:40:00,20,24,8,44,48,20,0,22,30,9,17,7,249
2024-03-20 12:50:00,17,37,10,43,65,17,0,21,25,6,12,9,262
2024-03-20 13:00:00,16,29,13,46,53,21,0,27,27,6,17,12,267
2024-03-20 13:10:00,24,31,21,38,50,15,0,22,19,7,10,16,253
2024-03-20 13:20:00,22,21,8,53,56,14,0,27,31,6,19,12,269
2024-03-20 13:30:00,23,25,9,60,57,9,0,35,26,2,11,17,274
2024-03-20 13:40:00,26,20,3,41,54,22,0,18,29,8,9,9,239
2024-03-20 13:50:00,21,24,7,44,60,22,0,27,29,9,15,7,265
2024-03-20 14:00:00,23,29,0,52,67,11,0,26,24,4,15,17,268
2024-03-20 14:10:00,26,27,7,47,60,29,0,25,28,10,13,10,282
2024-03-20 14:20:00,23,23,12,44,58,23,0,25,25,5,17,14,269
2024-03-20 14:30:00,28,23,7,57,65,28,0,35,37,11,13,14,318
2024-03-20 14:40:00,21,39,7,47,53,13,0,27,31,6,21,15,280
2024-03-20 14:50:00,28,25,14,57,67,8,0,27,33,4,12,24,299
2024-03-20 15:00:00,21,29,12,53,56,33,0,15,25,7,17,21,289
2024-03-20 15:10:00,32,46,9,78,72,16,0,19,19,6,19,22,338
2024-03-20 15:20:00,25,27,4,51,55,17,0,20,27,8,15,18,267
2024-03-20 15:30:00,24,32,11,63,67,24,0,26,28,8,20,15,318
2024-03-20 15:40:00,28,36,11,49,56,19,0,21,34,7,22,21,304
2024-03-20 15:50:00,34,29,10,63,68,20,0,36,50,8,26,24,368
2024-03-20 16:00:00,23,44,5,60,61,17,0,32,30,6,21,24,323
2024-03-20 16:10:00,34,30,10,50,64,21,0,31,43,5,18,13,319
2024-03-20 16:20:00,19,41,12,57,77,20,0,35,53,7,25,18,364
2024-03-20 16:30:00,9,22,11,52,65,20,0,28,38,9,13,19,286
2024-03-20 16:40:00,31,25,14,59,55,10,0,32,35,5,15,11,292
2024-03-20 16:50:00,21,30,8,62,66,17,0,29,33,7,10,13,296
2024-03-20 17:00:00,22,36,7,73,67,22,0,33,30,9,14,17,330
2024-03-20 17:10:00,34,32,9,67,82,10,0,22,30,4,17,17,324
2024-03-20 17:20:00,29,24,4,52,58,13,0,23,12,7,7,15,244
2024-03-20 17:30:00,35,26,10,64,63,9,0,16,18,6,15,18,280
2024-03-20 17:40:00,24,25,12,60,50,40,0,17,21,7,15,12,283
2024-03-20 17:50:00,23,23,7,64,54,22,0,16,13,6,16,18,262
2024-03-20 18:00:00,32,26,11,61,60,11,0,19,19,7,10,14,270
2024-03-20 18:10:00,27,25,4,49,49,17,0,13,16,8,13,10,231
2024-03-20 18:20:00,23,31,9,53,67,16,0,17,16,4,11,14,261
2024-03-20 18:30:00,30,31,4,60,56,13,0,20,19,14,18,12,277
2024-03-20 18:40:00,27,26,10,54,56,9,0,26,25,24,12,7,276
2024-03-20 18:50:00,28,26,15,48,43,20,0,36,20,27,19,12,294
2024-03-20 19:00:00,29,30,3,50,37,17,0,37,41,42,24,16,326
2024-03-20 19:10:00,43,32,5,37,38,9,0,44,29,46,18,11,312
2024-03-20 19:20:00,36,44,5,48,53,6,0,33,20,29,16,11,301
2024-03-20 19:30:00,28,38,2,49,46,13,0,38,43,28,11,4,300
2024-03-20 19:40:00,34,20,5,52,52,7,0,39,42,50,12,6,319
2024-03-20 19:50:00,36,20,6,52,51,15,0,27,30,33,3,10,283
2024-03-20 20:00:00,42,37,3,36,40,10,0,32,47,39,12,8,306
2024-03-20 20:10:00,26,27,5,34,50,0,0,28,41,25,12,6,254
2024-03-20 20:20:00,29,33,5,34,45,4,0,39,46,21,7,10,273
2024-03-20 20:30:00,26,38,8,33,27,13,0,48,28,20,10,7,258
2024-03-20 20:40:00,36,28,1,40,28,10,0,41,38,25,20,18,285
2024-03-20 20:50:00,27,47,3,31,39,14,0,45,41,19,14,9,289
2024-03-20 21:00:00,37,21,3,38,40,4,0,55,36,26,1,12,273
2024-03-20 21:10:00,28,32,2,31,31,0,0,32,36,24,13,9,238
2024-03-20 21:20:00,43,26,1,34,35,11,0,60,46,44,2,15,317
2024-03-20 21:30:00,33,30,5,24,28,8,0,37,43,21,6,7,242
2024-03-20 21:40:00,28,42,10,35,27,3,0,36,30,22,2,5,240
2024-03-20 21:50:00,37,27,3,37,34,6,0,52,43,28,13,7,287
2024-03-20 22:00:00,31,18,5,26,25,4,0,37,41,23,4,3,217
2024-03-20 22:10:00,25,33,6,26,31,1,0,29,43,26,11,18,249
2024-03-20 22:20:00,40,32,6,35,33,10,0,47,34,14,9,9,269
2024-03-20 22:30:00,38,30,0,25,25,0,0,31,38,23,4,7,221
2024-03-20 22:40:00,19,25,2,17,18,5,0,26,26,16,8,4,166
2024-03-20 22:50:00,28,9,1,11,9,4,0,16,20,14,6,8,126
2024-03-20 23:00:00,33,16,2,18,15,2,0,31,17,17,2,5,158
2024-03-20 23:10:00,22,15,0,10,14,6,0,23,21,18,0,6,135
2024-03-20 23:20:00,15,15,0,18,12,5,0,29,21,12,1,0,128
2024-03-20 23:30:00,11,8,3,19,18,0,0,32,29,15,2,3,140
2024-03-20 23:40:00,17,15,0,9,7,0,0,19,15,10,0,0,92
2024-03-20 23:50:00,13,8,1,7,17,3,0,25,31,18,3,1,127
2024-03-21 00:00:00,14,13,1,8,9,9,0,13,17,8,0,2,94
2024-03-21 00:10:00,13,12,0,6,6,4,0,7,13,9,0,1,71
2024-03-21 00:20:00,6,10,0,4,5,0,0,8,8,5,0,1,47
2024-03-21 00:30:00,3,3,0,12,17,0,0,18,22,12,0,1,88
2024-03-21 00:40:00,4,2,0,9,5,2,0,17,15,9,0,1,64
2024-03-21 00:50:00,8,3,0,4,4,0,0,10,6,6,0,0,41
2024-03-21 01:00:00,13,15,0,4,6,3,0,11,11,6,0,1,70
2024-03-21 01:10:00,8,3,0,5,2,0,0,10,3,2,2,2,37
2024-03-21 01:20:00,2,5,0,2,2,0,0,7,3,3,0,1,25
2024-03-21 01:30:00,2,4,0,6,3,0,0,7,4,3,0,4,33
2024-03-21 01:40:00,7,3,0,3,4,0,0,8,5,2,3,2,37
2024-03-21 01:50:00,5,1,0,4,3,0,0,11,6,3,0,1,34
2024-03-21 02:00:00,10,1,0,2,3,0,0,7,4,4,0,1,32
2024-03-21 02:10:00,3,6,0,3,4,0,0,6,6,4,0,0,32
2024-03-21 02:20:00,5,3,0,2,2,0,0,3,3,2,0,1,21
2024-03-21 02:30:00,2,2,0,1,4,1,0,4,7,3,0,0,24
2024-03-21 02:40:00,2,1,0,5,2,0,0,11,5,5,0,0,31
2024-03-21 02:50:00,4,6,0,6,0,0,0,5,0,0,0,2,23
2024-03-21 03:00:00,6,1,0,3,1,0,0,6,2,1,0,3,23
2024-03-21 03:10:00,0,0,3,3,0,0,0,2,0,0,0,1,9
2024-03-21 03:20:00,4,2,0,3,1,0,0,4,1,1,0,0,16
2024-03-21 03:30:00,6,3,2,0,1,4,0,1,4,3,1,0,25
2024-03-21 03:40:00,1,5,0,1,1,0,0,4,3,4,0,0,19
2024-03-21 03:50:00,3,3,0,2,0,0,0,3,0,0,1,1,13
2024-03-21 04:00:00,3,3,0,1,1,0,0,3,2,1,2,4,20
2024-03-21 04:10:00,6,4,0,2,4,0,0,6,9,6,0,0,37
2024-03-21 04:20:00,5,7,0,6,9,1,0,16,16,7,0,3,70
2024-03-21 04:30:00,7,3,1,3,6,0,0,7,6,5,0,0,38
2024-03-21 04:40:00,10,2,0,7,7,0,0,12,17,7,0,0,62
2024-03-21 04:50:00,3,2,2,7,6,0,0,12,19,6,0,0,57
2024-03-21 05:00:00,10,10,0,9,16,1,0,17,19,11,1,1,95
2024-03-21 05:10:00,21,7,0,11,17,2,0,14,26,17,0,0,115
2024-03-21 05:20:00,17,18,0,10,16,3,0,18,21,14,1,2,120
2024-03-21 05:30:00,18,10,1,16,20,9,0,30,26,14,1,3,148
2024-03-21 05:40:00,21,11,3,23,31,23,0,34,43,23,3,1,216
2024-03-21 05:50:00,26,20,1,20,30,10,0,34,35,17,1,0,194
2024-03-21 06:00:00,20,20,4,18,33,9,0,24,40,15,4,7,194
2024-03-21 06:10:00,17,18,3,19,31,8,0,20,27,28,3,1,175
2024-03-21 06:20:00,23,18,5,21,37,17,0,16,21,25,4,8,195
2024-03-21 06:30:00,21,16,4,32,40,12,0,17,22,9,2,1,176
2024-03-21 06:40:00,26,26,3,40,67,31,0,20,20,10,5,8,256
2024-03-21 06:50:00,26,24,6,31,56,12,0,11,26,11,8,4,215
2024-03-21 07:00:00,24,24,7,44,61,20,0,22,27,6,7,3,245
2024-03-21 07:10:00,31,23,12,36,53,28,0,20,21,9,12,13,258
2024-03-21 07:20:00,27,28,11,56,63,35,0,31,25,16,10,10,312
2024-03-21 07:30:00,19,20,24,53,67,27,0,21,21,10,23,21,306
2024-03-21 07:40:00,25,15,20,66,81,34,0,23,26,13,19,12,334
2024-03-21 07:50:00,21,25,19,73,83,40,0,23,33,15,21,18,371
2024-03-21 08:00:00,19,20,10,48,65,25,0,21,26,13,12,12,271
2024-03-21 08:10:00,28,19,12,47,66,22,0,23,20,10,16,15,278
2024-03-21 08:20:00,18,18,20,64,80,20,0,32,36,11,16,5,320
2024-03-21 08:30:00,23,24,13,55,64,16,0,25,32,6,15,15,288
2024-03-21 08:40:00,22,33,9,42,59,15,0,22,24,8,13,9,256
2024-03-21 08:50:00,27,29,10,33,42,19,0,20,28,11,6,13,238
2024-03-21 09:00:00,24,27,18,41,53,21,0,21,22,13,9,13,262
2024-03-21 09:10:00,43,23,7,28,54,22,0,16,31,6,13,6,249
2024-03-21 09:20:00,28,25,11,39,49,19,0,24,22,11,17,11,256
2024-03-21 09:30:00,17,28,14,38,48,15,0,22,26,9,20,18,255
2024-03-21 09:40:00,26,28,6,29,67,11,0,12,18,4,5,13,219
2024-03-21 09:50:00,24,24,8,38,52,23,0,20,28,14,10,7,248
2024-03-21 10:00:00,30,22,10,39,42,17,0,23,24,8,13,13,241
2024-03-21 10:10:00,27,31,9,44,53,24,0,19,28,7,14,11,267
2024-03-21 10:20:00,29,26,5,38,49,13,0,22,24,10,17,16,249
2024-03-21 10:30:00,27,24,5,34,55,21,0,22,19,16,13,9,245
2024-03-21 10:40:00,30,26,8,44,55,16,0,19,26,10,14,13,261
2024-03-21 10:50:00,22,25,9,40,55,23,0,19,23,15,9,12,252
2024-03-21 11:00:00,12,33,7,48,49,11,0,21,24,9,17,12,243
2024-03-21 11:10:00,22,32,5,45,58,17,0,25,25,8,10,8,255
2024-03-21 11:20:00,22,26,5,42,48,3,0,21,23,3,6,14,213
2024-03-21 11:30:00,28,21,10,54,66,9,0,26,27,7,13,15,276
2024-03-21 11:40:00,28,24,5,57,67,22,0,20,31,11,9,11,285
2024-03-21 11:50:00,23,18,7,50,59,21,0,20,26,12,13,9,258
2024-03-21 12:00:00,28,23,6,46,35,15,0,28,20,6,7,7,221
2024-03-21 12:10:00,15,26,11,54,63,20,0,26,30,8,20,11,284
2024-03-21 12:20:00,27,23,13,48,52,23,0,27,31,6,12,15,277
