datetime,V21Z,V22Z,V51Z,V52Z,V61Z,V62Z,V81Z,V82Z,D53Z,D54Z,D55Z,D63Z,D64Z,Total
2024-03-29 11:40:00,19,16,16,7,14,1,6,9,18,10,16,26,2,160
2024-03-29 11:50:00,11,20,18,16,19,2,13,18,27,21,24,41,6,236
2024-03-29 12:00:00,12,23,21,21,21,1,13,11,29,25,28,47,6,258
2024-03-29 12:10:00,20,16,22,17,29,1,11,15,24,27,25,41,9,257
2024-03-29 12:20:00,19,20,17,25,25,0,12,13,29,26,28,37,7,258
2024-03-29 12:30:00,17,22,15,21,20,1,19,17,20,25,21,37,3,238
2024-03-29 12:40:00,17,15,15,18,25,0,17,16,18,25,17,50,2,235
2024-03-29 12:50:00,22,18,17,16,32,1,15,18,21,18,22,47,5,252
2024-03-29 13:00:00,21,22,18,19,30,3,17,18,28,34,25,40,5,280
2024-03-29 13:10:00,16,16,9,21,24,1,14,15,10,24,11,43,3,207
2024-03-29 13:20:00,15,21,22,18,24,1,13,16,31,20,28,35,1,245
2024-03-29 13:30:00,23,25,14,14,20,1,9,12,18,16,16,33,4,205
2024-03-29 13:40:00,10,26,22,16,32,0,16,15,27,20,27,52,6,269
2024-03-29 13:50:00,21,30,11,22,22,0,15,12,18,24,16,37,2,230
2024-03-29 14:00:00,16,19,22,18,24,0,14,18,28,30,28,32,4,253
2024-03-29 14:10:00,21,25,16,12,26,3,11,11,19,15,19,45,7,230
2024-03-29 14:20:00,22,21,19,19,22,3,17,15,33,30,32,54,3,290
2024-03-29 14:30:00,21,15,22,25,22,0,16,15,31,25,32,42,2,268
2024-03-29 14:40:00,25,20,19,10,18,1,14,18,15,12,14,34,2,202
2024-03-29 14:50:00,17,23,10,19,29,0,21,15,16,21,12,37,8,228
2024-03-29 15:00:00,23,24,10,15,15,3,12,12,17,20,16,41,10,218
2024-03-29 15:10:00,19,24,9,13,17,2,12,17,11,13,11,37,4,189
2024-03-29 15:20:00,21,18,20,17,22,1,13,19,23,21,22,49,5,251
2024-03-29 15:30:00,29,17,18,11,21,2,14,13,28,13,26,33,4,229
2024-03-29 15:40:00,17,23,15,15,26,1,18,15,24,17,23,39,2,235
2024-03-29 15:50:00,16,19,17,18,20,0,15,14,17,19,17,52,7,231
2024-03-29 16:00:00,19,20,15,16,20,0,14,11,17,19,17,37,3,208
2024-03-29 16:10:00,16,23,16,14,30,2,11,13,19,16,18,44,6,228
2024-03-29 16:20:00,26,16,17,14,18,2,14,18,22,20,21,34,6,228
2024-03-29 16:30:00,15,21,22,15,24,1,17,16,23,17,21,39,5,236
2024-03-29 16:40:00,21,18,16,17,26,1,13,14,26,23,22,40,7,244
2024-03-29 16:50:00,18,16,11,14,22,0,12,8,15,20,15,36,5,192
2024-03-29 17:00:00,18,22,9,22,22,1,11,16,14,26,14,38,5,218
2024-03-29 17:10:00,12,18,11,22,23,0,13,14,21,26,21,36,4,221
2024-03-29 17:20:00,13,21,15,20,21,1,12,14,22,30,21,48,9,247
2024-03-29 17:30:00,15,18,17,15,23,0,12,14,22,25,19,35,6,221
2024-03-29 17:40:00,15,27,14,17,21,0,15,13,20,19,19,33,3,216
2024-03-29 17:50:00,15,18,14,20,27,0,16,13,16,21,15,45,6,226
2024-03-29 18:00:00,19,28,18,15,21,2,10,18,27,23,26,41,10,258
2024-03-29 18:10:00,16,24,19,19,25,2,15,12,18,25,18,44,5,242
2024-03-29 18:20:00,11,15,14,16,25,0,13,13,24,14,23,47,9,224
2024-03-29 18:30:00,23,19,13,15,28,2,16,14,24,19,24,43,7,247
2024-03-29 18:40:00,21,18,16,13,26,1,12,15,24,17,24,47,4,238
2024-03-29 18:50:00,24,20,14,21,27,1,14,14,18,31,16,36,6,242
2024-03-29 19:00:00,24,21,13,30,18,0,11,11,17,21,17,39,7,229
2024-03-29 19:10:00,33,25,25,36,21,0,8,16,29,25,28,42,8,296
2024-03-29 19:20:00,17,27,18,26,22,0,12,15,29,37,27,62,9,301
2024-03-29 19:30:00,18,18,10,34,29,1,12,11,10,28,10,30,3,214
2024-03-29 19:40:00,22,34,9,21,15,1,14,13,18,12,16,27,3,205
2024-03-29 19:50:00,27,58,12,25,21,1,12,14,12,16,12,34,5,249
2024-03-29 20:00:00,23,23,25,45,25,0,16,23,25,15,23,32,10,285
2024-03-29 20:10:00,24,34,15,26,25,1,12,12,19,23,19,29,5,244
2024-03-29 20:20:00,20,32,19,25,18,0,11,18,20,19,18,28,4,232
2024-03-29 20:30:00,18,36,15,34,22,1,16,10,18,16,17,40,7,250
2024-03-29 20:40:00,27,30,18,38,23,0,10,19,19,17,14,25,3,243
2024-03-29 20:50:00,24,27,15,22,18,0,14,10,13,12,12,26,6,199
2024-03-29 21:00:00,20,32,13,29,14,0,12,12,15,10,13,29,3,202
2024-03-29 21:10:00,27,33,15,31,19,0,11,11,19,9,18,24,3,220
2024-03-29 21:20:00,31,36,11,23,22,0,10,11,14,12,14,42,7,233
2024-03-29 21:30:00,15,31,17,31,16,2,9,11,25,9,24,37,10,237
2024-03-29 21:40:00,21,31,11,39,24,2,14,7,12,11,10,30,5,217
2024-03-29 21:50:00,25,31,21,43,22,0,13,12,21,16,23,38,5,270
2024-03-29 22:00:00,25,31,17,27,22,0,13,21,18,10,17,30,4,235
2024-03-29 22:10:00,25,39,15,23,16,2,10,12,25,16,26,34,3,246
2024-03-29 22:20:00,17,28,13,16,10,1,10,14,17,10,14,22,4,176
2024-03-29 22:30:00,24,38,11,26,15,1,8,11,12,10,11,26,12,205
2024-03-29 22:40:00,13,21,15,29,17,0,10,5,14,12,14,22,1,173
2024-03-29 22:50:00,10,22,8,15,13,1,11,9,10,5,9,23,6,142
2024-03-29 23:00:00,20,27,13,31,20,2,8,15,13,7,13,26,4,199
2024-03-29 23:10:00,15,25,3,25,22,1,11,10,3,3,3,27,3,151
2024-03-29 23:20:00,21,19,10,23,13,3,9,8,16,5,15,18,4,164
2024-03-29 23:30:00,26,26,10,33,19,0,13,12,11,5,10,24,3,192
2024-03-29 23:40:00,17,26,7,13,16,0,6,8,9,7,8,16,5,138
2024-03-29 23:50:00,14,28,4,24,21,0,7,9,6,12,6,17,3,151
2024-03-30 00:00:00,19,18,14,12,8,0,10,9,15,4,14,8,3,134
2024-03-30 00:10:00,21,18,6,18,9,0,13,7,6,5,6,10,2,121
2024-03-30 00:20:00,12,11,7,19,10,0,6,16,5,6,5,8,0,105
2024-03-30 00:30:00,11,13,11,20,15,0,9,18,11,7,10,20,4,149
2024-03-30 00:40:00,11,20,9,23,12,0,4,5,14,4,12,12,2,128
2024-03-30 00:50:00,14,19,5,19,15,0,5,5,6,3,6,13,1,111
2024-03-30 01:00:00,18,25,1,13,9,0,4,6,2,4,3,9,1,95
2024-03-30 01:10:00,24,32,9,14,10,0,5,4,11,2,11,9,2,133
2024-03-30 01:20:00,12,6,6,17,11,0,3,6,8,2,8,13,1,93
2024-03-30 01:30:00,15,13,4,17,17,1,5,6,4,4,4,17,6,113
2024-03-30 01:40:00,16,18,4,13,12,1,7,8,4,3,4,10,1,101
2024-03-30 01:50:00,12,21,4,10,8,0,3,4,1,1,1,9,2,76
2024-03-30 02:00:00,3,6,5,5,3,1,4,1,9,1,6,3,1,48
2024-03-30 02:10:00,2,11,4,9,6,0,5,5,3,1,3,5,1,55
2024-03-30 02:20:00,10,13,4,9,7,1,4,1,4,4,4,9,0,70
2024-03-30 02:30:00,12,13,5,13,17,3,3,1,4,3,4,8,0,86
2024-03-30 02:40:00,8,6,1,7,6,0,4,7,1,4,1,5,1,51
2024-03-30 02:50:00,12,10,3,8,5,0,1,3,3,3,3,6,1,58
2024-03-30 03:00:00,6,5,8,6,4,0,0,2,8,0,8,3,1,51
2024-03-30 03:10:00,9,9,3,7,4,0,6,5,3,1,3,4,0,54
2024-03-30 03:20:00,3,3,2,7,5,0,6,4,2,3,2,4,0,41
2024-03-30 03:30:00,0,12,4,12,4,0,4,9,4,3,4,3,0,59
2024-03-30 03:40:00,7,18,0,7,7,1,1,4,0,1,0,7,3,56
2024-03-30 03:50:00,7,11,5,10,9,0,2,3,5,2,5,6,3,68
2024-03-30 04:00:00,10,10,5,12,5,0,1,5,6,4,5,4,0,67
2024-03-30 04:10:00,9,16,5,6,10,0,1,2,2,2,2,7,1,63
2024-03-30 04:20:00,3,2,4,8,4,2,3,6,4,1,4,5,4,50
2024-03-30 04:30:00,7,3,1,3,4,1,4,5,1,0,1,4,0,34
2024-03-30 04:40:00,6,7,1,2,2,0,2,0,1,0,1,2,0,24
2024-03-30 04:50:00,5,4,1,6,5,0,0,7,1,2,1,6,0,38
2024-03-30 05:00:00,9,17,0,8,9,2,6,8,0,1,0,8,1,69
2024-03-30 05:10:00,5,2,3,14,4,0,4,2,6,4,2,6,1,53
2024-03-30 05:20:00,7,15,2,12,7,0,3,8,2,5,2,7,1,71
2024-03-30 05:30:00,8,13,4,15,12,0,6,6,4,4,4,10,4,90
2024-03-30 05:40:00,6,10,4,14,11,0,7,3,3,6,3,9,3,79
2024-03-30 05:50:00,6,11,7,13,11,2,4,6,4,8,4,9,2,87
2024-03-30 06:00:00,3,4,7,3,7,1,2,6,6,4,6,8,2,59
2024-03-30 06:10:00,2,6,5,4,10,2,6,2,6,3,6,8,1,61
2024-03-30 06:20:00,6,5,7,9,16,3,5,3,9,10,8,20,3,104
2024-03-30 06:30:00,3,8,5,3,13,0,4,8,5,3,5,15,2,74
2024-03-30 06:40:00,5,4,14,11,18,3,3,5,17,8,16,19,4,127
2024-03-30 06:50:00,5,4,10,6,12,1,6,4,11,5,11,13,4,92
2024-03-30 07:00:00,9,8,25,3,15,2,5,4,6,3,7,14,2,103
2024-03-30 07:10:00,4,4,6,5,10,2,1,7,10,5,6,16,0,76
2024-03-30 07:20:00,3,8,5,9,12,2,6,8,9,10,6,9,0,87
2024-03-30 07:30:00,8,10,5,6,11,1,3,9,6,5,6,13,3,86
2024-03-30 07:40:00,5,9,4,7,9,3,7,6,5,7,5,12,3,82
2024-03-30 07:50:00,7,11,11,3,18,2,8,6,12,2,11,19,2,112
2024-03-30 08:00:00,7,16,5,6,10,1,5,8,6,8,5,15,0,92
2024-03-30 08:10:00,3,12,8,9,11,10,7,9,8,10,8,19,2,116
2024-03-30 08:20:00,7,14,5,8,11,2,7,8,5,7,5,15,2,96
2024-03-30 08:30:00,12,11,7,8,16,4,10,11,11,8,10,24,6,138
2024-03-30 08:40:00,10,11,9,16,11,0,8,11,8,17,8,18,1,128
2024-03-30 08:50:00,10,21,12,11,14,1,9,9,14,12,14,20,2,149
2024-03-30 09:00:00,9,21,15,12,30,2,10,12,15,13,15,36,3,193
2024-03-30 09:10:00,18,22,13,14,27,2,8,14,16,13,15,31,5,198
2024-03-30 09:20:00,15,20,16,15,28,2,8,11,22,16,23,45,9,230
2024-03-30 09:30:00,12,22,12,18,26,3,16,11,20,20,18,38,9,225
2024-03-30 09:40:00,21,18,23,15,26,4,14,13,29,17,31,36,13,260
2024-03-30 09:50:00,22,26,16,19,29,2,17,16,24,21,21,32,6,251
2024-03-30 10:00:00,21,32,15,25,27,0,12,18,19,29,19,38,7,262
2024-03-30 10:10:00,19,24,11,21,23,3,33,15,15,23,14,38,8,247
2024-03-30 10:20:00,22,25,17,21,28,0,18,11,23,26,22,40,9,262
2024-03-30 10:30:00,20,26,23,9,36,2,21,11,29,16,25,48,7,273
2024-03-30 10:40:00,24,27,25,21,28,3,18,16,33,21,33,34,10,293
2024-03-30 10:50:00,25,29,22,17,32,1,13,17,35,21,33,47,10,302
2024-03-30 11:00:00,29,29,20,18,34,0,20,19,22,23,22,43,7,286
2024-03-30 11:10:00,27,29,21,18,41,0,20,16,25,24,23,53,15,312
2024-03-30 11:20:00,24,18,20,24,29,3,23,23,34,26,31,42,6,303
2024-03-30 11:30:00,27,27,24,22,30,0,23,22,35,23,32,46,8,319
2024-03-30 11:40:00,25,23,25,18,40,4,20,13,38,21,38,49,12,326
2024-03-30 11:50:00,24,23,24,26,29,1,18,11,32,28,30,48,11,305
2024-03-30 12:00:00,25,11,24,25,33,3,14,23,33,31,33,54,7,316
2024-03-30 12:10:00,19,25,17,26,34,0,16,17,29,29,27,41,7,287
2024-03-30 12:20:00,20,30,27,28,33,4,16,15,40,32,37,52,7,341
2024-03-30 12:30:00,25,23,18,30,30,3,17,18,30,34,29,51,10,318
2024-03-30 12:40:00,20,32,25,20,29,0,16,15,31,27,31,45,8,299
2024-03-30 12:50:00,23,25,23,30,34,2,22,21,45,32,43,60,7,367
2024-03-30 13:00:00,22,32,19,22,38,1,21,17,35,23,30,40,15,315
2024-03-30 13:10:00,22,25,28,25,39,2,17,16,43,29,42,66,8,362
2024-03-30 13:20:00,28,29,21,29,39,3,21,18,35,34,32,65,9,363
2024-03-30 13:30:00,21,27,18,28,36,3,26,15,28,31,26,53,6,318
2024-03-30 13:40:00,22,20,15,23,35,0,21,24,32,23,29,48,13,305
2024-03-30 13:50:00,29,33,23,17,31,3,15,19,44,18,43,56,7,338
2024-03-30 14:00:00,21,19,27,30,34,2,17,20,36,31,35,85,8,365
2024-03-30 14:10:00,24,27,24,17,29,0,22,19,35,26,32,60,2,317
2024-03-30 14:20:00,23,2,24,31,15,2,17,12,41,46,38,48,5,304
2024-03-30 14:30:00,32,8,23,39,14,0,17,20,43,46,39,65,7,353
2024-03-30 14:40:00,23,21,24,24,24,1,19,22,48,24,48,46,6,330
2024-03-30 14:50:00,24,17,14,25,21,1,24,19,22,26,20,46,2,261
2024-03-30 15:00:00,19,22,24,18,35,1,19,14,32,20,31,47,11,293
2024-03-30 15:10:00,21,26,30,17,38,1,15,21,38,20,35,65,10,337
2024-03-30 15:20:00,31,31,22,22,30,2,15,16,31,26,28,37,11,302
2024-03-30 15:30:00,22,27,22,29,40,1,21,22,29,34,29,55,15,346
2024-03-30 15:40:00,25,28,25,22,34,0,23,15,35,24,35,53,9,328
2024-03-30 15:50:00,25,21,25,27,34,1,24,17,30,37,31,47,5,324
2024-03-30 16:00:00,24,22,27,37,26,2,18,17,35,38,33,51,13,343
2024-03-30 16:10:00,20,27,24,21,35,2,12,17,33,21,32,42,8,294
2024-03-30 16:20:00,12,23,27,33,35,0,18,22,33,35,30,49,13,330
2024-03-30 16:30:00,28,25,23,23,39,1,19,13,48,25,46,43,18,351
2024-03-30 16:40:00,19,22,27,28,48,6,23,19,33,32,30,75,19,381
2024-03-30 16:50:00,23,20,16,18,41,3,16,18,26,19,24,47,10,281
2024-03-30 17:00:00,20,28,19,28,30,1,13,16,27,35,29,45,8,299
2024-03-30 17:10:00,31,21,17,22,23,2,22,14,25,26,21,49,6,279
2024-03-30 17:20:00,22,26,24,23,37,0,15,18,36,30,36,52,13,332
2024-03-30 17:30:00,20,24,26,26,31,1,17,13,32,24,29,45,7,295
2024-03-30 17:40:00,22,32,15,20,33,2,16,18,28,20,23,46,16,291
2024-03-30 17:50:00,22,28,22,24,30,7,12,15,25,26,24,46,10,291
2024-03-30 18:00:00,30,32,15,21,30,1,22,19,21,23,19,39,11,283
2024-03-30 18:10:00,32,31,18,27,36,1,22,20,31,27,27,48,8,328
2024-03-30 18:20:00,21,27,18,18,28,0,14,18,28,18,21,42,15,268
2024-03-30 18:30:00,20,29,21,24,26,5,15,17,22,31,21,37,7,275
2024-03-30 18:40:00,26,16,15,18,31,1,17,17,22,23,20,48,14,268
2024-03-30 18:50:00,29,19,13,26,29,1,8,18,17,28,16,47,3,254
2024-03-30 19:00:00,19,21,17,21,27,3,19,16,23,17,19,33,14,249
2024-03-30 19:10:00,31,33,22,23,19,3,15,12,21,11,20,33,7,250
2024-03-30 19:20:00,33,42,16,30,27,0,24,9,18,22,16,40,11,288
2024-03-30 19:30:00,21,58,17,19,30,0,18,9,18,16,18,32,7,263
2024-03-30 19:40:00,26,32,12,37,31,2,17,25,12,13,12,44,6,269
2024-03-30 19:50:00,29,42,22,37,28,0,18,18,24,13,24,37,2,294
2024-03-30 20:00:00,24,36,22,38,30,0,18,14,28,19,28,34,6,297
2024-03-30 20:10:00,20,44,13,38,29,0,17,20,19,31,19,29,2,281
2024-03-30 20:20:00,25,27,19,37,32,1,18,16,24,15,21,39,6,280
2024-03-30 20:30:00,30,42,14,37,28,0,15,17,13,16,12,51,5,280
2024-03-30 20:40:00,19,36,20,36,19,1,25,27,21,15,21,32,5,277
2024-03-30 20:50:00,15,29,14,28,22,0,13,11,14,9,13,24,3,195
2024-03-30 21:00:00,22,26,16,31,24,1,15,12,18,10,17,31,4,227
2024-03-30 21:10:00,18,41,13,30,19,3,9,10,13,15,14,25,2,212
2024-03-30 21:20:00,19,30,9,31,23,0,10,12,12,17,10,34,5,212
2024-03-30 21:30:00,34,44,18,31,21,0,16,11,17,12,16,31,5,256
2024-03-30 21:40:00,21,50,10,21,31,0,9,14,15,24,15,30,4,244
2024-03-30 21:50:00,39,40,15,19,28,0,22,11,23,11,23,27,5,263
2024-03-30 22:00:00,16,38,13,26,17,1,18,14,15,18,14,35,9,234
2024-03-30 22:10:00,30,46,12,35,21,1,12,13,17,15,16,29,7,254
2024-03-30 22:20:00,16,38,26,23,19,0,10,12,18,12,17,31,4,226
2024-03-30 22:30:00,15,37,14,31,27,0,17,21,19,14,20,36,5,256
2024-03-30 22:40:00,14,33,14,15,18,0,16,13,16,5,15,25,2,186
2024-03-30 22:50:00,24,48,9,15,26,0,15,12,9,7,8,18,0,191
2024-03-30 23:00:00,19,28,8,25,9,0,13,10,11,9,11,22,3,168
2024-03-30 23:10:00,15,33,14,19,19,0,9,14,11,8,11,19,4,176
2024-03-30 23:20:00,25,32,16,29,25,0,10,6,16,13,16,19,1,208
2024-03-30 23:30:00,20,24,16,22,17,0,6,11,17,7,16,19,2,177
2024-03-30 23:40:00,7,36,11,29,19,1,11,13,12,8,12,25,5,189
2024-03-30 23:50:00,18,27,5,19,15,0,9,12,6,10,6,15,2,144
2024-03-31 00:00:00,19,41,8,24,29,0,8,13,6,3,6,23,3,183
2024-03-31 00:10:00,15,29,11,21,18,0,6,10,10,1,8,18,1,148
2024-03-31 00:20:00,9,25,12,16,12,2,6,10,12,2,11,12,2,131
2024-03-31 00:30:00,1,23,5,13,14,0,9,9,7,4,6,13,4,108
2024-03-31 00:40:00,17,19,12,24,19,0,7,4,7,5,7,19,6,146
2024-03-31 00:50:00,11,26,8,20,18,0,8,5,11,5,11,14,1,138
2024-03-31 01:00:00,8,31,10,17,13,0,7,16,10,5,9,13,3,142
2024-03-31 01:10:00,10,13,10,15,11,0,4,11,9,4,6,6,1,100
2024-03-31 01:20:00,12,16,6,14,8,0,6,9,6,5,6,8,0,96
2024-03-31 01:30:00,16,10,4,11,8,0,7,7,4,3,3,11,2,86
2024-03-31 01:40:00,9,9,6,17,10,0,8,4,8,5,8,17,2,103
2024-03-31 01:50:00,16,12,5,14,4,0,6,8,8,6,8,3,0,90
2024-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 03:00:00,13,7,5,18,9,0,6,8,6,5,6,8,1,92
2024-03-31 03:10:00,10,11,7,18,11,0,5,11,6,2,6,14,2,103
2024-03-31 03:20:00,24,17,5,10,8,0,1,7,7,5,7,16,4,111
2024-03-31 03:30:00,16,12,3,10,8,0,4,9,3,3,3,7,0,78
2024-03-31 03:40:00,9,9,2,19,12,1,4,6,3,7,3,11,3,89
2024-03-31 03:50:00,14,12,4,13,10,0,6,8,4,4,4,7,1,87
2024-03-31 04:00:00,8,6,1,14,10,0,4,8,2,3,1,10,4,71
2024-03-31 04:10:00,17,14,8,12,9,0,5,4,12,4,10,10,1,106
2024-03-31 04:20:00,8,6,1,10,6,0,3,10,1,3,1,6,0,55
2024-03-31 04:30:00,4,6,10,9,6,0,1,5,5,2,5,8,0,61
2024-03-31 04:40:00,9,8,3,5,3,0,4,7,4,0,4,2,1,50
2024-03-31 04:50:00,8,5,3,11,7,0,5,5,3,4,3,8,1,63
2024-03-31 05:00:00,10,9,4,14,8,0,6,4,3,3,3,9,0,73
2024-03-31 05:10:00,9,3,4,7,4,1,4,6,5,2,4,2,0,51
2024-03-31 05:20:00,8,3,4,21,9,0,11,5,2,4,2,10,1,80
2024-03-31 05:30:00,6,3,37,16,8,0,9,10,4,4,4,5,1,107
2024-03-31 05:40:00,11,10,30,14,8,0,8,4,10,4,10,6,3,118
2024-03-31 05:50:00,8,6,15,12,8,0,5,7,2,4,2,5,2,76
2024-03-31 06:00:00,15,14,4,12,10,1,6,7,3,3,3,10,2,90
2024-03-31 06:10:00,9,12,10,14,10,1,7,6,8,8,8,7,3,103
2024-03-31 06:20:00,12,6,5,20,8,0,1,2,4,6,4,8,2,78
2024-03-31 06:30:00,8,7,11,18,12,0,2,4,10,7,10,9,4,102
2024-03-31 06:40:00,9,7,3,25,11,0,6,2,3,7,3,11,1,88
2024-03-31 06:50:00,6,4,10,24,11,1,5,2,4,5,4,9,2,87
2024-03-31 07:00:00,4,5,2,9,7,1,4,4,2,2,2,8,3,53
2024-03-31 07:10:00,4,0,7,13,6,0,1,2,6,3,6,4,0,52
2024-03-31 07:20:00,7,4,3,7,3,1,4,2,3,5,3,3,0,45
2024-03-31 07:30:00,3,2,2,4,3,1,2,1,4,2,3,3,0,30
2024-03-31 07:40:00,1,3,2,7,8,0,7,4,2,4,2,10,0,50
2024-03-31 07:50:00,4,4,3,8,6,3,5,1,3,4,3,6,4,54
2024-03-31 08:00:00,1,2,3,1,4,0,3,8,3,1,3,4,0,33
2024-03-31 08:10:00,2,3,3,4,5,0,2,3,5,4,5,5,1,42
2024-03-31 08:20:00,5,15,1,5,10,2,3,4,1,3,1,12,0,62
2024-03-31 08:30:00,3,6,5,8,6,1,5,4,5,5,5,13,2,68
2024-03-31 08:40:00,5,6,1,8,13,0,3,3,3,7,1,15,2,67
2024-03-31 08:50:00,5,4,1,11,12,0,8,2,3,8,1,16,3,74
2024-03-31 09:00:00,5,8,7,5,11,1,6,5,5,6,5,14,2,80
2024-03-31 09:10:00,11,12,7,9,10,0,4,4,5,9,6,11,2,90
2024-03-31 09:20:00,5,7,3,4,14,0,5,5,4,4,3,22,2,78
2024-03-31 09:30:00,12,10,4,6,10,0,5,4,5,12,5,26,3,102
2024-03-31 09:40:00,14,16,8,7,15,0,12,5,10,7,7,18,0,119
2024-03-31 09:50:00,7,14,6,8,18,0,6,6,6,13,6,25,1,116
2024-03-31 10:00:00,11,10,12,8,13,0,8,4,11,8,11,27,1,124
2024-03-31 10:10:00,9,10,10,9,14,1,9,11,7,10,7,24,3,124
2024-03-31 10:20:00,9,19,9,12,17,1,13,8,11,19,9,45,4,176
2024-03-31 10:30:00,11,14,9,15,17,2,6,8,13,20,11,29,5,160
2024-03-31 10:40:00,12,21,10,17,12,1,8,7,12,23,9,40,4,176
2024-03-31 10:50:00,12,16,13,12,14,1,9,9,9,18,11,28,3,155
2024-03-31 11:00:00,8,19,11,11,13,0,8,6,18,15,14,31,2,156
2024-03-31 11:10:00,12,15,10,13,17,0,8,9,11,15,10,39,4,163
2024-03-31 11:20:00,15,16,10,12,17,1,9,9,14,21,13,44,6,187
2024-03-31 11:30:00,13,21,11,13,22,1,13,11,18,17,15,35,5,195
2024-03-31 11:40:00,15,15,13,17,21,1,5,7,13,22,13,48,6,196
2024-03-31 11:50:00,22,16,13,17,21,0,9,20,22,21,21,45,4,231
2024-03-31 12:00:00,20,18,14,17,20,2,11,11,18,19,18,52,10,230
2024-03-31 12:10:00,17,12,14,9,21,1,13,13,19,16,17,47,2,201
2024-03-31 12:20:00,12,15,16,27,21,1,12,9,18,31,16,39,7,224
2024-03-31 12:30:00,12,12,12,18,27,1,15,11,17,22,14,49,5,215
2024-03-31 12:40:00,23,20,14,16,19,0,17,13,14,21,13,35,0,205
2024-03-31 12:50:00,15,12,13,12,18,0,11,10,17,15,17,48,7,195
2024-03-31 13:00:00,11,18,6,18,20,0,16,8,11,20,9,36,4,177
2024-03-31 13:10:00,23,20,17,18,25,3,18,9,17,19,16,48,9,242
2024-03-31 13:20:00,17,15,16,14,17,0,20,13,22,18,20,24,2,198
2024-03-31 13:30:00,21,15,15,16,21,0,14,16,20,18,20,48,5,229
2024-03-31 13:40:00,21,18,14,20,23,1,14,10,19,22,17,45,10,234
2024-03-31 13:50:00,19,19,14,13,23,0,12,9,15,19,14,49,8,214
2024-03-31 14:00:00,14,24,16,19,21,5,15,13,18,18,15,46,9,233
2024-03-31 14:10:00,13,27,18,13,27,1,12,8,18,17,18,54,1,227
2024-03-31 14:20:00,15,19,17,19,26,0,9,15,21,23,19,38,4,225
2024-03-31 14:30:00,13,24,17,19,22,1,13,14,20,22,19,51,4,239
2024-03-31 14:40:00,13,18,15,16,21,0,17,9,18,21,17,41,4,210
2024-03-31 14:50:00,20,20,12,20,28,0,11,10,15,25,12,47,6,226
2024-03-31 15:00:00,13,10,14,18,21,1,17,7,20,22,19,38,4,204
2024-03-31 15:10:00,14,20,16,16,15,1,13,11,18,17,18,59,11,229
2024-03-31 15:20:00,13,23,15,21,18,1,19,18,19,22,16,46,7,238
2024-03-31 15:30:00,20,20,16,20,25,1,13,9,24,25,18,33,5,229
2024-03-31 15:40:00,23,22,16,12,17,0,10,12,18,18,16,21,3,188
2024-03-31 15:50:00,22,19,16,20,28,0,13,9,18,22,18,40,6,231
2024-03-31 16:00:00,17,19,12,13,25,2,11,10,17,20,16,58,9,229
2024-03-31 16:10:00,24,11,18,22,21,0,11,17,29,25,25,37,6,246
2024-03-31 16:20:00,13,15,14,13,18,0,15,11,22,21,22,42,8,214
2024-03-31 16:30:00,21,18,18,22,23,2,13,11,25,26,24,59,8,270
2024-03-31 16:40:00,17,18,22,20,24,0,12,12,30,19,29,51,7,261
2024-03-31 16:50:00,18,24,14,12,23,0,15,12,17,19,15,50,1,220
2024-03-31 17:00:00,17,22,23,18,18,0,13,15,25,20,24,37,1,233
2024-03-31 17:10:00,18,15,14,15,23,1,14,10,19,19,18,49,9,224
2024-03-31 17:20:00,20,26,14,17,23,0,17,18,23,24,14,50,3,249
2024-03-31 17:30:00,29,21,16,22,22,0,16,18,22,24,20,68,2,280
2024-03-31 17:40:00,20,25,10,17,20,2,15,14,11,24,10,50,5,223
2024-03-31 17:50:00,13,23,14,23,27,0,12,13,21,23,20,58,8,255
2024-03-31 18:00:00,17,17,12,23,26,1,15,16,14,27,14,59,7,248
2024-03-31 18:10:00,13,17,12,11,22,0,10,11,13,17,12,47,3,188
2024-03-31 18:20:00,19,17,7,14,25,0,11,12,13,30,11,51,4,214
2024-03-31 18:30:00,18,21,15,13,15,1,11,17,21,16,18,40,4,210
2024-03-31 18:40:00,24,17,17,15,26,3,16,11,21,18,20,45,7,240
2024-03-31 18:50:00,19,20,9,13,24,1,15,17,20,14,16,50,12,230
2024-03-31 19:00:00,20,17,13,13,22,0,11,14,14,17,14,49,7,211
2024-03-31 19:10:00,15,18,13,15,19,1,11,16,20,23,15,41,7,214
2024-03-31 19:20:00,12,21,20,16,28,0,16,16,29,24,26,53,11,272
2024-03-31 19:30:00,32,21,10,9,18,0,16,12,13,13,12,46,5,207
2024-03-31 19:40:00,26,22,13,10,26,0,12,14,17,15,16,48,9,228
2024-03-31 19:50:00,19,18,12,11,19,0,13,13,15,17,13,35,3,188
2024-03-31 20:00:00,16,22,13,18,22,0,10,8,25,18,21,42,7,222
