datetime,D11Z,V13Z,V15Z,D12Z,V14Z,V16Z,D31Z,V33Z,D32Z,V34Z,D41Z,D42Z,V43Z,V44Z,V45Z,V1Z,V2Z,V3Z,V4Z,V5Z,V6Z,Total
2024-03-17 09:50:00,43,46,79,29,55,52,16,13,9,8,36,36,21,23,0,0,0,0,0,0,0,466
2024-03-17 10:00:00,37,30,67,24,55,47,22,19,13,7,33,33,23,19,0,0,0,0,0,0,0,429
2024-03-17 10:10:00,44,43,90,22,28,38,23,18,15,9,28,28,19,24,0,0,0,0,0,0,0,429
2024-03-17 10:20:00,45,35,84,22,48,38,29,19,19,11,36,36,20,20,1,0,0,0,0,0,0,463
2024-03-17 10:30:00,34,43,67,28,42,53,22,19,10,9,25,24,13,15,0,0,0,0,0,0,0,404
2024-03-17 10:40:00,48,43,81,23,33,34,17,11,9,5,42,42,17,24,1,0,0,0,0,0,0,430
2024-03-17 10:50:00,33,35,64,36,56,67,27,20,9,4,48,50,20,21,2,0,0,0,0,0,0,492
2024-03-17 11:00:00,40,36,79,23,56,40,26,24,14,7,48,46,20,27,0,0,0,0,0,0,0,486
2024-03-17 11:10:00,45,39,81,38,63,56,25,20,20,11,63,61,17,25,2,0,0,0,0,0,0,566
2024-03-17 11:20:00,42,35,74,37,66,67,23,18,10,9,53,53,25,27,0,0,0,0,0,0,0,539
2024-03-17 11:30:00,38,44,80,31,72,57,28,20,14,9,52,54,25,30,0,0,0,0,0,0,0,554
2024-03-17 11:40:00,39,37,79,39,71,69,32,24,11,6,55,53,18,36,0,0,0,0,0,0,0,569
2024-03-17 11:50:00,46,45,79,34,59,66,33,22,9,5,52,52,15,25,1,0,0,0,0,0,0,543
2024-03-17 12:00:00,40,36,86,48,76,89,27,18,12,8,69,69,19,26,3,0,0,0,0,0,0,626
2024-03-17 12:10:00,48,33,85,31,81,52,36,24,22,13,56,58,15,26,1,0,0,0,0,0,0,581
2024-03-17 12:20:00,51,37,88,33,78,57,26,22,20,15,68,67,16,31,4,0,0,0,0,0,0,613
2024-03-17 12:30:00,57,44,99,31,72,51,46,30,21,11,56,58,25,32,2,0,0,0,0,0,0,635
2024-03-17 12:40:00,51,31,96,53,71,78,27,19,25,12,59,60,22,33,1,0,0,0,0,0,0,638
2024-03-17 12:50:00,38,35,75,50,82,68,36,21,15,11,70,71,30,30,4,0,0,0,0,0,0,636
2024-03-17 13:00:00,45,50,90,42,72,77,24,17,13,9,68,68,21,36,7,0,0,0,0,0,0,639
2024-03-17 13:10:00,49,27,91,49,84,77,27,22,21,13,95,81,16,41,2,0,0,0,0,0,0,695
2024-03-17 13:20:00,47,31,92,42,64,71,24,16,18,11,63,60,17,29,2,0,0,0,0,0,0,587
2024-03-17 13:30:00,45,28,80,50,68,80,21,20,15,13,55,55,21,31,4,0,0,0,0,0,0,586
2024-03-17 13:40:00,38,40,73,45,72,80,28,23,19,12,64,64,27,37,2,0,0,0,0,0,0,624
2024-03-17 13:50:00,36,28,76,33,65,48,45,20,12,9,64,65,20,42,3,0,0,0,0,0,0,566
2024-03-17 14:00:00,45,34,86,41,65,65,27,14,14,9,72,69,30,41,1,0,0,0,0,0,0,613
2024-03-17 14:10:00,45,37,80,45,91,82,44,30,15,10,67,70,14,38,3,0,0,0,0,0,0,671
2024-03-17 14:20:00,42,40,85,46,91,71,45,23,11,7,60,57,23,36,1,0,0,0,0,0,0,638
2024-03-17 14:30:00,41,35,75,53,96,79,38,20,13,8,68,69,23,32,5,0,0,0,0,0,0,655
2024-03-17 14:40:00,43,38,85,33,84,61,37,26,17,11,68,67,21,35,2,0,0,0,0,0,0,628
2024-03-17 14:50:00,51,35,90,51,98,83,33,21,15,10,71,73,20,38,2,0,0,0,0,0,0,691
2024-03-17 15:00:00,37,29,77,33,72,58,34,23,32,15,63,61,19,31,1,0,0,0,0,0,0,585
2024-03-17 15:10:00,35,34,71,43,102,71,50,27,27,16,75,76,23,41,6,0,0,0,0,0,0,697
2024-03-17 15:20:00,32,35,72,35,54,64,46,33,25,15,49,51,22,36,0,0,0,0,0,0,0,569
2024-03-17 15:30:00,42,40,80,46,74,76,35,20,31,14,56,54,22,39,4,0,0,0,0,0,0,633
2024-03-17 15:40:00,53,45,96,47,83,76,45,30,20,11,58,59,22,28,0,0,0,0,0,0,0,673
2024-03-17 15:50:00,54,43,96,33,85,62,36,21,14,10,66,63,14,28,0,0,0,0,0,0,0,625
2024-03-17 16:00:00,50,49,97,40,99,72,45,29,10,9,49,50,20,31,3,0,0,0,0,0,0,653
2024-03-17 16:10:00,34,38,73,39,87,63,35,24,10,9,65,64,20,31,4,0,0,0,0,0,0,596
2024-03-17 16:20:00,37,27,67,27,105,52,45,23,12,11,67,69,18,34,3,0,0,0,0,0,0,597
2024-03-17 16:30:00,47,43,85,45,109,73,46,17,17,10,67,65,17,32,5,0,0,0,0,0,0,678
2024-03-17 16:40:00,43,37,86,40,123,56,34,24,18,11,62,63,18,33,1,0,0,0,0,0,0,649
2024-03-17 16:50:00,40,29,73,85,104,52,29,18,8,9,52,49,22,31,2,0,0,0,0,0,0,603
2024-03-17 17:00:00,41,39,83,51,111,85,33,21,24,13,50,52,21,34,2,0,0,0,0,0,0,660
2024-03-17 17:10:00,56,40,101,35,92,58,34,21,25,13,62,58,14,23,2,0,0,0,0,0,0,634
2024-03-17 17:20:00,57,40,94,32,107,53,49,28,13,5,49,49,21,36,0,0,0,0,0,0,0,633
2024-03-17 17:30:00,50,41,85,45,101,76,51,31,21,10,75,76,28,34,3,0,0,0,0,0,0,727
2024-03-17 17:40:00,42,34,82,36,101,62,48,26,16,7,65,64,23,29,8,0,0,0,0,0,0,643
2024-03-17 17:50:00,49,31,85,35,100,65,44,23,20,57,73,74,27,31,1,0,0,0,0,0,0,715
2024-03-17 18:00:00,51,39,86,30,86,51,49,28,20,13,73,71,19,27,2,0,0,0,0,0,0,645
2024-03-17 18:10:00,41,39,77,38,100,63,48,26,18,10,68,71,19,32,3,0,0,0,0,0,0,653
2024-03-17 18:20:00,40,43,77,38,95,62,30,24,10,5,80,81,22,34,7,0,0,0,0,0,0,648
2024-03-17 18:30:00,35,49,66,26,88,49,35,36,8,7,65,63,13,31,4,0,0,0,0,0,0,575
2024-03-17 18:40:00,31,60,59,26,58,43,31,21,10,10,63,63,20,30,9,0,0,0,0,0,0,534
2024-03-17 18:50:00,20,32,40,22,33,40,21,20,10,8,43,41,22,31,4,0,0,0,0,0,0,387
2024-03-17 19:00:00,23,38,40,24,44,49,28,30,14,6,39,40,21,29,1,0,0,0,0,0,0,426
2024-03-17 19:10:00,28,43,59,24,46,45,28,23,10,5,42,41,24,28,3,0,0,0,0,0,0,449
2024-03-17 19:20:00,36,51,62,26,39,54,24,16,10,4,43,43,24,33,3,0,0,0,0,0,0,468
2024-03-17 19:30:00,35,53,70,32,41,59,33,34,13,3,38,38,23,27,1,0,0,0,0,0,0,500
2024-03-17 19:40:00,37,49,66,29,42,54,23,14,14,7,44,45,25,27,4,0,0,0,0,0,0,480
2024-03-17 19:50:00,44,50,73,30,41,51,29,23,12,4,55,54,17,25,3,0,0,0,0,0,0,511
2024-03-17 20:00:00,49,51,88,23,43,44,19,18,13,7,42,43,28,30,9,0,0,0,0,0,0,507
2024-03-17 20:10:00,36,46,72,34,36,55,14,15,13,7,46,45,22,31,4,0,0,0,0,0,0,476
2024-03-17 20:20:00,26,41,53,30,36,50,22,15,11,5,32,32,20,24,4,0,0,0,0,0,0,401
2024-03-17 20:30:00,44,37,80,10,30,20,30,28,8,5,28,29,22,22,2,0,0,0,0,0,0,395
2024-03-17 20:40:00,26,41,48,23,29,46,21,16,9,4,27,29,19,22,1,0,0,0,0,0,0,361
2024-03-17 20:50:00,20,33,41,11,32,22,14,12,9,3,44,41,30,34,1,0,0,0,0,0,0,347
2024-03-17 21:00:00,19,36,35,18,37,34,17,16,6,2,44,44,33,31,3,0,0,0,0,0,0,375
2024-03-17 21:10:00,27,29,50,11,32,21,17,22,9,4,48,48,21,29,3,0,0,0,0,0,0,371
2024-03-17 21:20:00,16,31,33,13,38,27,16,17,5,5,54,54,36,41,4,0,0,0,0,0,0,390
2024-03-17 21:30:00,25,35,47,11,25,15,9,7,4,2,42,42,22,31,4,0,0,0,0,0,0,321
2024-03-17 21:40:00,22,31,37,11,33,18,11,11,9,1,33,33,21,29,1,0,0,0,0,0,0,301
2024-03-17 21:50:00,18,31,38,19,33,35,9,9,6,1,39,37,24,26,5,0,0,0,0,0,0,330
2024-03-17 22:00:00,18,26,37,15,29,26,20,25,8,5,21,20,18,16,1,0,0,0,0,0,0,285
2024-03-17 22:10:00,14,22,28,16,21,22,14,13,9,5,27,27,19,25,1,0,0,0,0,0,0,263
2024-03-17 22:20:00,19,43,32,22,36,38,13,18,8,3,31,31,23,26,0,0,0,0,0,0,0,343
2024-03-17 22:30:00,19,29,36,17,24,28,9,9,5,0,21,21,21,23,1,0,0,0,0,0,0,263
2024-03-17 22:40:00,12,23,23,12,21,19,8,9,6,2,23,23,14,18,2,0,0,0,0,0,0,215
2024-03-17 22:50:00,8,19,16,7,16,12,9,8,4,0,25,26,19,24,0,0,0,0,0,0,0,193
2024-03-17 23:00:00,11,13,15,9,9,12,4,4,4,1,21,21,15,18,0,0,0,0,0,0,0,157
2024-03-17 23:10:00,12,20,28,9,19,13,6,7,7,0,25,24,22,18,1,0,0,0,0,0,0,211
2024-03-17 23:20:00,9,17,17,6,14,10,8,10,2,1,24,23,17,17,2,0,0,0,0,0,0,177
2024-03-17 23:30:00,11,13,23,5,10,10,7,4,4,1,15,15,12,14,0,0,0,0,0,0,0,144
2024-03-17 23:40:00,11,16,21,4,9,4,6,5,1,1,8,8,13,7,1,0,0,0,0,0,0,115
2024-03-17 23:50:00,4,11,8,4,5,8,6,6,5,2,11,11,7,9,1,0,0,0,0,0,0,98
2024-03-18 00:00:00,6,11,14,4,8,5,2,2,3,0,10,11,9,11,1,0,0,0,0,0,0,97
2024-03-18 00:10:00,4,13,8,5,8,10,2,2,3,1,10,10,9,13,1,0,0,0,0,0,0,99
2024-03-18 00:20:00,8,8,17,2,5,4,4,3,2,1,5,5,6,6,0,0,0,0,0,0,0,76
2024-03-18 00:30:00,4,9,9,3,5,3,4,3,2,0,12,11,8,11,0,0,0,0,0,0,0,84
2024-03-18 00:40:00,2,5,4,3,3,4,0,0,0,0,7,7,6,9,0,0,0,0,0,0,0,50
2024-03-18 00:50:00,5,12,11,4,8,9,10,8,4,6,3,3,3,4,0,0,0,0,0,0,0,90
2024-03-18 01:00:00,6,8,4,4,6,4,1,3,4,0,7,7,7,8,1,0,0,0,0,0,0,70
2024-03-18 01:10:00,2,3,4,1,3,1,1,1,0,0,6,6,6,7,0,0,0,0,0,0,0,41
2024-03-18 01:20:00,1,4,2,0,1,0,1,1,0,0,7,7,5,8,0,0,0,0,0,0,0,37
2024-03-18 01:30:00,3,5,5,2,1,2,1,1,0,0,2,2,2,2,0,0,0,0,0,0,0,28
2024-03-18 01:40:00,2,4,4,1,3,2,3,4,3,1,1,1,2,1,0,0,0,0,0,0,0,32
2024-03-18 01:50:00,1,7,2,3,2,6,1,1,1,0,5,5,5,5,0,0,0,0,0,0,0,44
2024-03-18 02:00:00,1,6,2,1,2,2,5,5,1,0,4,4,3,2,2,0,0,0,0,0,0,40
2024-03-18 02:10:00,4,10,10,3,1,5,0,0,1,0,2,2,2,3,0,0,0,0,0,0,0,43
2024-03-18 02:20:00,2,4,4,2,2,2,2,2,3,1,2,2,2,2,0,0,0,0,0,0,0,32
2024-03-18 02:30:00,1,1,2,1,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,13
2024-03-18 02:40:00,2,3,4,1,2,2,0,1,1,2,2,2,2,2,0,0,0,0,0,0,0,26
2024-03-18 02:50:00,3,5,6,2,3,2,1,1,0,0,5,5,5,5,0,0,0,0,0,0,0,43
2024-03-18 03:00:00,5,6,10,1,0,3,1,1,0,0,6,6,5,5,0,0,0,0,0,0,0,49
2024-03-18 03:10:00,1,5,2,1,1,2,1,1,0,0,4,4,4,5,0,0,0,0,0,0,0,31
2024-03-18 03:20:00,3,3,6,1,0,1,1,1,1,0,2,2,2,2,0,0,0,0,0,0,0,25
2024-03-18 03:30:00,4,5,8,1,3,2,1,1,0,0,6,6,6,6,0,0,0,0,0,0,0,49
2024-03-18 03:40:00,6,11,12,3,3,6,2,2,1,0,2,2,2,2,0,0,0,0,0,0,0,54
2024-03-18 03:50:00,4,5,8,1,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,25
2024-03-18 04:00:00,2,4,4,2,3,2,3,3,4,1,3,3,3,3,0,0,0,0,0,0,0,40
2024-03-18 04:10:00,3,8,8,4,5,9,1,1,3,0,3,3,3,3,0,0,0,0,0,0,0,54
2024-03-18 04:20:00,10,12,19,2,5,5,1,1,4,3,2,2,2,4,0,0,0,0,0,0,0,72
2024-03-18 04:30:00,10,13,20,7,4,11,2,2,7,2,6,6,9,7,0,0,0,0,0,0,0,106
2024-03-18 04:40:00,9,11,18,2,2,4,1,1,1,0,3,3,4,3,0,0,0,0,0,0,0,62
2024-03-18 04:50:00,23,28,45,3,3,10,3,3,5,2,5,4,4,5,0,0,0,0,0,0,0,143
2024-03-18 05:00:00,30,25,52,2,2,6,0,0,7,8,5,4,4,4,0,0,0,0,0,0,0,149
2024-03-18 05:10:00,25,36,47,19,9,23,7,9,12,7,8,8,13,7,0,0,0,0,0,0,0,230
2024-03-18 05:20:00,36,40,72,13,12,25,9,10,17,13,9,8,7,8,0,0,0,0,0,0,0,279
2024-03-18 05:30:00,57,47,98,14,16,26,4,5,12,12,14,15,6,11,2,0,0,0,0,0,0,339
2024-03-18 05:40:00,46,45,77,15,10,25,9,9,18,15,13,13,12,14,1,0,0,0,0,0,0,322
2024-03-18 05:50:00,48,41,83,16,16,31,31,18,18,25,26,25,16,25,3,0,0,0,0,0,0,422
2024-03-18 06:00:00,53,44,86,24,28,34,22,16,18,13,30,30,22,27,1,0,0,0,0,0,0,448
2024-03-18 06:10:00,43,38,87,18,28,28,15,15,19,17,30,32,20,26,1,0,0,0,0,0,0,417
2024-03-18 06:20:00,93,72,140,14,15,26,21,18,19,18,21,19,10,13,4,0,0,0,0,0,0,503
2024-03-18 06:30:00,91,48,130,26,57,49,18,11,29,12,50,47,22,30,5,0,0,0,0,0,0,625
2024-03-18 06:40:00,95,59,132,29,68,64,27,10,30,14,35,36,10,15,4,0,0,0,0,0,0,628
2024-03-18 06:50:00,89,61,141,32,74,61,35,18,27,11,55,54,11,17,10,0,0,0,0,0,0,696
2024-03-18 07:00:00,97,53,137,33,70,53,42,32,34,14,54,52,16,19,5,0,0,0,0,0,0,711
2024-03-18 07:10:00,113,41,146,50,71,78,45,24,40,15,45,46,19,25,2,0,0,0,0,0,0,760
2024-03-18 07:20:00,106,42,143,52,70,71,33,21,40,15,54,57,14,24,6,0,0,0,0,0,0,748
2024-03-18 07:30:00,115,31,132,66,82,100,49,23,38,17,84,55,15,29,4,0,0,0,0,0,0,840
2024-03-18 07:40:00,121,38,154,50,89,85,45,22,44,15,71,71,13,22,7,0,0,0,0,0,0,847
2024-03-18 07:50:00,131,19,169,54,78,67,48,33,45,15,63,64,21,27,3,0,0,0,0,0,0,837
2024-03-18 08:00:00,137,40,171,58,95,87,49,23,43,20,69,67,17,27,5,0,0,0,0,0,0,908
2024-03-18 08:10:00,100,41,144,49,77,83,44,23,39,15,62,60,9,18,7,0,0,0,0,0,0,771
2024-03-18 08:20:00,129,38,167,53,85,81,58,20,40,14,68,66,13,21,5,0,0,0,0,0,0,858
2024-03-18 08:30:00,95,27,127,39,75,69,68,16,40,10,75,79,19,33,5,0,0,0,0,0,0,777
2024-03-18 08:40:00,79,27,107,35,66,63,39,22,27,14,39,36,21,27,0,0,0,0,0,0,0,602
2024-03-18 08:50:00,88,41,141,53,68,76,42,20,23,12,47,47,20,32,0,0,0,0,0,0,0,710
2024-03-18 09:00:00,73,42,119,42,77,72,43,22,27,12,54,57,21,30,4,0,0,0,0,0,0,695
2024-03-18 09:10:00,67,35,117,41,82,68,41,26,21,12,63,62,19,25,4,0,0,0,0,0,0,683
2024-03-18 09:20:00,84,47,133,47,63,76,25,23,18,9,44,41,22,28,1,0,0,0,0,0,0,661
2024-03-18 09:30:00,89,54,123,38,54,64,23,19,17,7,44,43,16,27,1,0,0,0,0,0,0,619
2024-03-18 09:40:00,62,41,101,31,56,48,27,20,20,8,62,62,26,39,1,0,0,0,0,0,0,604
2024-03-18 09:50:00,84,41,127,41,78,73,38,24,16,10,60,61,20,35,6,0,0,0,0,0,0,714
2024-03-18 10:00:00,64,37,109,37,53,74,34,18,25,12,55,53,22,28,2,0,0,0,0,0,0,623
2024-03-18 10:10:00,57,40,98,37,61,76,24,19,16,13,63,65,15,27,3,0,0,0,0,0,0,614
2024-03-18 10:20:00,52,35,102,38,57,68,31,23,18,9,63,60,17,35,2,0,0,0,0,0,0,610
2024-03-18 10:30:00,66,21,116,36,88,65,31,18,15,10,72,75,28,44,6,0,0,0,0,0,0,691
2024-03-18 10:40:00,59,35,111,38,68,64,26,16,24,8,71,72,18,37,2,0,0,0,0,0,0,649
2024-03-18 10:50:00,71,40,123,46,76,74,38,21,15,7,62,59,15,28,4,0,0,0,0,0,0,679
2024-03-18 11:00:00,64,37,117,38,59,76,29,20,21,14,72,69,28,40,3,0,0,0,0,0,0,687
2024-03-18 11:10:00,61,30,105,38,60,74,35,23,23,10,72,72,29,34,6,0,0,0,0,0,0,672
2024-03-18 11:20:00,48,31,95,42,60,73,34,27,15,8,63,64,19,39,2,0,0,0,0,0,0,620
2024-03-18 11:30:00,67,42,118,36,54,71,28,19,24,13,73,70,10,28,7,0,0,0,0,0,0,660
2024-03-18 11:40:00,62,63,112,36,52,69,43,22,15,12,65,65,20,26,5,0,0,0,0,0,0,667
2024-03-18 11:50:00,56,30,104,51,76,83,39,29,15,9,78,78,24,17,10,0,0,0,0,0,0,699
2024-03-18 12:00:00,48,35,101,48,83,73,31,11,15,11,78,77,21,26,6,0,0,0,0,0,0,664
2024-03-18 12:10:00,57,47,107,42,90,73,39,18,16,10,81,82,22,36,6,0,0,0,0,0,0,726
2024-03-18 12:20:00,47,26,90,30,79,55,33,17,27,13,83,82,17,34,8,0,0,0,0,0,0,641
2024-03-18 12:30:00,47,35,98,32,60,62,51,28,19,13,85,87,15,30,8,0,0,0,0,0,0,670
2024-03-18 12:40:00,60,28,106,36,55,67,46,26,19,9,84,82,20,23,8,0,0,0,0,0,0,669
2024-03-18 12:50:00,66,44,122,35,70,77,40,16,18,20,80,82,29,35,7,0,0,0,0,0,0,741
2024-03-18 13:00:00,58,33,109,31,65,58,40,16,17,11,79,78,21,32,6,0,0,0,0,0,0,654
2024-03-18 13:10:00,57,32,98,30,63,50,25,15,22,10,111,110,27,41,14,0,0,0,0,0,0,705
2024-03-18 13:20:00,55,34,101,35,81,59,36,14,12,10,88,91,15,27,11,0,0,0,0,0,0,669
2024-03-18 13:30:00,64,30,112,49,68,81,32,21,15,10,75,73,23,33,3,0,0,0,0,0,0,689
2024-03-18 13:40:00,59,40,102,28,107,57,39,23,15,7,75,79,16,26,7,0,0,0,0,0,0,680
2024-03-18 13:50:00,55,35,93,44,69,82,39,16,15,11,78,75,14,24,5,0,0,0,0,0,0,655
2024-03-18 14:00:00,49,33,85,37,66,72,27,19,11,5,100,101,21,28,17,0,0,0,0,0,0,671
2024-03-18 14:10:00,58,37,100,51,83,94,43,23,17,11,106,106,20,31,6,0,0,0,0,0,0,786
2024-03-18 14:20:00,68,26,101,56,81,86,33,12,18,11,97,98,22,34,11,0,0,0,0,0,0,754
2024-03-18 14:30:00,66,26,109,47,104,84,44,20,13,7,89,91,20,31,9,0,0,0,0,0,0,760
2024-03-18 14:40:00,63,47,109,55,113,95,44,21,17,10,103,102,21,34,7,0,0,0,0,0,0,841
2024-03-18 14:50:00,66,31,117,47,129,74,37,23,20,11,115,116,23,36,11,0,0,0,0,0,0,856
2024-03-18 15:00:00,46,29,95,46,125,82,41,18,18,10,127,126,18,34,19,0,0,0,0,0,0,834
2024-03-18 15:10:00,75,32,114,59,147,103,58,30,18,11,121,122,16,36,12,0,0,0,0,0,0,954
2024-03-18 15:20:00,68,30,110,53,130,71,50,24,19,10,116,113,16,33,13,0,0,0,0,0,0,856
2024-03-18 15:30:00,59,44,108,50,147,85,40,20,13,8,141,143,12,16,17,0,0,0,0,0,0,903
2024-03-18 15:40:00,76,28,133,55,107,72,63,16,17,5,131,132,18,20,13,0,0,0,0,0,0,886
2024-03-18 15:50:00,75,24,110,56,95,75,49,20,21,11,146,144,14,28,11,0,0,0,0,0,0,879
2024-03-18 16:00:00,70,26,127,56,95,88,39,12,16,14,142,140,15,22,10,0,0,0,0,0,0,872
2024-03-18 16:10:00,63,14,121,61,150,77,44,9,9,7,148,150,4,11,21,0,0,0,0,0,0,889
2024-03-18 16:20:00,75,26,111,60,155,87,65,26,22,7,137,135,13,22,11,0,0,0,0,0,0,952
2024-03-18 16:30:00,65,34,114,58,186,94,66,20,16,7,150,149,19,14,19,0,0,0,0,0,0,1011
2024-03-18 16:40:00,79,26,121,43,216,69,53,17,26,9,147,148,14,20,14,0,0,0,0,0,0,1002
2024-03-18 16:50:00,85,31,125,75,168,98,42,17,15,9,122,120,22,33,10,0,0,0,0,0,0,972
2024-03-18 17:00:00,66,24,112,53,163,79,57,21,23,9,134,134,18,14,16,0,0,0,0,0,0,923
2024-03-18 17:10:00,93,4,135,68,176,70,58,20,17,11,150,150,7,12,11,0,0,0,0,0,0,982
2024-03-18 17:20:00,66,32,104,47,171,72,43,23,17,8,144,149,9,4,19,0,0,0,0,0,0,908
2024-03-18 17:30:00,70,20,118,61,155,87,60,10,14,7,139,141,6,12,13,0,0,0,0,0,0,913
2024-03-18 17:40:00,43,29,76,53,154,85,57,22,19,10,137,134,18,14,15,0,0,0,0,0,0,866
2024-03-18 17:50:00,74,33,123,49,113,79,39,13,11,6,132,225,13,22,16,0,0,0,0,0,0,948
2024-03-18 18:00:00,52,16,87,57,112,75,43,20,23,12,119,121,18,19,13,0,0,0,0,0,0,787
2024-03-18 18:10:00,52,28,93,36,122,55,37,16,13,5,136,136,15,17,26,0,0,0,0,0,0,787
2024-03-18 18:20:00,42,25,94,35,101,64,48,24,19,9,116,115,19,26,23,0,0,0,0,0,0,760
2024-03-18 18:30:00,47,46,87,35,117,64,40,18,19,12,120,118,19,24,21,0,0,0,0,0,0,787
2024-03-18 18:40:00,38,49,72,31,106,55,38,19,14,6,119,124,17,31,8,0,0,0,0,0,0,727
2024-03-18 18:50:00,45,49,87,43,46,82,36,18,12,11,83,84,20,30,12,0,0,0,0,0,0,658
2024-03-18 19:00:00,35,42,62,33,33,46,38,22,10,6,71,70,32,33,8,0,0,0,0,0,0,541
2024-03-18 19:10:00,30,44,60,35,54,58,23,15,11,7,95,95,28,40,14,0,0,0,0,0,0,609
2024-03-18 19:20:00,41,42,74,27,41,45,22,20,11,5,71,73,20,36,12,0,0,0,0,0,0,540
2024-03-18 19:30:00,48,47,87,27,39,51,29,28,11,9,64,60,24,40,4,0,0,0,0,0,0,568
2024-03-18 19:40:00,68,44,102,30,51,54,38,26,19,21,67,67,29,33,7,0,0,0,0,0,0,656
2024-03-18 19:50:00,59,58,106,23,40,43,16,14,10,11,55,56,29,38,5,0,0,0,0,0,0,563
2024-03-18 20:00:00,29,37,48,25,29,46,28,27,24,25,48,47,18,27,7,0,0,0,0,0,0,465
2024-03-18 20:10:00,31,48,61,28,37,45,21,23,10,7,52,51,20,24,8,0,0,0,0,0,0,466
2024-03-18 20:20:00,24,39,48,16,32,28,13,14,12,9,44,46,31,30,5,0,0,0,0,0,0,391
2024-03-18 20:30:00,19,38,41,14,29,24,11,12,8,4,53,52,27,34,10,0,0,0,0,0,0,376
2024-03-18 20:40:00,14,39,29,18,25,27,18,22,9,3,44,45,26,36,3,0,0,0,0,0,0,358
2024-03-18 20:50:00,18,31,34,14,25,29,15,15,6,7,39,38,33,29,2,0,0,0,0,0,0,335
2024-03-18 21:00:00,14,20,30,12,27,22,12,12,7,2,45,45,26,29,5,0,0,0,0,0,0,308
2024-03-18 21:10:00,22,32,36,17,25,28,17,12,8,5,39,40,24,35,2,0,0,0,0,0,0,342
2024-03-18 21:20:00,14,32,28,13,31,22,15,19,8,0,58,58,25,36,4,0,0,0,0,0,0,363
2024-03-18 21:30:00,22,31,43,20,28,37,20,17,12,7,43,43,27,33,4,0,0,0,0,0,0,387
2024-03-18 21:40:00,14,38,28,11,21,22,17,21,6,1,40,40,20,26,8,0,0,0,0,0,0,313
2024-03-18 21:50:00,14,22,26,5,25,11,14,14,4,1,34,34,27,26,3,0,0,0,0,0,0,260
2024-03-18 22:00:00,10,20,23,7,31,11,8,10,2,0,43,43,22,25,4,0,0,0,0,0,0,259
2024-03-18 22:10:00,20,33,36,14,35,18,18,18,7,2,30,30,22,26,3,0,0,0,0,0,0,312
2024-03-18 22:20:00,12,28,26,10,26,14,11,11,6,2,32,33,29,34,0,0,0,0,0,0,0,274
2024-03-18 22:30:00,9,21,18,5,20,10,11,12,4,2,26,25,12,17,3,0,0,0,0,0,0,195
2024-03-18 22:40:00,10,26,23,10,22,16,7,7,6,5,25,25,22,19,2,0,0,0,0,0,0,225
2024-03-18 22:50:00,12,38,19,20,27,32,7,9,9,1,24,24,20,20,2,0,0,0,0,0,0,264
2024-03-18 23:00:00,11,19,22,11,15,18,9,10,5,2,16,16,13,16,0,0,0,0,0,0,0,183
2024-03-18 23:10:00,10,21,22,7,13,14,7,7,8,1,17,17,16,15,0,0,0,0,0,0,0,175
2024-03-18 23:20:00,9,16,22,8,7,14,6,5,3,0,14,14,16,13,0,0,0,0,0,0,0,147
2024-03-18 23:30:00,3,14,7,9,16,15,9,9,4,2,15,15,14,14,0,0,0,0,0,0,0,146
2024-03-18 23:40:00,10,16,21,6,6,8,2,2,1,0,11,11,11,9,0,0,0,0,0,0,0,114
2024-03-18 23:50:00,1,9,3,5,9,6,7,8,2,2,12,12,10,16,3,0,0,0,0,0,0,105
2024-03-19 00:00:00,8,11,15,9,6,7,7,9,4,0,7,7,4,5,0,0,0,0,0,0,0,99
2024-03-19 00:10:00,2,3,4,1,5,2,0,0,1,0,12,12,10,11,0,0,0,0,0,0,0,63
2024-03-19 00:20:00,6,9,11,6,4,6,3,3,3,0,5,5,4,4,0,0,0,0,0,0,0,69
2024-03-19 00:30:00,4,6,4,1,6,4,7,6,4,0,10,10,8,13,0,0,0,0,0,0,0,83
2024-03-19 00:40:00,0,1,0,1,4,0,2,3,1,0,6,7,6,7,0,0,0,0,0,0,0,38
2024-03-19 00:50:00,2,4,4,5,2,4,2,2,6,0,3,3,3,3,0,0,0,0,0,0,0,43
2024-03-19 01:00:00,2,2,3,1,3,2,3,4,2,0,2,3,3,3,0,0,0,0,0,0,0,33
2024-03-19 01:10:00,7,9,14,4,4,6,0,0,2,0,6,4,3,3,0,0,0,0,0,0,0,62
2024-03-19 01:20:00,3,9,7,4,7,6,3,3,4,0,10,10,9,8,1,0,0,0,0,0,0,84
2024-03-19 01:30:00,3,7,6,1,4,2,1,1,0,0,4,4,4,6,0,0,0,0,0,0,0,43
2024-03-19 01:40:00,0,1,0,1,3,2,1,2,1,0,3,3,3,3,1,0,0,0,0,0,0,24
2024-03-19 01:50:00,1,2,2,0,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,0,23
2024-03-19 02:00:00,3,3,6,1,3,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,24
2024-03-19 02:10:00,1,3,2,1,4,2,2,2,3,1,3,3,4,3,0,0,0,0,0,0,0,34
