datetime,D23Z,V24Z,D81Z,D82Z,D83Z,V84Z,Total
2024-03-18 23:40:00,6,5,1,1,2,1,16
2024-03-18 23:50:00,2,1,1,4,4,5,17
2024-03-19 00:00:00,7,6,2,4,3,4,26
2024-03-19 00:10:00,6,5,3,5,6,4,29
2024-03-19 00:20:00,4,3,1,7,9,8,32
2024-03-19 00:30:00,3,3,0,4,4,3,17
2024-03-19 00:40:00,1,1,1,2,2,4,11
2024-03-19 00:50:00,1,1,1,2,2,3,10
2024-03-19 01:00:00,1,1,0,0,0,0,2
2024-03-19 01:10:00,1,1,0,2,2,3,9
2024-03-19 01:20:00,4,5,0,3,0,0,12
2024-03-19 01:30:00,3,3,0,4,4,6,20
2024-03-19 01:40:00,0,0,0,2,2,2,6
2024-03-19 01:50:00,1,1,1,4,3,2,12
2024-03-19 02:00:00,1,1,1,1,1,3,8
2024-03-19 02:10:00,0,0,0,1,1,1,3
2024-03-19 02:20:00,3,4,1,2,2,1,13
2024-03-19 02:30:00,1,1,0,0,0,0,2
2024-03-19 02:40:00,2,2,6,1,1,2,14
2024-03-19 02:50:00,2,0,2,4,4,5,17
2024-03-19 03:00:00,2,2,2,2,1,2,11
2024-03-19 03:10:00,2,3,5,2,2,3,17
2024-03-19 03:20:00,0,0,0,0,0,0,0
2024-03-19 03:30:00,1,1,2,2,3,2,11
2024-03-19 03:40:00,5,5,3,3,4,3,23
2024-03-19 03:50:00,1,1,1,4,4,3,14
2024-03-19 04:00:00,2,2,0,0,0,0,4
2024-03-19 04:10:00,4,2,0,3,3,6,18
2024-03-19 04:20:00,1,3,0,1,1,1,7
2024-03-19 04:30:00,3,4,1,3,3,3,17
2024-03-19 04:40:00,2,1,3,8,7,10,31
2024-03-19 04:50:00,2,2,3,5,4,5,21
2024-03-19 05:00:00,1,0,5,8,8,7,29
2024-03-19 05:10:00,4,2,9,11,11,7,44
2024-03-19 05:20:00,7,7,3,5,5,6,33
2024-03-19 05:30:00,7,4,7,14,14,15,61
2024-03-19 05:40:00,14,14,16,18,21,20,103
2024-03-19 05:50:00,11,9,16,30,26,23,115
2024-03-19 06:00:00,18,19,9,18,16,11,91
2024-03-19 06:10:00,12,8,24,30,30,16,120
2024-03-19 06:20:00,22,17,12,30,29,24,134
2024-03-19 06:30:00,21,14,17,38,35,28,153
2024-03-19 06:40:00,17,15,15,33,31,17,128
2024-03-19 06:50:00,28,20,16,36,36,21,157
2024-03-19 07:00:00,31,19,20,39,38,25,172
2024-03-19 07:10:00,33,16,18,42,43,27,179
2024-03-19 07:20:00,43,27,34,58,57,39,258
2024-03-19 07:30:00,34,23,44,58,58,35,252
2024-03-19 07:40:00,41,24,31,63,64,29,252
2024-03-19 07:50:00,43,21,55,71,66,23,279
2024-03-19 08:00:00,35,20,52,64,65,25,261
2024-03-19 08:10:00,25,17,42,68,64,25,241
2024-03-19 08:20:00,33,24,45,56,56,37,251
2024-03-19 08:30:00,42,19,36,57,58,34,246
2024-03-19 08:40:00,40,24,23,62,58,36,243
2024-03-19 08:50:00,37,25,23,54,54,31,224
2024-03-19 09:00:00,26,19,25,59,61,34,224
2024-03-19 09:10:00,31,19,31,45,47,29,202
2024-03-19 09:20:00,32,19,22,50,49,31,203
2024-03-19 09:30:00,34,20,30,37,38,23,182
2024-03-19 09:40:00,35,24,24,41,36,21,181
2024-03-19 09:50:00,41,26,33,38,38,34,210
2024-03-19 10:00:00,31,25,23,36,39,23,177
2024-03-19 10:10:00,54,21,28,45,41,25,214
2024-03-19 10:20:00,41,33,20,44,38,27,203
2024-03-19 10:30:00,28,15,13,37,39,19,151
2024-03-19 10:40:00,49,24,13,59,57,30,232
2024-03-19 10:50:00,45,21,15,40,40,21,182
2024-03-19 11:00:00,32,16,20,53,49,29,199
2024-03-19 11:10:00,28,22,24,44,45,30,193
2024-03-19 11:20:00,34,27,37,50,49,30,227
2024-03-19 11:30:00,37,22,25,26,26,14,150
2024-03-19 11:40:00,43,25,22,37,33,24,184
2024-03-19 11:50:00,37,27,39,48,50,28,229
2024-03-19 12:00:00,31,24,29,39,42,27,192
2024-03-19 12:10:00,30,20,28,45,42,25,190
2024-03-19 12:20:00,41,28,33,41,38,29,210
2024-03-19 12:30:00,32,22,28,39,40,22,183
2024-03-19 12:40:00,42,24,61,45,45,24,241
2024-03-19 12:50:00,34,28,21,42,40,26,191
2024-03-19 13:00:00,48,27,19,49,46,27,216
2024-03-19 13:10:00,47,23,22,34,33,27,186
2024-03-19 13:20:00,42,37,37,42,43,31,232
2024-03-19 13:30:00,49,28,22,25,24,21,169
2024-03-19 13:40:00,48,34,75,43,41,32,273
2024-03-19 13:50:00,35,20,122,40,41,26,284
2024-03-19 14:00:00,42,20,170,50,49,33,364
2024-03-19 14:10:00,35,25,90,33,36,28,247
2024-03-19 14:20:00,45,29,230,39,35,27,405
2024-03-19 14:30:00,45,27,30,48,48,22,220
2024-03-19 14:40:00,53,23,26,51,49,27,229
2024-03-19 14:50:00,56,29,39,56,52,29,261
2024-03-19 15:00:00,48,23,20,47,48,31,217
2024-03-19 15:10:00,57,31,36,32,37,26,219
2024-03-19 15:20:00,55,34,70,58,55,39,311
2024-03-19 15:30:00,66,28,41,37,33,24,229
2024-03-19 15:40:00,46,28,112,39,41,29,295
2024-03-19 15:50:00,50,21,315,54,49,32,521
2024-03-19 16:00:00,67,16,264,42,44,29,462
2024-03-19 16:10:00,48,26,62,58,51,27,272
2024-03-19 16:20:00,61,35,91,58,54,29,328
2024-03-19 16:30:00,59,32,63,37,40,33,264
2024-03-19 16:40:00,76,22,78,47,49,27,299
2024-03-19 16:50:00,60,17,43,64,58,20,262
2024-03-19 17:00:00,48,27,28,49,51,30,233
2024-03-19 17:10:00,40,26,12,44,43,30,195
2024-03-19 17:20:00,52,23,30,52,51,18,226
2024-03-19 17:30:00,56,27,54,39,41,25,242
2024-03-19 17:40:00,49,32,103,43,38,31,296
2024-03-19 17:50:00,59,30,87,52,53,29,310
2024-03-19 18:00:00,62,33,56,58,57,33,299
2024-03-19 18:10:00,54,34,39,43,43,25,238
2024-03-19 18:20:00,53,29,33,39,34,20,208
2024-03-19 18:30:00,47,22,23,36,37,33,198
2024-03-19 18:40:00,45,33,25,36,38,20,197
2024-03-19 18:50:00,43,30,13,40,38,21,185
2024-03-19 19:00:00,46,25,11,24,24,20,150
2024-03-19 19:10:00,44,18,21,31,32,23,169
2024-03-19 19:20:00,38,26,8,33,31,22,158
2024-03-19 19:30:00,43,27,16,26,25,21,158
2024-03-19 19:40:00,36,22,20,30,30,27,165
2024-03-19 19:50:00,35,24,32,35,30,26,182
2024-03-19 20:00:00,26,14,13,25,26,20,124
2024-03-19 20:10:00,26,15,18,32,34,16,141
2024-03-19 20:20:00,28,19,26,22,25,26,146
2024-03-19 20:30:00,21,15,30,30,27,28,151
2024-03-19 20:40:00,22,17,10,15,14,12,90
2024-03-19 20:50:00,16,11,8,25,28,16,104
2024-03-19 21:00:00,13,11,5,23,22,15,89
2024-03-19 21:10:00,15,10,5,19,20,16,85
2024-03-19 21:20:00,23,14,7,25,22,14,105
2024-03-19 21:30:00,21,20,2,16,17,14,90
2024-03-19 21:40:00,20,17,5,17,15,15,89
2024-03-19 21:50:00,15,14,8,11,12,9,69
2024-03-19 22:00:00,17,11,7,16,14,9,74
2024-03-19 22:10:00,24,15,10,10,10,12,81
2024-03-19 22:20:00,10,8,7,10,10,9,54
2024-03-19 22:30:00,11,9,1,13,12,12,58
2024-03-19 22:40:00,12,9,5,7,7,7,47
2024-03-19 22:50:00,12,11,3,9,9,7,51
2024-03-19 23:00:00,11,9,5,3,4,4,36
2024-03-19 23:10:00,14,11,6,17,16,13,77
2024-03-19 23:20:00,9,7,0,7,9,9,41
2024-03-19 23:30:00,8,7,3,6,7,7,38
2024-03-19 23:40:00,9,7,8,7,7,4,42
2024-03-19 23:50:00,5,4,2,7,6,3,27
2024-03-20 00:00:00,4,4,1,4,3,3,19
2024-03-20 00:10:00,5,5,2,2,2,2,18
2024-03-20 00:20:00,3,2,2,2,3,4,16
2024-03-20 00:30:00,4,4,1,2,2,2,15
2024-03-20 00:40:00,4,3,0,4,4,6,21
2024-03-20 00:50:00,2,1,0,3,4,3,13
2024-03-20 01:00:00,3,3,2,7,6,6,27
2024-03-20 01:10:00,1,1,7,3,3,3,18
2024-03-20 01:20:00,3,3,4,6,3,3,22
2024-03-20 01:30:00,4,5,0,4,2,2,17
2024-03-20 01:40:00,3,2,6,4,4,4,23
2024-03-20 01:50:00,2,1,25,4,4,4,40
2024-03-20 02:00:00,0,0,4,2,2,4,12
2024-03-20 02:10:00,0,0,1,3,3,2,9
2024-03-20 02:20:00,2,2,7,2,0,0,13
2024-03-20 02:30:00,1,1,15,1,1,0,19
2024-03-20 02:40:00,0,0,6,1,1,1,9
2024-03-20 02:50:00,1,1,15,1,1,1,20
2024-03-20 03:00:00,2,1,39,2,1,3,48
2024-03-20 03:10:00,3,3,9,3,3,3,24
2024-03-20 03:20:00,2,2,21,4,2,2,33
2024-03-20 03:30:00,1,0,40,1,2,2,46
2024-03-20 03:40:00,0,0,14,2,2,2,20
2024-03-20 03:50:00,0,0,33,2,0,0,35
2024-03-20 04:00:00,1,1,0,1,1,1,5
2024-03-20 04:10:00,2,2,1,2,1,2,10
2024-03-20 04:20:00,3,5,0,3,2,2,15
2024-03-20 04:30:00,2,2,0,3,3,3,13
2024-03-20 04:40:00,2,0,0,4,4,5,15
2024-03-20 04:50:00,2,1,8,9,10,7,37
2024-03-20 05:00:00,2,0,10,5,5,6,28
2024-03-20 05:10:00,3,3,6,14,13,8,47
2024-03-20 05:20:00,12,6,3,9,8,6,44
2024-03-20 05:30:00,9,8,5,11,11,13,57
2024-03-20 05:40:00,8,6,12,19,19,14,78
2024-03-20 05:50:00,13,8,16,24,24,15,100
2024-03-20 06:00:00,15,12,12,20,18,16,93
2024-03-20 06:10:00,20,12,23,24,23,17,119
2024-03-20 06:20:00,22,13,17,38,38,20,148
2024-03-20 06:30:00,19,11,7,25,26,16,104
2024-03-20 06:40:00,18,13,11,29,28,15,114
2024-03-20 06:50:00,24,19,13,34,32,19,141
2024-03-20 07:00:00,33,18,14,38,36,21,160
2024-03-20 07:10:00,33,21,33,43,46,22,198
2024-03-20 07:20:00,43,27,41,49,47,32,239
2024-03-20 07:30:00,31,19,52,59,57,39,257
2024-03-20 07:40:00,46,24,59,54,53,25,261
2024-03-20 07:50:00,38,18,65,74,74,32,301
2024-03-20 08:00:00,41,16,79,75,73,31,315
2024-03-20 08:10:00,43,20,135,61,64,25,348
2024-03-20 08:20:00,40,25,31,71,63,33,263
2024-03-20 08:30:00,36,24,21,47,48,32,208
2024-03-20 08:40:00,40,24,33,65,59,26,247
2024-03-20 08:50:00,49,34,44,61,62,36,286
2024-03-20 09:00:00,50,32,23,44,42,35,226
2024-03-20 09:10:00,29,22,16,39,38,27,171
2024-03-20 09:20:00,30,15,23,44,47,21,180
2024-03-20 09:30:00,39,25,30,41,39,26,200
2024-03-20 09:40:00,36,33,32,44,47,25,217
2024-03-20 09:50:00,44,29,43,57,53,23,249
2024-03-20 10:00:00,40,32,32,43,40,21,208
2024-03-20 10:10:00,30,30,39,36,35,27,197
2024-03-20 10:20:00,33,24,23,36,35,23,174
2024-03-20 10:30:00,40,25,35,38,36,18,192
2024-03-20 10:40:00,29,28,43,33,33,22,188
2024-03-20 10:50:00,41,32,39,40,41,23,216
2024-03-20 11:00:00,45,31,18,42,39,29,204
2024-03-20 11:10:00,48,33,21,41,36,25,204
2024-03-20 11:20:00,43,23,17,39,34,25,181
2024-03-20 11:30:00,37,20,91,45,45,27,265
2024-03-20 11:40:00,36,25,102,37,32,30,262
2024-03-20 11:50:00,27,19,67,43,41,32,229
2024-03-20 12:00:00,46,24,502,38,35,28,673
2024-03-20 12:10:00,42,27,416,31,30,28,574
2024-03-20 12:20:00,28,21,336,38,42,27,492
2024-03-20 12:30:00,32,31,166,52,51,25,357
2024-03-20 12:40:00,30,20,468,41,49,8,616
2024-03-20 12:50:00,45,31,2255,43,40,13,2427
2024-03-20 13:00:00,42,21,243,52,49,0,407
2024-03-20 13:10:00,42,34,19,57,39,30,221
2024-03-20 13:20:00,37,20,18,43,72,32,222
2024-03-20 13:30:00,25,15,15,47,47,25,174
2024-03-20 13:40:00,41,26,33,51,50,29,230
2024-03-20 13:50:00,38,29,1418,49,48,34,1616
2024-03-20 14:00:00,36,27,2305,42,42,23,2475
2024-03-20 14:10:00,46,28,888,47,50,29,1088
2024-03-20 14:20:00,43,24,380,44,45,28,564
2024-03-20 14:30:00,46,25,1882,58,54,25,2090
2024-03-20 14:40:00,55,30,736,49,49,32,951
2024-03-20 14:50:00,41,22,365,52,47,28,555
2024-03-20 15:00:00,58,25,848,38,36,27,1032
2024-03-20 15:10:00,54,25,765,44,43,32,963
2024-03-20 15:20:00,79,28,38,54,51,31,281
2024-03-20 15:30:00,58,30,22,57,57,30,254
2024-03-20 15:40:00,46,30,23,52,51,35,237
2024-03-20 15:50:00,65,35,24,46,45,32,247
2024-03-20 16:00:00,52,29,546,62,61,30,780
2024-03-20 16:10:00,71,40,137,57,54,35,394
2024-03-20 16:20:00,52,32,199,55,52,34,424
2024-03-20 16:30:00,52,33,732,47,47,32,943
2024-03-20 16:40:00,53,32,1018,48,44,27,1222
2024-03-20 16:50:00,50,38,1108,51,48,37,1332
2024-03-20 17:00:00,56,32,450,51,48,25,662
2024-03-20 17:10:00,51,39,1371,45,49,28,1583
2024-03-20 17:20:00,52,26,292,56,54,36,516
2024-03-20 17:30:00,54,37,30,51,54,34,260
2024-03-20 17:40:00,59,26,21,36,34,21,197
2024-03-20 17:50:00,50,33,27,51,53,34,248
2024-03-20 18:00:00,52,36,28,65,60,32,273
2024-03-20 18:10:00,52,34,19,48,46,26,225
2024-03-20 18:20:00,52,26,19,41,41,27,206
2024-03-20 18:30:00,50,26,16,39,37,22,190
2024-03-20 18:40:00,53,27,17,33,33,17,180
2024-03-20 18:50:00,45,24,25,32,35,22,183
2024-03-20 19:00:00,31,20,11,29,37,26,154
2024-03-20 19:10:00,33,24,90,37,39,28,251
2024-03-20 19:20:00,31,22,391,21,24,19,508
2024-03-20 19:30:00,38,18,84,33,34,28,235
2024-03-20 19:40:00,29,22,302,28,26,29,436
2024-03-20 19:50:00,48,18,43,36,34,25,204
2024-03-20 20:00:00,39,24,52,24,25,21,185
2024-03-20 20:10:00,26,14,57,22,20,21,160
2024-03-20 20:20:00,25,22,7,21,21,16,112
2024-03-20 20:30:00,23,18,10,18,19,18,106
2024-03-20 20:40:00,30,22,9,22,22,19,124
2024-03-20 20:50:00,17,14,1,11,12,9,64
2024-03-20 21:00:00,18,18,2,15,16,18,87
2024-03-20 21:10:00,27,20,9,23,22,20,121
2024-03-20 21:20:00,20,16,8,17,17,18,96
2024-03-20 21:30:00,22,14,6,16,16,15,89
2024-03-20 21:40:00,30,19,17,20,20,19,125
2024-03-20 21:50:00,18,11,12,11,11,9,72
2024-03-20 22:00:00,14,20,10,13,15,15,87
2024-03-20 22:10:00,14,11,14,17,15,16,87
2024-03-20 22:20:00,20,19,12,11,11,13,86
2024-03-20 22:30:00,12,8,18,11,10,9,68
2024-03-20 22:40:00,11,6,15,14,12,12,70
2024-03-20 22:50:00,6,5,3,13,9,13,49
2024-03-20 23:00:00,8,8,6,11,11,13,57
2024-03-20 23:10:00,17,10,5,7,5,6,50
2024-03-20 23:20:00,4,5,2,7,6,5,29
2024-03-20 23:30:00,9,9,5,10,6,8,47
2024-03-20 23:40:00,5,4,5,8,8,11,41
2024-03-20 23:50:00,4,3,1,3,1,4,16
2024-03-21 00:00:00,3,6,1,3,3,2,18
2024-03-21 00:10:00,5,3,0,6,5,4,23
2024-03-21 00:20:00,5,5,2,8,5,4,29
2024-03-21 00:30:00,5,5,2,4,3,3,22
2024-03-21 00:40:00,2,2,2,3,3,3,15
2024-03-21 00:50:00,3,3,1,3,2,3,15
2024-03-21 01:00:00,7,8,1,2,2,2,22
2024-03-21 01:10:00,3,4,2,3,3,4,19
2024-03-21 01:20:00,4,3,1,5,3,3,19
2024-03-21 01:30:00,1,1,0,0,0,0,2
2024-03-21 01:40:00,5,4,0,2,1,1,13
2024-03-21 01:50:00,1,1,1,3,3,3,12
2024-03-21 02:00:00,1,1,2,2,1,2,9
2024-03-21 02:10:00,2,2,1,3,4,3,15
2024-03-21 02:20:00,2,1,0,3,2,2,10
2024-03-21 02:30:00,3,5,0,2,0,0,10
2024-03-21 02:40:00,2,1,1,3,2,2,11
2024-03-21 02:50:00,0,0,2,2,1,6,11
2024-03-21 03:00:00,0,0,2,0,0,0,2
2024-03-21 03:10:00,5,4,2,3,3,3,20
2024-03-21 03:20:00,2,2,4,1,0,0,9
2024-03-21 03:30:00,0,0,1,0,0,0,1
2024-03-21 03:40:00,0,0,5,1,1,1,8
2024-03-21 03:50:00,1,1,10,2,1,1,16
2024-03-21 04:00:00,1,1,1,2,1,1,7
2024-03-21 04:10:00,3,3,1,3,4,2,16
2024-03-21 04:20:00,3,3,0,3,2,1,12
2024-03-21 04:30:00,5,7,0,4,4,4,24
2024-03-21 04:40:00,4,0,1,7,7,6,25
2024-03-21 04:50:00,3,0,5,10,10,8,36
2024-03-21 05:00:00,2,1,0,6,7,9,25
2024-03-21 05:10:00,6,4,7,12,9,10,48
2024-03-21 05:20:00,6,7,2,10,10,8,43
2024-03-21 05:30:00,6,6,2,14,13,11,52
2024-03-21 05:40:00,8,6,8,19,19,11,71
2024-03-21 05:50:00,16,9,16,25,24,19,109
2024-03-21 06:00:00,7,7,6,15,15,11,61
2024-03-21 06:10:00,15,10,21,23,24,14,107
2024-03-21 06:20:00,18,14,20,33,33,23,141
2024-03-21 06:30:00,13,12,6,26,27,17,101
2024-03-21 06:40:00,18,16,12,32,31,23,132
2024-03-21 06:50:00,17,16,6,29,28,16,112
2024-03-21 07:00:00,28,17,10,36,40,26,157
2024-03-21 07:10:00,23,15,16,44,39,26,163
2024-03-21 07:20:00,43,25,22,50,47,29,216
2024-03-21 07:30:00,35,21,22,44,40,21,183
2024-03-21 07:40:00,49,21,45,71,71,25,282
2024-03-21 07:50:00,44,17,35,63,63,25,247
2024-03-21 08:00:00,45,20,35,58,65,31,254
2024-03-21 08:10:00,50,25,47,56,48,23,249
2024-03-21 08:20:00,42,27,32,52,48,29,230
2024-03-21 08:30:00,43,21,40,48,48,30,230
2024-03-21 08:40:00,49,26,35,54,49,30,243
2024-03-21 08:50:00,38,21,44,51,46,35,235
2024-03-21 09:00:00,30,22,17,41,43,23,176
2024-03-21 09:10:00,39,24,33,58,58,29,241
2024-03-21 09:20:00,27,23,28,57,56,31,222
2024-03-21 09:30:00,32,22,25,41,42,24,186
2024-03-21 09:40:00,36,30,19,43,39,23,190
2024-03-21 09:50:00,34,22,28,46,23,21,174
2024-03-21 10:00:00,33,26,19,35,36,25,174
2024-03-21 10:10:00,24,21,34,44,46,20,189
2024-03-21 10:20:00,26,18,28,32,32,26,162
2024-03-21 10:30:00,31,20,20,27,23,18,139
2024-03-21 10:40:00,39,21,43,46,44,22,215
2024-03-21 10:50:00,39,23,36,38,44,24,204
2024-03-21 11:00:00,52,27,26,41,35,26,207
2024-03-21 11:10:00,25,20,14,37,36,23,155
2024-03-21 11:20:00,42,25,22,37,38,36,200
2024-03-21 11:30:00,35,24,21,42,44,26,192
2024-03-21 11:40:00,36,20,14,40,36,34,180
2024-03-21 11:50:00,24,21,29,49,48,35,206
2024-03-21 12:00:00,30,21,31,41,44,28,195
2024-03-21 12:10:00,45,27,31,43,45,30,221
2024-03-21 12:20:00,32,24,26,35,37,24,178
2024-03-21 12:30:00,40,27,35,43,39,26,210
2024-03-21 12:40:00,32,18,26,40,41,31,188
2024-03-21 12:50:00,45,22,34,37,35,21,194
2024-03-21 13:00:00,47,24,54,56,54,31,266
2024-03-21 13:10:00,40,25,86,41,42,28,262
2024-03-21 13:20:00,31,19,24,50,46,28,198
2024-03-21 13:30:00,43,31,10,29,29,22,164
2024-03-21 13:40:00,35,22,17,33,33,25,165
2024-03-21 13:50:00,50,23,29,43,44,30,219
2024-03-21 14:00:00,39,23,194,56,51,30,393
2024-03-21 14:10:00,33,24,249,46,46,29,427
2024-03-21 14:20:00,48,29,604,49,52,28,810
2024-03-21 14:30:00,57,24,220,41,41,25,408
2024-03-21 14:40:00,35,19,78,48,49,23,252
2024-03-21 14:50:00,46,32,372,49,50,28,577
2024-03-21 15:00:00,72,25,188,57,57,33,432
2024-03-21 15:10:00,60,34,193,48,45,24,404
2024-03-21 15:20:00,55,29,240,45,46,24,439
2024-03-21 15:30:00,44,28,22,63,62,36,255
2024-03-21 15:40:00,54,35,29,58,60,27,263
2024-03-21 15:50:00,60,29,29,54,53,27,252
2024-03-21 16:00:00,56,29,35,61,62,35,278
2024-03-21 16:10:00,55,30,255,55,51,31,477
2024-03-21 16:20:00,43,32,139,49,49,35,347
2024-03-21 16:30:00,59,26,216,49,49,25,424
2024-03-21 16:40:00,56,33,365,46,42,29,571
2024-03-21 16:50:00,64,29,127,49,48,32,349
2024-03-21 17:00:00,52,25,81,40,41,26,265
2024-03-21 17:10:00,59,31,115,45,44,37,331
2024-03-21 17:20:00,63,34,92,65,61,26,341
2024-03-21 17:30:00,54,30,15,41,42,25,207
2024-03-21 17:40:00,65,37,24,51,50,27,254
2024-03-21 17:50:00,49,26,22,40,37,30,204
2024-03-21 18:00:00,64,32,16,43,44,27,226
2024-03-21 18:10:00,46,27,28,39,39,28,207
2024-03-21 18:20:00,37,27,28,41,42,34,209
2024-03-21 18:30:00,42,23,20,35,36,23,179
2024-03-21 18:40:00,47,28,59,31,32,18,215
2024-03-21 18:50:00,42,27,58,45,46,26,244
2024-03-21 19:00:00,28,16,45,24,25,19,157
2024-03-21 19:10:00,36,26,117,29,30,21,259
2024-03-21 19:20:00,38,26,35,25,24,22,170
2024-03-21 19:30:00,28,23,15,27,26,20,139
2024-03-21 19:40:00,38,26,15,40,37,32,188
2024-03-21 19:50:00,33,20,12,34,31,22,152
2024-03-21 20:00:00,38,22,10,25,23,22,140
2024-03-21 20:10:00,26,18,6,20,20,17,107
2024-03-21 20:20:00,17,18,10,14,18,16,93
2024-03-21 20:30:00,26,23,12,28,18,23,130
2024-03-21 20:40:00,21,15,16,19,19,14,104
2024-03-21 20:50:00,26,14,10,21,21,21,113
2024-03-21 21:00:00,15,13,9,14,13,14,78
2024-03-21 21:10:00,25,14,15,19,18,13,104
2024-03-21 21:20:00,18,13,4,19,20,18,92
2024-03-21 21:30:00,35,20,9,19,14,17,114
2024-03-21 21:40:00,23,20,9,20,22,14,108
2024-03-21 21:50:00,19,14,6,16,14,10,79
2024-03-21 22:00:00,13,13,4,10,11,9,60
2024-03-21 22:10:00,21,14,3,6,6,6,56
2024-03-21 22:20:00,12,10,3,10,8,10,53
2024-03-21 22:30:00,15,11,5,19,18,20,88
2024-03-21 22:40:00,11,10,2,7,7,8,45
2024-03-21 22:50:00,10,8,5,16,17,16,72
2024-03-21 23:00:00,17,14,8,16,14,13,82
2024-03-21 23:10:00,12,12,6,9,12,8,59
2024-03-21 23:20:00,11,9,12,13,15,11,71
2024-03-21 23:30:00,8,7,9,9,10,9,52
2024-03-21 23:40:00,7,5,5,11,11,8,47
2024-03-21 23:50:00,7,8,2,6,5,5,33
2024-03-22 00:00:00,10,7,3,5,5,7,37
2024-03-22 00:10:00,2,4,1,4,3,4,18
2024-03-22 00:20:00,6,5,2,4,4,2,23
2024-03-22 00:30:00,4,4,1,3,3,3,18
2024-03-22 00:40:00,5,4,1,7,6,6,29
2024-03-22 00:50:00,3,2,3,5,4,5,22
2024-03-22 01:00:00,1,1,2,3,3,3,13
2024-03-22 01:10:00,3,4,0,1,0,0,8
2024-03-22 01:20:00,3,3,1,5,5,6,23
2024-03-22 01:30:00,4,4,1,2,3,4,18
2024-03-22 01:40:00,1,1,0,1,1,1,5
2024-03-22 01:50:00,2,2,1,5,5,6,21
2024-03-22 02:00:00,1,1,8,2,2,2,16
2024-03-22 02:10:00,0,0,2,0,0,0,2
2024-03-22 02:20:00,3,4,1,3,3,3,17
2024-03-22 02:30:00,2,2,8,3,1,1,17
2024-03-22 02:40:00,1,1,5,1,1,1,10
2024-03-22 02:50:00,3,3,3,2,2,2,15
2024-03-22 03:00:00,1,1,6,3,2,2,15
2024-03-22 03:10:00,1,1,14,2,1,1,20
2024-03-22 03:20:00,1,1,9,3,3,4,21
2024-03-22 03:30:00,0,0,18,1,1,1,21
2024-03-22 03:40:00,0,0,11,1,1,2,15
2024-03-22 03:50:00,2,1,5,3,3,4,18
2024-03-22 04:00:00,1,1,1,2,1,1,7
2024-03-22 04:10:00,2,2,0,2,2,4,12
2024-03-22 04:20:00,7,7,1,4,3,4,26
2024-03-22 04:30:00,4,3,0,6,6,4,23
2024-03-22 04:40:00,5,2,3,5,5,7,27
2024-03-22 04:50:00,5,1,2,14,14,15,51
2024-03-22 05:00:00,3,2,1,7,6,7,26
2024-03-22 05:10:00,5,5,2,12,9,8,41
2024-03-22 05:20:00,14,8,3,11,11,6,53
2024-03-22 05:30:00,4,7,2,9,9,10,41
2024-03-22 05:40:00,7,4,9,18,19,9,66
2024-03-22 05:50:00,10,9,10,24,22,16,91
2024-03-22 06:00:00,10,8,10,25,25,21,99
2024-03-22 06:10:00,26,18,15,25,26,14,124
2024-03-22 06:20:00,15,12,12,25,23,15,102
2024-03-22 06:30:00,16,14,10,33,32,18,123
2024-03-22 06:40:00,19,9,7,23,21,18,97
2024-03-22 06:50:00,22,18,10,31,31,27,139
2024-03-22 07:00:00,25,19,12,32,33,23,144
2024-03-22 07:10:00,34,21,14,35,31,20,155
2024-03-22 07:20:00,38,19,30,33,29,24,173
2024-03-22 07:30:00,37,22,36,56,59,31,241
2024-03-22 07:40:00,39,18,42,54,54,18,225
2024-03-22 07:50:00,26,17,42,54,50,21,210
2024-03-22 08:00:00,36,20,46,50,47,27,226
2024-03-22 08:10:00,35,17,33,45,44,24,198
2024-03-22 08:20:00,33,20,22,42,42,28,187
2024-03-22 08:30:00,37,24,11,31,32,21,156
2024-03-22 08:40:00,30,24,15,42,40,20,171
2024-03-22 08:50:00,29,19,23,45,44,23,183
2024-03-22 09:00:00,37,25,13,40,38,35,188
2024-03-22 09:10:00,36,24,20,40,40,23,183
2024-03-22 09:20:00,38,22,14,44,41,23,182
2024-03-22 09:30:00,46,25,20,43,40,32,206
2024-03-22 09:40:00,31,24,22,41,41,28,187
2024-03-22 09:50:00,30,24,26,28,30,18,156
2024-03-22 10:00:00,34,22,29,37,38,25,185
2024-03-22 10:10:00,45,24,40,44,43,28,224
2024-03-22 10:20:00,35,22,26,40,38,32,193
2024-03-22 10:30:00,25,15,31,48,47,27,193
2024-03-22 10:40:00,46,16,20,30,31,24,167
2024-03-22 10:50:00,50,16,36,57,53,22,234
2024-03-22 11:00:00,51,25,24,55,53,18,226
2024-03-22 11:10:00,52,23,18,38,39,26,196
2024-03-22 11:20:00,30,20,20,45,44,28,187
2024-03-22 11:30:00,45,30,20,32,32,20,179
2024-03-22 11:40:00,50,31,22,40,41,23,207
2024-03-22 11:50:00,49,27,18,43,36,28,201
2024-03-22 12:00:00,41,30,22,52,53,28,226
2024-03-22 12:10:00,53,26,23,43,40,26,211
2024-03-22 12:20:00,35,27,29,54,50,32,227
2024-03-22 12:30:00,54,28,58,41,42,31,254
2024-03-22 12:40:00,46,29,51,52,48,36,262
2024-03-22 12:50:00,58,25,65,53,50,36,287
2024-03-22 13:00:00,42,33,87,41,41,27,271
2024-03-22 13:10:00,57,25,82,48,47,29,288
2024-03-22 13:20:00,50,30,1031,59,54,34,1258
2024-03-22 13:30:00,35,29,254,45,45,30,438
