datetime,D23Z,V24Z,D81Z,D82Z,D83Z,V84Z,Total
2024-03-04 14:20:00,44,34,20,36,33,23,190
2024-03-04 14:30:00,51,24,54,33,34,20,216
2024-03-04 14:40:00,51,30,32,46,44,26,229
2024-03-04 14:50:00,52,28,31,46,44,26,227
2024-03-04 15:00:00,52,21,38,49,49,21,230
2024-03-04 15:10:00,65,29,33,65,64,29,285
2024-03-04 15:20:00,55,23,40,47,44,29,238
2024-03-04 15:30:00,47,24,30,44,47,24,216
2024-03-04 15:40:00,65,34,48,50,55,29,281
2024-03-04 15:50:00,69,30,36,62,53,24,274
2024-03-04 16:00:00,59,16,26,53,56,29,239
2024-03-04 16:10:00,57,25,31,52,51,24,240
2024-03-04 16:20:00,49,25,28,47,46,37,232
2024-03-04 16:30:00,63,32,30,55,58,38,276
2024-03-04 16:40:00,66,31,33,49,46,32,257
2024-03-04 16:50:00,58,23,47,53,51,38,270
2024-03-04 17:00:00,56,32,51,59,60,38,296
2024-03-04 17:10:00,47,23,26,33,31,26,186
2024-03-04 17:20:00,41,23,44,55,51,38,252
2024-03-04 17:30:00,55,26,45,45,47,31,249
2024-03-04 17:40:00,53,26,19,37,37,27,199
2024-03-04 17:50:00,48,30,42,40,37,25,222
2024-03-04 18:00:00,49,26,20,50,53,32,230
2024-03-04 18:10:00,40,22,16,33,32,23,166
2024-03-04 18:20:00,44,23,27,56,56,28,234
2024-03-04 18:30:00,55,37,20,38,35,30,215
2024-03-04 18:40:00,42,31,20,28,28,26,175
2024-03-04 18:50:00,35,20,13,35,32,25,160
2024-03-04 19:00:00,39,23,9,37,35,26,169
2024-03-04 19:10:00,42,27,10,24,22,17,142
2024-03-04 19:20:00,44,24,20,36,33,27,184
2024-03-04 19:30:00,30,19,13,36,36,30,164
2024-03-04 19:40:00,27,19,4,19,20,17,106
2024-03-04 19:50:00,36,19,12,28,25,23,143
2024-03-04 20:00:00,35,22,11,26,26,20,140
2024-03-04 20:10:00,24,16,5,24,20,25,114
2024-03-04 20:20:00,17,13,7,35,38,21,131
2024-03-04 20:30:00,19,14,4,17,16,16,86
2024-03-04 20:40:00,17,12,4,23,22,20,98
2024-03-04 20:50:00,22,15,13,12,15,13,90
2024-03-04 21:00:00,12,11,8,16,13,12,72
2024-03-04 21:10:00,20,11,14,21,19,20,105
2024-03-04 21:20:00,15,14,6,16,17,14,82
2024-03-04 21:30:00,12,12,2,8,6,5,45
2024-03-04 21:40:00,22,20,8,14,13,12,89
2024-03-04 21:50:00,15,11,5,12,12,12,67
2024-03-04 22:00:00,21,22,3,9,9,7,71
2024-03-04 22:10:00,15,12,2,7,5,6,47
2024-03-04 22:20:00,18,12,2,17,15,14,78
2024-03-04 22:30:00,14,7,0,11,12,13,57
2024-03-04 22:40:00,15,12,4,8,8,6,53
2024-03-04 22:50:00,12,9,2,6,5,6,40
2024-03-04 23:00:00,11,10,8,9,8,10,56
2024-03-04 23:10:00,13,14,2,7,7,3,46
2024-03-04 23:20:00,10,8,4,6,6,9,43
2024-03-04 23:30:00,8,7,5,6,6,5,37
2024-03-04 23:40:00,4,3,2,9,9,8,35
2024-03-04 23:50:00,4,4,1,4,4,5,22
2024-03-05 00:00:00,3,2,4,2,3,3,17
2024-03-05 00:10:00,7,4,2,6,6,3,28
2024-03-05 00:20:00,7,7,2,5,1,1,23
2024-03-05 00:30:00,2,2,13,2,2,2,23
2024-03-05 00:40:00,3,5,16,2,2,2,30
2024-03-05 00:50:00,3,3,13,6,6,6,37
2024-03-05 01:00:00,5,5,4,3,1,1,19
2024-03-05 01:10:00,1,1,12,2,2,1,19
2024-03-05 01:20:00,2,2,17,1,0,0,22
2024-03-05 01:30:00,2,2,6,0,0,0,10
2024-03-05 01:40:00,0,0,14,1,1,1,17
2024-03-05 01:50:00,4,3,25,4,3,2,41
2024-03-05 02:00:00,0,0,3,0,0,0,3
2024-03-05 02:10:00,3,3,41,2,1,1,51
2024-03-05 02:20:00,2,2,31,2,2,2,41
2024-03-05 02:30:00,0,0,48,1,1,1,51
2024-03-05 02:40:00,2,3,7,4,3,3,22
2024-03-05 02:50:00,1,1,13,2,1,2,20
2024-03-05 03:00:00,2,2,85,1,1,1,92
2024-03-05 03:10:00,2,2,79,0,1,0,84
2024-03-05 03:20:00,2,2,44,1,1,1,51
2024-03-05 03:30:00,1,0,7,0,0,0,8
2024-03-05 03:40:00,1,1,48,2,2,3,57
2024-03-05 03:50:00,1,1,243,4,3,3,255
2024-03-05 04:00:00,0,0,0,0,0,0,0
2024-03-05 04:10:00,3,2,1,5,4,6,21
2024-03-05 04:20:00,2,4,0,2,2,2,12
2024-03-05 04:30:00,4,2,2,7,7,8,30
2024-03-05 04:40:00,1,1,0,5,7,8,22
2024-03-05 04:50:00,5,1,5,6,4,5,26
2024-03-05 05:00:00,6,3,9,7,7,6,38
2024-03-05 05:10:00,4,3,22,8,8,7,52
2024-03-05 05:20:00,2,6,30,10,10,11,69
2024-03-05 05:30:00,7,7,21,18,17,12,82
2024-03-05 05:40:00,9,8,6,18,18,13,72
2024-03-05 05:50:00,9,8,5,23,22,15,82
2024-03-05 06:00:00,8,9,1,12,13,10,53
2024-03-05 06:10:00,17,15,7,22,21,20,102
2024-03-05 06:20:00,21,15,12,36,32,17,133
2024-03-05 06:30:00,15,11,10,33,34,24,127
2024-03-05 06:40:00,24,21,7,23,22,21,118
2024-03-05 06:50:00,31,21,14,44,43,25,178
2024-03-05 07:00:00,20,17,7,37,36,24,141
2024-03-05 07:10:00,35,23,22,44,43,30,197
2024-03-05 07:20:00,42,25,21,51,51,31,221
2024-03-05 07:30:00,43,27,34,66,66,29,265
2024-03-05 07:40:00,38,22,40,63,66,29,258
2024-03-05 07:50:00,44,16,28,78,74,38,278
2024-03-05 08:00:00,44,20,91,66,66,28,315
2024-03-05 08:10:00,44,22,37,59,63,21,246
2024-03-05 08:20:00,33,17,48,64,59,43,264
2024-03-05 08:30:00,33,21,43,60,64,44,265
2024-03-05 08:40:00,48,25,68,56,52,36,285
2024-03-05 08:50:00,23,15,49,61,57,31,236
2024-03-05 09:00:00,43,23,61,41,49,14,231
2024-03-05 09:10:00,38,17,28,48,42,20,193
2024-03-05 09:20:00,28,17,22,45,43,28,183
2024-03-05 09:30:00,35,26,28,48,50,24,211
2024-03-05 09:40:00,36,24,14,34,35,27,170
2024-03-05 09:50:00,31,23,30,51,44,27,206
2024-03-05 10:00:00,36,26,28,33,33,19,175
2024-03-05 10:10:00,36,23,29,41,43,25,197
2024-03-05 10:20:00,38,24,26,45,44,30,207
2024-03-05 10:30:00,34,20,28,48,47,26,203
2024-03-05 10:40:00,42,23,24,35,34,27,185
2024-03-05 10:50:00,49,36,24,39,38,24,210
2024-03-05 11:00:00,47,29,23,38,36,27,200
2024-03-05 11:10:00,38,25,49,42,42,23,219
2024-03-05 11:20:00,39,23,22,40,39,32,195
2024-03-05 11:30:00,38,19,21,40,39,26,183
2024-03-05 11:40:00,40,24,18,45,42,25,194
2024-03-05 11:50:00,43,27,21,47,44,29,211
2024-03-05 12:00:00,43,25,22,33,33,29,185
2024-03-05 12:10:00,46,29,46,41,40,33,235
2024-03-05 12:20:00,39,24,44,42,41,23,213
2024-03-05 12:30:00,41,28,46,37,37,24,213
2024-03-05 12:40:00,49,19,37,42,40,29,216
2024-03-05 12:50:00,40,28,32,58,48,35,241
2024-03-05 13:00:00,54,35,29,43,42,30,233
2024-03-05 13:10:00,38,23,42,59,51,34,247
2024-03-05 13:20:00,40,24,48,50,47,28,237
2024-03-05 13:30:00,35,24,29,40,43,26,197
2024-03-05 13:40:00,40,26,16,42,41,28,193
2024-03-05 13:50:00,52,21,19,38,38,25,193
2024-03-05 14:00:00,46,29,19,37,36,19,186
2024-03-05 14:10:00,36,21,46,48,44,27,222
2024-03-05 14:20:00,40,29,54,37,38,28,226
2024-03-05 14:30:00,52,26,55,48,46,23,250
2024-03-05 14:40:00,53,22,37,50,46,33,241
2024-03-05 14:50:00,62,28,40,43,38,27,238
2024-03-05 15:00:00,49,26,34,59,59,26,253
2024-03-05 15:10:00,67,28,36,51,47,30,259
2024-03-05 15:20:00,70,32,41,44,41,38,266
2024-03-05 15:30:00,62,32,47,46,44,29,260
2024-03-05 15:40:00,56,34,25,48,43,27,233
2024-03-05 15:50:00,57,27,18,45,44,30,221
2024-03-05 16:00:00,65,21,28,49,47,31,241
2024-03-05 16:10:00,64,29,27,45,45,25,235
2024-03-05 16:20:00,54,23,52,43,41,32,245
2024-03-05 16:30:00,58,21,55,54,53,36,277
2024-03-05 16:40:00,62,35,34,34,37,24,226
2024-03-05 16:50:00,50,22,34,50,45,24,225
2024-03-05 17:00:00,54,27,20,39,38,25,203
2024-03-05 17:10:00,57,28,30,42,44,25,226
2024-03-05 17:20:00,66,34,32,40,39,29,240
2024-03-05 17:30:00,49,21,58,62,61,28,279
2024-03-05 17:40:00,55,32,36,54,50,29,256
2024-03-05 17:50:00,54,20,23,49,44,32,222
2024-03-05 18:00:00,55,25,23,46,47,26,222
2024-03-05 18:10:00,63,27,15,38,40,32,215
2024-03-05 18:20:00,47,22,33,46,43,20,211
2024-03-05 18:30:00,50,36,21,37,37,33,214
2024-03-05 18:40:00,67,33,25,44,40,29,238
2024-03-05 18:50:00,38,20,21,44,39,28,190
2024-03-05 19:00:00,36,28,16,40,37,24,181
2024-03-05 19:10:00,37,27,13,29,31,22,159
2024-03-05 19:20:00,38,28,14,31,30,31,172
2024-03-05 19:30:00,34,16,16,21,24,16,127
2024-03-05 19:40:00,27,19,10,21,21,16,114
2024-03-05 19:50:00,37,21,6,17,16,20,117
2024-03-05 20:00:00,20,17,8,24,21,14,104
2024-03-05 20:10:00,37,24,7,19,17,19,123
2024-03-05 20:20:00,25,22,7,15,16,16,101
2024-03-05 20:30:00,27,18,19,22,22,18,126
2024-03-05 20:40:00,29,20,14,19,19,17,118
2024-03-05 20:50:00,21,19,9,16,15,10,90
2024-03-05 21:00:00,24,16,10,18,16,18,102
2024-03-05 21:10:00,23,14,16,17,17,14,101
2024-03-05 21:20:00,29,17,8,14,15,11,94
2024-03-05 21:30:00,19,14,10,17,18,15,93
2024-03-05 21:40:00,15,17,11,18,18,18,97
2024-03-05 21:50:00,14,11,7,13,14,14,73
2024-03-05 22:00:00,20,15,1,12,13,11,72
2024-03-05 22:10:00,19,13,2,14,12,11,71
2024-03-05 22:20:00,26,16,4,15,14,14,89
2024-03-05 22:30:00,14,9,2,9,8,11,53
2024-03-05 22:40:00,12,9,33,7,7,6,74
2024-03-05 22:50:00,8,8,20,9,10,10,65
2024-03-05 23:00:00,7,6,15,9,10,8,55
2024-03-05 23:10:00,12,11,22,8,4,4,61
2024-03-05 23:20:00,9,8,4,6,6,6,39
2024-03-05 23:30:00,12,12,23,4,3,4,58
2024-03-05 23:40:00,10,8,12,4,4,5,43
2024-03-05 23:50:00,1,1,111,3,2,3,121
2024-03-06 00:00:00,5,4,127,9,9,10,164
2024-03-06 00:10:00,3,3,154,6,6,6,178
2024-03-06 00:20:00,3,3,19,4,3,2,34
2024-03-06 00:30:00,1,0,71,4,4,4,84
2024-03-06 00:40:00,1,0,121,2,1,2,127
2024-03-06 00:50:00,3,3,11,3,5,4,29
2024-03-06 01:00:00,5,4,5,3,2,2,21
2024-03-06 01:10:00,3,3,16,4,3,4,33
2024-03-06 01:20:00,3,3,25,1,1,1,34
2024-03-06 01:30:00,3,2,25,4,2,2,38
2024-03-06 01:40:00,1,1,14,2,2,4,24
2024-03-06 01:50:00,3,3,3,4,3,4,20
2024-03-06 02:00:00,2,2,10,4,3,5,26
2024-03-06 02:10:00,4,4,10,1,1,0,20
2024-03-06 02:20:00,2,1,17,2,2,2,26
2024-03-06 02:30:00,1,2,11,2,1,1,18
2024-03-06 02:40:00,2,2,8,3,1,1,17
2024-03-06 02:50:00,4,2,20,1,1,1,29
2024-03-06 03:00:00,3,1,21,2,2,2,31
2024-03-06 03:10:00,2,2,3,5,5,4,21
2024-03-06 03:20:00,1,1,28,3,2,3,38
2024-03-06 03:30:00,1,0,15,2,2,2,22
2024-03-06 03:40:00,0,0,22,0,0,0,22
2024-03-06 03:50:00,0,0,9,1,1,1,12
2024-03-06 04:00:00,0,0,0,0,0,0,0
2024-03-06 04:10:00,3,0,0,6,6,9,24
2024-03-06 04:20:00,2,1,0,1,2,2,8
2024-03-06 04:30:00,2,4,0,6,5,6,23
2024-03-06 04:40:00,2,2,0,5,4,6,19
2024-03-06 04:50:00,1,0,2,5,5,6,19
2024-03-06 05:00:00,3,3,4,7,7,8,32
2024-03-06 05:10:00,3,2,6,9,8,8,36
2024-03-06 05:20:00,5,5,6,7,7,8,38
2024-03-06 05:30:00,10,8,11,14,14,13,70
2024-03-06 05:40:00,11,10,11,20,20,16,88
2024-03-06 05:50:00,9,6,9,12,10,13,59
2024-03-06 06:00:00,12,13,6,15,15,15,76
2024-03-06 06:10:00,23,15,24,32,29,20,143
2024-03-06 06:20:00,21,17,32,33,33,28,164
2024-03-06 06:30:00,16,12,20,23,22,17,110
2024-03-06 06:40:00,21,14,11,29,28,29,132
2024-03-06 06:50:00,18,14,20,50,50,20,172
2024-03-06 07:00:00,22,18,15,38,36,25,154
2024-03-06 07:10:00,34,18,14,35,36,25,162
2024-03-06 07:20:00,32,18,20,38,39,25,172
2024-03-06 07:30:00,29,19,23,69,72,29,241
2024-03-06 07:40:00,52,23,34,91,64,27,291
2024-03-06 07:50:00,48,25,93,65,65,27,323
2024-03-06 08:00:00,29,18,65,68,69,35,284
2024-03-06 08:10:00,48,18,49,60,62,20,257
2024-03-06 08:20:00,32,20,56,51,51,28,238
2024-03-06 08:30:00,33,22,59,52,55,28,249
2024-03-06 08:40:00,26,19,71,55,53,26,250
2024-03-06 08:50:00,37,18,30,49,48,34,216
2024-03-06 09:00:00,30,20,21,39,40,27,177
2024-03-06 09:10:00,37,24,21,42,39,26,189
2024-03-06 09:20:00,33,26,16,37,37,24,173
2024-03-06 09:30:00,38,21,16,38,38,34,185
2024-03-06 09:40:00,37,27,27,44,43,27,205
2024-03-06 09:50:00,44,27,64,34,32,23,224
2024-03-06 10:00:00,36,30,39,45,41,25,216
2024-03-06 10:10:00,41,25,38,46,43,26,219
2024-03-06 10:20:00,50,34,38,43,55,24,244
2024-03-06 10:30:00,38,24,21,30,51,29,193
2024-03-06 10:40:00,38,23,19,44,38,25,187
2024-03-06 10:50:00,36,22,26,38,37,29,188
2024-03-06 11:00:00,34,23,22,34,34,24,171
2024-03-06 11:10:00,32,22,20,32,32,25,163
2024-03-06 11:20:00,32,23,23,38,39,26,181
2024-03-06 11:30:00,39,15,12,32,32,20,150
2024-03-06 11:40:00,37,25,20,39,39,22,182
2024-03-06 11:50:00,41,24,26,39,37,21,188
2024-03-06 12:00:00,37,29,20,38,37,24,185
2024-03-06 12:10:00,35,25,30,43,43,27,203
2024-03-06 12:20:00,40,28,40,55,54,30,247
2024-03-06 12:30:00,49,24,42,48,46,25,234
2024-03-06 12:40:00,35,26,97,53,41,33,285
2024-03-06 12:50:00,53,33,34,40,36,30,226
2024-03-06 13:00:00,36,25,31,42,39,32,205
2024-03-06 13:10:00,50,27,27,38,34,24,200
2024-03-06 13:20:00,40,25,33,40,38,30,206
2024-03-06 13:30:00,40,23,23,37,33,29,185
2024-03-06 13:40:00,40,21,29,47,46,26,209
2024-03-06 13:50:00,43,23,28,48,52,24,218
2024-03-06 14:00:00,39,22,18,36,35,23,173
2024-03-06 14:10:00,39,24,26,46,39,24,198
2024-03-06 14:20:00,32,22,23,44,41,31,193
2024-03-06 14:30:00,36,25,28,42,43,21,195
2024-03-06 14:40:00,54,27,23,32,35,31,202
2024-03-06 14:50:00,51,29,31,53,50,29,243
2024-03-06 15:00:00,66,30,32,46,47,38,259
2024-03-06 15:10:00,61,33,27,37,36,27,221
2024-03-06 15:20:00,59,33,36,45,40,26,239
2024-03-06 15:30:00,64,26,34,55,54,30,263
2024-03-06 15:40:00,54,33,23,34,36,23,203
2024-03-06 15:50:00,57,27,24,49,50,32,239
2024-03-06 16:00:00,60,28,18,27,27,21,181
2024-03-06 16:10:00,53,22,20,52,50,32,229
2024-03-06 16:20:00,49,29,33,55,57,39,262
2024-03-06 16:30:00,58,31,32,42,41,29,233
2024-03-06 16:40:00,65,30,29,39,35,25,223
2024-03-06 16:50:00,56,24,33,43,45,30,231
2024-03-06 17:00:00,50,22,41,53,46,29,241
2024-03-06 17:10:00,44,26,32,47,46,28,223
2024-03-06 17:20:00,53,29,28,42,38,34,224
2024-03-06 17:30:00,57,27,27,44,43,31,229
2024-03-06 17:40:00,54,22,15,37,35,28,191
2024-03-06 17:50:00,50,25,23,47,50,29,224
2024-03-06 18:00:00,69,31,32,45,45,41,263
2024-03-06 18:10:00,56,28,19,38,42,27,210
2024-03-06 18:20:00,44,23,17,49,46,26,205
2024-03-06 18:30:00,44,25,19,32,33,29,182
2024-03-06 18:40:00,48,30,21,32,33,26,190
2024-03-06 18:50:00,48,21,26,34,35,24,188
2024-03-06 19:00:00,34,23,16,29,30,22,154
2024-03-06 19:10:00,42,22,20,35,35,34,188
2024-03-06 19:20:00,34,25,21,38,38,33,189
2024-03-06 19:30:00,29,25,10,32,31,24,151
2024-03-06 19:40:00,41,26,23,34,30,26,180
2024-03-06 19:50:00,34,20,19,27,26,22,148
2024-03-06 20:00:00,28,21,12,21,25,21,128
2024-03-06 20:10:00,28,17,13,27,29,15,129
2024-03-06 20:20:00,20,13,6,22,22,11,94
2024-03-06 20:30:00,33,23,12,24,24,24,140
2024-03-06 20:40:00,19,16,4,21,18,21,99
2024-03-06 20:50:00,20,15,9,21,21,14,100
2024-03-06 21:00:00,27,24,19,21,22,16,129
2024-03-06 21:10:00,20,16,7,14,14,14,85
2024-03-06 21:20:00,18,11,10,10,11,12,72
2024-03-06 21:30:00,17,12,8,10,11,11,69
2024-03-06 21:40:00,27,23,8,19,20,18,115
2024-03-06 21:50:00,20,15,10,18,17,18,98
2024-03-06 22:00:00,15,17,7,14,11,17,81
2024-03-06 22:10:00,24,21,3,9,12,7,76
2024-03-06 22:20:00,13,10,1,9,7,10,50
2024-03-06 22:30:00,14,10,3,11,12,10,60
2024-03-06 22:40:00,14,12,3,11,12,13,65
2024-03-06 22:50:00,12,11,6,15,12,11,67
2024-03-06 23:00:00,12,7,4,11,12,8,54
2024-03-06 23:10:00,12,10,7,7,7,5,48
2024-03-06 23:20:00,11,11,4,9,11,10,56
2024-03-06 23:30:00,8,5,3,11,9,9,45
2024-03-06 23:40:00,7,4,4,1,1,1,18
2024-03-06 23:50:00,3,5,4,7,8,7,34
2024-03-07 00:00:00,6,6,1,2,1,3,19
2024-03-07 00:10:00,6,6,4,8,8,5,37
2024-03-07 00:20:00,3,3,8,2,3,2,21
2024-03-07 00:30:00,6,5,1,3,2,3,20
2024-03-07 00:40:00,4,4,8,6,6,8,36
2024-03-07 00:50:00,1,1,1,1,1,1,6
2024-03-07 01:00:00,1,1,3,3,3,3,14
2024-03-07 01:10:00,3,2,5,4,3,2,19
2024-03-07 01:20:00,3,3,7,3,2,3,21
2024-03-07 01:30:00,0,0,6,3,3,3,15
2024-03-07 01:40:00,5,4,3,3,2,2,19
2024-03-07 01:50:00,2,2,6,4,2,2,18
2024-03-07 02:00:00,0,0,3,0,0,0,3
2024-03-07 02:10:00,3,3,2,1,0,0,9
2024-03-07 02:20:00,1,1,3,1,1,1,8
2024-03-07 02:30:00,4,4,3,2,2,2,17
2024-03-07 02:40:00,3,2,14,4,3,4,30
2024-03-07 02:50:00,1,1,10,2,2,2,18
2024-03-07 03:00:00,1,1,4,1,1,1,9
2024-03-07 03:10:00,0,0,4,2,2,3,11
2024-03-07 03:20:00,4,2,1,1,1,1,10
2024-03-07 03:30:00,0,0,0,0,1,0,1
2024-03-07 03:40:00,5,1,2,3,3,4,18
2024-03-07 03:50:00,1,0,1,3,4,3,12
2024-03-07 04:00:00,2,2,0,3,3,3,13
2024-03-07 04:10:00,3,2,2,3,3,3,16
2024-03-07 04:20:00,3,4,1,4,2,2,16
2024-03-07 04:30:00,3,2,0,4,4,4,17
2024-03-07 04:40:00,4,2,0,3,5,3,17
2024-03-07 04:50:00,8,4,7,10,9,12,50
2024-03-07 05:00:00,3,1,6,5,5,7,27
2024-03-07 05:10:00,6,4,13,15,14,11,63
2024-03-07 05:20:00,3,3,7,9,9,10,41
2024-03-07 05:30:00,6,4,7,11,11,11,50
2024-03-07 05:40:00,9,6,11,18,18,16,78
2024-03-07 05:50:00,12,8,6,19,20,14,79
2024-03-07 06:00:00,14,11,7,16,16,14,78
2024-03-07 06:10:00,15,11,20,27,27,16,116
2024-03-07 06:20:00,18,14,23,32,31,24,142
2024-03-07 06:30:00,21,19,16,36,36,21,149
2024-03-07 06:40:00,25,17,14,28,29,20,133
2024-03-07 06:50:00,28,16,16,39,37,17,153
2024-03-07 07:00:00,18,17,13,29,29,25,131
2024-03-07 07:10:00,23,16,9,36,37,25,146
2024-03-07 07:20:00,40,23,27,58,60,28,236
2024-03-07 07:30:00,49,26,21,68,67,30,261
2024-03-07 07:40:00,39,21,31,75,75,30,271
2024-03-07 07:50:00,43,17,50,72,71,33,286
2024-03-07 08:00:00,40,18,73,53,54,24,262
2024-03-07 08:10:00,34,21,71,57,56,22,261
2024-03-07 08:20:00,36,24,35,46,48,25,214
2024-03-07 08:30:00,45,25,38,60,58,33,259
2024-03-07 08:40:00,29,18,37,43,42,25,194
2024-03-07 08:50:00,35,23,49,46,46,31,230
2024-03-07 09:00:00,38,27,63,35,37,21,221
2024-03-07 09:10:00,33,22,24,38,37,21,175
2024-03-07 09:20:00,43,30,25,46,48,26,218
2024-03-07 09:30:00,25,20,21,44,44,22,176
2024-03-07 09:40:00,34,20,17,42,44,24,181
2024-03-07 09:50:00,36,21,30,54,50,33,224
2024-03-07 10:00:00,35,18,20,37,32,26,168
2024-03-07 10:10:00,29,20,33,33,32,22,169
2024-03-07 10:20:00,33,25,114,45,46,26,289
2024-03-07 10:30:00,32,24,74,42,42,27,241
2024-03-07 10:40:00,29,21,43,44,42,32,211
2024-03-07 10:50:00,36,23,30,37,38,27,191
2024-03-07 11:00:00,43,21,35,45,41,29,214
2024-03-07 11:10:00,25,18,40,37,38,23,181
2024-03-07 11:20:00,36,23,15,36,34,24,168
2024-03-07 11:30:00,41,24,21,38,35,28,187
2024-03-07 11:40:00,33,21,24,44,45,28,195
2024-03-07 11:50:00,44,32,20,39,35,24,194
2024-03-07 12:00:00,44,32,29,32,34,25,196
2024-03-07 12:10:00,36,25,78,32,29,27,227
2024-03-07 12:20:00,31,25,35,45,44,35,215
2024-03-07 12:30:00,51,24,28,33,30,34,200
2024-03-07 12:40:00,42,27,37,37,41,26,210
2024-03-07 12:50:00,33,24,44,50,49,36,236
2024-03-07 13:00:00,46,26,58,48,47,32,257
2024-03-07 13:10:00,36,22,39,39,36,27,199
2024-03-07 13:20:00,54,25,40,54,53,24,250
2024-03-07 13:30:00,39,27,22,45,44,26,203
2024-03-07 13:40:00,52,28,27,47,44,36,234
2024-03-07 13:50:00,53,26,25,40,41,24,209
2024-03-07 14:00:00,34,28,30,41,46,25,204
2024-03-07 14:10:00,47,24,65,48,44,31,259
2024-03-07 14:20:00,54,28,34,41,41,30,228
2024-03-07 14:30:00,51,28,37,51,44,20,231
2024-03-07 14:40:00,48,27,31,45,48,31,230
2024-03-07 14:50:00,52,36,21,34,30,25,198
2024-03-07 15:00:00,62,28,60,45,49,29,273
2024-03-07 15:10:00,63,33,28,47,41,30,242
2024-03-07 15:20:00,63,21,43,50,49,31,257
2024-03-07 15:30:00,47,36,25,49,51,24,232
2024-03-07 15:40:00,69,13,33,46,46,26,233
2024-03-07 15:50:00,54,0,29,38,34,27,182
2024-03-07 16:00:00,72,15,31,55,52,32,257
2024-03-07 16:10:00,67,16,36,41,42,26,228
2024-03-07 16:20:00,59,19,33,43,42,31,227
2024-03-07 16:30:00,49,26,38,50,50,28,241
2024-03-07 16:40:00,67,34,71,32,37,27,268
2024-03-07 16:50:00,50,31,24,38,36,29,208
2024-03-07 17:00:00,61,24,32,43,42,33,235
2024-03-07 17:10:00,51,24,28,49,49,38,239
2024-03-07 17:20:00,56,28,28,38,32,26,208
2024-03-07 17:30:00,60,36,23,43,43,30,235
2024-03-07 17:40:00,55,35,21,52,51,33,247
2024-03-07 17:50:00,57,23,21,52,46,38,237
2024-03-07 18:00:00,60,29,28,46,45,31,239
2024-03-07 18:10:00,50,32,21,44,45,31,223
2024-03-07 18:20:00,46,22,37,42,39,24,210
2024-03-07 18:30:00,41,25,52,50,52,42,262
2024-03-07 18:40:00,50,33,26,33,30,22,194
2024-03-07 18:50:00,43,26,27,48,51,36,231
2024-03-07 19:00:00,54,32,28,32,35,24,205
2024-03-07 19:10:00,33,21,20,29,26,23,152
2024-03-07 19:20:00,30,29,20,31,26,22,158
2024-03-07 19:30:00,33,28,17,30,26,24,158
2024-03-07 19:40:00,29,21,7,26,29,22,134
2024-03-07 19:50:00,30,18,11,28,26,25,138
2024-03-07 20:00:00,27,23,9,23,20,17,119
2024-03-07 20:10:00,25,23,8,19,18,13,106
2024-03-07 20:20:00,32,20,12,27,29,18,138
2024-03-07 20:30:00,23,12,24,17,16,18,110
2024-03-07 20:40:00,28,24,31,25,24,23,155
2024-03-07 20:50:00,27,18,7,12,15,15,94
2024-03-07 21:00:00,26,21,26,19,19,11,122
2024-03-07 21:10:00,23,18,19,21,21,13,115
2024-03-07 21:20:00,22,11,17,15,17,18,100
2024-03-07 21:30:00,17,14,18,10,8,10,77
2024-03-07 21:40:00,16,13,17,22,23,13,104
2024-03-07 21:50:00,18,14,11,12,18,12,85
2024-03-07 22:00:00,18,19,6,20,26,21,110
2024-03-07 22:10:00,27,20,3,13,13,10,86
2024-03-07 22:20:00,16,14,4,12,12,8,66
2024-03-07 22:30:00,10,9,1,9,10,11,50
2024-03-07 22:40:00,12,10,10,17,18,18,85
2024-03-07 22:50:00,12,8,6,11,13,9,59
2024-03-07 23:00:00,7,6,13,18,15,20,79
2024-03-07 23:10:00,12,12,21,9,9,9,72
2024-03-07 23:20:00,11,12,27,13,12,11,86
2024-03-07 23:30:00,8,10,25,8,7,9,67
2024-03-07 23:40:00,3,3,53,4,4,5,72
2024-03-07 23:50:00,8,9,10,7,5,5,44
2024-03-08 00:00:00,5,3,13,6,8,7,42
2024-03-08 00:10:00,4,4,22,5,5,6,46
2024-03-08 00:20:00,7,6,160,9,9,5,196
2024-03-08 00:30:00,7,6,112,9,9,6,149
2024-03-08 00:40:00,3,3,50,5,6,5,72
2024-03-08 00:50:00,1,1,35,3,3,3,46
2024-03-08 01:00:00,1,1,22,0,0,0,24
2024-03-08 01:10:00,3,3,14,6,8,6,40
2024-03-08 01:20:00,5,5,2,4,5,4,25
2024-03-08 01:30:00,2,2,4,3,3,3,17
2024-03-08 01:40:00,1,1,7,4,2,4,19
2024-03-08 01:50:00,2,1,5,0,1,0,9
2024-03-08 02:00:00,4,3,5,7,6,8,33
2024-03-08 02:10:00,4,4,15,2,1,1,27
2024-03-08 02:20:00,1,1,3,0,0,0,5
2024-03-08 02:30:00,1,1,7,0,1,0,10
2024-03-08 02:40:00,1,1,4,3,1,1,11
2024-03-08 02:50:00,2,2,0,0,0,0,4
2024-03-08 03:00:00,2,2,6,0,0,0,10
2024-03-08 03:10:00,1,1,1,3,2,2,10
2024-03-08 03:20:00,0,0,3,0,0,0,3
2024-03-08 03:30:00,1,1,2,1,0,0,5
2024-03-08 03:40:00,2,1,3,1,1,1,9
2024-03-08 03:50:00,1,1,4,1,1,1,9
2024-03-08 04:00:00,0,0,0,1,1,1,3
2024-03-08 04:10:00,4,2,1,3,3,4,17
2024-03-08 04:20:00,3,3,1,3,4,3,17
