datetime,D21Z,V22Z,D51Z,V52Z,D81Z,V82Z,D111Z,V112Z,Total
2024-03-18 16:20:00,14,5,7,64,13,18,122,29,272
2024-03-18 16:30:00,15,7,11,50,11,5,107,33,239
2024-03-18 16:40:00,16,10,17,58,15,11,106,16,249
2024-03-18 16:50:00,26,11,13,65,11,5,129,6,266
2024-03-18 17:00:00,23,13,10,68,22,9,109,5,259
2024-03-18 17:10:00,19,11,16,64,19,15,110,5,259
2024-03-18 17:20:00,16,8,13,71,18,19,117,21,283
2024-03-18 17:30:00,11,6,14,65,22,10,97,26,251
2024-03-18 17:40:00,13,10,10,56,16,7,98,30,240
2024-03-18 17:50:00,14,8,9,45,12,13,113,23,237
2024-03-18 18:00:00,20,9,11,45,22,9,103,27,246
2024-03-18 18:10:00,20,8,12,58,18,5,82,28,231
2024-03-18 18:20:00,13,7,17,67,10,7,84,34,239
2024-03-18 18:30:00,16,11,6,48,15,7,85,29,217
2024-03-18 18:40:00,11,11,10,62,15,14,59,26,208
2024-03-18 18:50:00,11,4,8,38,21,11,57,27,177
2024-03-18 19:00:00,9,8,11,57,13,10,64,30,202
2024-03-18 19:10:00,7,4,5,38,14,10,47,37,162
2024-03-18 19:20:00,7,6,8,37,17,9,58,37,179
2024-03-18 19:30:00,6,7,5,42,8,9,43,30,150
2024-03-18 19:40:00,8,5,6,48,8,10,50,30,165
2024-03-18 19:50:00,7,5,2,46,9,9,51,35,164
2024-03-18 20:00:00,5,4,8,32,10,10,40,28,137
2024-03-18 20:10:00,5,3,2,31,6,4,49,33,133
2024-03-18 20:20:00,4,4,6,26,9,5,47,32,133
2024-03-18 20:30:00,5,4,13,24,6,9,29,30,120
2024-03-18 20:40:00,4,3,4,25,8,6,32,27,109
2024-03-18 20:50:00,5,3,9,29,0,0,29,23,98
2024-03-18 21:00:00,6,5,9,25,6,4,26,20,101
2024-03-18 21:10:00,8,3,1,19,5,5,23,13,77
2024-03-18 21:20:00,8,6,7,25,9,9,24,21,109
2024-03-18 21:30:00,4,3,4,23,5,5,21,15,80
2024-03-18 21:40:00,4,3,2,17,5,3,28,16,78
2024-03-18 21:50:00,4,2,0,8,5,3,28,16,66
2024-03-18 22:00:00,4,3,9,27,2,2,29,17,93
2024-03-18 22:10:00,2,1,1,11,1,2,21,16,55
2024-03-18 22:20:00,4,3,3,16,5,5,35,22,93
2024-03-18 22:30:00,2,3,5,11,5,1,21,12,60
2024-03-18 22:40:00,1,1,3,15,1,1,29,19,70
2024-03-18 22:50:00,1,1,3,12,5,5,21,21,69
2024-03-18 23:00:00,0,0,2,10,2,1,14,9,38
2024-03-18 23:10:00,3,2,1,11,3,4,16,20,60
2024-03-18 23:20:00,0,1,0,9,2,3,16,11,42
2024-03-18 23:30:00,1,1,2,13,4,2,8,9,40
2024-03-18 23:40:00,2,1,0,10,1,1,14,14,43
2024-03-18 23:50:00,0,0,4,7,0,1,5,8,25
2024-03-19 00:00:00,0,0,1,8,2,3,7,8,29
2024-03-19 00:10:00,0,0,0,9,1,2,2,2,16
2024-03-19 00:20:00,0,0,1,10,1,2,5,7,26
2024-03-19 00:30:00,0,0,1,5,0,1,5,5,17
2024-03-19 00:40:00,0,0,0,4,1,1,6,7,19
2024-03-19 00:50:00,0,0,0,4,0,0,4,6,14
2024-03-19 01:00:00,0,0,2,10,1,1,1,1,16
2024-03-19 01:10:00,0,0,0,1,1,4,1,1,8
2024-03-19 01:20:00,0,0,0,3,0,0,4,4,11
2024-03-19 01:30:00,0,0,0,7,1,1,1,1,11
2024-03-19 01:40:00,0,0,0,5,0,0,4,2,11
2024-03-19 01:50:00,0,0,0,5,0,0,3,3,11
2024-03-19 02:00:00,0,0,1,2,0,0,0,0,3
2024-03-19 02:10:00,0,0,0,1,0,0,0,0,1
2024-03-19 02:20:00,0,0,0,5,1,1,2,2,11
2024-03-19 02:30:00,0,0,0,1,0,0,2,3,6
2024-03-19 02:40:00,0,0,0,3,0,0,1,1,5
2024-03-19 02:50:00,0,0,0,2,0,0,1,2,5
2024-03-19 03:00:00,0,0,0,3,1,1,6,6,17
2024-03-19 03:10:00,0,0,0,3,0,0,2,2,7
2024-03-19 03:20:00,0,0,0,2,0,0,3,3,8
2024-03-19 03:30:00,0,0,0,0,0,0,1,1,2
2024-03-19 03:40:00,0,0,0,1,1,1,3,3,9
2024-03-19 03:50:00,0,0,0,6,0,0,3,4,13
2024-03-19 04:00:00,0,0,0,3,0,0,1,1,5
2024-03-19 04:10:00,0,0,0,5,2,2,0,1,10
2024-03-19 04:20:00,0,0,3,14,0,0,1,1,19
2024-03-19 04:30:00,0,0,0,10,1,0,5,6,22
2024-03-19 04:40:00,0,0,1,10,0,0,8,7,26
2024-03-19 04:50:00,0,0,5,19,2,1,3,5,35
2024-03-19 05:00:00,0,0,4,26,2,3,3,4,42
2024-03-19 05:10:00,0,0,7,34,1,2,7,9,60
2024-03-19 05:20:00,0,0,21,47,4,5,11,14,102
2024-03-19 05:30:00,3,0,19,59,5,5,10,10,111
2024-03-19 05:40:00,2,2,36,53,7,8,9,10,127
2024-03-19 05:50:00,3,2,25,67,4,5,12,10,128
2024-03-19 06:00:00,0,0,16,56,8,9,7,5,101
2024-03-19 06:10:00,4,1,18,76,11,8,23,22,163
2024-03-19 06:20:00,2,3,18,69,7,5,27,19,150
2024-03-19 06:30:00,1,0,14,80,13,10,26,21,165
2024-03-19 06:40:00,2,1,11,95,13,7,28,20,177
2024-03-19 06:50:00,3,2,19,94,8,4,28,23,181
2024-03-19 07:00:00,5,3,14,109,18,12,34,23,218
2024-03-19 07:10:00,7,4,26,94,20,9,35,25,220
2024-03-19 07:20:00,12,4,30,91,17,16,37,24,231
2024-03-19 07:30:00,14,7,34,95,20,18,40,17,245
2024-03-19 07:40:00,17,10,34,87,38,5,38,21,250
2024-03-19 07:50:00,6,4,23,98,36,0,53,26,246
2024-03-19 08:00:00,16,13,36,81,48,0,61,23,278
2024-03-19 08:10:00,19,9,33,69,41,1,34,22,228
2024-03-19 08:20:00,12,5,30,83,38,3,30,21,222
2024-03-19 08:30:00,13,5,27,95,30,1,46,31,248
2024-03-19 08:40:00,20,8,31,63,29,13,52,34,250
2024-03-19 08:50:00,12,7,30,87,25,10,60,28,259
2024-03-19 09:00:00,9,5,25,83,25,7,70,24,248
2024-03-19 09:10:00,16,5,20,91,32,19,36,23,242
2024-03-19 09:20:00,8,4,15,84,17,12,57,23,220
2024-03-19 09:30:00,12,7,26,77,14,8,48,39,231
2024-03-19 09:40:00,9,6,37,65,17,12,37,27,210
2024-03-19 09:50:00,21,7,21,53,16,11,43,38,210
2024-03-19 10:00:00,16,8,36,67,13,7,39,29,215
2024-03-19 10:10:00,18,13,29,37,18,11,54,26,206
2024-03-19 10:20:00,17,11,36,65,17,7,62,34,249
2024-03-19 10:30:00,17,7,31,44,15,16,56,35,221
2024-03-19 10:40:00,19,12,30,39,19,10,79,28,236
2024-03-19 10:50:00,19,10,30,47,20,14,81,35,256
2024-03-19 11:00:00,11,5,25,61,12,13,67,29,223
2024-03-19 11:10:00,14,8,25,37,15,10,59,40,208
2024-03-19 11:20:00,23,9,30,69,17,7,68,34,257
2024-03-19 11:30:00,21,9,23,54,14,11,56,33,221
2024-03-19 11:40:00,24,10,15,30,20,13,50,32,194
2024-03-19 11:50:00,10,5,24,44,14,8,61,36,202
2024-03-19 12:00:00,16,9,23,46,7,6,66,37,210
2024-03-19 12:10:00,16,7,27,54,16,7,72,26,225
2024-03-19 12:20:00,14,9,28,42,18,7,70,36,224
2024-03-19 12:30:00,14,8,32,57,6,13,68,29,227
2024-03-19 12:40:00,102,7,24,42,21,13,74,28,311
2024-03-19 12:50:00,8,7,26,47,14,8,83,34,227
2024-03-19 13:00:00,8,0,28,58,22,12,78,31,237
2024-03-19 13:10:00,17,6,25,46,21,11,79,30,235
2024-03-19 13:20:00,13,9,32,39,17,30,87,35,262
2024-03-19 13:30:00,19,8,29,51,14,14,68,32,235
2024-03-19 13:40:00,23,9,31,60,16,14,81,41,275
2024-03-19 13:50:00,16,12,26,50,20,8,77,40,249
2024-03-19 14:00:00,17,8,30,51,19,13,84,41,263
2024-03-19 14:10:00,22,10,25,55,18,30,90,32,282
2024-03-19 14:20:00,22,11,33,49,21,12,95,20,263
2024-03-19 14:30:00,22,9,26,51,23,18,109,44,302
2024-03-19 14:40:00,25,14,39,61,30,11,97,34,311
2024-03-19 14:50:00,37,12,26,42,18,12,107,31,285
2024-03-19 15:00:00,19,5,11,50,16,12,99,39,251
2024-03-19 15:10:00,17,9,14,52,16,9,131,36,284
2024-03-19 15:20:00,19,9,8,65,19,10,125,43,298
2024-03-19 15:30:00,25,13,8,51,19,12,118,28,274
2024-03-19 15:40:00,13,8,14,55,29,23,133,23,298
2024-03-19 15:50:00,17,5,9,48,15,15,105,27,241
2024-03-19 16:00:00,23,10,11,57,20,9,122,31,283
2024-03-19 16:10:00,13,9,15,68,23,8,117,10,263
2024-03-19 16:20:00,20,12,12,68,18,7,124,4,265
2024-03-19 16:30:00,21,9,16,60,14,8,124,10,262
2024-03-19 16:40:00,27,9,23,58,26,8,140,3,294
2024-03-19 16:50:00,20,7,15,76,20,11,116,32,297
2024-03-19 17:00:00,16,9,1,49,22,11,122,20,250
2024-03-19 17:10:00,15,8,27,66,20,12,118,26,292
2024-03-19 17:20:00,15,10,5,60,12,17,118,21,258
2024-03-19 17:30:00,11,6,19,62,16,9,132,32,287
2024-03-19 17:40:00,14,10,17,71,17,14,105,30,278
2024-03-19 17:50:00,19,11,23,57,22,14,115,45,306
2024-03-19 18:00:00,13,11,9,69,22,5,122,36,287
2024-03-19 18:10:00,12,7,14,58,16,9,98,26,240
2024-03-19 18:20:00,19,6,9,55,13,5,98,19,224
2024-03-19 18:30:00,22,7,14,54,14,11,98,22,242
2024-03-19 18:40:00,13,6,10,48,16,12,89,38,232
2024-03-19 18:50:00,28,13,4,51,20,11,62,19,208
2024-03-19 19:00:00,17,8,3,63,16,11,76,27,221
2024-03-19 19:10:00,10,5,5,65,11,12,49,22,179
2024-03-19 19:20:00,14,9,9,59,16,10,77,20,214
2024-03-19 19:30:00,5,2,3,33,12,6,38,25,124
2024-03-19 19:40:00,10,5,3,43,15,15,43,18,152
2024-03-19 19:50:00,4,3,6,35,26,9,53,38,174
2024-03-19 20:00:00,5,1,5,38,5,4,46,27,131
2024-03-19 20:10:00,7,3,9,42,12,11,51,26,161
2024-03-19 20:20:00,3,2,8,39,10,12,38,29,141
2024-03-19 20:30:00,4,2,13,36,15,17,45,36,168
2024-03-19 20:40:00,10,6,9,34,12,7,50,22,150
2024-03-19 20:50:00,6,2,4,31,6,5,35,24,113
2024-03-19 21:00:00,4,2,14,26,7,6,36,27,122
2024-03-19 21:10:00,3,2,9,26,13,12,29,20,114
2024-03-19 21:20:00,3,1,5,28,4,4,32,23,100
2024-03-19 21:30:00,4,2,2,22,11,8,20,23,92
2024-03-19 21:40:00,1,0,6,29,6,5,20,20,87
2024-03-19 21:50:00,10,6,4,25,5,4,26,18,98
2024-03-19 22:00:00,5,3,3,25,7,5,18,17,83
2024-03-19 22:10:00,0,0,3,9,6,5,22,25,70
2024-03-19 22:20:00,0,0,2,12,3,3,29,23,72
2024-03-19 22:30:00,3,2,4,22,7,6,20,17,81
2024-03-19 22:40:00,3,2,0,18,2,2,26,22,75
2024-03-19 22:50:00,2,2,3,11,4,4,27,22,75
2024-03-19 23:00:00,1,1,5,24,6,4,28,20,89
2024-03-19 23:10:00,4,3,1,8,2,1,14,15,48
2024-03-19 23:20:00,1,0,2,14,3,3,15,14,52
2024-03-19 23:30:00,3,1,0,5,1,2,5,5,22
2024-03-19 23:40:00,0,0,1,10,1,0,8,9,29
2024-03-19 23:50:00,2,0,4,12,2,2,13,14,49
2024-03-20 00:00:00,0,1,0,9,0,0,10,9,29
2024-03-20 00:10:00,0,0,0,10,1,1,7,10,29
2024-03-20 00:20:00,3,1,0,3,2,1,9,7,26
2024-03-20 00:30:00,0,0,0,3,1,1,3,4,12
2024-03-20 00:40:00,0,0,1,3,1,1,3,4,13
2024-03-20 00:50:00,1,1,0,7,1,1,6,6,23
2024-03-20 01:00:00,0,0,0,8,1,1,4,5,19
2024-03-20 01:10:00,1,1,1,6,0,0,1,2,12
2024-03-20 01:20:00,0,0,0,6,1,2,3,2,14
2024-03-20 01:30:00,0,0,0,6,0,0,2,2,10
2024-03-20 01:40:00,0,0,0,3,0,0,3,5,11
2024-03-20 01:50:00,0,0,0,4,1,1,3,4,13
2024-03-20 02:00:00,0,0,1,5,1,1,7,7,22
2024-03-20 02:10:00,0,0,0,5,0,0,3,4,12
2024-03-20 02:20:00,0,0,0,5,0,0,1,1,7
2024-03-20 02:30:00,0,0,0,5,0,0,1,1,7
2024-03-20 02:40:00,0,0,0,3,2,2,2,2,11
2024-03-20 02:50:00,0,0,0,5,0,0,2,2,9
2024-03-20 03:00:00,0,0,0,0,0,0,3,4,7
2024-03-20 03:10:00,0,0,0,4,0,0,3,3,10
2024-03-20 03:20:00,1,1,2,5,2,2,3,4,20
2024-03-20 03:30:00,0,0,0,2,3,2,2,2,11
2024-03-20 03:40:00,0,0,0,4,0,0,2,3,9
2024-03-20 03:50:00,0,0,0,2,0,0,3,4,9
2024-03-20 04:00:00,0,0,0,6,0,0,2,2,10
2024-03-20 04:10:00,0,0,4,10,2,3,3,3,25
2024-03-20 04:20:00,0,0,2,10,0,0,3,6,21
2024-03-20 04:30:00,0,0,0,6,0,0,4,2,12
2024-03-20 04:40:00,0,0,1,12,0,0,1,1,15
2024-03-20 04:50:00,0,0,3,22,1,1,9,8,44
2024-03-20 05:00:00,0,0,8,30,0,0,3,3,44
2024-03-20 05:10:00,0,0,7,28,2,3,7,9,56
2024-03-20 05:20:00,0,0,17,57,7,9,10,8,108
2024-03-20 05:30:00,3,0,19,51,5,2,11,11,102
2024-03-20 05:40:00,1,1,26,56,4,3,3,3,97
2024-03-20 05:50:00,2,1,29,67,5,3,13,14,134
2024-03-20 06:00:00,4,2,13,57,6,4,14,13,113
2024-03-20 06:10:00,1,1,12,94,3,4,16,16,147
2024-03-20 06:20:00,3,4,35,65,5,3,30,20,165
2024-03-20 06:30:00,3,2,25,60,6,7,21,16,140
2024-03-20 06:40:00,5,1,20,89,15,10,24,19,183
2024-03-20 06:50:00,5,3,21,82,15,4,35,19,184
2024-03-20 07:00:00,11,6,16,107,14,9,35,18,216
2024-03-20 07:10:00,6,4,32,88,15,10,29,25,209
2024-03-20 07:20:00,11,3,38,102,20,18,41,27,260
2024-03-20 07:30:00,13,3,32,95,29,14,33,26,245
2024-03-20 07:40:00,11,6,27,100,30,11,42,18,245
2024-03-20 07:50:00,18,13,31,110,28,4,46,22,272
2024-03-20 08:00:00,13,5,20,87,41,0,47,28,241
2024-03-20 08:10:00,25,8,40,91,34,1,45,19,263
2024-03-20 08:20:00,14,5,75,71,35,9,50,34,293
2024-03-20 08:30:00,11,3,42,92,30,17,48,27,270
2024-03-20 08:40:00,19,16,22,86,29,12,35,30,249
2024-03-20 08:50:00,18,6,21,82,24,17,57,27,252
2024-03-20 09:00:00,12,6,25,88,16,9,51,30,237
2024-03-20 09:10:00,17,8,25,67,25,13,43,29,227
2024-03-20 09:20:00,15,10,20,95,19,8,50,26,243
2024-03-20 09:30:00,11,7,22,59,17,13,51,40,220
2024-03-20 09:40:00,12,5,45,64,17,10,44,32,229
2024-03-20 09:50:00,10,6,42,74,19,16,60,38,265
2024-03-20 10:00:00,20,11,26,46,23,11,45,30,212
2024-03-20 10:10:00,17,10,32,55,18,13,52,42,239
2024-03-20 10:20:00,14,13,27,55,10,13,46,28,206
2024-03-20 10:30:00,14,8,27,66,13,7,59,37,231
2024-03-20 10:40:00,16,9,26,38,19,12,75,39,234
2024-03-20 10:50:00,14,8,23,54,26,13,56,49,243
2024-03-20 11:00:00,5,4,19,55,20,8,56,43,210
2024-03-20 11:10:00,17,7,31,66,13,7,56,36,233
2024-03-20 11:20:00,14,4,21,54,14,13,65,37,222
2024-03-20 11:30:00,16,8,20,36,17,10,68,41,216
2024-03-20 11:40:00,6,3,33,44,54,12,58,41,251
2024-03-20 11:50:00,10,4,26,56,14,9,62,38,219
2024-03-20 12:00:00,13,5,21,54,22,11,60,40,226
2024-03-20 12:10:00,13,6,20,50,18,9,59,32,207
2024-03-20 12:20:00,10,4,28,42,19,10,84,38,235
2024-03-20 12:30:00,11,3,32,63,10,12,62,32,225
2024-03-20 12:40:00,10,3,36,47,11,9,75,53,244
2024-03-20 12:50:00,14,5,23,59,18,11,94,29,253
2024-03-20 13:00:00,9,4,28,58,17,11,56,21,204
2024-03-20 13:10:00,24,8,24,50,23,10,89,20,248
2024-03-20 13:20:00,14,3,25,60,16,14,89,51,272
2024-03-20 13:30:00,11,6,24,54,15,13,71,40,234
2024-03-20 13:40:00,9,5,33,47,14,10,82,47,247
2024-03-20 13:50:00,20,9,25,45,14,11,79,46,249
2024-03-20 14:00:00,22,9,30,46,17,10,81,52,267
2024-03-20 14:10:00,17,7,31,45,19,9,96,40,264
2024-03-20 14:20:00,21,7,37,50,21,13,101,32,282
2024-03-20 14:30:00,11,2,29,52,13,7,96,45,255
2024-03-20 14:40:00,16,12,34,49,29,13,101,33,287
2024-03-20 14:50:00,17,6,29,63,11,11,122,44,303
2024-03-20 15:00:00,24,12,17,73,18,13,120,29,306
2024-03-20 15:10:00,21,6,16,44,17,4,114,51,273
2024-03-20 15:20:00,13,5,18,72,13,4,131,41,297
2024-03-20 15:30:00,21,9,11,64,16,14,113,19,267
2024-03-20 15:40:00,17,7,17,65,21,24,134,26,311
2024-03-20 15:50:00,14,7,15,65,11,8,119,16,255
2024-03-20 16:00:00,19,10,13,40,20,9,105,4,220
2024-03-20 16:10:00,29,12,12,51,14,10,121,9,258
2024-03-20 16:20:00,17,13,5,60,9,12,132,4,252
2024-03-20 16:30:00,19,10,17,67,27,15,126,15,296
2024-03-20 16:40:00,19,10,15,56,10,9,104,8,231
2024-03-20 16:50:00,19,10,11,74,15,11,111,28,279
2024-03-20 17:00:00,16,10,16,82,16,17,128,26,311
2024-03-20 17:10:00,23,10,28,67,16,10,124,32,310
2024-03-20 17:20:00,13,4,15,67,20,9,129,27,284
2024-03-20 17:30:00,14,6,11,52,17,9,109,31,249
2024-03-20 17:40:00,14,9,19,65,20,8,95,27,257
2024-03-20 17:50:00,31,14,10,82,17,16,118,22,310
2024-03-20 18:00:00,14,6,15,79,16,4,97,24,255
2024-03-20 18:10:00,17,8,13,55,19,9,94,29,244
2024-03-20 18:20:00,11,4,9,51,17,8,111,23,234
2024-03-20 18:30:00,19,8,8,40,12,14,80,28,209
2024-03-20 18:40:00,17,5,8,57,24,9,80,26,226
2024-03-20 18:50:00,12,7,5,39,20,9,59,21,172
2024-03-20 19:00:00,14,6,7,61,38,9,59,23,217
2024-03-20 19:10:00,15,6,14,66,12,9,83,34,239
2024-03-20 19:20:00,4,3,14,67,12,15,49,27,191
2024-03-20 19:30:00,12,5,10,44,8,6,54,32,171
2024-03-20 19:40:00,14,7,3,28,8,4,47,24,135
2024-03-20 19:50:00,13,8,5,50,10,7,67,28,188
2024-03-20 20:00:00,6,3,6,41,11,11,45,30,153
2024-03-20 20:10:00,4,2,10,36,11,12,38,23,136
2024-03-20 20:20:00,2,3,3,27,11,5,49,30,130
2024-03-20 20:30:00,10,7,10,44,16,22,36,25,170
2024-03-20 20:40:00,2,1,9,45,11,9,42,28,147
2024-03-20 20:50:00,3,2,6,32,7,4,49,22,125
2024-03-20 21:00:00,3,1,12,39,11,11,42,31,150
2024-03-20 21:10:00,6,0,14,26,4,4,45,28,127
2024-03-20 21:20:00,12,8,8,23,3,5,32,25,116
2024-03-20 21:30:00,3,3,8,34,1,1,52,30,132
2024-03-20 21:40:00,5,3,4,22,8,9,45,20,116
2024-03-20 21:50:00,2,2,9,18,9,5,31,21,97
2024-03-20 22:00:00,2,1,7,26,8,7,35,31,117
2024-03-20 22:10:00,3,2,2,19,9,7,36,35,113
2024-03-20 22:20:00,5,2,3,17,11,8,34,27,107
2024-03-20 22:30:00,4,3,7,25,6,6,37,26,114
2024-03-20 22:40:00,3,1,1,11,3,5,25,29,78
2024-03-20 22:50:00,2,1,2,18,2,1,28,23,77
2024-03-20 23:00:00,4,4,5,20,1,2,13,11,60
2024-03-20 23:10:00,2,2,0,12,3,5,16,18,58
2024-03-20 23:20:00,2,2,2,16,6,1,24,17,70
2024-03-20 23:30:00,0,0,3,12,4,0,12,12,43
2024-03-20 23:40:00,1,1,0,8,2,2,9,8,31
2024-03-20 23:50:00,0,0,0,8,3,5,14,17,47
2024-03-21 00:00:00,1,1,0,4,0,0,7,9,22
2024-03-21 00:10:00,0,0,0,7,2,1,5,7,22
2024-03-21 00:20:00,0,0,1,4,1,1,4,6,17
2024-03-21 00:30:00,1,1,2,10,2,3,4,6,29
2024-03-21 00:40:00,0,0,2,6,3,4,5,7,27
2024-03-21 00:50:00,0,0,0,5,0,0,6,8,19
2024-03-21 01:00:00,0,0,1,3,2,8,6,8,28
2024-03-21 01:10:00,1,0,1,5,1,2,6,9,25
2024-03-21 01:20:00,1,0,0,6,1,1,8,9,26
2024-03-21 01:30:00,0,0,0,4,0,0,4,4,12
2024-03-21 01:40:00,0,0,0,1,0,0,5,7,13
2024-03-21 01:50:00,0,0,1,5,0,0,1,1,8
2024-03-21 02:00:00,1,1,4,9,0,0,3,3,21
2024-03-21 02:10:00,1,1,1,8,0,0,4,5,20
2024-03-21 02:20:00,0,0,0,3,0,0,1,1,5
2024-03-21 02:30:00,0,0,0,3,1,1,4,6,15
2024-03-21 02:40:00,0,0,0,2,1,2,3,3,11
2024-03-21 02:50:00,1,1,0,8,1,1,2,3,17
2024-03-21 03:00:00,0,0,0,1,0,0,4,3,8
2024-03-21 03:10:00,0,0,1,2,1,1,1,1,7
2024-03-21 03:20:00,0,0,0,3,0,0,0,0,3
2024-03-21 03:30:00,0,0,1,7,0,0,2,2,12
2024-03-21 03:40:00,0,0,0,1,2,2,5,5,15
2024-03-21 03:50:00,0,0,0,5,1,1,3,5,15
2024-03-21 04:00:00,0,0,2,6,3,3,2,2,18
2024-03-21 04:10:00,1,0,1,11,2,2,4,3,24
2024-03-21 04:20:00,0,0,0,8,0,0,2,3,13
2024-03-21 04:30:00,0,0,1,11,0,0,0,1,13
2024-03-21 04:40:00,0,0,3,15,1,1,2,1,23
2024-03-21 04:50:00,0,0,5,19,1,1,8,7,41
2024-03-21 05:00:00,0,0,5,24,1,1,5,5,41
2024-03-21 05:10:00,1,0,5,25,3,3,6,6,49
2024-03-21 05:20:00,0,0,15,46,3,2,15,11,92
2024-03-21 05:30:00,2,0,24,50,6,6,9,11,108
2024-03-21 05:40:00,1,1,30,76,8,7,7,6,136
2024-03-21 05:50:00,4,3,42,66,5,1,9,10,140
2024-03-21 06:00:00,1,0,15,55,6,7,15,15,114
2024-03-21 06:10:00,2,2,21,76,9,8,20,14,152
2024-03-21 06:20:00,1,1,18,85,11,8,21,16,161
2024-03-21 06:30:00,1,1,25,70,9,8,24,21,159
2024-03-21 06:40:00,1,0,15,103,14,9,28,26,196
2024-03-21 06:50:00,5,3,23,85,19,7,37,23,202
2024-03-21 07:00:00,7,4,19,81,21,12,36,25,205
2024-03-21 07:10:00,2,1,27,87,17,8,34,26,202
2024-03-21 07:20:00,10,7,35,97,21,13,45,28,256
2024-03-21 07:30:00,12,6,34,90,30,14,28,25,239
2024-03-21 07:40:00,10,6,21,77,40,11,31,18,214
2024-03-21 07:50:00,15,9,34,82,28,4,51,34,257
2024-03-21 08:00:00,22,9,40,89,32,7,51,26,276
2024-03-21 08:10:00,16,8,17,93,28,7,50,26,245
2024-03-21 08:20:00,17,6,12,80,24,11,47,31,228
2024-03-21 08:30:00,11,7,32,76,15,5,55,27,228
2024-03-21 08:40:00,19,15,22,101,21,12,41,22,253
2024-03-21 08:50:00,13,6,17,79,23,8,52,33,231
2024-03-21 09:00:00,16,8,20,77,27,13,47,26,234
2024-03-21 09:10:00,15,12,24,68,17,10,40,18,204
2024-03-21 09:20:00,8,6,13,75,14,13,44,31,204
2024-03-21 09:30:00,4,1,22,76,18,15,37,27,200
2024-03-21 09:40:00,14,11,35,48,24,12,40,24,208
2024-03-21 09:50:00,21,13,29,47,24,12,48,23,217
2024-03-21 10:00:00,15,8,33,60,21,13,50,31,231
2024-03-21 10:10:00,18,11,34,56,13,15,40,32,219
2024-03-21 10:20:00,12,7,36,51,17,10,50,25,208
2024-03-21 10:30:00,14,6,27,46,15,11,55,35,209
2024-03-21 10:40:00,14,7,24,47,11,11,54,51,219
2024-03-21 10:50:00,12,12,24,42,24,16,57,35,222
2024-03-21 11:00:00,14,9,19,103,14,9,57,37,262
2024-03-21 11:10:00,13,7,31,102,13,11,50,31,258
2024-03-21 11:20:00,12,9,26,67,23,44,66,42,289
2024-03-21 11:30:00,13,6,36,86,21,11,70,34,277
2024-03-21 11:40:00,17,9,27,49,12,10,50,29,203
2024-03-21 11:50:00,22,10,23,52,22,13,77,30,249
2024-03-21 12:00:00,18,10,23,131,23,13,62,43,323
2024-03-21 12:10:00,11,6,28,112,15,16,75,31,294
2024-03-21 12:20:00,10,4,35,61,15,13,84,46,268
2024-03-21 12:30:00,20,9,37,64,17,12,72,23,254
2024-03-21 12:40:00,15,6,35,56,21,13,68,37,251
2024-03-21 12:50:00,20,8,28,49,21,22,83,42,273
2024-03-21 13:00:00,14,9,28,63,17,13,77,33,254
2024-03-21 13:10:00,12,9,25,54,24,8,106,20,258
2024-03-21 13:20:00,10,5,31,54,15,12,80,31,238
2024-03-21 13:30:00,15,5,33,25,22,14,69,31,214
2024-03-21 13:40:00,13,6,32,45,19,12,68,34,229
2024-03-21 13:50:00,11,5,34,96,21,12,80,41,300
2024-03-21 14:00:00,25,7,33,63,17,9,86,48,288
2024-03-21 14:10:00,18,8,31,88,26,15,119,28,333
2024-03-21 14:20:00,18,7,28,108,15,12,110,42,340
2024-03-21 14:30:00,16,6,27,55,11,11,78,37,241
2024-03-21 14:40:00,23,11,20,67,15,12,104,31,283
2024-03-21 14:50:00,18,5,33,53,23,5,119,30,286
2024-03-21 15:00:00,16,7,10,96,18,14,123,34,318
2024-03-21 15:10:00,24,11,16,81,15,9,126,19,301
2024-03-21 15:20:00,16,7,13,63,23,9,137,29,297
2024-03-21 15:30:00,24,11,21,69,18,7,139,29,318
2024-03-21 15:40:00,29,10,16,69,22,13,123,30,312
2024-03-21 15:50:00,24,11,18,59,12,12,124,32,292
2024-03-21 16:00:00,32,9,16,53,20,15,103,25,273
2024-03-21 16:10:00,23,8,13,60,19,7,132,13,275
2024-03-21 16:20:00,19,9,10,80,14,9,131,19,291
2024-03-21 16:30:00,22,13,29,69,14,13,122,20,302
2024-03-21 16:40:00,21,15,14,74,24,11,133,5,297
2024-03-21 16:50:00,19,8,16,64,26,6,101,25,265
2024-03-21 17:00:00,15,10,8,49,24,14,117,30,267
2024-03-21 17:10:00,24,8,17,92,9,7,109,37,303
2024-03-21 17:20:00,21,10,7,67,29,13,132,33,312
2024-03-21 17:30:00,16,9,14,63,17,15,113,25,272
2024-03-21 17:40:00,48,8,17,69,21,13,111,32,319
2024-03-21 17:50:00,18,7,20,52,18,10,123,19,267
2024-03-21 18:00:00,21,7,3,63,23,15,99,32,263
2024-03-21 18:10:00,15,11,19,62,8,7,107,37,266
2024-03-21 18:20:00,13,4,13,70,21,9,105,18,253
2024-03-21 18:30:00,10,7,6,58,16,13,94,30,234
2024-03-21 18:40:00,19,7,6,70,38,7,83,23,253
2024-03-21 18:50:00,7,3,12,44,21,10,70,31,198
2024-03-21 19:00:00,11,5,4,42,12,4,71,20,169
2024-03-21 19:10:00,16,7,10,43,17,10,67,33,203
