datetime,D11Z,D12Z,D13Z,D21Z,D22Z,D23Z,D31Z,D32Z,D33Z,D41Z,D42Z,D43Z,D44Z,D10Z,Total
2024-03-30 13:00:00,0,0,12,44,35,12,29,39,11,16,65,17,13,28,321
2024-03-30 13:10:00,0,0,10,47,36,14,29,34,18,9,63,14,12,18,304
2024-03-30 13:20:00,0,0,15,49,39,23,31,36,20,13,65,16,16,29,352
2024-03-30 13:30:00,0,0,13,56,37,13,31,37,15,13,66,17,14,26,338
2024-03-30 13:40:00,0,0,20,40,32,16,34,38,14,13,61,22,14,22,326
2024-03-30 13:50:00,0,0,16,44,33,20,32,32,10,9,59,23,17,28,323
2024-03-30 14:00:00,0,0,13,37,27,13,24,21,11,13,58,18,17,18,270
2024-03-30 14:10:00,0,0,16,43,37,15,27,43,18,12,73,14,12,23,333
2024-03-30 14:20:00,0,0,17,54,42,25,32,33,12,9,64,24,21,19,352
2024-03-30 14:30:00,0,0,18,51,40,20,26,35,17,20,64,18,19,20,348
2024-03-30 14:40:00,0,0,14,56,36,16,20,32,17,15,66,18,13,32,335
2024-03-30 14:50:00,0,0,17,60,32,16,28,37,12,12,54,21,15,24,328
2024-03-30 15:00:00,0,0,13,50,38,19,19,32,25,9,66,21,13,22,327
2024-03-30 15:10:00,0,0,17,44,37,13,23,56,14,6,66,16,16,18,326
2024-03-30 15:20:00,0,0,5,48,37,18,26,35,21,8,51,16,14,23,302
2024-03-30 15:30:00,0,0,16,52,28,22,23,24,16,12,64,16,11,22,306
2024-03-30 15:40:00,0,0,14,44,30,21,21,30,17,11,47,15,13,23,286
2024-03-30 15:50:00,0,0,21,45,30,18,29,32,17,8,50,20,13,27,310
2024-03-30 16:00:00,0,0,19,45,29,19,24,36,11,9,56,9,10,26,293
2024-03-30 16:10:00,0,0,15,48,34,19,25,31,13,7,52,10,12,21,287
2024-03-30 16:20:00,0,0,19,57,39,14,18,15,14,9,51,11,10,24,281
2024-03-30 16:30:00,0,0,17,42,32,19,23,24,11,9,57,10,11,24,279
2024-03-30 16:40:00,0,0,15,38,29,17,22,19,9,10,48,15,14,21,257
2024-03-30 16:50:00,0,0,13,36,38,20,24,21,9,14,59,18,18,17,287
2024-03-30 17:00:00,0,0,12,42,33,19,15,25,9,11,46,13,16,25,266
2024-03-30 17:10:00,0,0,14,41,34,17,26,28,14,7,49,10,16,17,273
2024-03-30 17:20:00,0,0,11,38,28,22,26,31,14,8,54,17,14,22,285
2024-03-30 17:30:00,0,0,11,43,29,14,16,25,12,13,37,12,11,18,241
2024-03-30 17:40:00,0,0,14,25,30,13,27,26,11,5,52,21,18,25,267
2024-03-30 17:50:00,0,0,14,41,27,12,24,21,10,9,60,15,13,19,265
2024-03-30 18:00:00,0,0,9,47,26,18,29,27,13,26,51,12,12,18,288
2024-03-30 18:10:00,0,0,12,37,35,18,31,42,17,7,46,20,15,24,304
2024-03-30 18:20:00,0,0,17,46,29,21,23,26,6,15,52,22,17,19,293
2024-03-30 18:30:00,0,0,15,30,30,17,25,29,7,12,50,16,16,15,262
2024-03-30 18:40:00,0,0,11,34,22,12,22,28,7,5,41,16,12,31,241
2024-03-30 18:50:00,0,0,7,31,25,16,21,15,7,12,56,16,14,20,240
2024-03-30 19:00:00,0,0,13,23,23,8,15,16,10,14,56,16,14,20,228
2024-03-30 19:10:00,0,0,6,32,26,17,21,23,6,10,37,11,13,8,210
2024-03-30 19:20:00,0,0,10,29,17,11,16,16,11,5,48,15,10,7,195
2024-03-30 19:30:00,0,0,11,39,15,13,24,14,7,4,48,9,9,11,204
2024-03-30 19:40:00,0,0,10,24,18,44,25,24,3,8,32,10,11,16,225
2024-03-30 19:50:00,0,0,15,23,16,9,18,26,7,9,25,7,7,11,173
2024-03-30 20:00:00,0,0,10,28,20,5,22,18,9,6,37,10,13,12,190
2024-03-30 20:10:00,0,0,15,36,21,18,15,22,6,7,37,7,8,11,203
2024-03-30 20:20:00,0,0,11,16,15,11,13,24,9,7,30,5,6,18,165
2024-03-30 20:30:00,0,0,7,23,15,7,20,21,6,70,35,9,6,10,229
2024-03-30 20:40:00,0,0,11,20,9,7,18,21,7,6,39,9,3,22,172
2024-03-30 20:50:00,0,0,9,25,15,8,26,21,4,5,43,7,6,12,181
2024-03-30 21:00:00,0,0,7,18,17,5,19,13,9,8,29,7,5,11,148
2024-03-30 21:10:00,0,0,7,31,26,13,24,16,4,0,23,12,9,9,174
2024-03-30 21:20:00,0,0,7,16,13,9,20,25,3,2,24,4,13,11,147
2024-03-30 21:30:00,0,0,9,24,11,3,10,13,6,7,40,6,6,12,147
2024-03-30 21:40:00,0,0,5,19,20,8,15,21,8,8,30,6,4,12,156
2024-03-30 21:50:00,0,0,12,21,16,8,15,13,3,1,31,9,7,4,140
2024-03-30 22:00:00,0,0,10,17,18,9,18,14,4,11,28,8,2,6,145
2024-03-30 22:10:00,0,0,11,22,13,7,10,15,2,5,34,7,5,8,139
2024-03-30 22:20:00,0,0,9,21,18,6,17,7,2,5,33,6,7,9,140
2024-03-30 22:30:00,0,0,10,14,10,7,9,8,7,9,23,6,2,14,119
2024-03-30 22:40:00,0,0,12,27,21,20,8,9,5,6,27,4,6,14,159
2024-03-30 22:50:00,0,0,10,18,11,16,12,7,6,6,22,10,7,10,135
2024-03-30 23:00:00,0,0,7,12,9,10,12,12,11,5,29,5,3,8,123
2024-03-30 23:10:00,0,0,5,9,9,5,11,11,1,5,20,4,4,7,91
2024-03-30 23:20:00,0,0,7,15,7,7,5,14,2,10,38,3,4,9,121
2024-03-30 23:30:00,0,0,6,17,9,5,4,9,9,6,13,3,3,13,97
2024-03-30 23:40:00,0,0,6,23,9,6,8,7,1,3,17,8,4,6,98
2024-03-30 23:50:00,0,0,3,10,10,4,5,11,3,5,20,4,0,6,81
2024-03-31 00:00:00,0,0,2,10,4,5,2,5,4,2,23,4,3,5,69
2024-03-31 00:10:00,0,0,2,18,12,13,7,8,3,1,16,4,1,3,88
2024-03-31 00:20:00,0,0,3,6,7,5,7,5,0,3,15,1,1,6,59
2024-03-31 00:30:00,0,0,3,11,8,5,9,8,0,3,7,1,3,1,59
2024-03-31 00:40:00,0,0,5,9,10,8,7,6,3,0,13,3,1,6,71
2024-03-31 00:50:00,0,0,5,9,4,2,4,5,1,1,10,0,1,2,44
2024-03-31 01:00:00,0,0,3,6,4,3,5,8,0,3,18,7,0,2,59
2024-03-31 01:10:00,0,0,0,8,2,2,3,7,0,2,11,3,1,4,43
2024-03-31 01:20:00,0,0,2,10,7,3,6,12,2,0,9,3,2,1,57
2024-03-31 01:30:00,0,0,5,8,2,1,6,7,1,5,12,3,3,3,56
2024-03-31 01:40:00,0,0,2,8,8,5,8,3,0,0,4,3,0,2,43
2024-03-31 01:50:00,0,0,2,10,3,2,5,8,0,3,8,0,0,1,42
2024-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 02:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31 03:00:00,0,0,2,6,4,2,4,5,0,0,2,0,0,3,28
2024-03-31 03:10:00,0,0,0,4,7,5,9,5,3,4,9,1,2,2,51
2024-03-31 03:20:00,0,0,5,3,3,3,1,9,1,5,6,2,3,2,43
2024-03-31 03:30:00,0,0,1,9,3,2,5,3,2,8,15,3,2,1,54
2024-03-31 03:40:00,0,0,5,1,2,1,7,8,1,1,7,2,2,2,39
2024-03-31 03:50:00,0,0,1,6,4,3,6,9,2,2,5,1,3,2,44
2024-03-31 04:00:00,0,0,1,2,3,2,7,7,0,2,4,1,0,2,31
2024-03-31 04:10:00,0,0,2,4,2,2,6,4,2,1,6,4,3,1,37
2024-03-31 04:20:00,0,0,1,2,0,1,6,7,1,0,1,0,0,2,21
2024-03-31 04:30:00,0,0,2,3,1,1,5,4,1,6,6,0,0,1,30
2024-03-31 04:40:00,0,0,2,1,2,1,5,3,2,2,3,2,0,3,26
2024-03-31 04:50:00,0,0,1,4,2,2,10,7,0,5,5,0,0,2,38
2024-03-31 05:00:00,0,0,2,5,2,1,5,8,4,0,2,2,2,5,38
2024-03-31 05:10:00,0,0,1,3,3,2,4,7,5,1,10,0,0,2,38
2024-03-31 05:20:00,0,0,1,3,2,0,6,8,4,0,2,3,1,0,30
2024-03-31 05:30:00,0,0,2,4,5,1,4,5,4,2,6,1,3,1,38
2024-03-31 05:40:00,0,0,4,2,7,1,5,5,2,2,5,0,1,1,35
2024-03-31 05:50:00,0,0,0,2,1,1,3,8,1,2,4,1,2,3,28
2024-03-31 06:00:00,0,0,3,2,2,1,1,4,1,0,4,4,1,3,26
2024-03-31 06:10:00,0,0,3,3,1,0,4,2,2,3,6,2,3,4,33
2024-03-31 06:20:00,0,0,1,1,1,2,3,3,2,0,8,3,4,0,28
2024-03-31 06:30:00,0,0,4,4,2,0,1,0,1,1,3,2,2,0,20
2024-03-31 06:40:00,0,0,0,10,0,0,2,9,2,1,3,0,1,3,31
2024-03-31 06:50:00,0,0,1,3,3,0,2,4,4,0,3,2,2,1,25
2024-03-31 07:00:00,0,0,2,4,0,2,1,1,0,2,6,2,3,0,23
2024-03-31 07:10:00,0,0,0,2,2,4,1,2,1,1,7,2,2,1,25
2024-03-31 07:20:00,0,0,2,4,0,1,4,3,1,0,5,2,1,0,23
2024-03-31 07:30:00,0,0,1,1,2,1,2,4,2,1,8,0,0,0,22
2024-03-31 07:40:00,0,0,0,7,3,0,7,8,4,1,6,1,3,1,41
2024-03-31 07:50:00,0,0,3,4,2,1,7,7,2,3,6,2,2,1,40
2024-03-31 08:00:00,0,0,1,3,2,2,4,6,2,0,4,0,0,1,25
2024-03-31 08:10:00,0,0,4,12,3,3,5,4,3,1,2,4,1,1,43
2024-03-31 08:20:00,0,0,1,7,9,3,4,5,3,2,14,4,2,3,57
2024-03-31 08:30:00,0,0,4,8,6,4,2,7,3,0,9,0,0,1,44
2024-03-31 08:40:00,0,0,5,11,3,4,4,4,8,5,19,4,5,2,74
2024-03-31 08:50:00,0,0,2,12,7,3,9,9,3,1,16,4,2,3,71
2024-03-31 09:00:00,0,0,4,15,8,5,7,10,2,3,10,4,4,1,73
2024-03-31 09:10:00,0,0,3,11,7,8,9,10,4,7,21,9,5,3,97
2024-03-31 09:20:00,0,0,3,20,4,5,9,5,5,6,27,2,2,1,89
2024-03-31 09:30:00,0,0,4,25,12,10,11,6,1,10,30,9,3,3,124
2024-03-31 09:40:00,0,0,5,25,13,9,13,21,6,5,34,8,7,6,152
2024-03-31 09:50:00,0,0,5,26,14,12,14,16,5,11,40,8,4,2,157
2024-03-31 10:00:00,0,0,6,24,14,7,9,9,8,3,31,7,4,2,124
2024-03-31 10:10:00,0,0,4,25,19,11,17,12,9,6,27,5,4,5,144
2024-03-31 10:20:00,0,0,6,28,19,12,15,18,13,5,43,6,3,0,168
2024-03-31 10:30:00,0,0,9,27,14,10,19,15,16,5,33,7,5,8,168
2024-03-31 10:40:00,0,0,2,22,21,7,17,20,9,3,50,6,4,7,168
2024-03-31 10:50:00,0,0,3,38,24,9,20,20,8,7,51,11,7,10,208
2024-03-31 11:00:00,0,0,4,28,15,9,10,6,8,9,39,11,8,8,155
2024-03-31 11:10:00,0,0,4,31,25,12,22,16,8,9,47,9,4,4,191
2024-03-31 11:20:00,0,0,5,31,29,16,18,13,9,3,56,11,7,13,211
2024-03-31 11:30:00,0,0,9,29,25,9,15,9,7,2,57,8,6,13,189
2024-03-31 11:40:00,0,0,3,36,22,28,18,24,14,12,64,5,6,5,237
2024-03-31 11:50:00,0,0,10,43,27,21,23,24,12,6,62,10,10,9,257
2024-03-31 12:00:00,0,0,9,34,32,14,21,14,11,9,74,8,4,7,237
2024-03-31 12:10:00,0,0,2,28,22,20,18,27,14,7,68,10,10,6,232
2024-03-31 12:20:00,0,0,5,45,31,12,22,19,13,7,56,5,5,5,225
2024-03-31 12:30:00,0,0,7,30,30,18,24,18,6,7,54,6,9,9,218
2024-03-31 12:40:00,0,0,5,36,27,28,22,28,4,10,58,10,12,11,251
2024-03-31 12:50:00,0,0,10,17,21,14,15,18,14,8,57,6,8,9,197
2024-03-31 13:00:00,0,0,12,21,25,17,14,23,12,5,37,14,10,11,201
2024-03-31 13:10:00,0,0,5,29,19,14,26,21,15,4,51,12,9,14,219
2024-03-31 13:20:00,0,0,5,32,24,14,12,12,12,14,57,9,12,14,217
2024-03-31 13:30:00,0,0,3,35,20,13,22,16,16,9,51,9,10,10,214
2024-03-31 13:40:00,0,0,5,34,24,13,20,20,11,11,62,13,8,14,235
2024-03-31 13:50:00,0,0,11,35,17,14,21,20,12,8,57,14,14,7,230
2024-03-31 14:00:00,0,0,7,33,27,14,16,13,11,12,59,9,9,10,220
2024-03-31 14:10:00,0,0,8,34,27,11,22,29,18,7,57,12,10,10,245
2024-03-31 14:20:00,0,0,9,34,22,17,22,28,11,6,59,9,9,6,232
2024-03-31 14:30:00,0,0,11,35,21,16,17,22,5,7,48,8,8,9,207
2024-03-31 14:40:00,0,0,8,35,22,21,27,25,10,8,63,15,10,11,255
2024-03-31 14:50:00,0,0,8,30,25,12,21,23,12,10,54,8,7,10,220
2024-03-31 15:00:00,0,0,9,28,22,22,16,21,13,8,55,11,5,11,221
2024-03-31 15:10:00,0,0,7,38,31,19,27,31,13,5,54,10,9,8,252
2024-03-31 15:20:00,0,0,8,29,28,11,23,23,8,9,59,8,8,10,224
2024-03-31 15:30:00,0,0,8,29,25,18,23,15,7,8,68,5,4,8,218
2024-03-31 15:40:00,0,0,8,27,23,18,31,23,15,5,31,8,7,8,204
2024-03-31 15:50:00,0,0,11,32,28,13,22,23,15,8,47,6,10,11,226
2024-03-31 16:00:00,0,0,8,33,25,13,24,15,21,6,52,12,9,9,227
2024-03-31 16:10:00,0,0,5,35,25,11,22,24,10,9,44,9,8,8,210
2024-03-31 16:20:00,0,0,6,33,27,9,22,23,13,11,39,10,8,8,209
2024-03-31 16:30:00,0,0,4,29,44,20,24,31,12,12,47,9,5,15,252
2024-03-31 16:40:00,0,0,4,37,25,17,27,23,13,10,37,9,10,14,226
2024-03-31 16:50:00,0,0,4,27,21,16,23,24,12,22,56,9,11,11,236
2024-03-31 17:00:00,0,0,8,44,24,11,20,13,9,7,48,14,16,8,222
2024-03-31 17:10:00,0,0,7,26,33,20,34,31,8,11,48,16,12,12,258
2024-03-31 17:20:00,0,0,12,39,26,23,30,22,8,8,46,17,14,9,254
2024-03-31 17:30:00,0,0,7,53,20,18,31,28,13,4,56,16,11,11,268
2024-03-31 17:40:00,0,0,3,33,20,18,22,26,6,10,52,13,12,11,226
2024-03-31 17:50:00,0,0,14,39,27,10,26,25,14,8,57,9,10,12,251
2024-03-31 18:00:00,0,0,12,34,29,21,26,20,10,9,56,20,7,8,252
2024-03-31 18:10:00,0,0,7,31,29,21,25,22,13,5,65,16,13,11,258
2024-03-31 18:20:00,0,0,7,27,25,15,28,30,10,6,48,15,12,12,235
2024-03-31 18:30:00,0,0,5,52,37,19,16,25,7,11,61,17,20,10,280
2024-03-31 18:40:00,0,0,13,33,26,13,21,27,6,10,43,12,13,7,224
2024-03-31 18:50:00,0,0,7,32,26,14,15,27,10,10,53,10,14,7,225
2024-03-31 19:00:00,0,0,12,38,24,15,24,17,6,19,58,15,14,8,250
2024-03-31 19:10:00,0,0,10,27,23,15,28,26,13,12,55,14,10,9,242
2024-03-31 19:20:00,0,0,9,43,22,15,22,26,9,8,40,10,13,13,230
2024-03-31 19:30:00,0,0,12,32,26,18,22,19,12,9,54,11,8,13,236
2024-03-31 19:40:00,0,0,8,28,27,17,23,19,14,8,51,8,11,9,223
2024-03-31 19:50:00,0,0,11,22,19,12,25,16,9,6,52,11,9,19,211
2024-03-31 20:00:00,0,0,7,36,26,22,15,23,5,6,50,6,6,4,206
2024-03-31 20:10:00,0,0,8,29,18,11,22,19,15,13,50,10,7,8,210
2024-03-31 20:20:00,0,0,7,28,14,7,22,19,13,9,33,14,7,5,178
2024-03-31 20:30:00,0,0,5,23,21,11,25,23,14,11,40,9,11,6,199
2024-03-31 20:40:00,0,0,5,25,18,12,21,17,6,7,37,6,5,7,166
2024-03-31 20:50:00,0,0,9,26,12,11,13,20,8,5,38,9,9,4,164
2024-03-31 21:00:00,0,0,4,26,19,10,9,18,12,11,40,10,6,9,174
2024-03-31 21:10:00,0,0,7,27,18,14,19,17,3,3,39,6,11,4,168
2024-03-31 21:20:00,0,0,10,23,15,8,20,25,7,5,26,4,2,8,153
2024-03-31 21:30:00,0,0,10,23,29,16,16,16,12,11,35,13,6,9,196
2024-03-31 21:40:00,0,0,11,14,16,17,16,14,7,9,41,5,7,12,169
2024-03-31 21:50:00,0,0,7,24,17,12,11,13,7,3,31,5,7,3,140
2024-03-31 22:00:00,0,0,7,13,11,10,13,13,5,9,38,10,6,7,142
2024-03-31 22:10:00,0,0,6,15,12,3,7,9,10,2,24,6,7,12,113
2024-03-31 22:20:00,0,0,6,19,13,9,16,16,8,6,38,5,2,6,144
2024-03-31 22:30:00,0,0,6,14,10,9,13,8,6,5,26,10,10,3,120
2024-03-31 22:40:00,0,0,4,11,8,9,13,8,4,4,21,6,7,6,101
2024-03-31 22:50:00,0,0,9,17,9,10,14,11,3,4,27,8,6,3,121
2024-03-31 23:00:00,0,0,4,13,8,5,15,12,11,3,11,3,2,6,93
2024-03-31 23:10:00,0,0,8,14,7,3,13,13,16,6,22,6,3,8,119
2024-03-31 23:20:00,0,0,4,14,10,7,11,4,4,4,12,3,8,5,86
2024-03-31 23:30:00,0,0,6,9,9,6,8,6,5,6,17,4,5,7,88
2024-03-31 23:40:00,0,0,7,11,4,4,10,12,7,3,18,3,4,5,88
2024-03-31 23:50:00,0,0,5,17,7,7,11,8,6,2,9,0,1,3,76
2024-04-01 00:00:00,0,0,2,5,5,7,6,4,7,2,12,5,2,5,62
2024-04-01 00:10:00,0,0,2,4,8,4,13,10,2,5,6,5,4,4,67
2024-04-01 00:20:00,0,0,1,7,7,4,9,10,6,6,12,4,0,2,68
2024-04-01 00:30:00,0,0,5,7,2,9,5,7,4,3,9,10,4,5,70
2024-04-01 00:40:00,0,0,5,7,6,1,9,10,3,3,8,4,1,3,60
2024-04-01 00:50:00,0,0,0,4,1,0,5,8,4,2,8,3,2,3,40
2024-04-01 01:00:00,0,0,3,5,4,4,8,5,6,2,10,1,1,4,53
2024-04-01 01:10:00,0,0,1,5,1,0,5,9,3,2,13,5,2,3,49
2024-04-01 01:20:00,0,0,4,5,3,3,3,7,8,3,14,2,0,5,57
2024-04-01 01:30:00,0,0,3,5,10,5,3,4,2,4,10,1,0,1,48
2024-04-01 01:40:00,0,0,1,4,4,1,8,4,3,0,5,3,2,2,37
2024-04-01 01:50:00,0,0,4,4,3,3,3,6,5,2,7,0,0,0,37
2024-04-01 02:00:00,0,0,3,10,5,1,5,5,1,0,5,0,0,1,36
2024-04-01 02:10:00,0,0,3,6,3,1,6,7,3,2,6,5,0,3,45
2024-04-01 02:20:00,0,0,2,5,3,3,7,4,4,1,4,4,3,2,42
2024-04-01 02:30:00,0,0,3,6,4,3,4,3,1,2,9,6,1,0,42
2024-04-01 02:40:00,0,0,4,4,6,4,8,1,1,1,1,1,0,1,32
2024-04-01 02:50:00,0,0,1,5,2,0,4,2,3,0,3,2,1,2,25
2024-04-01 03:00:00,0,0,2,3,1,1,4,2,4,2,4,3,0,2,28
2024-04-01 03:10:00,0,0,2,0,0,1,4,5,4,1,9,3,1,2,32
2024-04-01 03:20:00,0,0,1,5,2,1,4,3,4,0,3,1,0,0,24
2024-04-01 03:30:00,0,0,0,0,3,2,7,5,0,0,0,1,0,2,20
2024-04-01 03:40:00,0,0,3,2,0,1,4,4,3,2,3,2,3,0,27
2024-04-01 03:50:00,0,0,2,4,3,1,4,4,4,2,2,0,1,2,29
2024-04-01 04:00:00,0,0,0,3,2,1,5,4,3,3,6,2,1,1,31
2024-04-01 04:10:00,0,0,4,4,4,2,4,2,1,0,3,0,0,2,26
2024-04-01 04:20:00,0,0,2,4,3,3,3,7,2,2,2,0,0,0,28
2024-04-01 04:30:00,0,0,3,1,1,1,4,1,1,2,3,2,0,0,19
2024-04-01 04:40:00,0,0,0,1,1,2,2,2,36,3,6,0,0,2,55
2024-04-01 04:50:00,0,0,1,6,2,0,4,2,2,0,0,2,1,0,20
2024-04-01 05:00:00,0,0,3,4,1,2,2,4,1,0,0,1,0,0,18
2024-04-01 05:10:00,0,0,0,2,2,0,0,5,1,2,4,0,2,3,21
2024-04-01 05:20:00,0,0,0,2,6,0,4,7,0,1,3,0,1,3,27
2024-04-01 05:30:00,0,0,4,4,10,3,3,5,3,2,4,2,5,3,48
2024-04-01 05:40:00,0,0,2,6,9,1,5,2,2,1,2,1,2,1,34
2024-04-01 05:50:00,0,0,2,4,1,0,2,4,0,1,6,1,2,3,26
2024-04-01 06:00:00,0,0,4,1,5,0,2,4,1,1,5,0,0,1,24
2024-04-01 06:10:00,0,0,1,4,3,1,2,0,0,2,12,1,2,4,32
2024-04-01 06:20:00,0,0,1,5,1,0,3,1,0,1,8,3,4,2,29
2024-04-01 06:30:00,0,0,2,2,2,1,0,0,2,5,6,3,7,0,30
2024-04-01 06:40:00,0,0,1,5,2,0,1,4,0,2,5,3,2,2,27
2024-04-01 06:50:00,0,0,1,1,1,1,2,3,1,0,3,4,4,2,23
2024-04-01 07:00:00,0,0,1,3,0,2,0,1,0,3,6,1,1,2,20
2024-04-01 07:10:00,0,0,1,2,2,2,1,2,1,0,1,1,0,1,14
2024-04-01 07:20:00,0,0,1,4,0,0,2,4,1,1,7,1,1,1,23
2024-04-01 07:30:00,0,0,2,3,0,2,2,3,4,2,5,1,2,1,27
2024-04-01 07:40:00,0,0,2,4,3,1,1,7,0,1,3,3,2,0,27
2024-04-01 07:50:00,0,0,0,8,3,4,4,7,1,1,8,1,4,0,41
2024-04-01 08:00:00,0,0,3,4,2,2,2,4,1,0,4,1,0,0,23
2024-04-01 08:10:00,0,0,1,5,3,4,2,6,1,0,4,1,0,1,28
2024-04-01 08:20:00,0,0,2,5,3,1,3,4,0,3,7,6,3,1,38
2024-04-01 08:30:00,0,0,4,6,2,1,4,5,4,4,14,1,2,4,51
2024-04-01 08:40:00,0,0,1,11,8,4,5,4,2,4,12,2,4,2,59
2024-04-01 08:50:00,0,0,0,8,9,4,3,7,3,1,10,1,1,3,50
2024-04-01 09:00:00,0,0,3,7,3,2,11,8,4,8,16,0,0,0,62
2024-04-01 09:10:00,0,0,2,12,8,4,4,6,5,9,20,2,4,3,79
2024-04-01 09:20:00,0,0,2,16,8,6,9,8,3,6,22,1,1,4,86
2024-04-01 09:30:00,0,0,4,11,10,4,7,9,4,12,38,2,5,5,111
2024-04-01 09:40:00,0,0,5,18,11,8,9,9,6,11,34,11,6,5,133
2024-04-01 09:50:00,0,0,5,15,8,7,5,7,9,8,28,7,6,5,110
2024-04-01 10:00:00,0,0,5,16,11,5,11,11,4,6,31,10,6,10,126
2024-04-01 10:10:00,0,0,7,29,17,7,22,12,5,1,32,7,4,4,147
2024-04-01 10:20:00,0,0,7,23,15,6,13,13,5,4,37,9,3,7,142
2024-04-01 10:30:00,0,0,4,20,12,7,9,8,34,8,49,4,5,5,165
2024-04-01 10:40:00,0,0,8,22,20,10,13,17,9,11,37,10,5,8,170
2024-04-01 10:50:00,0,0,8,24,18,16,14,18,5,8,41,8,5,11,176
2024-04-01 11:00:00,0,0,5,27,19,14,11,9,13,7,44,9,5,9,172
2024-04-01 11:10:00,0,0,3,30,20,10,16,23,11,3,36,6,5,3,166
2024-04-01 11:20:00,0,0,3,24,16,15,15,11,5,6,49,7,9,10,170
2024-04-01 11:30:00,0,0,7,24,20,10,20,18,11,10,51,6,6,6,189
2024-04-01 11:40:00,0,0,5,31,19,11,22,11,6,10,49,6,6,3,179
2024-04-01 11:50:00,0,0,7,30,22,15,16,18,3,3,43,13,6,12,188
2024-04-01 12:00:00,0,0,11,31,14,12,14,14,5,1,53,10,5,11,181
2024-04-01 12:10:00,0,0,10,47,23,10,13,15,17,8,63,5,5,11,227
2024-04-01 12:20:00,0,0,8,37,23,15,24,16,5,9,49,13,6,8,213
2024-04-01 12:30:00,0,0,12,36,35,21,17,25,8,5,51,12,11,10,243
2024-04-01 12:40:00,0,0,9,36,21,19,15,22,11,11,51,5,7,9,216
2024-04-01 12:50:00,0,0,9,27,15,11,14,22,4,6,55,7,7,14,191
2024-04-01 13:00:00,0,0,4,22,21,18,17,28,14,8,46,7,4,11,200
2024-04-01 13:10:00,0,0,10,41,23,12,26,18,12,5,35,5,5,11,203
2024-04-01 13:20:00,0,0,8,27,21,13,17,13,8,9,48,7,7,8,186
2024-04-01 13:30:00,0,0,11,33,22,22,21,14,16,6,50,7,5,7,214
2024-04-01 13:40:00,0,0,8,42,36,19,19,18,5,7,60,8,7,7,236
2024-04-01 13:50:00,0,0,17,30,23,8,24,24,6,13,68,15,16,11,255
2024-04-01 14:00:00,0,0,11,29,24,8,17,22,5,11,58,8,9,11,213
2024-04-01 14:10:00,0,0,13,41,24,13,25,27,10,6,54,17,13,10,253
2024-04-01 14:20:00,0,0,11,63,25,13,19,23,13,6,64,16,8,13,274
2024-04-01 14:30:00,0,0,8,40,24,15,16,35,16,3,53,11,7,13,241
2024-04-01 14:40:00,0,0,13,37,27,21,23,29,11,10,74,16,19,8,288
2024-04-01 14:50:00,0,0,10,35,35,20,28,21,15,10,54,14,9,20,271
2024-04-01 15:00:00,0,0,10,41,29,20,21,30,9,10,70,21,13,20,294
2024-04-01 15:10:00,0,0,11,35,25,18,29,22,8,5,45,14,15,13,240
2024-04-01 15:20:00,0,0,13,30,35,14,36,27,10,8,64,13,15,11,276
2024-04-01 15:30:00,0,0,12,36,30,18,22,19,8,4,63,11,11,8,242
2024-04-01 15:40:00,0,0,9,27,27,17,21,19,11,10,57,12,7,17,234
2024-04-01 15:50:00,0,0,7,36,27,17,22,27,6,10,46,10,5,11,224
2024-04-01 16:00:00,0,0,9,29,24,15,17,15,11,7,54,8,8,8,205
2024-04-01 16:10:00,0,0,5,38,36,18,28,29,8,7,46,7,9,13,244
2024-04-01 16:20:00,0,0,13,34,22,14,24,24,12,3,59,10,10,19,244
2024-04-01 16:30:00,0,0,11,39,22,12,24,29,8,10,57,10,8,19,249
2024-04-01 16:40:00,0,0,13,30,33,18,17,27,14,6,54,15,13,17,257
2024-04-01 16:50:00,0,0,7,38,30,16,19,28,8,3,36,13,9,10,217
2024-04-01 17:00:00,0,0,8,31,23,13,26,24,12,14,67,14,14,13,259
2024-04-01 17:10:00,0,0,10,43,38,19,16,18,17,4,49,14,7,20,255
2024-04-01 17:20:00,0,0,11,34,28,16,16,27,3,7,51,15,15,14,237
2024-04-01 17:30:00,0,0,12,37,26,14,22,18,8,8,57,9,11,18,240
2024-04-01 17:40:00,0,0,11,37,26,6,32,29,12,4,58,12,10,15,252
2024-04-01 17:50:00,0,0,13,33,20,10,24,29,11,9,62,13,12,16,252
2024-04-01 18:00:00,0,0,12,42,24,25,31,29,7,14,66,16,16,14,296
2024-04-01 18:10:00,0,0,7,34,23,14,21,32,8,9,60,11,10,16,245
2024-04-01 18:20:00,0,0,10,34,28,22,15,24,14,7,54,13,11,13,245
2024-04-01 18:30:00,0,0,10,23,18,19,22,31,9,4,48,14,7,9,214
2024-04-01 18:40:00,0,0,6,38,27,15,27,22,12,8,59,10,8,11,243
