datetime,D51Z,D52Z,V51Z,D111Z,V111Z,D112Z,Total
2024-03-28 00:40:00,11,10,9,6,6,5,47
2024-03-28 00:50:00,7,6,6,4,4,5,32
2024-03-28 01:00:00,6,3,3,10,12,8,42
2024-03-28 01:10:00,2,2,1,3,6,3,17
2024-03-28 01:20:00,8,8,12,7,5,6,46
2024-03-28 01:30:00,2,2,2,1,1,1,9
2024-03-28 01:40:00,1,0,0,3,3,2,9
2024-03-28 01:50:00,1,1,2,3,4,3,14
2024-03-28 02:00:00,1,3,1,3,4,3,15
2024-03-28 02:10:00,3,2,4,3,3,2,17
2024-03-28 02:20:00,2,3,2,2,3,2,14
2024-03-28 02:30:00,5,5,4,2,2,1,19
2024-03-28 02:40:00,4,5,4,3,1,3,20
2024-03-28 02:50:00,3,3,3,4,5,4,22
2024-03-28 03:00:00,3,2,2,1,1,1,10
2024-03-28 03:10:00,0,0,0,3,3,3,9
2024-03-28 03:20:00,3,3,3,1,0,0,10
2024-03-28 03:30:00,4,4,3,3,3,3,20
2024-03-28 03:40:00,3,2,3,4,6,4,22
2024-03-28 03:50:00,3,3,3,6,6,4,25
2024-03-28 04:00:00,1,1,1,2,2,2,9
2024-03-28 04:10:00,1,1,1,2,3,2,10
2024-03-28 04:20:00,7,7,6,5,3,4,32
2024-03-28 04:30:00,3,3,2,2,3,3,16
2024-03-28 04:40:00,6,5,3,11,9,9,43
2024-03-28 04:50:00,3,2,1,4,6,4,20
2024-03-28 05:00:00,2,2,3,9,6,9,31
2024-03-28 05:10:00,9,9,6,18,19,17,78
2024-03-28 05:20:00,6,5,8,18,17,17,71
2024-03-28 05:30:00,18,16,18,32,28,30,142
2024-03-28 05:40:00,17,14,13,35,32,34,145
2024-03-28 05:50:00,10,10,9,39,35,41,144
2024-03-28 06:00:00,20,18,12,38,21,37,146
2024-03-28 06:10:00,24,23,18,58,37,58,218
2024-03-28 06:20:00,16,17,13,61,37,61,205
2024-03-28 06:30:00,23,22,17,65,30,63,220
2024-03-28 06:40:00,24,29,17,73,35,72,250
2024-03-28 06:50:00,14,12,11,64,32,67,200
2024-03-28 07:00:00,46,41,30,70,37,67,291
2024-03-28 07:10:00,21,21,16,51,39,58,206
2024-03-28 07:20:00,25,24,24,62,38,54,227
2024-03-28 07:30:00,36,38,30,55,40,55,254
2024-03-28 07:40:00,34,39,28,64,38,67,270
2024-03-28 07:50:00,34,31,21,69,36,69,260
2024-03-28 08:00:00,32,35,28,58,35,54,242
2024-03-28 08:10:00,48,48,30,53,25,54,258
2024-03-28 08:20:00,47,49,30,70,49,64,309
2024-03-28 08:30:00,41,43,27,52,40,54,257
2024-03-28 08:40:00,46,52,31,63,35,62,289
2024-03-28 08:50:00,39,41,28,52,36,57,253
2024-03-28 09:00:00,35,36,24,62,29,58,244
2024-03-28 09:10:00,53,56,34,50,39,55,287
2024-03-28 09:20:00,36,40,29,50,30,45,230
2024-03-28 09:30:00,41,41,33,62,44,57,278
2024-03-28 09:40:00,40,33,29,74,43,75,294
2024-03-28 09:50:00,62,70,36,56,42,53,319
2024-03-28 10:00:00,37,79,25,59,33,60,293
2024-03-28 10:10:00,54,67,35,54,39,50,299
2024-03-28 10:20:00,38,34,22,60,33,57,244
2024-03-28 10:30:00,42,48,27,51,33,55,256
2024-03-28 10:40:00,52,56,24,49,39,52,272
2024-03-28 10:50:00,57,54,24,60,38,58,291
2024-03-28 11:00:00,50,55,30,47,35,48,265
2024-03-28 11:10:00,40,38,29,45,33,45,230
2024-03-28 11:20:00,36,40,29,32,27,36,200
2024-03-28 11:30:00,52,52,33,54,37,51,279
2024-03-28 11:40:00,48,53,32,52,29,48,262
2024-03-28 11:50:00,44,44,33,68,38,68,295
2024-03-28 12:00:00,52,53,34,48,38,46,271
2024-03-28 12:10:00,55,68,32,53,31,45,284
2024-03-28 12:20:00,55,50,31,37,34,38,245
2024-03-28 12:30:00,64,74,29,58,35,55,315
2024-03-28 12:40:00,56,50,35,60,37,60,298
2024-03-28 12:50:00,65,68,38,48,27,44,290
2024-03-28 13:00:00,65,63,31,51,34,53,297
2024-03-28 13:10:00,53,52,33,53,35,53,279
2024-03-28 13:20:00,57,59,36,50,34,46,282
2024-03-28 13:30:00,44,43,24,62,29,56,258
2024-03-28 13:40:00,61,61,33,53,32,51,291
2024-03-28 13:50:00,41,41,30,48,32,48,240
2024-03-28 14:00:00,74,74,39,51,36,50,324
2024-03-28 14:10:00,63,55,33,54,41,59,305
2024-03-28 14:20:00,60,60,34,42,25,37,258
2024-03-28 14:30:00,67,68,37,46,32,40,290
2024-03-28 14:40:00,64,69,39,58,38,68,336
2024-03-28 14:50:00,74,73,35,53,33,54,322
2024-03-28 15:00:00,84,90,47,47,31,48,347
2024-03-28 15:10:00,84,85,40,61,36,54,360
2024-03-28 15:20:00,71,73,40,53,35,53,325
2024-03-28 15:30:00,76,82,37,68,39,64,366
2024-03-28 15:40:00,80,75,36,52,40,50,333
2024-03-28 15:50:00,73,77,29,59,36,62,336
2024-03-28 16:00:00,85,85,45,48,27,48,338
2024-03-28 16:10:00,73,79,40,53,31,55,331
2024-03-28 16:20:00,66,63,31,61,39,66,326
2024-03-28 16:30:00,79,88,41,52,34,53,347
2024-03-28 16:40:00,77,77,41,76,39,70,380
2024-03-28 16:50:00,60,54,33,54,30,61,292
2024-03-28 17:00:00,70,74,41,46,31,48,310
2024-03-28 17:10:00,66,65,40,71,39,67,348
2024-03-28 17:20:00,58,58,37,56,32,57,298
2024-03-28 17:30:00,72,72,41,70,36,69,360
2024-03-28 17:40:00,79,71,44,54,30,52,330
2024-03-28 17:50:00,46,48,33,49,37,50,263
2024-03-28 18:00:00,66,59,28,39,28,39,259
2024-03-28 18:10:00,73,73,46,39,25,35,291
2024-03-28 18:20:00,52,53,33,38,34,36,246
2024-03-28 18:30:00,56,58,29,42,31,39,255
2024-03-28 18:40:00,49,47,27,37,22,38,220
2024-03-28 18:50:00,40,40,24,44,33,39,220
2024-03-28 19:00:00,52,54,19,35,18,34,212
2024-03-28 19:10:00,37,36,23,41,34,38,209
2024-03-28 19:20:00,29,30,24,29,24,32,168
2024-03-28 19:30:00,33,34,32,41,41,42,223
2024-03-28 19:40:00,31,30,20,31,31,31,174
2024-03-28 19:50:00,25,21,21,29,23,31,150
2024-03-28 20:00:00,38,36,35,44,32,38,223
2024-03-28 20:10:00,30,30,20,47,37,45,209
2024-03-28 20:20:00,30,30,22,31,36,31,180
2024-03-28 20:30:00,31,32,18,33,29,33,176
2024-03-28 20:40:00,28,23,16,25,24,22,138
2024-03-28 20:50:00,32,28,21,24,23,23,151
2024-03-28 21:00:00,28,28,16,29,29,32,162
2024-03-28 21:10:00,33,31,28,23,24,23,162
2024-03-28 21:20:00,32,34,24,19,17,14,140
2024-03-28 21:30:00,29,25,21,19,17,18,129
2024-03-28 21:40:00,22,20,23,17,19,18,119
2024-03-28 21:50:00,27,26,18,22,17,18,128
2024-03-28 22:00:00,31,32,26,14,15,13,131
2024-03-28 22:10:00,25,26,23,17,15,20,126
2024-03-28 22:20:00,37,36,27,21,15,18,154
2024-03-28 22:30:00,30,29,27,20,23,19,148
2024-03-28 22:40:00,14,14,13,17,18,16,92
2024-03-28 22:50:00,24,24,17,16,10,13,104
2024-03-28 23:00:00,22,24,21,9,11,9,96
2024-03-28 23:10:00,18,20,16,6,7,5,72
2024-03-28 23:20:00,22,19,16,17,15,15,104
2024-03-28 23:30:00,21,20,14,19,19,19,112
2024-03-28 23:40:00,10,9,12,8,6,8,53
2024-03-28 23:50:00,15,15,12,9,8,9,68
2024-03-29 00:00:00,9,8,4,10,11,10,52
2024-03-29 00:10:00,16,15,13,14,18,16,92
2024-03-29 00:20:00,11,13,10,14,8,10,66
2024-03-29 00:30:00,15,14,12,19,17,16,93
2024-03-29 00:40:00,10,9,9,6,5,5,44
2024-03-29 00:50:00,11,10,9,7,7,7,51
2024-03-29 01:00:00,7,6,6,7,11,6,43
2024-03-29 01:10:00,8,7,8,2,3,2,30
2024-03-29 01:20:00,8,8,6,7,3,5,37
2024-03-29 01:30:00,9,11,6,7,5,5,43
2024-03-29 01:40:00,5,4,5,3,4,3,24
2024-03-29 01:50:00,2,2,2,5,5,5,21
2024-03-29 02:00:00,6,5,4,3,5,3,26
2024-03-29 02:10:00,3,4,5,5,5,5,27
2024-03-29 02:20:00,3,3,2,6,5,7,26
2024-03-29 02:30:00,7,7,4,5,4,3,30
2024-03-29 02:40:00,4,4,5,2,2,1,18
2024-03-29 02:50:00,0,0,0,1,2,1,4
2024-03-29 03:00:00,2,1,1,3,3,3,13
2024-03-29 03:10:00,3,3,3,6,7,5,27
2024-03-29 03:20:00,5,4,4,5,3,4,25
2024-03-29 03:30:00,2,2,2,2,2,1,11
2024-03-29 03:40:00,3,4,6,2,3,2,20
2024-03-29 03:50:00,3,2,4,3,3,3,18
2024-03-29 04:00:00,3,3,2,5,7,5,25
2024-03-29 04:10:00,3,3,6,5,4,4,25
2024-03-29 04:20:00,2,1,1,1,1,1,7
2024-03-29 04:30:00,1,1,1,2,4,2,11
2024-03-29 04:40:00,2,3,3,0,0,0,8
2024-03-29 04:50:00,10,9,9,2,2,2,34
2024-03-29 05:00:00,4,4,2,11,10,10,41
2024-03-29 05:10:00,6,6,7,8,8,7,42
2024-03-29 05:20:00,3,3,3,11,14,12,46
2024-03-29 05:30:00,3,0,0,19,14,20,56
2024-03-29 05:40:00,6,5,5,15,11,13,55
2024-03-29 05:50:00,4,3,3,10,8,9,37
2024-03-29 06:00:00,7,7,6,7,6,7,40
2024-03-29 06:10:00,5,7,2,11,11,12,48
2024-03-29 06:20:00,5,4,4,17,14,16,60
2024-03-29 06:30:00,9,8,4,8,8,9,46
2024-03-29 06:40:00,4,4,3,7,6,7,31
2024-03-29 06:50:00,6,5,8,8,6,8,41
2024-03-29 07:00:00,4,4,3,6,5,5,27
2024-03-29 07:10:00,9,6,5,9,9,9,47
2024-03-29 07:20:00,6,6,6,6,4,6,34
2024-03-29 07:30:00,7,8,5,8,6,7,41
2024-03-29 07:40:00,8,8,6,10,9,9,50
2024-03-29 07:50:00,3,3,3,3,4,4,20
2024-03-29 08:00:00,9,9,8,8,6,7,47
2024-03-29 08:10:00,8,10,6,9,9,9,51
2024-03-29 08:20:00,9,9,9,7,5,6,45
2024-03-29 08:30:00,13,12,9,10,9,10,63
2024-03-29 08:40:00,9,10,7,8,8,7,49
2024-03-29 08:50:00,15,14,12,11,11,13,76
2024-03-29 09:00:00,8,5,6,12,11,11,53
2024-03-29 09:10:00,15,16,11,6,6,6,60
2024-03-29 09:20:00,11,11,10,15,14,15,76
2024-03-29 09:30:00,14,16,15,17,12,17,91
2024-03-29 09:40:00,13,14,11,14,13,17,82
2024-03-29 09:50:00,14,14,13,13,12,14,80
2024-03-29 10:00:00,15,15,11,19,15,17,92
2024-03-29 10:10:00,15,14,11,22,19,20,101
2024-03-29 10:20:00,24,24,16,20,14,21,119
2024-03-29 10:30:00,19,21,14,11,9,10,84
2024-03-29 10:40:00,18,18,10,14,11,14,85
2024-03-29 10:50:00,16,15,14,22,19,21,107
2024-03-29 11:00:00,16,16,13,15,11,14,85
2024-03-29 11:10:00,12,13,10,14,15,16,80
2024-03-29 11:20:00,13,11,9,32,25,33,123
2024-03-29 11:30:00,20,17,12,22,14,21,106
2024-03-29 11:40:00,22,23,18,19,18,18,118
2024-03-29 11:50:00,16,17,13,19,15,19,99
2024-03-29 12:00:00,24,23,21,28,28,31,155
2024-03-29 12:10:00,23,23,18,27,19,26,136
2024-03-29 12:20:00,23,25,20,35,25,31,159
2024-03-29 12:30:00,32,30,22,37,26,37,184
2024-03-29 12:40:00,25,24,17,32,21,32,151
2024-03-29 12:50:00,28,27,19,30,23,32,159
2024-03-29 13:00:00,24,25,18,34,29,31,161
2024-03-29 13:10:00,28,27,22,32,25,32,166
2024-03-29 13:20:00,21,23,15,30,22,26,137
2024-03-29 13:30:00,39,38,25,25,22,26,175
2024-03-29 13:40:00,40,41,4,36,5,34,160
2024-03-29 13:50:00,36,37,0,29,0,29,131
2024-03-29 14:00:00,29,31,13,24,12,20,129
2024-03-29 14:10:00,30,31,20,39,26,40,186
2024-03-29 14:20:00,39,41,28,34,22,33,197
2024-03-29 14:30:00,37,34,26,32,27,32,188
2024-03-29 14:40:00,41,41,22,42,29,38,213
2024-03-29 14:50:00,36,34,26,30,22,30,178
2024-03-29 15:00:00,30,30,25,27,22,27,161
2024-03-29 15:10:00,34,37,21,29,21,27,169
2024-03-29 15:20:00,30,31,17,26,20,23,147
2024-03-29 15:30:00,30,27,20,30,22,29,158
2024-03-29 15:40:00,25,25,19,35,27,35,166
2024-03-29 15:50:00,29,35,18,35,28,37,182
2024-03-29 16:00:00,38,32,24,23,19,20,156
2024-03-29 16:10:00,34,35,24,27,19,25,164
2024-03-29 16:20:00,37,37,23,28,22,26,173
2024-03-29 16:30:00,32,33,21,18,15,19,138
2024-03-29 16:40:00,33,37,26,41,22,35,194
2024-03-29 16:50:00,34,34,20,28,20,29,165
2024-03-29 17:00:00,38,35,29,35,22,36,195
2024-03-29 17:10:00,40,43,26,38,27,35,209
2024-03-29 17:20:00,26,25,22,47,25,48,193
2024-03-29 17:30:00,22,23,16,28,26,30,145
2024-03-29 17:40:00,35,39,22,37,20,33,186
2024-03-29 17:50:00,40,38,28,28,22,27,183
2024-03-29 18:00:00,28,29,20,23,18,26,144
2024-03-29 18:10:00,28,32,23,33,27,30,173
2024-03-29 18:20:00,44,40,28,37,30,37,216
2024-03-29 18:30:00,28,31,22,30,25,32,168
2024-03-29 18:40:00,34,33,22,20,18,20,147
2024-03-29 18:50:00,33,33,19,28,17,24,154
2024-03-29 19:00:00,25,24,15,23,13,20,120
2024-03-29 19:10:00,41,44,21,23,19,21,169
2024-03-29 19:20:00,43,43,25,23,13,22,169
2024-03-29 19:30:00,20,17,13,23,23,23,119
2024-03-29 19:40:00,19,19,17,23,13,20,111
2024-03-29 19:50:00,19,19,12,19,17,18,104
2024-03-29 20:00:00,13,14,11,19,18,21,96
2024-03-29 20:10:00,25,25,16,29,23,28,146
2024-03-29 20:20:00,25,25,15,35,25,34,159
2024-03-29 20:30:00,28,29,21,21,14,19,132
2024-03-29 20:40:00,23,23,17,19,15,18,115
2024-03-29 20:50:00,16,16,12,24,17,22,107
2024-03-29 21:00:00,22,20,15,29,18,30,134
2024-03-29 21:10:00,19,18,16,22,16,19,110
2024-03-29 21:20:00,20,23,15,23,17,23,121
2024-03-29 21:30:00,33,28,17,22,14,18,132
2024-03-29 21:40:00,22,20,17,20,21,20,120
2024-03-29 21:50:00,21,21,16,27,24,27,136
2024-03-29 22:00:00,27,29,17,21,18,19,131
2024-03-29 22:10:00,26,29,20,10,8,9,102
2024-03-29 22:20:00,17,15,15,18,15,17,97
2024-03-29 22:30:00,25,25,18,16,13,16,113
2024-03-29 22:40:00,14,15,10,11,11,11,72
2024-03-29 22:50:00,20,20,14,14,8,12,88
2024-03-29 23:00:00,15,17,8,8,10,8,66
2024-03-29 23:10:00,21,21,16,11,9,9,87
2024-03-29 23:20:00,10,10,11,9,6,9,55
2024-03-29 23:30:00,19,22,14,9,9,8,81
2024-03-29 23:40:00,8,8,6,10,8,10,50
2024-03-29 23:50:00,12,13,12,10,6,8,61
2024-03-30 00:00:00,19,18,15,12,8,10,82
2024-03-30 00:10:00,5,5,4,8,7,7,36
2024-03-30 00:20:00,10,12,4,15,6,13,60
2024-03-30 00:30:00,11,12,7,7,7,8,52
2024-03-30 00:40:00,9,11,6,9,11,10,56
2024-03-30 00:50:00,11,11,12,10,9,8,61
2024-03-30 01:00:00,8,9,13,6,6,6,48
2024-03-30 01:10:00,10,9,8,8,7,9,51
2024-03-30 01:20:00,6,6,6,8,8,7,41
2024-03-30 01:30:00,11,9,7,4,2,4,37
2024-03-30 01:40:00,5,5,5,4,3,3,25
2024-03-30 01:50:00,7,7,10,3,0,1,28
2024-03-30 02:00:00,6,4,3,7,8,6,34
2024-03-30 02:10:00,1,1,1,2,3,2,10
2024-03-30 02:20:00,6,6,5,3,1,1,22
2024-03-30 02:30:00,4,4,4,2,2,2,18
2024-03-30 02:40:00,3,3,3,2,1,2,14
2024-03-30 02:50:00,5,5,6,2,1,0,19
2024-03-30 03:00:00,5,5,5,0,0,0,15
2024-03-30 03:10:00,6,6,4,4,4,4,28
2024-03-30 03:20:00,2,2,2,3,5,5,19
2024-03-30 03:30:00,0,0,0,1,1,2,4
2024-03-30 03:40:00,4,3,4,5,5,5,26
2024-03-30 03:50:00,3,3,3,6,5,6,26
2024-03-30 04:00:00,3,3,3,3,4,3,19
2024-03-30 04:10:00,3,4,2,4,4,3,20
2024-03-30 04:20:00,6,6,6,3,4,2,27
2024-03-30 04:30:00,2,1,2,3,2,4,14
2024-03-30 04:40:00,3,2,2,6,2,5,20
2024-03-30 04:50:00,4,4,5,5,3,6,27
2024-03-30 05:00:00,3,3,2,6,4,7,25
2024-03-30 05:10:00,8,9,5,8,7,7,44
2024-03-30 05:20:00,3,3,3,10,8,9,36
2024-03-30 05:30:00,6,5,5,21,18,19,74
2024-03-30 05:40:00,8,9,7,17,15,16,72
2024-03-30 05:50:00,9,7,5,9,8,9,47
2024-03-30 06:00:00,7,6,6,12,12,11,54
2024-03-30 06:10:00,10,7,3,19,20,20,79
2024-03-30 06:20:00,8,6,3,16,13,18,64
2024-03-30 06:30:00,7,6,4,11,8,11,47
2024-03-30 06:40:00,14,13,10,11,8,9,65
2024-03-30 06:50:00,8,8,5,13,9,13,56
2024-03-30 07:00:00,5,4,5,4,4,8,30
2024-03-30 07:10:00,11,12,9,6,5,9,52
2024-03-30 07:20:00,9,7,6,16,10,13,61
2024-03-30 07:30:00,12,9,7,14,13,15,70
2024-03-30 07:40:00,14,15,9,21,16,20,95
2024-03-30 07:50:00,11,14,8,14,12,15,74
2024-03-30 08:00:00,7,7,7,13,9,17,60
2024-03-30 08:10:00,18,19,17,15,12,17,98
2024-03-30 08:20:00,12,13,11,21,18,20,95
2024-03-30 08:30:00,17,18,15,15,9,13,87
2024-03-30 08:40:00,17,16,9,28,25,27,122
2024-03-30 08:50:00,17,16,13,24,22,21,113
2024-03-30 09:00:00,14,15,12,25,21,26,113
2024-03-30 09:10:00,28,25,15,35,26,35,164
2024-03-30 09:20:00,29,30,18,32,22,33,164
2024-03-30 09:30:00,31,33,23,33,24,33,177
2024-03-30 09:40:00,33,34,25,39,26,37,194
2024-03-30 09:50:00,28,35,20,32,20,31,166
2024-03-30 10:00:00,27,53,23,42,30,43,218
2024-03-30 10:10:00,38,38,23,44,26,33,202
2024-03-30 10:20:00,26,24,23,25,20,31,149
2024-03-30 10:30:00,31,29,28,45,32,46,211
2024-03-30 10:40:00,36,39,23,38,25,38,199
2024-03-30 10:50:00,37,37,26,45,28,46,219
2024-03-30 11:00:00,29,30,21,45,31,43,199
2024-03-30 11:10:00,33,38,24,38,25,37,195
2024-03-30 11:20:00,40,43,27,39,21,41,211
2024-03-30 11:30:00,43,42,30,35,27,38,215
2024-03-30 11:40:00,39,42,26,39,32,43,221
2024-03-30 11:50:00,37,38,25,43,28,47,218
2024-03-30 12:00:00,42,39,28,38,29,38,214
2024-03-30 12:10:00,55,56,31,50,31,41,264
2024-03-30 12:20:00,43,40,25,36,21,39,204
2024-03-30 12:30:00,40,40,24,29,24,33,190
2024-03-30 12:40:00,39,43,24,34,26,37,203
2024-03-30 12:50:00,47,44,32,39,31,40,233
2024-03-30 13:00:00,42,43,28,42,29,41,225
2024-03-30 13:10:00,53,51,27,30,23,27,211
2024-03-30 13:20:00,34,33,23,41,30,39,200
2024-03-30 13:30:00,31,31,24,32,32,35,185
2024-03-30 13:40:00,36,38,19,42,29,43,207
2024-03-30 13:50:00,40,42,24,44,32,43,225
2024-03-30 14:00:00,53,51,33,43,29,46,255
2024-03-30 14:10:00,55,59,32,38,27,37,248
2024-03-30 14:20:00,47,49,32,40,36,40,244
2024-03-30 14:30:00,41,40,26,35,27,35,204
2024-03-30 14:40:00,51,49,32,38,29,37,236
2024-03-30 14:50:00,41,40,28,40,33,39,221
2024-03-30 15:00:00,34,38,22,34,26,35,189
2024-03-30 15:10:00,47,47,31,43,33,41,242
2024-03-30 15:20:00,44,43,37,34,22,32,212
2024-03-30 15:30:00,52,51,37,44,40,49,273
2024-03-30 15:40:00,43,45,30,33,23,34,208
2024-03-30 15:50:00,28,28,18,30,21,29,154
2024-03-30 16:00:00,40,36,21,28,24,27,176
2024-03-30 16:10:00,39,36,26,32,25,30,188
2024-03-30 16:20:00,33,35,26,27,24,28,173
2024-03-30 16:30:00,38,36,21,32,30,35,192
2024-03-30 16:40:00,35,33,26,32,26,34,186
2024-03-30 16:50:00,44,43,23,54,41,54,259
2024-03-30 17:00:00,49,47,28,40,32,37,233
2024-03-30 17:10:00,44,45,32,31,21,30,203
2024-03-30 17:20:00,30,33,20,37,26,31,177
2024-03-30 17:30:00,39,41,26,22,16,20,164
2024-03-30 17:40:00,46,46,28,34,27,38,219
2024-03-30 17:50:00,35,35,24,26,19,24,163
2024-03-30 18:00:00,30,32,25,38,29,43,197
2024-03-30 18:10:00,32,30,23,35,27,34,181
2024-03-30 18:20:00,33,30,26,27,20,26,162
2024-03-30 18:30:00,33,33,23,39,33,39,200
2024-03-30 18:40:00,28,28,18,38,30,37,179
2024-03-30 18:50:00,27,28,15,25,20,23,138
2024-03-30 19:00:00,25,32,17,28,17,26,145
2024-03-30 19:10:00,29,33,18,30,37,26,173
2024-03-30 19:20:00,23,21,13,22,24,20,123
2024-03-30 19:30:00,15,14,17,19,16,20,101
2024-03-30 19:40:00,24,28,17,24,22,26,141
2024-03-30 19:50:00,23,21,18,19,16,21,118
2024-03-30 20:00:00,22,22,23,21,19,23,130
2024-03-30 20:10:00,30,32,18,32,26,35,173
2024-03-30 20:20:00,28,25,18,30,30,29,160
2024-03-30 20:30:00,19,31,16,30,27,30,153
2024-03-30 20:40:00,28,23,16,28,25,25,145
2024-03-30 20:50:00,14,13,11,19,20,19,96
2024-03-30 21:00:00,14,15,13,22,21,22,107
2024-03-30 21:10:00,18,18,18,19,21,21,115
2024-03-30 21:20:00,22,24,24,19,12,19,120
2024-03-30 21:30:00,22,21,17,11,11,13,95
2024-03-30 21:40:00,14,16,12,18,22,19,101
2024-03-30 21:50:00,25,27,21,20,20,18,131
2024-03-30 22:00:00,23,23,23,22,29,22,142
2024-03-30 22:10:00,17,16,19,18,17,18,105
2024-03-30 22:20:00,23,23,27,25,18,22,138
2024-03-30 22:30:00,19,22,12,19,12,16,100
2024-03-30 22:40:00,24,24,21,17,16,15,117
2024-03-30 22:50:00,23,22,19,7,7,8,86
2024-03-30 23:00:00,22,21,17,15,13,16,104
2024-03-30 23:10:00,19,18,20,8,12,9,86
2024-03-30 23:20:00,13,13,11,8,10,9,64
2024-03-30 23:30:00,25,20,14,15,18,12,104
2024-03-30 23:40:00,11,10,8,10,10,10,59
2024-03-30 23:50:00,14,13,13,9,7,10,66
2024-03-31 00:00:00,14,12,11,15,14,14,80
2024-03-31 00:10:00,13,13,14,10,11,11,72
2024-03-31 00:20:00,16,17,14,13,11,11,82
2024-03-31 00:30:00,8,7,9,9,11,10,54
2024-03-31 00:40:00,15,14,11,10,7,12,69
2024-03-31 00:50:00,20,20,17,5,5,4,71
2024-03-31 01:00:00,11,12,10,9,6,7,55
2024-03-31 01:10:00,7,8,7,8,8,8,46
2024-03-31 01:20:00,10,10,9,9,5,9,52
2024-03-31 01:30:00,12,14,11,5,4,5,51
2024-03-31 01:40:00,7,7,7,4,4,4,33
2024-03-31 01:50:00,6,6,3,5,4,5,29
2024-03-31 02:00:00,0,0,0,0,0,0,0
2024-03-31 02:10:00,0,0,0,0,0,0,0
2024-03-31 02:20:00,0,0,0,0,0,0,0
2024-03-31 02:30:00,0,0,0,0,0,0,0
2024-03-31 02:40:00,0,0,0,0,0,0,0
2024-03-31 02:50:00,0,0,0,0,0,0,0
2024-03-31 03:00:00,0,0,0,0,0,0,0
2024-03-31 03:10:00,0,0,0,0,0,0,0
2024-03-31 03:20:00,0,0,0,0,0,0,0
2024-03-31 03:30:00,0,0,0,0,0,0,0
2024-03-31 03:40:00,0,0,0,0,0,0,0
2024-03-31 03:50:00,0,0,0,0,0,0,0
2024-03-31 04:00:00,5,5,4,6,3,3,26
2024-03-31 04:10:00,3,3,2,2,2,2,14
2024-03-31 04:20:00,6,5,5,4,3,3,26
2024-03-31 04:30:00,4,4,4,2,4,2,20
2024-03-31 04:40:00,1,2,1,3,3,3,13
2024-03-31 04:50:00,4,5,3,3,3,4,22
2024-03-31 05:00:00,2,2,2,2,2,2,12
2024-03-31 05:10:00,8,7,5,7,6,6,39
2024-03-31 05:20:00,6,5,4,9,9,9,42
2024-03-31 05:30:00,4,3,2,20,18,20,67
2024-03-31 05:40:00,12,14,9,9,8,9,61
2024-03-31 05:50:00,8,9,9,13,11,13,63
2024-03-31 06:00:00,8,9,7,13,10,12,59
2024-03-31 06:10:00,6,6,3,16,19,17,67
2024-03-31 06:20:00,4,3,3,19,12,20,61
2024-03-31 06:30:00,5,5,1,12,13,11,47
2024-03-31 06:40:00,8,7,7,8,6,8,44
2024-03-31 06:50:00,7,7,6,11,9,14,54
2024-03-31 07:00:00,5,5,3,5,4,5,27
2024-03-31 07:10:00,4,4,2,5,6,4,25
2024-03-31 07:20:00,4,5,5,7,4,5,30
2024-03-31 07:30:00,5,7,5,4,3,4,28
2024-03-31 07:40:00,3,3,1,7,6,7,27
2024-03-31 07:50:00,12,11,8,11,10,10,62
2024-03-31 08:00:00,4,5,2,4,4,5,24
2024-03-31 08:10:00,5,5,4,2,2,2,20
2024-03-31 08:20:00,5,5,7,10,10,12,49
2024-03-31 08:30:00,6,6,3,6,3,4,28
2024-03-31 08:40:00,7,7,6,8,7,8,43
2024-03-31 08:50:00,9,8,10,10,8,9,54
2024-03-31 09:00:00,9,8,8,7,7,6,45
2024-03-31 09:10:00,11,10,8,13,11,11,64
2024-03-31 09:20:00,8,9,7,17,11,17,69
2024-03-31 09:30:00,16,16,10,10,10,9,71
2024-03-31 09:40:00,8,9,10,20,16,16,79
2024-03-31 09:50:00,11,14,13,14,11,13,76
2024-03-31 10:00:00,16,15,10,13,12,13,79
2024-03-31 10:10:00,16,16,15,17,15,15,94
2024-03-31 10:20:00,21,21,13,23,17,22,117
2024-03-31 10:30:00,21,23,14,20,14,15,107
2024-03-31 10:40:00,19,20,15,22,20,23,119
2024-03-31 10:50:00,22,23,19,18,15,19,116
2024-03-31 11:00:00,20,19,13,22,18,23,115
2024-03-31 11:10:00,21,21,17,22,14,22,117
2024-03-31 11:20:00,24,23,20,22,22,24,135
2024-03-31 11:30:00,28,28,18,18,16,16,124
2024-03-31 11:40:00,24,25,21,16,14,15,115
2024-03-31 11:50:00,26,27,22,24,17,25,141
2024-03-31 12:00:00,19,19,13,28,23,28,130
2024-03-31 12:10:00,29,29,20,25,22,27,152
2024-03-31 12:20:00,25,26,19,32,20,28,150
2024-03-31 12:30:00,30,34,19,30,22,30,165
2024-03-31 12:40:00,27,26,25,22,20,23,143
2024-03-31 12:50:00,32,30,20,30,26,33,171
2024-03-31 13:00:00,19,19,13,30,22,32,135
2024-03-31 13:10:00,22,23,16,29,26,29,145
2024-03-31 13:20:00,32,33,26,30,24,27,172
2024-03-31 13:30:00,23,23,16,25,19,25,131
2024-03-31 13:40:00,35,35,27,26,22,23,168
2024-03-31 13:50:00,27,31,21,32,24,35,170
2024-03-31 14:00:00,40,38,24,35,25,36,198
2024-03-31 14:10:00,39,42,33,34,22,31,201
2024-03-31 14:20:00,23,23,17,36,29,37,165
2024-03-31 14:30:00,28,29,25,21,19,22,144
2024-03-31 14:40:00,23,21,18,28,25,32,147
