datetime,D11Z,D12Z,D13Z,D21Z,D22Z,D31Z,D32Z,D33Z,D41Z,D42Z,D28Z,D29Z,D70Z,Total
2024-03-01 06:20:00,18,16,9,10,5,60,26,22,16,20,15,19,0,236
2024-03-01 06:30:00,19,17,8,13,13,52,24,13,17,24,15,15,0,230
2024-03-01 06:40:00,20,15,9,13,14,68,24,19,24,27,21,20,0,274
2024-03-01 06:50:00,18,20,18,11,8,68,25,15,23,31,17,24,0,278
2024-03-01 07:00:00,29,22,16,16,84,58,25,14,31,43,27,24,0,389
2024-03-01 07:10:00,23,26,17,14,9,64,26,15,43,54,24,28,0,343
2024-03-01 07:20:00,33,37,25,23,15,68,38,19,41,55,32,43,0,429
2024-03-01 07:30:00,24,44,18,25,42,73,53,16,57,62,26,45,0,485
2024-03-01 07:40:00,35,36,24,30,14,75,52,19,48,55,36,49,0,473
2024-03-01 07:50:00,35,38,22,25,20,77,50,18,39,57,40,50,0,471
2024-03-01 08:00:00,40,42,18,17,13,75,38,21,43,45,35,45,0,432
2024-03-01 08:10:00,34,32,23,33,38,77,51,14,49,66,34,42,0,493
2024-03-01 08:20:00,28,25,26,25,13,80,52,22,52,57,25,33,0,438
2024-03-01 08:30:00,35,39,28,28,12,71,45,9,45,71,26,44,0,453
2024-03-01 08:40:00,49,38,26,13,16,79,45,15,39,47,38,44,0,449
2024-03-01 08:50:00,52,36,40,21,11,74,35,12,38,51,39,48,0,457
2024-03-01 09:00:00,25,36,23,23,53,62,31,12,50,54,28,42,0,439
2024-03-01 09:10:00,37,42,20,23,20,62,32,17,45,61,39,51,0,449
2024-03-01 09:20:00,44,43,32,15,15,69,43,13,39,40,29,49,0,431
2024-03-01 09:30:00,25,35,28,13,13,69,41,14,55,60,26,40,0,419
2024-03-01 09:40:00,45,44,24,21,20,70,38,15,45,50,42,52,0,466
2024-03-01 09:50:00,37,35,19,20,25,70,45,16,46,61,29,48,0,451
2024-03-01 10:00:00,48,59,24,18,29,76,48,16,50,55,43,66,0,532
2024-03-01 10:10:00,35,44,21,27,26,69,43,15,41,42,26,54,0,443
2024-03-01 10:20:00,39,40,27,21,33,88,58,19,52,62,30,52,0,521
2024-03-01 10:30:00,31,38,32,12,18,87,46,15,47,57,24,45,0,452
2024-03-01 10:40:00,33,42,17,17,15,71,41,16,43,47,39,49,0,430
2024-03-01 10:50:00,48,41,32,23,15,70,47,15,35,54,47,53,0,480
2024-03-01 11:00:00,39,44,22,20,51,75,44,12,43,46,33,49,0,478
2024-03-01 11:10:00,45,38,35,20,11,80,46,17,42,53,46,51,0,484
2024-03-01 11:20:00,42,38,19,17,35,76,53,16,36,54,36,48,0,470
2024-03-01 11:30:00,51,44,23,27,54,74,28,11,40,48,44,53,0,497
2024-03-01 11:40:00,47,31,31,34,24,72,62,9,47,58,20,30,0,465
2024-03-01 11:50:00,43,11,39,35,65,72,68,13,31,42,1,5,0,425
2024-03-01 12:00:00,52,6,29,37,64,80,63,14,35,54,0,0,0,434
2024-03-01 12:10:00,37,5,34,35,28,80,58,17,38,43,0,0,0,375
2024-03-01 12:20:00,67,9,34,29,35,82,33,11,41,50,0,0,0,391
2024-03-01 12:30:00,54,5,48,41,37,91,89,15,42,53,0,0,0,475
2024-03-01 12:40:00,48,20,40,43,32,92,57,12,47,59,0,0,0,450
2024-03-01 12:50:00,54,38,37,35,16,88,68,20,38,47,8,54,0,503
2024-03-01 13:00:00,47,45,28,33,107,91,58,13,48,62,8,75,0,615
2024-03-01 13:10:00,60,50,21,35,21,95,60,23,43,52,26,91,0,577
2024-03-01 13:20:00,47,40,32,27,43,70,45,16,57,55,15,74,0,521
2024-03-01 13:30:00,49,49,27,26,26,76,45,19,56,62,25,76,0,536
2024-03-01 13:40:00,43,21,42,36,29,86,51,12,55,60,0,2,0,437
2024-03-01 13:50:00,34,37,40,24,24,76,45,21,33,55,28,30,0,447
2024-03-01 14:00:00,51,55,23,28,38,67,41,14,49,57,44,63,0,530
2024-03-01 14:10:00,52,54,34,30,23,84,40,9,48,69,55,55,0,553
2024-03-01 14:20:00,51,61,32,27,27,74,52,15,48,44,44,69,0,544
2024-03-01 14:30:00,42,51,25,37,23,80,47,13,45,59,46,61,0,529
2024-03-01 14:40:00,58,49,25,26,19,82,48,20,56,66,56,60,0,565
2024-03-01 14:50:00,44,43,22,33,45,69,37,13,56,63,37,54,0,516
2024-03-01 15:00:00,45,52,21,31,17,71,44,9,55,65,46,61,0,517
2024-03-01 15:10:00,62,62,29,30,20,77,60,17,46,52,52,62,0,569
2024-03-01 15:20:00,47,50,29,20,14,62,39,12,44,52,47,67,0,483
2024-03-01 15:30:00,51,63,28,25,22,76,48,10,45,53,50,66,0,537
2024-03-01 15:40:00,43,41,26,37,35,75,39,19,40,51,36,53,0,495
2024-03-01 15:50:00,46,58,19,25,16,86,39,17,37,50,45,64,0,502
2024-03-01 16:00:00,44,43,25,28,16,69,45,8,65,69,50,57,0,519
2024-03-01 16:10:00,49,52,24,28,19,87,54,18,36,40,47,57,0,511
2024-03-01 16:20:00,48,45,22,28,27,68,39,22,37,40,47,60,0,483
2024-03-01 16:30:00,56,55,24,22,41,69,40,15,52,51,59,63,0,547
2024-03-01 16:40:00,45,48,23,29,75,82,35,18,49,58,42,60,0,564
2024-03-01 16:50:00,56,57,22,18,7,76,36,18,36,43,48,62,0,479
2024-03-01 17:00:00,49,53,22,19,86,79,51,10,51,55,50,64,0,589
2024-03-01 17:10:00,45,48,22,25,27,65,36,12,47,54,41,56,0,478
2024-03-01 17:20:00,48,50,24,18,13,78,41,23,33,39,35,56,0,458
2024-03-01 17:30:00,44,60,24,26,15,58,32,13,52,65,42,65,0,496
2024-03-01 17:40:00,43,50,17,12,26,64,31,18,59,62,47,64,0,493
2024-03-01 17:50:00,41,44,30,22,107,74,41,17,32,39,39,54,0,540
2024-03-01 18:00:00,47,50,21,17,66,79,42,14,39,40,41,58,0,514
2024-03-01 18:10:00,53,66,26,23,16,72,40,21,42,53,46,64,0,522
2024-03-01 18:20:00,43,52,24,30,14,69,30,16,45,49,47,61,0,480
2024-03-01 18:30:00,45,64,24,18,23,74,39,15,46,50,63,76,0,537
2024-03-01 18:40:00,49,64,24,26,89,73,39,10,44,49,46,71,0,584
2024-03-01 18:50:00,51,48,20,22,37,69,39,15,34,38,43,57,0,473
2024-03-01 19:00:00,43,43,16,20,18,64,41,14,38,40,40,52,0,429
2024-03-01 19:10:00,43,31,26,15,10,75,39,22,42,37,36,39,0,415
2024-03-01 19:20:00,43,38,20,11,11,48,23,11,36,40,46,58,0,385
2024-03-01 19:30:00,39,32,19,15,24,57,32,12,40,50,42,46,0,408
2024-03-01 19:40:00,40,45,18,12,10,52,27,8,36,39,38,46,0,371
2024-03-01 19:50:00,28,40,14,11,10,48,27,5,34,35,33,61,0,346
2024-03-01 20:00:00,26,29,11,8,7,60,32,15,24,31,25,34,0,302
2024-03-01 20:10:00,32,36,16,19,75,53,33,7,26,27,33,48,0,405
2024-03-01 20:20:00,36,40,14,17,14,57,24,12,32,35,38,46,0,365
2024-03-01 20:30:00,30,26,14,7,22,47,30,8,31,33,37,34,0,319
2024-03-01 20:40:00,29,24,14,12,17,47,24,11,43,43,36,32,0,332
2024-03-01 20:50:00,26,31,8,8,36,40,20,8,17,16,21,36,0,267
2024-03-01 21:00:00,24,17,8,6,9,50,32,8,21,24,25,25,0,249
2024-03-01 21:10:00,35,27,6,2,66,41,17,8,15,14,28,27,0,286
2024-03-01 21:20:00,23,21,11,10,11,48,23,15,19,18,19,22,0,240
2024-03-01 21:30:00,20,20,11,6,8,44,24,8,20,18,22,25,0,226
2024-03-01 21:40:00,27,25,10,7,21,49,21,7,16,18,25,31,0,257
2024-03-01 21:50:00,16,22,9,8,9,49,28,6,19,23,21,24,0,234
2024-03-01 22:00:00,31,18,10,5,4,40,19,10,25,29,27,24,0,242
2024-03-01 22:10:00,32,24,8,10,12,36,19,7,18,19,28,31,0,244
2024-03-01 22:20:00,25,19,11,7,9,34,17,3,18,24,26,23,0,216
2024-03-01 22:30:00,19,17,9,5,27,44,22,10,20,15,21,21,0,230
2024-03-01 22:40:00,20,16,9,3,3,37,15,16,10,10,19,18,0,176
2024-03-01 22:50:00,20,14,12,4,5,53,27,8,19,21,21,15,0,219
2024-03-01 23:00:00,16,19,7,8,82,38,18,6,19,20,21,30,0,284
2024-03-01 23:10:00,19,25,12,6,6,51,27,10,13,14,18,24,0,225
2024-03-01 23:20:00,19,9,8,10,65,47,21,17,13,14,21,16,0,260
2024-03-01 23:30:00,20,13,4,9,12,40,17,11,22,21,19,16,0,204
2024-03-01 23:40:00,7,5,6,4,17,43,23,9,17,16,9,7,0,163
2024-03-01 23:50:00,12,11,3,4,6,26,11,4,15,18,13,13,0,136
2024-03-02 00:00:00,13,15,6,5,3,29,10,8,11,13,9,21,0,143
2024-03-02 00:10:00,13,11,7,5,5,35,14,3,25,25,20,17,0,180
2024-03-02 00:20:00,21,12,8,3,3,29,13,9,10,10,16,14,0,148
2024-03-02 00:30:00,18,8,6,0,0,26,11,4,11,10,19,9,0,122
2024-03-02 00:40:00,13,6,6,2,2,19,4,4,6,8,8,6,0,84
2024-03-02 00:50:00,9,2,1,1,1,16,4,3,6,6,10,2,0,61
2024-03-02 01:00:00,7,8,5,1,2,27,6,3,14,11,5,8,0,97
2024-03-02 01:10:00,6,6,2,3,4,10,3,1,1,3,5,8,0,52
2024-03-02 01:20:00,7,6,5,3,2,15,10,2,10,8,5,4,0,77
2024-03-02 01:30:00,11,5,6,8,36,19,7,4,5,7,9,9,0,126
2024-03-02 01:40:00,8,7,6,1,0,14,2,6,5,6,10,9,0,74
2024-03-02 01:50:00,10,3,2,1,2,11,3,4,5,6,9,4,0,60
2024-03-02 02:00:00,9,4,3,3,4,13,3,4,4,5,4,5,0,61
2024-03-02 02:10:00,14,4,3,0,0,12,5,1,5,6,12,4,0,66
2024-03-02 02:20:00,9,8,4,1,2,15,4,3,1,2,8,11,0,68
2024-03-02 02:30:00,2,5,1,2,2,10,7,3,5,3,2,6,0,48
2024-03-02 02:40:00,6,5,3,4,4,9,3,5,4,5,3,8,0,59
2024-03-02 02:50:00,3,1,2,1,3,14,10,5,2,2,4,2,0,49
2024-03-02 03:00:00,6,3,2,1,1,11,3,0,7,7,8,7,0,56
2024-03-02 03:10:00,8,3,3,2,2,6,1,1,5,5,6,5,0,47
2024-03-02 03:20:00,6,5,4,3,2,10,2,4,2,2,4,6,0,50
2024-03-02 03:30:00,3,1,3,2,5,5,1,1,3,4,3,2,0,33
2024-03-02 03:40:00,4,0,2,0,0,4,2,1,6,6,6,1,0,32
2024-03-02 03:50:00,3,3,5,1,1,7,3,1,6,4,0,4,0,38
2024-03-02 04:00:00,5,2,1,0,0,5,2,3,2,2,5,3,0,30
2024-03-02 04:10:00,1,3,2,1,2,8,3,4,3,4,0,4,0,35
2024-03-02 04:20:00,5,3,3,2,4,3,2,1,4,3,6,8,0,44
2024-03-02 04:30:00,8,5,0,1,1,6,3,3,4,3,6,4,0,44
2024-03-02 04:40:00,4,1,0,0,0,7,3,1,3,3,4,3,0,29
2024-03-02 04:50:00,5,3,0,2,1,7,3,4,4,3,5,5,0,42
2024-03-02 05:00:00,2,1,2,2,2,13,6,2,3,4,4,3,0,44
2024-03-02 05:10:00,3,6,4,3,2,8,4,1,8,7,3,4,0,53
2024-03-02 05:20:00,5,3,3,3,0,13,6,3,9,8,5,3,0,61
2024-03-02 05:30:00,4,2,8,2,5,21,12,3,7,8,3,2,0,77
2024-03-02 05:40:00,6,6,8,2,1,10,8,2,10,13,4,7,0,77
2024-03-02 05:50:00,5,6,4,3,3,7,4,1,9,12,6,8,0,68
2024-03-02 06:00:00,6,4,5,5,18,15,10,0,6,7,4,4,0,84
2024-03-02 06:10:00,7,5,2,1,3,9,4,2,4,1,5,4,0,47
2024-03-02 06:20:00,4,4,6,2,1,15,8,8,13,11,4,6,0,82
2024-03-02 06:30:00,6,3,5,7,6,16,7,5,7,7,5,3,0,77
2024-03-02 06:40:00,7,5,6,4,2,24,13,3,8,9,8,4,0,93
2024-03-02 06:50:00,7,5,8,2,1,19,6,3,9,7,5,6,0,78
2024-03-02 07:00:00,5,2,3,4,4,15,8,7,10,10,6,2,0,76
2024-03-02 07:10:00,6,6,3,5,7,21,9,4,8,8,5,6,0,88
2024-03-02 07:20:00,8,5,3,5,5,17,8,4,10,12,11,8,0,96
2024-03-02 07:30:00,6,9,4,4,5,12,4,3,5,8,5,8,0,73
2024-03-02 07:40:00,17,9,5,2,19,20,10,2,8,11,14,10,0,127
2024-03-02 07:50:00,15,9,7,7,6,27,10,2,18,19,9,10,0,139
2024-03-02 08:00:00,11,11,8,7,5,17,5,4,9,7,9,14,0,107
2024-03-02 08:10:00,10,7,6,5,3,20,12,5,5,11,9,7,0,100
2024-03-02 08:20:00,12,12,5,2,3,23,9,2,9,10,9,13,0,109
2024-03-02 08:30:00,15,14,14,9,17,41,16,8,9,11,15,18,0,187
2024-03-02 08:40:00,21,16,6,9,82,30,11,8,14,23,9,21,0,250
2024-03-02 08:50:00,17,19,13,9,10,38,21,7,21,24,6,32,0,217
2024-03-02 09:00:00,24,24,9,5,7,46,23,9,13,21,20,22,0,223
2024-03-02 09:10:00,19,16,12,6,5,32,19,7,19,26,21,22,0,204
2024-03-02 09:20:00,29,25,7,11,11,46,20,8,18,20,26,29,0,250
2024-03-02 09:30:00,28,27,17,10,12,54,29,11,23,34,27,36,0,308
2024-03-02 09:40:00,28,26,18,15,80,46,28,5,28,35,29,35,0,373
2024-03-02 09:50:00,32,36,14,12,12,59,28,12,41,44,30,43,0,363
2024-03-02 10:00:00,29,22,12,13,12,54,30,10,30,37,32,27,0,308
2024-03-02 10:10:00,33,40,13,18,21,53,31,11,39,44,36,45,0,384
2024-03-02 10:20:00,39,39,24,13,78,52,26,9,35,42,27,46,0,430
2024-03-02 10:30:00,42,31,24,13,14,59,28,5,26,34,30,34,0,340
2024-03-02 10:40:00,32,35,21,15,29,58,34,12,31,30,33,38,0,368
2024-03-02 10:50:00,33,44,20,12,8,63,30,11,34,48,43,56,0,402
2024-03-02 11:00:00,35,33,19,17,21,61,32,4,37,40,33,41,0,373
2024-03-02 11:10:00,39,44,20,13,9,53,30,7,34,44,34,51,0,378
2024-03-02 11:20:00,32,40,15,16,8,65,28,16,33,42,29,44,0,368
2024-03-02 11:30:00,39,35,16,13,7,61,22,12,37,34,34,42,0,352
2024-03-02 11:40:00,52,36,24,15,17,59,30,8,29,37,41,43,0,391
2024-03-02 11:50:00,37,41,18,10,23,65,37,10,37,46,42,44,0,410
2024-03-02 12:00:00,55,44,20,25,79,57,33,12,30,31,52,53,0,491
2024-03-02 12:10:00,36,39,17,17,116,74,33,10,31,42,34,46,0,495
2024-03-02 12:20:00,43,47,25,16,22,58,35,15,25,39,37,52,0,414
2024-03-02 12:30:00,35,51,21,17,19,62,32,13,49,58,29,58,0,444
2024-03-02 12:40:00,52,38,25,33,23,70,37,10,44,53,46,47,0,478
2024-03-02 12:50:00,50,54,20,13,14,66,36,6,42,47,44,59,0,451
2024-03-02 13:00:00,46,52,15,23,16,71,31,15,48,56,49,62,0,484
2024-03-02 13:10:00,47,53,18,17,11,75,41,23,31,46,50,70,0,482
2024-03-02 13:20:00,43,48,23,23,16,60,44,16,55,61,52,60,0,501
2024-03-02 13:30:00,40,57,25,13,18,66,34,8,38,45,45,63,0,452
2024-03-02 13:40:00,50,58,30,20,14,64,31,11,51,62,50,64,0,505
2024-03-02 13:50:00,52,45,24,14,9,55,25,10,32,43,41,55,0,405
2024-03-02 14:00:00,64,59,28,11,8,68,28,12,40,38,56,64,0,476
2024-03-02 14:10:00,58,52,33,22,18,66,33,13,46,51,56,63,0,511
2024-03-02 14:20:00,42,50,28,12,10,86,43,12,54,60,36,66,0,499
2024-03-02 14:30:00,54,55,23,26,15,66,40,11,46,53,51,69,0,509
2024-03-02 14:40:00,51,60,25,20,30,58,26,16,35,43,46,71,0,481
2024-03-02 14:50:00,49,50,21,12,9,63,39,9,47,57,37,62,0,455
2024-03-02 15:00:00,43,45,25,19,50,61,28,17,50,56,41,53,0,488
2024-03-02 15:10:00,53,73,24,12,13,72,38,13,41,48,47,70,0,504
2024-03-02 15:20:00,39,45,17,21,23,71,37,14,40,55,48,58,0,468
2024-03-02 15:30:00,52,52,25,12,13,69,37,14,36,48,52,56,0,466
2024-03-02 15:40:00,45,52,26,14,17,70,35,12,44,44,47,59,0,465
2024-03-02 15:50:00,53,54,27,16,9,68,37,12,28,28,53,58,0,443
2024-03-02 16:00:00,52,49,22,17,13,59,31,13,51,63,46,52,0,468
2024-03-02 16:10:00,42,53,15,15,25,67,31,9,40,50,42,64,0,453
2024-03-02 16:20:00,33,45,27,14,20,56,29,10,25,24,27,54,0,364
2024-03-02 16:30:00,48,52,28,21,22,61,34,7,39,43,43,61,0,459
2024-03-02 16:40:00,50,56,17,14,15,61,38,9,42,51,47,65,0,465
2024-03-02 16:50:00,33,42,17,10,11,72,44,12,35,41,37,46,0,400
2024-03-02 17:00:00,40,39,18,12,12,63,32,11,38,38,37,45,0,385
2024-03-02 17:10:00,40,52,15,23,33,71,45,16,37,42,45,57,0,476
2024-03-02 17:20:00,60,55,20,11,12,72,31,19,41,46,57,67,0,491
2024-03-02 17:30:00,52,53,23,16,8,72,35,11,53,57,54,55,0,489
2024-03-02 17:40:00,42,50,19,17,15,76,29,12,31,33,42,57,0,423
2024-03-02 17:50:00,43,53,20,24,18,67,30,7,34,46,45,57,0,444
2024-03-02 18:00:00,39,31,19,17,38,67,33,15,39,48,38,37,0,421
2024-03-02 18:10:00,40,49,17,22,18,62,28,20,27,37,40,52,0,412
2024-03-02 18:20:00,45,53,19,23,22,73,40,15,39,52,45,62,0,488
2024-03-02 18:30:00,49,46,19,17,22,64,27,23,45,49,50,51,0,462
2024-03-02 18:40:00,51,37,22,16,20,75,36,24,38,46,42,51,0,458
2024-03-02 18:50:00,34,40,15,14,13,69,37,14,45,51,45,48,0,425
2024-03-02 19:00:00,38,57,18,10,32,71,46,13,33,39,40,61,0,458
2024-03-02 19:10:00,40,26,12,10,21,65,32,18,31,30,39,35,0,359
2024-03-02 19:20:00,35,40,13,9,12,54,37,9,38,38,35,53,0,373
2024-03-02 19:30:00,37,36,10,14,11,47,23,6,37,43,41,36,0,341
2024-03-02 19:40:00,47,47,14,11,10,52,18,9,27,33,38,61,0,367
2024-03-02 19:50:00,44,34,12,8,6,58,29,10,35,34,36,45,0,351
2024-03-02 20:00:00,23,32,17,10,9,51,22,11,36,33,31,42,0,317
2024-03-02 20:10:00,24,26,11,10,12,50,19,10,24,27,28,40,0,281
2024-03-02 20:20:00,30,35,13,6,9,49,24,8,23,21,22,32,0,272
2024-03-02 20:30:00,23,25,8,7,9,54,27,11,33,34,25,36,0,292
2024-03-02 20:40:00,24,19,11,12,28,42,23,6,42,43,23,28,0,301
2024-03-02 20:50:00,27,35,16,4,36,48,22,11,29,29,23,37,0,317
2024-03-02 21:00:00,25,14,6,9,7,50,28,10,24,32,27,23,0,255
2024-03-02 21:10:00,27,18,7,8,11,35,21,6,12,14,28,18,0,205
2024-03-02 21:20:00,29,35,16,11,59,31,13,11,21,22,30,39,0,317
2024-03-02 21:30:00,30,23,15,7,6,54,31,12,24,25,25,32,0,284
2024-03-02 21:40:00,25,20,14,7,19,41,22,7,22,25,27,31,0,260
2024-03-02 21:50:00,25,17,8,7,9,45,22,6,29,32,22,25,0,247
2024-03-02 22:00:00,29,22,8,4,4,33,15,9,24,26,31,26,0,231
2024-03-02 22:10:00,18,19,9,7,4,40,12,13,17,18,18,23,0,198
2024-03-02 22:20:00,32,28,16,5,4,50,23,9,26,25,38,31,0,287
2024-03-02 22:30:00,32,23,6,0,1,55,25,6,24,27,33,32,0,264
2024-03-02 22:40:00,28,23,8,8,9,30,17,8,19,19,23,22,0,214
2024-03-02 22:50:00,28,24,9,4,3,43,23,7,14,15,20,27,0,217
2024-03-02 23:00:00,20,17,6,9,13,44,19,7,13,15,22,21,0,206
2024-03-02 23:10:00,21,16,6,2,2,40,23,4,18,15,18,19,0,184
2024-03-02 23:20:00,16,13,6,6,1,36,17,6,12,13,18,15,0,159
2024-03-02 23:30:00,23,20,3,8,6,34,15,7,17,17,19,23,0,192
2024-03-02 23:40:00,16,10,3,1,3,21,6,5,10,11,21,13,0,120
2024-03-02 23:50:00,18,10,1,3,7,36,13,9,21,21,17,15,0,171
2024-03-03 00:00:00,22,26,3,3,6,30,9,6,16,19,22,28,0,190
2024-03-03 00:10:00,18,9,5,6,3,32,13,9,14,14,17,12,0,152
2024-03-03 00:20:00,11,8,3,3,4,35,24,5,9,10,11,9,0,132
2024-03-03 00:30:00,11,12,3,2,5,26,10,5,10,16,13,17,0,130
2024-03-03 00:40:00,12,16,6,1,3,16,9,2,20,19,15,21,0,140
2024-03-03 00:50:00,13,13,4,5,7,30,10,5,12,12,12,13,0,136
2024-03-03 01:00:00,11,8,3,3,3,24,9,8,11,12,11,9,0,112
2024-03-03 01:10:00,12,6,5,4,6,27,12,2,11,11,12,12,0,120
2024-03-03 01:20:00,12,6,3,1,0,21,9,3,9,10,10,7,0,91
2024-03-03 01:30:00,9,5,2,5,4,16,6,7,9,10,11,8,0,92
2024-03-03 01:40:00,6,5,3,2,1,12,5,2,12,13,6,8,0,75
2024-03-03 01:50:00,3,3,2,6,7,17,7,8,9,9,2,3,0,76
2024-03-03 02:00:00,10,8,5,3,3,18,6,3,4,5,11,9,0,85
2024-03-03 02:10:00,4,7,2,0,0,14,3,4,5,4,5,7,0,55
2024-03-03 02:20:00,14,14,4,3,3,13,3,5,4,5,10,13,0,91
2024-03-03 02:30:00,3,4,2,2,2,10,4,2,12,9,3,5,0,58
2024-03-03 02:40:00,5,4,2,1,1,12,5,5,1,1,4,3,0,44
2024-03-03 02:50:00,3,9,3,3,3,7,1,3,3,4,4,10,0,53
2024-03-03 03:00:00,5,3,3,1,2,8,3,2,7,7,8,6,0,55
2024-03-03 03:10:00,6,5,2,1,3,7,2,1,3,4,5,7,0,46
2024-03-03 03:20:00,4,4,7,1,0,15,3,3,6,7,5,4,0,59
2024-03-03 03:30:00,3,3,3,2,3,7,1,4,6,6,4,5,0,47
2024-03-03 03:40:00,2,5,1,5,27,10,5,1,4,4,0,5,0,69
2024-03-03 03:50:00,2,2,3,4,12,6,3,1,2,3,2,5,0,45
2024-03-03 04:00:00,1,2,1,0,0,14,5,1,5,5,2,5,0,41
2024-03-03 04:10:00,4,7,2,3,3,11,2,3,2,3,5,6,0,51
2024-03-03 04:20:00,3,3,0,0,0,7,1,1,3,5,3,4,0,30
2024-03-03 04:30:00,4,3,3,3,2,10,2,1,2,3,1,4,0,38
2024-03-03 04:40:00,5,4,0,2,82,8,4,3,4,4,2,5,0,123
2024-03-03 04:50:00,5,3,5,0,1,8,6,3,6,6,3,4,0,50
2024-03-03 05:00:00,2,1,1,4,1,15,9,5,2,4,2,3,0,49
2024-03-03 05:10:00,5,3,2,2,0,11,3,2,7,8,5,4,0,52
2024-03-03 05:20:00,4,1,3,1,0,12,6,3,4,7,4,4,0,49
2024-03-03 05:30:00,9,6,5,3,3,18,8,5,12,13,9,7,0,98
2024-03-03 05:40:00,5,2,7,1,1,16,7,2,15,15,3,2,0,76
2024-03-03 05:50:00,4,3,5,1,1,10,5,1,14,14,5,4,0,67
2024-03-03 06:00:00,5,3,1,1,1,7,5,2,8,10,3,4,0,50
2024-03-03 06:10:00,9,8,2,2,3,11,5,4,4,4,6,8,0,66
2024-03-03 06:20:00,4,3,2,7,5,9,4,2,7,6,4,4,0,57
2024-03-03 06:30:00,4,2,5,4,11,12,6,4,6,6,3,1,0,64
2024-03-03 06:40:00,3,0,1,2,7,7,5,2,5,7,5,4,0,48
2024-03-03 06:50:00,7,0,2,3,2,6,3,3,4,5,7,0,0,42
2024-03-03 07:00:00,5,3,1,3,6,10,5,5,7,9,4,3,0,61
2024-03-03 07:10:00,7,4,1,6,2,3,3,0,5,5,5,4,0,45
2024-03-03 07:20:00,5,0,3,0,1,8,3,2,5,4,6,1,0,38
2024-03-03 07:30:00,2,1,3,3,4,12,4,1,7,9,3,1,0,50
2024-03-03 07:40:00,6,4,5,5,18,13,11,0,12,12,7,5,0,98
2024-03-03 07:50:00,2,3,1,0,0,12,8,2,2,4,2,3,0,39
2024-03-03 08:00:00,2,5,2,4,5,16,9,1,3,4,2,5,0,58
2024-03-03 08:10:00,7,2,4,2,1,13,6,1,6,7,4,4,0,57
2024-03-03 08:20:00,9,4,5,4,13,10,5,4,6,6,6,4,0,76
2024-03-03 08:30:00,9,7,2,3,1,13,5,3,10,12,6,10,0,81
2024-03-03 08:40:00,8,5,5,12,61,14,8,1,9,10,8,7,0,148
2024-03-03 08:50:00,11,3,5,5,7,24,12,5,9,11,11,5,0,108
2024-03-03 09:00:00,12,7,3,3,4,28,12,7,5,15,7,8,0,111
