datetime,D11Z,D12Z,D13Z,D14Z,D15Z,D21Z,D22Z,D31Z,D32Z,D33Z,D34Z,D35Z,D36Z,D37Z,D41Z,D42Z,D43Z,Total
2024-03-20 00:50:00,3,4,2,2,1,7,1,1,2,1,2,3,6,3,5,1,8,52
2024-03-20 01:00:00,0,4,0,0,4,11,4,4,3,6,6,3,6,1,3,1,5,61
2024-03-20 01:10:00,1,5,0,4,1,6,1,1,1,1,1,2,3,2,3,2,6,40
2024-03-20 01:20:00,4,3,2,4,0,0,0,1,1,2,0,1,2,2,2,1,2,27
2024-03-20 01:30:00,0,2,0,2,0,3,0,2,1,2,1,0,0,0,2,3,3,21
2024-03-20 01:40:00,1,1,1,0,1,1,1,1,3,3,3,0,0,0,2,0,3,21
2024-03-20 01:50:00,0,1,0,0,1,3,1,1,1,2,1,1,2,1,1,0,1,17
2024-03-20 02:00:00,1,1,0,1,0,0,0,0,1,3,1,1,1,1,2,0,3,16
2024-03-20 02:10:00,1,1,1,1,0,1,1,1,3,6,3,1,2,1,2,1,2,28
2024-03-20 02:20:00,3,1,3,0,1,1,1,1,3,6,3,1,2,2,2,0,3,33
2024-03-20 02:30:00,2,0,2,0,0,0,0,0,0,0,0,1,1,0,3,0,5,14
2024-03-20 02:40:00,1,1,1,1,0,0,0,1,4,8,4,2,5,2,2,0,4,36
2024-03-20 02:50:00,1,4,1,2,3,8,3,4,2,4,3,2,3,2,2,0,2,46
2024-03-20 03:00:00,1,1,1,0,1,1,1,1,1,3,2,1,2,1,2,1,2,22
2024-03-20 03:10:00,0,2,0,1,1,2,1,1,0,0,0,0,0,0,1,0,1,10
2024-03-20 03:20:00,1,4,1,3,1,4,1,2,0,0,0,0,0,0,0,0,0,17
2024-03-20 03:30:00,2,2,1,2,0,0,0,1,4,10,4,0,0,0,1,0,2,29
2024-03-20 03:40:00,3,3,1,2,1,5,2,2,3,5,4,2,0,0,3,2,6,44
2024-03-20 03:50:00,0,2,0,1,2,4,3,2,2,6,2,2,4,1,4,0,6,41
2024-03-20 04:00:00,1,2,1,1,1,1,1,1,6,9,6,0,0,0,3,2,4,39
2024-03-20 04:10:00,3,6,1,6,1,3,4,2,6,9,5,1,2,1,7,2,9,68
2024-03-20 04:20:00,4,3,3,3,0,5,0,0,8,7,8,4,7,3,5,2,12,74
2024-03-20 04:30:00,5,2,4,1,1,1,1,1,7,15,7,3,1,1,10,0,10,70
2024-03-20 04:40:00,2,1,2,0,1,3,1,1,6,9,5,2,3,2,9,3,10,60
2024-03-20 04:50:00,5,3,4,1,2,2,2,2,7,6,7,1,3,1,8,5,8,67
2024-03-20 05:00:00,7,9,1,7,2,9,6,3,14,19,15,6,10,3,8,6,15,140
2024-03-20 05:10:00,5,4,6,2,2,3,3,2,16,32,16,4,8,4,11,11,19,148
2024-03-20 05:20:00,10,4,10,3,1,5,1,2,26,20,31,11,9,5,24,18,33,213
2024-03-20 05:30:00,8,8,8,8,1,10,3,2,41,26,38,11,15,10,28,110,36,363
2024-03-20 05:40:00,10,12,10,8,6,16,6,6,40,16,41,12,19,12,35,42,36,327
2024-03-20 05:50:00,6,10,7,8,6,10,6,8,42,36,43,15,26,14,40,39,31,347
2024-03-20 06:00:00,15,11,19,14,5,9,4,6,44,28,51,13,16,16,38,38,42,369
2024-03-20 06:10:00,13,11,19,15,8,8,8,10,51,28,48,14,13,14,45,45,35,385
2024-03-20 06:20:00,16,11,20,14,5,6,5,6,64,15,60,25,12,26,60,44,28,417
2024-03-20 06:30:00,11,15,30,32,8,5,8,11,58,14,59,33,7,33,67,58,21,470
2024-03-20 06:40:00,7,10,22,30,6,9,6,8,73,13,75,37,10,37,76,78,14,511
2024-03-20 06:50:00,15,15,27,26,7,6,8,14,94,13,88,21,11,25,83,80,19,552
2024-03-20 07:00:00,15,12,28,37,9,5,8,8,107,19,103,41,11,37,74,78,20,612
2024-03-20 07:10:00,10,12,28,32,18,2,20,24,102,3,89,39,8,41,111,92,14,645
2024-03-20 07:20:00,13,16,33,41,19,4,16,19,101,7,79,35,11,45,88,75,13,615
2024-03-20 07:30:00,10,12,33,50,18,5,20,21,95,9,89,38,4,32,106,100,9,651
2024-03-20 07:40:00,11,14,38,51,21,14,18,19,92,16,74,34,2,44,85,102,9,644
2024-03-20 07:50:00,13,13,38,52,10,7,14,19,93,7,85,39,2,28,110,115,7,652
2024-03-20 08:00:00,12,15,39,47,22,8,19,24,73,11,67,29,0,27,107,124,9,633
2024-03-20 08:10:00,7,14,36,51,23,6,188,29,73,18,70,28,0,28,103,108,5,787
2024-03-20 08:20:00,14,10,42,57,19,7,196,19,73,12,70,32,0,35,94,120,5,805
2024-03-20 08:30:00,10,11,33,43,11,13,126,13,90,11,74,46,9,37,96,107,6,736
2024-03-20 08:40:00,8,13,48,50,17,10,26,22,91,7,82,37,4,42,88,91,13,649
2024-03-20 08:50:00,8,9,30,104,28,0,40,29,90,13,79,40,6,34,77,60,17,664
2024-03-20 09:00:00,11,15,42,48,23,13,381,22,58,12,53,28,13,27,79,65,15,905
2024-03-20 09:10:00,16,10,33,25,14,6,24,11,70,20,73,38,5,46,75,78,18,562
2024-03-20 09:20:00,10,13,30,35,18,10,46,22,64,22,64,28,9,23,69,74,18,555
2024-03-20 09:30:00,18,11,29,23,14,15,26,15,64,19,60,24,10,25,56,69,10,488
2024-03-20 09:40:00,17,16,31,70,19,16,38,22,51,19,57,32,4,37,70,77,15,591
2024-03-20 09:50:00,11,18,24,24,31,12,35,30,60,18,58,37,2,29,62,59,10,520
2024-03-20 10:00:00,13,18,22,43,23,17,54,26,46,21,48,30,8,32,49,46,18,514
2024-03-20 10:10:00,14,19,37,34,18,19,20,23,65,19,68,26,2,25,60,70,11,530
2024-03-20 10:20:00,14,17,33,35,23,10,21,23,58,17,56,26,8,28,52,40,13,474
2024-03-20 10:30:00,13,13,29,31,21,15,20,23,51,21,56,26,7,26,50,49,14,465
2024-03-20 10:40:00,21,11,23,26,14,11,14,15,62,18,64,30,8,29,47,51,17,461
2024-03-20 10:50:00,14,14,34,44,17,13,17,23,58,23,54,28,2,30,54,52,15,492
2024-03-20 11:00:00,18,12,39,27,17,12,18,21,59,16,61,27,7,17,49,35,21,456
2024-03-20 11:10:00,13,18,34,39,21,11,20,23,66,13,62,28,14,30,54,48,17,511
2024-03-20 11:20:00,19,10,36,32,20,18,20,22,48,22,49,32,6,28,50,51,14,477
2024-03-20 11:30:00,16,19,35,41,23,10,22,22,55,19,55,35,5,36,48,52,17,510
2024-03-20 11:40:00,14,16,37,34,29,12,29,27,69,22,69,31,5,24,49,45,12,524
2024-03-20 11:50:00,15,10,39,41,19,10,23,24,50,15,54,32,0,41,49,38,9,469
2024-03-20 12:00:00,14,17,31,41,21,8,19,20,62,24,57,31,5,27,50,52,11,490
2024-03-20 12:10:00,14,17,31,38,23,8,23,25,46,14,46,26,12,24,59,83,13,502
2024-03-20 12:20:00,13,13,45,49,30,10,32,34,52,19,55,32,10,27,66,52,8,547
2024-03-20 12:30:00,17,20,47,46,27,16,33,30,56,18,60,25,8,26,48,41,13,531
2024-03-20 12:40:00,12,16,38,48,18,13,69,18,63,21,59,30,8,27,54,55,11,560
2024-03-20 12:50:00,13,15,37,39,26,11,26,28,60,21,60,33,8,32,58,49,15,531
2024-03-20 13:00:00,16,16,45,46,32,6,34,31,71,13,65,31,9,42,46,39,20,562
2024-03-20 13:10:00,19,17,54,54,31,11,32,35,61,17,60,38,6,39,58,42,12,586
2024-03-20 13:20:00,18,19,49,55,28,11,58,30,58,14,66,38,3,30,50,58,8,593
2024-03-20 13:30:00,16,16,40,48,31,11,60,34,66,11,60,33,6,33,58,53,15,591
2024-03-20 13:40:00,13,15,64,68,30,11,134,32,66,20,77,32,14,30,60,61,12,739
2024-03-20 13:50:00,14,16,46,46,34,7,105,40,67,18,65,25,7,32,51,48,12,633
2024-03-20 14:00:00,15,13,40,44,31,10,58,27,62,13,52,39,6,34,56,46,7,553
2024-03-20 14:10:00,15,17,52,51,32,11,151,35,68,17,57,39,1,45,54,54,14,713
2024-03-20 14:20:00,20,22,50,54,31,11,131,32,44,15,56,32,5,27,65,74,16,685
2024-03-20 14:30:00,12,12,46,57,29,8,145,38,66,9,66,31,8,39,64,52,15,697
2024-03-20 14:40:00,21,13,46,57,31,7,47,29,70,17,62,42,3,25,59,49,14,592
2024-03-20 14:50:00,13,13,50,55,43,10,245,40,76,28,71,28,6,32,43,40,20,813
2024-03-20 15:00:00,8,14,52,78,32,11,192,33,58,6,63,33,11,28,61,60,16,756
2024-03-20 15:10:00,22,18,59,63,30,21,44,30,77,19,71,38,11,38,66,50,14,671
2024-03-20 15:20:00,12,13,54,57,40,18,52,40,63,14,65,37,0,41,65,61,10,642
2024-03-20 15:30:00,8,9,66,115,44,7,161,48,50,17,50,42,0,40,57,56,14,784
2024-03-20 15:40:00,10,9,63,69,35,16,94,34,60,8,54,28,9,22,69,129,12,721
2024-03-20 15:50:00,13,11,68,234,37,10,41,45,80,15,76,36,5,39,62,211,11,994
2024-03-20 16:00:00,12,13,64,68,37,9,32,35,56,11,72,41,7,39,71,71,10,648
2024-03-20 16:10:00,9,13,91,87,28,23,30,34,66,16,73,31,6,29,63,70,10,679
2024-03-20 16:20:00,11,10,85,74,32,6,34,40,54,18,53,35,3,41,66,77,15,654
2024-03-20 16:30:00,11,11,75,77,47,11,43,40,71,12,70,38,0,31,64,65,15,681
2024-03-20 16:40:00,15,16,67,65,23,48,27,29,57,15,57,33,7,28,86,87,9,669
2024-03-20 16:50:00,8,17,70,75,33,26,31,28,89,12,88,36,2,47,68,71,13,714
2024-03-20 17:00:00,10,12,85,76,39,10,43,50,74,15,69,41,1,32,79,78,3,717
2024-03-20 17:10:00,10,18,77,72,40,6,41,46,52,18,57,39,2,25,75,78,7,663
2024-03-20 17:20:00,11,11,69,59,43,2,42,33,82,8,86,46,0,44,68,91,5,700
2024-03-20 17:30:00,14,19,70,75,49,3,270,38,70,12,71,42,0,30,74,76,8,921
2024-03-20 17:40:00,11,16,69,66,41,7,47,46,87,21,83,34,8,34,70,79,6,725
2024-03-20 17:50:00,13,12,63,65,36,11,127,38,58,8,53,21,9,22,70,75,20,701
2024-03-20 18:00:00,12,16,61,55,32,17,514,37,78,16,77,46,3,50,66,61,9,1150
2024-03-20 18:10:00,13,14,61,53,26,10,230,33,79,11,78,40,1,38,80,74,18,859
2024-03-20 18:20:00,12,11,61,54,41,11,53,42,75,14,72,35,8,41,70,70,7,677
2024-03-20 18:30:00,18,22,59,55,38,9,83,40,58,16,70,46,9,45,60,59,11,698
2024-03-20 18:40:00,13,21,50,43,33,26,164,35,74,10,67,39,2,39,55,54,17,742
2024-03-20 18:50:00,12,17,35,42,22,27,42,27,59,13,60,29,14,28,59,59,27,572
2024-03-20 19:00:00,22,11,30,42,26,26,24,27,47,27,51,23,16,25,49,47,22,515
2024-03-20 19:10:00,30,21,38,42,26,25,26,27,42,28,44,24,24,23,56,41,34,551
2024-03-20 19:20:00,37,25,41,40,19,26,19,24,33,17,46,18,25,22,58,50,31,531
2024-03-20 19:30:00,18,19,34,31,18,26,20,24,48,27,45,27,11,25,34,26,33,466
2024-03-20 19:40:00,38,16,28,32,14,23,11,12,38,20,40,29,15,34,60,48,33,491
2024-03-20 19:50:00,20,23,23,29,19,31,19,20,47,32,50,30,21,27,45,37,32,505
2024-03-20 20:00:00,29,26,23,21,19,24,22,23,32,30,33,14,24,14,44,34,35,447
2024-03-20 20:10:00,21,15,51,40,30,35,26,29,33,19,38,15,27,23,36,31,35,504
2024-03-20 20:20:00,30,15,22,27,21,31,21,24,35,27,42,15,16,12,29,29,32,428
2024-03-20 20:30:00,18,13,24,24,12,24,12,12,26,17,23,14,24,10,43,26,29,351
2024-03-20 20:40:00,24,19,19,20,16,28,17,17,24,36,25,9,16,7,26,24,34,361
2024-03-20 20:50:00,16,19,20,27,16,35,16,16,28,37,30,11,20,12,28,19,30,380
2024-03-20 21:00:00,26,23,17,30,17,29,15,15,25,27,29,12,22,15,19,19,27,367
2024-03-20 21:10:00,33,21,23,36,18,38,19,19,20,23,20,12,15,9,25,21,36,388
2024-03-20 21:20:00,17,18,31,39,19,24,19,23,35,37,36,19,25,19,33,24,31,449
2024-03-20 21:30:00,19,17,30,28,14,20,15,15,22,27,21,14,22,15,22,12,25,338
2024-03-20 21:40:00,18,27,22,30,16,29,22,22,33,34,35,12,16,15,19,12,27,389
2024-03-20 21:50:00,22,15,23,23,6,19,24,10,19,21,19,21,29,20,27,18,28,344
2024-03-20 22:00:00,29,18,25,25,18,31,25,20,22,28,25,15,16,16,19,12,26,370
2024-03-20 22:10:00,21,24,19,17,14,22,23,14,23,23,23,9,14,11,19,13,26,315
2024-03-20 22:20:00,14,21,17,23,9,29,14,12,12,16,12,22,25,19,17,21,26,309
2024-03-20 22:30:00,14,16,14,17,13,16,16,14,19,28,18,10,20,13,23,14,29,294
2024-03-20 22:40:00,15,24,16,15,8,24,12,7,16,20,17,16,24,12,17,8,23,274
2024-03-20 22:50:00,18,18,12,24,10,26,14,11,18,27,21,13,18,10,17,11,24,292
2024-03-20 23:00:00,12,18,13,11,15,24,18,17,12,18,13,8,13,8,17,4,21,242
2024-03-20 23:10:00,17,20,23,17,9,38,12,11,9,11,9,7,16,7,13,4,22,245
2024-03-20 23:20:00,14,11,14,8,3,16,5,3,15,17,17,11,19,9,18,4,24,208
2024-03-20 23:30:00,4,9,5,8,4,13,5,4,15,19,15,6,7,7,13,2,21,157
2024-03-20 23:40:00,7,11,6,6,7,19,7,8,5,7,6,9,18,7,8,2,9,142
2024-03-20 23:50:00,7,7,7,6,2,9,5,3,9,13,11,4,7,4,4,5,8,111
2024-03-21 00:00:00,4,4,4,2,2,7,2,2,9,13,11,6,10,8,5,1,10,100
2024-03-21 00:10:00,3,4,4,3,2,8,1,3,7,9,11,10,22,9,7,1,8,112
2024-03-21 00:20:00,4,6,4,4,3,9,3,4,9,17,9,7,17,7,7,1,10,121
2024-03-21 00:30:00,6,5,5,5,0,3,0,1,2,3,3,6,8,4,7,1,11,70
2024-03-21 00:40:00,6,6,2,5,1,8,1,0,4,8,5,6,11,6,4,0,6,79
2024-03-21 00:50:00,3,3,2,2,1,3,1,2,3,5,2,2,5,2,3,0,4,43
2024-03-21 01:00:00,0,4,0,3,0,6,0,1,1,1,1,2,4,2,2,3,3,33
2024-03-21 01:10:00,3,5,2,3,4,9,4,3,4,7,3,1,2,2,3,2,3,60
2024-03-21 01:20:00,2,3,2,3,0,0,0,0,3,7,3,0,0,0,4,0,5,32
2024-03-21 01:30:00,2,3,2,2,1,5,1,1,3,4,3,0,0,0,4,2,8,41
2024-03-21 01:40:00,1,1,1,0,1,3,1,1,3,5,4,0,0,0,3,0,4,28
2024-03-21 01:50:00,0,1,0,1,0,1,0,1,6,8,4,2,5,3,3,0,5,40
2024-03-21 02:00:00,2,2,1,1,0,0,0,0,1,2,1,3,5,3,1,0,1,23
2024-03-21 02:10:00,1,1,1,0,1,2,1,1,3,3,3,0,0,0,4,1,8,30
2024-03-21 02:20:00,4,5,3,3,1,4,1,2,2,4,2,0,0,0,6,1,7,45
2024-03-21 02:30:00,0,1,0,1,0,0,0,0,3,4,3,0,0,0,2,1,3,18
2024-03-21 02:40:00,1,4,1,1,3,10,3,3,0,0,0,2,3,2,3,1,5,42
2024-03-21 02:50:00,1,4,1,3,1,4,1,2,2,4,2,2,5,2,2,1,3,40
2024-03-21 03:00:00,1,3,0,3,0,3,0,1,3,2,3,0,0,0,4,1,5,29
2024-03-21 03:10:00,1,1,0,1,0,1,0,0,2,4,2,3,5,4,2,1,1,28
2024-03-21 03:20:00,2,2,2,1,1,4,1,2,2,2,0,1,0,0,3,0,4,27
2024-03-21 03:30:00,2,2,1,2,0,1,0,1,3,8,3,1,0,0,0,0,0,24
2024-03-21 03:40:00,0,1,0,0,1,1,1,1,5,10,6,1,1,1,3,2,6,40
2024-03-21 03:50:00,0,1,0,1,0,0,0,1,1,3,1,1,2,1,3,2,4,21
2024-03-21 04:00:00,2,2,2,0,2,1,2,2,3,6,3,1,2,1,1,6,2,38
2024-03-21 04:10:00,4,3,3,2,0,2,0,0,5,9,4,3,6,4,5,1,9,60
2024-03-21 04:20:00,1,1,1,2,0,2,1,1,7,10,8,1,1,1,12,3,17,69
2024-03-21 04:30:00,4,3,3,2,1,4,1,1,4,7,3,0,0,0,8,2,12,55
2024-03-21 04:40:00,3,1,3,1,0,2,0,0,7,14,8,0,0,0,6,4,10,59
2024-03-21 04:50:00,3,2,3,2,0,2,0,0,11,13,10,4,5,2,9,9,14,89
2024-03-21 05:00:00,5,7,3,4,2,8,2,3,14,20,15,5,5,3,10,6,17,129
2024-03-21 05:10:00,8,8,8,2,3,7,3,3,25,18,29,8,10,6,17,13,26,194
2024-03-21 05:20:00,8,10,9,6,3,16,3,5,25,26,29,12,9,6,20,19,31,237
2024-03-21 05:30:00,13,4,13,3,1,5,2,1,32,23,32,10,5,9,32,26,31,242
2024-03-21 05:40:00,10,12,10,8,5,9,8,7,49,15,50,14,12,10,41,39,50,349
2024-03-21 05:50:00,22,11,11,4,7,14,7,8,34,23,40,13,17,12,39,39,37,338
2024-03-21 06:00:00,16,14,20,15,3,15,3,3,44,23,40,10,16,12,43,39,53,369
2024-03-21 06:10:00,12,16,20,22,8,12,7,7,48,20,44,18,10,15,43,33,51,386
2024-03-21 06:20:00,14,14,21,19,4,6,5,6,77,21,72,28,18,32,48,56,6,447
2024-03-21 06:30:00,12,16,19,25,11,13,10,13,57,15,56,24,6,22,60,255,13,627
2024-03-21 06:40:00,11,12,27,26,6,10,6,7,73,11,76,31,13,31,72,78,13,503
2024-03-21 06:50:00,11,12,33,27,7,8,7,11,98,10,79,22,11,21,83,89,21,550
2024-03-21 07:00:00,9,15,29,31,11,30,12,12,86,10,79,38,8,36,71,73,14,564
2024-03-21 07:10:00,7,10,37,40,17,7,21,22,101,8,97,34,12,38,105,116,12,684
2024-03-21 07:20:00,14,14,37,40,18,9,15,18,104,8,81,36,4,39,106,102,3,648
2024-03-21 07:30:00,11,9,32,41,17,17,19,21,94,8,90,41,7,41,112,109,1,670
2024-03-21 07:40:00,13,7,35,45,14,9,20,21,101,16,81,22,11,28,103,114,3,643
2024-03-21 07:50:00,12,14,30,44,25,7,20,20,72,13,70,36,7,31,111,130,3,645
2024-03-21 08:00:00,15,12,35,41,17,9,17,21,84,6,71,32,12,38,104,109,11,634
2024-03-21 08:10:00,12,9,40,43,20,4,30,31,118,6,105,47,3,47,87,102,11,715
2024-03-21 08:20:00,18,13,34,39,29,3,25,23,75,13,59,21,12,22,93,83,18,580
2024-03-21 08:30:00,15,11,42,40,21,5,24,26,96,8,95,30,14,27,72,84,14,624
2024-03-21 08:40:00,17,17,36,37,22,7,43,20,86,15,75,34,15,38,96,97,10,665
2024-03-21 08:50:00,12,9,29,37,25,8,29,30,88,12,85,39,9,37,71,75,16,611
2024-03-21 09:00:00,14,12,26,29,22,15,23,26,78,9,75,40,4,42,77,107,16,615
2024-03-21 09:10:00,13,19,29,43,24,10,20,21,71,19,73,29,3,31,71,64,15,555
2024-03-21 09:20:00,16,13,24,25,19,14,21,21,74,14,68,37,9,36,75,78,18,562
2024-03-21 09:30:00,11,15,17,28,25,14,29,30,74,23,76,23,14,26,71,73,6,555
2024-03-21 09:40:00,12,11,32,37,26,13,29,27,76,19,68,35,3,29,57,57,18,549
2024-03-21 09:50:00,28,18,28,35,28,11,31,29,60,12,61,31,2,28,63,67,7,539
2024-03-21 10:00:00,17,16,27,31,21,17,50,19,68,17,63,22,13,23,50,50,18,522
2024-03-21 10:10:00,16,16,32,34,21,9,39,26,53,12,53,26,7,26,57,213,12,652
2024-03-21 10:20:00,43,13,35,139,17,10,53,22,81,18,88,35,0,33,55,54,15,711
2024-03-21 10:30:00,11,12,34,39,19,13,34,20,64,13,56,29,4,30,58,50,14,500
2024-03-21 10:40:00,16,18,32,34,26,13,27,25,46,17,44,28,2,35,58,43,14,478
2024-03-21 10:50:00,18,21,36,31,18,15,34,25,72,14,66,36,7,25,56,57,12,543
2024-03-21 11:00:00,15,16,31,30,21,12,53,18,48,13,41,28,6,28,46,36,20,462
2024-03-21 11:10:00,18,20,34,41,23,12,70,26,47,14,55,28,10,23,49,49,12,531
2024-03-21 11:20:00,18,12,36,32,25,9,35,29,53,11,48,26,7,25,54,48,17,485
2024-03-21 11:30:00,18,17,33,36,31,10,44,37,68,13,65,31,9,29,62,64,12,579
2024-03-21 11:40:00,14,16,34,42,36,9,45,34,65,12,63,33,7,26,49,48,18,551
2024-03-21 11:50:00,14,14,39,45,23,11,57,17,53,18,49,37,3,39,55,42,16,532
2024-03-21 12:00:00,10,17,39,48,22,12,23,29,57,18,54,26,8,26,69,60,10,528
2024-03-21 12:10:00,16,15,52,44,28,11,29,32,64,17,74,31,5,34,58,118,23,651
2024-03-21 12:20:00,13,16,46,44,35,13,37,40,79,14,66,42,5,35,48,47,18,598
2024-03-21 12:30:00,13,20,41,44,26,11,51,28,77,18,78,35,2,35,62,55,13,609
2024-03-21 12:40:00,17,10,51,54,34,8,31,31,56,20,60,33,8,33,60,59,13,578
2024-03-21 12:50:00,12,10,31,44,24,19,24,25,75,22,77,40,2,38,48,51,14,556
2024-03-21 13:00:00,20,10,60,60,28,12,27,31,57,16,60,27,11,26,78,43,15,581
2024-03-21 13:10:00,14,13,39,55,23,10,22,20,70,23,72,42,5,49,63,48,17,585
2024-03-21 13:20:00,18,20,52,61,30,10,29,31,69,12,61,45,1,37,141,174,9,800
2024-03-21 13:30:00,14,13,47,58,29,10,30,28,68,13,67,37,5,47,75,70,7,618
2024-03-21 13:40:00,10,17,39,48,30,11,36,37,72,15,73,43,4,27,60,51,14,587
2024-03-21 13:50:00,16,14,45,51,36,13,34,37,60,12,66,33,7,29,57,49,9,568
2024-03-21 14:00:00,18,19,42,48,19,11,20,25,66,15,62,26,11,25,52,49,15,523
2024-03-21 14:10:00,16,14,58,60,38,10,38,41,88,12,89,39,5,41,60,45,13,667
2024-03-21 14:20:00,26,15,50,64,37,12,40,40,50,13,55,35,7,38,68,57,12,619
2024-03-21 14:30:00,14,12,63,64,32,12,350,35,68,12,63,39,11,31,70,68,8,952
2024-03-21 14:40:00,15,14,59,64,35,6,164,33,72,9,64,36,0,39,62,58,12,742
2024-03-21 14:50:00,13,15,72,75,34,20,146,35,71,13,75,34,3,32,60,63,9,770
2024-03-21 15:00:00,16,16,58,60,27,8,265,28,51,20,51,40,2,33,61,49,20,805
2024-03-21 15:10:00,14,15,54,63,35,28,50,35,64,13,68,41,1,38,76,84,5,684
2024-03-21 15:20:00,13,13,68,65,33,8,141,36,60,12,53,38,7,30,69,62,15,723
2024-03-21 15:30:00,16,12,66,56,39,25,86,40,83,12,80,28,3,29,81,281,13,950
2024-03-21 15:40:00,18,17,78,104,45,16,128,52,52,10,43,33,1,29,79,118,18,841
2024-03-21 15:50:00,18,17,67,65,33,17,83,40,66,21,60,45,0,47,59,61,8,707
2024-03-21 16:00:00,13,20,78,71,55,13,125,42,57,13,60,33,1,29,69,65,19,763
2024-03-21 16:10:00,13,20,79,90,36,16,36,37,73,14,66,40,0,26,62,68,14,690
2024-03-21 16:20:00,9,15,96,101,39,12,39,49,57,13,63,40,5,41,67,67,23,736
2024-03-21 16:30:00,11,16,70,74,48,9,46,47,67,14,59,39,2,37,63,60,12,674
2024-03-21 16:40:00,13,10,75,78,44,9,48,53,59,17,67,44,2,40,74,75,11,719
2024-03-21 16:50:00,8,11,68,71,31,19,32,31,64,17,63,34,6,31,75,71,16,648
2024-03-21 17:00:00,11,10,83,70,45,8,41,45,77,18,78,41,6,43,77,84,11,748
2024-03-21 17:10:00,17,19,75,83,41,17,40,42,67,15,69,36,2,24,64,68,13,692
2024-03-21 17:20:00,13,14,70,61,37,13,40,42,88,13,83,39,4,43,57,63,10,690
2024-03-21 17:30:00,18,15,70,64,48,5,47,50,62,20,60,38,1,30,83,82,9,702
2024-03-21 17:40:00,14,15,78,72,41,8,44,47,74,24,75,50,7,46,71,80,3,749
2024-03-21 17:50:00,13,12,79,56,48,1,44,40,69,12,78,37,3,35,89,72,7,695
2024-03-21 18:00:00,22,19,53,42,32,10,55,37,79,17,71,36,2,34,69,56,12,646
2024-03-21 18:10:00,17,17,58,51,29,13,37,36,70,8,75,40,0,38,79,79,8,655
2024-03-21 18:20:00,14,18,58,62,42,14,307,46,66,10,59,40,0,35,65,73,11,920
2024-03-21 18:30:00,17,15,69,71,24,13,78,31,58,6,64,43,5,30,71,63,11,669
2024-03-21 18:40:00,16,15,47,42,33,10,34,32,71,17,71,26,8,27,60,62,19,590
2024-03-21 18:50:00,8,12,37,38,20,26,38,24,44,18,48,21,18,24,71,56,16,519
2024-03-21 19:00:00,21,17,40,41,25,32,26,28,50,27,52,24,14,18,43,51,35,544
2024-03-21 19:10:00,15,13,41,38,21,29,24,26,46,16,50,37,6,45,54,43,32,536
2024-03-21 19:20:00,30,28,33,34,26,28,22,25,40,12,46,27,8,26,159,42,29,615
2024-03-21 19:30:00,33,17,26,33,27,39,28,28,49,27,54,36,9,28,36,102,26,598
2024-03-21 19:40:00,27,23,29,31,17,22,16,19,47,22,45,17,24,18,41,33,30,461
2024-03-21 19:50:00,20,20,27,29,21,26,20,21,54,19,66,28,9,25,39,37,27,488
2024-03-21 20:00:00,25,22,24,26,18,41,19,18,40,21,50,20,17,20,45,37,36,479
2024-03-21 20:10:00,17,17,34,29,22,26,21,22,39,31,41,28,22,20,30,26,31,456
2024-03-21 20:20:00,23,15,30,32,16,23,14,14,30,31,29,26,25,28,26,21,35,418
2024-03-21 20:30:00,13,13,20,18,13,20,13,14,26,26,29,9,20,10,33,23,43,343
2024-03-21 20:40:00,23,21,20,27,17,27,17,20,32,28,32,18,16,20,32,60,39,449
2024-03-21 20:50:00,18,19,21,21,9,14,8,8,26,34,29,20,23,20,33,23,20,346
2024-03-21 21:00:00,20,21,21,23,10,16,10,13,30,35,30,15,13,13,23,16,71,380
2024-03-21 21:10:00,16,20,26,23,15,34,15,17,27,30,27,19,25,20,37,28,31,410
2024-03-21 21:20:00,22,23,25,31,11,20,13,14,22,25,21,14,29,18,36,27,33,384
2024-03-21 21:30:00,21,22,24,24,10,18,8,8,17,19,22,15,17,11,19,14,27,296
2024-03-21 21:40:00,19,22,22,24,16,27,17,17,23,29,21,10,11,12,28,13,27,338
2024-03-21 21:50:00,22,24,24,24,15,27,16,19,17,24,19,12,16,15,17,11,26,328
2024-03-21 22:00:00,8,20,20,20,8,18,8,11,27,28,26,26,27,22,23,12,33,337
2024-03-21 22:10:00,7,16,14,18,8,24,8,10,18,21,21,17,25,16,21,13,24,281
2024-03-21 22:20:00,11,14,13,12,6,15,11,8,20,27,22,17,32,17,25,18,36,304
2024-03-21 22:30:00,12,15,16,17,8,26,19,10,16,22,18,17,25,15,22,15,29,302
2024-03-21 22:40:00,17,16,12,9,7,17,8,7,14,26,13,17,28,18,21,11,20,261
2024-03-21 22:50:00,18,21,20,21,10,21,36,9,22,33,22,11,9,11,13,12,15,304
2024-03-21 23:00:00,23,17,19,15,7,21,149,8,14,25,19,11,16,8,14,8,21,395
2024-03-21 23:10:00,15,15,11,10,5,13,5,7,13,22,14,6,7,8,15,9,27,202
2024-03-21 23:20:00,11,12,11,8,5,19,8,5,10,10,10,9,7,6,15,6,25,177
2024-03-21 23:30:00,11,8,9,7,3,6,56,4,10,15,12,9,12,8,12,4,18,204
2024-03-21 23:40:00,6,10,6,7,5,8,5,4,7,14,7,6,15,6,9,3,14,132
2024-03-21 23:50:00,9,13,8,5,8,20,9,10,10,14,12,6,12,4,12,5,19,176
