datetime,D21Z,D22Z,V23Z,V24Z,D81Z,D82Z,V83Z,V84Z,D111Z,D112Z,V113Z,V114Z,D115Z,Total
2024-03-27 09:30:00,40,56,26,27,25,38,18,21,16,18,14,17,0,316
2024-03-27 09:40:00,54,57,24,26,19,38,18,19,26,25,8,19,0,333
2024-03-27 09:50:00,51,41,25,34,25,37,14,19,14,20,13,18,1,312
2024-03-27 10:00:00,52,63,24,21,20,44,17,20,15,21,13,15,0,325
2024-03-27 10:10:00,41,40,25,26,33,35,17,19,17,16,10,9,0,288
2024-03-27 10:20:00,47,68,26,34,23,37,17,27,21,18,14,17,0,349
2024-03-27 10:30:00,56,61,27,32,23,37,17,19,14,25,10,11,0,332
2024-03-27 10:40:00,49,58,30,31,28,41,17,18,14,27,11,14,0,338
2024-03-27 10:50:00,49,60,25,25,26,42,20,21,19,25,13,15,3,343
2024-03-27 11:00:00,50,61,34,31,22,38,15,23,21,23,9,14,1,342
2024-03-27 11:10:00,46,64,22,36,19,39,14,16,14,27,13,7,0,317
2024-03-27 11:20:00,51,62,32,33,17,30,15,15,95,20,19,30,0,419
2024-03-27 11:30:00,46,62,25,28,19,47,12,24,13,27,11,12,0,326
2024-03-27 11:40:00,51,74,32,37,23,46,20,22,12,17,10,19,0,363
2024-03-27 11:50:00,60,56,30,35,26,37,18,20,43,35,14,12,0,386
2024-03-27 12:00:00,46,62,28,21,37,50,17,23,18,31,14,14,0,361
2024-03-27 12:10:00,61,66,30,34,23,46,19,20,21,24,9,16,0,369
2024-03-27 12:20:00,65,46,30,30,24,50,18,24,15,26,10,11,3,352
2024-03-27 12:30:00,71,56,28,29,23,52,9,23,13,20,9,12,0,345
2024-03-27 12:40:00,58,59,31,31,27,50,19,21,42,13,11,12,0,374
2024-03-27 12:50:00,71,70,34,39,21,49,16,23,25,30,18,9,1,406
2024-03-27 13:00:00,50,65,22,34,31,37,22,22,84,25,10,19,0,421
2024-03-27 13:10:00,68,58,31,27,40,47,23,19,28,23,14,10,0,388
2024-03-27 13:20:00,75,61,25,26,32,43,13,16,17,19,11,18,0,356
2024-03-27 13:30:00,63,55,25,29,22,39,16,21,21,26,11,15,2,345
2024-03-27 13:40:00,62,57,22,31,23,47,15,23,18,28,17,19,0,362
2024-03-27 13:50:00,49,55,27,34,28,51,21,22,16,32,30,10,1,376
2024-03-27 14:00:00,72,65,35,33,29,43,21,21,22,41,17,19,0,418
2024-03-27 14:10:00,67,79,27,30,29,44,19,21,19,23,14,11,1,384
2024-03-27 14:20:00,65,87,36,35,35,48,20,20,23,24,11,16,0,420
2024-03-27 14:30:00,67,81,32,25,18,33,15,16,19,29,15,15,0,365
2024-03-27 14:40:00,79,71,30,35,23,43,15,20,16,22,9,19,0,382
2024-03-27 14:50:00,74,86,33,42,24,31,13,17,18,26,9,10,0,383
2024-03-27 15:00:00,61,82,24,27,30,38,21,26,17,39,12,13,0,390
2024-03-27 15:10:00,80,77,38,40,28,42,20,30,21,29,17,17,1,440
2024-03-27 15:20:00,72,85,36,35,39,46,29,32,25,27,10,19,1,456
2024-03-27 15:30:00,80,71,36,37,26,58,23,36,23,32,15,28,0,465
2024-03-27 15:40:00,82,69,37,33,36,60,32,38,12,19,11,15,0,444
2024-03-27 15:50:00,85,77,31,42,28,49,22,32,23,39,15,15,0,458
2024-03-27 16:00:00,72,72,33,39,32,56,26,33,22,40,12,18,0,455
2024-03-27 16:10:00,89,89,36,32,27,50,26,36,30,33,15,10,0,473
2024-03-27 16:20:00,84,91,25,36,35,45,30,30,19,26,12,14,0,447
2024-03-27 16:30:00,79,64,36,36,28,54,28,39,32,27,15,20,1,459
2024-03-27 16:40:00,87,88,37,36,32,44,27,29,28,37,11,14,0,470
2024-03-27 16:50:00,93,79,32,41,36,49,25,35,20,21,8,18,1,458
2024-03-27 17:00:00,66,69,36,29,32,51,26,36,29,29,18,14,0,435
2024-03-27 17:10:00,80,64,24,31,38,61,27,31,31,27,15,12,0,441
2024-03-27 17:20:00,79,79,29,43,36,48,23,26,16,21,11,17,0,428
2024-03-27 17:30:00,70,66,19,32,35,49,28,30,34,33,39,19,0,454
2024-03-27 17:40:00,93,77,24,34,25,44,25,32,16,34,8,16,1,429
2024-03-27 17:50:00,66,68,26,32,31,49,23,28,26,14,15,16,1,395
2024-03-27 18:00:00,56,64,19,29,22,35,14,22,25,34,16,20,0,356
2024-03-27 18:10:00,61,52,25,29,36,42,23,27,29,31,17,21,0,393
2024-03-27 18:20:00,80,63,18,30,34,44,22,24,19,24,15,20,0,393
2024-03-27 18:30:00,81,75,21,26,26,37,25,22,27,28,14,16,2,400
2024-03-27 18:40:00,65,60,18,23,35,36,18,25,18,19,11,16,0,344
2024-03-27 18:50:00,64,44,27,29,31,33,28,17,12,15,19,17,0,336
2024-03-27 19:00:00,50,36,26,26,22,32,16,21,14,17,15,22,0,297
2024-03-27 19:10:00,52,48,24,35,18,20,17,18,25,26,15,16,1,315
2024-03-27 19:20:00,52,43,21,36,16,25,15,17,21,10,16,18,0,290
2024-03-27 19:30:00,35,31,15,30,26,22,20,16,43,14,16,19,0,287
2024-03-27 19:40:00,45,30,21,32,17,29,13,13,181,153,12,9,1,556
2024-03-27 19:50:00,43,46,18,37,28,32,21,22,17,17,20,17,0,318
2024-03-27 20:00:00,51,35,16,27,28,30,24,19,21,85,18,14,0,368
2024-03-27 20:10:00,41,31,20,26,18,37,16,20,31,19,11,15,2,287
2024-03-27 20:20:00,40,30,17,27,19,17,15,11,50,20,18,19,0,283
2024-03-27 20:30:00,35,27,17,32,18,25,12,15,83,103,19,17,0,403
2024-03-27 20:40:00,25,25,11,22,11,14,9,10,17,18,14,18,0,194
2024-03-27 20:50:00,28,26,13,23,18,27,16,15,12,14,13,14,0,219
2024-03-27 21:00:00,28,21,22,26,18,19,18,14,9,39,10,13,2,239
2024-03-27 21:10:00,41,31,20,25,16,24,14,19,9,16,10,16,0,241
2024-03-27 21:20:00,37,33,25,42,24,23,19,18,17,9,15,12,0,274
2024-03-27 21:30:00,25,25,32,26,13,23,14,17,12,14,9,17,0,227
2024-03-27 21:40:00,47,38,34,30,15,24,14,18,10,12,7,13,0,262
2024-03-27 21:50:00,36,29,24,34,15,22,13,17,24,14,6,16,0,250
2024-03-27 22:00:00,27,20,31,29,19,18,15,11,9,174,10,23,0,386
2024-03-27 22:10:00,26,23,16,28,16,18,17,13,11,10,8,14,1,201
2024-03-27 22:20:00,23,18,19,22,17,23,15,22,15,10,16,20,0,220
2024-03-27 22:30:00,28,24,24,41,11,18,9,13,10,14,10,14,12,228
2024-03-27 22:40:00,17,15,20,24,8,13,7,12,6,7,7,6,1,143
2024-03-27 22:50:00,21,18,21,29,14,11,15,10,6,8,7,10,0,170
2024-03-27 23:00:00,22,10,21,16,6,10,7,10,8,11,8,14,1,144
2024-03-27 23:10:00,18,12,21,25,10,14,12,14,6,10,6,12,0,160
2024-03-27 23:20:00,14,9,16,12,11,11,13,11,2,7,2,9,0,117
2024-03-27 23:30:00,16,10,18,14,6,8,5,8,6,5,11,9,0,116
2024-03-27 23:40:00,11,10,14,16,7,7,7,6,3,8,3,9,0,101
2024-03-27 23:50:00,9,4,17,8,8,10,11,14,5,3,7,6,0,102
2024-03-28 00:00:00,13,5,18,9,7,3,9,1,3,4,4,5,0,81
2024-03-28 00:10:00,9,8,15,17,7,6,8,5,6,27,3,4,0,115
2024-03-28 00:20:00,6,1,8,2,4,4,4,3,2,1,4,3,0,42
2024-03-28 00:30:00,11,5,13,7,4,8,7,6,1,2,1,3,0,68
2024-03-28 00:40:00,7,6,8,15,4,7,4,5,0,1,0,1,0,58
2024-03-28 00:50:00,4,3,5,5,3,3,5,3,0,2,0,2,0,35
2024-03-28 01:00:00,5,3,8,5,4,5,2,4,1,2,1,3,0,43
2024-03-28 01:10:00,6,1,12,1,4,7,2,7,0,1,0,1,0,42
2024-03-28 01:20:00,8,6,10,13,1,2,4,3,2,1,3,3,0,56
2024-03-28 01:30:00,3,6,7,12,3,10,2,10,2,4,2,4,0,65
2024-03-28 01:40:00,7,3,13,6,1,0,1,0,0,2,0,2,0,35
2024-03-28 01:50:00,2,0,2,0,1,3,1,3,0,2,0,3,0,17
2024-03-28 02:00:00,3,6,7,13,2,3,2,3,0,1,0,1,0,41
2024-03-28 02:10:00,5,3,6,4,1,3,1,3,1,1,2,2,0,32
2024-03-28 02:20:00,4,0,3,0,2,4,1,4,1,2,2,3,1,27
2024-03-28 02:30:00,4,1,8,2,2,1,3,1,0,1,0,1,0,24
2024-03-28 02:40:00,4,2,7,2,1,1,2,1,1,1,2,2,0,26
2024-03-28 02:50:00,2,2,3,4,0,4,0,5,1,0,1,0,0,22
2024-03-28 03:00:00,3,0,4,0,2,3,3,5,0,1,0,1,0,22
2024-03-28 03:10:00,3,0,5,0,1,2,1,2,0,1,0,1,0,16
2024-03-28 03:20:00,4,2,4,4,1,1,1,2,0,1,1,1,0,22
2024-03-28 03:30:00,4,3,3,6,2,3,0,5,1,1,1,2,0,31
2024-03-28 03:40:00,4,5,6,7,2,5,3,5,0,1,0,1,0,39
2024-03-28 03:50:00,5,3,9,4,0,2,0,3,1,1,1,2,0,31
2024-03-28 04:00:00,2,3,2,4,1,3,0,3,0,1,0,1,0,20
2024-03-28 04:10:00,1,4,2,10,1,5,2,5,1,3,1,3,0,38
2024-03-28 04:20:00,5,2,9,2,1,2,1,1,0,2,0,2,0,27
2024-03-28 04:30:00,5,1,6,4,0,3,0,3,1,2,1,4,0,30
2024-03-28 04:40:00,5,3,9,5,3,4,4,4,3,5,4,5,0,54
2024-03-28 04:50:00,1,0,1,0,7,3,4,3,2,3,3,9,0,36
2024-03-28 05:00:00,8,3,12,6,7,5,7,3,3,10,4,11,0,79
2024-03-28 05:10:00,4,7,4,16,5,8,2,8,5,4,8,7,0,78
2024-03-28 05:20:00,12,6,18,12,4,9,5,8,4,9,4,11,0,102
2024-03-28 05:30:00,13,13,10,25,4,6,4,5,8,10,10,10,0,118
2024-03-28 05:40:00,14,13,17,11,4,22,5,18,8,10,7,11,0,140
2024-03-28 05:50:00,14,7,12,9,8,16,8,14,10,17,12,20,0,147
2024-03-28 06:00:00,12,12,9,13,8,18,8,14,9,16,7,16,0,142
2024-03-28 06:10:00,21,18,18,18,11,21,9,15,8,14,7,14,0,174
2024-03-28 06:20:00,24,19,16,17,10,27,10,21,6,11,5,11,0,177
2024-03-28 06:30:00,30,17,18,13,19,23,20,20,13,21,6,14,0,214
2024-03-28 06:40:00,39,37,17,22,21,38,16,27,10,16,8,10,0,261
2024-03-28 06:50:00,34,30,19,21,17,38,16,23,19,24,19,19,0,279
2024-03-28 07:00:00,39,32,22,17,16,44,14,27,14,28,10,16,0,279
2024-03-28 07:10:00,39,33,20,14,12,35,10,27,8,17,6,7,0,228
2024-03-28 07:20:00,61,41,22,17,25,37,21,21,10,15,10,13,0,293
2024-03-28 07:30:00,43,47,21,21,18,40,12,32,16,29,16,13,0,308
2024-03-28 07:40:00,46,52,22,21,11,48,11,20,17,25,13,14,0,300
2024-03-28 07:50:00,47,46,28,29,30,64,22,39,112,26,8,9,1,461
2024-03-28 08:00:00,42,54,20,28,16,27,9,23,17,21,19,22,0,298
2024-03-28 08:10:00,49,46,23,21,21,46,17,31,25,22,13,9,0,323
2024-03-28 08:20:00,39,47,18,22,21,39,20,30,16,18,12,15,0,297
2024-03-28 08:30:00,57,60,25,27,16,34,11,26,20,22,15,12,0,325
2024-03-28 08:40:00,37,60,21,29,14,47,14,31,19,15,11,12,0,310
2024-03-28 08:50:00,55,43,24,20,30,48,31,30,19,19,13,10,0,342
2024-03-28 09:00:00,48,60,15,17,22,49,21,23,20,33,11,16,0,335
2024-03-28 09:10:00,53,37,22,19,22,43,19,30,15,15,12,11,0,298
2024-03-28 09:20:00,55,55,22,23,23,33,17,22,17,17,11,15,0,310
2024-03-28 09:30:00,62,72,22,28,17,35,13,22,17,29,12,17,0,346
2024-03-28 09:40:00,62,64,26,32,19,38,8,15,14,22,10,18,0,328
2024-03-28 09:50:00,53,59,31,23,18,83,14,28,16,17,12,14,0,368
2024-03-28 10:00:00,45,46,20,23,6,47,2,27,21,16,49,11,0,313
2024-03-28 10:10:00,57,57,24,34,19,41,46,19,15,16,12,12,1,353
2024-03-28 10:20:00,54,53,25,24,24,40,18,20,68,27,10,10,0,373
2024-03-28 10:30:00,62,47,28,21,28,41,22,17,14,18,14,15,0,327
2024-03-28 10:40:00,49,67,23,29,22,42,17,17,19,31,17,14,0,347
2024-03-28 10:50:00,54,79,29,25,20,39,18,21,16,27,14,20,0,362
2024-03-28 11:00:00,59,63,30,29,26,42,16,23,15,19,13,13,0,348
2024-03-28 11:10:00,62,71,35,29,23,32,21,17,18,21,14,15,0,358
2024-03-28 11:20:00,61,66,33,31,29,38,21,16,18,26,14,25,0,378
2024-03-28 11:30:00,63,66,29,33,30,58,25,36,14,20,9,17,0,400
2024-03-28 11:40:00,63,60,36,35,22,44,20,25,12,28,12,21,0,378
2024-03-28 11:50:00,57,65,36,27,31,53,27,31,22,31,13,11,1,405
2024-03-28 12:00:00,64,69,37,34,26,41,25,50,21,36,15,16,0,434
2024-03-28 12:10:00,59,66,26,29,29,51,34,38,18,52,9,18,2,431
2024-03-28 12:20:00,57,62,27,33,23,52,24,26,17,21,11,9,0,362
2024-03-28 12:30:00,74,75,31,28,22,45,17,18,19,30,14,15,0,388
2024-03-28 12:40:00,69,65,29,47,25,52,17,23,24,26,14,19,0,410
2024-03-28 12:50:00,84,74,34,28,23,44,18,25,18,21,13,17,0,399
2024-03-28 13:00:00,63,72,37,31,30,43,21,23,25,31,13,9,0,398
2024-03-28 13:10:00,71,71,32,37,25,36,16,20,22,34,20,20,1,405
2024-03-28 13:20:00,60,52,32,33,33,47,24,19,14,18,15,14,0,361
2024-03-28 13:30:00,77,70,26,36,26,44,17,30,22,31,4,22,0,405
2024-03-28 13:40:00,69,72,32,34,33,54,18,22,22,27,11,9,0,403
2024-03-28 13:50:00,58,61,29,26,39,46,27,18,15,39,16,15,1,390
2024-03-28 14:00:00,73,71,33,31,28,46,21,22,18,31,18,10,0,402
2024-03-28 14:10:00,70,55,24,28,29,50,21,31,16,23,9,9,0,365
2024-03-28 14:20:00,83,73,29,40,34,52,23,20,24,37,18,15,0,448
2024-03-28 14:30:00,91,85,39,34,30,44,23,32,21,29,21,19,1,469
2024-03-28 14:40:00,80,76,23,35,27,46,18,19,19,24,16,21,0,404
2024-03-28 14:50:00,88,87,33,35,31,42,13,16,18,27,12,15,0,417
2024-03-28 15:00:00,72,68,24,31,31,51,23,33,26,33,13,13,0,418
2024-03-28 15:10:00,92,88,33,42,40,46,24,31,80,24,15,14,0,529
2024-03-28 15:20:00,77,82,37,43,27,50,28,39,23,37,17,26,0,486
2024-03-28 15:30:00,94,78,32,38,25,52,22,30,28,33,14,16,1,463
2024-03-28 15:40:00,84,56,33,33,34,56,25,37,24,30,13,12,2,439
2024-03-28 15:50:00,82,82,34,36,39,60,31,35,19,27,10,9,1,465
2024-03-28 16:00:00,81,78,33,30,35,50,29,30,23,35,14,11,0,449
2024-03-28 16:10:00,83,72,32,36,35,57,32,41,20,23,15,20,0,466
2024-03-28 16:20:00,104,85,28,38,36,49,34,24,145,27,13,22,0,605
2024-03-28 16:30:00,91,75,25,42,28,43,20,28,25,35,16,19,0,447
2024-03-28 16:40:00,82,85,41,40,35,59,28,34,23,31,13,14,0,485
2024-03-28 16:50:00,83,70,32,41,33,55,24,31,31,34,17,14,0,465
2024-03-28 17:00:00,81,75,38,35,39,44,31,35,19,25,12,15,1,450
2024-03-28 17:10:00,91,83,35,36,28,48,19,27,25,26,20,11,0,449
2024-03-28 17:20:00,84,94,42,43,34,52,28,30,19,18,16,14,0,474
2024-03-28 17:30:00,63,61,38,43,36,52,27,36,19,27,11,15,0,428
2024-03-28 17:40:00,86,63,32,32,36,47,30,32,30,29,17,13,1,448
2024-03-28 17:50:00,90,74,32,30,33,54,27,38,17,19,10,13,0,437
2024-03-28 18:00:00,66,59,39,33,24,48,17,31,26,30,14,13,1,401
2024-03-28 18:10:00,77,66,34,35,38,71,31,41,25,27,20,13,0,478
2024-03-28 18:20:00,74,66,36,32,42,54,31,34,25,33,13,14,0,454
2024-03-28 18:30:00,72,66,31,33,27,35,22,19,24,35,11,13,1,389
2024-03-28 18:40:00,65,56,37,35,26,55,17,36,28,27,17,13,0,412
2024-03-28 18:50:00,66,68,33,33,39,51,26,31,12,18,11,15,0,403
2024-03-28 19:00:00,50,50,27,30,79,32,21,23,19,20,13,15,0,379
2024-03-28 19:10:00,55,46,41,48,23,34,18,22,24,28,24,19,2,384
2024-03-28 19:20:00,58,44,46,48,25,38,17,30,21,20,17,24,0,388
2024-03-28 19:30:00,48,65,44,50,23,23,24,19,16,18,16,11,0,357
2024-03-28 19:40:00,39,43,25,40,19,28,15,23,23,20,20,28,0,323
2024-03-28 19:50:00,50,47,25,61,21,22,15,17,13,20,16,9,0,316
2024-03-28 20:00:00,41,44,30,56,18,28,19,20,266,31,14,26,0,593
2024-03-28 20:10:00,64,53,31,42,24,38,21,22,173,24,18,20,0,530
2024-03-28 20:20:00,59,56,27,40,21,34,20,20,9,153,14,16,1,470
2024-03-28 20:30:00,48,40,35,30,21,27,20,24,12,20,10,20,0,307
2024-03-28 20:40:00,41,37,21,37,9,27,10,20,21,21,18,26,1,289
2024-03-28 20:50:00,43,33,29,25,16,26,18,17,31,22,15,20,0,295
2024-03-28 21:00:00,36,32,32,35,10,24,10,15,94,18,12,22,0,340
2024-03-28 21:10:00,44,32,28,36,19,26,16,15,10,18,10,27,0,281
2024-03-28 21:20:00,44,40,21,27,21,29,17,17,32,18,17,21,1,305
2024-03-28 21:30:00,33,33,27,23,13,26,11,18,39,11,11,13,0,258
2024-03-28 21:40:00,36,26,18,36,18,32,18,15,28,6,16,10,3,262
2024-03-28 21:50:00,45,37,29,41,21,31,19,20,8,20,10,21,0,302
2024-03-28 22:00:00,37,28,27,28,10,11,11,15,22,22,19,19,0,249
2024-03-28 22:10:00,30,24,26,27,19,21,16,15,17,15,12,21,0,243
2024-03-28 22:20:00,32,25,24,25,18,30,19,23,16,15,15,13,0,255
2024-03-28 22:30:00,24,21,35,22,19,15,20,12,104,10,16,12,0,310
2024-03-28 22:40:00,34,18,23,20,12,14,12,14,12,12,19,21,0,211
2024-03-28 22:50:00,22,23,25,25,18,21,20,15,8,12,9,17,0,215
2024-03-28 23:00:00,34,20,36,31,6,19,5,21,4,10,5,11,0,202
2024-03-28 23:10:00,20,16,16,18,12,22,12,23,7,10,11,10,0,177
2024-03-28 23:20:00,21,13,21,25,17,18,12,15,7,6,7,10,0,172
2024-03-28 23:30:00,22,12,17,18,14,12,19,11,5,6,7,8,0,151
2024-03-28 23:40:00,16,10,18,18,15,16,9,14,7,6,11,5,0,145
2024-03-28 23:50:00,24,11,24,21,14,21,18,17,3,8,3,10,0,174
2024-03-29 00:00:00,16,9,18,22,11,15,9,18,5,8,7,11,0,149
2024-03-29 00:10:00,15,10,13,16,5,16,4,10,5,5,5,8,0,112
2024-03-29 00:20:00,21,8,23,13,7,12,11,11,6,5,7,9,0,133
2024-03-29 00:30:00,17,9,14,15,13,11,8,10,6,6,6,10,0,125
2024-03-29 00:40:00,14,14,20,24,9,13,9,16,4,4,5,4,0,136
2024-03-29 00:50:00,16,8,22,9,11,12,11,11,1,7,2,6,0,116
2024-03-29 01:00:00,13,13,17,24,5,12,5,12,3,3,4,5,0,116
2024-03-29 01:10:00,13,8,18,10,7,7,8,5,5,1,4,2,0,88
2024-03-29 01:20:00,12,10,14,19,4,7,4,5,4,6,4,6,1,96
2024-03-29 01:30:00,8,10,11,15,8,10,9,10,2,7,2,10,0,102
2024-03-29 01:40:00,10,4,12,5,8,9,7,10,3,7,7,6,0,88
2024-03-29 01:50:00,10,5,14,7,5,11,3,9,1,2,1,3,0,71
2024-03-29 02:00:00,6,2,12,3,6,6,8,5,0,5,0,5,0,58
2024-03-29 02:10:00,12,7,12,7,2,12,2,11,1,2,1,3,0,72
2024-03-29 02:20:00,7,4,8,10,3,9,4,7,2,1,2,3,0,60
2024-03-29 02:30:00,12,2,18,4,3,3,4,3,0,2,0,2,0,53
2024-03-29 02:40:00,10,5,15,7,3,5,3,5,2,2,5,4,0,66
2024-03-29 02:50:00,15,7,18,14,5,4,6,5,2,2,3,3,1,85
2024-03-29 03:00:00,5,2,5,3,3,4,3,4,1,0,1,0,0,31
2024-03-29 03:10:00,7,1,11,1,3,5,3,4,4,1,3,4,0,47
2024-03-29 03:20:00,1,3,1,7,3,4,3,4,4,2,4,5,0,41
2024-03-29 03:30:00,6,3,8,3,2,10,1,9,2,0,0,0,0,44
2024-03-29 03:40:00,4,5,4,8,1,5,4,4,1,3,2,5,0,46
2024-03-29 03:50:00,3,3,6,6,5,1,7,0,0,0,0,0,0,31
2024-03-29 04:00:00,3,4,4,8,0,3,0,3,0,1,0,1,0,27
2024-03-29 04:10:00,2,3,3,6,1,3,1,3,0,1,0,1,0,24
2024-03-29 04:20:00,4,3,7,5,1,6,0,6,0,2,0,2,0,36
2024-03-29 04:30:00,5,1,12,2,0,5,0,5,0,0,0,0,0,30
2024-03-29 04:40:00,6,1,8,2,2,5,2,5,2,2,2,2,0,39
2024-03-29 04:50:00,1,3,1,8,0,3,1,5,2,5,2,7,0,38
2024-03-29 05:00:00,6,3,7,6,2,2,3,3,0,5,1,7,0,45
2024-03-29 05:10:00,5,4,3,8,3,4,3,3,1,8,1,6,0,49
2024-03-29 05:20:00,2,8,2,12,4,4,3,5,0,6,0,8,0,54
2024-03-29 05:30:00,8,10,7,20,2,1,3,2,3,5,3,6,0,70
2024-03-29 05:40:00,6,10,8,10,2,4,3,4,1,3,2,3,0,56
2024-03-29 05:50:00,5,3,5,3,3,6,5,6,7,2,5,5,0,55
2024-03-29 06:00:00,6,2,5,3,1,2,3,2,3,3,3,4,0,37
2024-03-29 06:10:00,2,1,3,1,3,5,7,5,2,0,2,2,0,33
2024-03-29 06:20:00,14,4,9,4,6,4,7,4,1,2,1,2,0,58
2024-03-29 06:30:00,6,2,4,2,1,5,1,5,3,5,3,10,0,47
2024-03-29 06:40:00,6,2,5,2,5,3,5,5,3,0,3,1,0,40
2024-03-29 06:50:00,4,4,4,3,2,5,2,4,1,5,1,5,0,40
2024-03-29 07:00:00,5,4,4,4,1,3,1,3,3,2,3,4,0,37
2024-03-29 07:10:00,9,5,8,5,4,2,4,2,1,3,4,5,0,52
2024-03-29 07:20:00,10,6,7,7,4,7,6,8,0,1,0,1,0,57
2024-03-29 07:30:00,10,6,7,6,2,5,2,4,4,4,4,5,0,59
2024-03-29 07:40:00,18,3,12,4,2,7,2,7,0,2,0,3,0,60
2024-03-29 07:50:00,13,4,9,4,5,5,5,5,1,1,1,3,0,56
2024-03-29 08:00:00,11,5,10,5,2,6,2,6,1,2,3,3,0,56
2024-03-29 08:10:00,12,4,10,4,3,6,3,6,1,1,1,2,0,53
2024-03-29 08:20:00,12,4,10,4,9,5,6,3,3,4,2,4,0,66
2024-03-29 08:30:00,10,7,9,5,5,7,2,7,4,2,4,3,0,65
2024-03-29 08:40:00,10,5,6,5,5,12,3,10,4,1,4,3,0,68
2024-03-29 08:50:00,17,9,11,7,7,7,8,5,1,3,1,3,0,79
2024-03-29 09:00:00,7,5,7,6,7,7,6,6,1,2,1,3,0,58
2024-03-29 09:10:00,15,12,11,9,9,6,8,6,4,3,4,3,0,90
2024-03-29 09:20:00,12,18,12,12,3,9,4,9,7,6,6,10,0,108
2024-03-29 09:30:00,16,14,14,12,6,7,6,7,3,5,2,5,0,97
2024-03-29 09:40:00,24,23,18,19,7,5,7,6,6,12,9,7,0,143
2024-03-29 09:50:00,22,9,14,8,9,10,8,10,5,10,5,11,0,121
2024-03-29 10:00:00,18,14,14,13,6,10,7,10,6,3,6,5,0,112
2024-03-29 10:10:00,17,18,12,9,9,13,6,12,8,8,8,9,0,129
2024-03-29 10:20:00,18,14,17,9,5,5,5,4,16,4,6,5,0,108
2024-03-29 10:30:00,26,18,14,14,15,7,10,8,8,4,10,7,1,142
2024-03-29 10:40:00,26,18,15,13,15,17,16,13,4,8,4,9,0,158
2024-03-29 10:50:00,28,17,17,10,16,16,10,14,9,8,8,9,0,162
2024-03-29 11:00:00,28,15,22,10,20,13,13,12,8,12,7,11,0,171
2024-03-29 11:10:00,28,14,16,12,11,10,10,7,15,12,9,15,0,159
2024-03-29 11:20:00,34,16,18,10,15,19,12,15,7,9,8,10,0,173
2024-03-29 11:30:00,44,18,21,13,13,19,16,18,9,13,10,9,0,203
2024-03-29 11:40:00,30,16,18,11,8,17,9,17,10,10,9,12,0,167
2024-03-29 11:50:00,38,24,17,17,18,28,11,17,5,5,6,5,0,191
2024-03-29 12:00:00,38,17,21,8,15,33,14,25,6,7,5,11,0,200
2024-03-29 12:10:00,47,28,18,16,22,18,15,14,16,11,10,10,2,227
2024-03-29 12:20:00,38,30,21,21,15,31,12,25,9,11,7,12,0,232
2024-03-29 12:30:00,45,25,25,14,21,27,16,18,17,13,18,19,0,258
2024-03-29 12:40:00,44,24,19,16,20,30,16,19,22,19,15,15,2,261
2024-03-29 12:50:00,45,36,17,20,20,27,17,29,20,25,17,22,1,296
2024-03-29 13:00:00,41,29,16,19,16,41,12,32,13,32,11,27,0,289
2024-03-29 13:10:00,38,19,19,14,15,18,14,15,11,19,9,14,0,205
2024-03-29 13:20:00,43,35,28,21,17,26,12,18,18,18,13,19,0,268
2024-03-29 13:30:00,39,18,19,14,12,20,9,18,16,29,13,24,1,232
2024-03-29 13:40:00,38,27,18,16,25,29,16,21,30,30,20,26,1,297
2024-03-29 13:50:00,45,25,20,12,20,17,17,15,34,23,17,20,0,265
2024-03-29 14:00:00,38,38,15,15,14,27,12,22,13,17,10,18,0,239
2024-03-29 14:10:00,70,53,23,22,19,22,15,17,17,9,12,15,0,294
2024-03-29 14:20:00,87,61,22,35,21,23,16,19,11,16,14,18,0,343
2024-03-29 14:30:00,68,38,28,19,27,23,15,11,13,21,11,14,0,288
2024-03-29 14:40:00,39,32,21,25,26,30,20,20,19,25,17,28,0,302
2024-03-29 14:50:00,50,32,24,20,24,19,14,14,19,17,5,20,0,258
2024-03-29 15:00:00,48,43,21,19,19,24,18,20,14,17,12,21,1,277
2024-03-29 15:10:00,41,37,18,18,22,19,17,17,18,16,15,17,0,255
2024-03-29 15:20:00,35,20,23,12,19,27,15,22,14,23,13,20,0,243
2024-03-29 15:30:00,34,25,17,15,23,24,14,18,16,18,12,19,0,235
2024-03-29 15:40:00,36,17,18,11,23,34,17,24,16,13,12,18,0,239
2024-03-29 15:50:00,37,35,21,21,23,22,18,17,13,10,12,15,1,245
2024-03-29 16:00:00,30,26,17,19,18,26,16,20,19,11,14,15,0,231
2024-03-29 16:10:00,26,18,17,15,22,19,22,15,8,16,13,16,0,207
2024-03-29 16:20:00,43,38,20,19,14,16,13,12,17,16,16,24,1,249
2024-03-29 16:30:00,46,28,18,15,22,17,19,16,18,16,16,25,0,256
2024-03-29 16:40:00,38,25,21,18,16,19,15,16,16,8,12,20,1,225
2024-03-29 16:50:00,41,33,21,19,18,17,17,15,13,12,9,15,0,230
2024-03-29 17:00:00,50,25,26,16,16,18,13,13,16,17,22,15,3,250
2024-03-29 17:10:00,42,36,18,17,18,18,17,14,16,24,19,30,1,270
2024-03-29 17:20:00,47,28,17,16,28,33,21,26,16,22,11,20,0,285
2024-03-29 17:30:00,38,22,23,16,22,15,19,13,17,13,16,20,0,234
2024-03-29 17:40:00,44,24,17,15,23,21,20,13,24,17,16,18,0,252
2024-03-29 17:50:00,45,30,19,16,21,19,23,12,59,17,14,20,0,295
