datetime,V11Z,V21Z,D21Z,D41Z,D42Z,D43Z,V211Z,V81Z,V91Z,V44Z,V321Z,Total
2024-03-27 04:20:00,0,1,9,0,0,0,0,5,3,0,0,18
2024-03-27 04:30:00,0,0,8,0,0,0,0,6,0,0,0,14
2024-03-27 04:40:00,0,2,15,2,1,0,0,11,3,1,1,36
2024-03-27 04:50:00,0,0,13,0,0,1,0,10,3,1,1,29
2024-03-27 05:00:00,0,0,7,1,0,0,0,7,1,0,0,16
2024-03-27 05:10:00,1,0,17,0,0,0,0,12,3,0,0,33
2024-03-27 05:20:00,0,1,21,1,1,1,0,15,1,0,0,41
2024-03-27 05:30:00,0,0,42,0,0,0,1,32,2,2,1,80
2024-03-27 05:40:00,2,2,35,0,0,0,1,31,3,0,3,77
2024-03-27 05:50:00,2,0,35,1,1,1,1,20,3,0,0,64
2024-03-27 06:00:00,0,0,34,0,0,1,1,22,3,1,0,62
2024-03-27 06:10:00,0,0,41,2,2,2,0,27,2,3,3,82
2024-03-27 06:20:00,0,2,43,0,0,0,2,26,10,2,0,85
2024-03-27 06:30:00,2,0,47,0,0,0,0,28,11,2,1,91
2024-03-27 06:40:00,0,1,46,3,4,2,0,26,13,2,4,101
2024-03-27 06:50:00,3,2,60,3,5,3,3,32,4,4,3,122
2024-03-27 07:00:00,1,0,49,4,4,5,3,23,5,2,2,98
2024-03-27 07:10:00,2,2,44,2,3,3,1,24,3,4,5,93
2024-03-27 07:20:00,2,0,57,1,2,1,0,30,6,7,4,110
2024-03-27 07:30:00,5,0,52,4,5,6,0,21,8,10,7,118
2024-03-27 07:40:00,5,0,54,5,6,6,2,31,7,12,3,131
2024-03-27 07:50:00,5,0,54,3,3,5,2,24,7,6,4,113
2024-03-27 08:00:00,1,2,50,4,4,8,2,24,15,7,4,121
2024-03-27 08:10:00,7,0,63,7,8,6,3,26,9,10,8,147
2024-03-27 08:20:00,4,1,56,3,3,5,2,24,16,14,9,137
2024-03-27 08:30:00,2,0,51,4,5,7,1,23,8,9,9,119
2024-03-27 08:40:00,4,0,53,9,11,12,1,24,7,16,10,147
2024-03-27 08:50:00,4,0,54,5,8,8,3,27,8,9,7,133
2024-03-27 09:00:00,0,0,49,6,7,9,1,22,5,8,9,116
2024-03-27 09:10:00,0,0,39,4,8,14,2,22,9,9,6,113
2024-03-27 09:20:00,2,0,43,4,4,7,3,25,5,3,3,99
2024-03-27 09:30:00,1,0,47,5,5,8,1,31,11,8,6,123
2024-03-27 09:40:00,2,0,51,1,1,4,3,29,6,18,14,129
2024-03-27 09:50:00,5,0,48,5,4,5,1,24,6,11,11,120
2024-03-27 10:00:00,3,0,52,3,4,3,1,22,3,7,8,106
2024-03-27 10:10:00,4,1,47,7,6,8,0,29,7,6,3,118
2024-03-27 10:20:00,3,0,49,4,4,5,1,28,4,11,8,117
2024-03-27 10:30:00,3,0,54,2,2,4,2,30,2,10,9,118
2024-03-27 10:40:00,3,0,36,5,6,6,1,20,1,7,6,91
2024-03-27 10:50:00,2,0,48,0,1,4,1,32,7,9,5,109
2024-03-27 11:00:00,1,0,41,1,2,2,2,26,2,11,8,96
2024-03-27 11:10:00,9,0,44,2,2,3,0,42,10,6,5,123
2024-03-27 11:20:00,1,1,33,3,4,2,0,33,7,8,6,98
2024-03-27 11:30:00,5,0,42,0,0,0,1,32,3,5,4,92
2024-03-27 11:40:00,5,0,53,2,3,6,1,31,5,6,2,114
2024-03-27 11:50:00,2,0,45,1,1,7,1,25,7,9,7,105
2024-03-27 12:00:00,2,1,49,7,6,6,1,34,7,12,9,134
2024-03-27 12:10:00,3,0,50,7,8,9,3,36,8,12,7,143
2024-03-27 12:20:00,3,1,47,3,4,7,1,28,4,10,11,119
2024-03-27 12:30:00,1,1,49,4,5,10,4,25,5,6,5,115
2024-03-27 12:40:00,2,0,43,4,4,8,2,27,5,5,5,105
2024-03-27 12:50:00,5,1,43,2,2,7,1,20,8,11,9,109
2024-03-27 13:00:00,2,0,35,4,4,7,0,26,6,6,3,93
2024-03-27 13:10:00,2,1,47,5,5,7,1,27,9,10,11,125
2024-03-27 13:20:00,5,0,47,4,7,6,1,24,6,5,6,111
2024-03-27 13:30:00,4,2,42,8,8,8,0,24,5,9,8,118
2024-03-27 13:40:00,2,1,41,7,7,8,1,26,5,6,4,108
2024-03-27 13:50:00,2,0,44,4,4,5,2,26,7,11,5,110
2024-03-27 14:00:00,6,1,51,5,6,6,1,21,5,11,9,122
2024-03-27 14:10:00,2,0,44,4,5,6,4,28,4,7,10,114
2024-03-27 14:20:00,5,0,41,3,3,6,1,26,8,5,5,103
2024-03-27 14:30:00,4,0,43,0,0,2,1,32,8,5,6,101
2024-03-27 14:40:00,8,0,42,3,5,4,1,28,9,9,4,113
2024-03-27 14:50:00,3,0,57,4,3,5,4,31,5,6,4,122
2024-03-27 15:00:00,6,0,61,1,0,3,1,28,5,10,8,123
2024-03-27 15:10:00,3,0,52,9,8,10,0,29,9,8,12,140
2024-03-27 15:20:00,3,1,60,3,5,6,3,28,6,9,9,133
2024-03-27 15:30:00,4,0,53,6,7,8,2,25,9,22,13,149
2024-03-27 15:40:00,5,0,57,3,3,4,6,29,5,7,6,125
2024-03-27 15:50:00,3,0,46,7,10,20,2,22,6,5,3,124
2024-03-27 16:00:00,3,0,32,8,7,8,1,26,5,10,9,109
2024-03-27 16:10:00,2,0,48,4,4,9,3,38,12,5,3,128
2024-03-27 16:20:00,6,1,66,5,4,8,3,18,11,11,9,142
2024-03-27 16:30:00,1,1,31,5,6,8,1,24,7,6,7,97
2024-03-27 16:40:00,2,0,49,3,5,9,1,28,5,6,5,113
2024-03-27 16:50:00,3,0,58,4,4,7,8,22,3,5,5,119
2024-03-27 17:00:00,2,0,46,5,5,5,5,25,7,7,8,115
2024-03-27 17:10:00,4,0,47,2,2,1,2,21,4,4,3,90
2024-03-27 17:20:00,4,0,64,4,6,7,2,28,6,9,7,137
2024-03-27 17:30:00,2,0,41,5,7,3,2,36,5,2,5,108
2024-03-27 17:40:00,2,1,55,2,2,6,1,28,4,5,5,111
2024-03-27 17:50:00,4,0,52,1,2,5,6,33,4,6,3,116
2024-03-27 18:00:00,2,0,46,8,8,11,1,27,8,5,3,119
2024-03-27 18:10:00,4,4,43,2,3,3,0,32,8,4,1,104
2024-03-27 18:20:00,1,0,51,4,4,5,2,27,1,4,1,100
2024-03-27 18:30:00,1,0,41,0,1,5,1,26,3,8,3,89
2024-03-27 18:40:00,3,0,52,1,2,6,1,31,5,8,6,115
2024-03-27 18:50:00,1,0,46,5,7,11,0,23,7,3,2,105
2024-03-27 19:00:00,2,0,54,11,11,13,1,33,1,5,4,135
2024-03-27 19:10:00,0,0,50,2,2,3,1,18,4,3,4,87
2024-03-27 19:20:00,1,0,49,7,8,8,0,28,2,7,3,113
2024-03-27 19:30:00,5,0,47,4,4,2,1,25,2,6,5,101
2024-03-27 19:40:00,5,0,47,2,3,1,1,26,7,6,2,100
2024-03-27 19:50:00,0,0,34,4,4,3,0,20,3,2,2,72
2024-03-27 20:00:00,2,0,39,3,3,7,1,17,4,4,1,81
2024-03-27 20:10:00,2,0,30,2,2,3,0,19,3,1,1,63
2024-03-27 20:20:00,2,1,30,2,2,4,1,16,0,3,0,61
2024-03-27 20:30:00,2,0,27,5,5,6,1,16,3,1,0,66
2024-03-27 20:40:00,1,0,25,3,3,4,0,15,2,3,3,59
2024-03-27 20:50:00,1,0,37,0,1,7,1,15,3,3,3,71
2024-03-27 21:00:00,2,1,32,1,1,0,1,15,4,2,0,59
2024-03-27 21:10:00,0,0,28,1,1,1,0,21,4,4,2,62
2024-03-27 21:20:00,0,0,30,4,4,4,1,14,1,2,2,62
2024-03-27 21:30:00,2,1,24,0,0,1,0,21,0,1,0,50
2024-03-27 21:40:00,2,0,28,4,4,8,0,17,1,1,0,65
2024-03-27 21:50:00,0,0,27,5,5,4,0,5,3,1,1,51
2024-03-27 22:00:00,1,0,22,5,5,5,0,12,3,1,1,55
2024-03-27 22:10:00,2,0,20,0,1,1,1,12,5,3,2,47
2024-03-27 22:20:00,0,0,22,2,2,4,0,8,2,3,2,45
2024-03-27 22:30:00,1,1,28,2,2,6,0,7,3,3,1,54
2024-03-27 22:40:00,0,0,25,0,0,0,0,10,0,1,1,37
2024-03-27 22:50:00,0,0,19,4,4,5,0,10,2,1,0,45
2024-03-27 23:00:00,1,0,17,6,6,3,0,8,1,3,4,49
2024-03-27 23:10:00,0,0,20,0,0,1,0,7,2,1,1,32
2024-03-27 23:20:00,0,0,16,1,1,1,0,7,3,0,0,29
2024-03-27 23:30:00,0,0,17,1,1,1,0,5,0,0,0,25
2024-03-27 23:40:00,0,0,13,1,1,1,0,4,1,0,0,21
2024-03-27 23:50:00,1,0,15,0,0,0,0,6,0,1,2,25
2024-03-28 00:00:00,0,0,10,0,0,1,0,7,2,1,1,22
2024-03-28 00:10:00,0,0,9,3,3,2,0,6,0,0,0,23
2024-03-28 00:20:00,0,0,10,1,1,1,0,7,2,0,1,23
2024-03-28 00:30:00,0,0,7,0,0,0,0,2,3,0,0,12
2024-03-28 00:40:00,1,0,10,2,2,2,1,3,0,1,1,23
2024-03-28 00:50:00,0,0,6,0,0,0,0,3,2,1,1,13
2024-03-28 01:00:00,0,0,5,0,0,0,1,5,0,0,0,11
2024-03-28 01:10:00,0,0,10,0,0,0,0,4,1,0,0,15
2024-03-28 01:20:00,0,0,6,0,0,0,0,4,0,0,0,10
2024-03-28 01:30:00,0,0,2,0,0,0,0,0,1,1,1,5
2024-03-28 01:40:00,0,0,4,0,0,0,0,1,0,0,0,5
2024-03-28 01:50:00,0,0,1,0,0,1,0,0,0,0,0,2
2024-03-28 02:00:00,0,0,4,0,0,0,0,2,0,0,0,6
2024-03-28 02:10:00,0,0,4,0,0,0,0,3,0,0,0,7
2024-03-28 02:20:00,0,0,3,0,0,0,0,1,0,0,0,4
2024-03-28 02:30:00,0,0,4,0,0,0,0,3,0,0,0,7
2024-03-28 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-28 02:50:00,0,0,2,0,0,1,0,0,2,0,0,5
2024-03-28 03:00:00,0,0,0,0,0,2,0,0,0,0,0,2
2024-03-28 03:10:00,0,0,4,0,0,1,0,4,1,0,0,10
2024-03-28 03:20:00,0,0,1,0,0,0,0,2,0,0,0,3
2024-03-28 03:30:00,0,0,5,0,0,0,0,1,1,0,1,8
2024-03-28 03:40:00,0,0,3,0,0,0,0,3,0,0,0,6
2024-03-28 03:50:00,0,0,6,0,0,0,0,3,0,0,0,9
2024-03-28 04:00:00,0,0,4,0,0,1,0,3,0,0,0,8
2024-03-28 04:10:00,0,0,6,0,0,0,0,6,2,0,0,14
2024-03-28 04:20:00,0,0,10,0,0,0,0,6,4,0,0,20
2024-03-28 04:30:00,1,0,6,0,0,0,0,4,0,0,0,11
2024-03-28 04:40:00,0,1,10,1,1,0,0,6,1,0,0,20
2024-03-28 04:50:00,0,0,14,0,0,0,0,14,1,0,0,29
2024-03-28 05:00:00,0,0,13,1,0,0,0,12,2,0,0,28
2024-03-28 05:10:00,0,0,19,0,0,0,0,12,3,0,0,34
2024-03-28 05:20:00,0,0,18,0,0,0,0,11,3,0,0,32
2024-03-28 05:30:00,0,2,22,0,0,0,1,20,2,0,0,47
2024-03-28 05:40:00,2,0,30,0,0,0,1,22,4,0,0,59
2024-03-28 05:50:00,3,0,26,1,1,1,0,18,2,0,2,54
2024-03-28 06:00:00,1,0,20,1,1,1,1,18,1,1,0,45
2024-03-28 06:10:00,0,0,40,0,0,0,0,28,3,1,0,72
2024-03-28 06:20:00,0,0,44,2,1,2,1,22,1,3,2,78
2024-03-28 06:30:00,1,1,42,4,2,2,0,21,3,2,3,81
2024-03-28 06:40:00,0,0,48,1,1,1,1,20,5,4,5,86
2024-03-28 06:50:00,3,3,45,2,3,1,0,22,12,6,5,102
2024-03-28 07:00:00,4,1,43,3,4,3,0,19,15,6,2,100
2024-03-28 07:10:00,1,0,43,3,3,4,1,31,4,5,2,97
2024-03-28 07:20:00,2,0,43,3,3,3,2,19,5,9,156,245
2024-03-28 07:30:00,3,0,45,3,3,6,2,18,9,11,5,105
2024-03-28 07:40:00,1,0,58,3,4,8,0,24,15,5,2,120
2024-03-28 07:50:00,3,0,53,4,3,2,2,24,7,4,3,105
2024-03-28 08:00:00,2,0,44,1,1,1,1,26,12,8,6,102
2024-03-28 08:10:00,0,0,55,6,7,7,2,24,7,12,8,128
2024-03-28 08:20:00,1,0,47,2,2,2,1,26,6,8,5,100
2024-03-28 08:30:00,1,0,53,4,5,7,0,30,6,11,8,125
2024-03-28 08:40:00,4,0,62,8,9,11,1,32,8,11,9,155
2024-03-28 08:50:00,5,1,55,10,10,10,1,25,10,9,9,145
2024-03-28 09:00:00,0,0,47,3,3,5,0,38,5,7,5,113
2024-03-28 09:10:00,1,0,50,4,4,6,0,32,7,6,7,117
2024-03-28 09:20:00,1,0,42,2,2,4,0,23,5,5,6,90
2024-03-28 09:30:00,2,0,52,4,5,5,3,37,12,7,55,182
2024-03-28 09:40:00,5,0,55,3,4,9,1,25,9,5,4,120
2024-03-28 09:50:00,5,0,47,9,7,10,1,28,2,11,10,130
2024-03-28 10:00:00,3,0,40,1,1,3,1,28,7,7,5,96
2024-03-28 10:10:00,3,0,45,6,7,12,0,33,8,12,5,131
2024-03-28 10:20:00,0,0,47,4,4,5,0,23,6,8,4,101
2024-03-28 10:30:00,2,1,46,4,5,7,1,20,1,6,5,98
2024-03-28 10:40:00,2,0,53,0,0,2,2,26,1,4,5,95
2024-03-28 10:50:00,2,0,55,0,0,3,0,25,8,10,12,115
2024-03-28 11:00:00,4,0,53,0,0,5,0,23,6,5,4,100
2024-03-28 11:10:00,2,0,38,4,4,5,0,20,3,7,7,90
2024-03-28 11:20:00,1,0,42,6,7,8,1,27,5,7,4,108
2024-03-28 11:30:00,4,0,48,7,10,7,2,30,8,10,6,132
2024-03-28 11:40:00,2,0,40,2,2,3,0,26,5,4,2,86
2024-03-28 11:50:00,3,0,41,4,4,5,0,23,12,14,7,113
2024-03-28 12:00:00,3,0,43,1,1,1,0,21,4,8,10,92
2024-03-28 12:10:00,2,1,38,5,7,7,0,31,5,10,11,117
2024-03-28 12:20:00,3,0,51,8,8,9,0,27,5,7,5,123
2024-03-28 12:30:00,0,0,37,0,1,2,2,20,14,7,4,87
2024-03-28 12:40:00,3,1,49,5,5,7,0,28,12,6,6,122
2024-03-28 12:50:00,4,0,35,3,3,4,3,26,5,5,4,92
2024-03-28 13:00:00,3,0,42,6,5,6,1,30,6,5,7,111
2024-03-28 13:10:00,3,0,39,4,4,8,3,22,5,12,9,109
2024-03-28 13:20:00,1,0,37,7,7,8,0,28,7,6,6,107
2024-03-28 13:30:00,4,1,48,0,0,0,1,30,10,11,3,108
2024-03-28 13:40:00,1,1,38,2,2,5,1,29,3,2,4,88
2024-03-28 13:50:00,2,0,42,1,2,2,0,28,4,1,2,84
2024-03-28 14:00:00,3,1,33,4,5,6,0,26,9,9,5,101
2024-03-28 14:10:00,2,0,38,3,4,6,2,17,4,17,9,102
2024-03-28 14:20:00,3,1,38,1,1,2,4,23,5,8,4,90
2024-03-28 14:30:00,2,0,44,0,0,5,4,27,5,12,12,111
2024-03-28 14:40:00,2,0,51,7,7,8,1,28,10,9,12,135
2024-03-28 14:50:00,4,0,41,6,6,9,0,22,4,8,6,106
2024-03-28 15:00:00,4,1,49,3,5,9,3,27,7,10,7,125
2024-03-28 15:10:00,7,0,58,2,2,5,2,28,5,6,2,117
2024-03-28 15:20:00,1,0,58,4,5,5,2,25,4,8,4,116
2024-03-28 15:30:00,3,3,47,0,1,3,5,18,5,10,8,103
2024-03-28 15:40:00,2,1,47,0,0,1,3,30,8,4,6,102
2024-03-28 15:50:00,2,0,63,3,3,5,2,24,11,8,10,131
2024-03-28 16:00:00,5,0,54,7,6,6,1,23,7,6,5,120
2024-03-28 16:10:00,7,3,55,7,7,15,2,19,2,12,8,137
2024-03-28 16:20:00,4,0,45,3,4,7,2,20,6,7,4,102
2024-03-28 16:30:00,2,2,37,5,7,8,4,23,8,7,6,109
2024-03-28 16:40:00,4,2,44,4,5,10,4,18,13,6,7,117
2024-03-28 16:50:00,4,0,49,3,4,7,0,21,5,8,7,108
2024-03-28 17:00:00,1,1,44,4,5,5,0,32,9,7,11,119
2024-03-28 17:10:00,3,1,42,4,5,5,1,22,5,8,6,102
2024-03-28 17:20:00,1,0,54,7,7,9,3,25,6,9,5,126
2024-03-28 17:30:00,0,0,48,4,7,5,1,22,11,7,5,110
2024-03-28 17:40:00,3,2,59,4,5,4,1,30,4,6,8,126
2024-03-28 17:50:00,1,1,57,4,5,7,2,27,5,7,6,122
2024-03-28 18:00:00,4,0,47,7,8,16,4,24,3,9,5,127
2024-03-28 18:10:00,6,0,49,3,4,11,4,32,5,7,5,126
2024-03-28 18:20:00,0,0,47,8,9,12,1,25,6,11,4,123
2024-03-28 18:30:00,1,0,47,3,3,10,4,27,18,4,3,120
2024-03-28 18:40:00,4,0,39,3,3,4,3,30,5,4,4,99
2024-03-28 18:50:00,3,1,44,5,8,14,0,29,6,4,8,122
2024-03-28 19:00:00,1,0,42,12,12,17,0,19,7,4,4,118
2024-03-28 19:10:00,1,0,46,3,3,7,2,24,8,5,3,102
2024-03-28 19:20:00,2,0,43,7,6,10,0,23,5,6,3,105
2024-03-28 19:30:00,3,1,39,4,5,10,2,19,2,7,3,95
2024-03-28 19:40:00,1,0,40,4,5,9,1,26,5,6,4,101
2024-03-28 19:50:00,3,0,43,2,2,6,1,21,3,1,1,83
2024-03-28 20:00:00,3,0,34,5,6,5,0,15,3,3,1,75
2024-03-28 20:10:00,3,1,34,2,3,4,2,26,5,5,2,87
2024-03-28 20:20:00,2,0,36,3,4,6,1,19,6,5,5,87
2024-03-28 20:30:00,0,0,45,1,1,1,0,21,3,1,1,74
2024-03-28 20:40:00,1,0,30,10,8,6,1,21,1,1,0,79
2024-03-28 20:50:00,1,2,30,5,5,6,0,18,6,7,5,85
2024-03-28 21:00:00,1,0,27,2,2,3,2,17,2,1,2,59
2024-03-28 21:10:00,2,0,28,4,5,7,0,16,3,4,2,71
2024-03-28 21:20:00,0,1,41,1,1,3,0,22,2,0,0,71
2024-03-28 21:30:00,1,0,30,3,3,6,0,11,0,3,4,61
2024-03-28 21:40:00,4,0,33,3,3,4,2,16,1,7,1,74
2024-03-28 21:50:00,2,0,27,3,3,3,0,15,5,6,0,64
2024-03-28 22:00:00,1,0,26,0,0,1,1,11,0,1,1,42
2024-03-28 22:10:00,1,0,28,6,6,9,0,23,5,3,2,83
2024-03-28 22:20:00,1,0,26,4,4,4,0,11,1,2,1,54
2024-03-28 22:30:00,2,0,30,4,4,3,0,17,2,7,2,71
2024-03-28 22:40:00,1,0,28,4,5,3,0,8,2,2,1,54
2024-03-28 22:50:00,0,0,27,2,2,2,0,13,2,0,0,48
2024-03-28 23:00:00,1,1,29,1,1,1,0,18,1,2,0,55
2024-03-28 23:10:00,0,0,19,1,2,3,0,10,3,1,1,40
2024-03-28 23:20:00,1,0,24,4,5,9,0,9,1,1,1,55
2024-03-28 23:30:00,1,1,21,2,2,3,0,8,0,1,0,39
2024-03-28 23:40:00,1,0,30,7,7,9,0,10,1,3,0,68
2024-03-28 23:50:00,0,0,25,11,11,9,0,8,1,1,0,66
2024-03-29 00:00:00,0,0,15,4,4,4,2,10,1,0,1,41
2024-03-29 00:10:00,0,0,18,1,1,2,0,8,1,0,0,31
2024-03-29 00:20:00,0,0,16,6,5,9,0,10,2,2,1,51
2024-03-29 00:30:00,0,0,17,2,2,3,0,10,4,1,1,40
2024-03-29 00:40:00,2,0,19,1,1,0,0,7,3,1,1,35
2024-03-29 00:50:00,0,0,12,0,0,2,0,5,2,0,0,21
2024-03-29 01:00:00,0,0,15,2,6,6,0,6,0,0,0,35
2024-03-29 01:10:00,0,0,22,0,0,0,0,3,0,0,0,25
2024-03-29 01:20:00,0,0,26,5,6,6,0,9,4,0,1,57
2024-03-29 01:30:00,0,0,16,0,0,0,0,8,1,0,0,25
2024-03-29 01:40:00,0,0,13,3,3,3,0,8,1,0,0,31
2024-03-29 01:50:00,0,0,10,0,0,0,0,7,0,0,0,17
2024-03-29 02:00:00,0,0,12,0,0,0,0,10,2,1,1,26
2024-03-29 02:10:00,0,0,7,0,0,0,0,5,0,0,0,12
2024-03-29 02:20:00,0,0,3,0,0,0,0,5,1,1,0,10
2024-03-29 02:30:00,0,0,8,0,0,0,0,3,1,0,0,12
2024-03-29 02:40:00,0,0,10,0,0,0,0,11,1,1,0,23
2024-03-29 02:50:00,0,0,9,0,0,0,0,3,2,0,0,14
2024-03-29 03:00:00,0,0,10,2,3,3,0,5,2,0,0,25
2024-03-29 03:10:00,0,0,4,1,1,0,0,4,0,0,0,10
2024-03-29 03:20:00,0,0,5,0,0,0,0,3,0,0,0,8
2024-03-29 03:30:00,0,0,4,0,0,0,0,4,0,0,0,8
2024-03-29 03:40:00,0,0,7,0,0,0,0,6,0,0,0,13
2024-03-29 03:50:00,0,0,9,0,0,0,0,5,1,0,0,15
2024-03-29 04:00:00,0,0,4,0,1,1,0,2,0,0,0,8
2024-03-29 04:10:00,0,0,8,1,1,1,0,9,1,2,1,24
2024-03-29 04:20:00,0,0,3,0,0,0,0,2,2,0,0,7
2024-03-29 04:30:00,0,0,4,0,0,0,0,3,0,0,0,7
2024-03-29 04:40:00,0,0,5,0,0,0,0,1,0,0,0,6
2024-03-29 04:50:00,0,0,8,0,0,0,0,5,0,0,0,13
2024-03-29 05:00:00,0,0,4,0,0,0,0,4,0,2,1,11
2024-03-29 05:10:00,1,0,3,0,0,0,0,4,1,1,0,10
2024-03-29 05:20:00,1,0,9,0,0,0,0,7,1,0,0,18
2024-03-29 05:30:00,0,0,9,0,0,0,0,8,0,0,0,17
2024-03-29 05:40:00,0,0,10,0,0,0,0,8,0,1,1,20
2024-03-29 05:50:00,0,0,8,0,0,0,0,5,3,0,0,16
2024-03-29 06:00:00,1,0,11,0,0,0,0,9,2,2,0,25
2024-03-29 06:10:00,0,0,7,0,0,0,0,5,1,0,0,13
2024-03-29 06:20:00,0,0,8,0,0,0,0,3,0,0,0,11
2024-03-29 06:30:00,0,0,5,0,0,0,0,1,0,0,1,7
2024-03-29 06:40:00,0,0,10,0,0,0,0,4,0,2,2,18
2024-03-29 06:50:00,0,0,8,1,1,1,0,2,1,0,0,14
2024-03-29 07:00:00,0,0,5,0,0,0,0,6,0,1,2,14
2024-03-29 07:10:00,0,0,7,1,1,1,0,6,0,0,0,16
2024-03-29 07:20:00,0,0,11,1,1,2,0,8,1,0,0,24
2024-03-29 07:30:00,0,0,9,0,1,3,0,6,0,0,0,19
2024-03-29 07:40:00,0,0,3,0,0,0,0,0,0,1,1,5
2024-03-29 07:50:00,0,0,11,0,0,0,0,9,2,1,1,24
2024-03-29 08:00:00,1,0,8,1,1,1,0,6,2,2,2,24
2024-03-29 08:10:00,1,0,15,0,0,1,0,11,1,2,2,33
2024-03-29 08:20:00,2,0,15,0,0,0,1,12,1,3,2,36
2024-03-29 08:30:00,0,0,17,0,0,1,0,6,0,1,1,26
2024-03-29 08:40:00,0,0,19,0,0,0,2,17,1,0,1,40
2024-03-29 08:50:00,0,0,18,1,1,2,1,12,4,2,2,43
2024-03-29 09:00:00,0,0,24,2,2,5,0,14,3,4,5,59
2024-03-29 09:10:00,1,0,24,0,0,1,1,13,3,1,2,46
2024-03-29 09:20:00,0,0,25,3,4,3,0,13,2,7,5,62
2024-03-29 09:30:00,0,0,23,1,1,4,0,15,2,1,1,48
2024-03-29 09:40:00,2,0,34,2,3,7,1,19,4,5,2,79
2024-03-29 09:50:00,0,0,34,3,3,3,0,16,2,3,2,66
2024-03-29 10:00:00,1,0,23,6,6,7,0,17,2,1,2,65
2024-03-29 10:10:00,1,0,28,3,3,5,1,19,2,3,2,67
2024-03-29 10:20:00,1,0,35,0,1,5,0,18,6,2,1,69
2024-03-29 10:30:00,2,0,43,2,2,2,0,24,3,2,2,82
2024-03-29 10:40:00,0,0,40,1,1,3,0,24,1,3,2,75
2024-03-29 10:50:00,1,0,38,1,1,3,2,21,4,3,2,76
2024-03-29 11:00:00,0,0,41,4,4,6,0,27,5,7,5,99
2024-03-29 11:10:00,1,0,25,6,6,8,1,20,3,2,1,73
2024-03-29 11:20:00,1,0,44,0,0,4,0,29,6,4,3,91
2024-03-29 11:30:00,1,0,48,3,3,4,0,26,6,4,2,97
2024-03-29 11:40:00,2,0,42,1,1,6,0,20,5,2,3,82
2024-03-29 11:50:00,0,0,34,3,3,7,1,27,4,0,0,79
2024-03-29 12:00:00,1,0,34,4,2,4,0,23,3,6,5,82
2024-03-29 12:10:00,1,0,34,1,2,4,1,21,4,3,3,74
2024-03-29 12:20:00,0,0,36,4,4,5,0,24,4,7,5,89
2024-03-29 12:30:00,3,0,43,1,1,2,1,27,2,8,4,92
2024-03-29 12:40:00,3,0,38,1,1,3,2,24,5,7,3,87
2024-03-29 12:50:00,1,1,37,2,2,3,0,25,9,5,4,89
2024-03-29 13:00:00,3,0,46,0,0,4,0,20,4,5,4,86
2024-03-29 13:10:00,0,1,43,3,3,6,0,26,5,2,2,91
2024-03-29 13:20:00,1,0,43,4,4,4,0,26,3,4,4,93
2024-03-29 13:30:00,2,0,37,4,5,6,0,22,1,9,6,92
2024-03-29 13:40:00,2,0,42,1,1,2,0,19,3,4,2,76
2024-03-29 13:50:00,1,0,43,6,7,5,0,21,4,5,3,95
2024-03-29 14:00:00,0,0,36,4,4,4,0,21,5,8,7,89
2024-03-29 14:10:00,1,0,45,1,1,1,1,25,5,3,1,84
2024-03-29 14:20:00,3,0,45,0,0,2,1,29,15,6,2,103
2024-03-29 14:30:00,2,0,46,3,3,7,1,24,6,3,1,96
2024-03-29 14:40:00,2,0,41,5,5,6,0,22,2,3,3,89
2024-03-29 14:50:00,0,0,40,1,2,4,0,25,4,3,4,83
2024-03-29 15:00:00,1,0,37,1,2,4,2,16,2,2,0,67
2024-03-29 15:10:00,0,0,40,3,5,8,0,21,3,0,0,80
2024-03-29 15:20:00,1,0,38,0,0,5,0,25,4,1,1,75
2024-03-29 15:30:00,2,0,43,1,1,4,0,24,2,4,3,84
2024-03-29 15:40:00,4,0,38,1,2,4,1,17,4,7,3,81
2024-03-29 15:50:00,1,0,41,2,3,4,0,19,3,4,3,80
2024-03-29 16:00:00,2,0,37,3,3,4,1,27,2,5,4,88
2024-03-29 16:10:00,1,1,44,0,1,2,0,26,3,5,5,88
2024-03-29 16:20:00,0,0,55,0,0,3,0,22,2,2,4,88
2024-03-29 16:30:00,0,0,40,6,6,8,2,25,2,4,2,95
2024-03-29 16:40:00,3,1,42,4,4,5,1,23,0,5,5,93
2024-03-29 16:50:00,0,0,40,4,4,10,1,25,2,6,5,97
2024-03-29 17:00:00,4,1,36,2,2,3,0,27,2,3,3,83
2024-03-29 17:10:00,1,0,39,0,0,4,0,24,2,7,6,83
2024-03-29 17:20:00,5,0,40,0,1,2,0,19,4,8,8,87
2024-03-29 17:30:00,2,0,39,4,5,4,3,32,1,5,4,99
2024-03-29 17:40:00,1,0,34,2,3,6,1,25,6,8,6,92
2024-03-29 17:50:00,3,0,33,1,1,5,0,21,3,7,2,76
2024-03-29 18:00:00,5,0,42,1,4,7,3,16,1,5,1,85
2024-03-29 18:10:00,3,0,42,6,8,8,1,20,4,4,3,99
2024-03-29 18:20:00,1,0,36,2,4,6,0,22,4,6,4,85
2024-03-29 18:30:00,2,0,30,1,1,7,0,17,2,6,3,69
2024-03-29 18:40:00,3,0,40,7,7,7,1,24,2,5,2,98
2024-03-29 18:50:00,2,2,32,2,3,3,1,21,4,8,7,85
