datetime,D21Z,V22Z,V32Z,D51Z,V52Z,D61Z,V62Z,D81Z,V82Z,D91Z,V92Z,D111Z,D112Z,V113Z,V114Z,Total
2024-03-26 13:00:00,0,0,0,62,18,6,5,7,17,2,2,0,0,0,7,126
2024-03-26 13:10:00,0,0,0,50,24,11,9,12,10,4,4,0,0,0,6,130
2024-03-26 13:20:00,0,0,0,67,29,9,9,7,11,3,5,0,0,0,0,140
2024-03-26 13:30:00,0,0,0,57,29,9,12,5,6,4,3,0,0,0,1,126
2024-03-26 13:40:00,0,0,0,75,19,6,8,12,9,5,8,0,0,0,2,144
2024-03-26 13:50:00,0,0,0,67,27,8,8,9,14,8,11,0,0,0,3,155
2024-03-26 14:00:00,0,0,0,65,26,8,7,11,11,8,7,0,0,0,3,146
2024-03-26 14:10:00,0,0,0,73,24,10,9,15,15,4,5,0,0,0,2,157
2024-03-26 14:20:00,0,0,0,61,22,10,11,21,16,3,5,0,0,0,1,150
2024-03-26 14:30:00,0,0,0,66,25,12,15,13,15,6,10,0,0,0,1,163
2024-03-26 14:40:00,0,0,0,70,29,10,14,17,30,6,8,0,0,0,0,184
2024-03-26 14:50:00,0,0,0,67,22,10,10,14,18,4,5,0,0,0,6,156
2024-03-26 15:00:00,0,0,0,53,18,5,6,24,12,6,6,0,0,0,3,133
2024-03-26 15:10:00,0,0,0,66,23,11,9,18,20,4,6,0,0,0,3,160
2024-03-26 15:20:00,0,0,0,61,17,11,8,18,20,7,9,0,0,0,1,152
2024-03-26 15:30:00,0,0,0,64,26,8,7,24,8,6,9,0,0,0,2,154
2024-03-26 15:40:00,0,0,0,77,21,6,5,20,6,4,3,0,0,0,4,146
2024-03-26 15:50:00,0,0,0,82,27,6,8,14,21,4,7,0,0,0,4,173
2024-03-26 16:00:00,0,0,0,66,26,5,8,23,9,8,8,0,0,0,2,155
2024-03-26 16:10:00,0,0,0,76,16,4,5,26,9,6,3,0,0,0,5,150
2024-03-26 16:20:00,0,0,0,90,21,8,8,26,6,3,3,0,0,0,4,169
2024-03-26 16:30:00,0,0,0,90,35,7,9,25,15,10,13,0,0,0,4,208
2024-03-26 16:40:00,0,0,0,69,29,6,4,37,10,6,6,0,0,0,6,173
2024-03-26 16:50:00,0,0,0,69,24,2,2,22,18,4,4,0,0,0,6,151
2024-03-26 17:00:00,0,0,0,64,26,10,8,20,9,6,6,0,0,0,4,153
2024-03-26 17:10:00,0,0,0,71,23,7,8,21,20,6,4,0,0,0,3,163
2024-03-26 17:20:00,0,0,0,87,23,6,5,28,17,7,7,0,0,0,4,184
2024-03-26 17:30:00,0,0,0,92,22,10,12,15,13,6,9,0,0,0,2,181
2024-03-26 17:40:00,0,0,0,78,18,6,14,19,19,7,7,0,0,0,1,169
2024-03-26 17:50:00,0,0,0,59,17,8,6,12,20,2,1,0,0,0,2,127
2024-03-26 18:00:00,0,0,0,61,17,9,13,13,14,7,9,0,0,0,4,147
2024-03-26 18:10:00,0,0,0,74,17,6,7,15,14,7,9,0,0,0,8,157
2024-03-26 18:20:00,0,0,0,74,18,7,5,9,10,2,3,0,0,0,0,128
2024-03-26 18:30:00,0,0,0,60,22,4,4,17,13,6,8,0,0,0,0,134
2024-03-26 18:40:00,0,0,0,52,19,3,3,7,8,6,3,0,0,0,1,102
2024-03-26 18:50:00,0,0,0,52,26,7,7,7,12,1,2,0,0,0,1,115
2024-03-26 19:00:00,0,1,2,44,29,6,7,10,10,2,4,0,0,0,0,115
2024-03-26 19:10:00,0,2,13,50,47,3,5,2,5,2,3,0,6,4,3,145
2024-03-26 19:20:00,0,4,16,41,42,4,6,4,13,4,4,0,47,36,2,223
2024-03-26 19:30:00,0,1,12,28,25,3,7,7,10,2,6,0,33,23,2,159
2024-03-26 19:40:00,0,6,6,34,43,4,4,2,5,0,0,0,44,38,1,187
2024-03-26 19:50:00,0,4,11,29,26,2,3,5,14,5,5,0,45,28,1,178
2024-03-26 20:00:00,0,2,17,27,39,2,2,6,15,2,6,0,47,23,1,189
2024-03-26 20:10:00,0,3,13,23,22,0,0,5,10,1,0,0,39,22,2,140
2024-03-26 20:20:00,0,5,15,23,30,1,2,2,8,4,8,0,40,25,0,163
2024-03-26 20:30:00,0,1,14,19,23,1,2,3,6,2,6,0,46,22,2,147
2024-03-26 20:40:00,0,3,3,24,44,2,2,1,2,0,0,0,38,22,0,141
2024-03-26 20:50:00,0,0,17,33,42,2,2,4,6,1,3,0,40,16,3,169
2024-03-26 21:00:00,0,3,8,23,28,2,3,1,6,1,1,0,37,22,0,135
2024-03-26 21:10:00,0,2,3,27,30,1,1,2,5,2,4,0,40,18,0,135
2024-03-26 21:20:00,0,4,5,21,25,1,1,0,1,1,1,0,29,13,0,102
2024-03-26 21:30:00,0,3,3,22,28,3,4,2,5,1,1,0,22,16,1,111
2024-03-26 21:40:00,0,4,5,22,36,0,0,1,1,0,0,0,26,17,0,112
2024-03-26 21:50:00,0,1,9,22,18,0,0,2,5,1,1,0,33,14,0,106
2024-03-26 22:00:00,0,0,2,17,26,0,0,2,5,1,1,0,25,14,0,93
2024-03-26 22:10:00,0,2,9,21,25,0,0,6,10,0,0,0,31,22,0,126
2024-03-26 22:20:00,0,1,8,17,23,0,0,2,4,1,1,0,12,10,0,79
2024-03-26 22:30:00,0,0,5,17,25,2,4,0,1,1,1,0,17,10,0,83
2024-03-26 22:40:00,0,3,0,10,20,3,4,3,6,2,6,0,19,8,0,84
2024-03-26 22:50:00,0,3,5,10,22,1,2,3,5,1,2,0,21,17,0,92
2024-03-26 23:00:00,0,0,7,14,24,1,0,2,6,1,2,0,34,13,0,104
2024-03-26 23:10:00,0,1,3,5,8,0,0,0,0,0,0,0,26,12,0,55
2024-03-26 23:20:00,0,1,3,8,15,0,0,0,0,0,0,0,19,9,3,58
2024-03-26 23:30:00,0,0,0,5,10,0,0,2,5,1,1,0,9,7,1,41
2024-03-26 23:40:00,0,0,0,5,13,1,3,0,0,0,0,0,19,8,0,49
2024-03-26 23:50:00,0,3,11,0,0,0,0,0,0,0,0,0,7,3,1,25
2024-03-27 00:00:00,0,0,0,5,12,0,0,0,2,1,2,0,4,5,0,31
2024-03-27 00:10:00,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,12
2024-03-27 00:20:00,0,1,1,7,12,0,0,0,0,0,0,0,4,1,0,26
2024-03-27 00:30:00,0,0,0,5,9,0,0,0,0,0,0,0,5,3,0,22
2024-03-27 00:40:00,0,0,0,0,0,0,0,3,7,2,0,0,3,3,0,18
2024-03-27 00:50:00,0,2,0,1,1,0,0,0,0,1,3,0,4,5,1,18
2024-03-27 01:00:00,0,0,0,7,12,0,0,0,0,0,0,0,10,4,0,33
2024-03-27 01:10:00,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,6
2024-03-27 01:20:00,0,0,0,3,7,1,1,0,0,0,0,0,0,2,0,14
2024-03-27 01:30:00,0,0,0,2,5,0,0,2,4,0,0,0,2,2,0,17
2024-03-27 01:40:00,0,0,0,1,3,0,0,0,0,0,0,0,11,2,0,17
2024-03-27 01:50:00,0,0,0,4,8,0,0,0,0,0,0,0,2,2,0,16
2024-03-27 02:00:00,0,0,3,2,2,0,0,1,3,0,0,0,2,2,0,15
2024-03-27 02:10:00,0,0,0,1,3,0,0,0,0,0,0,0,2,2,0,8
2024-03-27 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 02:30:00,0,0,0,0,0,2,4,0,0,0,0,0,7,2,0,15
2024-03-27 02:40:00,0,0,0,4,10,0,0,0,0,0,0,0,2,0,0,16
2024-03-27 02:50:00,0,0,0,2,2,0,0,0,0,0,0,0,4,8,0,16
2024-03-27 03:00:00,0,0,0,1,1,1,1,0,0,0,0,0,8,2,0,14
2024-03-27 03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2024-03-27 03:20:00,0,0,0,3,4,0,0,1,2,0,1,0,3,1,0,15
2024-03-27 03:30:00,0,0,0,0,0,1,1,0,0,0,0,0,8,3,0,13
2024-03-27 03:40:00,0,0,0,4,9,0,0,0,0,0,0,0,4,2,0,19
2024-03-27 03:50:00,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
2024-03-27 04:00:00,0,0,3,5,7,0,0,0,0,0,0,0,2,2,0,19
2024-03-27 04:10:00,0,0,2,4,10,1,2,0,0,0,0,0,2,2,0,23
2024-03-27 04:20:00,0,0,0,5,8,0,0,1,2,0,1,0,7,7,0,31
2024-03-27 04:30:00,0,0,0,2,4,1,2,1,1,1,0,0,2,3,0,17
2024-03-27 04:40:00,0,0,0,4,6,0,1,0,0,0,0,0,4,1,0,16
2024-03-27 04:50:00,0,0,4,12,25,2,3,0,0,0,0,0,6,1,0,53
2024-03-27 05:00:00,0,0,3,11,19,2,3,2,9,1,1,0,16,10,0,77
2024-03-27 05:10:00,0,0,1,15,27,1,1,1,4,2,1,0,16,10,0,79
2024-03-27 05:20:00,0,6,1,32,25,5,8,0,1,1,2,0,11,6,0,98
2024-03-27 05:30:00,0,1,2,46,38,10,15,3,4,2,4,0,27,13,0,165
2024-03-27 05:40:00,0,0,10,49,49,11,14,2,4,2,4,0,14,9,0,168
2024-03-27 05:50:00,0,1,5,48,36,10,17,3,8,2,1,0,26,11,0,168
2024-03-27 06:00:00,0,1,1,64,25,6,5,1,3,1,1,0,9,9,1,127
2024-03-27 06:10:00,0,0,0,69,22,7,6,7,6,1,1,0,0,0,0,119
2024-03-27 06:20:00,0,0,0,67,20,10,11,4,6,2,1,0,0,0,1,122
2024-03-27 06:30:00,0,0,0,98,23,29,19,4,4,1,1,0,0,0,2,181
2024-03-27 06:40:00,0,0,0,104,19,18,12,3,8,1,1,0,0,0,3,169
2024-03-27 06:50:00,0,0,0,126,30,18,17,8,10,3,3,0,0,0,1,216
2024-03-27 07:00:00,0,0,0,92,30,23,14,2,3,1,1,0,0,0,0,166
2024-03-27 07:10:00,0,0,0,99,26,25,10,8,6,5,2,0,0,0,2,183
2024-03-27 07:20:00,0,0,0,114,16,23,14,8,8,4,5,0,0,0,2,194
2024-03-27 07:30:00,0,0,0,98,31,22,13,5,10,3,4,0,0,0,8,194
2024-03-27 07:40:00,0,0,0,106,20,16,12,9,8,3,3,0,0,0,7,184
2024-03-27 07:50:00,0,0,0,95,31,19,16,8,13,4,3,0,0,0,7,196
2024-03-27 08:00:00,0,0,0,96,18,13,15,11,5,10,7,0,0,0,9,184
2024-03-27 08:10:00,0,0,0,103,29,11,12,7,10,3,2,0,0,0,5,182
2024-03-27 08:20:00,0,0,0,132,25,13,10,13,14,4,5,0,0,0,8,224
2024-03-27 08:30:00,0,0,0,99,23,11,11,8,6,7,7,0,0,0,6,178
2024-03-27 08:40:00,0,0,0,123,17,17,18,10,15,4,3,0,0,0,6,213
2024-03-27 08:50:00,0,0,0,101,33,24,20,10,11,6,5,0,0,0,5,215
2024-03-27 09:00:00,0,0,0,91,27,19,31,5,7,5,4,0,0,0,5,194
2024-03-27 09:10:00,0,0,0,80,23,6,6,8,7,5,5,0,0,0,3,143
2024-03-27 09:20:00,0,0,0,96,24,12,11,4,6,2,2,0,0,0,5,162
2024-03-27 09:30:00,0,0,0,73,14,13,12,10,8,4,4,0,0,0,4,142
2024-03-27 09:40:00,0,0,0,93,22,13,11,6,17,7,8,0,0,0,4,181
2024-03-27 09:50:00,0,0,0,81,18,4,4,17,16,9,13,0,0,0,7,169
2024-03-27 10:00:00,0,0,0,67,21,9,8,11,14,8,9,0,0,0,2,149
2024-03-27 10:10:00,0,0,0,71,25,6,6,10,10,4,3,0,0,0,6,141
2024-03-27 10:20:00,0,0,0,73,23,7,9,7,14,9,5,0,0,0,3,150
2024-03-27 10:30:00,0,0,0,68,25,9,10,6,10,6,7,0,0,0,4,145
2024-03-27 10:40:00,0,0,0,78,27,8,7,9,15,5,5,0,0,0,4,158
2024-03-27 10:50:00,0,0,0,69,19,15,12,13,11,5,4,0,0,0,6,154
2024-03-27 11:00:00,0,0,0,54,22,9,9,9,11,2,2,0,0,0,6,124
2024-03-27 11:10:00,0,0,0,58,25,9,10,10,15,7,6,0,0,0,5,145
2024-03-27 11:20:00,0,0,0,81,17,9,12,7,14,5,4,0,0,0,1,150
2024-03-27 11:30:00,0,0,0,58,33,10,10,8,10,4,4,0,0,0,2,139
2024-03-27 11:40:00,0,0,0,63,19,11,8,7,13,4,6,0,0,0,4,135
2024-03-27 11:50:00,0,0,0,65,23,17,18,8,13,10,13,0,0,0,3,170
2024-03-27 12:00:00,0,0,0,55,57,4,8,5,4,6,6,0,0,0,6,151
2024-03-27 12:10:00,0,0,0,52,17,9,12,20,11,4,7,0,0,0,1,133
2024-03-27 12:20:00,0,0,0,63,21,8,13,8,13,7,11,0,0,0,2,146
2024-03-27 12:30:00,0,0,0,66,16,1,1,11,12,3,2,0,0,0,2,114
2024-03-27 12:40:00,0,0,0,61,21,5,7,9,13,6,10,0,0,0,3,135
2024-03-27 12:50:00,0,0,0,53,22,10,9,6,17,6,10,0,0,0,4,137
2024-03-27 13:00:00,0,0,0,46,23,6,6,4,7,2,2,0,0,0,2,98
2024-03-27 13:10:00,0,0,0,72,18,5,6,6,3,7,12,0,0,0,2,131
2024-03-27 13:20:00,0,0,0,66,19,6,10,12,14,4,4,0,0,0,3,138
2024-03-27 13:30:00,0,0,0,66,21,9,9,13,16,9,11,0,0,0,3,157
2024-03-27 13:40:00,0,0,0,72,24,10,9,6,12,2,2,0,0,0,2,139
2024-03-27 13:50:00,0,0,0,50,19,5,4,13,11,4,5,0,0,0,1,112
2024-03-27 14:00:00,0,0,0,66,29,13,11,15,16,3,3,0,0,0,3,159
2024-03-27 14:10:00,0,0,0,73,15,4,4,4,10,5,6,0,0,0,1,122
2024-03-27 14:20:00,0,0,0,70,31,7,7,20,29,4,5,0,0,0,2,175
2024-03-27 14:30:00,0,0,0,78,17,10,9,11,15,3,5,0,0,0,0,148
2024-03-27 14:40:00,0,0,0,64,17,7,9,17,9,9,9,0,0,0,2,143
2024-03-27 14:50:00,0,0,0,69,19,11,9,10,8,3,3,0,0,0,1,133
2024-03-27 15:00:00,0,0,0,59,23,8,9,11,16,8,10,0,0,0,4,148
2024-03-27 15:10:00,0,0,0,71,27,15,9,14,23,7,9,0,0,0,1,176
2024-03-27 15:20:00,0,0,0,49,16,5,6,20,24,10,10,0,0,0,2,142
2024-03-27 15:30:00,0,0,0,65,17,4,4,14,11,4,9,0,0,0,1,129
2024-03-27 15:40:00,0,0,0,78,15,10,8,19,25,3,2,0,0,0,2,162
2024-03-27 15:50:00,0,0,0,77,23,10,6,20,14,5,6,0,0,0,5,166
2024-03-27 16:00:00,0,0,0,67,25,10,7,27,18,9,8,0,0,0,2,173
2024-03-27 16:10:00,0,0,0,67,23,7,5,26,18,6,6,0,0,0,2,160
2024-03-27 16:20:00,0,0,0,70,24,6,11,29,11,5,4,0,0,0,4,164
2024-03-27 16:30:00,0,0,0,74,16,6,4,29,19,3,5,0,0,0,8,164
2024-03-27 16:40:00,0,0,0,76,23,3,3,21,19,6,6,0,0,0,1,158
2024-03-27 16:50:00,0,0,0,87,17,9,8,13,8,5,3,0,0,0,0,150
2024-03-27 17:00:00,0,0,0,75,17,6,5,13,18,10,6,0,0,0,1,151
2024-03-27 17:10:00,0,0,0,62,19,9,9,20,12,6,6,0,0,0,1,144
2024-03-27 17:20:00,0,0,0,67,24,5,4,18,7,4,3,0,0,0,2,134
2024-03-27 17:30:00,0,0,0,89,13,12,10,15,15,6,4,0,0,0,1,165
2024-03-27 17:40:00,0,0,0,71,16,7,6,19,16,5,5,0,0,0,0,145
2024-03-27 17:50:00,0,0,0,63,19,9,7,14,11,4,4,0,0,0,3,134
2024-03-27 18:00:00,0,0,0,79,16,10,7,7,4,6,6,0,0,0,1,136
2024-03-27 18:10:00,0,0,0,58,21,6,6,18,20,2,1,0,0,0,1,133
2024-03-27 18:20:00,0,0,0,69,22,5,7,15,21,6,8,0,0,0,0,153
2024-03-27 18:30:00,0,0,0,59,16,3,2,8,20,5,4,0,0,0,1,118
2024-03-27 18:40:00,0,0,0,51,17,6,6,11,12,3,13,0,0,0,1,120
2024-03-27 18:50:00,0,2,6,42,16,2,3,4,9,1,4,0,0,0,0,89
2024-03-27 19:00:00,0,6,22,58,24,3,2,5,6,2,8,0,2,1,0,139
2024-03-27 19:10:00,0,4,16,50,17,5,5,3,5,3,4,0,37,44,0,193
2024-03-27 19:20:00,0,4,13,40,18,3,4,9,20,7,15,0,50,42,0,225
2024-03-27 19:30:00,0,0,3,45,14,3,5,2,5,4,5,0,13,16,0,115
2024-03-27 19:40:00,0,8,12,26,14,1,1,4,8,0,1,0,27,30,1,133
2024-03-27 19:50:00,0,2,12,30,15,4,6,3,5,3,3,0,43,26,0,152
2024-03-27 20:00:00,0,4,19,33,22,3,4,7,7,1,6,0,36,26,1,169
2024-03-27 20:10:00,0,7,8,32,13,3,2,2,6,0,0,0,43,22,1,139
2024-03-27 20:20:00,0,1,3,35,16,3,3,2,8,1,2,0,25,28,0,127
2024-03-27 20:30:00,0,1,9,23,14,0,0,3,6,2,3,0,42,31,0,134
2024-03-27 20:40:00,0,2,6,20,19,2,2,2,4,0,1,0,50,32,0,140
2024-03-27 20:50:00,0,1,11,16,12,2,2,0,0,2,2,0,34,29,0,111
2024-03-27 21:00:00,0,3,6,29,14,1,0,3,5,2,5,0,37,26,1,132
2024-03-27 21:10:00,0,3,1,25,20,5,5,2,3,0,0,0,17,12,0,93
2024-03-27 21:20:00,0,1,7,25,19,0,0,2,4,3,3,0,39,28,0,131
2024-03-27 21:30:00,0,1,3,22,21,1,1,2,5,1,1,0,40,20,0,118
2024-03-27 21:40:00,0,2,6,25,21,0,0,3,4,0,0,0,39,25,0,125
2024-03-27 21:50:00,0,3,7,22,11,2,2,1,2,2,2,0,27,24,0,105
2024-03-27 22:00:00,0,2,7,17,14,1,0,2,2,1,1,0,29,26,0,102
2024-03-27 22:10:00,0,2,3,23,21,0,0,2,4,1,1,0,32,22,0,111
2024-03-27 22:20:00,0,3,3,18,16,1,1,1,2,1,1,0,48,33,0,128
2024-03-27 22:30:00,0,1,11,18,20,0,0,6,12,1,1,0,21,13,1,105
2024-03-27 22:40:00,0,1,5,13,15,0,0,2,8,4,3,0,27,19,0,97
2024-03-27 22:50:00,0,1,1,10,6,1,1,1,1,2,2,0,14,21,0,61
2024-03-27 23:00:00,0,1,2,10,9,1,0,0,0,1,2,0,25,15,1,67
2024-03-27 23:10:00,0,0,0,8,7,0,0,0,0,0,0,0,25,6,0,46
2024-03-27 23:20:00,0,2,3,6,5,0,0,2,4,1,0,0,22,19,0,64
2024-03-27 23:30:00,0,0,3,14,12,1,1,0,2,1,2,0,19,12,0,67
2024-03-27 23:40:00,0,0,0,13,15,0,0,1,3,0,0,0,12,8,0,52
2024-03-27 23:50:00,0,1,6,9,7,0,0,0,0,0,0,0,22,13,0,58
2024-03-28 00:00:00,0,0,0,3,3,0,0,1,2,1,2,0,12,4,0,28
2024-03-28 00:10:00,0,0,0,2,1,0,0,1,2,0,0,0,15,5,0,26
2024-03-28 00:20:00,0,3,2,5,7,0,0,0,0,0,0,0,15,12,0,44
2024-03-28 00:30:00,0,0,0,4,5,0,0,2,5,1,0,0,23,13,0,53
2024-03-28 00:40:00,0,0,0,1,1,0,0,0,0,0,0,0,13,10,0,25
2024-03-28 00:50:00,0,0,0,1,1,0,0,0,0,0,0,0,8,9,0,19
2024-03-28 01:00:00,0,0,2,2,3,0,0,0,0,0,0,0,12,6,0,25
2024-03-28 01:10:00,0,0,2,3,2,0,0,1,2,0,0,0,15,9,0,34
2024-03-28 01:20:00,0,0,0,4,4,1,1,0,1,0,0,0,6,4,0,21
2024-03-28 01:30:00,0,0,0,1,2,0,0,2,2,0,0,0,5,3,1,16
2024-03-28 01:40:00,0,3,1,2,4,0,0,0,0,0,0,0,0,0,0,10
2024-03-28 01:50:00,0,0,4,2,2,0,0,2,6,0,0,0,7,6,0,29
2024-03-28 02:00:00,0,0,0,4,3,0,0,0,0,0,0,0,7,4,0,18
2024-03-28 02:10:00,0,3,0,0,0,0,0,0,0,0,0,0,2,3,1,9
2024-03-28 02:20:00,0,0,0,1,1,0,0,0,0,0,0,0,5,3,0,10
2024-03-28 02:30:00,0,0,0,0,0,1,1,1,3,0,0,0,4,2,0,12
2024-03-28 02:40:00,0,0,0,1,1,0,0,0,0,0,0,0,4,5,0,11
2024-03-28 02:50:00,0,0,0,2,4,0,0,0,0,0,0,0,8,3,0,17
2024-03-28 03:00:00,0,0,0,2,3,0,0,0,0,0,0,0,2,3,0,10
2024-03-28 03:10:00,0,0,0,1,4,1,1,0,0,0,0,0,3,7,0,17
2024-03-28 03:20:00,0,2,0,5,5,1,2,1,4,0,0,0,2,2,0,24
2024-03-28 03:30:00,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
2024-03-28 03:40:00,0,0,0,1,3,0,0,0,0,0,0,0,5,3,0,12
2024-03-28 03:50:00,0,2,1,2,8,0,0,0,0,0,0,0,3,3,0,19
2024-03-28 04:00:00,0,0,0,3,7,1,1,0,0,0,0,0,3,3,0,18
2024-03-28 04:10:00,0,0,0,3,7,1,1,0,0,0,0,0,3,3,0,18
2024-03-28 04:20:00,0,0,0,6,8,1,1,2,4,1,0,0,6,4,0,33
2024-03-28 04:30:00,0,0,0,5,9,0,0,0,0,0,0,0,10,6,0,30
2024-03-28 04:40:00,0,0,4,4,13,1,1,1,2,0,0,0,8,2,0,36
2024-03-28 04:50:00,0,0,0,8,15,1,1,1,1,0,0,0,6,3,0,36
2024-03-28 05:00:00,0,0,3,11,25,0,0,0,1,1,1,0,7,5,1,55
2024-03-28 05:10:00,0,0,2,11,16,1,2,1,4,1,1,0,18,7,1,65
2024-03-28 05:20:00,0,2,2,30,28,3,5,0,0,0,0,0,20,16,0,106
2024-03-28 05:30:00,0,3,4,43,43,9,19,0,3,1,1,0,19,11,1,157
2024-03-28 05:40:00,0,0,3,47,41,7,11,1,6,1,1,0,29,13,0,160
2024-03-28 05:50:00,0,3,5,42,27,8,11,1,2,1,2,0,28,17,0,147
2024-03-28 06:00:00,0,0,0,42,15,8,9,3,9,1,6,0,1,1,2,97
2024-03-28 06:10:00,0,0,0,53,22,3,3,2,3,1,6,0,0,0,1,94
2024-03-28 06:20:00,0,0,0,71,23,17,8,1,4,1,1,0,0,0,5,131
2024-03-28 06:30:00,0,0,0,79,20,17,18,3,18,2,2,0,0,0,3,162
2024-03-28 06:40:00,0,0,0,97,26,23,12,6,8,1,1,0,0,0,0,174
2024-03-28 06:50:00,0,0,0,89,28,18,12,8,6,1,1,0,0,0,0,163
2024-03-28 07:00:00,0,0,0,85,28,19,17,6,10,3,4,0,0,0,3,175
2024-03-28 07:10:00,0,0,0,88,19,14,13,5,15,2,4,0,0,0,2,162
2024-03-28 07:20:00,0,0,0,97,11,16,14,4,6,1,1,0,0,0,1,151
2024-03-28 07:30:00,0,0,0,105,29,19,14,7,13,1,1,0,0,0,6,195
2024-03-28 07:40:00,0,0,0,99,38,19,15,5,15,2,3,0,0,0,4,200
2024-03-28 07:50:00,0,0,0,95,27,17,13,9,20,4,4,0,0,0,8,197
2024-03-28 08:00:00,0,0,0,93,34,20,16,4,5,3,6,0,0,0,5,186
2024-03-28 08:10:00,0,0,0,83,24,9,10,9,8,4,8,0,0,0,6,161
2024-03-28 08:20:00,0,0,0,104,25,5,11,5,15,4,5,0,0,0,8,182
2024-03-28 08:30:00,0,0,0,103,20,15,12,8,12,3,5,0,0,0,6,184
2024-03-28 08:40:00,0,0,0,109,22,15,17,12,12,6,5,0,0,0,7,205
2024-03-28 08:50:00,0,0,0,96,15,17,11,7,11,12,9,0,0,0,5,183
2024-03-28 09:00:00,0,0,0,101,24,59,12,11,11,5,4,0,0,0,2,229
2024-03-28 09:10:00,0,0,0,101,15,12,35,6,14,6,5,0,0,0,5,199
2024-03-28 09:20:00,0,0,0,89,17,7,11,11,10,5,9,0,0,0,5,164
2024-03-28 09:30:00,0,0,0,95,13,10,22,7,18,3,4,0,0,0,3,175
2024-03-28 09:40:00,0,0,0,71,22,15,13,11,8,5,6,0,0,0,3,154
2024-03-28 09:50:00,0,0,0,94,17,12,11,10,19,5,2,0,0,0,2,172
2024-03-28 10:00:00,0,0,0,67,15,10,7,6,13,6,9,0,0,0,4,137
2024-03-28 10:10:00,0,0,0,66,15,8,12,4,8,7,10,0,0,0,3,133
2024-03-28 10:20:00,0,0,0,59,21,7,9,10,19,3,6,0,0,0,2,136
2024-03-28 10:30:00,0,0,0,74,21,9,9,12,15,4,4,0,0,0,1,149
2024-03-28 10:40:00,0,0,0,68,24,3,5,10,20,5,4,0,0,0,2,141
2024-03-28 10:50:00,0,0,0,66,18,6,8,4,7,5,6,0,0,0,3,123
2024-03-28 11:00:00,0,0,0,67,22,9,9,11,21,5,3,0,0,0,6,153
2024-03-28 11:10:00,0,0,0,68,14,6,5,3,4,5,5,0,0,0,2,112
2024-03-28 11:20:00,0,0,0,42,19,8,6,7,19,4,6,0,0,0,7,118
2024-03-28 11:30:00,0,0,0,69,22,7,9,5,7,7,7,0,0,0,6,139
2024-03-28 11:40:00,0,0,0,44,18,4,5,6,5,5,8,0,0,0,3,98
2024-03-28 11:50:00,0,0,0,56,21,8,12,11,21,5,5,0,0,0,4,143
2024-03-28 12:00:00,0,0,0,63,24,7,6,7,17,8,16,0,0,0,3,151
2024-03-28 12:10:00,0,0,0,52,18,7,10,12,14,5,6,0,0,0,4,128
2024-03-28 12:20:00,0,0,0,59,23,8,9,6,7,7,8,0,0,0,2,129
2024-03-28 12:30:00,0,0,0,56,18,6,8,10,10,2,4,0,0,0,0,114
2024-03-28 12:40:00,0,0,0,62,20,3,4,14,17,2,3,0,0,0,4,129
2024-03-28 12:50:00,0,0,0,58,21,6,4,8,14,5,11,0,0,0,2,129
2024-03-28 13:00:00,0,0,0,66,20,4,4,7,4,6,8,0,0,0,3,122
2024-03-28 13:10:00,0,0,0,63,23,8,9,9,13,3,2,0,0,0,2,132
2024-03-28 13:20:00,0,0,0,70,34,6,6,13,11,4,5,0,0,0,2,151
2024-03-28 13:30:00,0,0,0,67,17,5,12,7,6,4,5,0,0,0,1,124
2024-03-28 13:40:00,0,0,0,62,27,10,11,6,4,3,1,0,0,0,1,125
2024-03-28 13:50:00,0,0,0,71,29,7,6,9,8,4,2,0,0,0,3,139
2024-03-28 14:00:00,0,0,0,66,26,7,32,12,9,7,5,0,0,0,2,166
2024-03-28 14:10:00,0,0,0,69,18,4,12,10,9,3,4,0,0,0,1,130
2024-03-28 14:20:00,0,0,0,53,21,4,8,14,9,2,2,0,0,0,4,117
2024-03-28 14:30:00,0,0,0,54,26,7,6,15,13,10,7,0,0,0,2,140
2024-03-28 14:40:00,0,0,0,84,16,6,8,11,6,5,8,0,0,0,1,145
2024-03-28 14:50:00,0,0,0,67,25,9,9,9,24,6,5,0,0,0,3,157
2024-03-28 15:00:00,0,0,0,62,24,3,2,18,17,5,6,0,0,0,1,138
2024-03-28 15:10:00,0,0,0,78,21,9,6,21,19,5,11,0,0,0,4,174
2024-03-28 15:20:00,0,0,0,72,19,2,6,15,12,5,9,0,0,0,3,143
2024-03-28 15:30:00,0,0,0,81,23,14,15,20,4,5,8,0,0,0,3,173
2024-03-28 15:40:00,0,0,0,77,17,9,9,29,21,3,5,0,0,0,1,171
2024-03-28 15:50:00,0,0,0,89,17,8,5,11,7,3,3,0,0,0,1,144
2024-03-28 16:00:00,0,0,0,84,22,6,4,18,10,4,4,0,0,0,2,154
2024-03-28 16:10:00,0,0,0,65,18,4,6,19,12,5,10,0,0,0,3,142
2024-03-28 16:20:00,0,0,0,70,14,7,6,23,12,6,6,0,0,0,2,146
